Constraint_Group_Type,Period_ID,Variable_Name,Coefficient
Resource,3,C0338,-1.00235026
Resource,3,C0365,-0.724198063
Resource,3,C0467,2.0402
Resource,3,C0480,1.0201
Resource,4,C0006,0.219615
Resource,4,C0011,0.26573415
Resource,4,C0021,0.0968
Resource,4,C0025,0.10648
Resource,4,C0030,0.117128
Resource,4,C0036,0.1288408
Resource,4,C0043,0.14172488
Resource,4,C0053,-1.012373763
Resource,4,C0058,-0.731440043
Resource,4,C0067,-0.70060468
Resource,4,C0070,-0.595513978
Resource,4,C0074,-0.506186881
Resource,4,C0079,-0.430258849
Resource,4,C0085,-0.365720022
Resource,4,C0092,-0.310862018
Resource,4,C0103,0.6655
Resource,4,C0118,0.5324
Resource,4,C0133,0.15
Resource,4,C0147,0.165
Resource,4,C0161,0.1815
Resource,4,C0174,0.19965
Resource,4,C0200,0.2415765
Resource,4,C0224,0.08
Resource,4,C0236,0.088
Resource,4,C0295,-1.6484816
Resource,4,C0310,-1.40120936
Resource,4,C0324,-1.191027956
Resource,4,C0352,-0.860517698
Resource,4,C0378,-0.621724037
Resource,4,C0390,-0.8242408
Resource,4,C0468,2.060602
Resource,4,C0481,1.030301
Resource,5,C0009,0.2415765
Resource,5,C0026,0.10648
Resource,5,C0031,0.117128
Resource,5,C0037,0.1288408
Resource,5,C0044,0.14172488
Resource,5,C0056,-0.869122909
Resource,5,C0061,-0.627941301
Resource,5,C0071,-0.60146917
Resource,5,C0075,-0.511248794
Resource,5,C0080,-0.434561475
Resource,5,C0086,-0.369377254
Resource,5,C0093,-0.313970666
Resource,5,C0104,0.73205
Resource,5,C0119,0.58564
Resource,5,C0134,0.15
Resource,5,C0148,0.165
Resource,5,C0162,0.1815
Resource,5,C0175,0.19965
Resource,5,C0188,0.219615
Resource,5,C0213,0.26573415
Resource,5,C0225,0.08
Resource,5,C0237,0.088
Resource,5,C0248,0.0968
Resource,5,C0296,-1.66496648
Resource,5,C0311,-1.415221508
Resource,5,C0325,-1.202938282
Resource,5,C0339,-1.02249754
Resource,5,C0366,-0.738754472
Resource,5,C0391,-0.83248328
Resource,5,C0404,-0.707610788
Resource,5,C0469,2.0812081
Resource,5,C0482,1.0406041
Resource,6,C0012,0.26573415
Resource,6,C0032,0.117128
Resource,6,C0038,0.1288408
Resource,6,C0045,0.14172488
Resource,6,C0059,-0.746142024
Resource,6,C0076,-0.516361311
Resource,6,C0081,-0.438907115
Resource,6,C0087,-0.373071047
Resource,6,C0094,-0.31711039
Resource,6,C0105,0.805255
Resource,6,C0120,0.644204
Resource,6,C0135,0.15
Resource,6,C0149,0.165
Resource,6,C0163,0.1815
Resource,6,C0176,0.19965
Resource,6,C0189,0.219615
Resource,6,C0201,0.2415765
Resource,6,C0226,0.08
Resource,6,C0238,0.088
Resource,6,C0249,0.0968
Resource,6,C0259,0.10648
Resource,6,C0297,-1.68161616
Resource,6,C0312,-1.429373736
Resource,6,C0326,-1.214967676
Resource,6,C0340,-1.032722524
Resource,6,C0353,-0.877814146
Resource,6,C0379,-0.63422072
Resource,6,C0392,-0.84080816
Resource,6,C0405,-0.714686936
Resource,6,C0417,-0.607483896
Resource,6,C0470,2.1020202
Resource,6,C0483,1.0510102
Resource,7,C0039,0.1288408
Resource,7,C0046,0.14172488
Resource,7,C0062,-0.640562957
Resource,7,C0082,-0.443296227
Resource,7,C0088,-0.376801793
Resource,7,C0095,-0.320281524
Resource,7,C0106,0.8857805
Resource,7,C0121,0.7086244
Resource,7,C0136,0.15
Resource,7,C0150,0.165
Resource,7,C0164,0.1815
Resource,7,C0177,0.19965
Resource,7,C0190,0.219615
Resource,7,C0202,0.2415765
Resource,7,C0214,0.26573415
Resource,7,C0227,0.08
Resource,7,C0239,0.088
Resource,7,C0250,0.0968
Resource,7,C0260,0.10648
Resource,7,C0269,0.117128
Resource,7,C0298,-1.6984324
Resource,7,C0313,-1.44366754
Resource,7,C0327,-1.227117409
Resource,7,C0341,-1.043049798
Resource,7,C0354,-0.886592328
Resource,7,C0367,-0.753603479
Resource,7,C0393,-0.84921632
Resource,7,C0406,-0.721833872
Resource,7,C0418,-0.613558791
Resource,7,C0429,-0.521524973
Resource,7,C0471,2.1230405
Resource,7,C0484,1.0615204
Resource,8,C0047,0.14172488
Resource,8,C0089,-0.380569845
Resource,8,C0096,-0.323484368
Resource,8,C0107,0.9743586
Resource,8,C0122,0.7794869
Resource,8,C0137,0.15
Resource,8,C0151,0.165
Resource,8,C0165,0.1815
Resource,8,C0178,0.19965
Resource,8,C0191,0.219615
Resource,8,C0203,0.2415765
Resource,8,C0215,0.26573415
Resource,8,C0228,0.08
Resource,8,C0240,0.088
Resource,8,C0251,0.0968
Resource,8,C0261,0.10648
Resource,8,C0270,0.117128
Resource,8,C0278,0.1288408
Resource,8,C0299,-1.7154168
Resource,8,C0314,-1.45810428
Resource,8,C0328,-1.239388638
Resource,8,C0342,-1.053480342
Resource,8,C0355,-0.895458291
Resource,8,C0368,-0.761139547
Resource,8,C0380,-0.646968615
Resource,8,C0394,-0.85770856
Resource,8,C0407,-0.729052276
Resource,8,C0419,-0.619694435
Resource,8,C0430,-0.526740269
Resource,8,C0440,-0.447729229
Resource,8,C0472,2.144271
Resource,8,C0485,1.0721357
Resource,9,C0097,-0.326719225
Resource,9,C0108,1.0717945
Resource,9,C0123,0.8574356
Resource,9,C0138,0.15
Resource,9,C0152,0.165
Resource,9,C0166,0.1815
Resource,9,C0179,0.19965
Resource,9,C0192,0.219615
Resource,9,C0204,0.2415765
Resource,9,C0216,0.26573415
Resource,9,C0229,0.08
Resource,9,C0241,0.088
Resource,9,C0252,0.0968
Resource,9,C0262,0.10648
Resource,9,C0271,0.117128
Resource,9,C0279,0.1288408
Resource,9,C0286,0.14172488
Resource,9,C0300,-1.73257104
Resource,9,C0315,-1.472685384
Resource,9,C0329,-1.251782576
Resource,9,C0343,-1.06401519
Resource,9,C0356,-0.904412911
Resource,9,C0369,-0.768750975
Resource,9,C0381,-0.653438329
Resource,9,C0395,-0.86628568
Resource,9,C0408,-0.736342828
Resource,9,C0420,-0.625891404
Resource,9,C0431,-0.532007693
Resource,9,C0441,-0.452206539
Resource,9,C0450,-0.384375558
Resource,9,C0473,2.1657138
Resource,9,C0486,1.0828571
Resource,10,C0109,1.178974
Resource,10,C0124,0.9431792
Resource,10,C0139,0.15
Resource,10,C0153,0.165
Resource,10,C0167,0.1815
Resource,10,C0180,0.19965
Resource,10,C0193,0.219615
Resource,10,C0205,0.2415765
Resource,10,C0217,0.26573415
Resource,10,C0230,0.08
Resource,10,C0242,0.088
Resource,10,C0253,0.0968
Resource,10,C0263,0.10648
Resource,10,C0272,0.117128
Resource,10,C0280,0.1288408
Resource,10,C0287,0.14172488
Resource,10,C0301,-1.7498968
Resource,10,C0316,-1.48741228
Resource,10,C0330,-1.264300438
Resource,10,C0344,-1.074655372
Resource,10,C0357,-0.913457066
Resource,10,C0370,-0.776438506
Resource,10,C0382,-0.659972731
Resource,10,C0396,-0.87494856
Resource,10,C0409,-0.743706276
Resource,10,C0421,-0.632150335
Resource,10,C0432,-0.537327784
Resource,10,C0442,-0.456728617
Resource,10,C0451,-0.388219324
Resource,10,C0458,-0.329986426
Resource,10,C0474,2.187371
Resource,10,C0487,1.0936857
Resource,11,C0110,1.2968714
Resource,11,C0125,1.0374972
Resource,11,C0140,0.15
Resource,11,C0154,0.165
Resource,11,C0168,0.1815
Resource,11,C0181,0.19965
Resource,11,C0194,0.219615
Resource,11,C0206,0.2415765
Resource,11,C0218,0.26573415
Resource,11,C0231,0.08
Resource,11,C0243,0.088
Resource,11,C0254,0.0968
Resource,11,C0264,0.10648
Resource,11,C0273,0.117128
Resource,11,C0281,0.1288408
Resource,11,C0288,0.14172488
Resource,11,C0302,-1.76739584
Resource,11,C0317,-1.502286464
Resource,11,C0331,-1.276943494
Resource,11,C0345,-1.08540197
Resource,11,C0358,-0.922591675
Resource,11,C0371,-0.784202923
Resource,11,C0383,-0.666572485
Resource,11,C0397,-0.88369808
Resource,11,C0410,-0.751143368
Resource,11,C0422,-0.638471863
Resource,11,C0433,-0.542701083
Resource,11,C0443,-0.461295921
Resource,11,C0452,-0.392101533
Resource,11,C0459,-0.333286303
Resource,11,C0475,2.2092448
Resource,11,C0488,1.1046226
Resource,12,C0111,1.4265586
Resource,12,C0126,1.141247
Resource,12,C0141,0.15
Resource,12,C0155,0.165
Resource,12,C0169,0.1815
Resource,12,C0182,0.19965
Resource,12,C0195,0.219615
Resource,12,C0207,0.2415765
Resource,12,C0219,0.26573415
Resource,12,C0232,0.08
Resource,12,C0244,0.088
Resource,12,C0255,0.0968
Resource,12,C0265,0.10648
Resource,12,C0274,0.117128
Resource,12,C0282,0.1288408
Resource,12,C0289,0.14172488
Resource,12,C0303,-1.78506984
Resource,12,C0318,-1.517309364
Resource,12,C0332,-1.289712959
Resource,12,C0346,-1.096256015
Resource,12,C0359,-0.931817613
Resource,12,C0372,-0.792044971
Resource,12,C0384,-0.673238226
Resource,12,C0398,-0.89253512
Resource,12,C0411,-0.758654852
Resource,12,C0423,-0.644856624
Resource,12,C0434,-0.548128131
Resource,12,C0444,-0.465908911
Resource,12,C0453,-0.396022574
Resource,12,C0460,-0.336619188
Resource,12,C0476,2.2313373
Resource,12,C0489,1.1156689
Resource,13,C0112,1.5692145
Resource,13,C0127,1.2553717
Resource,13,C0142,0.15
Resource,13,C0156,0.165
Resource,13,C0170,0.1815
Resource,13,C0183,0.19965
Resource,13,C0196,0.219615
Resource,13,C0208,0.2415765
Resource,13,C0220,0.26573415
Resource,13,C0233,0.08
Resource,13,C0245,0.088
Resource,13,C0256,0.0968
Resource,13,C0266,0.10648
Resource,13,C0275,0.117128
Resource,13,C0283,0.1288408
Resource,13,C0290,0.14172488
Resource,13,C0304,-1.80292056
Resource,13,C0319,-1.532482476
Resource,13,C0333,-1.302610105
Resource,13,C0347,-1.107218589
Resource,13,C0360,-0.941135801
Resource,13,C0373,-0.79996543
Resource,13,C0385,-0.679970616
Resource,13,C0399,-0.90146048
Resource,13,C0412,-0.766241408
Resource,13,C0424,-0.651305197
Resource,13,C0435,-0.553609417
Resource,13,C0445,-0.470568005
Resource,13,C0454,-0.399982804
Resource,13,C0461,-0.339985383
Resource,13,C0477,2.2536507
Resource,13,C0490,1.1268256
Resource,14,C0113,1.726136
Resource,14,C0128,1.3809089
Resource,14,C0143,0.15
Resource,14,C0157,0.165
Resource,14,C0171,0.1815
Resource,14,C0184,0.19965
Resource,14,C0197,0.219615
Resource,14,C0209,0.2415765
Resource,14,C0221,0.26573415
Resource,14,C0234,0.08
Resource,14,C0246,0.088
Resource,14,C0257,0.0968
Resource,14,C0267,0.10648
Resource,14,C0276,0.117128
Resource,14,C0284,0.1288408
Resource,14,C0291,0.14172488
Resource,14,C0305,-1.82094984
Resource,14,C0320,-1.547807364
Resource,14,C0334,-1.315636259
Resource,14,C0348,-1.11829082
Resource,14,C0361,-0.950547197
Resource,14,C0374,-0.807965118
Resource,14,C0386,-0.68677035
Resource,14,C0400,-0.91047512
Resource,14,C0413,-0.773903852
Resource,14,C0425,-0.657818274
Resource,14,C0436,-0.559145533
Resource,14,C0446,-0.475273703
Resource,14,C0455,-0.403982648
Resource,14,C0462,-0.34338525
Resource,14,C0478,2.2761873
Resource,14,C0491,1.1380939
Resource,15,C0114,1.8987496
Resource,15,C0129,1.5189998
Resource,15,C0144,0.15
Resource,15,C0158,0.165
Resource,15,C0172,0.1815
Resource,15,C0185,0.19965
Resource,15,C0198,0.219615
Resource,15,C0210,0.2415765
Resource,15,C0222,0.26573415
Resource,15,C0235,0.08
Resource,15,C0247,0.088
Resource,15,C0258,0.0968
Resource,15,C0268,0.10648
Resource,15,C0277,0.117128
Resource,15,C0285,0.1288408
Resource,15,C0292,0.14172488
Resource,15,C0306,-1.83915936
Resource,15,C0321,-1.563285456
Resource,15,C0335,-1.328792638
Resource,15,C0349,-1.129473742
Resource,15,C0362,-0.960052681
Resource,15,C0375,-0.816044779
Resource,15,C0387,-0.693638062
Resource,15,C0401,-0.91957992
Resource,15,C0414,-0.781642932
Resource,15,C0426,-0.664396492
Resource,15,C0437,-0.564737018
Resource,15,C0447,-0.480026466
Resource,15,C0456,-0.408022496
Resource,15,C0463,-0.346819121
Resource,15,C0479,2.2989492
Resource,15,C0492,1.1494749
Demand,1,C0001,4000.0
Demand,1,C0003,4000.0
Demand,1,C0007,4000.0
Demand,1,C0013,2000.0
Demand,1,C0015,2000.0
Demand,1,C0018,2000.0
Demand,1,C0022,2000.0
Demand,1,C0027,2000.0
Demand,1,C0033,2000.0
Demand,1,C0040,2000.0
Demand,1,C0130,4000.0
Demand,1,C0159,4000.0
Demand,1,C0186,4000.0
Demand,1,C0211,4000.0
Demand,1,C0493,1.0
Demand,1,C0509,1.0
Demand,2,C0002,4000.0
Demand,2,C0005,4000.0
Demand,2,C0010,4000.0
Demand,2,C0014,2000.0
Demand,2,C0016,2000.0
Demand,2,C0019,2000.0
Demand,2,C0023,2000.0
Demand,2,C0028,2000.0
Demand,2,C0034,2000.0
Demand,2,C0041,2000.0
Demand,2,C0131,4000.0
Demand,2,C0145,4000.0
Demand,2,C0173,4000.0
Demand,2,C0199,4000.0
Demand,2,C0494,1.0
Demand,2,C0510,1.0
Demand,3,C0004,4000.0
Demand,3,C0008,4000.0
Demand,3,C0017,2000.0
Demand,3,C0020,2000.0
Demand,3,C0024,2000.0
Demand,3,C0029,2000.0
Demand,3,C0035,2000.0
Demand,3,C0042,2000.0
Demand,3,C0132,4000.0
Demand,3,C0146,4000.0
Demand,3,C0160,4000.0
Demand,3,C0187,4000.0
Demand,3,C0212,4000.0
Demand,3,C0223,2000.0
Demand,3,C0495,1.0
Demand,3,C0511,1.0
Demand,4,C0006,4000.0
Demand,4,C0011,4000.0
Demand,4,C0021,2000.0
Demand,4,C0025,2000.0
Demand,4,C0030,2000.0
Demand,4,C0036,2000.0
Demand,4,C0043,2000.0
Demand,4,C0133,4000.0
Demand,4,C0147,4000.0
Demand,4,C0161,4000.0
Demand,4,C0174,4000.0
Demand,4,C0200,4000.0
Demand,4,C0224,2000.0
Demand,4,C0236,2000.0
Demand,4,C0496,1.0
Demand,4,C0512,1.0
Demand,5,C0009,4000.0
Demand,5,C0026,2000.0
Demand,5,C0031,2000.0
Demand,5,C0037,2000.0
Demand,5,C0044,2000.0
Demand,5,C0134,4000.0
Demand,5,C0148,4000.0
Demand,5,C0162,4000.0
Demand,5,C0175,4000.0
Demand,5,C0188,4000.0
Demand,5,C0213,4000.0
Demand,5,C0225,2000.0
Demand,5,C0237,2000.0
Demand,5,C0248,2000.0
Demand,5,C0497,1.0
Demand,5,C0513,1.0
Demand,6,C0012,4000.0
Demand,6,C0032,2000.0
Demand,6,C0038,2000.0
Demand,6,C0045,2000.0
Demand,6,C0135,4000.0
Demand,6,C0149,4000.0
Demand,6,C0163,4000.0
Demand,6,C0176,4000.0
Demand,6,C0189,4000.0
Demand,6,C0201,4000.0
Demand,6,C0226,2000.0
Demand,6,C0238,2000.0
Demand,6,C0249,2000.0
Demand,6,C0259,2000.0
Demand,6,C0498,1.0
Demand,6,C0514,1.0
Demand,7,C0039,2000.0
Demand,7,C0046,2000.0
Demand,7,C0136,4000.0
Demand,7,C0150,4000.0
Demand,7,C0164,4000.0
Demand,7,C0177,4000.0
Demand,7,C0190,4000.0
Demand,7,C0202,4000.0
Demand,7,C0214,4000.0
Demand,7,C0227,2000.0
Demand,7,C0239,2000.0
Demand,7,C0250,2000.0
Demand,7,C0260,2000.0
Demand,7,C0269,2000.0
Demand,7,C0499,1.0
Demand,7,C0515,1.0
Demand,8,C0047,2000.0
Demand,8,C0137,4000.0
Demand,8,C0151,4000.0
Demand,8,C0165,4000.0
Demand,8,C0178,4000.0
Demand,8,C0191,4000.0
Demand,8,C0203,4000.0
Demand,8,C0215,4000.0
Demand,8,C0228,2000.0
Demand,8,C0240,2000.0
Demand,8,C0251,2000.0
Demand,8,C0261,2000.0
Demand,8,C0270,2000.0
Demand,8,C0278,2000.0
Demand,8,C0500,1.0
Demand,8,C0516,1.0
Demand,9,C0138,4000.0
Demand,9,C0152,4000.0
Demand,9,C0166,4000.0
Demand,9,C0179,4000.0
Demand,9,C0192,4000.0
Demand,9,C0204,4000.0
Demand,9,C0216,4000.0
Demand,9,C0229,2000.0
Demand,9,C0241,2000.0
Demand,9,C0252,2000.0
Demand,9,C0262,2000.0
Demand,9,C0271,2000.0
Demand,9,C0279,2000.0
Demand,9,C0286,2000.0
Demand,9,C0501,1.0
Demand,9,C0517,1.0
Demand,10,C0139,4000.0
Demand,10,C0153,4000.0
Demand,10,C0167,4000.0
Demand,10,C0180,4000.0
Demand,10,C0193,4000.0
Demand,10,C0205,4000.0
Demand,10,C0217,4000.0
Demand,10,C0230,2000.0
Demand,10,C0242,2000.0
Demand,10,C0253,2000.0
Demand,10,C0263,2000.0
Demand,10,C0272,2000.0
Demand,10,C0280,2000.0
Demand,10,C0287,2000.0
Demand,10,C0502,1.0
Demand,10,C0518,1.0
Demand,11,C0140,4000.0
Demand,11,C0154,4000.0
Demand,11,C0168,4000.0
Demand,11,C0181,4000.0
Demand,11,C0194,4000.0
Demand,11,C0206,4000.0
Demand,11,C0218,4000.0
Demand,11,C0231,2000.0
Demand,11,C0243,2000.0
Demand,11,C0254,2000.0
Demand,11,C0264,2000.0
Demand,11,C0273,2000.0
Demand,11,C0281,2000.0
Demand,11,C0288,2000.0
Demand,11,C0503,1.0
Demand,11,C0519,1.0
Demand,12,C0141,4000.0
Demand,12,C0155,4000.0
Demand,12,C0169,4000.0
Demand,12,C0182,4000.0
Demand,12,C0195,4000.0
Demand,12,C0207,4000.0
Demand,12,C0219,4000.0
Demand,12,C0232,2000.0
Demand,12,C0244,2000.0
Demand,12,C0255,2000.0
Demand,12,C0265,2000.0
Demand,12,C0274,2000.0
Demand,12,C0282,2000.0
Demand,12,C0289,2000.0
Demand,12,C0504,1.0
Demand,12,C0520,1.0
Demand,13,C0142,4000.0
Demand,13,C0156,4000.0
Demand,13,C0170,4000.0
Demand,13,C0183,4000.0
Demand,13,C0196,4000.0
Demand,13,C0208,4000.0
Demand,13,C0220,4000.0
Demand,13,C0233,2000.0
Demand,13,C0245,2000.0
Demand,13,C0256,2000.0
Demand,13,C0266,2000.0
Demand,13,C0275,2000.0
Demand,13,C0283,2000.0
Demand,13,C0290,2000.0
Demand,13,C0505,1.0
Demand,13,C0521,1.0
Demand,14,C0143,4000.0
Demand,14,C0157,4000.0
Demand,14,C0171,4000.0
Demand,14,C0184,4000.0
Demand,14,C0197,4000.0
Demand,14,C0209,4000.0
Demand,14,C0221,4000.0
Demand,14,C0234,2000.0
Demand,14,C0246,2000.0
Demand,14,C0257,2000.0
Demand,14,C0267,2000.0
Demand,14,C0276,2000.0
Demand,14,C0284,2000.0
Demand,14,C0291,2000.0
Demand,14,C0506,1.0
Demand,14,C0522,1.0
Demand,15,C0144,4000.0
Demand,15,C0158,4000.0
Demand,15,C0172,4000.0
Demand,15,C0185,4000.0
Demand,15,C0198,4000.0
Demand,15,C0210,4000.0
Demand,15,C0222,4000.0
Demand,15,C0235,2000.0
Demand,15,C0247,2000.0
Demand,15,C0258,2000.0
Demand,15,C0268,2000.0
Demand,15,C0277,2000.0
Demand,15,C0285,2000.0
Demand,15,C0292,2000.0
Demand,15,C0507,1.0
Demand,15,C0523,1.0
MinProd,1,C0001,4000.0
MinProd,1,C0003,4000.0
MinProd,1,C0007,4000.0
MinProd,1,C0130,4000.0
MinProd,1,C0159,4000.0
MinProd,1,C0186,4000.0
MinProd,1,C0211,4000.0
MinProd,1,C0493,1.0
MinProd,2,C0002,4000.0
MinProd,2,C0005,4000.0
MinProd,2,C0010,4000.0
MinProd,2,C0131,4000.0
MinProd,2,C0145,4000.0
MinProd,2,C0173,4000.0
MinProd,2,C0199,4000.0
MinProd,2,C0494,1.0
MinProd,3,C0004,4000.0
MinProd,3,C0008,4000.0
MinProd,3,C0132,4000.0
MinProd,3,C0146,4000.0
MinProd,3,C0160,4000.0
MinProd,3,C0187,4000.0
MinProd,3,C0212,4000.0
MinProd,3,C0495,1.0
MinProd,4,C0006,4000.0
MinProd,4,C0011,4000.0
MinProd,4,C0133,4000.0
MinProd,4,C0147,4000.0
MinProd,4,C0161,4000.0
MinProd,4,C0174,4000.0
MinProd,4,C0200,4000.0
MinProd,4,C0496,1.0
MinProd,5,C0009,4000.0
MinProd,5,C0134,4000.0
MinProd,5,C0148,4000.0
MinProd,5,C0162,4000.0
MinProd,5,C0175,4000.0
MinProd,5,C0188,4000.0
MinProd,5,C0213,4000.0
MinProd,5,C0497,1.0
MinProd,6,C0012,4000.0
MinProd,6,C0135,4000.0
MinProd,6,C0149,4000.0
MinProd,6,C0163,4000.0
MinProd,6,C0176,4000.0
MinProd,6,C0189,4000.0
MinProd,6,C0201,4000.0
MinProd,6,C0498,1.0
MinProd,7,C0136,4000.0
MinProd,7,C0150,4000.0
MinProd,7,C0164,4000.0
MinProd,7,C0177,4000.0
MinProd,7,C0190,4000.0
MinProd,7,C0202,4000.0
MinProd,7,C0214,4000.0
MinProd,7,C0499,1.0
MinProd,8,C0137,4000.0
MinProd,8,C0151,4000.0
MinProd,8,C0165,4000.0
MinProd,8,C0178,4000.0
MinProd,8,C0191,4000.0
MinProd,8,C0203,4000.0
MinProd,8,C0215,4000.0
MinProd,8,C0500,1.0
MinProd,9,C0138,4000.0
MinProd,9,C0152,4000.0
MinProd,9,C0166,4000.0
MinProd,9,C0179,4000.0
MinProd,9,C0192,4000.0
MinProd,9,C0204,4000.0
MinProd,9,C0216,4000.0
MinProd,9,C0501,1.0
MinProd,10,C0139,4000.0
MinProd,10,C0153,4000.0
MinProd,10,C0167,4000.0
MinProd,10,C0180,4000.0
MinProd,10,C0193,4000.0
MinProd,10,C0205,4000.0
MinProd,10,C0217,4000.0
MinProd,10,C0502,1.0
MinProd,11,C0140,4000.0
MinProd,11,C0154,4000.0
MinProd,11,C0168,4000.0
MinProd,11,C0181,4000.0
MinProd,11,C0194,4000.0
MinProd,11,C0206,4000.0
MinProd,11,C0218,4000.0
MinProd,11,C0503,1.0
MinProd,12,C0141,4000.0
MinProd,12,C0155,4000.0
MinProd,12,C0169,4000.0
MinProd,12,C0182,4000.0
MinProd,12,C0195,4000.0
MinProd,12,C0207,4000.0
MinProd,12,C0219,4000.0
MinProd,12,C0504,1.0
MinProd,13,C0142,4000.0
MinProd,13,C0156,4000.0
MinProd,13,C0170,4000.0
MinProd,13,C0183,4000.0
MinProd,13,C0196,4000.0
MinProd,13,C0208,4000.0
MinProd,13,C0220,4000.0
MinProd,13,C0505,1.0
MinProd,14,C0143,4000.0
MinProd,14,C0157,4000.0
MinProd,14,C0171,4000.0
MinProd,14,C0184,4000.0
MinProd,14,C0197,4000.0
MinProd,14,C0209,4000.0
MinProd,14,C0221,4000.0
MinProd,14,C0506,1.0
MinProd,15,C0144,4000.0
MinProd,15,C0158,4000.0
MinProd,15,C0172,4000.0
MinProd,15,C0185,4000.0
MinProd,15,C0198,4000.0
MinProd,15,C0210,4000.0
MinProd,15,C0222,4000.0
MinProd,15,C0507,1.0
MaxInv,1,C0013,2000.0
MaxInv,1,C0015,2000.0
MaxInv,1,C0018,2000.0
MaxInv,1,C0022,2000.0
MaxInv,1,C0027,2000.0
MaxInv,1,C0033,2000.0
MaxInv,1,C0040,2000.0
MaxInv,1,C0509,1.0
MaxInv,2,C0014,2000.0
MaxInv,2,C0016,2000.0
MaxInv,2,C0019,2000.0
MaxInv,2,C0023,2000.0
MaxInv,2,C0028,2000.0
MaxInv,2,C0034,2000.0
MaxInv,2,C0041,2000.0
MaxInv,2,C0510,1.0
MaxInv,3,C0017,2000.0
MaxInv,3,C0020,2000.0
MaxInv,3,C0024,2000.0
MaxInv,3,C0029,2000.0
MaxInv,3,C0035,2000.0
MaxInv,3,C0042,2000.0
MaxInv,3,C0223,2000.0
MaxInv,3,C0511,1.0
MaxInv,4,C0021,2000.0
MaxInv,4,C0025,2000.0
MaxInv,4,C0030,2000.0
MaxInv,4,C0036,2000.0
MaxInv,4,C0043,2000.0
MaxInv,4,C0224,2000.0
MaxInv,4,C0236,2000.0
MaxInv,4,C0512,1.0
MaxInv,5,C0026,2000.0
MaxInv,5,C0031,2000.0
MaxInv,5,C0037,2000.0
MaxInv,5,C0044,2000.0
MaxInv,5,C0225,2000.0
MaxInv,5,C0237,2000.0
MaxInv,5,C0248,2000.0
MaxInv,5,C0513,1.0
MaxInv,6,C0032,2000.0
MaxInv,6,C0038,2000.0
MaxInv,6,C0045,2000.0
MaxInv,6,C0226,2000.0
MaxInv,6,C0238,2000.0
MaxInv,6,C0249,2000.0
MaxInv,6,C0259,2000.0
MaxInv,6,C0514,1.0
MaxInv,7,C0039,2000.0
MaxInv,7,C0046,2000.0
MaxInv,7,C0227,2000.0
MaxInv,7,C0239,2000.0
