Logic_Constraint_ID,Variable_Name,Coefficient,RHS_Value,Sense
116,C0338,-1.0,0.0,=
117,C0004,1.0,0.0,=
117,C0006,-1.0,0.0,=
117,C0053,-1.0,0.0,=
118,C0174,1.0,0.0,=
118,C0188,-1.0,0.0,=
118,C0339,-1.0,0.0,=
119,C0175,1.0,0.0,=
119,C0189,-1.0,0.0,=
119,C0340,-1.0,0.0,=
120,C0176,1.0,0.0,=
120,C0190,-1.0,0.0,=
120,C0341,-1.0,0.0,=
121,C0177,1.0,0.0,=
121,C0191,-1.0,0.0,=
121,C0342,-1.0,0.0,=
122,C0178,1.0,0.0,=
122,C0192,-1.0,0.0,=
122,C0343,-1.0,0.0,=
123,C0179,1.0,0.0,=
123,C0193,-1.0,0.0,=
123,C0344,-1.0,0.0,=
124,C0180,1.0,0.0,=
124,C0194,-1.0,0.0,=
124,C0345,-1.0,0.0,=
125,C0181,1.0,0.0,=
125,C0195,-1.0,0.0,=
125,C0346,-1.0,0.0,=
126,C0182,1.0,0.0,=
126,C0196,-1.0,0.0,=
126,C0347,-1.0,0.0,=
127,C0183,1.0,0.0,=
127,C0197,-1.0,0.0,=
127,C0348,-1.0,0.0,=
128,C0184,1.0,0.0,=
128,C0198,-1.0,0.0,=
128,C0349,-1.0,0.0,=
129,C0186,1.0,0.0,=
129,C0199,-1.0,0.0,=
129,C0351,-1.0,0.0,=
130,C0005,1.0,0.0,=
130,C0008,-1.0,0.0,=
130,C0055,-1.0,0.0,=
131,C0187,1.0,0.0,=
131,C0200,-1.0,0.0,=
131,C0352,-1.0,0.0,=
132,C0006,1.0,0.0,=
132,C0009,-1.0,0.0,=
132,C0056,-1.0,0.0,=
133,C0188,1.0,0.0,=
133,C0201,-1.0,0.0,=
133,C0353,-1.0,0.0,=
134,C0189,1.0,0.0,=
134,C0202,-1.0,0.0,=
134,C0354,-1.0,0.0,=
135,C0190,1.0,0.0,=
135,C0203,-1.0,0.0,=
135,C0355,-1.0,0.0,=
136,C0191,1.0,0.0,=
136,C0204,-1.0,0.0,=
136,C0356,-1.0,0.0,=
137,C0192,1.0,0.0,=
137,C0205,-1.0,0.0,=
137,C0357,-1.0,0.0,=
138,C0193,1.0,0.0,=
138,C0206,-1.0,0.0,=
138,C0358,-1.0,0.0,=
139,C0194,1.0,0.0,=
139,C0207,-1.0,0.0,=
139,C0359,-1.0,0.0,=
140,C0195,1.0,0.0,=
140,C0208,-1.0,0.0,=
140,C0360,-1.0,0.0,=
141,C0196,1.0,0.0,=
141,C0209,-1.0,0.0,=
141,C0361,-1.0,0.0,=
142,C0197,1.0,0.0,=
142,C0210,-1.0,0.0,=
142,C0362,-1.0,0.0,=
143,C0007,1.0,0.0,=
143,C0010,-1.0,0.0,=
143,C0057,-1.0,0.0,=
144,C0199,1.0,0.0,=
144,C0212,-1.0,0.0,=
144,C0365,-1.0,0.0,=
145,C0008,1.0,0.0,=
145,C0011,-1.0,0.0,=
145,C0058,-1.0,0.0,=
146,C0200,1.0,0.0,=
146,C0213,-1.0,0.0,=
146,C0366,-1.0,0.0,=
147,C0009,1.0,0.0,=
147,C0012,-1.0,0.0,=
147,C0059,-1.0,0.0,=
148,C0201,1.0,0.0,=
148,C0214,-1.0,0.0,=
148,C0367,-1.0,0.0,=
149,C0202,1.0,0.0,=
149,C0215,-1.0,0.0,=
149,C0368,-1.0,0.0,=
150,C0203,1.0,0.0,=
150,C0216,-1.0,0.0,=
150,C0369,-1.0,0.0,=
151,C0204,1.0,0.0,=
151,C0217,-1.0,0.0,=
151,C0370,-1.0,0.0,=
152,C0205,1.0,0.0,=
152,C0218,-1.0,0.0,=
152,C0371,-1.0,0.0,=
153,C0206,1.0,0.0,=
153,C0219,-1.0,0.0,=
153,C0372,-1.0,0.0,=
154,C0207,1.0,0.0,=
154,C0220,-1.0,0.0,=
154,C0373,-1.0,0.0,=
155,C0208,1.0,0.0,=
155,C0221,-1.0,0.0,=
155,C0374,-1.0,0.0,=
156,C0209,1.0,0.0,=
156,C0222,-1.0,0.0,=
156,C0375,-1.0,0.0,=
157,C0013,1.0,0.0,=
157,C0016,-1.0,0.0,=
157,C0063,-1.0,0.0,=
158,C0014,1.0,0.0,=
158,C0017,-1.0,0.0,=
158,C0064,-1.0,0.0,=
159,C0223,1.0,0.0,=
159,C0236,-1.0,0.0,=
159,C0390,-1.0,0.0,=
160,C0224,1.0,0.0,=
160,C0237,-1.0,0.0,=
160,C0391,-1.0,0.0,=
161,C0225,1.0,0.0,=
161,C0238,-1.0,0.0,=
161,C0392,-1.0,0.0,=
162,C0226,1.0,0.0,=
162,C0239,-1.0,0.0,=
162,C0393,-1.0,0.0,=
163,C0227,1.0,0.0,=
163,C0240,-1.0,0.0,=
163,C0394,-1.0,0.0,=
164,C0228,1.0,0.0,=
164,C0241,-1.0,0.0,=
164,C0395,-1.0,0.0,=
165,C0229,1.0,0.0,=
165,C0242,-1.0,0.0,=
165,C0396,-1.0,0.0,=
166,C0230,1.0,0.0,=
166,C0243,-1.0,0.0,=
166,C0397,-1.0,0.0,=
167,C0231,1.0,0.0,=
167,C0244,-1.0,0.0,=
167,C0398,-1.0,0.0,=
168,C0232,1.0,0.0,=
168,C0245,-1.0,0.0,=
168,C0399,-1.0,0.0,=
169,C0233,1.0,0.0,=
169,C0246,-1.0,0.0,=
169,C0400,-1.0,0.0,=
170,C0234,1.0,0.0,=
170,C0247,-1.0,0.0,=
170,C0401,-1.0,0.0,=
171,C0015,1.0,0.0,=
171,C0019,-1.0,0.0,=
171,C0065,-1.0,0.0,=
172,C0016,1.0,0.0,=
172,C0020,-1.0,0.0,=
172,C0066,-1.0,0.0,=
173,C0017,1.0,0.0,=
173,C0021,-1.0,0.0,=
173,C0067,-1.0,0.0,=
174,C0236,1.0,0.0,=
174,C0248,-1.0,0.0,=
174,C0404,-1.0,0.0,=
175,C0237,1.0,0.0,=
175,C0249,-1.0,0.0,=
175,C0405,-1.0,0.0,=
176,C0238,1.0,0.0,=
176,C0250,-1.0,0.0,=
176,C0406,-1.0,0.0,=
177,C0239,1.0,0.0,=
177,C0251,-1.0,0.0,=
177,C0407,-1.0,0.0,=
178,C0240,1.0,0.0,=
178,C0252,-1.0,0.0,=
178,C0408,-1.0,0.0,=
179,C0241,1.0,0.0,=
179,C0253,-1.0,0.0,=
179,C0409,-1.0,0.0,=
180,C0242,1.0,0.0,=
180,C0254,-1.0,0.0,=
180,C0410,-1.0,0.0,=
181,C0243,1.0,0.0,=
181,C0255,-1.0,0.0,=
181,C0411,-1.0,0.0,=
182,C0244,1.0,0.0,=
182,C0256,-1.0,0.0,=
182,C0412,-1.0,0.0,=
183,C0245,1.0,0.0,=
183,C0257,-1.0,0.0,=
183,C0413,-1.0,0.0,=
184,C0246,1.0,0.0,=
184,C0258,-1.0,0.0,=
184,C0414,-1.0,0.0,=
185,C0018,1.0,0.0,=
185,C0023,-1.0,0.0,=
185,C0068,-1.0,0.0,=
186,C0019,1.0,0.0,=
186,C0024,-1.0,0.0,=
186,C0069,-1.0,0.0,=
187,C0020,1.0,0.0,=
187,C0025,-1.0,0.0,=
187,C0070,-1.0,0.0,=
188,C0021,1.0,0.0,=
188,C0026,-1.0,0.0,=
188,C0071,-1.0,0.0,=
189,C0248,1.0,0.0,=
189,C0259,-1.0,0.0,=
189,C0417,-1.0,0.0,=
190,C0249,1.0,0.0,=
190,C0260,-1.0,0.0,=
190,C0418,-1.0,0.0,=
191,C0250,1.0,0.0,=
191,C0261,-1.0,0.0,=
191,C0419,-1.0,0.0,=
192,C0251,1.0,0.0,=
192,C0262,-1.0,0.0,=
192,C0420,-1.0,0.0,=
193,C0252,1.0,0.0,=
193,C0263,-1.0,0.0,=
193,C0421,-1.0,0.0,=
194,C0253,1.0,0.0,=
194,C0264,-1.0,0.0,=
194,C0422,-1.0,0.0,=
195,C0254,1.0,0.0,=
195,C0265,-1.0,0.0,=
195,C0423,-1.0,0.0,=
196,C0255,1.0,0.0,=
196,C0266,-1.0,0.0,=
196,C0424,-1.0,0.0,=
197,C0256,1.0,0.0,=
197,C0267,-1.0,0.0,=
197,C0425,-1.0,0.0,=
198,C0257,1.0,0.0,=
198,C0268,-1.0,0.0,=
198,C0426,-1.0,0.0,=
199,C0022,1.0,0.0,=
199,C0028,-1.0,0.0,=
199,C0072,-1.0,0.0,=
200,C0023,1.0,0.0,=
200,C0029,-1.0,0.0,=
200,C0073,-1.0,0.0,=
201,C0024,1.0,0.0,=
201,C0030,-1.0,0.0,=
201,C0074,-1.0,0.0,=
202,C0025,1.0,0.0,=
202,C0031,-1.0,0.0,=
202,C0075,-1.0,0.0,=
203,C0026,1.0,0.0,=
203,C0032,-1.0,0.0,=
203,C0076,-1.0,0.0,=
204,C0259,1.0,0.0,=
204,C0269,-1.0,0.0,=
204,C0429,-1.0,0.0,=
205,C0260,1.0,0.0,=
205,C0270,-1.0,0.0,=
205,C0430,-1.0,0.0,=
206,C0261,1.0,0.0,=
206,C0271,-1.0,0.0,=
206,C0431,-1.0,0.0,=
207,C0262,1.0,0.0,=
207,C0272,-1.0,0.0,=
207,C0432,-1.0,0.0,=
208,C0263,1.0,0.0,=
208,C0273,-1.0,0.0,=
208,C0433,-1.0,0.0,=
209,C0264,1.0,0.0,=
209,C0274,-1.0,0.0,=
209,C0434,-1.0,0.0,=
210,C0265,1.0,0.0,=
210,C0275,-1.0,0.0,=
210,C0435,-1.0,0.0,=
211,C0266,1.0,0.0,=
211,C0276,-1.0,0.0,=
211,C0436,-1.0,0.0,=
212,C0267,1.0,0.0,=
212,C0277,-1.0,0.0,=
212,C0437,-1.0,0.0,=
213,C0027,1.0,0.0,=
213,C0034,-1.0,0.0,=
213,C0077,-1.0,0.0,=
214,C0028,1.0,0.0,=
214,C0035,-1.0,0.0,=
214,C0078,-1.0,0.0,=
215,C0029,1.0,0.0,=
215,C0036,-1.0,0.0,=
215,C0079,-1.0,0.0,=
216,C0030,1.0,0.0,=
216,C0037,-1.0,0.0,=
216,C0080,-1.0,0.0,=
217,C0031,1.0,0.0,=
217,C0038,-1.0,0.0,=
217,C0081,-1.0,0.0,=
218,C0032,1.0,0.0,=
218,C0039,-1.0,0.0,=
218,C0082,-1.0,0.0,=
219,C0269,1.0,0.0,=
219,C0278,-1.0,0.0,=
219,C0440,-1.0,0.0,=
220,C0270,1.0,0.0,=
220,C0279,-1.0,0.0,=
220,C0441,-1.0,0.0,=
221,C0271,1.0,0.0,=
221,C0280,-1.0,0.0,=
221,C0442,-1.0,0.0,=
222,C0272,1.0,0.0,=
222,C0281,-1.0,0.0,=
222,C0443,-1.0,0.0,=
223,C0273,1.0,0.0,=
223,C0282,-1.0,0.0,=
223,C0444,-1.0,0.0,=
224,C0274,1.0,0.0,=
224,C0283,-1.0,0.0,=
224,C0445,-1.0,0.0,=
225,C0275,1.0,0.0,=
225,C0284,-1.0,0.0,=
225,C0446,-1.0,0.0,=
226,C0276,1.0,0.0,=
226,C0285,-1.0,0.0,=
226,C0447,-1.0,0.0,=
227,C0033,1.0,0.0,=
227,C0041,-1.0,0.0,=
227,C0083,-1.0,0.0,=
228,C0034,1.0,0.0,=
228,C0042,-1.0,0.0,=
228,C0084,-1.0,0.0,=
229,C0035,1.0,0.0,=
229,C0043,-1.0,0.0,=
229,C0085,-1.0,0.0,=
230,C0036,1.0,0.0,=
230,C0044,-1.0,0.0,=
230,C0086,-1.0,0.0,=
231,C0037,1.0,0.0,=
231,C0045,-1.0,0.0,=
231,C0087,-1.0,0.0,=
232,C0038,1.0,0.0,=
232,C0046,-1.0,0.0,=
232,C0088,-1.0,0.0,=
233,C0039,1.0,0.0,=
233,C0047,-1.0,0.0,=
233,C0089,-1.0,0.0,=
234,C0278,1.0,0.0,=
234,C0286,-1.0,0.0,=
234,C0450,-1.0,0.0,=
235,C0279,1.0,0.0,=
235,C0287,-1.0,0.0,=
235,C0451,-1.0,0.0,=
236,C0280,1.0,0.0,=
236,C0288,-1.0,0.0,=
236,C0452,-1.0,0.0,=
237,C0281,1.0,0.0,=
237,C0289,-1.0,0.0,=
237,C0453,-1.0,0.0,=
238,C0282,1.0,0.0,=
238,C0290,-1.0,0.0,=
238,C0454,-1.0,0.0,=
239,C0283,1.0,0.0,=
239,C0291,-1.0,0.0,=
239,C0455,-1.0,0.0,=
240,C0284,1.0,0.0,=
240,C0292,-1.0,0.0,=
240,C0456,-1.0,0.0,=
241,C0211,1.0,0.0,=
241,C0377,-1.0,0.0,=
242,C0010,1.0,0.0,=
242,C0060,-1.0,0.0,=
243,C0212,1.0,0.0,=
243,C0378,-1.0,0.0,=
244,C0011,1.0,0.0,=
244,C0061,-1.0,0.0,=
245,C0213,1.0,0.0,=
245,C0379,-1.0,0.0,=
246,C0012,1.0,0.0,=
246,C0062,-1.0,0.0,=
247,C0214,1.0,0.0,=
247,C0380,-1.0,0.0,=
248,C0215,1.0,0.0,=
248,C0381,-1.0,0.0,=
249,C0216,1.0,0.0,=
249,C0382,-1.0,0.0,=
250,C0217,1.0,0.0,=
250,C0383,-1.0,0.0,=
251,C0218,1.0,0.0,=
251,C0384,-1.0,0.0,=
252,C0219,1.0,0.0,=
252,C0385,-1.0,0.0,=
253,C0220,1.0,0.0,=
253,C0386,-1.0,0.0,=
254,C0221,1.0,0.0,=
254,C0387,-1.0,0.0,=
255,C0222,1.0,0.0,=
255,C0388,-1.0,0.0,=
256,C0040,1.0,0.0,=
256,C0090,-1.0,0.0,=
257,C0041,1.0,0.0,=
257,C0091,-1.0,0.0,=
258,C0042,1.0,0.0,=
258,C0092,-1.0,0.0,=
259,C0043,1.0,0.0,=
259,C0093,-1.0,0.0,=
260,C0044,1.0,0.0,=
260,C0094,-1.0,0.0,=
261,C0045,1.0,0.0,=
261,C0095,-1.0,0.0,=
262,C0046,1.0,0.0,=
262,C0096,-1.0,0.0,=
263,C0047,1.0,0.0,=
263,C0097,-1.0,0.0,=
264,C0286,1.0,0.0,=
264,C0458,-1.0,0.0,=
265,C0287,1.0,0.0,=
265,C0459,-1.0,0.0,=
266,C0288,1.0,0.0,=
266,C0460,-1.0,0.0,=
267,C0289,1.0,0.0,=
267,C0461,-1.0,0.0,=
268,C0290,1.0,0.0,=
268,C0462,-1.0,0.0,=
269,C0291,1.0,0.0,=
269,C0463,-1.0,0.0,=
270,C0292,1.0,0.0,=
270,C0464,-1.0,0.0,=
271,C0130,1.0,0.0,=
271,C0465,-1.0,0.0,=
272,C0131,1.0,0.0,=
272,C0466,-1.0,0.0,=
273,C0132,1.0,0.0,=
273,C0467,-1.0,0.0,=
274,C0133,1.0,0.0,=
274,C0468,-1.0,0.0,=
275,C0134,1.0,0.0,=
275,C0469,-1.0,0.0,=
276,C0135,1.0,0.0,=
276,C0470,-1.0,0.0,=
277,C0136,1.0,0.0,=
277,C0471,-1.0,0.0,=
278,C0137,1.0,0.0,=
278,C0472,-1.0,0.0,=
279,C0138,1.0,0.0,=
279,C0473,-1.0,0.0,=
280,C0139,1.0,0.0,=
280,C0474,-1.0,0.0,=
281,C0140,1.0,0.0,=
281,C0475,-1.0,0.0,=
282,C0141,1.0,0.0,=
282,C0476,-1.0,0.0,=
283,C0142,1.0,0.0,=
283,C0477,-1.0,0.0,=
284,C0143,1.0,0.0,=
284,C0478,-1.0,0.0,=
285,C0144,1.0,0.0,=
285,C0479,-1.0,0.0,=
286,C0013,1.0,0.0,=
286,C0098,-1.0,0.0,=
287,C0014,1.0,0.0,=
287,C0099,-1.0,0.0,=
288,C0223,1.0,0.0,=
288,C0480,-1.0,0.0,=
289,C0224,1.0,0.0,=
289,C0481,-1.0,0.0,=
290,C0225,1.0,0.0,=
290,C0482,-1.0,0.0,=
291,C0226,1.0,0.0,=
291,C0483,-1.0,0.0,=
292,C0227,1.0,0.0,=
292,C0484,-1.0,0.0,=
293,C0228,1.0,0.0,=
293,C0485,-1.0,0.0,=
294,C0229,1.0,0.0,=
294,C0486,-1.0,0.0,=
295,C0230,1.0,0.0,=
295,C0487,-1.0,0.0,=
296,C0231,1.0,0.0,=
296,C0488,-1.0,0.0,=
297,C0232,1.0,0.0,=
297,C0489,-1.0,0.0,=
298,C0233,1.0,0.0,=
298,C0490,-1.0,0.0,=
299,C0234,1.0,0.0,=
299,C0491,-1.0,0.0,=
300,C0235,1.0,0.0,=
300,C0492,-1.0,0.0,=
301,C0101,-18207.0,0.0,<=
301,C0466,4000.0,0.0,<=
302,C0102,-18207.0,0.0,<=
302,C0467,4000.0,0.0,<=
303,C0103,-18207.0,0.0,<=
303,C0468,4000.0,0.0,<=
304,C0104,-18207.0,0.0,<=
304,C0469,4000.0,0.0,<=
305,C0105,-18207.0,0.0,<=
305,C0470,4000.0,0.0,<=
306,C0106,-18207.0,0.0,<=
306,C0471,4000.0,0.0,<=
307,C0107,-18207.0,0.0,<=
307,C0472,4000.0,0.0,<=
308,C0108,-18207.0,0.0,<=
308,C0473,4000.0,0.0,<=
309,C0109,-18207.0,0.0,<=
309,C0474,4000.0,0.0,<=
310,C0110,-18207.0,0.0,<=
310,C0475,4000.0,0.0,<=
311,C0111,-18207.0,0.0,<=
311,C0476,4000.0,0.0,<=
312,C0112,-18207.0,0.0,<=
312,C0477,4000.0,0.0,<=
313,C0113,-18207.0,0.0,<=
313,C0478,4000.0,0.0,<=
314,C0114,-18207.0,0.0,<=
314,C0479,4000.0,0.0,<=
315,C0099,2000.0,0.0,<=
315,C0116,-10404.0,0.0,<=
316,C0117,-10404.0,0.0,<=
316,C0480,2000.0,0.0,<=
317,C0118,-10404.0,0.0,<=
317,C0481,2000.0,0.0,<=
318,C0119,-10404.0,0.0,<=
318,C0482,2000.0,0.0,<=
319,C0120,-10404.0,0.0,<=
319,C0483,2000.0,0.0,<=
320,C0121,-10404.0,0.0,<=
320,C0484,2000.0,0.0,<=
321,C0122,-10404.0,0.0,<=
321,C0485,2000.0,0.0,<=
322,C0123,-10404.0,0.0,<=
322,C0486,2000.0,0.0,<=
323,C0124,-10404.0,0.0,<=
323,C0487,2000.0,0.0,<=
324,C0125,-10404.0,0.0,<=
324,C0488,2000.0,0.0,<=
325,C0126,-10404.0,0.0,<=
325,C0489,2000.0,0.0,<=
326,C0127,-10404.0,0.0,<=
326,C0490,2000.0,0.0,<=
327,C0128,-10404.0,0.0,<=
327,C0491,2000.0,0.0,<=
328,C0129,-10404.0,0.0,<=
328,C0492,2000.0,0.0,<=
329,C0144,1.0,0.0,=
329,C0307,-1.0,0.0,=
330,C0158,1.0,0.0,=
330,C0322,-1.0,0.0,=
331,C0172,1.0,0.0,=
331,C0336,-1.0,0.0,=
332,C0185,1.0,0.0,=
332,C0350,-1.0,0.0,=
333,C0198,1.0,0.0,=
333,C0363,-1.0,0.0,=
334,C0210,1.0,0.0,=
334,C0376,-1.0,0.0,=
335,C0222,1.0,0.0,=
335,C0388,-1.0,0.0,=
336,C0235,1.0,0.0,=
336,C0402,-1.0,0.0,=
337,C0247,1.0,0.0,=
337,C0415,-1.0,0.0,=
338,C0258,1.0,0.0,=
338,C0427,-1.0,0.0,=
339,C0268,1.0,0.0,=
339,C0438,-1.0,0.0,=
340,C0277,1.0,0.0,=
340,C0448,-1.0,0.0,=
341,C0285,1.0,0.0,=
341,C0457,-1.0,0.0,=
342,C0292,1.0,0.0,=
342,C0464,-1.0,0.0,=
