option_id,unit_cost
607,23529687.04
608,25801345.92
609,28073004.80
610,14240426.88
611,16724611.84
612,21692981.76
613,24177166.72
614,26661351.68
615,29145536.64
616,31629721.60
617,34113906.56
618,36598091.52
619,28480853.76
620,33449223.68
621,43385963.52
622,48354333.44
623,53322703.36
624,17016302.88
625,20040979.84
626,26090333.76
627,29115010.72
628,32139687.68
629,35164364.64
630,38189041.60
631,41213718.56
632,44238395.52
633,32925305.76
634,38605559.68
635,49966067.52
636,55646321.44
637,61326575.36
638,12772080.00
639,15105440.00
640,19772160.00
641,22105520.00
642,24438880.00
643,26772240.00
644,29105600.00
645,31438960.00
646,33772320.00
647,24436860.00
648,28734480.00
649,37329720.00
650,41627340.00
651,45924960.00
652,14440656.00
653,16945408.00
654,21954912.00
655,24459664.00
656,26964416.00
657,29469168.00
658,31973920.00
659,34478672.00
660,36983424.00
661,28881312.00
662,33890816.00
663,43909824.00
664,48919328.00
665,53928832.00
666,8461114.08
667,10096301.44
668,9862717.92
669,11641874.56
670,15200187.84
671,16979344.48
672,18758501.12
673,20537657.76
674,19725435.84
675,23283749.12
676,30400375.68
677,13572996.48
678,15988624.64
679,26038692.96
680,30500849.28
681,5084550.72
682,6117544.96
683,11282516.16
684,9061801.44
685,10758689.92
686,14152466.88
687,5284779.84
688,6338341.12
689,10569559.68
690,12676682.24
691,14040197.76
692,16503815.68
693,26973095.52
694,31531231.36
695,15575287.68
696,18196586.24
697,23439183.36
698,26060481.92
699,28681780.48
700,31303079.04
701,31150575.36
702,36393172.48
703,46878366.72
704,11971163.52
705,14222255.36
706,18724439.04
707,20975530.88
708,23226622.72
709,25477714.56
710,27728806.40
711,29979898.24
712,32230990.08
713,34482081.92
714,36733173.76
715,22835027.04
716,26968110.72
717,35234278.08
718,39367361.76
719,43500445.44
720,47633529.12
721,12838823.04
722,15179038.72
723,22199685.76
724,24539901.44
725,26880117.12
726,29220332.80
727,31560548.48
728,33900764.16
729,36240979.84
730,38581195.52
731,40921411.20
732,24570346.08
733,28881677.44
734,37504340.16
735,41815671.52
736,46127002.88
737,50438334.24
738,54749665.60
739,59060996.96
740,63372328.32
741,67683659.68
742,71994991.04
743,76306322.40
744,9729231.84
745,11494677.12
746,15025567.68
747,16791012.96
748,18556458.24
749,20321903.52
750,22087348.80
751,23852794.08
752,25618239.36
753,27383684.64
754,29149129.92
755,30914575.20
756,30051135.36
757,33582025.92
758,37112916.48
759,40643807.04
760,44174697.60
761,47705588.16
762,51236478.72
763,54767369.28
764,58298259.84
765,61829150.40
766,12772080.00
767,15105440.00
768,22105520.00
769,26772240.00
770,29105600.00
771,31438960.00
772,33772320.00
773,36105680.00
774,38439040.00
775,40772400.00
776,24436860.00
777,28734480.00
778,37329720.00
779,41627340.00
780,45924960.00
781,50222580.00
782,54520200.00
783,58817820.00
784,63115440.00
785,67413060.00
786,71710680.00
787,76008300.00
788,6085696.32
789,7221525.76
790,9493184.64
791,10629014.08
792,11764843.52
793,12900672.96
794,12171392.64
795,14443051.52
796,18986369.28
797,6352668.48
798,7515920.64
799,9842424.96
800,11005677.12
801,12168929.28
802,13332181.44
803,14495433.60
804,15658685.76
805,16821937.92
806,17985190.08
807,19148442.24
808,20311694.40
809,24337858.56
810,26664362.88
811,28990867.20
812,10129690.08
813,11936269.44
814,15549428.16
815,17356007.52
816,19162586.88
817,20969166.24
818,22775745.60
819,24582324.96
820,26388904.32
821,28195483.68
822,30002063.04
823,34712015.04
824,38325173.76
825,41938332.48
826,12905566.08
827,15252637.44
828,19946780.16
829,22293851.52
830,24640922.88
831,26987994.24
832,29335065.60
833,31682136.96
834,34029208.32
835,36376279.68
836,38723351.04
837,24703832.16
838,29028874.88
839,37678960.32
840,42004003.04
841,46329045.76
842,50654088.48
843,12438364.80
844,14737446.40
845,19335609.60
846,21634691.20
847,23933772.80
848,26232854.40
849,23769429.60
850,27998492.80
851,36456619.20
852,15041343.36
853,17607796.48
854,22740702.72
855,30082686.72
856,35215592.96
857,5751981.12
858,6853532.16
859,9056634.24
860,10158185.28
861,11259736.32
862,12361287.36
863,13462838.40
864,14564389.44
865,15665940.48
866,16767491.52
867,17869042.56
868,18970593.60
869,22519472.64
870,24722574.72
871,26925676.80
872,29128778.88
873,31331880.96
874,33534983.04
875,35738085.12
876,37941187.20
877,15909002.88
878,18564579.84
879,31818005.76
880,37129159.68
881,18551392.80
882,21733750.40
883,28098465.60
884,31280823.20
885,34463180.80
886,37645538.40
887,37102785.60
888,43467500.80
889,56196931.20
890,8861572.32
891,10537893.76
892,18919500.96
893,20595822.40
894,22272143.84
895,23948465.28
896,25624786.72
897,27301108.16
898,28977429.60
899,16615844.64
900,19599387.52
901,25566473.28
902,28550016.16
903,31533559.04
904,34517101.92
905,37500644.80
906,40484187.68
907,43467730.56
908,46451273.44
909,49434816.32
910,52418359.20
911,9996204.00
912,11789072.00
913,15374808.00
914,17167676.00
915,18960544.00
916,20753412.00
917,22546280.00
918,24339148.00
919,26132016.00
920,27924884.00
921,29717752.00
922,31510620.00
923,30749616.00
924,34335352.00
925,37921088.00
926,41506824.00
927,45092560.00
928,48678296.00
929,52264032.00
930,55849768.00
931,59435504.00
932,63021240.00
933,8794829.28
934,10464295.04
935,18811623.84
936,20481089.60
937,23820021.12
938,25489486.88
939,27158952.64
940,28828418.40
941,16482358.56
942,19452190.08
943,25391853.12
944,28361684.64
945,31331516.16
946,34301347.68
947,37271179.20
948,40241010.72
949,43210842.24
950,46180673.76
951,49150505.28
952,52120336.80
953,10062947.04
954,11862670.72
955,15462118.08
956,17261841.76
957,19061565.44
958,20861289.12
959,22661012.80
960,24460736.48
961,26260460.16
962,28060183.84
963,29859907.52
964,31659631.20
965,30924236.16
966,34523683.52
967,38123130.88
968,41722578.24
969,45322025.60
970,48921472.96
971,52520920.32
972,56120367.68
973,59719815.04
974,63319262.40
975,10797120.48
976,12672256.64
977,16422528.96
978,18297665.12
979,20172801.28
980,22047937.44
981,21594240.96
982,25344513.28
983,32845057.92
984,14507399.04
985,17019006.72
986,22042222.08
987,29014798.08
988,34038013.44
989,7660197.60
990,9213116.80
991,13871874.40
992,15424793.60
993,16977712.80
994,18530632.00
995,20083551.20
996,21636470.40
997,23189389.60
998,24742308.80
999,14213095.20
1000,16949833.60
1001,22423310.40
1002,25160048.80
1003,27896787.20
1004,30633525.60
1005,13239281.28
1006,15620631.04
1007,25371262.56
1008,29764862.08
1009,14774371.20
1010,17313401.60
1011,22391462.40
1012,24930492.80
1013,27469523.20
1014,30008553.60
1015,29548742.40
1016,34626803.20
1017,44782924.80
1018,18818364.96
1019,22028145.28
1020,28447705.92
1021,31657486.24
1022,34867266.56
1023,38077046.88
1024,41286827.20
1025,44496607.52
1026,47706387.84
1027,50916168.16
1028,54125948.48
1029,56895411.84
1030,63314972.48
1031,69734533.12
1032,76154093.76
1033,21594240.96
1034,25344513.28
1035,32845057.92
1036,36595330.24
1037,40345602.56
1038,44095874.88
1039,47846147.20
1040,51596419.52
1041,55346691.84
1042,59096964.16
1043,62847236.48
1044,42081181.92
1045,49212626.56
1046,63475515.84
1047,70606960.48
1048,77738405.12
1049,84869849.76
1050,7993912.80
1051,9581110.40
1052,17517098.40
1053,19104296.00
1054,14880525.60
1055,17685820.80
1056,23296411.20
1057,26101706.40
1058,28907001.60
1059,31712296.80
1060,8928315.36
1061,10611492.48
1062,17344200.96
1063,19027378.08
1064,20710555.20
1065,16749330.72
1066,19746584.96
1067,25741093.44
1068,28738347.68
1069,15174829.44
1070,17754993.92
1071,30349658.88
1072,35509987.84
1073,17817219.36
1074,20924164.48
1075,27138054.72
1076,30244999.84
1077,33351944.96
1078,36458890.08
1079,34527138.72
1080,40371928.96
1081,52061509.44
1082,18951851.04
1083,22175342.72
1084,28622326.08
1085,31845817.76
1086,35069309.44
1087,38292801.12
1088,41516292.80
1089,44739784.48
1090,47963276.16
1091,51186767.84
1092,54410259.52
1093,37903702.08
1094,44350685.44
1095,57244652.16
1096,63691635.52
1097,70138618.88
1098,76585602.24
1099,21727727.04
1100,25491710.72
1101,33019678.08
1102,36783661.76
1103,40547645.44
1104,44311629.12
1105,48075612.80
1106,51839596.48
1107,55603580.16
1108,59367563.84
1109,63131547.52
1110,42348154.08
1111,49507021.44
1112,63824756.16
1113,70983623.52
1114,78142490.88
1115,85301358.24
1116,9862717.92
1117,11641874.56
1118,15200187.84
1119,16979344.48
1120,18758501.12
1121,20537657.76
1122,22316814.40
1123,24095971.04
1124,25875127.68
1125,27654284.32
1126,29433440.96
1127,31212597.60
1128,37517002.24
1129,41075315.52
1130,44633628.80
1131,10930606.56
1132,12819454.08
1133,16597149.12
1134,18485996.64
1135,20374844.16
1136,22263691.68
1137,24152539.20
1138,26041386.72
1139,27930234.24
1140,29819081.76
1141,31707929.28
1142,21861213.12
1143,25638908.16
1144,33194298.24
1145,36971993.28
1146,40749688.32
1147,44527383.36
1148,14841114.24
1149,17387000.32
1150,22478772.48
1151,25024658.56
1152,27570544.64
1153,30116430.72
1154,32662316.80
1155,35208202.88
1156,37754088.96
1157,40299975.04
1158,42845861.12
1159,44957544.96
1160,50049317.12
1161,55141089.28
1162,60232861.44
1163,17616990.24
1164,20703368.32
1165,26876124.48
1166,29962502.56
1167,33048880.64
1168,36135258.72
1169,39221636.80
1170,42308014.88
1171,45394392.96
1172,48480771.04
1173,51567149.12
1174,34126680.48
1175,39930336.64
1176,51537648.96
1177,57341305.12
1178,63144961.28
1179,68948617.44
1180,13372767.36
1181,15767828.48
1182,20557950.72
1183,22953011.84
1184,25348072.96
1185,27743134.08
1186,30138195.20
1187,32533256.32
1188,34928317.44
1189,37323378.56
1190,39718439.68
1191,42113500.80
1192,25638234.72
1193,30059256.96
1194,38901301.44
1195,43322323.68
1196,47743345.92
1197,52164368.16
1198,56585390.40
1199,61006412.64
1200,65427434.88
1201,69848457.12
1202,74269479.36
1203,78690501.60
1204,13506253.44
1205,15915025.92
1206,20732570.88
1207,23141343.36
1208,25550115.84
1209,27958888.32
1210,30367660.80
1211,32776433.28
1212,35185205.76
1213,37593978.24
1214,40002750.72
1215,27012506.88
1216,31830051.84
1217,41465141.76
1218,46282686.72
1219,51100231.68
1220,55917776.64
1221,8461114.08
1222,10096301.44
1223,18272238.24
1224,19907425.60
1225,21542612.96
1226,23177800.32
1227,24812987.68
1228,26448175.04
1229,28083362.40
1230,15814928.16
1231,18716202.88
1232,24518752.32
1233,27420027.04
1234,30321301.76
1235,33222576.48
1236,36123851.20
1237,39025125.92
1238,41926400.64
1239,44827675.36
1240,47728950.08
1241,50630224.80
1242,6018953.28
1243,7147927.04
1244,9405874.56
1245,10534848.32
1246,11663822.08
1247,14295854.08
1248,18811749.12
1249,17550247.20
1250,20629769.60
1251,29868336.80
1252,36027381.60
1253,39106904.00
1254,42186426.40
1255,45265948.80
1256,48345471.20
1257,51424993.60
1258,33993194.40
1259,39783139.20
1260,51363028.80
1261,57152973.60
1262,62942918.40
1263,68732863.20
1264,19218823.20
1265,22469737.60
1266,28971566.40
1267,32222480.80
1268,35473395.20
1269,38724309.60
1270,41975224.00
1271,45226138.40
1272,48477052.80
1273,51727967.20
1274,54978881.60
1275,38437646.40
1276,44939475.20
1277,57943132.80
1278,64444961.60
1279,70946790.40
1280,77448619.20
1281,14707628.16
1282,17239802.88
1283,22304152.32
1284,24836327.04
1285,27368501.76
1286,29900676.48
1287,32432851.20
1288,34965025.92
1289,37497200.64
1290,40029375.36
1291,42561550.08
1292,49672654.08
1293,54737003.52
1294,59801352.96
1295,17483504.16
1296,20556170.88
1297,26701504.32
1298,29774171.04
1299,32846837.76
1300,35919504.48
1301,38992171.20
1302,42064837.92
1303,45137504.64
1304,48210171.36
1305,51282838.08
1306,33859708.32
1307,39635941.76
1308,51188408.64
1309,56964642.08
1310,62740875.52
1311,68517108.96
1312,13239281.28
1313,15620631.04
1314,22764680.32
1315,27527379.84
1316,29908729.60
1317,32290079.36
1318,34671429.12
1319,37052778.88
1320,39434128.64
1321,25371262.56
1322,29764862.08
1323,38552061.12
1324,42945660.64
1325,47339260.16
1326,51732859.68
1327,14907857.28
1328,17460599.04
1329,22566082.56
1330,25118824.32
1331,27671566.08
1332,30224307.84
1333,32777049.60
1334,35329791.36
1335,37882533.12
1336,40435274.88
1337,42988016.64
1338,29815714.56
1339,34921198.08
1340,45132165.12
1341,50237648.64
1342,55343132.16
1343,60448615.68
1344,6619640.64
1345,7810315.52
1346,13239281.28
1347,15620631.04
1348,14040197.76
1349,16503815.68
1350,21431051.52
1351,23894669.44
1352,26358287.36
1353,28821905.28
1354,28080395.52
1355,33007631.36
1356,42862103.04
1357,18484649.76
1358,21660151.68
1359,28011155.52
1360,31186657.44
1361,34362159.36
1362,37537661.28
1363,40713163.20
1364,43888665.12
1365,47064167.04
1366,50239668.96
1367,53415170.88
1368,56590672.80
1369,36969299.52
1370,43320303.36
1371,56022311.04
1372,62373314.88
1373,68724318.72
1374,75075322.56
1375,81426326.40
1376,87777330.24
1377,94128334.08
1378,100479337.90
1379,106830341.70
1380,113181345.60
1381,21260525.76
1382,24976519.68
1383,36124501.44
1384,43556489.28
1385,47272483.20
1386,50988477.12
1387,54704471.04
1388,58420464.96
1389,62136458.88
1390,65852452.80
1391,41413751.52
1392,48476639.36
1393,62602415.04
1394,69665302.88
1395,76728190.72
1396,83791078.56
1397,90853966.40
1398,97916854.24
1399,104979742.00
1400,112042629.90
1401,119105517.70
1402,126168405.60
1403,17616990.24
1404,20703368.32
1405,26876124.48
1406,29962502.56
1407,33048880.64
1408,36135258.72
1409,39221636.80
1410,42308014.88
1411,45394392.96
1412,35233980.48
1413,41406736.64
1414,53752248.96
1415,59925005.12
1416,66097761.28
1417,18885108.00
1418,22101744.00
1419,28535016.00
1420,31751652.00
1421,34968288.00
1422,38184924.00
1423,41401560.00
1424,44618196.00
1425,47834832.00
1426,51051468.00
1427,54268104.00
1428,37770216.00
1429,44203488.00
1430,57070032.00
1431,63503304.00
1432,69936576.00
1433,76369848.00
1434,17350018.08
1435,20408973.44
1436,33592736.16
1437,39341546.88
1438,17550247.20
1439,20629769.60
1440,26788814.40
1441,29868336.80
1442,32947859.20
1443,36027381.60
1444,39106904.00
1445,42186426.40
1446,45265948.80
1447,48345471.20
1448,51424993.60
1449,54504516.00
1450,33993194.40
1451,39783139.20
1452,51363028.80
1453,57152973.60
1454,62942918.40
1455,68732863.20
1456,74522808.00
1457,80312752.80
1458,86102697.60
1459,91892642.40
1460,97682587.20
1461,103472532.00
1462,19218823.20
1463,22469737.60
1464,28971566.40
1465,32222480.80
1466,35473395.20
1467,38724309.60
1468,41975224.00
1469,45226138.40
1470,48477052.80
1471,51727967.20
1472,54978881.60
1473,58229796.00
1474,57943132.80
1475,64444961.60
1476,70946790.40
1477,77448619.20
1478,83950448.00
1479,90452276.80
1480,96954105.60
1481,103455934.40
1482,109957763.20
1483,116459592.00
1484,16415615.52
1485,19378591.36
1486,25304543.04
1487,28267518.88
1488,31230494.72
1489,34193470.56
1490,37156446.40
1491,40119422.24
1492,43082398.08
1493,46045373.92
1494,49008349.76
1495,31723931.04
1496,37280782.72
1497,48394486.08
1498,53951337.76
1499,59508189.44
1500,65065041.12
1501,26305665.12
1502,30795244.16
1503,39774402.24
1504,44263981.28
1505,48753560.32
1506,53243139.36
1507,57732718.40
1508,62222297.44
1509,66711876.48
1510,52611330.24
1511,61590488.32
1512,79548804.48
1513,88527962.56
1514,97507120.64
1515,27573782.88
1516,32193619.84
1517,41433293.76
1518,46053130.72
1519,50672967.68
1520,55292804.64
1521,59912641.60
1522,64532478.56
1523,69152315.52
1524,73772152.48
1525,78391989.44
1526,55147565.76
1527,64387239.68
1528,82866587.52
1529,92106261.44
1530,101345935.30
1531,110585609.20
1532,14373912.96
1533,16871809.28
1534,21867601.92
1535,24365498.24
1536,26863394.56
1537,29361290.88
1538,31859187.20
1539,34357083.52
1540,36854979.84
1541,28747825.92
1542,33743618.56
1543,43735203.84
1544,48730996.48
1545,53726789.12
1546,16749330.72
1547,19746584.96
1548,25741093.44
1549,28738347.68
1550,31735601.92
1551,34732856.16
1552,37730110.40
1553,40727364.64
1554,43724618.88
1555,46721873.12
1556,49719127.36
1557,32391361.44
1558,38016769.92
1559,49267586.88
1560,54892995.36
1561,60518403.84
1562,66143812.32
1563,15508544.64
1564,18122987.52
1565,23351873.28
1566,36245975.04
1567,26439151.20
1568,30942441.60
1569,39949022.40
1570,44452312.80
1571,48955603.20
1572,53458893.60
1573,57962184.00
1574,62465474.40
1575,66968764.80
1576,52878302.40
1577,61884883.20
1578,79898044.80
1579,88904625.60
1580,97911206.40
1581,27707268.96
1582,32340817.28
1583,41607913.92
1584,46241462.24
1585,50875010.56
1586,55508558.88
1587,60142107.20
1588,64775655.52
1589,69409203.84
1590,74042752.16
1591,78676300.48
1592,55414537.92
1593,64681634.56
1594,83215827.84
1595,92482924.48
1596,101750021.10
1597,111017117.70
1598,10329919.20
1599,12157065.60
1600,15811358.40
1601,17638504.80
1602,19465651.20
1603,21292797.60
1604,23119944.00
1605,24947090.40
1606,26774236.80
1607,31622716.80
1608,35277009.60
1609,38931302.40
1610,20993553.60
1611,24682124.80
1612,32059267.20
1613,35747838.40
1614,39436409.60
1615,43124980.80
1616,46813552.00
1617,50502123.20
1618,54190694.40
1619,40879807.20
1620,47887849.60
1621,61903934.40
1622,68911976.80
1623,75920019.20
1624,22128185.28
1625,25933303.04
1626,33543538.56
1627,37348656.32
1628,41153774.08
1629,44958891.84
1630,48764009.60
1631,52569127.36
1632,56374245.12
1633,60179362.88
1634,63984480.64
1635,67789598.40
1636,43149070.56
1637,50390206.08
1638,64872477.12
1639,72113612.64
1640,79354748.16
1641,86595883.68
1642,93837019.20
1643,101078154.70
1644,108319290.20
1645,115560425.70
1646,122801561.20
1647,130042696.80
1648,17216532.00
1649,20261776.00
1650,26352264.00
1651,29397508.00
1652,32442752.00
1653,35487996.00
1654,38533240.00
1655,41578484.00
1656,44623728.00
1657,47668972.00
1658,50714216.00
1659,53759460.00
1660,33325764.00
1661,39047152.00
1662,50489928.00
1663,56211316.00
1664,61932704.00
