resource_id,option_id,contribution
1,3089,4
1,3090,4
1,3091,4
1,3092,4
1,3093,4
1,3094,4
1,3095,4
1,3104,3
1,3105,4
1,3106,4
1,3107,4
1,3108,4
1,3109,4
1,3110,4
1,3111,4
1,3112,4
1,3113,4
1,3114,4
1,3115,4
1,3116,4
1,3117,4
1,3218,3
1,3219,4
1,3220,4
1,3221,4
1,3222,4
1,3223,4
1,3224,4
1,3225,4
1,3226,4
1,3227,4
1,3228,4
1,3229,4
1,3230,4
1,3231,4
1,3515,3
1,3516,4
1,3517,4
1,3518,4
1,3519,4
1,3520,4
1,3521,4
1,3522,4
1,3523,4
1,3524,4
1,3525,4
1,3526,4
1,3527,4
1,3528,4
1,3529,4
1,3530,4
1,3531,4
1,3532,4
1,3533,4
1,3534,4
1,3535,4
1,3536,4
1,3620,3
1,3621,4
1,3622,4
1,3623,4
1,3624,4
1,3625,4
1,3626,4
1,3627,4
1,3628,4
1,3629,4
1,3630,4
1,3631,4
1,3632,4
1,3633,4
1,3634,4
1,3635,4
1,3636,4
1,3637,4
1,3638,4
1,3639,4
1,3640,4
1,3641,4
1,3642,4
1,3643,4
1,3777,3
1,3778,4
1,3779,4
1,3780,4
1,3781,4
1,3782,4
1,3783,4
1,3784,4
1,3785,4
1,3786,4
1,3787,4
1,3788,4
1,3789,4
1,3790,4
1,3791,4
1,3792,4
1,3793,4
1,3794,4
1,3795,4
1,3796,4
1,3797,4
1,3798,4
1,3799,4
1,3800,4
1,4220,3
1,4221,4
1,4222,4
1,4223,4
1,4224,4
1,4225,4
1,4226,4
1,4227,4
1,4228,4
1,4229,4
1,4230,4
1,4231,4
1,4232,4
1,4233,4
1,4284,3
1,4285,4
1,4286,4
1,4287,4
1,4288,4
1,4289,4
1,4290,4
1,4291,4
1,4292,4
1,4293,4
1,4294,4
1,4295,4
1,4296,4
1,4297,4
1,4298,4
1,4299,4
1,4300,4
1,4301,4
1,4302,4
1,4303,4
1,4304,4
1,4327,3
1,4328,4
1,4329,4
1,4330,4
1,4331,4
1,4332,4
1,4333,4
1,4334,4
1,4335,4
1,4336,4
1,4337,4
1,4338,4
1,4339,4
1,4340,4
1,4358,3
1,4359,4
1,4360,4
1,4361,4
1,4362,4
1,4363,4
1,4364,4
1,4365,4
1,4366,4
1,4367,4
1,4368,4
1,4369,4
1,4370,4
1,4371,4
1,4391,3
1,4392,4
1,4393,4
1,4394,4
1,4395,4
1,4396,4
1,4397,4
1,4398,4
1,4399,4
1,4400,4
1,4401,4
1,4402,4
1,4403,4
1,4404,4
1,4422,3
1,4423,4
1,4424,4
1,4425,4
1,4426,4
1,4427,4
1,4428,4
1,4429,4
1,4430,4
1,4431,3
1,4432,4
1,4433,4
1,4434,4
1,4435,4
1,4436,4
1,4437,4
1,4438,4
1,4439,4
1,4440,4
1,4441,4
1,4442,4
1,4443,4
1,4444,4
1,4493,3
1,4494,4
1,4495,4
1,4496,4
1,4497,4
1,4498,4
1,4499,4
1,4500,4
1,4501,4
1,4502,4
1,4503,4
1,4504,4
1,4505,4
1,4506,4
1,4507,4
1,4508,4
1,4509,4
1,4510,4
1,4511,4
1,4512,4
1,4513,4
1,4514,4
1,4532,3
1,4533,4
1,4534,4
1,4535,4
1,4536,4
1,4537,4
1,4538,4
1,4539,4
1,4540,4
1,4541,4
1,4542,4
1,4543,4
1,4544,4
1,4545,4
1,4546,4
1,4547,3
1,4548,4
1,4549,4
1,4550,4
1,4551,4
1,4552,4
1,4553,4
1,4554,4
1,4555,4
1,4556,4
1,4557,4
1,4558,4
1,4559,4
1,4560,4
1,4610,3
1,4611,4
1,4612,4
1,4613,4
1,4614,4
1,4615,4
1,4616,4
1,4617,4
1,4618,4
1,4619,4
1,4620,4
1,4621,4
1,4622,4
1,4623,4
1,4624,4
1,4625,4
1,4626,4
1,4646,3
1,4647,4
1,4648,4
1,4649,4
1,4650,4
1,4651,4
1,4652,4
1,4653,4
1,4654,4
1,4655,4
1,4656,4
1,4657,4
1,4658,4
1,4659,4
1,4660,4
1,4661,4
1,4724,3
1,4725,4
1,4726,4
1,4727,4
1,4728,4
1,4729,4
1,4730,4
1,4731,4
1,4732,4
1,4733,4
1,4734,4
1,4735,4
1,4736,4
1,4737,4
1,4738,4
1,4739,4
1,4740,4
1,4839,3
1,4840,4
1,4841,4
1,4842,4
1,4843,4
1,4844,4
1,4845,4
1,4846,4
1,4847,4
1,4848,4
1,4849,4
1,4850,4
1,4851,4
1,5021,3
1,5022,4
1,5023,4
1,5024,4
1,5025,4
1,5026,4
1,5027,4
1,5028,4
1,5029,4
1,5030,4
1,5031,4
1,5032,4
1,5033,4
1,5052,3
1,5053,4
1,5054,4
1,5055,4
1,5056,4
1,5057,4
1,5058,4
1,5059,4
1,5060,4
1,5061,4
1,5062,4
1,5063,4
1,5064,4
1,5065,4
1,5142,3
1,5143,4
1,5144,4
1,5145,4
1,5146,4
1,5147,4
1,5148,4
1,5149,4
1,5150,4
1,5151,4
1,5152,4
1,5153,4
1,5154,4
1,5155,4
1,5247,3
1,5248,4
1,5249,4
1,5250,4
1,5251,4
1,5252,4
1,5253,4
1,5254,4
1,5255,4
1,5256,4
1,5257,4
1,5258,4
1,5259,4
1,5260,4
1,5312,3
1,5313,4
1,5314,4
1,5315,4
1,5316,4
1,5317,4
1,5318,4
1,5319,4
1,5320,4
1,5321,4
1,5322,4
1,5323,4
1,5324,4
1,5325,4
1,5378,3
1,5379,4
1,5380,4
1,5381,4
1,5382,4
1,5383,4
1,5384,4
1,5385,4
1,5386,4
1,5387,4
1,5388,4
1,5389,4
1,5390,4
1,5391,4
1,5541,3
1,5542,4
1,5543,4
1,5544,4
1,5545,4
1,5546,4
1,5547,4
1,5548,4
1,5549,4
1,5550,4
1,5551,4
1,5552,4
1,5553,4
1,5554,4
1,5579,3
1,5580,4
1,5581,4
1,5582,4
1,5583,4
1,5584,4
1,5585,4
1,5586,4
1,5587,4
1,5588,4
1,5589,4
1,5590,4
1,5591,4
1,5592,4
1,5593,4
1,5594,4
1,5595,4
1,5596,4
1,5597,4
1,5598,4
1,5599,4
1,5600,4
1,5601,4
1,5602,4
1,5680,3
1,5681,4
1,5682,4
1,5683,4
1,5684,4
1,5685,4
1,5686,4
1,5687,4
1,5688,4
1,5689,4
1,5690,4
1,5691,4
1,5692,4
1,5693,4
1,5694,4
1,5695,4
1,5696,4
1,5697,4
1,5698,4
1,5699,4
1,5700,4
1,5701,4
1,5702,4
1,5703,4
1,5726,3
1,5727,4
1,5728,4
1,5729,4
1,5730,4
1,5731,4
1,5732,4
1,5733,4
1,5734,4
1,5735,4
1,5736,4
1,5737,4
1,5738,4
1,5739,4
1,5740,3
1,5741,4
1,5742,4
1,5743,4
1,5744,4
1,5745,4
1,5746,4
1,5747,4
1,5748,4
1,5749,4
1,5750,4
1,5751,4
1,5752,4
1,5753,4
1,5787,3
1,5788,4
1,5789,4
1,5790,4
1,5791,4
1,5792,4
1,5793,4
1,5794,4
1,5795,4
1,5796,4
1,5797,4
1,5798,4
1,5799,4
1,5800,4
1,5801,3
1,5802,4
1,5803,4
1,5804,4
1,5805,4
1,5806,4
1,5807,4
1,5808,4
1,5809,4
1,5810,4
1,5811,4
1,5812,4
1,5813,4
1,5814,4
1,5815,3
1,5816,4
1,5817,4
1,5818,4
1,5819,4
1,5820,4
1,5821,4
1,5822,4
1,5823,4
1,5824,4
1,5825,4
1,5826,4
1,5827,4
1,5828,4
1,5846,3
1,5847,4
1,5848,4
1,5849,4
1,5850,4
1,5851,4
1,5852,4
1,5853,4
1,5854,4
1,5855,4
1,5856,4
1,5857,4
1,5858,4
1,5859,4
1,5908,3
1,5909,4
1,5910,4
1,5911,4
1,5912,4
1,5913,4
1,5914,4
1,5915,4
1,5916,4
1,5917,4
1,5918,4
1,5919,4
1,5920,4
1,5921,4
1,5922,4
1,5923,4
1,5924,4
1,5925,4
1,5926,4
1,5927,4
1,5928,4
1,5929,4
1,5930,4
1,5931,4
1,5941,3
1,5942,4
1,5943,4
1,5944,4
1,5945,4
1,5946,4
1,5947,4
1,5948,4
1,5949,4
1,5950,4
1,5951,4
1,5952,4
1,5953,4
1,5954,4
1,5989,3
1,5990,4
1,5991,4
1,5992,4
1,5993,4
1,5994,4
1,5995,4
1,5996,4
1,5997,4
1,5998,4
1,5999,4
1,6000,4
1,6001,4
1,6002,4
1,6003,4
1,6004,4
1,6005,4
1,6006,4
1,6007,4
1,6008,3
1,6009,4
1,6010,4
1,6011,4
1,6012,4
1,6013,4
1,6014,4
1,6015,4
1,6016,4
1,6017,4
1,6018,4
1,6019,4
1,6020,4
1,6021,4
1,6039,3
1,6040,4
1,6041,4
1,6042,4
1,6043,4
1,6044,4
1,6045,4
1,6046,4
1,6047,4
1,6048,4
1,6049,4
1,6050,4
1,6051,4
1,6052,4
1,6146,3
1,6147,4
1,6148,4
1,6149,4
1,6150,4
1,6151,4
1,6152,4
1,6153,4
1,6154,4
1,6155,4
1,6156,4
1,6157,4
1,6158,4
1,6159,4
1,6160,4
1,6161,4
1,6162,4
1,6163,4
1,6164,4
1,6165,4
1,6166,4
1,6167,4
1,6168,4
1,6169,4
1,6657,3
1,6658,4
1,6659,4
1,6660,4
1,6661,4
1,6662,4
1,6663,4
1,6664,4
1,6665,4
1,6666,4
1,6667,4
1,6668,4
1,6669,4
1,6670,4
1,6685,3
1,6686,4
1,6687,4
1,6688,4
1,6689,4
1,6690,4
1,6691,4
1,6692,4
1,6693,4
1,6694,4
1,6695,4
1,6696,4
1,6697,4
1,6892,3
1,6893,4
1,6894,4
1,6895,4
1,6896,4
1,6897,4
1,6898,4
1,6899,4
1,6900,4
1,6901,4
1,6902,4
1,6903,4
1,6904,4
1,6905,4
1,7420,3
1,7421,4
1,7422,4
1,7423,4
1,7424,4
1,7425,4
1,7426,4
1,7427,4
1,7428,4
1,7429,4
1,7430,4
1,7431,4
1,7432,4
1,7433,4
1,7434,4
1,7435,4
1,7436,4
1,7437,4
1,7438,4
1,7439,4
1,7440,4
1,7441,4
1,7442,4
1,7443,4
1,8088,3
1,8089,4
1,8090,4
1,8091,4
1,8092,4
1,8093,4
1,8094,4
1,8095,4
1,8096,4
1,8097,4
1,8098,4
1,8099,4
1,8100,4
1,8101,4
1,8119,3
1,8120,4
1,8121,4
1,8122,4
1,8123,4
1,8124,4
1,8125,4
1,8126,4
1,8127,4
1,8128,4
1,8129,4
1,8130,4
1,8131,4
1,8132,4
1,8166,3
1,8167,4
1,8168,4
1,8169,4
1,8170,4
1,8171,4
1,8172,4
1,8173,4
1,8174,4
1,8175,4
1,8176,4
1,8177,4
1,8178,4
1,8179,4
1,8197,3
1,8198,4
1,8199,4
1,8200,4
1,8201,4
1,8202,4
1,8203,4
1,8204,4
1,8205,4
1,8206,4
1,8207,4
1,8208,4
1,8209,4
1,8210,4
1,8211,3
1,8212,4
1,8213,4
1,8214,4
1,8215,4
1,8216,4
1,8217,4
1,8218,4
1,8219,4
1,8220,4
1,8221,4
1,8222,4
1,8223,4
1,8224,4
1,8242,3
1,8243,4
1,8244,4
1,8245,4
1,8246,4
1,8247,4
1,8248,4
1,8249,4
1,8250,4
1,8251,4
1,8252,4
1,8253,4
1,8254,4
1,8255,4
1,8304,3
1,8305,4
1,8306,4
1,8307,4
1,8308,4
1,8309,4
1,8310,4
1,8311,4
1,8312,4
1,8313,4
1,8314,4
1,8315,4
1,8316,4
1,8317,4
1,8318,4
1,8319,4
1,8320,4
1,8321,4
1,8322,4
1,8323,4
1,8324,4
1,8325,4
1,8326,4
1,8327,4
1,8337,3
1,8338,4
1,8339,4
1,8340,4
1,8341,4
1,8342,4
1,8343,4
1,8344,4
1,8345,4
1,8346,4
1,8347,4
1,8348,4
1,8349,4
1,8350,4
1,8385,3
1,8386,4
1,8387,4
1,8388,4
1,8389,4
1,8390,4
1,8391,4
1,8392,4
1,8393,4
1,8394,4
1,8395,4
1,8396,4
1,8397,4
1,8398,4
1,8399,4
1,8400,4
1,8401,4
1,8402,4
1,8403,4
1,8404,3
1,8405,4
1,8406,4
1,8407,4
1,8408,4
1,8409,4
1,8410,4
1,8411,4
1,8412,4
1,8413,4
1,8414,4
1,8415,4
1,8416,4
1,8417,4
1,8435,3
1,8436,4
1,8437,4
1,8438,4
1,8439,4
1,8440,4
1,8441,4
1,8442,4
1,8443,4
1,8444,4
1,8445,4
1,8446,4
1,8447,4
1,8448,4
1,8848,3
1,8849,4
1,8850,4
1,8851,4
1,8852,4
1,8853,4
1,8854,4
1,8855,4
1,8856,4
1,8857,4
1,8858,4
1,8859,4
1,8860,4
1,8861,4
1,8879,3
1,8880,4
1,8881,4
1,8882,4
1,8883,4
1,8884,4
1,8885,4
1,8886,4
1,8887,4
1,8888,4
1,9044,3
1,9045,4
1,9046,4
1,9047,4
1,9048,4
1,9049,4
1,9050,4
1,9051,4
1,9052,4
1,9053,4
1,9054,4
1,9055,4
1,9056,4
1,9057,4
1,9255,3
1,9256,4
1,9257,4
1,9258,4
1,9259,4
1,9260,4
1,9261,4
1,9262,4
1,9263,4
1,9264,4
1,9265,4
1,9266,4
1,9267,4
1,9268,4
1,9306,3
1,9307,4
1,9308,4
1,9309,4
1,9310,4
1,9311,4
1,9312,4
1,9313,4
1,9314,4
1,9315,4
1,9316,4
1,9317,4
1,9318,4
1,9319,4
1,9483,3
1,9484,4
1,9485,4
1,9486,4
1,9487,4
1,9488,4
1,9489,4
1,9490,4
1,9491,4
1,9492,4
1,9493,4
1,9494,4
1,9495,4
1,9496,4
1,9693,3
1,9694,4
1,9695,4
1,9696,4
1,9697,4
1,9698,4
1,9699,4
1,9700,4
1,9701,4
1,9702,4
1,9703,4
1,9738,3
1,9739,4
1,9740,4
1,9741,4
1,9742,4
1,9743,4
1,9744,4
1,9745,4
1,9746,4
1,9747,4
1,9748,4
1,9749,4
1,9750,4
1,9751,4
1,9912,3
1,9913,4
1,9914,4
1,9915,4
1,9916,4
1,9917,4
1,9918,4
1,9919,4
1,9920,4
1,9921,4
1,9922,4
1,9923,4
1,9924,4
1,9925,4
1,9942,3
1,9943,4
1,9944,4
1,9945,4
1,9946,4
1,9947,4
1,9948,4
1,9949,4
1,9950,4
1,9951,4
1,9952,4
1,9953,4
1,9954,4
1,9955,4
1,10121,3
1,10122,4
1,10123,4
1,10124,4
1,10125,4
1,10126,4
1,10127,4
1,10128,4
1,10129,4
1,10130,4
1,10131,4
1,10132,4
1,10133,4
1,10134,4
1,10279,3
1,10280,4
1,10281,4
1,10282,4
1,10283,4
1,10284,4
1,10285,4
1,10286,4
1,10287,4
1,10288,4
1,10289,4
1,10400,3
1,10401,4
1,10402,4
1,10403,4
1,10404,4
1,10405,4
1,10406,4
1,10407,4
1,10408,4
1,10409,4
1,10410,4
1,10411,4
1,10412,4
1,10413,4
1,10953,3
1,10954,4
1,10955,4
1,10956,4
1,10957,4
1,10958,4
1,10959,4
1,10960,4
1,10961,4
1,10962,4
1,10963,4
1,10964,4
1,10965,4
1,10966,4
1,11056,3
1,11057,4
1,11058,4
1,11059,4
1,11060,4
1,11061,4
1,11062,4
1,11063,4
1,11064,4
1,11065,4
1,11066,4
1,11067,4
1,11068,4
1,11069,4
1,11086,3
1,11087,4
1,11088,4
1,11089,4
1,11090,4
1,11091,4
1,11092,4
1,11093,4
1,11094,4
1,11095,4
1,11096,4
1,11097,4
1,11098,4
1,11099,4
2,1,3
2,2,4
2,3,9
2,4,10
2,5,6
2,6,8
2,7,12
2,8,14
2,9,16
2,10,17
2,11,17
2,19,3
2,20,4
2,21,6
2,22,7
2,23,8
2,24,9
2,25,10
2,26,11
2,27,12
2,28,13
2,29,14
2,30,15
2,31,16
2,32,17
2,33,17
2,34,17
2,35,17
2,40,3
2,41,4
2,42,6
2,43,7
2,44,8
2,45,9
2,46,10
2,47,11
2,48,12
2,49,13
2,50,14
2,51,15
2,52,8
2,53,12
2,54,14
2,55,16
2,56,17
2,57,17
2,72,3
2,73,4
2,74,6
2,75,7
2,76,8
2,77,9
2,78,10
2,79,11
2,80,12
2,81,13
2,82,14
2,83,15
2,84,6
2,85,8
2,86,12
2,87,14
2,88,16
2,89,17
2,90,17
2,91,3
2,92,4
2,93,7
2,94,9
2,95,10
2,96,11
2,97,12
2,98,13
2,99,14
2,100,15
2,101,6
2,102,8
2,103,12
2,104,14
2,105,16
2,106,17
2,107,17
2,108,17
2,109,17
2,110,17
2,111,17
2,112,17
2,162,3
2,163,4
2,164,9
2,165,10
2,166,6
2,167,8
2,168,12
2,169,14
2,170,16
2,171,17
2,172,17
2,173,17
2,174,17
2,175,17
2,176,17
2,177,17
2,182,3
2,183,4
2,184,7
2,185,8
2,186,9
2,187,10
2,188,11
2,189,12
2,190,13
2,191,14
2,192,15
2,193,6
2,194,8
2,195,12
2,196,14
2,197,16
2,198,17
2,199,17
2,200,3
2,201,4
2,202,7
2,203,9
2,204,10
2,205,11
2,206,12
2,207,13
2,208,14
2,209,15
2,210,6
2,211,8
2,212,12
2,213,14
2,214,16
2,215,17
2,216,17
2,217,17
2,218,17
2,219,17
2,220,17
2,221,17
2,222,3
2,223,4
2,224,7
2,225,9
2,226,10
2,227,11
2,228,12
2,229,13
2,230,14
2,231,15
2,232,6
2,233,8
2,234,12
2,235,14
2,236,16
2,237,17
2,238,17
2,239,17
2,240,17
2,241,17
2,242,17
2,243,17
2,244,3
2,245,4
2,246,6
2,247,7
2,248,8
2,249,9
2,250,10
2,251,11
2,252,12
2,253,13
2,254,14
2,255,15
2,256,12
2,257,14
2,258,16
2,259,17
2,260,17
2,261,17
2,262,17
2,263,17
2,264,17
2,265,17
2,266,3
2,267,4
2,268,7
2,269,9
2,270,10
2,271,11
2,272,12
2,273,13
2,274,14
2,275,15
2,276,6
2,277,8
2,278,12
2,279,14
2,280,16
2,281,17
2,282,17
2,283,17
2,284,17
2,285,17
2,286,17
2,287,17
2,293,3
2,294,4
2,295,7
2,296,9
2,297,10
2,298,6
2,299,8
2,300,12
2,301,14
2,302,16
2,303,17
2,304,17
2,305,17
2,306,17
2,309,3
2,310,4
2,311,6
2,312,7
2,313,8
2,314,9
2,315,10
2,316,11
2,317,12
2,318,13
2,319,14
2,320,15
2,321,8
2,322,12
2,323,14
2,324,16
2,325,17
2,326,17
2,369,3
2,370,4
2,371,7
2,372,9
2,373,10
2,374,12
2,375,13
2,376,14
2,377,15
2,378,6
2,379,8
2,380,12
2,381,14
2,382,16
2,383,17
2,384,17
2,385,17
2,386,17
2,387,17
2,388,17
2,389,17
2,392,3
2,393,4
2,394,7
2,395,8
2,396,9
2,397,10
2,398,11
2,399,12
2,400,13
2,401,14
2,402,15
2,403,6
2,404,8
2,405,12
2,406,14
2,407,16
2,408,17
2,409,17
2,480,3
2,481,4
2,482,6
2,483,7
2,484,8
2,485,9
2,486,10
2,487,11
2,488,12
2,489,13
2,490,14
2,491,15
2,492,6
2,493,8
2,494,12
2,495,14
2,496,16
2,497,17
2,498,17
2,499,17
2,500,17
2,501,17
2,502,17
2,503,17
2,504,3
2,505,4
2,506,6
2,507,7
2,508,8
2,509,9
2,510,10
2,511,11
2,512,12
2,513,13
2,514,14
2,515,15
2,516,12
2,517,14
2,518,16
2,519,17
2,520,17
2,521,17
2,522,17
2,523,17
2,524,17
2,525,17
2,526,3
2,527,4
2,528,6
2,529,7
2,530,8
2,531,9
2,532,10
2,533,11
2,534,12
2,535,13
2,536,14
2,537,15
2,538,12
2,539,14
2,540,16
2,541,17
2,542,17
2,543,17
2,544,17
2,545,17
2,546,17
2,547,17
2,548,3
2,549,4
2,550,7
2,551,9
2,552,10
2,553,11
2,554,12
2,555,13
2,556,14
2,557,15
2,558,6
2,559,8
2,560,12
2,561,14
2,562,16
2,563,17
2,564,17
2,565,17
2,566,17
2,595,3
2,596,4
2,597,6
2,598,7
2,599,8
2,600,9
2,601,10
2,602,11
2,603,12
2,604,13
2,605,14
2,606,15
2,607,16
2,608,17
2,609,17
2,1116,3
2,1117,4
2,1118,6
2,1119,7
2,1120,8
2,1121,9
2,1122,10
2,1123,11
2,1124,12
2,1125,13
2,1126,14
2,1127,15
2,1128,16
2,1129,17
2,1130,17
2,1381,3
2,1382,4
2,1383,7
2,1384,9
2,1385,10
2,1386,11
2,1387,12
2,1388,13
2,1389,14
2,1390,15
2,1391,6
2,1392,8
2,1393,12
2,1394,14
2,1395,16
2,1396,17
2,1397,17
2,1398,17
2,1399,17
2,1400,17
2,1401,17
2,1402,17
2,1462,3
2,1463,4
2,1464,6
2,1465,7
2,1466,8
2,1467,9
2,1468,10
2,1469,11
2,1470,12
2,1471,13
2,1472,14
2,1473,15
2,1474,12
2,1475,14
2,1476,16
2,1477,17
2,1478,17
2,1479,17
2,1480,17
2,1481,17
2,1482,17
2,1483,17
2,1672,3
2,1673,4
2,1674,6
2,1675,7
2,1676,8
2,1677,9
2,1678,10
2,1679,11
2,1680,12
2,1681,13
2,1682,14
2,1683,15
2,1684,12
2,1685,14
2,1686,16
2,1687,17
2,1688,17
2,1689,17
2,1690,17
2,1691,17
2,1692,17
2,1693,17
2,1711,3
2,1712,4
2,1713,6
2,1714,7
2,1715,8
2,1716,9
2,1717,10
2,1718,11
2,1719,12
2,1720,13
2,1721,14
2,1722,15
2,1723,12
2,1724,14
2,1725,16
2,1726,17
2,1727,17
2,2493,3
2,2494,4
2,2495,7
2,2496,9
2,2497,10
2,2498,15
2,2499,6
2,2500,8
2,2501,12
2,2502,14
2,2503,16
2,2504,17
2,2505,17
2,2506,17
2,2507,17
2,2927,3
2,2928,4
2,2929,7
2,2930,8
2,2931,9
2,2932,10
2,2933,11
2,2934,12
2,2935,13
2,2936,14
2,2937,15
2,2938,6
2,2939,8
2,2940,12
2,2941,14
2,2942,16
2,2943,17
2,2944,17
2,3515,3
2,3516,4
2,3517,7
2,3518,9
2,3519,10
2,3520,11
2,3521,12
2,3522,13
2,3523,14
2,3524,15
2,3525,6
2,3526,8
2,3527,12
2,3528,14
2,3529,16
2,3530,17
2,3531,17
2,3532,17
2,3533,17
2,3534,17
2,3535,17
2,3536,17
2,3620,3
2,3621,4
2,3622,6
2,3623,7
2,3624,8
2,3625,9
2,3626,10
2,3627,11
2,3628,12
2,3629,13
2,3630,14
2,3631,15
2,3632,6
2,3633,8
2,3634,12
2,3635,14
2,3636,16
2,3637,17
2,3638,17
2,3639,17
2,3640,17
2,3641,17
2,3642,17
2,3643,17
2,3777,3
2,3778,4
2,3779,6
2,3780,7
2,3781,8
2,3782,9
2,3783,10
2,3784,11
2,3785,12
2,3786,13
2,3787,14
2,3788,15
2,3789,6
2,3790,8
2,3791,12
2,3792,14
2,3793,16
2,3794,17
2,3795,17
2,3796,17
2,3797,17
2,3798,17
2,3799,17
2,3800,17
2,4021,3
2,4022,4
2,4023,6
2,4024,7
2,4025,8
2,4026,9
2,4027,10
2,4028,11
2,4029,12
2,4030,13
2,4031,14
2,4032,15
2,4033,12
2,4034,14
2,4035,16
2,4036,17
2,4037,17
2,4038,17
2,4039,17
2,4040,17
2,4041,17
2,4042,17
2,4284,3
