option_id,resource_id
330,2
366,2
367,2
370,2
371,2
372,2
373,2
375,2
376,2
378,2
379,2
382,2
385,2
387,2
389,2
391,2
392,2
394,2
396,2
399,2
400,2
402,2
404,2
406,2
408,2
410,2
411,2
412,2
413,2
417,2
420,2
422,2
425,2
426,2
431,2
467,2
468,2
471,2
472,2
473,2
474,2
476,2
477,2
479,2
480,2
483,2
486,2
488,2
490,2
492,2
493,2
495,2
497,2
500,2
501,2
503,2
505,2
507,2
509,2
511,2
512,2
513,2
514,2
518,2
521,2
523,2
526,2
527,2
2172,2
2197,2
2198,2
2201,2
2202,2
2205,2
2207,2
2208,2
2212,2
2214,2
2216,2
2220,2
2223,2
2224,2
2234,2
2259,2
2260,2
2263,2
2264,2
2265,2
2269,2
2275,2
2277,2
2278,2
2281,2
2283,2
2296,2
2321,2
2322,2
2325,2
2326,2
2327,2
2331,2
2337,2
2339,2
2340,2
2343,2
2345,2
2358,2
2383,2
2388,2
2389,2
2394,2
2400,2
2410,2
2420,2
2445,2
2450,2
2451,2
2456,2
2462,2
2472,2
2482,2
2507,2
2519,2
2520,2
2524,2
2533,2
2534,2
2544,2
2569,2
2570,2
2571,2
2573,2
2577,2
2579,2
2580,2
2584,2
2590,2
2592,2
2593,2
2596,2
2606,2
2631,2
2636,2
2637,2
2641,2
2647,2
2649,2
2650,2
2653,2
2654,2
2655,2
2668,2
2693,2
2694,2
2695,2
2696,2
2697,2
2698,2
2701,2
2707,2
2709,2
2710,2
2713,2
2714,2
2715,2
2719,2
2730,2
2755,2
2756,2
2757,2
2758,2
2759,2
2760,2
2763,2
2769,2
2771,2
2772,2
2775,2
2776,2
2777,2
2781,2
2792,2
2817,2
2819,2
2820,2
2823,2
2824,2
2825,2
2828,2
2829,2
2832,2
2833,2
2834,2
2838,2
2844,2
2854,2
2879,2
2881,2
2883,2
2884,2
2887,2
2888,2
2891,2
2893,2
2894,2
2898,2
2900,2
2902,2
2906,2
2916,2
2940,2
2942,2
2947,2
2949,2
2951,2
2955,2
2959,2
2960,2
2962,2
2963,2
2964,2
2965,2
2975,2
2998,2
3007,2
3008,2
3009,2
3010,2
3012,2
3015,2
3020,2
3022,2
3032,2
3055,2
3064,2
3065,2
3066,2
3067,2
3069,2
3072,2
3077,2
3079,2
3089,2
3112,2
3115,2
3121,2
3123,2
3126,2
3135,2
3146,2
3169,2
3174,2
3176,2
3184,2
3187,2
3188,2
3191,2
3203,2
3226,2
3231,2
3234,2
3235,2
3238,2
3240,2
3241,2
3243,2
3246,2
3260,2
3283,2
3284,2
3285,2
3288,2
3289,2
3292,2
3295,2
3296,2
3305,2
3317,2
3340,2
3341,2
3342,2
3345,2
3346,2
3349,2
3352,2
3353,2
3362,2
532,3
568,3
573,3
575,3
578,3
579,3
581,3
583,3
585,3
586,3
587,3
589,3
590,3
592,3
593,3
594,3
598,3
599,3
603,3
608,3
609,3
610,3
611,3
612,3
613,3
614,3
615,3
618,3
619,3
620,3
624,3
627,3
630,3
632,3
633,3
636,3
643,3
679,3
680,3
681,3
685,3
686,3
687,3
689,3
690,3
691,3
693,3
697,3
698,3
700,3
701,3
703,3
704,3
706,3
707,3
708,3
710,3
711,3
715,3
716,3
718,3
720,3
725,3
727,3
730,3
731,3
733,3
735,3
736,3
737,3
740,3
741,3
742,3
743,3
744,3
746,3
747,3
748,3
3474,3
3489,3
3490,3
3499,3
3500,3
3502,3
3505,3
3520,3
3523,3
3525,3
3526,3
3528,3
3532,3
3536,3
3551,3
3554,3
3556,3
3557,3
3559,3
3563,3
3567,3
3582,3
3584,3
3586,3
3588,3
3589,3
3590,3
3593,3
3598,3
3613,3
3615,3
3617,3
3619,3
3620,3
3621,3
3624,3
3629,3
3644,3
3645,3
3651,3
3653,3
3655,3
3657,3
3660,3
3674,3
3675,3
3678,3
3684,3
3689,3
3703,3
3705,3
3706,3
3707,3
3708,3
3719,3
3734,3
3736,3
3737,3
3738,3
3739,3
3740,3
3751,3
3766,3
3768,3
3769,3
3770,3
3771,3
3772,3
3783,3
3798,3
3800,3
3801,3
3802,3
3803,3
3804,3
3815,3
3828,3
3830,3
3831,3
3843,3
3858,3
3860,3
3861,3
3876,3
3890,3
3892,3
3893,3
3906,3
3920,3
3922,3
3923,3
3924,3
3936,3
3950,3
3952,3
3953,3
3954,3
3955,3
3966,3
3979,3
3981,3
3982,3
3983,3
3994,3
4007,3
4009,3
4010,3
4011,3
4022,3
4035,3
4037,3
4038,3
4039,3
4050,3
4063,3
4065,3
4066,3
4067,3
1,4
36,4
44,4
47,4
48,4
62,4
73,4
75,4
77,4
82,4
86,4
97,4
100,4
101,4
108,4
144,4
161,4
167,4
178,4
181,4
190,4
195,4
200,4
204,4
219,4
255,4
272,4
278,4
289,4
292,4
301,4
306,4
311,4
315,4
331,4
366,4
373,4
381,4
388,4
391,4
398,4
405,4
411,4
419,4
432,4
467,4
474,4
482,4
489,4
492,4
499,4
506,4
512,4
520,4
1981,4
2018,4
2023,4
2027,4
2034,4
2035,4
2037,4
2039,4
2046,4
2050,4
2052,4
2054,4
2056,4
2057,4
2060,4
2064,4
2068,4
2069,4
2077,4
2114,4
2119,4
2123,4
2130,4
2131,4
2133,4
2135,4
2142,4
2146,4
2148,4
2150,4
2152,4
2153,4
2156,4
2160,4
2164,4
2165,4
3450,4
3451,4
3452,4
3455,4
3456,4
3457,4
3460,4
3461,4
3462,4
3465,4
3466,4
3467,4
4438,4
4440,4
4441,4
4443,4
4445,4
4447,4
4448,4
4450,4
4452,4
4454,4
4455,4
4457,4
4459,4
4461,4
4462,4
4464,4
4466,4
4468,4
4469,4
4471,4
4473,4
4475,4
4476,4
4478,4
4480,4
4482,4
4483,4
4485,4
4487,4
4489,4
4490,4
4492,4
4493,4
4495,4
4497,4
4498,4
4500,4
4502,4
4503,4
4508,4
4510,4
4511,4
4512,4
4513,4
4514,4
4519,4
4521,4
4522,4
4523,4
4524,4
4806,4
4813,4
4822,4
4829,4
4868,4
4875,4
1882,5
1914,5
1915,5
1917,5
1923,5
1929,5
1931,5
1932,5
1934,5
1937,5
1940,5
1942,5
1948,5
1954,5
1958,5
1962,5
1972,5
1973,5
3375,5
3376,5
3377,5
3380,5
3381,5
3382,5
3385,5
3386,5
3387,5
3390,5
3391,5
3392,5
3395,5
3396,5
3397,5
3400,5
3401,5
3402,5
3405,5
3406,5
3407,5
3410,5
3411,5
3412,5
3415,5
3416,5
3417,5
3420,5
3421,5
3422,5
3425,5
3426,5
3427,5
3430,5
3431,5
3432,5
3435,5
3436,5
3437,5
3440,5
3441,5
3442,5
3445,5
3446,5
3447,5
3470,5
3471,5
3472,5
4504,5
4508,5
4509,5
4511,5
4512,5
4513,5
4515,5
4519,5
4520,5
4522,5
4523,5
4524,5
4525,5
4527,5
4529,5
4530,5
4532,5
4534,5
4535,5
4537,5
4539,5
4540,5
4542,5
4544,5
4838,5
4845,5
4853,5
4860,5
2173,6
2197,6
2198,6
2201,6
2202,6
2203,6
2205,6
2207,6
2210,6
2212,6
2214,6
2216,6
2217,6
2219,6
2220,6
2222,6
2224,6
2235,6
2259,6
2260,6
2263,6
2265,6
2268,6
2269,6
2274,6
2275,6
2278,6
2281,6
2283,6
2285,6
2297,6
2321,6
2322,6
2325,6
2327,6
2330,6
2331,6
2336,6
2337,6
2340,6
2343,6
2345,6
2347,6
2359,6
2383,6
2389,6
2392,6
2394,6
2400,6
2405,6
2421,6
2445,6
2451,6
2454,6
2456,6
2462,6
2467,6
2483,6
2507,6
2511,6
2513,6
2516,6
2519,6
2523,6
2525,6
2526,6
2529,6
2533,6
2534,6
2545,6
2569,6
2570,6
2571,6
2572,6
2573,6
2574,6
2577,6
2578,6
2584,6
2591,6
2593,6
2596,6
2607,6
2631,6
2636,6
2641,6
2648,6
2650,6
2653,6
2655,6
2658,6
2669,6
2693,6
2694,6
2696,6
2698,6
2700,6
2702,6
2703,6
2708,6
2710,6
2713,6
2715,6
2718,6
2719,6
2731,6
2755,6
2756,6
2758,6
2760,6
2762,6
2764,6
2765,6
2770,6
2772,6
2775,6
2777,6
2780,6
2781,6
2793,6
2817,6
2819,6
2820,6
2822,6
2824,6
2827,6
2829,6
2832,6
2834,6
2837,6
2838,6
2843,6
2844,6
2855,6
2879,6
2880,6
2881,6
2884,6
2887,6
2888,6
2889,6
2891,6
2893,6
2896,6
2898,6
2900,6
2902,6
2903,6
2905,6
2906,6
2917,6
2940,6
2942,6
2944,6
2945,6
2948,6
2949,6
2951,6
2954,6
2955,6
2959,6
2960,6
2961,6
2962,6
2963,6
2964,6
2965,6
2976,6
2998,6
3000,6
3001,6
3002,6
3003,6
3004,6
3006,6
3007,6
3009,6
3010,6
3011,6
3014,6
3015,6
3016,6
3022,6
3033,6
3055,6
3057,6
3058,6
3059,6
3060,6
3061,6
3063,6
3064,6
3066,6
3067,6
3068,6
3071,6
3072,6
3073,6
3079,6
3090,6
3112,6
3113,6
3115,6
3122,6
3123,6
3126,6
3129,6
3130,6
3131,6
3133,6
3134,6
3135,6
3147,6
3169,6
3170,6
3173,6
3174,6
3178,6
3182,6
3184,6
3187,6
3188,6
3191,6
3204,6
3226,6
3231,6
3234,6
3238,6
3241,6
3242,6
3245,6
3246,6
3247,6
3261,6
3283,6
3284,6
3285,6
3288,6
3289,6
3294,6
3295,6
3296,6
3299,6
3302,6
3304,6
3305,6
3306,6
3318,6
3340,6
3341,6
3342,6
3345,6
3346,6
3351,6
3352,6
3353,6
3356,6
3359,6
3361,6
3362,6
3363,6
2,7
36,7
40,7
42,7
44,7
47,7
48,7
50,7
55,7
57,7
59,7
61,7
62,7
63,7
66,7
68,7
69,7
70,7
72,7
75,7
80,7
85,7
91,7
92,7
96,7
97,7
99,7
109,7
144,7
147,7
148,7
149,7
159,7
161,7
164,7
168,7
169,7
178,7
181,7
183,7
184,7
189,7
190,7
191,7
194,7
195,7
197,7
198,7
201,7
202,7
205,7
206,7
210,7
220,7
255,7
258,7
259,7
260,7
270,7
272,7
275,7
279,7
280,7
289,7
292,7
294,7
295,7
300,7
301,7
302,7
305,7
306,7
308,7
309,7
312,7
313,7
316,7
317,7
321,7
332,7
366,7
367,7
369,7
370,7
371,7
375,7
376,7
377,7
378,7
379,7
383,7
384,7
385,7
389,7
391,7
392,7
394,7
396,7
399,7
400,7
402,7
404,7
407,7
410,7
411,7
412,7
417,7
419,7
420,7
422,7
425,7
426,7
433,7
467,7
468,7
470,7
471,7
472,7
476,7
477,7
478,7
479,7
480,7
484,7
485,7
486,7
490,7
492,7
493,7
495,7
497,7
500,7
501,7
503,7
505,7
508,7
511,7
512,7
513,7
518,7
520,7
521,7
523,7
526,7
527,7
533,7
568,7
571,7
572,7
573,7
578,7
579,7
581,7
583,7
585,7
586,7
589,7
592,7
593,7
598,7
599,7
606,7
608,7
610,7
612,7
614,7
615,7
618,7
619,7
621,7
622,7
625,7
626,7
627,7
630,7
631,7
632,7
636,7
637,7
644,7
679,7
681,7
682,7
687,7
689,7
690,7
691,7
693,7
699,7
700,7
701,7
702,7
703,7
706,7
707,7
709,7
710,7
713,7
715,7
716,7
721,7
722,7
725,7
730,7
731,7
733,7
735,7
736,7
738,7
739,7
742,7
745,7
746,7
748,7
749,7
754,7
791,7
792,7
796,7
800,7
801,7
804,7
806,7
809,7
812,7
816,7
818,7
819,7
822,7
823,7
824,7
826,7
827,7
830,7
831,7
834,7
836,7
838,7
840,7
843,7
844,7
846,7
848,7
851,7
856,7
858,7
861,7
863,7
868,7
906,7
907,7
909,7
912,7
914,7
921,7
928,7
930,7
931,7
934,7
935,7
936,7
941,7
942,7
943,7
951,7
954,7
957,7
959,7
960,7
963,7
965,7
974,7
981,7
985,7
1023,7
1024,7
1026,7
1029,7
1031,7
1038,7
1045,7
1047,7
1048,7
1051,7
1052,7
1053,7
1058,7
1059,7
1060,7
1068,7
1071,7
1074,7
1076,7
1077,7
1080,7
1082,7
1091,7
1098,7
1102,7
1140,7
1141,7
1147,7
1148,7
1153,7
1154,7
1158,7
1164,7
1165,7
1168,7
1169,7
1172,7
1176,7
1178,7
1180,7
1191,7
1192,7
1194,7
1195,7
1197,7
1201,7
1204,7
1205,7
1211,7
1214,7
1219,7
1255,7
1257,7
1258,7
1261,7
1263,7
1265,7
1267,7
1272,7
1274,7
1276,7
1278,7
1279,7
1280,7
1281,7
1282,7
1284,7
1287,7
1288,7
1289,7
1290,7
1291,7
1302,7
1303,7
1305,7
1307,7
1308,7
1315,7
1318,7
1319,7
1323,7
1324,7
1330,7
1367,7
1369,7
1379,7
1380,7
1384,7
1387,7
1394,7
1396,7
1397,7
1405,7
1406,7
1408,7
1411,7
1412,7
1414,7
1417,7
1418,7
1425,7
1426,7
1428,7
1432,7
1434,7
1435,7
1438,7
1439,7
1444,7
1480,7
1481,7
1482,7
1483,7
1484,7
1485,7
1491,7
1495,7
1496,7
1498,7
1500,7
1501,7
1503,7
1504,7
1506,7
1508,7
1511,7
1512,7
1514,7
1519,7
1520,7
1524,7
1529,7
1532,7
1534,7
1535,7
1537,7
1542,7
1545,7
1548,7
1555,7
1591,7
1592,7
1593,7
1594,7
1595,7
1596,7
1602,7
1606,7
1607,7
1609,7
1611,7
1612,7
1614,7
1615,7
1617,7
1619,7
1622,7
1623,7
1625,7
1630,7
1631,7
1635,7
1640,7
1643,7
1645,7
1646,7
1648,7
1653,7
1656,7
1659,7
1666,7
1701,7
1702,7
1704,7
1705,7
1706,7
1709,7
1710,7
1712,7
1714,7
1715,7
1719,7
1720,7
1723,7
1729,7
1730,7
1731,7
1736,7
1739,7
1745,7
1748,7
1751,7
1753,7
1754,7
1755,7
1757,7
1758,7
1761,7
1764,7
1765,7
1766,7
1774,7
1809,7
1810,7
1813,7
1814,7
1815,7
1817,7
1818,7
1820,7
1822,7
1825,7
1828,7
1829,7
1832,7
1833,7
1835,7
1837,7
1839,7
1841,7
1842,7
1843,7
1844,7
1846,7
1848,7
1854,7
1855,7
1857,7
1858,7
1859,7
1866,7
1868,7
1870,7
1873,7
1876,7
1883,7
1914,7
1915,7
1919,7
1921,7
1924,7
1926,7
1927,7
1928,7
1930,7
1933,7
1935,7
1938,7
1941,7
1943,7
1947,7
1949,7
1950,7
1952,7
1955,7
1956,7
1959,7
1964,7
1967,7
1968,7
1970,7
1974,7
1982,7
2018,7
2026,7
2031,7
2032,7
2040,7
2042,7
2044,7
2049,7
2063,7
2078,7
2114,7
2122,7
2127,7
2128,7
2136,7
2138,7
2140,7
2145,7
2159,7
4742,7
4748,7
4750,7
4756,7
4762,7
4764,7
2174,8
2197,8
2200,8
2206,8
2208,8
2209,8
2210,8
2211,8
2213,8
2215,8
2236,8
2259,8
2262,8
2263,8
2264,8
2266,8
2267,8
2268,8
2270,8
2271,8
2276,8
2277,8
2279,8
2282,8
2298,8
2321,8
2324,8
2325,8
2326,8
2328,8
2329,8
2330,8
2332,8
2333,8
2338,8
2339,8
2341,8
2344,8
2360,8
2383,8
2384,8
2385,8
2388,8
2390,8
2392,8
2393,8
2394,8
2395,8
2397,8
2403,8
2404,8
2406,8
2409,8
2410,8
2422,8
2445,8
2446,8
2447,8
2450,8
2452,8
2454,8
2455,8
2456,8
2457,8
2459,8
2465,8
2466,8
2468,8
2471,8
2472,8
2484,8
2507,8
2509,8
2510,8
2514,8
2516,8
2520,8
2522,8
2523,8
2524,8
2530,8
2546,8
2569,8
2574,8
2575,8
2576,8
2579,8
2581,8
2585,8
2586,8
2587,8
2588,8
2589,8
2590,8
2592,8
2595,8
2596,8
2608,8
2631,8
2633,8
2635,8
2638,8
2642,8
2643,8
2644,8
2645,8
2646,8
2647,8
2649,8
2652,8
2653,8
2654,8
2656,8
2657,8
2658,8
2670,8
2693,8
2695,8
2699,8
2702,8
2705,8
2706,8
2707,8
2709,8
2712,8
2713,8
2714,8
2716,8
2717,8
2718,8
2720,8
2732,8
2755,8
2757,8
2761,8
2764,8
2767,8
2768,8
2769,8
2771,8
2774,8
2775,8
2776,8
2778,8
2779,8
2780,8
2782,8
2794,8
2817,8
2828,8
2831,8
2832,8
2833,8
2835,8
2836,8
2837,8
2839,8
2840,8
2856,8
2879,8
2883,8
2886,8
2892,8
2894,8
2895,8
2896,8
2897,8
2899,8
2901,8
2918,8
2940,8
2941,8
2943,8
2944,8
2947,8
2948,8
2949,8
2950,8
2952,8
2961,8
2962,8
2977,8
2998,8
3002,8
3013,8
3016,8
3017,8
3019,8
3034,8
3055,8
3059,8
3070,8
3073,8
3074,8
3076,8
3091,8
3112,8
3114,8
3117,8
3121,8
3125,8
3128,8
3136,8
3148,8
3169,8
3172,8
3173,8
3175,8
3177,8
3181,8
3185,8
3186,8
3190,8
3193,8
3205,8
3226,8
3227,8
3230,8
3232,8
3234,8
3236,8
3239,8
3244,8
3247,8
3248,8
3250,8
3262,8
3283,8
3284,8
3285,8
3286,8
3290,8
3291,8
3296,8
3298,8
3300,8
3301,8
3303,8
3307,8
3319,8
3340,8
3341,8
3342,8
3343,8
3347,8
3348,8
3353,8
3355,8
3357,8
3358,8
3360,8
3364,8
5553,9
5555,9
5557,9
5558,9
5560,9
5562,9
5563,9
5565,9
5567,9
5568,9
5570,9
5572,9
5573,9
5575,9
5577,9
5578,9
5580,9
5582,9
5583,9
5585,9
5587,9
5588,9
5590,9
5592,9
5593,9
5595,9
5597,9
5598,9
5600,9
5602,9
5603,9
5605,9
5607,9
5608,9
5610,9
5612,9
5613,9
5615,9
5617,9
5618,9
5620,9
5622,9
5623,9
5625,9
5627,9
5628,9
5630,9
5632,9
5633,9
5635,9
5637,9
5638,9
5640,9
5642,9
5643,9
5645,9
5647,9
5648,9
5650,9
5652,9
3,10
36,10
37,10
38,10
39,10
40,10
41,10
43,10
45,10
46,10
47,10
49,10
52,10
53,10
54,10
55,10
56,10
58,10
65,10
66,10
67,10
68,10
71,10
72,10
73,10
75,10
76,10
78,10
79,10
80,10
81,10
84,10
86,10
87,10
88,10
90,10
93,10
94,10
95,10
98,10
101,10
102,10
110,10
144,10
145,10
149,10
150,10
151,10
154,10
155,10
157,10
158,10
160,10
163,10
165,10
168,10
170,10
172,10
173,10
174,10
175,10
176,10
177,10
178,10
180,10
182,10
185,10
186,10
187,10
188,10
192,10
193,10
194,10
195,10
196,10
198,10
200,10
202,10
207,10
208,10
209,10
214,10
221,10
255,10
256,10
260,10
261,10
262,10
265,10
266,10
268,10
269,10
271,10
274,10
276,10
279,10
281,10
283,10
284,10
285,10
286,10
287,10
288,10
289,10
291,10
293,10
296,10
297,10
298,10
299,10
303,10
304,10
305,10
306,10
307,10
309,10
311,10
313,10
318,10
319,10
320,10
325,10
333,10
366,10
367,10
368,10
370,10
371,10
374,10
375,10
377,10
381,10
382,10
384,10
386,10
392,10
395,10
396,10
397,10
398,10
400,10
401,10
402,10
403,10
404,10
406,10
409,10
411,10
415,10
416,10
417,10
418,10
419,10
421,10
423,10
424,10
434,10
467,10
468,10
469,10
471,10
472,10
475,10
476,10
478,10
482,10
483,10
485,10
487,10
493,10
496,10
497,10
498,10
499,10
501,10
502,10
503,10
504,10
505,10
507,10
510,10
512,10
516,10
517,10
518,10
519,10
520,10
522,10
524,10
525,10
534,10
568,10
569,10
570,10
572,10
573,10
575,10
576,10
577,10
578,10
587,10
588,10
589,10
591,10
592,10
594,10
596,10
597,10
601,10
602,10
603,10
604,10
605,10
607,10
608,10
609,10
611,10
613,10
614,10
617,10
618,10
619,10
620,10
624,10
626,10
627,10
628,10
629,10
632,10
635,10
636,10
637,10
638,10
645,10
679,10
680,10
682,10
689,10
690,10
691,10
692,10
695,10
696,10
697,10
698,10
704,10
708,10
710,10
711,10
712,10
714,10
717,10
719,10
720,10
721,10
724,10
726,10
727,10
728,10
729,10
730,10
731,10
737,10
740,10
741,10
742,10
744,10
746,10
747,10
748,10
755,10
791,10
792,10
793,10
795,10
797,10
798,10
799,10
801,10
802,10
805,10
806,10
807,10
809,10
811,10
813,10
814,10
815,10
816,10
817,10
819,10
820,10
821,10
823,10
825,10
827,10
828,10
829,10
831,10
832,10
834,10
836,10
837,10
839,10
840,10
842,10
844,10
845,10
847,10
849,10
850,10
851,10
852,10
854,10
855,10
857,10
858,10
859,10
861,10
862,10
869,10
906,10
907,10
909,10
910,10
912,10
913,10
914,10
915,10
916,10
918,10
919,10
920,10
922,10
923,10
924,10
925,10
926,10
927,10
931,10
933,10
934,10
937,10
939,10
940,10
941,10
946,10
948,10
949,10
950,10
952,10
953,10
958,10
961,10
962,10
963,10
964,10
966,10
969,10
970,10
971,10
972,10
975,10
976,10
977,10
978,10
979,10
980,10
981,10
986,10
1023,10
1024,10
1026,10
1027,10
1029,10
1030,10
1031,10
1032,10
1033,10
1035,10
1036,10
1037,10
1039,10
1040,10
1041,10
1042,10
1043,10
1044,10
1048,10
1050,10
1051,10
1054,10
1056,10
1057,10
1058,10
1063,10
1065,10
1066,10
1067,10
1069,10
1070,10
1075,10
1078,10
1079,10
1080,10
1081,10
1083,10
1086,10
1087,10
1088,10
1089,10
1092,10
1093,10
1094,10
1095,10
1096,10
1097,10
1098,10
1103,10
1140,10
1141,10
1142,10
1143,10
1144,10
1145,10
1147,10
1148,10
1149,10
1151,10
1152,10
1156,10
1157,10
1159,10
1160,10
1163,10
1165,10
1166,10
1167,10
1168,10
1170,10
1171,10
1173,10
1174,10
1176,10
1177,10
1178,10
1179,10
1181,10
1183,10
1184,10
1185,10
1187,10
1188,10
1189,10
1190,10
1193,10
1195,10
1197,10
1200,10
1201,10
1202,10
1206,10
1210,10
1211,10
1212,10
1213,10
1220,10
1255,10
1256,10
1257,10
1258,10
1259,10
1260,10
1263,10
1264,10
1265,10
1268,10
1269,10
1270,10
1271,10
1274,10
1275,10
1276,10
1280,10
1282,10
1284,10
1285,10
1288,10
1289,10
1293,10
1296,10
1301,10
1302,10
1304,10
1307,10
1308,10
1309,10
1311,10
1313,10
1314,10
1316,10
1318,10
1320,10
1324,10
1325,10
1331,10
1367,10
1368,10
1370,10
1372,10
1374,10
1375,10
1376,10
1377,10
1378,10
1379,10
1380,10
1381,10
1382,10
1383,10
1385,10
1386,10
1389,10
1390,10
1392,10
1393,10
1394,10
1396,10
1399,10
1400,10
1401,10
1402,10
1403,10
1404,10
1405,10
1406,10
1407,10
1411,10
1412,10
1414,10
1415,10
1416,10
1419,10
1420,10
1422,10
1423,10
1424,10
1425,10
1426,10
1428,10
1429,10
1431,10
1433,10
1436,10
1438,10
1439,10
1445,10
1480,10
1481,10
1482,10
1484,10
1487,10
1488,10
1491,10
1493,10
1494,10
1495,10
1496,10
1497,10
1499,10
1500,10
1503,10
1505,10
1508,10
1509,10
1510,10
1511,10
1512,10
1514,10
1515,10
1516,10
1518,10
1519,10
1521,10
1522,10
1524,10
1525,10
1526,10
1527,10
1528,10
1530,10
1531,10
1532,10
1536,10
1537,10
1538,10
1539,10
1540,10
1541,10
1544,10
1546,10
1550,10
1556,10
1591,10
1592,10
1593,10
1595,10
1598,10
1599,10
1602,10
1604,10
1605,10
1606,10
1607,10
1608,10
1610,10
1611,10
1614,10
1616,10
1619,10
1620,10
1621,10
1622,10
1623,10
1625,10
1626,10
1627,10
1629,10
1630,10
1632,10
1633,10
1635,10
1636,10
1637,10
1638,10
1639,10
1641,10
1642,10
1643,10
1647,10
1648,10
1649,10
1650,10
1651,10
1652,10
1655,10
1657,10
1661,10
1667,10
1701,10
1705,10
1708,10
1709,10
1711,10
1713,10
1715,10
1718,10
1722,10
1724,10
1725,10
1726,10
1727,10
1728,10
1730,10
1735,10
1737,10
1739,10
1740,10
1741,10
1744,10
1746,10
1747,10
1748,10
1749,10
1754,10
1755,10
1756,10
1757,10
1759,10
1762,10
1763,10
1764,10
1767,10
1769,10
1775,10
1809,10
1811,10
1812,10
1816,10
1821,10
1823,10
1826,10
1827,10
1828,10
1830,10
1833,10
1834,10
1837,10
1839,10
1840,10
1841,10
1843,10
1845,10
1846,10
1847,10
1848,10
1849,10
1850,10
1851,10
1856,10
1860,10
1862,10
1865,10
1867,10
1868,10
1871,10
1872,10
1873,10
1875,10
1884,10
1914,10
1918,10
1919,10
1920,10
1921,10
1922,10
1924,10
1925,10
1928,10
1929,10
1930,10
1934,10
1937,10
1939,10
1940,10
1943,10
1944,10
1946,10
1949,10
1950,10
1952,10
1953,10
1955,10
1957,10
1959,10
1960,10
1962,10
1965,10
1966,10
1969,10
1972,10
1973,10
1974,10
1975,10
1976,10
1983,10
2018,10
2019,10
2020,10
2021,10
2022,10
2025,10
2027,10
2029,10
2031,10
2033,10
2034,10
2035,10
2036,10
2038,10
2040,10
2041,10
2042,10
2043,10
2045,10
2046,10
2047,10
2048,10
2050,10
2051,10
2052,10
2053,10
2057,10
2058,10
2059,10
2062,10
2063,10
2065,10
2066,10
2069,10
2070,10
2071,10
2079,10
2114,10
2115,10
2116,10
2117,10
2118,10
2121,10
2123,10
2125,10
2127,10
2129,10
2130,10
2131,10
2132,10
2134,10
2136,10
2137,10
2138,10
2139,10
2141,10
2142,10
2143,10
2144,10
2146,10
2147,10
2148,10
2149,10
2153,10
