rule_id,rule_family,unit_id,time_id,subgroup_id,sense,rhs,gen_scope,gen_coef,online_capacity_source
DEMAND_BALANCE[t=39],MICROGRID_POWER_BALANCE,,39.0,,=,5280.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=39],ISLANDING_RESERVE_REQ,,39.0,,>=,528.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=40],MICROGRID_POWER_BALANCE,,40.0,,=,5400.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=40],ISLANDING_RESERVE_REQ,,40.0,,>=,540.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=41],MICROGRID_POWER_BALANCE,,41.0,,=,5100.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=41],ISLANDING_RESERVE_REQ,,41.0,,>=,510.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=42],MICROGRID_POWER_BALANCE,,42.0,,=,5340.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=42],ISLANDING_RESERVE_REQ,,42.0,,>=,534.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=43],MICROGRID_POWER_BALANCE,,43.0,,=,5640.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=43],ISLANDING_RESERVE_REQ,,43.0,,>=,564.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=44],MICROGRID_POWER_BALANCE,,44.0,,=,5880.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=44],ISLANDING_RESERVE_REQ,,44.0,,>=,588.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=45],MICROGRID_POWER_BALANCE,,45.0,,=,6000.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=45],ISLANDING_RESERVE_REQ,,45.0,,>=,600.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=46],MICROGRID_POWER_BALANCE,,46.0,,=,5400.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=46],ISLANDING_RESERVE_REQ,,46.0,,>=,540.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=47],MICROGRID_POWER_BALANCE,,47.0,,=,5220.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=47],ISLANDING_RESERVE_REQ,,47.0,,>=,522.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=48],MICROGRID_POWER_BALANCE,,48.0,,=,4920.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=48],ISLANDING_RESERVE_REQ,,48.0,,>=,492.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=49],MICROGRID_POWER_BALANCE,,49.0,,=,4200.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=49],ISLANDING_RESERVE_REQ,,49.0,,>=,420.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=50],MICROGRID_POWER_BALANCE,,50.0,,=,3960.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=50],ISLANDING_RESERVE_REQ,,50.0,,>=,396.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=51],MICROGRID_POWER_BALANCE,,51.0,,=,3480.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=51],ISLANDING_RESERVE_REQ,,51.0,,>=,348.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=52],MICROGRID_POWER_BALANCE,,52.0,,=,2400.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=52],ISLANDING_RESERVE_REQ,,52.0,,>=,240.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=53],MICROGRID_POWER_BALANCE,,53.0,,=,3000.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=53],ISLANDING_RESERVE_REQ,,53.0,,>=,300.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=54],MICROGRID_POWER_BALANCE,,54.0,,=,3600.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=54],ISLANDING_RESERVE_REQ,,54.0,,>=,360.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=55],MICROGRID_POWER_BALANCE,,55.0,,=,4200.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=55],ISLANDING_RESERVE_REQ,,55.0,,>=,420.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=56],MICROGRID_POWER_BALANCE,,56.0,,=,4680.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=56],ISLANDING_RESERVE_REQ,,56.0,,>=,468.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=57],MICROGRID_POWER_BALANCE,,57.0,,=,4920.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=57],ISLANDING_RESERVE_REQ,,57.0,,>=,492.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=58],MICROGRID_POWER_BALANCE,,58.0,,=,5280.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=58],ISLANDING_RESERVE_REQ,,58.0,,>=,528.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=59],MICROGRID_POWER_BALANCE,,59.0,,=,5340.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=59],ISLANDING_RESERVE_REQ,,59.0,,>=,534.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=60],MICROGRID_POWER_BALANCE,,60.0,,=,5040.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=60],ISLANDING_RESERVE_REQ,,60.0,,>=,504.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=61],MICROGRID_POWER_BALANCE,,61.0,,=,4800.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=61],ISLANDING_RESERVE_REQ,,61.0,,>=,480.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=62],MICROGRID_POWER_BALANCE,,62.0,,=,4560.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=62],ISLANDING_RESERVE_REQ,,62.0,,>=,456.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=63],MICROGRID_POWER_BALANCE,,63.0,,=,5280.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=63],ISLANDING_RESERVE_REQ,,63.0,,>=,528.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=64],MICROGRID_POWER_BALANCE,,64.0,,=,5400.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=64],ISLANDING_RESERVE_REQ,,64.0,,>=,540.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=65],MICROGRID_POWER_BALANCE,,65.0,,=,5100.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=65],ISLANDING_RESERVE_REQ,,65.0,,>=,510.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=66],MICROGRID_POWER_BALANCE,,66.0,,=,5340.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=66],ISLANDING_RESERVE_REQ,,66.0,,>=,534.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=67],MICROGRID_POWER_BALANCE,,67.0,,=,5640.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=67],ISLANDING_RESERVE_REQ,,67.0,,>=,564.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=68],MICROGRID_POWER_BALANCE,,68.0,,=,5880.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=68],ISLANDING_RESERVE_REQ,,68.0,,>=,588.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=69],MICROGRID_POWER_BALANCE,,69.0,,=,6000.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=69],ISLANDING_RESERVE_REQ,,69.0,,>=,600.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=70],MICROGRID_POWER_BALANCE,,70.0,,=,5400.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=70],ISLANDING_RESERVE_REQ,,70.0,,>=,540.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=71],MICROGRID_POWER_BALANCE,,71.0,,=,5220.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=71],ISLANDING_RESERVE_REQ,,71.0,,>=,522.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=72],MICROGRID_POWER_BALANCE,,72.0,,=,4920.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=72],ISLANDING_RESERVE_REQ,,72.0,,>=,492.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=73],MICROGRID_POWER_BALANCE,,73.0,,=,4200.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=73],ISLANDING_RESERVE_REQ,,73.0,,>=,420.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=74],MICROGRID_POWER_BALANCE,,74.0,,=,3960.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=74],ISLANDING_RESERVE_REQ,,74.0,,>=,396.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=75],MICROGRID_POWER_BALANCE,,75.0,,=,3480.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=75],ISLANDING_RESERVE_REQ,,75.0,,>=,348.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=76],MICROGRID_POWER_BALANCE,,76.0,,=,2400.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=76],ISLANDING_RESERVE_REQ,,76.0,,>=,240.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=77],MICROGRID_POWER_BALANCE,,77.0,,=,3000.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=77],ISLANDING_RESERVE_REQ,,77.0,,>=,300.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=78],MICROGRID_POWER_BALANCE,,78.0,,=,3600.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=78],ISLANDING_RESERVE_REQ,,78.0,,>=,360.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=79],MICROGRID_POWER_BALANCE,,79.0,,=,4200.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=79],ISLANDING_RESERVE_REQ,,79.0,,>=,420.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=80],MICROGRID_POWER_BALANCE,,80.0,,=,4680.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=80],ISLANDING_RESERVE_REQ,,80.0,,>=,468.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=81],MICROGRID_POWER_BALANCE,,81.0,,=,4920.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=81],ISLANDING_RESERVE_REQ,,81.0,,>=,492.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=82],MICROGRID_POWER_BALANCE,,82.0,,=,5280.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=82],ISLANDING_RESERVE_REQ,,82.0,,>=,528.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
DEMAND_BALANCE[t=83],MICROGRID_POWER_BALANCE,,83.0,,=,5340.0,ALL_DISPATCHABLE_MODES_AT_TIME,1.0,
SPINNING_RESERVE[t=83],ISLANDING_RESERVE_REQ,,83.0,,>=,534.0,ALL_DISPATCHABLE_MODES_AT_TIME,-1.0,MAX_MODE_OUTPUT
