decision_id,node_id,coef
d011885,c3871,-1.0
d011886,c3872,-1.0
d011888,c3874,-1.0
d011889,c3875,-1.0
d011890,c3876,-1.0
d011891,c3877,-1.0
d011892,c3878,-1.0
d011893,c3879,-1.0
d011894,c3880,-1.0
d011895,c3881,-1.0
d011896,c3882,-1.0
d011897,c3883,-1.0
d011899,c3885,-1.0
d011900,c3886,-1.0
d011901,c3887,-1.0
d011902,c3888,-1.0
d011903,c3889,-1.0
d011904,c3890,-1.0
d011905,c3891,-1.0
d011906,c3892,-1.0
d011907,c3893,-1.0
d011908,c3894,-1.0
d011910,c3896,-1.0
d011911,c3897,-1.0
d011912,c3898,-1.0
d011913,c3899,-1.0
d011914,c3900,-1.0
d011915,c3901,-1.0
d011916,c3902,-1.0
d011917,c3903,-1.0
d011918,c3904,-1.0
d011919,c3905,-1.0
d011921,c3907,-1.0
d011922,c3908,-1.0
d011923,c3909,-1.0
d011924,c3910,-1.0
d011925,c3911,-1.0
d011926,c3912,-1.0
d011927,c3913,-1.0
d011928,c3914,-1.0
d011929,c3915,-1.0
d011930,c3916,-1.0
d011932,c3918,-1.0
d011933,c3919,-1.0
d011934,c3920,-1.0
d011935,c3921,-1.0
d011936,c3922,-1.0
d011937,c3923,-1.0
d011938,c3924,-1.0
d011939,c3925,-1.0
d011940,c3926,-1.0
d011941,c3927,-1.0
d011943,c3929,-1.0
d011944,c3930,-1.0
d011945,c3931,-1.0
d011946,c3932,-1.0
d011947,c3933,-1.0
d011948,c3934,-1.0
d011949,c3935,-1.0
d011950,c3936,-1.0
d011951,c3937,-1.0
d011952,c3938,-1.0
d011954,c3940,-1.0
d011955,c3941,-1.0
d011956,c3942,-1.0
d011957,c3943,-1.0
d011958,c3944,-1.0
d011959,c3945,-1.0
d011960,c3946,-1.0
d011961,c3947,-1.0
d011962,c3948,-1.0
d011963,c3949,-1.0
d011965,c3951,-1.0
d011966,c3952,-1.0
d011967,c3953,-1.0
d011968,c3954,-1.0
d011969,c3955,-1.0
d011970,c3956,-1.0
d011971,c3957,-1.0
d011972,c3958,-1.0
d011973,c3959,-1.0
d011974,c3960,-1.0
d011976,c3962,-1.0
d011977,c3963,-1.0
d011978,c3964,-1.0
d011979,c3965,-1.0
d011980,c3966,-1.0
d011981,c3967,-1.0
d011982,c3968,-1.0
d011983,c3969,-1.0
d011984,c3970,-1.0
d011985,c3971,-1.0
d011987,c3973,-1.0
d011988,c3974,-1.0
d011989,c3975,-1.0
d011990,c3976,-1.0
d011991,c3977,-1.0
d011992,c3978,-1.0
d011993,c3979,-1.0
d011994,c3980,-1.0
d011995,c3981,-1.0
d011996,c3982,-1.0
d011998,c3984,-1.0
d011999,c3985,-1.0
d012000,c3986,-1.0
d012001,c3987,-1.0
d012002,c3988,-1.0
d012003,c3989,-1.0
d012004,c3990,-1.0
d012005,c3991,-1.0
d012006,c3992,-1.0
d012007,c3993,-1.0
d012009,c3995,-1.0
d012010,c3996,-1.0
d012011,c3997,-1.0
d012012,c3998,-1.0
d012013,c3999,-1.0
d012014,c4000,-1.0
d012015,c4001,-1.0
d012016,c4002,-1.0
d012017,c4003,-1.0
d012018,c4004,-1.0
d012020,c4006,-1.0
d012021,c4007,-1.0
d012022,c4008,-1.0
d012023,c4009,-1.0
d012024,c4010,-1.0
d012025,c4011,-1.0
d012026,c4012,-1.0
d012027,c4013,-1.0
d012028,c4014,-1.0
d012029,c4015,-1.0
d012031,c4017,-1.0
d012032,c4018,-1.0
d012033,c4019,-1.0
d012034,c4020,-1.0
d012035,c4021,-1.0
d012036,c4022,-1.0
d012037,c4023,-1.0
d012038,c4024,-1.0
d012039,c4025,-1.0
d012040,c4026,-1.0
d012042,c4028,-1.0
d012043,c4029,-1.0
d012044,c4030,-1.0
d012045,c4031,-1.0
d012046,c4032,-1.0
d012047,c4033,-1.0
d012048,c4034,-1.0
d012049,c4035,-1.0
d012050,c4036,-1.0
d012051,c4037,-1.0
d012053,c4039,-1.0
d012054,c4040,-1.0
d012055,c4041,-1.0
d012056,c4042,-1.0
d012057,c4043,-1.0
d012058,c4044,-1.0
d012059,c4045,-1.0
d012060,c4046,-1.0
d012061,c4047,-1.0
d012062,c4048,-1.0
d012064,c4050,-1.0
d012065,c4051,-1.0
d012066,c4052,-1.0
d012067,c4053,-1.0
d012068,c4054,-1.0
d012069,c4055,-1.0
d012070,c4056,-1.0
d012071,c4057,-1.0
d012072,c4058,-1.0
d012073,c4059,-1.0
d012075,c4061,-1.0
d012076,c4062,-1.0
d012077,c4063,-1.0
d012078,c4064,-1.0
d012079,c4065,-1.0
d012080,c4066,-1.0
d012081,c4067,-1.0
d012082,c4068,-1.0
d012083,c4069,-1.0
d012084,c4070,-1.0
d012086,c4072,-1.0
d012087,c4073,-1.0
d012088,c4074,-1.0
d012089,c4075,-1.0
d012090,c4076,-1.0
d012091,c4077,-1.0
d012092,c4078,-1.0
d012093,c4079,-1.0
d012094,c4080,-1.0
d012095,c4081,-1.0
d012097,c4083,-1.0
d012098,c4084,-1.0
d012099,c4085,-1.0
d012100,c4086,-1.0
d012101,c4087,-1.0
d012102,c4088,-1.0
d012103,c4089,-1.0
d012104,c4090,-1.0
d012105,c4091,-1.0
d012106,c4092,-1.0
d012108,c4094,-1.0
d012109,c4095,-1.0
d012110,c4096,-1.0
d012111,c4097,-1.0
d012112,c4098,-1.0
d012113,c4099,-1.0
d012114,c4100,-1.0
d012115,c4101,-1.0
d012116,c4102,-1.0
d012117,c4103,-1.0
d012119,c4105,-1.0
d012120,c4106,-1.0
d012121,c4107,-1.0
d012122,c4108,-1.0
d012123,c4109,-1.0
d012124,c4110,-1.0
d012125,c4111,-1.0
d012126,c4112,-1.0
d012127,c4113,-1.0
d012128,c4114,-1.0
d012130,c4116,-1.0
d012131,c4117,-1.0
d012132,c4118,-1.0
d012133,c4119,-1.0
d012134,c4120,-1.0
d012135,c4121,-1.0
d012136,c4122,-1.0
d012137,c4123,-1.0
d012138,c4124,-1.0
d012139,c4125,-1.0
d012141,c4127,-1.0
d012142,c4128,-1.0
d012143,c4129,-1.0
d012144,c4130,-1.0
d012145,c4131,-1.0
d012146,c4132,-1.0
d012147,c4133,-1.0
d012148,c4134,-1.0
d012149,c4135,-1.0
d012150,c4136,-1.0
d012152,c4138,-1.0
d012153,c4139,-1.0
d012154,c4140,-1.0
d012155,c4141,-1.0
d012156,c4142,-1.0
d012157,c4143,-1.0
d012158,c4144,-1.0
d012159,c4145,-1.0
d012160,c4146,-1.0
d012161,c4147,-1.0
d012163,c4149,-1.0
d012164,c4150,-1.0
d012165,c4151,-1.0
d012166,c4152,-1.0
d012167,c4153,-1.0
d012168,c4154,-1.0
d012169,c4155,-1.0
d012170,c4156,-1.0
d012171,c4157,-1.0
d012172,c4158,-1.0
d012174,c4160,-1.0
d012175,c4161,-1.0
d012176,c4162,-1.0
d012177,c4163,-1.0
d012178,c4164,-1.0
d012179,c4165,-1.0
d012180,c4166,-1.0
d012181,c4167,-1.0
d012182,c4168,-1.0
d012183,c4169,-1.0
d012185,c4171,-1.0
d012186,c4172,-1.0
d012187,c4173,-1.0
d012188,c4174,-1.0
d012189,c4175,-1.0
d012190,c4176,-1.0
d012191,c4177,-1.0
d012192,c4178,-1.0
d012193,c4179,-1.0
d012194,c4180,-1.0
d012196,c4182,-1.0
d012197,c4183,-1.0
d012198,c4184,-1.0
d012199,c4185,-1.0
d012200,c4186,-1.0
d012201,c4187,-1.0
d012202,c4188,-1.0
d012203,c4189,-1.0
d012204,c4190,-1.0
d012205,c4191,-1.0
d012207,c4193,-1.0
d012208,c4194,-1.0
d012209,c4195,-1.0
d012210,c4196,-1.0
d012211,c4197,-1.0
d012212,c4198,-1.0
d012213,c4199,-1.0
d012214,c4200,-1.0
d012215,c4201,-1.0
d012216,c4202,-1.0
d012218,c4204,-1.0
d012219,c4205,-1.0
d012220,c4206,-1.0
d012221,c4207,-1.0
d012222,c4208,-1.0
d012223,c4209,-1.0
d012224,c4210,-1.0
d012225,c4211,-1.0
d012226,c4212,-1.0
d012227,c4213,-1.0
d012229,c4215,-1.0
d012230,c4216,-1.0
d012231,c4217,-1.0
d012232,c4218,-1.0
d012233,c4219,-1.0
d012234,c4220,-1.0
d012235,c4221,-1.0
d012236,c4222,-1.0
d012237,c4223,-1.0
d012238,c4224,-1.0
d012240,c4226,-1.0
d012241,c4227,-1.0
d012242,c4228,-1.0
d012243,c4229,-1.0
d012244,c4230,-1.0
d012245,c4231,-1.0
d012246,c4232,-1.0
d012247,c4233,-1.0
d012248,c4234,-1.0
d012249,c4235,-1.0
d012251,c4237,-1.0
d012252,c4238,-1.0
d012253,c4239,-1.0
d012254,c4240,-1.0
d012255,c4241,-1.0
d012256,c4242,-1.0
d012257,c4243,-1.0
d012258,c4244,-1.0
d012259,c4245,-1.0
d012260,c4246,-1.0
d012262,c4248,-1.0
d012263,c4249,-1.0
d012264,c4250,-1.0
d012265,c4251,-1.0
d012266,c4252,-1.0
d012267,c4253,-1.0
d012268,c4254,-1.0
d012269,c4255,-1.0
d012270,c4256,-1.0
d012271,c4257,-1.0
d012273,c4259,-1.0
d012274,c4260,-1.0
d012275,c4261,-1.0
d012276,c4262,-1.0
d012277,c4263,-1.0
d012278,c4264,-1.0
d012279,c4265,-1.0
d012280,c4266,-1.0
d012281,c4267,-1.0
d012282,c4268,-1.0
d012284,c4270,-1.0
d012285,c4271,-1.0
d012286,c4272,-1.0
d012287,c4273,-1.0
d012288,c4274,-1.0
d012289,c4275,-1.0
d012290,c4276,-1.0
d012291,c4277,-1.0
d012292,c4278,-1.0
d012293,c4279,-1.0
d012295,c4281,-1.0
d012296,c4282,-1.0
d012297,c4283,-1.0
d012298,c4284,-1.0
d012299,c4285,-1.0
d012300,c4286,-1.0
d012301,c4287,-1.0
d012302,c4288,-1.0
d012303,c4289,-1.0
d012304,c4290,-1.0
d012306,c4292,-1.0
d012307,c4293,-1.0
d012308,c4294,-1.0
d012309,c4295,-1.0
d012310,c4296,-1.0
d012311,c4297,-1.0
d012312,c4298,-1.0
d012313,c4299,-1.0
d012314,c4300,-1.0
d012315,c4301,-1.0
d012317,c4303,-1.0
d012318,c4304,-1.0
d012319,c4305,-1.0
d012320,c4306,-1.0
d012321,c4307,-1.0
d012322,c4308,-1.0
d012323,c4309,-1.0
d012324,c4310,-1.0
d012325,c4311,-1.0
d012326,c4312,-1.0
d012328,c4314,-1.0
d012329,c4315,-1.0
d012330,c4316,-1.0
d012331,c4317,-1.0
d012332,c4318,-1.0
d012333,c4319,-1.0
d012334,c4320,-1.0
d012335,c4321,-1.0
d012336,c4322,-1.0
d012337,c4323,-1.0
d012339,c4325,-1.0
d012340,c4326,-1.0
d012341,c4327,-1.0
d012342,c4328,-1.0
d012343,c4329,-1.0
d012344,c4330,-1.0
d012345,c4331,-1.0
d012346,c4332,-1.0
d012347,c4333,-1.0
d012348,c4334,-1.0
d012350,c4336,-1.0
d012351,c4337,-1.0
d012352,c4338,-1.0
d012353,c4339,-1.0
d012354,c4340,-1.0
d012355,c4341,-1.0
d012356,c4342,-1.0
d012357,c4343,-1.0
d012358,c4344,-1.0
d012359,c4345,-1.0
d012361,c4347,-1.0
d012362,c4348,-1.0
d012363,c4349,-1.0
d012364,c4350,-1.0
d012365,c4351,-1.0
d012366,c4352,-1.0
d012367,c4353,-1.0
d012368,c4354,-1.0
d012369,c4355,-1.0
d012370,c4356,-1.0
d012372,c4358,-1.0
d012373,c4359,-1.0
d012374,c4360,-1.0
d012375,c4361,-1.0
d012376,c4362,-1.0
d012377,c4363,-1.0
d012378,c4364,-1.0
d012379,c4365,-1.0
d012380,c4366,-1.0
d012381,c4367,-1.0
d012383,c4369,-1.0
d012384,c4370,-1.0
d012385,c4371,-1.0
d012386,c4372,-1.0
d012387,c4373,-1.0
d012388,c4374,-1.0
d012389,c4375,-1.0
d012390,c4376,-1.0
d012391,c4377,-1.0
d012392,c4378,-1.0
d012394,c4380,-1.0
d012395,c4381,-1.0
d012396,c4382,-1.0
d012397,c4383,-1.0
d012398,c4384,-1.0
d012399,c4385,-1.0
d012400,c4386,-1.0
d012401,c4387,-1.0
d012402,c4388,-1.0
d012403,c4389,-1.0
d012405,c4391,-1.0
d012406,c4392,-1.0
d012407,c4393,-1.0
d012408,c4394,-1.0
d012409,c4395,-1.0
d012410,c4396,-1.0
d012411,c4397,-1.0
d012412,c4398,-1.0
d012413,c4399,-1.0
d012414,c4400,-1.0
d012416,c4402,-1.0
d012417,c4403,-1.0
d012418,c4404,-1.0
d012419,c4405,-1.0
d012420,c4406,-1.0
d012421,c4407,-1.0
d012422,c4408,-1.0
d012423,c4409,-1.0
d012424,c4410,-1.0
d012425,c4411,-1.0
d012427,c4413,-1.0
d012428,c4414,-1.0
d012429,c4415,-1.0
d012430,c4416,-1.0
d012431,c4417,-1.0
d012432,c4418,-1.0
d012433,c4419,-1.0
d012434,c4420,-1.0
d012435,c4421,-1.0
d012436,c4422,-1.0
d012438,c4424,-1.0
d012439,c4425,-1.0
d012440,c4426,-1.0
d012441,c4427,-1.0
d012442,c4428,-1.0
d012443,c4429,-1.0
d012444,c4430,-1.0
d012445,c4431,-1.0
d012446,c4432,-1.0
d012447,c4433,-1.0
d012449,c4435,-1.0
d012450,c4436,-1.0
d012451,c4437,-1.0
d012452,c4438,-1.0
d012453,c4439,-1.0
d012454,c4440,-1.0
d012455,c4441,-1.0
d012456,c4442,-1.0
d012457,c4443,-1.0
d012458,c4444,-1.0
d012460,c4446,-1.0
d012461,c4447,-1.0
d012462,c4448,-1.0
d012463,c4449,-1.0
d012464,c4450,-1.0
d012465,c4451,-1.0
d012466,c4452,-1.0
d012467,c4453,-1.0
d012468,c4454,-1.0
d012469,c4455,-1.0
d012471,c4457,-1.0
d012472,c4458,-1.0
d012473,c4459,-1.0
d012474,c4460,-1.0
d012475,c4461,-1.0
d012476,c4462,-1.0
d012477,c4463,-1.0
d012478,c4464,-1.0
d012479,c4465,-1.0
d012480,c4466,-1.0
d012482,c4468,-1.0
d012483,c4469,-1.0
d012484,c4470,-1.0
d012485,c4471,-1.0
d012486,c4472,-1.0
d012487,c4473,-1.0
d012488,c4474,-1.0
d012489,c4475,-1.0
d012490,c4476,-1.0
d012491,c4477,-1.0
d012493,c4479,-1.0
d012494,c4480,-1.0
d012495,c4481,-1.0
d012496,c4482,-1.0
d012497,c4483,-1.0
d012498,c4484,-1.0
d012499,c4485,-1.0
d012500,c4486,-1.0
d012501,c4487,-1.0
d012502,c4488,-1.0
d012504,c4490,-1.0
d012505,c4491,-1.0
d012506,c4492,-1.0
d012507,c4493,-1.0
d012508,c4494,-1.0
d012509,c4495,-1.0
d012510,c4496,-1.0
d012511,c4497,-1.0
d012512,c4498,-1.0
d012513,c4499,-1.0
d012515,c4501,-1.0
d012516,c4502,-1.0
d012517,c4503,-1.0
d012518,c4504,-1.0
d012519,c4505,-1.0
d012520,c4506,-1.0
d012521,c4507,-1.0
d012522,c4508,-1.0
d012523,c4509,-1.0
d012524,c4510,-1.0
d012526,c4512,-1.0
d012527,c4513,-1.0
d012528,c4514,-1.0
d012529,c4515,-1.0
d012530,c4516,-1.0
d012531,c4517,-1.0
d012532,c4518,-1.0
d012533,c4519,-1.0
d012534,c4520,-1.0
d012535,c4521,-1.0
d012537,c4523,-1.0
d012538,c4524,-1.0
d012539,c4525,-1.0
d012540,c4526,-1.0
d012541,c4527,-1.0
d012542,c4528,-1.0
d012543,c4529,-1.0
d012544,c4530,-1.0
d012545,c4531,-1.0
d012546,c4532,-1.0
d012548,c4534,-1.0
d012549,c4535,-1.0
d012550,c4536,-1.0
d012551,c4537,-1.0
d012552,c4538,-1.0
d012553,c4539,-1.0
d012554,c4540,-1.0
d012555,c4541,-1.0
d012556,c4542,-1.0
d012557,c4543,-1.0
d012559,c4545,-1.0
d012560,c4546,-1.0
d012561,c4547,-1.0
d012562,c4548,-1.0
d012563,c4549,-1.0
d012564,c4550,-1.0
d012565,c4551,-1.0
d012566,c4552,-1.0
d012567,c4553,-1.0
d012568,c4554,-1.0
d012570,c4556,-1.0
d012571,c4557,-1.0
d012572,c4558,-1.0
d012573,c4559,-1.0
d012574,c4560,-1.0
d012575,c4561,-1.0
d012576,c4562,-1.0
d012577,c4563,-1.0
d012578,c4564,-1.0
d012579,c4565,-1.0
d012581,c4567,-1.0
d012582,c4568,-1.0
d012583,c4569,-1.0
d012584,c4570,-1.0
d012585,c4571,-1.0
d012586,c4572,-1.0
d012587,c4573,-1.0
d012588,c4574,-1.0
d012589,c4575,-1.0
d012590,c4576,-1.0
d012592,c4578,-1.0
d012593,c4579,-1.0
d012594,c4580,-1.0
d012595,c4581,-1.0
d012596,c4582,-1.0
d012597,c4583,-1.0
d012598,c4584,-1.0
d012599,c4585,-1.0
d012600,c4586,-1.0
d012601,c4587,-1.0
d012603,c4589,-1.0
d012604,c4590,-1.0
d012605,c4591,-1.0
d012606,c4592,-1.0
d012607,c4593,-1.0
d012608,c4594,-1.0
d012609,c4595,-1.0
d012610,c4596,-1.0
d012611,c4597,-1.0
d012612,c4598,-1.0
d012614,c4600,-1.0
d012615,c4601,-1.0
d012616,c4602,-1.0
d012617,c4603,-1.0
d012618,c4604,-1.0
d012619,c4605,-1.0
d012620,c4606,-1.0
d012621,c4607,-1.0
d012622,c4608,-1.0
d012623,c4609,-1.0
d012625,c4611,-1.0
d012626,c4612,-1.0
d012627,c4613,-1.0
d012628,c4614,-1.0
d012629,c4615,-1.0
d012630,c4616,-1.0
d012631,c4617,-1.0
d012632,c4618,-1.0
d012633,c4619,-1.0
d012634,c4620,-1.0
d012636,c4622,-1.0
d012637,c4623,-1.0
d012638,c4624,-1.0
d012639,c4625,-1.0
d012640,c4626,-1.0
d012641,c4627,-1.0
d012642,c4628,-1.0
d012643,c4629,-1.0
d012644,c4630,-1.0
d012645,c4631,-1.0
d012647,c4633,-1.0
d012648,c4634,-1.0
d012649,c4635,-1.0
d012650,c4636,-1.0
d012651,c4637,-1.0
d012652,c4638,-1.0
d012653,c4639,-1.0
d012654,c4640,-1.0
d012655,c4641,-1.0
d012656,c4642,-1.0
d012658,c4644,-1.0
d012659,c4645,-1.0
d012660,c4646,-1.0
d012661,c4647,-1.0
d012662,c4648,-1.0
d012663,c4649,-1.0
d012664,c4650,-1.0
d012665,c4651,-1.0
d012666,c4652,-1.0
d012667,c4653,-1.0
d012669,c4655,-1.0
d012670,c4656,-1.0
d012671,c4657,-1.0
d012672,c4658,-1.0
d012673,c4659,-1.0
d012674,c4660,-1.0
d012675,c4661,-1.0
d012676,c4662,-1.0
d012677,c4663,-1.0
d012678,c4664,-1.0
d012680,c4666,-1.0
d012681,c4667,-1.0
d012682,c4668,-1.0
d012683,c4669,-1.0
d012684,c4670,-1.0
d012685,c4671,-1.0
d012686,c4672,-1.0
d012687,c4673,-1.0
d012688,c4674,-1.0
d012689,c4675,-1.0
d012691,c4677,-1.0
d012692,c4678,-1.0
d012693,c4679,-1.0
d012694,c4680,-1.0
d012695,c4681,-1.0
d012696,c4682,-1.0
d012697,c4683,-1.0
d012698,c4684,-1.0
d012699,c4685,-1.0
d012700,c4686,-1.0
d012702,c4688,-1.0
d012703,c4689,-1.0
d012704,c4690,-1.0
d012705,c4691,-1.0
d012706,c4692,-1.0
d012707,c4693,-1.0
d012708,c4694,-1.0
d012709,c4695,-1.0
d012710,c4696,-1.0
d012711,c4697,-1.0
d012713,c4699,-1.0
d012714,c4700,-1.0
d012715,c4701,-1.0
d012716,c4702,-1.0
d012717,c4703,-1.0
d012718,c4704,-1.0
d012719,c4705,-1.0
d012720,c4706,-1.0
d012721,c4707,-1.0
d012722,c4708,-1.0
d012724,c4710,-1.0
d012725,c4711,-1.0
d012726,c4712,-1.0
d012727,c4713,-1.0
d012728,c4714,-1.0
d012729,c4715,-1.0
d012730,c4716,-1.0
d012731,c4717,-1.0
d012732,c4718,-1.0
d012733,c4719,-1.0
d012735,c4721,-1.0
d012736,c4722,-1.0
d012737,c4723,-1.0
d012738,c4724,-1.0
d012739,c4725,-1.0
d012740,c4726,-1.0
d012741,c4727,-1.0
d012742,c4728,-1.0
d012743,c4729,-1.0
d012744,c4730,-1.0
d012746,c4732,-1.0
d012747,c4733,-1.0
d012748,c4734,-1.0
d012749,c4735,-1.0
d012750,c4736,-1.0
d012751,c4737,-1.0
d012752,c4738,-1.0
d012753,c4739,-1.0
d012754,c4740,-1.0
d012755,c4741,-1.0
d012757,c4743,-1.0
d012758,c4744,-1.0
d012759,c4745,-1.0
d012760,c4746,-1.0
d012761,c4747,-1.0
d012762,c4748,-1.0
d012763,c4749,-1.0
d012764,c4750,-1.0
d012765,c4751,-1.0
d012766,c4752,-1.0
d012768,c4754,-1.0
d012769,c4755,-1.0
d012770,c4756,-1.0
d012771,c4757,-1.0
d012772,c4758,-1.0
d012773,c4759,-1.0
d012774,c4760,-1.0
d012775,c4761,-1.0
d012776,c4762,-1.0
d012777,c4763,-1.0
d012779,c4765,-1.0
d012780,c4766,-1.0
d012781,c4767,-1.0
d012782,c4768,-1.0
d012783,c4769,-1.0
d012784,c4770,-1.0
d012785,c4771,-1.0
d012786,c4772,-1.0
d012787,c4773,-1.0
d012788,c4774,-1.0
d012790,c4776,-1.0
d012791,c4777,-1.0
d012792,c4778,-1.0
d012793,c4779,-1.0
d012794,c4780,-1.0
d012795,c4781,-1.0
d012796,c4782,-1.0
d012797,c4783,-1.0
d012798,c4784,-1.0
d012799,c4785,-1.0
d012801,c4787,-1.0
d012802,c4788,-1.0
d012803,c4789,-1.0
d012804,c4790,-1.0
d012805,c4791,-1.0
d012806,c4792,-1.0
d012807,c4793,-1.0
d012808,c4794,-1.0
d012809,c4795,-1.0
d012810,c4796,-1.0
d012812,c4798,-1.0
d012813,c4799,-1.0
d012814,c4800,-1.0
d012815,c4801,-1.0
d012816,c4802,-1.0
d012817,c4803,-1.0
d012818,c4804,-1.0
d012819,c4805,-1.0
d012820,c4806,-1.0
d012821,c4807,-1.0
d012823,c4809,-1.0
d012824,c4810,-1.0
d012825,c4811,-1.0
d012826,c4812,-1.0
d012827,c4813,-1.0
d012828,c4814,-1.0
d012829,c4815,-1.0
