node_id,rhs
c392,0.0
c393,0.0
c394,0.0
c395,0.0
c396,0.0
c397,0.0
c398,0.0
c399,0.0
c400,0.0
c401,0.0
c402,0.0
c403,0.0
c404,0.0
c405,0.0
c406,0.0
c407,0.0
c408,0.0
c409,0.0
c410,0.0
c411,0.0
c412,0.0
c413,0.0
c414,0.0
c415,0.0
c416,0.0
c417,0.0
c418,0.0
c419,0.0
c420,0.0
c421,0.0
c422,0.0
c423,0.0
c424,0.0
c425,0.0
c426,0.0
c427,0.0
c428,0.0
c429,0.0
c430,0.0
c431,0.0
c432,0.0
c433,0.0
c434,0.0
c435,0.0
c436,0.0
c437,0.0
c438,0.0
c439,0.0
c440,0.0
c441,0.0
c442,0.0
c443,0.0
c444,0.0
c445,0.0
c446,0.0
c447,0.0
c448,0.0
c449,0.0
c450,0.0
c451,0.0
c452,0.0
c453,0.0
c454,0.0
c455,0.0
c456,0.0
c457,0.0
c458,0.0
c459,0.0
c460,0.0
c461,0.0
c462,0.0
c463,0.0
c464,0.0
c465,0.0
c466,0.0
c467,0.0
c468,0.0
c469,0.0
c470,0.0
c471,0.0
c472,0.0
c473,0.0
c474,0.0
c475,0.0
c476,0.0
c477,0.0
c478,0.0
c479,0.0
c480,0.0
c481,0.0
c482,0.0
c483,0.0
c484,0.0
c485,0.0
c486,0.0
c487,0.0
c488,0.0
c489,0.0
c490,0.0
c491,0.0
c492,0.0
c493,0.0
c494,0.0
c495,0.0
c496,0.0
c497,0.0
c498,0.0
c499,0.0
c500,0.0
c501,0.0
c502,0.0
c503,0.0
c504,0.0
c505,0.0
c506,0.0
c507,0.0
c508,0.0
c509,0.0
c510,0.0
c511,0.0
c512,0.0
c513,0.0
c514,0.0
c515,0.0
c516,0.0
c517,0.0
c518,0.0
c519,0.0
c520,0.0
c521,0.0
c522,0.0
c523,0.0
c524,0.0
c525,0.0
c526,0.0
c527,0.0
c528,0.0
c529,0.0
c530,0.0
c531,0.0
c532,0.0
c533,0.0
c534,0.0
c535,0.0
c536,0.0
c537,0.0
c538,0.0
c539,0.0
c540,0.0
c541,0.0
c542,0.0
c543,0.0
c544,0.0
c545,0.0
c546,0.0
c547,0.0
c548,0.0
c549,0.0
c550,0.0
c551,0.0
c552,0.0
c553,0.0
c554,0.0
c555,0.0
c556,0.0
c557,0.0
c558,0.0
c559,0.0
c560,0.0
c561,0.0
c562,0.0
c563,0.0
c564,0.0
c565,0.0
c566,0.0
c567,0.0
c568,0.0
c569,0.0
c570,0.0
c571,0.0
c572,0.0
c573,0.0
c574,0.0
c575,0.0
c576,0.0
c577,0.0
c578,0.0
c579,0.0
c580,0.0
c581,0.0
c582,0.0
c583,0.0
c584,0.0
c585,0.0
c586,0.0
c587,0.0
c588,0.0
c589,0.0
c590,0.0
c591,0.0
c592,0.0
c593,0.0
c594,0.0
c595,0.0
c596,0.0
c597,0.0
c598,0.0
c599,0.0
c600,0.0
c601,0.0
c602,0.0
c603,0.0
c604,0.0
c605,0.0
c606,0.0
c607,0.0
c608,0.0
c609,0.0
c610,0.0
c611,0.0
c612,0.0
c613,0.0
c614,0.0
c615,0.0
c616,0.0
c617,0.0
c618,0.0
c619,0.0
c620,0.0
c621,0.0
c622,0.0
c623,0.0
c624,0.0
c625,0.0
c626,0.0
c627,0.0
c628,0.0
c629,0.0
c630,0.0
c631,0.0
c632,0.0
c633,0.0
c634,0.0
c635,0.0
c636,0.0
c637,0.0
c638,0.0
c639,0.0
c640,0.0
c641,0.0
c642,0.0
c643,0.0
c644,0.0
c645,0.0
c646,0.0
c647,0.0
c648,0.0
c649,0.0
c650,0.0
c651,0.0
c652,0.0
c653,0.0
c654,0.0
c655,0.0
c656,0.0
c657,0.0
c658,0.0
c659,0.0
c660,0.0
c661,0.0
c662,0.0
c663,0.0
c664,0.0
c665,0.0
c666,0.0
c667,0.0
c668,0.0
c669,0.0
c670,0.0
c671,0.0
c672,0.0
c673,0.0
c674,0.0
c675,0.0
c676,0.0
c677,0.0
c678,0.0
c679,0.0
c680,0.0
c681,0.0
c682,0.0
c683,0.0
c684,0.0
c685,0.0
c686,0.0
c687,0.0
c688,0.0
c689,0.0
c690,0.0
c691,0.0
c692,0.0
c693,0.0
c694,0.0
c695,0.0
c696,0.0
c697,0.0
c698,0.0
c699,0.0
c700,0.0
c701,0.0
c702,0.0
c703,0.0
c704,0.0
c705,0.0
c706,0.0
c707,0.0
c708,0.0
c709,0.0
c710,0.0
c711,0.0
c712,0.0
c713,0.0
c714,0.0
c715,0.0
c716,0.0
c717,0.0
c718,0.0
c719,0.0
c720,0.0
c721,0.0
c722,0.0
c723,0.0
c724,0.0
c725,0.0
c726,0.0
c727,0.0
c728,0.0
c729,0.0
c730,0.0
c731,0.0
c732,0.0
c733,0.0
c734,0.0
c735,0.0
c736,0.0
c737,0.0
c738,0.0
c739,0.0
c740,0.0
c741,0.0
c742,0.0
c743,0.0
c744,0.0
c745,0.0
c746,0.0
c747,0.0
c748,0.0
c749,0.0
c750,0.0
c751,0.0
c752,0.0
c753,0.0
c754,0.0
c755,0.0
c756,0.0
c757,0.0
c758,0.0
c759,0.0
c760,0.0
c761,0.0
c762,0.0
c763,0.0
c764,0.0
c765,0.0
c766,0.0
c767,0.0
c768,0.0
c769,0.0
c770,0.0
c771,0.0
c772,0.0
c773,0.0
c774,0.0
c775,0.0
c776,0.0
c777,0.0
c778,0.0
c779,0.0
c780,0.0
c781,0.0
c782,0.0
c783,0.0
c784,0.0
c785,0.0
c786,0.0
c787,0.0
c788,0.0
c789,0.0
c790,0.0
c791,0.0
c792,0.0
c793,0.0
c794,0.0
c795,0.0
c796,0.0
c797,0.0
c798,0.0
c799,0.0
c800,0.0
c801,0.0
c802,0.0
c803,0.0
c804,0.0
c805,0.0
c806,0.0
c807,0.0
c808,0.0
c809,0.0
c810,0.0
c811,0.0
c812,0.0
c813,0.0
c814,0.0
c815,0.0
c816,0.0
c817,0.0
c818,0.0
c819,0.0
c820,0.0
c821,0.0
c822,0.0
c823,0.0
c824,0.0
c825,0.0
c826,0.0
c827,0.0
c828,0.0
c829,0.0
c830,0.0
c831,0.0
c832,0.0
c833,0.0
c834,0.0
c835,0.0
c836,0.0
c837,0.0
c838,0.0
c839,0.0
c840,0.0
c841,0.0
c842,0.0
c843,0.0
c844,0.0
c845,0.0
c846,0.0
c847,0.0
c848,0.0
c849,0.0
c850,0.0
c851,0.0
c852,0.0
c853,0.0
c854,0.0
c855,0.0
c856,0.0
c857,0.0
c858,0.0
c859,0.0
c860,0.0
c861,0.0
c862,0.0
c863,0.0
c864,0.0
c865,0.0
c866,0.0
c867,0.0
c868,0.0
c869,0.0
c870,0.0
c871,0.0
c872,0.0
c873,0.0
c874,0.0
c875,0.0
c876,0.0
c877,0.0
c878,0.0
c879,0.0
c880,0.0
c881,0.0
c882,0.0
c883,0.0
c884,0.0
c885,0.0
c886,0.0
c887,0.0
c888,0.0
c889,0.0
c890,0.0
c891,0.0
c892,0.0
c893,0.0
c894,0.0
c895,0.0
c896,0.0
c897,0.0
c898,0.0
c899,0.0
c900,0.0
c901,0.0
c902,0.0
c903,0.0
c904,0.0
c905,0.0
c906,0.0
c907,0.0
c908,0.0
c909,0.0
c910,0.0
c911,0.0
c912,0.0
c913,0.0
c914,0.0
c915,0.0
c916,0.0
c917,0.0
c918,0.0
c919,0.0
c920,0.0
c921,0.0
c922,0.0
c923,0.0
c924,0.0
c925,0.0
c926,0.0
c927,0.0
c928,0.0
c929,0.0
c930,0.0
c931,0.0
c932,0.0
c933,0.0
c934,0.0
c935,0.0
c936,0.0
c937,0.0
c938,0.0
c939,0.0
c940,0.0
c941,0.0
c942,0.0
c943,0.0
c944,0.0
c945,0.0
c946,0.0
c947,0.0
c948,0.0
c949,0.0
c950,0.0
c951,0.0
c952,0.0
c953,0.0
c954,0.0
c955,0.0
c956,0.0
c957,0.0
c958,0.0
c959,0.0
c960,0.0
c961,0.0
c962,0.0
c963,0.0
c964,0.0
c965,0.0
c966,0.0
c967,0.0
c968,0.0
c969,0.0
c970,0.0
c971,0.0
c972,0.0
c973,0.0
c974,0.0
c975,0.0
c976,0.0
c977,0.0
c978,0.0
c979,0.0
c980,0.0
c981,0.0
c982,0.0
c983,0.0
c984,0.0
c985,0.0
c986,0.0
c987,0.0
c988,0.0
c989,0.0
c990,0.0
c991,0.0
c992,0.0
c993,0.0
c994,0.0
c995,0.0
c996,0.0
c997,0.0
c998,0.0
c999,0.0
c1000,0.0
c1001,0.0
c1002,0.0
c1003,0.0
c1004,0.0
c1005,0.0
c1006,0.0
c1007,0.0
c1008,0.0
c1009,0.0
c1010,0.0
c1011,0.0
c1012,0.0
c1013,0.0
c1014,0.0
c1015,0.0
c1016,0.0
c1017,0.0
c1018,0.0
c1019,0.0
c1020,0.0
c1021,0.0
c1022,0.0
c1023,0.0
c1024,0.0
c1025,0.0
c1026,0.0
c1027,0.0
c1028,0.0
c1029,0.0
c1030,0.0
c1031,0.0
c1032,0.0
c1033,0.0
c1034,0.0
c1035,0.0
c1036,0.0
c1037,0.0
c1038,0.0
c1039,0.0
c1040,0.0
c1041,0.0
c1042,0.0
c1043,0.0
c1044,0.0
c1045,0.0
c1046,0.0
c1047,0.0
c1048,0.0
c1049,0.0
c1050,0.0
c1051,0.0
c1052,0.0
c1053,0.0
c1054,0.0
c1055,0.0
c1056,0.0
c1057,0.0
c1058,0.0
c1059,0.0
c1060,0.0
c1061,0.0
c1062,0.0
c1063,0.0
c1064,0.0
c1065,0.0
c1066,0.0
c1067,0.0
c1068,0.0
c1069,0.0
c1070,0.0
c1071,0.0
c1072,0.0
c1073,0.0
c1074,0.0
c1075,0.0
c1076,0.0
c1077,0.0
c1078,0.0
c1079,0.0
c1080,0.0
c1081,0.0
c1082,0.0
c1083,0.0
c1084,0.0
c1085,0.0
c1086,0.0
c1087,0.0
c1088,0.0
c1089,0.0
c1090,0.0
c1091,0.0
c1092,0.0
c1093,0.0
c1094,0.0
c1095,0.0
c1096,0.0
c1097,0.0
c1098,0.0
c1099,0.0
c1100,0.0
c1101,0.0
c1102,0.0
c1103,0.0
c1104,0.0
c1105,0.0
c1106,0.0
c1107,0.0
c1108,0.0
c1109,0.0
c1110,0.0
c1111,0.0
c1112,0.0
c1113,0.0
c1114,0.0
c1115,0.0
c1116,0.0
c1117,0.0
c1118,0.0
c1119,0.0
c1120,0.0
c1121,0.0
c1122,0.0
c1123,0.0
c1124,0.0
c1125,0.0
c1126,0.0
c1127,0.0
c1128,0.0
c1129,0.0
c1130,0.0
c1131,0.0
c1132,0.0
c1133,0.0
c1134,0.0
c1135,0.0
c1136,0.0
c1137,0.0
c1138,0.0
c1139,0.0
c1140,0.0
c1141,0.0
c1142,0.0
c1143,0.0
c1144,0.0
c1145,0.0
c1146,0.0
c1147,0.0
c1148,0.0
c1149,0.0
c1150,0.0
c1151,0.0
c1152,0.0
c1153,0.0
c1154,0.0
c1155,0.0
c1156,0.0
c1157,0.0
c1158,0.0
c1159,0.0
c1160,0.0
c1161,0.0
c1162,0.0
c1163,0.0
c1164,0.0
c1165,0.0
c1166,0.0
c1167,0.0
c1168,0.0
c1169,0.0
c1170,0.0
c1171,0.0
c1172,0.0
c1173,0.0
c1174,0.0
c1175,0.0
c1176,0.0
c1177,0.0
c1178,0.0
c1179,0.0
c1180,0.0
c1181,0.0
c1182,0.0
c1183,0.0
c1184,0.0
c1185,0.0
c1186,0.0
c1187,0.0
c1188,0.0
c1189,0.0
c1190,0.0
c1191,0.0
c1192,0.0
c1193,0.0
c1194,0.0
c1195,0.0
c1196,0.0
c1197,0.0
c1198,0.0
c1199,0.0
c1200,0.0
c1201,0.0
c1202,0.0
c1203,0.0
c1204,0.0
c1205,0.0
c1206,0.0
c1207,0.0
c1208,0.0
c1209,0.0
c1210,0.0
c1211,0.0
c1212,0.0
c1213,0.0
c1214,0.0
c1215,0.0
c1216,0.0
c1217,0.0
c1218,0.0
c1219,0.0
c1220,0.0
c1221,0.0
c1222,0.0
c1223,0.0
c1224,0.0
c1225,0.0
c1226,0.0
c1227,0.0
c1228,0.0
c1229,0.0
c1230,0.0
c1231,0.0
c1232,0.0
c1233,0.0
c1234,0.0
c1235,0.0
c1236,0.0
c1237,0.0
c1238,0.0
c1239,0.0
c1240,0.0
c1241,0.0
c1242,0.0
c1243,0.0
c1244,0.0
c1245,0.0
c1246,0.0
c1247,0.0
c1248,0.0
c1249,0.0
c1250,0.0
c1251,0.0
c1252,0.0
c1253,0.0
c1254,0.0
c1255,0.0
c1256,0.0
c1257,0.0
c1258,0.0
c1259,0.0
c1260,0.0
c1261,0.0
c1262,0.0
c1263,0.0
c1264,0.0
c1265,0.0
c1266,0.0
c1267,0.0
c1268,0.0
c1269,0.0
c1270,0.0
c1271,0.0
c1272,0.0
c1273,0.0
c1274,0.0
c1275,0.0
c1276,0.0
c1277,0.0
c1278,0.0
c1279,0.0
c1280,0.0
c1281,0.0
c1282,0.0
c1283,0.0
c1284,0.0
c1285,0.0
c1286,0.0
c1287,0.0
c1288,0.0
c1289,0.0
c1290,0.0
c1291,0.0
c1292,0.0
c1293,0.0
c1294,0.0
c1295,0.0
c1296,0.0
c1297,0.0
c1298,0.0
c1299,0.0
c1300,0.0
c1301,0.0
c1302,0.0
c1303,0.0
c1304,0.0
c1305,0.0
c1306,0.0
c1307,0.0
c1308,0.0
c1309,0.0
c1310,0.0
c1311,0.0
c1312,0.0
c1313,0.0
c1314,0.0
c1315,0.0
c1316,0.0
c1317,0.0
c1318,0.0
c1319,0.0
c1320,0.0
c1321,0.0
c1322,0.0
c1323,0.0
c1324,0.0
c1325,0.0
c1326,0.0
c1327,0.0
c1328,0.0
c1329,0.0
c1330,0.0
c1331,0.0
c1332,0.0
c1333,0.0
c1334,0.0
c1335,0.0
c1336,0.0
c1337,0.0
c1338,0.0
c1339,0.0
c1340,0.0
c1341,0.0
c1342,0.0
c1343,0.0
c1344,0.0
c1345,0.0
c1346,0.0
c1347,0.0
c1348,0.0
c1349,0.0
c1350,0.0
c1351,0.0
c1352,0.0
c1353,0.0
c1354,0.0
c1355,0.0
c1356,0.0
c1357,0.0
c1358,0.0
c1359,0.0
c1360,0.0
c1361,0.0
c1362,0.0
c1363,0.0
c1364,0.0
c1365,0.0
c1366,0.0
c1367,0.0
c1368,0.0
c1369,0.0
c1370,0.0
c1371,0.0
c1372,0.0
c1373,0.0
c1374,0.0
c1375,0.0
c1376,0.0
c1377,0.0
c1378,0.0
c1379,0.0
c1380,0.0
c1381,0.0
c1382,0.0
c1383,0.0
c1384,0.0
c1385,0.0
c1386,0.0
c1387,0.0
c1388,0.0
c1389,0.0
c1390,0.0
c1391,0.0
c1392,0.0
c1393,0.0
c1394,0.0
c1395,0.0
c1396,0.0
c1397,0.0
c1398,0.0
c1399,0.0
c1400,0.0
c1401,0.0
c1402,0.0
c1403,0.0
c1404,0.0
c1405,0.0
c1406,0.0
c1407,0.0
c1408,0.0
c1409,0.0
c1410,0.0
c1411,0.0
c1412,0.0
c1413,0.0
c1414,0.0
c1415,0.0
c1416,0.0
c1417,0.0
c1418,0.0
c1419,0.0
c1420,0.0
c1421,0.0
c1422,0.0
c1423,0.0
c1424,0.0
c1425,0.0
c1426,0.0
c1427,0.0
c1428,0.0
c1429,0.0
c1430,0.0
c1431,0.0
c1432,0.0
c1433,0.0
c1434,0.0
c1435,0.0
c1436,0.0
c1437,0.0
c1438,0.0
c1439,0.0
c1440,0.0
c1441,0.0
c1442,0.0
c1443,0.0
c1444,0.0
c1445,0.0
c1446,0.0
c1447,0.0
c1448,0.0
c1449,0.0
c1450,0.0
c1451,0.0
c1452,0.0
c1453,0.0
c1454,0.0
c1455,0.0
c1456,0.0
c1457,0.0
c1458,0.0
c1459,0.0
c1460,0.0
c1461,0.0
c1462,0.0
c1463,0.0
c1464,0.0
c1465,0.0
c1466,0.0
c1467,0.0
c1468,0.0
c1469,0.0
c1470,0.0
c1471,0.0
c1472,0.0
c1473,0.0
c1474,0.0
c1475,0.0
c1476,0.0
c1477,0.0
c1478,0.0
c1479,0.0
c1480,0.0
c1481,0.0
c1482,0.0
c1483,0.0
c1484,0.0
c1485,0.0
c1486,0.0
c1487,0.0
c1488,0.0
c1489,0.0
c1490,0.0
c1491,0.0
c1492,0.0
c1493,0.0
c1494,0.0
c1495,0.0
c1496,0.0
c1497,0.0
c1498,0.0
c1499,0.0
c1500,0.0
c1501,0.0
c1502,0.0
c1503,0.0
c1504,0.0
c1505,0.0
c1506,0.0
c1507,0.0
c1508,0.0
c1509,0.0
c1510,0.0
c1511,0.0
c1512,0.0
c1513,0.0
c1514,0.0
c1515,0.0
c1516,0.0
c1517,0.0
c1518,0.0
c1519,0.0
c1520,0.0
c1521,0.0
c1522,0.0
c1523,0.0
c1524,0.0
c1525,0.0
c1526,0.0
c1527,0.0
c1528,0.0
c1529,0.0
c1530,0.0
c1531,0.0
c1532,0.0
c1533,0.0
c1534,0.0
c1535,0.0
c1536,0.0
c1537,0.0
c1538,0.0
c1539,0.0
c1540,0.0
c1541,0.0
c1542,0.0
c1543,0.0
c1544,0.0
c1545,0.0
c1546,0.0
c1547,0.0
c1548,0.0
c1549,0.0
c1550,0.0
c1551,0.0
c1552,0.0
c1553,0.0
c1554,0.0
c1555,0.0
c1556,0.0
c1557,0.0
c1558,0.0
c1559,0.0
c1560,0.0
c1561,0.0
c1562,0.0
c1563,0.0
c1564,0.0
c1565,0.0
c1566,0.0
c1567,0.0
c1568,0.0
c1569,0.0
c1570,0.0
c1571,0.0
c1572,0.0
c1573,0.0
c1574,0.0
c1575,0.0
c1576,0.0
c1577,0.0
c1578,0.0
c1579,0.0
c1580,0.0
c1581,0.0
c1582,0.0
c1583,0.0
c1584,0.0
c1585,0.0
c1586,0.0
c1587,0.0
c1588,0.0
c1589,0.0
c1590,0.0
c1591,0.0
c1592,0.0
c1593,0.0
c1594,0.0
c1595,0.0
c1596,0.0
c1597,0.0
c1598,0.0
c1599,0.0
c1600,0.0
c1601,0.0
c1602,0.0
c1603,0.0
c1604,0.0
c1605,0.0
c1606,0.0
c1607,0.0
c1608,0.0
c1609,0.0
c1610,0.0
c1611,0.0
c1612,0.0
c1613,0.0
c1614,0.0
c1615,0.0
c1616,0.0
c1617,0.0
c1618,0.0
c1619,0.0
c1620,0.0
c1621,0.0
c1622,0.0
c1623,0.0
c1624,0.0
c1625,0.0
c1626,0.0
c1627,0.0
c1628,0.0
c1629,0.0
c1630,0.0
c1631,0.0
c1632,0.0
c1633,0.0
c1634,0.0
c1635,0.0
c1636,0.0
c1637,0.0
c1638,0.0
c1639,0.0
c1640,0.0
c1641,0.0
c1642,0.0
c1643,0.0
c1644,0.0
c1645,0.0
c1646,0.0
c1647,0.0
c1648,0.0
c1649,0.0
c1650,0.0
c1651,0.0
c1652,0.0
c1653,0.0
c1654,0.0
c1655,0.0
c1656,0.0
c1657,0.0
c1658,0.0
c1659,0.0
c1660,0.0
c1661,0.0
c1662,0.0
c1663,0.0
c1664,0.0
c1665,0.0
c1666,0.0
c1667,0.0
c1668,0.0
c1669,0.0
c1670,0.0
c1671,0.0
c1672,0.0
c1673,0.0
c1674,0.0
c1675,0.0
c1676,0.0
c1677,0.0
c1678,0.0
c1679,0.0
c1680,0.0
c1681,0.0
c1682,0.0
c1683,0.0
c1684,0.0
c1685,0.0
c1686,0.0
c1687,0.0
c1688,0.0
c1689,0.0
c1690,0.0
c1691,0.0
c1692,0.0
c1693,0.0
c1694,0.0
c1695,0.0
c1696,0.0
c1697,0.0
c1698,0.0
c1699,0.0
c1700,0.0
c1701,0.0
c1702,0.0
c1703,0.0
c1704,0.0
c1705,0.0
c1706,0.0
c1707,0.0
c1708,0.0
c1709,0.0
c1710,0.0
c1711,0.0
c1712,0.0
c1713,0.0
c1714,0.0
c1715,0.0
c1716,0.0
c1717,0.0
c1718,0.0
c1719,0.0
c1720,0.0
c1721,0.0
c1722,0.0
c1723,0.0
c1724,0.0
c1725,0.0
c1726,0.0
c1727,0.0
c1728,0.0
c1729,0.0
c1730,0.0
c1731,0.0
c1732,0.0
c1733,0.0
c1734,0.0
c1735,0.0
c1736,0.0
c1737,0.0
c1738,0.0
c1739,0.0
c1740,0.0
c1741,0.0
c1742,0.0
c1743,0.0
c1744,0.0
c1745,0.0
c1746,0.0
c1747,0.0
c1748,0.0
c1749,0.0
c1750,0.0
c1751,0.0
c1752,0.0
c1753,0.0
c1754,0.0
c1755,0.0
c1756,0.0
c1757,0.0
c1758,0.0
c1759,0.0
c1760,0.0
c1761,0.0
c1762,0.0
c1763,0.0
c1764,0.0
c1765,0.0
c1766,0.0
c1767,0.0
c1768,0.0
c1769,0.0
c1770,0.0
c1771,0.0
c1772,0.0
c1773,0.0
c1774,0.0
c1775,0.0
c1776,0.0
c1777,0.0
c1778,0.0
c1779,0.0
c1780,0.0
c1781,0.0
c1782,0.0
c1783,0.0
c1784,0.0
c1785,0.0
c1786,0.0
c1787,0.0
c1788,0.0
c1789,0.0
c1790,0.0
c1791,0.0
c1792,0.0
c1793,0.0
c1794,0.0
c1795,0.0
c1796,0.0
c1797,0.0
c1798,0.0
c1799,0.0
c1800,0.0
c1801,0.0
c1802,0.0
c1803,0.0
c1804,0.0
c1805,0.0
c1806,0.0
c1807,0.0
c1808,0.0
c1809,0.0
c1810,0.0
c1811,0.0
c1812,0.0
c1813,0.0
c1814,0.0
c1815,0.0
c1816,0.0
c1817,0.0
c1818,0.0
c1819,0.0
c1820,0.0
c1821,0.0
c1822,0.0
c1823,0.0
c1824,0.0
c1825,0.0
c1826,0.0
c1827,0.0
c1828,0.0
c1829,0.0
c1830,0.0
c1831,0.0
c1832,0.0
c1833,0.0
c1834,0.0
c1835,0.0
c1836,0.0
c1837,0.0
c1838,0.0
c1839,0.0
c1840,0.0
c1841,0.0
c1842,0.0
c1843,0.0
c1844,0.0
c1845,0.0
c1846,0.0
c1847,0.0
c1848,0.0
c1849,0.0
c1850,0.0
c1851,0.0
c1852,0.0
c1853,0.0
c1854,0.0
c1855,0.0
c1856,0.0
c1857,0.0
c1858,0.0
c1859,0.0
c1860,0.0
c1861,0.0
c1862,0.0
c1863,0.0
c1864,0.0
c1865,0.0
c1866,0.0
c1867,0.0
c1868,0.0
c1869,0.0
c1870,0.0
c1871,0.0
c1872,0.0
c1873,0.0
c1874,0.0
c1875,0.0
c1876,0.0
c1877,0.0
c1878,0.0
c1879,0.0
c1880,0.0
c1881,0.0
c1882,0.0
c1883,0.0
c1884,0.0
c1885,0.0
c1886,0.0
c1887,0.0
c1888,0.0
c1889,0.0
c1890,0.0
c1891,0.0
