conflict_group_id,decision_id
C0157,d011840
C0185,d011841
C0213,d011842
C0241,d011843
C0269,d011844
C0297,d011845
C0018,d011846
C0046,d011847
C0074,d011848
C0102,d011849
C0130,d011850
C0158,d011851
C0186,d011852
C0214,d011853
C0242,d011854
C0270,d011855
C0298,d011856
C0019,d011857
C0047,d011858
C0075,d011859
C0103,d011860
C0131,d011861
C0159,d011862
C0187,d011863
C0215,d011864
C0243,d011865
C0271,d011866
C0299,d011867
C0020,d011868
C0048,d011869
C0076,d011870
C0104,d011871
C0132,d011872
C0160,d011873
C0188,d011874
C0216,d011875
C0244,d011876
C0272,d011877
C0300,d011878
C0021,d011879
C0049,d011880
C0077,d011881
C0105,d011882
C0133,d011883
C0161,d011884
C0189,d011885
C0217,d011886
C0245,d011887
C0273,d011888
C0301,d011889
C0022,d011890
C0050,d011891
C0078,d011892
C0106,d011893
C0134,d011894
C0162,d011895
C0190,d011896
C0218,d011897
C0246,d011898
C0274,d011899
C0302,d011900
C0023,d011901
C0051,d011902
C0079,d011903
C0107,d011904
C0135,d011905
C0163,d011906
C0191,d011907
C0219,d011908
C0247,d011909
C0275,d011910
C0303,d011911
C0024,d011912
C0052,d011913
C0080,d011914
C0108,d011915
C0136,d011916
C0164,d011917
C0192,d011918
C0220,d011919
C0248,d011920
C0276,d011921
C0304,d011922
C0025,d011923
C0053,d011924
C0081,d011925
C0109,d011926
C0137,d011927
C0165,d011928
C0193,d011929
C0221,d011930
C0249,d011931
C0277,d011932
C0305,d011933
C0026,d011934
C0054,d011935
C0082,d011936
C0110,d011937
C0138,d011938
C0166,d011939
C0194,d011940
C0222,d011941
C0250,d011942
C0278,d011943
C0306,d011944
C0027,d011945
C0055,d011946
C0083,d011947
C0111,d011948
C0139,d011949
C0167,d011950
C0195,d011951
C0223,d011952
C0251,d011953
C0279,d011954
C0307,d011955
C0000,d011956
C0028,d011957
C0056,d011958
C0084,d011959
C0112,d011960
C0140,d011961
C0168,d011962
C0196,d011963
C0224,d011964
C0252,d011965
C0280,d011966
C0001,d011967
C0029,d011968
C0057,d011969
C0085,d011970
C0113,d011971
C0141,d011972
C0169,d011973
C0197,d011974
C0225,d011975
C0253,d011976
C0281,d011977
C0002,d011978
C0030,d011979
C0058,d011980
C0086,d011981
C0114,d011982
C0142,d011983
C0170,d011984
C0198,d011985
C0226,d011986
C0254,d011987
C0282,d011988
C0003,d011989
C0031,d011990
C0059,d011991
C0087,d011992
C0115,d011993
C0143,d011994
C0171,d011995
C0199,d011996
C0227,d011997
C0255,d011998
C0283,d011999
C0004,d012000
C0032,d012001
C0060,d012002
C0088,d012003
C0116,d012004
C0144,d012005
C0172,d012006
C0200,d012007
C0228,d012008
C0256,d012009
C0284,d012010
C0005,d012011
C0033,d012012
C0061,d012013
C0089,d012014
C0117,d012015
C0145,d012016
C0173,d012017
C0201,d012018
C0229,d012019
C0257,d012020
C0285,d012021
C0006,d012022
C0034,d012023
C0062,d012024
C0090,d012025
C0118,d012026
C0146,d012027
C0174,d012028
C0202,d012029
C0230,d012030
C0258,d012031
C0286,d012032
C0007,d012033
C0035,d012034
C0063,d012035
C0091,d012036
C0119,d012037
C0147,d012038
C0175,d012039
C0203,d012040
C0231,d012041
C0259,d012042
C0287,d012043
C0008,d012044
C0036,d012045
C0064,d012046
C0092,d012047
C0120,d012048
C0148,d012049
C0176,d012050
C0204,d012051
C0232,d012052
C0260,d012053
C0288,d012054
C0009,d012055
C0037,d012056
C0065,d012057
C0093,d012058
C0121,d012059
C0149,d012060
C0177,d012061
C0205,d012062
C0233,d012063
C0261,d012064
C0289,d012065
C0010,d012066
C0038,d012067
C0066,d012068
C0094,d012069
C0122,d012070
C0150,d012071
C0178,d012072
C0206,d012073
C0234,d012074
C0262,d012075
C0290,d012076
C0011,d012077
C0039,d012078
C0067,d012079
C0095,d012080
C0123,d012081
C0151,d012082
C0179,d012083
C0207,d012084
C0235,d012085
C0263,d012086
C0291,d012087
C0012,d012088
C0040,d012089
C0068,d012090
C0096,d012091
C0124,d012092
C0152,d012093
C0180,d012094
C0208,d012095
C0236,d012096
C0264,d012097
C0292,d012098
C0013,d012099
C0041,d012100
C0069,d012101
C0097,d012102
C0125,d012103
C0153,d012104
C0181,d012105
C0209,d012106
C0237,d012107
C0265,d012108
C0293,d012109
C0014,d012110
C0042,d012111
C0070,d012112
C0098,d012113
C0126,d012114
C0154,d012115
C0182,d012116
C0210,d012117
C0238,d012118
C0266,d012119
C0294,d012120
C0015,d012121
C0043,d012122
C0071,d012123
C0099,d012124
C0127,d012125
C0155,d012126
C0183,d012127
C0211,d012128
C0239,d012129
C0267,d012130
C0295,d012131
C0016,d012132
C0044,d012133
C0072,d012134
C0100,d012135
C0128,d012136
C0156,d012137
C0184,d012138
C0212,d012139
C0240,d012140
C0268,d012141
C0296,d012142
C0017,d012143
C0045,d012144
C0073,d012145
C0101,d012146
C0129,d012147
C0157,d012148
C0185,d012149
C0213,d012150
C0241,d012151
C0269,d012152
C0297,d012153
C0018,d012154
C0046,d012155
C0074,d012156
C0102,d012157
C0130,d012158
C0158,d012159
C0186,d012160
C0214,d012161
C0242,d012162
C0270,d012163
C0298,d012164
C0019,d012165
C0047,d012166
C0075,d012167
C0103,d012168
C0131,d012169
C0159,d012170
C0187,d012171
C0215,d012172
C0243,d012173
C0271,d012174
C0299,d012175
C0020,d012176
C0048,d012177
C0076,d012178
C0104,d012179
C0132,d012180
C0160,d012181
C0188,d012182
C0216,d012183
C0244,d012184
C0272,d012185
C0300,d012186
C0021,d012187
C0049,d012188
C0077,d012189
C0105,d012190
C0133,d012191
C0161,d012192
C0189,d012193
C0217,d012194
C0245,d012195
C0273,d012196
C0301,d012197
C0022,d012198
C0050,d012199
C0078,d012200
C0106,d012201
C0134,d012202
C0162,d012203
C0190,d012204
C0218,d012205
C0246,d012206
C0274,d012207
C0302,d012208
C0023,d012209
C0051,d012210
C0079,d012211
C0107,d012212
C0135,d012213
C0163,d012214
C0191,d012215
C0219,d012216
C0247,d012217
C0275,d012218
C0303,d012219
C0024,d012220
C0052,d012221
C0080,d012222
C0108,d012223
C0136,d012224
C0164,d012225
C0192,d012226
C0220,d012227
C0248,d012228
C0276,d012229
C0304,d012230
C0025,d012231
C0053,d012232
C0081,d012233
C0109,d012234
C0137,d012235
C0165,d012236
C0193,d012237
C0221,d012238
C0249,d012239
C0277,d012240
C0305,d012241
C0026,d012242
C0054,d012243
C0082,d012244
C0110,d012245
C0138,d012246
C0166,d012247
C0194,d012248
C0222,d012249
C0250,d012250
C0278,d012251
C0306,d012252
C0027,d012253
C0055,d012254
C0083,d012255
C0111,d012256
C0139,d012257
C0167,d012258
C0195,d012259
C0223,d012260
C0251,d012261
C0279,d012262
C0307,d012263
C0000,d012264
C0028,d012265
C0056,d012266
C0084,d012267
C0112,d012268
C0140,d012269
C0168,d012270
C0196,d012271
C0224,d012272
C0252,d012273
C0280,d012274
C0001,d012275
C0029,d012276
C0057,d012277
C0085,d012278
C0113,d012279
C0141,d012280
C0169,d012281
C0197,d012282
C0225,d012283
C0253,d012284
C0281,d012285
C0002,d012286
C0030,d012287
C0058,d012288
C0086,d012289
C0114,d012290
C0142,d012291
C0170,d012292
C0198,d012293
C0226,d012294
C0254,d012295
C0282,d012296
C0003,d012297
C0031,d012298
C0059,d012299
C0087,d012300
C0115,d012301
C0143,d012302
C0171,d012303
C0199,d012304
C0227,d012305
C0255,d012306
C0283,d012307
C0004,d012308
C0032,d012309
C0060,d012310
C0088,d012311
C0116,d012312
C0144,d012313
C0172,d012314
C0200,d012315
C0228,d012316
C0256,d012317
C0284,d012318
C0005,d012319
C0033,d012320
C0061,d012321
C0089,d012322
C0117,d012323
C0145,d012324
C0173,d012325
C0201,d012326
C0229,d012327
C0257,d012328
C0285,d012329
C0006,d012330
C0034,d012331
C0062,d012332
C0090,d012333
C0118,d012334
C0146,d012335
C0174,d012336
C0202,d012337
C0230,d012338
C0258,d012339
C0286,d012340
C0007,d012341
C0035,d012342
C0063,d012343
C0091,d012344
C0119,d012345
C0147,d012346
C0175,d012347
C0203,d012348
C0231,d012349
C0259,d012350
C0287,d012351
C0008,d012352
C0036,d012353
C0064,d012354
C0092,d012355
C0120,d012356
C0148,d012357
C0176,d012358
C0204,d012359
C0232,d012360
C0260,d012361
C0288,d012362
C0009,d012363
C0037,d012364
C0065,d012365
C0093,d012366
C0121,d012367
C0149,d012368
C0177,d012369
C0205,d012370
C0233,d012371
C0261,d012372
C0289,d012373
C0010,d012374
C0038,d012375
C0066,d012376
C0094,d012377
C0122,d012378
C0150,d012379
C0178,d012380
C0206,d012381
C0234,d012382
C0262,d012383
C0290,d012384
C0011,d012385
C0039,d012386
C0067,d012387
C0095,d012388
C0123,d012389
C0151,d012390
C0179,d012391
C0207,d012392
C0235,d012393
C0263,d012394
C0291,d012395
C0012,d012396
C0040,d012397
C0068,d012398
C0096,d012399
C0124,d012400
C0152,d012401
C0180,d012402
C0208,d012403
C0236,d012404
C0264,d012405
C0292,d012406
C0013,d012407
C0041,d012408
C0069,d012409
C0097,d012410
C0125,d012411
C0153,d012412
C0181,d012413
C0209,d012414
C0237,d012415
C0265,d012416
C0293,d012417
C0014,d012418
C0042,d012419
C0070,d012420
C0098,d012421
C0126,d012422
C0154,d012423
C0182,d012424
C0210,d012425
C0238,d012426
C0266,d012427
C0294,d012428
C0015,d012429
C0043,d012430
C0071,d012431
C0099,d012432
C0127,d012433
C0155,d012434
C0183,d012435
C0211,d012436
C0239,d012437
C0267,d012438
C0295,d012439
C0016,d012440
C0044,d012441
C0072,d012442
C0100,d012443
C0128,d012444
C0156,d012445
C0184,d012446
C0212,d012447
C0240,d012448
C0268,d012449
C0296,d012450
C0017,d012451
C0045,d012452
C0073,d012453
C0101,d012454
C0129,d012455
C0157,d012456
C0185,d012457
C0213,d012458
C0241,d012459
C0269,d012460
C0297,d012461
C0018,d012462
C0046,d012463
C0074,d012464
C0102,d012465
C0130,d012466
C0158,d012467
C0186,d012468
C0214,d012469
C0242,d012470
C0270,d012471
C0298,d012472
C0019,d012473
C0047,d012474
C0075,d012475
C0103,d012476
C0131,d012477
C0159,d012478
C0187,d012479
C0215,d012480
C0243,d012481
C0271,d012482
C0299,d012483
C0020,d012484
C0048,d012485
C0076,d012486
C0104,d012487
C0132,d012488
C0160,d012489
C0188,d012490
C0216,d012491
C0244,d012492
C0272,d012493
C0300,d012494
C0021,d012495
C0049,d012496
C0077,d012497
C0105,d012498
C0133,d012499
C0161,d012500
C0189,d012501
C0217,d012502
C0245,d012503
C0273,d012504
C0301,d012505
C0022,d012506
C0050,d012507
C0078,d012508
C0106,d012509
C0134,d012510
C0162,d012511
C0190,d012512
C0218,d012513
C0246,d012514
C0274,d012515
C0302,d012516
C0023,d012517
C0051,d012518
C0079,d012519
C0107,d012520
C0135,d012521
C0163,d012522
C0191,d012523
C0219,d012524
C0247,d012525
C0275,d012526
C0303,d012527
C0024,d012528
C0052,d012529
C0080,d012530
C0108,d012531
C0136,d012532
C0164,d012533
C0192,d012534
C0220,d012535
C0248,d012536
C0276,d012537
C0304,d012538
C0025,d012539
C0053,d012540
C0081,d012541
C0109,d012542
C0137,d012543
C0165,d012544
C0193,d012545
C0221,d012546
C0249,d012547
C0277,d012548
C0305,d012549
C0026,d012550
C0054,d012551
C0082,d012552
C0110,d012553
C0138,d012554
C0166,d012555
C0194,d012556
C0222,d012557
C0250,d012558
C0278,d012559
C0306,d012560
C0027,d012561
C0055,d012562
C0083,d012563
C0111,d012564
C0139,d012565
C0167,d012566
C0195,d012567
C0223,d012568
C0251,d012569
C0279,d012570
C0307,d012571
C0000,d012572
C0028,d012573
C0056,d012574
C0084,d012575
C0112,d012576
C0140,d012577
C0168,d012578
C0196,d012579
C0224,d012580
C0252,d012581
C0280,d012582
C0001,d012583
C0029,d012584
C0057,d012585
C0085,d012586
C0113,d012587
C0141,d012588
C0169,d012589
C0197,d012590
C0225,d012591
C0253,d012592
C0281,d012593
C0002,d012594
C0030,d012595
C0058,d012596
C0086,d012597
C0114,d012598
C0142,d012599
C0170,d012600
C0198,d012601
C0226,d012602
C0254,d012603
C0282,d012604
C0003,d012605
C0031,d012606
C0059,d012607
C0087,d012608
C0115,d012609
C0143,d012610
C0171,d012611
C0199,d012612
C0227,d012613
C0255,d012614
C0283,d012615
C0004,d012616
C0032,d012617
C0060,d012618
C0088,d012619
C0116,d012620
C0144,d012621
C0172,d012622
C0200,d012623
C0228,d012624
C0256,d012625
C0284,d012626
C0005,d012627
C0033,d012628
C0061,d012629
C0089,d012630
C0117,d012631
C0145,d012632
C0173,d012633
C0201,d012634
C0229,d012635
C0257,d012636
C0285,d012637
C0006,d012638
C0034,d012639
C0062,d012640
C0090,d012641
C0118,d012642
C0146,d012643
C0174,d012644
C0202,d012645
C0230,d012646
C0258,d012647
C0286,d012648
C0007,d012649
C0035,d012650
C0063,d012651
C0091,d012652
C0119,d012653
C0147,d012654
C0175,d012655
C0203,d012656
C0231,d012657
C0259,d012658
C0287,d012659
C0008,d012660
C0036,d012661
C0064,d012662
C0092,d012663
C0120,d012664
C0148,d012665
C0176,d012666
C0204,d012667
C0232,d012668
C0260,d012669
C0288,d012670
C0009,d012671
C0037,d012672
C0065,d012673
C0093,d012674
C0121,d012675
C0149,d012676
C0177,d012677
C0205,d012678
C0233,d012679
C0261,d012680
C0289,d012681
C0010,d012682
C0038,d012683
C0066,d012684
C0094,d012685
C0122,d012686
C0150,d012687
C0178,d012688
C0206,d012689
C0234,d012690
C0262,d012691
C0290,d012692
C0011,d012693
C0039,d012694
C0067,d012695
C0095,d012696
C0123,d012697
C0151,d012698
C0179,d012699
C0207,d012700
C0235,d012701
C0263,d012702
C0291,d012703
C0012,d012704
C0040,d012705
C0068,d012706
C0096,d012707
C0124,d012708
C0152,d012709
C0180,d012710
C0208,d012711
C0236,d012712
C0264,d012713
C0292,d012714
C0013,d012715
C0041,d012716
C0069,d012717
C0097,d012718
C0125,d012719
C0153,d012720
C0181,d012721
C0209,d012722
C0237,d012723
C0265,d012724
C0293,d012725
C0014,d012726
C0042,d012727
C0070,d012728
C0098,d012729
C0126,d012730
C0154,d012731
C0182,d012732
C0210,d012733
C0238,d012734
C0266,d012735
C0294,d012736
C0015,d012737
C0043,d012738
C0071,d012739
C0099,d012740
C0127,d012741
C0155,d012742
C0183,d012743
C0211,d012744
C0239,d012745
C0267,d012746
C0295,d012747
C0016,d012748
C0044,d012749
C0072,d012750
C0100,d012751
C0128,d012752
C0156,d012753
C0184,d012754
C0212,d012755
C0240,d012756
C0268,d012757
C0296,d012758
C0017,d012759
C0045,d012760
C0073,d012761
C0101,d012762
C0129,d012763
C0157,d012764
C0185,d012765
C0213,d012766
C0241,d012767
C0269,d012768
C0297,d012769
C0018,d012770
C0046,d012771
C0074,d012772
C0102,d012773
C0130,d012774
C0158,d012775
C0186,d012776
C0214,d012777
C0242,d012778
C0270,d012779
C0298,d012780
C0019,d012781
C0047,d012782
C0075,d012783
C0103,d012784
C0131,d012785
C0159,d012786
C0187,d012787
C0215,d012788
C0243,d012789
C0271,d012790
C0299,d012791
C0020,d012792
C0048,d012793
C0076,d012794
C0104,d012795
C0132,d012796
C0160,d012797
C0188,d012798
C0216,d012799
C0244,d012800
C0272,d012801
C0300,d012802
C0021,d012803
C0049,d012804
C0077,d012805
C0105,d012806
C0133,d012807
C0161,d012808
C0189,d012809
C0217,d012810
C0245,d012811
C0273,d012812
C0301,d012813
C0022,d012814
C0050,d012815
C0078,d012816
C0106,d012817
C0134,d012818
C0162,d012819
C0190,d012820
C0218,d012821
C0246,d012822
C0274,d012823
C0302,d012824
C0023,d012825
C0051,d012826
C0079,d012827
C0107,d012828
C0135,d012829
C0163,d012830
C0191,d012831
C0219,d012832
C0247,d012833
C0275,d012834
C0303,d012835
C0024,d012836
C0052,d012837
C0080,d012838
C0108,d012839
C0136,d012840
C0164,d012841
C0192,d012842
C0220,d012843
C0248,d012844
C0276,d012845
C0304,d012846
C0025,d012847
C0053,d012848
C0081,d012849
C0109,d012850
C0137,d012851
C0165,d012852
C0193,d012853
C0221,d012854
C0249,d012855
C0277,d012856
C0305,d012857
C0026,d012858
C0054,d012859
C0082,d012860
C0110,d012861
C0138,d012862
C0166,d012863
C0194,d012864
C0222,d012865
C0250,d012866
C0278,d012867
C0306,d012868
C0027,d012869
C0055,d012870
C0083,d012871
C0111,d012872
C0139,d012873
C0167,d012874
C0195,d012875
C0223,d012876
C0251,d012877
C0279,d012878
C0307,d012879
