coverage_group_id,decision_id
G0000,d000174
G0000,d000175
G0000,d000176
G0000,d000177
G0000,d000178
G0000,d000179
G0000,d000180
G0000,d000181
G0000,d000182
G0000,d000183
G0000,d000184
G0000,d000185
G0000,d000186
G0000,d000187
G0000,d000188
G0000,d000189
G0000,d000190
G0000,d000191
G0000,d000192
G0000,d000193
G0000,d000194
G0000,d000195
G0000,d000196
G0000,d000197
G0000,d000198
G0000,d000199
G0000,d000200
G0000,d000201
G0000,d000202
G0000,d000203
G0000,d000204
G0000,d000205
G0000,d000206
G0000,d000207
G0000,d000208
G0000,d000209
G0000,d000210
G0000,d000211
G0000,d000212
G0000,d000213
G0000,d000214
G0000,d000215
G0000,d000216
G0000,d000217
G0000,d000218
G0000,d000219
G0000,d000220
G0000,d000221
G0000,d000222
G0000,d000223
G0001,d000224
G0001,d000225
G0001,d000226
G0001,d000227
G0001,d000228
G0001,d000229
G0001,d000230
G0001,d000231
G0001,d000232
G0001,d000233
G0001,d000234
G0001,d000235
G0001,d000236
G0001,d000237
G0001,d000238
G0001,d000239
G0001,d000240
G0001,d000241
G0001,d000242
G0001,d000243
G0001,d000244
G0001,d000245
G0001,d000246
G0001,d000247
G0001,d000248
G0001,d000249
G0001,d000250
G0001,d000251
G0001,d000252
G0001,d000253
G0001,d000254
G0001,d000255
G0001,d000256
G0001,d000257
G0001,d000258
G0001,d000259
G0001,d000260
G0001,d000261
G0001,d000262
G0001,d000263
G0001,d000264
G0001,d000265
G0001,d000266
G0001,d000267
G0001,d000268
G0001,d000269
G0001,d000270
G0001,d000271
G0001,d000272
G0001,d000273
G0001,d000274
G0001,d000275
G0001,d000276
G0001,d000277
G0001,d000278
G0001,d000279
G0001,d000280
G0001,d000281
G0001,d000282
G0001,d000283
G0001,d000284
G0001,d000285
G0001,d000286
G0001,d000287
G0001,d000288
G0001,d000289
G0001,d000290
G0001,d000291
G0001,d000292
G0001,d000293
G0001,d000294
G0001,d000295
G0001,d000296
G0001,d000297
G0001,d000298
G0001,d000299
G0001,d000300
G0001,d000301
G0001,d000302
G0001,d000303
G0001,d000304
G0001,d000305
G0001,d000306
G0001,d000307
G0001,d000308
G0001,d000309
G0001,d000310
G0001,d000311
G0001,d000312
G0001,d000313
G0001,d000314
G0001,d000315
G0001,d000316
G0001,d000317
G0001,d000318
G0001,d000319
G0001,d000320
G0001,d000321
G0001,d000322
G0001,d000323
G0001,d000324
G0001,d000325
G0001,d000326
G0001,d000327
G0001,d000328
G0001,d000329
G0001,d000330
G0001,d000331
G0001,d000332
G0001,d000333
G0001,d000334
G0001,d000335
G0001,d000336
G0001,d000337
G0001,d000338
G0001,d000339
G0001,d000340
G0001,d000341
G0001,d000342
G0001,d000343
G0001,d000344
G0001,d000345
G0001,d000346
G0001,d000347
G0001,d000348
G0001,d000349
G0001,d000350
G0001,d000351
G0001,d000352
G0001,d000353
G0001,d000354
G0001,d000355
G0001,d000356
G0001,d000357
G0001,d000358
G0001,d000359
G0001,d000360
G0001,d000361
G0001,d000362
G0001,d000363
G0001,d000364
G0001,d000365
G0001,d000366
G0001,d000367
G0001,d000368
G0001,d000369
G0001,d000370
G0001,d000371
G0001,d000372
G0001,d000373
G0001,d000374
G0001,d000375
G0001,d000376
G0001,d000377
G0001,d000378
G0001,d000379
G0001,d000380
G0001,d000381
G0001,d000382
G0001,d000383
G0001,d000384
G0001,d000385
G0001,d000386
G0001,d000387
G0001,d000388
G0001,d000389
G0001,d000390
G0001,d000391
G0001,d000392
G0001,d000393
G0001,d000394
G0001,d000395
G0001,d000396
G0001,d000397
G0001,d000398
G0001,d000399
G0001,d000400
G0001,d000401
G0001,d000402
G0001,d000403
G0001,d000404
G0001,d000405
G0001,d000406
G0001,d000407
G0001,d000408
G0001,d000409
G0001,d000410
G0001,d000411
G0001,d000412
G0001,d000413
G0001,d000414
G0001,d000415
G0001,d000416
G0001,d000417
G0001,d000418
G0001,d000419
G0001,d000420
G0001,d000421
G0001,d000422
G0001,d000423
G0001,d000424
G0001,d000425
G0001,d000426
G0001,d000427
G0001,d000428
G0001,d000429
G0001,d000430
G0001,d000431
G0001,d000432
G0001,d000433
G0001,d000434
G0001,d000435
G0001,d000436
G0001,d000437
G0001,d000438
G0001,d000439
G0001,d000440
G0001,d000441
G0001,d000442
G0001,d000443
G0001,d000444
G0001,d000445
G0001,d000446
G0001,d000447
G0002,d000448
G0002,d000449
G0002,d000450
G0002,d000451
G0002,d000452
G0002,d000453
G0002,d000454
G0002,d000455
G0002,d000456
G0002,d000457
G0002,d000458
G0002,d000459
G0002,d000460
G0002,d000461
G0002,d000462
G0002,d000463
G0002,d000464
G0002,d000465
G0002,d000466
G0002,d000467
G0002,d000468
G0002,d000469
G0002,d000470
G0002,d000471
G0002,d000472
G0002,d000473
G0002,d000474
G0002,d000475
G0002,d000476
G0002,d000477
G0002,d000478
G0002,d000479
G0002,d000480
G0002,d000481
G0002,d000482
G0002,d000483
G0002,d000484
G0002,d000485
G0002,d000486
G0002,d000487
G0002,d000488
G0002,d000489
G0002,d000490
G0002,d000491
G0002,d000492
G0002,d000493
G0002,d000494
G0002,d000495
G0002,d000496
G0002,d000497
G0002,d000498
G0002,d000499
G0002,d000500
G0002,d000501
G0002,d000502
G0002,d000503
G0002,d000504
G0002,d000505
G0002,d000506
G0002,d000507
G0002,d000508
G0002,d000509
G0002,d000510
G0002,d000511
G0002,d000512
G0002,d000513
G0002,d000514
G0002,d000515
G0002,d000516
G0002,d000517
G0002,d000518
G0002,d000519
G0002,d000520
G0002,d000521
G0002,d000522
G0002,d000523
G0002,d000524
G0002,d000525
G0002,d000526
G0002,d000527
G0002,d000528
G0002,d000529
G0002,d000530
G0002,d000531
G0002,d000532
G0002,d000533
G0002,d000534
G0002,d000535
G0002,d000536
G0002,d000537
G0002,d000538
G0002,d000539
G0002,d000540
G0002,d000541
G0002,d000542
G0002,d000543
G0002,d000544
G0002,d000545
G0002,d000546
G0002,d000547
G0002,d000548
G0002,d000549
G0002,d000550
G0002,d000551
G0002,d000552
G0002,d000553
G0002,d000554
G0002,d000555
G0002,d000556
G0002,d000557
G0002,d000558
G0002,d000559
G0002,d000560
G0002,d000561
G0002,d000562
G0002,d000563
G0002,d000564
G0002,d000565
G0002,d000566
G0002,d000567
G0002,d000568
G0002,d000569
G0002,d000570
G0002,d000571
G0002,d000572
G0002,d000573
G0002,d000574
G0002,d000575
G0002,d000576
G0002,d000577
G0002,d000578
G0002,d000579
G0002,d000580
G0002,d000581
G0002,d000582
G0002,d000583
G0002,d000584
G0002,d000585
G0002,d000586
G0002,d000587
G0002,d000588
G0002,d000589
G0002,d000590
G0002,d000591
G0002,d000592
G0002,d000593
G0002,d000594
G0002,d000595
G0002,d000596
G0002,d000597
G0002,d000598
G0002,d000599
G0002,d000600
G0002,d000601
G0002,d000602
G0002,d000603
G0002,d000604
G0002,d000605
G0002,d000606
G0002,d000607
G0002,d000608
G0002,d000609
G0002,d000610
G0002,d000611
G0002,d000612
G0002,d000613
G0002,d000614
G0002,d000615
G0002,d000616
G0002,d000617
G0002,d000618
G0002,d000619
G0002,d000620
G0002,d000621
G0002,d000622
G0002,d000623
G0002,d000624
G0002,d000625
G0002,d000626
G0002,d000627
G0002,d000628
G0002,d000629
G0002,d000630
G0002,d000631
G0002,d000632
G0002,d000633
G0002,d000634
G0002,d000635
G0002,d000636
G0002,d000637
G0002,d000638
G0002,d000639
G0002,d000640
G0002,d000641
G0002,d000642
G0002,d000643
G0002,d000644
G0002,d000645
G0002,d000646
G0002,d000647
G0002,d000648
G0002,d000649
G0002,d000650
G0002,d000651
G0002,d000652
G0002,d000653
G0002,d000654
G0002,d000655
G0002,d000656
G0002,d000657
G0002,d000658
G0002,d000659
G0002,d000660
G0002,d000661
G0002,d000662
G0002,d000663
G0002,d000664
G0002,d000665
G0002,d000666
G0002,d000667
G0002,d000668
G0002,d000669
G0002,d000670
G0002,d000671
G0003,d000672
G0003,d000673
G0003,d000674
G0003,d000675
G0003,d000676
G0003,d000677
G0003,d000678
G0003,d000679
G0003,d000680
G0003,d000681
G0003,d000682
G0003,d000683
G0003,d000684
G0003,d000685
G0003,d000686
G0003,d000687
G0003,d000688
G0003,d000689
G0003,d000690
G0003,d000691
G0003,d000692
G0003,d000693
G0003,d000694
G0003,d000695
G0003,d000696
G0003,d000697
G0003,d000698
G0003,d000699
G0003,d000700
G0003,d000701
G0003,d000702
G0003,d000703
G0003,d000704
G0003,d000705
G0003,d000706
G0003,d000707
G0003,d000708
G0003,d000709
G0003,d000710
G0003,d000711
G0003,d000712
G0003,d000713
G0003,d000714
G0003,d000715
G0003,d000716
G0003,d000717
G0003,d000718
G0003,d000719
G0003,d000720
G0003,d000721
G0003,d000722
G0003,d000723
G0003,d000724
G0003,d000725
G0003,d000726
G0003,d000727
G0003,d000728
G0003,d000729
G0003,d000730
G0003,d000731
G0003,d000732
G0003,d000733
G0003,d000734
G0003,d000735
G0003,d000736
G0003,d000737
G0003,d000738
G0003,d000739
G0003,d000740
G0003,d000741
G0003,d000742
G0003,d000743
G0003,d000744
G0003,d000745
G0003,d000746
G0003,d000747
G0003,d000748
G0003,d000749
G0003,d000750
G0003,d000751
G0003,d000752
G0003,d000753
G0003,d000754
G0003,d000755
G0003,d000756
G0003,d000757
G0003,d000758
G0003,d000759
G0003,d000760
G0003,d000761
G0003,d000762
G0003,d000763
G0003,d000764
G0003,d000765
G0003,d000766
G0003,d000767
G0003,d000768
G0003,d000769
G0003,d000770
G0003,d000771
G0003,d000772
G0003,d000773
G0003,d000774
G0003,d000775
G0003,d000776
G0003,d000777
G0003,d000778
G0003,d000779
G0003,d000780
G0003,d000781
G0003,d000782
G0003,d000783
G0003,d000784
G0003,d000785
G0003,d000786
G0003,d000787
G0003,d000788
G0003,d000789
G0003,d000790
G0003,d000791
G0003,d000792
G0003,d000793
G0003,d000794
G0003,d000795
G0003,d000796
G0003,d000797
G0003,d000798
G0003,d000799
G0003,d000800
G0003,d000801
G0003,d000802
G0003,d000803
G0003,d000804
G0003,d000805
G0003,d000806
G0003,d000807
G0003,d000808
G0003,d000809
G0003,d000810
G0003,d000811
G0003,d000812
G0003,d000813
G0003,d000814
G0003,d000815
G0003,d000816
G0003,d000817
G0003,d000818
G0003,d000819
G0003,d000820
G0003,d000821
G0003,d000822
G0003,d000823
G0003,d000824
G0003,d000825
G0003,d000826
G0003,d000827
G0003,d000828
G0003,d000829
G0003,d000830
G0003,d000831
G0003,d000832
G0003,d000833
G0003,d000834
G0003,d000835
G0003,d000836
G0003,d000837
G0003,d000838
G0003,d000839
G0003,d000840
G0003,d000841
G0003,d000842
G0003,d000843
G0003,d000844
G0003,d000845
G0003,d000846
G0003,d000847
G0003,d000848
G0003,d000849
G0003,d000850
G0003,d000851
G0003,d000852
G0003,d000853
G0003,d000854
G0003,d000855
G0003,d000856
G0003,d000857
G0003,d000858
G0003,d000859
G0003,d000860
G0003,d000861
G0003,d000862
G0003,d000863
G0003,d000864
G0003,d000865
G0003,d000866
G0003,d000867
G0003,d000868
G0003,d000869
G0003,d000870
G0003,d000871
G0003,d000872
G0003,d000873
G0003,d000874
G0003,d000875
G0003,d000876
G0003,d000877
G0003,d000878
G0003,d000879
G0003,d000880
G0003,d000881
G0003,d000882
G0003,d000883
G0003,d000884
G0003,d000885
G0003,d000886
G0003,d000887
G0003,d000888
G0003,d000889
G0003,d000890
G0003,d000891
G0003,d000892
G0003,d000893
G0003,d000894
G0003,d000895
G0004,d000896
G0004,d000897
G0004,d000898
G0004,d000899
G0004,d000900
G0004,d000901
G0004,d000902
G0004,d000903
G0004,d000904
G0004,d000905
G0004,d000906
G0004,d000907
G0004,d000908
G0004,d000909
G0004,d000910
G0004,d000911
G0004,d000912
G0004,d000913
G0004,d000914
G0004,d000915
G0004,d000916
G0004,d000917
G0004,d000918
G0004,d000919
G0004,d000920
G0004,d000921
G0004,d000922
G0004,d000923
G0004,d000924
G0004,d000925
G0004,d000926
G0004,d000927
G0004,d000928
G0004,d000929
G0004,d000930
G0004,d000931
G0004,d000932
G0004,d000933
G0004,d000934
G0004,d000935
G0004,d000936
G0004,d000937
G0004,d000938
G0004,d000939
G0004,d000940
G0004,d000941
G0004,d000942
G0004,d000943
G0004,d000944
G0004,d000945
G0004,d000946
G0004,d000947
G0004,d000948
G0004,d000949
G0004,d000950
G0004,d000951
G0004,d000952
G0004,d000953
G0004,d000954
G0004,d000955
G0004,d000956
G0004,d000957
G0004,d000958
G0004,d000959
G0004,d000960
G0004,d000961
G0004,d000962
G0004,d000963
G0004,d000964
G0004,d000965
G0004,d000966
G0004,d000967
G0004,d000968
G0004,d000969
G0004,d000970
G0004,d000971
G0004,d000972
G0004,d000973
G0004,d000974
G0004,d000975
G0004,d000976
G0004,d000977
G0004,d000978
G0004,d000979
G0004,d000980
G0004,d000981
G0004,d000982
G0004,d000983
G0004,d000984
G0004,d000985
G0004,d000986
G0004,d000987
G0004,d000988
G0004,d000989
G0004,d000990
G0004,d000991
G0004,d000992
G0004,d000993
G0004,d000994
G0004,d000995
G0004,d000996
G0004,d000997
G0004,d000998
G0004,d000999
G0004,d001000
G0004,d001001
G0004,d001002
G0004,d001003
G0004,d001004
G0004,d001005
G0004,d001006
G0004,d001007
G0004,d001008
G0004,d001009
G0004,d001010
G0004,d001011
G0004,d001012
G0004,d001013
G0004,d001014
G0004,d001015
G0004,d001016
G0004,d001017
G0004,d001018
G0004,d001019
G0004,d001020
G0004,d001021
G0004,d001022
G0004,d001023
G0004,d001024
G0004,d001025
G0004,d001026
G0004,d001027
G0004,d001028
G0004,d001029
G0004,d001030
G0004,d001031
G0004,d001032
G0004,d001033
G0004,d001034
G0004,d001035
G0004,d001036
G0004,d001037
G0004,d001038
G0004,d001039
G0004,d001040
G0004,d001041
G0004,d001042
G0004,d001043
G0004,d001044
G0004,d001045
G0004,d001046
G0004,d001047
G0004,d001048
G0004,d001049
G0004,d001050
G0004,d001051
G0004,d001052
G0004,d001053
G0004,d001054
G0004,d001055
G0004,d001056
G0004,d001057
G0004,d001058
G0004,d001059
G0004,d001060
G0004,d001061
G0004,d001062
G0004,d001063
G0004,d001064
G0004,d001065
G0004,d001066
G0004,d001067
G0004,d001068
G0004,d001069
G0004,d001070
G0004,d001071
G0004,d001072
G0004,d001073
G0004,d001074
G0004,d001075
G0004,d001076
G0004,d001077
G0004,d001078
G0004,d001079
G0004,d001080
G0004,d001081
G0004,d001082
G0004,d001083
G0004,d001084
G0004,d001085
G0004,d001086
G0004,d001087
G0004,d001088
G0004,d001089
G0004,d001090
G0004,d001091
G0004,d001092
G0004,d001093
G0004,d001094
G0004,d001095
G0004,d001096
G0004,d001097
G0004,d001098
G0004,d001099
G0004,d001100
G0004,d001101
G0004,d001102
G0004,d001103
G0004,d001104
G0004,d001105
G0004,d001106
G0004,d001107
G0004,d001108
G0004,d001109
G0004,d001110
G0004,d001111
G0004,d001112
G0004,d001113
G0004,d001114
G0004,d001115
G0004,d001116
G0004,d001117
G0004,d001118
G0004,d001119
G0005,d001120
G0005,d001121
G0005,d001122
G0005,d001123
G0005,d001124
G0005,d001125
G0005,d001126
G0005,d001127
G0005,d001128
G0005,d001129
G0005,d001130
G0005,d001131
G0005,d001132
G0005,d001133
G0005,d001134
G0005,d001135
G0005,d001136
G0005,d001137
G0005,d001138
G0005,d001139
G0005,d001140
G0005,d001141
G0005,d001142
G0005,d001143
G0005,d001144
G0005,d001145
G0005,d001146
G0005,d001147
G0005,d001148
G0005,d001149
G0005,d001150
G0005,d001151
G0005,d001152
G0005,d001153
G0005,d001154
G0005,d001155
G0005,d001156
G0005,d001157
G0005,d001158
G0005,d001159
G0005,d001160
G0005,d001161
G0005,d001162
G0005,d001163
G0005,d001164
G0005,d001165
G0005,d001166
G0005,d001167
G0005,d001168
G0005,d001169
G0005,d001170
G0005,d001171
G0005,d001172
G0005,d001173
G0005,d001174
G0005,d001175
G0005,d001176
G0005,d001177
G0005,d001178
G0005,d001179
G0005,d001180
G0005,d001181
G0005,d001182
G0005,d001183
G0005,d001184
G0005,d001185
G0005,d001186
G0005,d001187
G0005,d001188
G0005,d001189
G0005,d001190
G0005,d001191
G0005,d001192
G0005,d001193
G0005,d001194
G0005,d001195
G0005,d001196
G0005,d001197
G0005,d001198
G0005,d001199
G0005,d001200
G0005,d001201
G0005,d001202
G0005,d001203
G0005,d001204
G0005,d001205
G0005,d001206
G0005,d001207
G0005,d001208
G0005,d001209
G0005,d001210
G0005,d001211
G0005,d001212
G0005,d001213
G0005,d001214
G0005,d001215
G0005,d001216
G0005,d001217
G0005,d001218
G0005,d001219
G0005,d001220
G0005,d001221
G0005,d001222
G0005,d001223
G0005,d001224
G0005,d001225
G0005,d001226
G0005,d001227
G0005,d001228
G0005,d001229
G0005,d001230
G0005,d001231
G0005,d001232
G0005,d001233
G0005,d001234
G0005,d001235
G0005,d001236
G0005,d001237
G0005,d001238
G0005,d001239
G0005,d001240
G0005,d001241
G0005,d001242
G0005,d001243
G0005,d001244
G0005,d001245
G0005,d001246
G0005,d001247
G0005,d001248
G0005,d001249
G0005,d001250
G0005,d001251
G0005,d001252
G0005,d001253
G0005,d001254
G0005,d001255
G0005,d001256
G0005,d001257
G0005,d001258
G0005,d001259
G0005,d001260
G0005,d001261
G0005,d001262
G0005,d001263
G0005,d001264
G0005,d001265
G0005,d001266
G0005,d001267
G0005,d001268
G0005,d001269
G0005,d001270
G0005,d001271
G0005,d001272
G0005,d001273
G0005,d001274
G0005,d001275
G0005,d001276
G0005,d001277
G0005,d001278
G0005,d001279
G0005,d001280
G0005,d001281
G0005,d001282
G0005,d001283
G0005,d001284
G0005,d001285
G0005,d001286
G0005,d001287
G0005,d001288
G0005,d001289
G0005,d001290
G0005,d001291
G0005,d001292
G0005,d001293
G0005,d001294
G0005,d001295
G0005,d001296
G0005,d001297
G0005,d001298
G0005,d001299
G0005,d001300
G0005,d001301
G0005,d001302
G0005,d001303
G0005,d001304
G0005,d001305
G0005,d001306
G0005,d001307
G0005,d001308
G0005,d001309
G0005,d001310
G0005,d001311
G0005,d001312
G0005,d001313
G0005,d001314
G0005,d001315
G0005,d001316
G0005,d001317
G0005,d001318
G0005,d001319
G0005,d001320
G0005,d001321
G0005,d001322
G0005,d001323
G0005,d001324
G0005,d001325
G0005,d001326
G0005,d001327
G0005,d001328
G0005,d001329
G0005,d001330
G0005,d001331
G0005,d001332
G0005,d001333
G0005,d001334
G0005,d001335
G0005,d001336
G0005,d001337
G0005,d001338
G0005,d001339
G0005,d001340
G0005,d001341
G0005,d001342
G0005,d001343
G0006,d001344
G0006,d001345
G0006,d001346
G0006,d001347
G0006,d001348
G0006,d001349
G0006,d001350
G0006,d001351
G0006,d001352
G0006,d001353
G0006,d001354
G0006,d001355
G0006,d001356
G0006,d001357
G0006,d001358
G0006,d001359
G0006,d001360
G0006,d001361
G0006,d001362
G0006,d001363
G0006,d001364
G0006,d001365
G0006,d001366
G0006,d001367
G0006,d001368
G0006,d001369
G0006,d001370
G0006,d001371
G0006,d001372
G0006,d001373
G0006,d001374
G0006,d001375
G0006,d001376
G0006,d001377
G0006,d001378
G0006,d001379
G0006,d001380
G0006,d001381
G0006,d001382
G0006,d001383
G0006,d001384
G0006,d001385
G0006,d001386
G0006,d001387
G0006,d001388
G0006,d001389
G0006,d001390
G0006,d001391
G0006,d001392
G0006,d001393
G0006,d001394
G0006,d001395
G0006,d001396
G0006,d001397
G0006,d001398
G0006,d001399
G0006,d001400
G0006,d001401
G0006,d001402
G0006,d001403
G0006,d001404
G0006,d001405
G0006,d001406
G0006,d001407
G0006,d001408
G0006,d001409
G0006,d001410
G0006,d001411
G0006,d001412
G0006,d001413
G0006,d001414
G0006,d001415
G0006,d001416
G0006,d001417
G0006,d001418
G0006,d001419
G0006,d001420
G0006,d001421
G0006,d001422
G0006,d001423
G0006,d001424
G0006,d001425
G0006,d001426
G0006,d001427
G0006,d001428
G0006,d001429
G0006,d001430
G0006,d001431
G0006,d001432
G0006,d001433
G0006,d001434
G0006,d001435
G0006,d001436
G0006,d001437
G0006,d001438
G0006,d001439
G0006,d001440
G0006,d001441
G0006,d001442
G0006,d001443
G0006,d001444
G0006,d001445
G0006,d001446
G0006,d001447
G0006,d001448
G0006,d001449
G0006,d001450
G0006,d001451
G0006,d001452
G0006,d001453
G0006,d001454
G0006,d001455
G0006,d001456
G0006,d001457
G0006,d001458
G0006,d001459
G0006,d001460
G0006,d001461
G0006,d001462
G0006,d001463
G0006,d001464
G0006,d001465
G0006,d001466
G0006,d001467
G0006,d001468
G0006,d001469
G0006,d001470
G0006,d001471
G0006,d001472
G0006,d001473
G0006,d001474
G0006,d001475
G0006,d001476
G0006,d001477
G0006,d001478
G0006,d001479
G0006,d001480
G0006,d001481
G0006,d001482
G0006,d001483
G0006,d001484
G0006,d001485
G0006,d001486
G0006,d001487
G0006,d001488
G0006,d001489
G0006,d001490
G0006,d001491
G0006,d001492
G0006,d001493
G0006,d001494
G0006,d001495
G0006,d001496
G0006,d001497
G0006,d001498
G0006,d001499
G0006,d001500
G0006,d001501
G0006,d001502
G0006,d001503
G0006,d001504
G0006,d001505
G0006,d001506
G0006,d001507
G0006,d001508
G0006,d001509
G0006,d001510
G0006,d001511
G0006,d001512
G0006,d001513
G0006,d001514
G0006,d001515
G0006,d001516
G0006,d001517
G0006,d001518
G0006,d001519
G0006,d001520
G0006,d001521
G0006,d001522
G0006,d001523
G0006,d001524
G0006,d001525
G0006,d001526
G0006,d001527
G0006,d001528
G0006,d001529
G0006,d001530
G0006,d001531
G0006,d001532
G0006,d001533
G0006,d001534
G0006,d001535
G0006,d001536
G0006,d001537
G0006,d001538
G0006,d001539
G0006,d001540
G0006,d001541
G0006,d001542
G0006,d001543
G0006,d001544
G0006,d001545
G0006,d001546
G0006,d001547
G0006,d001548
G0006,d001549
G0006,d001550
G0006,d001551
G0006,d001552
G0006,d001553
G0006,d001554
G0006,d001555
G0006,d001556
G0006,d001557
G0006,d001558
G0006,d001559
G0006,d001560
G0006,d001561
G0006,d001562
G0006,d001563
G0006,d001564
G0006,d001565
G0006,d001566
G0006,d001567
G0007,d001568
G0007,d001569
G0007,d001570
G0007,d001571
G0007,d001572
G0007,d001573
G0007,d001574
G0007,d001575
G0007,d001576
G0007,d001577
G0007,d001578
G0007,d001579
G0007,d001580
G0007,d001581
G0007,d001582
G0007,d001583
G0007,d001584
G0007,d001585
G0007,d001586
G0007,d001587
G0007,d001588
G0007,d001589
G0007,d001590
G0007,d001591
G0007,d001592
G0007,d001593
G0007,d001594
G0007,d001595
G0007,d001596
G0007,d001597
G0007,d001598
G0007,d001599
G0007,d001600
G0007,d001601
G0007,d001602
G0007,d001603
G0007,d001604
G0007,d001605
G0007,d001606
G0007,d001607
G0007,d001608
G0007,d001609
G0007,d001610
G0007,d001611
G0007,d001612
G0007,d001613
G0007,d001614
G0007,d001615
G0007,d001616
G0007,d001617
G0007,d001618
G0007,d001619
G0007,d001620
G0007,d001621
G0007,d001622
G0007,d001623
G0007,d001624
G0007,d001625
G0007,d001626
G0007,d001627
G0007,d001628
G0007,d001629
G0007,d001630
G0007,d001631
G0007,d001632
G0007,d001633
G0007,d001634
G0007,d001635
G0007,d001636
G0007,d001637
G0007,d001638
G0007,d001639
G0007,d001640
G0007,d001641
G0007,d001642
G0007,d001643
G0007,d001644
G0007,d001645
G0007,d001646
G0007,d001647
G0007,d001648
G0007,d001649
G0007,d001650
G0007,d001651
G0007,d001652
G0007,d001653
G0007,d001654
G0007,d001655
G0007,d001656
G0007,d001657
G0007,d001658
G0007,d001659
G0007,d001660
G0007,d001661
G0007,d001662
G0007,d001663
G0007,d001664
G0007,d001665
G0007,d001666
G0007,d001667
G0007,d001668
G0007,d001669
G0007,d001670
G0007,d001671
G0007,d001672
G0007,d001673
G0007,d001674
G0007,d001675
G0007,d001676
G0007,d001677
G0007,d001678
G0007,d001679
G0007,d001680
G0007,d001681
G0007,d001682
G0007,d001683
G0007,d001684
G0007,d001685
G0007,d001686
G0007,d001687
G0007,d001688
G0007,d001689
G0007,d001690
G0007,d001691
G0007,d001692
G0007,d001693
G0007,d001694
G0007,d001695
G0007,d001696
G0007,d001697
G0007,d001698
G0007,d001699
G0007,d001700
G0007,d001701
G0007,d001702
G0007,d001703
G0007,d001704
G0007,d001705
G0007,d001706
G0007,d001707
G0007,d001708
G0007,d001709
G0007,d001710
G0007,d001711
G0007,d001712
G0007,d001713
G0007,d001714
G0007,d001715
G0007,d001716
G0007,d001717
G0007,d001718
G0007,d001719
G0007,d001720
G0007,d001721
G0007,d001722
G0007,d001723
G0007,d001724
G0007,d001725
G0007,d001726
G0007,d001727
G0007,d001728
G0007,d001729
G0007,d001730
G0007,d001731
G0007,d001732
G0007,d001733
G0007,d001734
G0007,d001735
G0007,d001736
G0007,d001737
G0007,d001738
G0007,d001739
G0007,d001740
G0007,d001741
G0007,d001742
G0007,d001743
G0007,d001744
G0007,d001745
