parent_id,child_id
d003585,d117125
d003584,d117125
d001345,d117126
d001568,d117126
d001569,d117127
d001568,d117127
d001345,d117128
d001344,d117128
d004929,d117129
d001344,d117129
d003585,d117130
d001344,d117130
d001569,d117131
d001344,d117131
d009865,d117132
d010536,d117132
d010537,d117133
d010536,d117133
d009865,d117134
d010088,d117134
d010089,d117135
d010088,d117135
d009865,d117136
d009864,d117136
d010537,d117137
d009864,d117137
d010089,d117138
d009864,d117138
d011209,d117139
d011208,d117139
d009865,d117140
d011208,d117140
d009865,d117141
d010536,d117141
d010537,d117142
d010536,d117142
d009865,d117143
d010088,d117143
d010089,d117144
d010088,d117144
d011209,d117145
d009864,d117145
d009865,d117146
d009864,d117146
d010537,d117147
d009864,d117147
d010089,d117148
d009864,d117148
d010313,d117149
d010312,d117149
d010537,d117150
d010312,d117150
d001353,d117151
d004936,d117151
d004937,d117152
d004936,d117152
d003593,d117153
d004936,d117153
d001353,d117154
d003592,d117154
d004937,d117155
d003592,d117155
d003593,d117156
d003592,d117156
d009865,d117157
d003592,d117157
d001353,d117158
d001576,d117158
d001577,d117159
d001576,d117159
d001353,d117160
d001352,d117160
d004937,d117161
d001352,d117161
d001577,d117162
d001352,d117162
d003593,d117163
d001352,d117163
d010313,d117164
d010536,d117164
d009865,d117165
d010536,d117165
d010537,d117166
d010536,d117166
d003593,d117167
d009864,d117167
d009865,d117168
d009864,d117168
d010537,d117169
d009864,d117169
d010985,d117170
d010984,d117170
d006057,d117171
d010984,d117171
d002025,d117172
d010984,d117172
d010761,d117173
d010984,d117173
d010985,d117174
d010760,d117174
d010761,d117175
d010760,d117175
d010089,d117176
d010760,d117176
d006281,d117177
d006280,d117177
d006057,d117178
d006280,d117178
d006281,d117179
d006056,d117179
d010985,d117180
d006056,d117180
d006057,d117181
d006056,d117181
d002025,d117182
d006056,d117182
d005385,d117183
d005384,d117183
d005161,d117184
d005384,d117184
d005385,d117185
d005160,d117185
d005161,d117186
d005160,d117186
d001801,d117187
d005160,d117187
d010985,d117188
d002024,d117188
d006057,d117189
d002024,d117189
d002025,d117190
d002024,d117190
d001801,d117191
d002024,d117191
d005161,d117192
d001800,d117192
d002025,d117193
d001800,d117193
d001801,d117194
d001800,d117194
d001577,d117195
d001800,d117195
d001801,d117196
d001576,d117196
d001577,d117197
d001576,d117197
d010761,d117198
d010088,d117198
d009865,d117199
d010088,d117199
d010089,d117200
d010088,d117200
d009865,d117201
d009864,d117201
d010089,d117202
d009864,d117202
d002249,d117203
d011432,d117203
d011433,d117204
d011432,d117204
d011209,d117205
d011432,d117205
d009641,d117206
d009640,d117206
d003145,d117207
d009640,d117207
d009641,d117208
d003144,d117208
d002921,d117209
d003144,d117209
d003145,d117210
d003144,d117210
d002921,d117211
d002920,d117211
d003145,d117212
d002920,d117212
d002249,d117213
d002248,d117213
d011433,d117214
d002248,d117214
d000681,d117215
d000680,d117215
d011433,d117216
d011208,d117216
d011209,d117217
d011208,d117217
d009865,d117218
d011208,d117218
d009865,d117219
d010536,d117219
d010537,d117220
d010536,d117220
d009865,d117221
d010088,d117221
d010089,d117222
d010088,d117222
d011209,d117223
d009864,d117223
d009865,d117224
d009864,d117224
d010537,d117225
d009864,d117225
d010089,d117226
d009864,d117226
d000457,d117227
d002696,d117227
d002697,d117228
d002696,d117228
d002921,d117229
d002696,d117229
d002473,d117230
d002696,d117230
d002697,d117231
d002472,d117231
d002249,d117232
d002472,d117232
d002473,d117233
d002472,d117233
d000681,d117234
d002472,d117234
d011433,d117235
d002472,d117235
d001129,d117236
d001128,d117236
d000905,d117237
d001128,d117237
d001129,d117238
d000904,d117238
d000905,d117239
d000904,d117239
d000681,d117240
d000904,d117240
d000233,d117241
d000456,d117241
d000457,d117242
d000456,d117242
d002697,d117243
d000456,d117243
d000233,d117244
d000232,d117244
d000457,d117245
d000232,d117245
d002249,d117246
d011432,d117246
d002473,d117247
d011432,d117247
d011433,d117248
d011432,d117248
d011209,d117249
d011432,d117249
d009641,d117250
d009640,d117250
d002697,d117251
d002920,d117251
d002921,d117252
d002920,d117252
d002249,d117253
d002248,d117253
d002473,d117254
d002248,d117254
d011433,d117255
d002248,d117255
d002473,d117256
d000680,d117256
d000905,d117257
d000680,d117257
d000681,d117258
d000680,d117258
d011433,d117259
d011208,d117259
d011209,d117260
d011208,d117260
d008297,d117261
d008296,d117261
d008073,d117262
d008296,d117262
d008297,d117263
d008072,d117263
d008073,d117264
d008072,d117264
d007849,d117265
d008072,d117265
d008073,d117266
d007848,d117266
d007849,d117267
d007848,d117267
d007625,d117268
d007848,d117268
d007849,d117269
d007624,d117269
d007625,d117270
d007624,d117270
d006729,d117271
d007624,d117271
d007401,d117272
d007400,d117272
d007177,d117273
d007400,d117273
d007401,d117274
d007176,d117274
d007177,d117275
d007176,d117275
d006953,d117276
d007176,d117276
d007177,d117277
d006952,d117277
d006953,d117278
d006952,d117278
d006729,d117279
d006952,d117279
d007625,d117280
d006728,d117280
d006953,d117281
d006728,d117281
d006729,d117282
d006728,d117282
d006505,d117283
d006728,d117283
d006729,d117284
d006504,d117284
d006505,d117285
d006504,d117285
d006281,d117286
d006504,d117286
d005833,d117287
d005832,d117287
d005609,d117288
d005832,d117288
d005833,d117289
d005608,d117289
d005609,d117290
d005608,d117290
d005385,d117291
d005608,d117291
d006505,d117292
d006280,d117292
d006281,d117293
d006280,d117293
d006057,d117294
d006280,d117294
d006281,d117295
d006056,d117295
d006057,d117296
d006056,d117296
d002025,d117297
d006056,d117297
d005609,d117298
d005384,d117298
d005385,d117299
d005384,d117299
d005161,d117300
d005384,d117300
d005385,d117301
d005160,d117301
d005161,d117302
d005160,d117302
d001801,d117303
d005160,d117303
d006057,d117304
d002024,d117304
d002025,d117305
d002024,d117305
d001801,d117306
d002024,d117306
d005161,d117307
d001800,d117307
d002025,d117308
d001800,d117308
d001801,d117309
d001800,d117309
d004489,d117310
d004712,d117310
d004713,d117311
d004712,d117311
d004937,d117312
d004712,d117312
d004489,d117313
d004488,d117313
d004265,d117314
d004488,d117314
d004713,d117315
d004488,d117315
d004489,d117316
d004264,d117316
d004265,d117317
d004264,d117317
d004041,d117318
d004264,d117318
d004265,d117319
d004040,d117319
d003817,d117320
d004040,d117320
d004041,d117321
d004040,d117321
d003817,d117322
d003816,d117322
d004041,d117323
d003816,d117323
d003369,d117324
d003368,d117324
d003593,d117325
d003368,d117325
d004713,d117326
d004936,d117326
d001353,d117327
d004936,d117327
d004937,d117328
d004936,d117328
d003593,d117329
d004936,d117329
d003369,d117330
d003592,d117330
d001353,d117331
d003592,d117331
d004937,d117332
d003592,d117332
d003593,d117333
d003592,d117333
d001353,d117334
d001352,d117334
d004937,d117335
d001352,d117335
d003593,d117336
d001352,d117336
d000009,d117337
d000008,d117337
d000233,d117338
d000008,d117338
d000457,d117339
d002696,d117339
d002697,d117340
d002696,d117340
d002921,d117341
d002696,d117341
d002473,d117342
d002696,d117342
d002697,d117343
d002472,d117343
d002473,d117344
d002472,d117344
d000681,d117345
d002472,d117345
d001129,d117346
d001128,d117346
d000905,d117347
d001128,d117347
d001129,d117348
d000904,d117348
d000905,d117349
d000904,d117349
d000681,d117350
d000904,d117350
d000233,d117351
d000456,d117351
d000457,d117352
d000456,d117352
d002697,d117353
d000456,d117353
d000009,d117354
d000232,d117354
d000233,d117355
d000232,d117355
d000457,d117356
d000232,d117356
d002697,d117357
d002920,d117357
d002921,d117358
d002920,d117358
d002473,d117359
d000680,d117359
d000905,d117360
d000680,d117360
d000681,d117361
d000680,d117361
d009193,d117362
d009416,d117362
d009417,d117363
d009416,d117363
d009641,d117364
d009416,d117364
d009193,d117365
d009192,d117365
d008969,d117366
d009192,d117366
d009417,d117367
d009192,d117367
d009193,d117368
d008968,d117368
d008969,d117369
d008968,d117369
d008745,d117370
d008968,d117370
d008969,d117371
d008744,d117371
d008521,d117372
d008744,d117372
d008745,d117373
d008744,d117373
d008521,d117374
d008520,d117374
d008745,d117375
d008520,d117375
d003369,d117376
d003368,d117376
d009641,d117377
d003368,d117377
d003145,d117378
d003368,d117378
d009417,d117379
d009640,d117379
d003369,d117380
d009640,d117380
d009641,d117381
d009640,d117381
d003145,d117382
d009640,d117382
d003369,d117383
d003144,d117383
d009641,d117384
d003144,d117384
d002921,d117385
d003144,d117385
d003145,d117386
d003144,d117386
d002921,d117387
d002920,d117387
d003145,d117388
d002920,d117388
d004489,d117389
d004712,d117389
d004713,d117390
d004712,d117390
d004937,d117391
d004712,d117391
d004489,d117392
d004488,d117392
d004265,d117393
d004488,d117393
d004713,d117394
d004488,d117394
d004489,d117395
d004264,d117395
d004265,d117396
d004264,d117396
d004041,d117397
d004264,d117397
d004265,d117398
d004040,d117398
d003817,d117399
d004040,d117399
d004041,d117400
d004040,d117400
d003817,d117401
d003816,d117401
d004041,d117402
d003816,d117402
d006281,d117403
d006280,d117403
d006057,d117404
d006280,d117404
d006281,d117405
d006056,d117405
d006057,d117406
d006056,d117406
d005385,d117407
d005384,d117407
d005161,d117408
d005384,d117408
d005385,d117409
d005160,d117409
d005161,d117410
d005160,d117410
d004713,d117411
d004936,d117411
d001353,d117412
d004936,d117412
d004937,d117413
d004936,d117413
d003593,d117414
d004936,d117414
d001353,d117415
d003592,d117415
d004937,d117416
d003592,d117416
d003593,d117417
d003592,d117417
d001353,d117418
d001576,d117418
d001577,d117419
d001576,d117419
d001353,d117420
d001352,d117420
d004937,d117421
d001352,d117421
d003593,d117422
d001352,d117422
d001577,d117423
d001352,d117423
d009873,d117424
d010544,d117424
d010545,d117425
d010544,d117425
d009873,d117426
d010096,d117426
d010097,d117427
d010096,d117427
d009873,d117428
d009872,d117428
d010545,d117429
d009872,d117429
d010097,d117430
d009872,d117430
d011217,d117431
d011216,d117431
d009873,d117432
d011216,d117432
d009873,d117433
d010544,d117433
d010545,d117434
d010544,d117434
d009873,d117435
d010096,d117435
d010097,d117436
d010096,d117436
d011217,d117437
d009872,d117437
d009873,d117438
d009872,d117438
d010545,d117439
d009872,d117439
d010097,d117440
d009872,d117440
d010321,d117441
d010320,d117441
d010545,d117442
d010320,d117442
d001361,d117443
d004944,d117443
d004945,d117444
d004944,d117444
d003601,d117445
d004944,d117445
d001361,d117446
d003600,d117446
d004945,d117447
d003600,d117447
d003601,d117448
d003600,d117448
d009873,d117449
d003600,d117449
d001361,d117450
d001584,d117450
d001585,d117451
d001584,d117451
d001361,d117452
d001360,d117452
d004945,d117453
d001360,d117453
d001585,d117454
d001360,d117454
d003601,d117455
d001360,d117455
d010321,d117456
d010544,d117456
d009873,d117457
d010544,d117457
d010545,d117458
d010544,d117458
d003601,d117459
d009872,d117459
d009873,d117460
d009872,d117460
d010545,d117461
d009872,d117461
d010993,d117462
d010992,d117462
d006065,d117463
d010992,d117463
d002033,d117464
d010992,d117464
d010769,d117465
d010992,d117465
d010993,d117466
d010768,d117466
d010769,d117467
d010768,d117467
d010097,d117468
d010768,d117468
d006289,d117469
d006288,d117469
d006065,d117470
d006288,d117470
d006289,d117471
d006064,d117471
d010993,d117472
d006064,d117472
d006065,d117473
d006064,d117473
d002033,d117474
d006064,d117474
d005393,d117475
d005392,d117475
d005169,d117476
d005392,d117476
d005393,d117477
d005168,d117477
d005169,d117478
d005168,d117478
d001809,d117479
d005168,d117479
d010993,d117480
d002032,d117480
d006065,d117481
d002032,d117481
d002033,d117482
d002032,d117482
d001809,d117483
d002032,d117483
d005169,d117484
d001808,d117484
d002033,d117485
d001808,d117485
d001809,d117486
d001808,d117486
d001585,d117487
d001808,d117487
d001809,d117488
d001584,d117488
d001585,d117489
d001584,d117489
d010769,d117490
d010096,d117490
d009873,d117491
d010096,d117491
d010097,d117492
d010096,d117492
d009873,d117493
d009872,d117493
d010097,d117494
d009872,d117494
d002257,d117495
d011440,d117495
d011441,d117496
d011440,d117496
d011217,d117497
d011440,d117497
d009649,d117498
d009648,d117498
d003153,d117499
d009648,d117499
d009649,d117500
d003152,d117500
d002929,d117501
d003152,d117501
d003153,d117502
d003152,d117502
d002929,d117503
d002928,d117503
d003153,d117504
d002928,d117504
d002257,d117505
d002256,d117505
d011441,d117506
d002256,d117506
d000689,d117507
d000688,d117507
d011441,d117508
d011216,d117508
d011217,d117509
d011216,d117509
d009873,d117510
d011216,d117510
d009873,d117511
d010544,d117511
d010545,d117512
d010544,d117512
d009873,d117513
d010096,d117513
d010097,d117514
d010096,d117514
d011217,d117515
d009872,d117515
d009873,d117516
d009872,d117516
d010545,d117517
d009872,d117517
d010097,d117518
d009872,d117518
d000465,d117519
d002704,d117519
d002705,d117520
d002704,d117520
d002929,d117521
d002704,d117521
d002481,d117522
d002704,d117522
d002705,d117523
d002480,d117523
d002257,d117524
d002480,d117524
d002481,d117525
d002480,d117525
d000689,d117526
d002480,d117526
d011441,d117527
d002480,d117527
d001137,d117528
d001136,d117528
d000913,d117529
d001136,d117529
d001137,d117530
d000912,d117530
d000913,d117531
d000912,d117531
d000689,d117532
d000912,d117532
d000241,d117533
d000464,d117533
d000465,d117534
d000464,d117534
d002705,d117535
d000464,d117535
d000241,d117536
d000240,d117536
d000465,d117537
d000240,d117537
d002257,d117538
d011440,d117538
d002481,d117539
d011440,d117539
d011441,d117540
d011440,d117540
d011217,d117541
d011440,d117541
d009649,d117542
d009648,d117542
d002705,d117543
d002928,d117543
d002929,d117544
d002928,d117544
d002257,d117545
d002256,d117545
d002481,d117546
d002256,d117546
d011441,d117547
d002256,d117547
d002481,d117548
d000688,d117548
d000913,d117549
d000688,d117549
d000689,d117550
d000688,d117550
d011441,d117551
d011216,d117551
d011217,d117552
d011216,d117552
d008305,d117553
d008304,d117553
d008081,d117554
d008304,d117554
d008305,d117555
d008080,d117555
d008081,d117556
d008080,d117556
d007857,d117557
d008080,d117557
d008081,d117558
d007856,d117558
d007857,d117559
d007856,d117559
d007633,d117560
d007856,d117560
d007857,d117561
d007632,d117561
d007633,d117562
d007632,d117562
d006737,d117563
d007632,d117563
d007409,d117564
d007408,d117564
d007185,d117565
d007408,d117565
d007409,d117566
d007184,d117566
d007185,d117567
d007184,d117567
d006961,d117568
d007184,d117568
d007185,d117569
d006960,d117569
d006961,d117570
d006960,d117570
d006737,d117571
d006960,d117571
d007633,d117572
d006736,d117572
d006961,d117573
d006736,d117573
d006737,d117574
d006736,d117574
d006513,d117575
d006736,d117575
d006737,d117576
d006512,d117576
d006513,d117577
d006512,d117577
d006289,d117578
d006512,d117578
d005841,d117579
d005840,d117579
d005617,d117580
d005840,d117580
d005841,d117581
d005616,d117581
d005617,d117582
d005616,d117582
d005393,d117583
d005616,d117583
d006513,d117584
d006288,d117584
d006289,d117585
d006288,d117585
d006065,d117586
d006288,d117586
d006289,d117587
d006064,d117587
d006065,d117588
d006064,d117588
d002033,d117589
d006064,d117589
d005617,d117590
d005392,d117590
d005393,d117591
d005392,d117591
d005169,d117592
d005392,d117592
d005393,d117593
d005168,d117593
d005169,d117594
d005168,d117594
d001809,d117595
d005168,d117595
d006065,d117596
d002032,d117596
d002033,d117597
d002032,d117597
d001809,d117598
d002032,d117598
d005169,d117599
d001808,d117599
d002033,d117600
d001808,d117600
d001809,d117601
d001808,d117601
d004497,d117602
d004720,d117602
d004721,d117603
d004720,d117603
d004945,d117604
d004720,d117604
d004497,d117605
d004496,d117605
d004273,d117606
d004496,d117606
d004721,d117607
d004496,d117607
d004497,d117608
d004272,d117608
d004273,d117609
d004272,d117609
d004049,d117610
d004272,d117610
d004273,d117611
d004048,d117611
d003825,d117612
d004048,d117612
d004049,d117613
d004048,d117613
d003825,d117614
d003824,d117614
d004049,d117615
d003824,d117615
d003377,d117616
d003376,d117616
d003601,d117617
d003376,d117617
d004721,d117618
d004944,d117618
d001361,d117619
d004944,d117619
d004945,d117620
d004944,d117620
d003601,d117621
d004944,d117621
d003377,d117622
d003600,d117622
d001361,d117623
d003600,d117623
d004945,d117624
d003600,d117624
d003601,d117625
d003600,d117625
d001361,d117626
d001360,d117626
d004945,d117627
d001360,d117627
d003601,d117628
d001360,d117628
d000017,d117629
d000016,d117629
d000241,d117630
d000016,d117630
d000465,d117631
d002704,d117631
d002705,d117632
d002704,d117632
d002929,d117633
d002704,d117633
d002481,d117634
d002704,d117634
d002705,d117635
d002480,d117635
d002481,d117636
d002480,d117636
d000689,d117637
d002480,d117637
d001137,d117638
d001136,d117638
d000913,d117639
d001136,d117639
d001137,d117640
d000912,d117640
d000913,d117641
d000912,d117641
d000689,d117642
d000912,d117642
d000241,d117643
d000464,d117643
d000465,d117644
d000464,d117644
d002705,d117645
d000464,d117645
d000017,d117646
d000240,d117646
d000241,d117647
d000240,d117647
d000465,d117648
d000240,d117648
d002705,d117649
d002928,d117649
d002929,d117650
d002928,d117650
d002481,d117651
d000688,d117651
d000913,d117652
d000688,d117652
d000689,d117653
d000688,d117653
d009201,d117654
d009424,d117654
d009425,d117655
d009424,d117655
d009649,d117656
d009424,d117656
d009201,d117657
d009200,d117657
d008977,d117658
d009200,d117658
d009425,d117659
d009200,d117659
d009201,d117660
d008976,d117660
d008977,d117661
d008976,d117661
d008753,d117662
d008976,d117662
d008977,d117663
d008752,d117663
d008529,d117664
d008752,d117664
d008753,d117665
d008752,d117665
d008529,d117666
d008528,d117666
d008753,d117667
d008528,d117667
d003377,d117668
d003376,d117668
d009649,d117669
d003376,d117669
d003153,d117670
d003376,d117670
d009425,d117671
d009648,d117671
d003377,d117672
d009648,d117672
d009649,d117673
d009648,d117673
d003153,d117674
d009648,d117674
d003377,d117675
d003152,d117675
d009649,d117676
d003152,d117676
d002929,d117677
d003152,d117677
d003153,d117678
d003152,d117678
d002929,d117679
d002928,d117679
d003153,d117680
d002928,d117680
d004497,d117681
d004720,d117681
d004721,d117682
d004720,d117682
d004945,d117683
d004720,d117683
d004497,d117684
d004496,d117684
d004273,d117685
d004496,d117685
d004721,d117686
d004496,d117686
d004497,d117687
d004272,d117687
d004273,d117688
d004272,d117688
d004049,d117689
d004272,d117689
d004273,d117690
d004048,d117690
d003825,d117691
d004048,d117691
d004049,d117692
d004048,d117692
d003825,d117693
d003824,d117693
d004049,d117694
d003824,d117694
d006289,d117695
d006288,d117695
d006065,d117696
d006288,d117696
d006289,d117697
d006064,d117697
d006065,d117698
d006064,d117698
d005393,d117699
d005392,d117699
d005169,d117700
d005392,d117700
d005393,d117701
d005168,d117701
d005169,d117702
d005168,d117702
d004721,d117703
d004944,d117703
d001361,d117704
d004944,d117704
d004945,d117705
d004944,d117705
d003601,d117706
d004944,d117706
d001361,d117707
d003600,d117707
d004945,d117708
d003600,d117708
d003601,d117709
d003600,d117709
d001361,d117710
d001584,d117710
d001585,d117711
d001584,d117711
d001361,d117712
d001360,d117712
d004945,d117713
