window_id,decision_id
W053,d013189
W065,d013190
W070,d013191
W071,d013192
W072,d013193
W073,d013194
W074,d013195
W075,d013196
W076,d013197
W077,d013198
W049,d013199
W024,d013200
W067,d013201
W068,d013202
W066,d013203
W069,d013204
W053,d013205
W065,d013206
W070,d013207
W071,d013208
W072,d013209
W073,d013210
W074,d013211
W075,d013212
W076,d013213
W077,d013214
W049,d013215
W024,d013216
W067,d013217
W068,d013218
W066,d013219
W069,d013220
W053,d013221
W065,d013222
W070,d013223
W071,d013224
W072,d013225
W073,d013226
W074,d013227
W075,d013228
W076,d013229
W077,d013230
W049,d013231
W024,d013232
W067,d013233
W068,d013234
W066,d013235
W069,d013236
W053,d013237
W065,d013238
W070,d013239
W071,d013240
W072,d013241
W073,d013242
W074,d013243
W075,d013244
W076,d013245
W077,d013246
W049,d013247
W024,d013248
W067,d013249
W068,d013250
W066,d013251
W069,d013252
W053,d013253
W065,d013254
W070,d013255
W071,d013256
W072,d013257
W073,d013258
W074,d013259
W075,d013260
W076,d013261
W077,d013262
W049,d013263
W024,d013264
W067,d013265
W068,d013266
W066,d013267
W069,d013268
W053,d013269
W065,d013270
W070,d013271
W071,d013272
W072,d013273
W073,d013274
W074,d013275
W075,d013276
W076,d013277
W077,d013278
W049,d013279
W024,d013280
W067,d013281
W068,d013282
W066,d013283
W069,d013284
W053,d013285
W065,d013286
W070,d013287
W071,d013288
W072,d013289
W073,d013290
W074,d013291
W075,d013292
W076,d013293
W077,d013294
W049,d013295
W024,d013296
W067,d013297
W068,d013298
W066,d013299
W069,d013300
W053,d013301
W065,d013302
W070,d013303
W071,d013304
W072,d013305
W073,d013306
W074,d013307
W075,d013308
W076,d013309
W077,d013310
W049,d013311
W024,d013312
W067,d013313
W068,d013314
W066,d013315
W069,d013316
W053,d013317
W065,d013318
W070,d013319
W071,d013320
W072,d013321
W073,d013322
W074,d013323
W075,d013324
W076,d013325
W077,d013326
W049,d013327
W024,d013328
W067,d013329
W068,d013330
W066,d013331
W069,d013332
W053,d013333
W065,d013334
W070,d013335
W071,d013336
W072,d013337
W073,d013338
W074,d013339
W075,d013340
W076,d013341
W077,d013342
W049,d013343
W024,d013344
W067,d013345
W068,d013346
W066,d013347
W069,d013348
W053,d013349
W065,d013350
W070,d013351
W071,d013352
W072,d013353
W073,d013354
W074,d013355
W075,d013356
W076,d013357
W077,d013358
W049,d013359
W024,d013360
W067,d013361
W068,d013362
W066,d013363
W069,d013364
W053,d013365
W065,d013366
W070,d013367
W071,d013368
W072,d013369
W073,d013370
W074,d013371
W075,d013372
W076,d013373
W077,d013374
W049,d013375
W024,d013376
W067,d013377
W068,d013378
W066,d013379
W069,d013380
W053,d013381
W065,d013382
W070,d013383
W071,d013384
W072,d013385
W073,d013386
W074,d013387
W075,d013388
W076,d013389
W077,d013390
W049,d013391
W024,d013392
W067,d013393
W068,d013394
W066,d013395
W069,d013396
W053,d013397
W065,d013398
W070,d013399
W071,d013400
W072,d013401
W073,d013402
W074,d013403
W075,d013404
W076,d013405
W077,d013406
W049,d013407
W024,d013408
W067,d013409
W068,d013410
W066,d013411
W069,d013412
W053,d013413
W065,d013414
W070,d013415
W071,d013416
W072,d013417
W073,d013418
W074,d013419
W075,d013420
W076,d013421
W077,d013422
W049,d013423
W024,d013424
W067,d013425
W068,d013426
W066,d013427
W069,d013428
W053,d013429
W065,d013430
W070,d013431
W071,d013432
W072,d013433
W073,d013434
W074,d013435
W075,d013436
W076,d013437
W077,d013438
W049,d013439
W024,d013440
W067,d013441
W068,d013442
W066,d013443
W069,d013444
W053,d013445
W065,d013446
W070,d013447
W071,d013448
W072,d013449
W073,d013450
W074,d013451
W075,d013452
W076,d013453
W077,d013454
W049,d013455
W024,d013456
W067,d013457
W068,d013458
W066,d013459
W069,d013460
W053,d013461
W065,d013462
W070,d013463
W071,d013464
W072,d013465
W073,d013466
W074,d013467
W075,d013468
W076,d013469
W077,d013470
W049,d013471
W024,d013472
W067,d013473
W068,d013474
W066,d013475
W069,d013476
W053,d013477
W065,d013478
W070,d013479
W071,d013480
W072,d013481
W073,d013482
W074,d013483
W075,d013484
W076,d013485
W077,d013486
W049,d013487
W024,d013488
W067,d013489
W068,d013490
W043,d013491
W066,d013492
W069,d013493
W065,d013494
W070,d013495
W071,d013496
W072,d013497
W073,d013498
W074,d013499
W075,d013500
W076,d013501
W077,d013502
W049,d013503
W024,d013504
W067,d013505
W068,d013506
W043,d013507
W066,d013508
W069,d013509
W065,d013510
W070,d013511
W071,d013512
W072,d013513
W073,d013514
W074,d013515
W075,d013516
W076,d013517
W077,d013518
W049,d013519
W024,d013520
W067,d013521
W068,d013522
W043,d013523
W066,d013524
W069,d013525
W065,d013526
W070,d013527
W071,d013528
W072,d013529
W073,d013530
W074,d013531
W075,d013532
W076,d013533
W077,d013534
W049,d013535
W024,d013536
W067,d013537
W068,d013538
W043,d013539
W066,d013540
W069,d013541
W065,d013542
W070,d013543
W071,d013544
W072,d013545
W073,d013546
W074,d013547
W075,d013548
W076,d013549
W077,d013550
W049,d013551
W024,d013552
W067,d013553
W068,d013554
W043,d013555
W066,d013556
W069,d013557
W065,d013558
W070,d013559
W071,d013560
W072,d013561
W073,d013562
W074,d013563
W075,d013564
W076,d013565
W077,d013566
W049,d013567
W024,d013568
W067,d013569
W068,d013570
W043,d013571
W066,d013572
W069,d013573
W065,d013574
W070,d013575
W071,d013576
W072,d013577
W073,d013578
W074,d013579
W075,d013580
W076,d013581
W077,d013582
W049,d013583
W024,d013584
W067,d013585
W068,d013586
W043,d013587
W066,d013588
W069,d013589
W065,d013590
W070,d013591
W071,d013592
W072,d013593
W073,d013594
W074,d013595
W075,d013596
W076,d013597
W077,d013598
W049,d013599
W024,d013600
W067,d013601
W068,d013602
W043,d013603
W066,d013604
W069,d013605
W065,d013606
W070,d013607
W071,d013608
W072,d013609
W073,d013610
W074,d013611
W075,d013612
W076,d013613
W077,d013614
W049,d013615
W024,d013616
W067,d013617
W068,d013618
W043,d013619
W066,d013620
W069,d013621
W065,d013622
W070,d013623
W071,d013624
W072,d013625
W073,d013626
W074,d013627
W075,d013628
W076,d013629
W077,d013630
W049,d013631
W024,d013632
W067,d013633
W068,d013634
W043,d013635
W066,d013636
W069,d013637
W065,d013638
W070,d013639
W071,d013640
W072,d013641
W073,d013642
W074,d013643
W075,d013644
W076,d013645
W077,d013646
W049,d013647
W024,d013648
W067,d013649
W068,d013650
W043,d013651
W066,d013652
W069,d013653
W065,d013654
W070,d013655
W071,d013656
W072,d013657
W073,d013658
W074,d013659
W075,d013660
W076,d013661
W077,d013662
W049,d013663
W024,d013664
W067,d013665
W068,d013666
W043,d013667
W066,d013668
W069,d013669
W065,d013670
W070,d013671
W071,d013672
W072,d013673
W073,d013674
W074,d013675
W075,d013676
W076,d013677
W077,d013678
W049,d013679
W024,d013680
W067,d013681
W068,d013682
W043,d013683
W066,d013684
W069,d013685
W048,d013686
W070,d013687
W071,d013688
W072,d013689
W073,d013690
W074,d013691
W075,d013692
W076,d013693
W077,d013694
W049,d013695
W024,d013696
W067,d013697
W068,d013698
W043,d013699
W066,d013700
W069,d013701
W048,d013702
W070,d013703
W071,d013704
W072,d013705
W073,d013706
W074,d013707
W075,d013708
W076,d013709
W077,d013710
W049,d013711
W024,d013712
W067,d013713
W068,d013714
W043,d013715
W066,d013716
W069,d013717
W048,d013718
W070,d013719
W071,d013720
W072,d013721
W073,d013722
W074,d013723
W075,d013724
W076,d013725
W077,d013726
W049,d013727
W024,d013728
W067,d013729
W068,d013730
W043,d013731
W066,d013732
W069,d013733
W048,d013734
W070,d013735
W071,d013736
W072,d013737
W073,d013738
W074,d013739
W075,d013740
W076,d013741
W077,d013742
W049,d013743
W024,d013744
W067,d013745
W068,d013746
W043,d013747
W066,d013748
W069,d013749
W048,d013750
W070,d013751
W071,d013752
W072,d013753
W073,d013754
W074,d013755
W075,d013756
W076,d013757
W077,d013758
W049,d013759
W024,d013760
W067,d013761
W068,d013762
W043,d013763
W066,d013764
W069,d013765
W048,d013766
W070,d013767
W071,d013768
W072,d013769
W073,d013770
W074,d013771
W075,d013772
W076,d013773
W077,d013774
W049,d013775
W024,d013776
W067,d013777
W068,d013778
W043,d013779
W066,d013780
W069,d013781
W048,d013782
W070,d013783
W071,d013784
W072,d013785
W073,d013786
W074,d013787
W075,d013788
W076,d013789
W077,d013790
W049,d013791
W024,d013792
W067,d013793
W068,d013794
W043,d013795
W066,d013796
W069,d013797
W048,d013798
W070,d013799
W071,d013800
W072,d013801
W073,d013802
W074,d013803
W075,d013804
W076,d013805
W077,d013806
W049,d013807
W024,d013808
W067,d013809
W068,d013810
W043,d013811
W066,d013812
W069,d013813
W048,d013814
W070,d013815
W071,d013816
W072,d013817
W073,d013818
W074,d013819
W075,d013820
W076,d013821
W077,d013822
W049,d013823
W024,d013824
W067,d013825
W068,d013826
W043,d013827
W066,d013828
W069,d013829
W048,d013830
W070,d013831
W071,d013832
W072,d013833
W073,d013834
W074,d013835
W075,d013836
W076,d013837
W077,d013838
W049,d013839
W024,d013840
W067,d013841
W068,d013842
W043,d013843
W066,d013844
W069,d013845
W048,d013846
W070,d013847
W071,d013848
W072,d013849
W073,d013850
W074,d013851
W075,d013852
W076,d013853
W077,d013854
W049,d013855
W024,d013856
W067,d013857
W068,d013858
W043,d013859
W066,d013860
W069,d013861
W048,d013862
W070,d013863
W071,d013864
W072,d013865
W073,d013866
W074,d013867
W075,d013868
W076,d013869
W077,d013870
W049,d013871
W024,d013872
W067,d013873
W068,d013874
W043,d013875
W066,d013876
W069,d013877
W048,d013878
W070,d013879
W071,d013880
W072,d013881
W073,d013882
W074,d013883
W075,d013884
W076,d013885
W077,d013886
W049,d013887
W024,d013888
W067,d013889
W068,d013890
W043,d013891
W066,d013892
W069,d013893
W048,d013894
W070,d013895
W071,d013896
W072,d013897
W073,d013898
W074,d013899
W075,d013900
W076,d013901
W077,d013902
W049,d013903
W024,d013904
W067,d013905
W068,d013906
W043,d013907
W066,d013908
W069,d013909
W048,d013910
W070,d013911
W071,d013912
W072,d013913
W073,d013914
W074,d013915
W075,d013916
W076,d013917
W077,d013918
W049,d013919
W024,d013920
W067,d013921
W068,d013922
W043,d013923
W066,d013924
W069,d013925
W048,d013926
W070,d013927
W071,d013928
W072,d013929
W073,d013930
W074,d013931
W075,d013932
W076,d013933
W077,d013934
W049,d013935
W024,d013936
W067,d013937
W068,d013938
W043,d013939
W066,d013940
W069,d013941
W048,d013942
W045,d013943
W053,d013944
W065,d013945
W070,d013946
W071,d013948
W072,d013949
W073,d013950
W074,d013951
W075,d013952
W076,d013953
W077,d013954
W049,d013955
W067,d013957
W068,d013958
W043,d013959
W066,d013960
W069,d013961
W048,d013962
W045,d013963
W053,d013964
W065,d013965
W070,d013966
W071,d013967
W072,d013968
W073,d013969
W074,d013970
W075,d013971
W076,d013972
W077,d013973
W049,d013974
W067,d013975
W068,d013976
W043,d013977
W066,d013978
W069,d013979
W048,d013980
W045,d013981
W053,d013982
W065,d013983
W070,d013984
W071,d013985
W072,d013986
W073,d013987
W074,d013988
W075,d013989
W076,d013990
W077,d013991
W049,d013992
W067,d013993
W068,d013994
W043,d013995
W066,d013996
W069,d013997
W048,d013998
W045,d013999
W053,d014000
W065,d014001
W070,d014002
W071,d014003
W072,d014004
W073,d014005
W074,d014006
W075,d014007
W076,d014008
W077,d014009
W049,d014010
W067,d014011
W068,d014012
W043,d014013
W066,d014014
W069,d014015
W048,d014016
W045,d014017
W053,d014018
W065,d014019
W070,d014020
W071,d014021
W072,d014022
W073,d014023
W074,d014024
W075,d014025
W076,d014026
W077,d014027
W049,d014028
W067,d014029
W068,d014030
W043,d014031
W066,d014032
W069,d014033
W048,d014034
W045,d014035
W053,d014036
W065,d014037
W070,d014038
W071,d014039
W072,d014040
W073,d014041
W074,d014042
W075,d014043
W076,d014044
W077,d014045
W049,d014046
W067,d014047
W068,d014048
W043,d014049
W066,d014050
W069,d014051
W048,d014052
W045,d014053
W053,d014054
W065,d014055
W070,d014056
W071,d014057
W072,d014058
W073,d014059
W074,d014060
W075,d014061
W076,d014062
W077,d014063
W049,d014064
W067,d014065
W068,d014066
W043,d014067
W066,d014068
W069,d014069
W048,d014070
W045,d014071
W053,d014072
W065,d014073
W070,d014074
W071,d014075
W072,d014076
W073,d014077
W074,d014078
W075,d014079
W076,d014080
W077,d014081
W049,d014082
W067,d014083
W068,d014084
W043,d014085
W066,d014086
W069,d014087
W048,d014088
W045,d014089
W053,d014090
W065,d014091
W070,d014092
W071,d014093
W072,d014094
W073,d014095
W074,d014096
W075,d014097
W076,d014098
W077,d014099
W049,d014100
W067,d014101
W068,d014102
W043,d014103
W066,d014104
W069,d014105
W048,d014106
W045,d014107
W053,d014108
W065,d014109
W070,d014110
W071,d014111
W072,d014112
W073,d014113
W074,d014114
W075,d014115
W076,d014116
W077,d014117
W067,d014118
W068,d014119
W043,d014120
W066,d014121
W069,d014122
W048,d014123
W045,d014124
W053,d014125
W065,d014126
W070,d014127
W071,d014128
W072,d014129
W073,d014130
W074,d014131
W075,d014132
W076,d014133
W077,d014134
W067,d014135
W068,d014136
W043,d014137
W066,d014138
W069,d014139
W048,d014140
W045,d014141
W053,d014142
W065,d014143
W070,d014144
W071,d014145
W072,d014146
W073,d014147
W074,d014148
W075,d014149
W076,d014150
W077,d014151
W067,d014152
W068,d014153
W043,d014154
W066,d014155
W069,d014156
W048,d014157
W045,d014158
W053,d014159
W065,d014160
W070,d014161
W071,d014162
W072,d014163
W073,d014164
W074,d014165
W075,d014166
W076,d014167
W077,d014168
W067,d014169
W068,d014170
W043,d014171
W066,d014172
W069,d014173
W048,d014174
W045,d014175
W053,d014176
W065,d014177
W070,d014178
W071,d014179
W072,d014180
W073,d014181
W074,d014182
W075,d014183
W076,d014184
W077,d014185
W067,d014186
W068,d014187
W043,d014188
W066,d014189
W069,d014190
W048,d014191
W045,d014192
W053,d014193
W065,d014194
W070,d014195
W071,d014196
W072,d014197
W073,d014198
W074,d014199
W075,d014200
W076,d014201
W077,d014202
W067,d014203
W068,d014204
W043,d014205
W066,d014206
W069,d014207
W048,d014208
W045,d014209
W053,d014210
W065,d014211
W070,d014212
W071,d014213
W072,d014214
W073,d014215
W074,d014216
W075,d014217
W076,d014218
W077,d014219
W067,d014220
W068,d014221
W043,d014222
W066,d014223
W069,d014224
W048,d014225
W045,d014226
W053,d014227
W065,d014228
W070,d014229
W071,d014230
W072,d014231
W073,d014232
W074,d014233
W075,d014234
W076,d014235
W077,d014236
W067,d014237
W068,d014238
W069,d014239
W048,d014240
W045,d014241
W053,d014242
W065,d014243
W070,d014244
W071,d014245
W072,d014246
W073,d014247
W074,d014248
W075,d014249
W076,d014250
W077,d014251
W049,d014252
W067,d014253
W068,d014254
W069,d014255
W048,d014256
W045,d014257
W053,d014258
W065,d014259
W070,d014260
W071,d014261
W072,d014262
W073,d014263
W074,d014264
W075,d014265
W076,d014266
W077,d014267
W049,d014268
W067,d014269
W068,d014270
W069,d014271
W048,d014272
W045,d014273
W053,d014274
W065,d014275
W070,d014276
W071,d014277
W072,d014278
W073,d014279
W074,d014280
W075,d014281
W076,d014282
W077,d014283
W049,d014284
W067,d014285
W068,d014286
W069,d014287
W048,d014288
W045,d014289
W053,d014290
W065,d014291
W070,d014292
W071,d014293
W072,d014294
W073,d014295
W074,d014296
W075,d014297
W076,d014298
W077,d014299
W049,d014300
W067,d014301
W068,d014302
W069,d014303
W048,d014304
W045,d014305
W053,d014306
W065,d014307
W070,d014308
W071,d014309
W072,d014310
W073,d014311
W074,d014312
W075,d014313
W076,d014314
W077,d014315
W049,d014316
W067,d014317
W068,d014318
W069,d014319
W048,d014320
W045,d014321
W053,d014322
W065,d014323
W070,d014324
W071,d014325
W072,d014326
W073,d014327
W074,d014328
W075,d014329
W076,d014330
W077,d014331
W049,d014332
W067,d014333
W068,d014334
W069,d014335
W048,d014336
W045,d014337
W053,d014338
W065,d014339
W070,d014340
W071,d014341
W072,d014342
W073,d014343
W074,d014344
W075,d014345
W076,d014346
W077,d014347
W049,d014348
W067,d014349
W068,d014350
W069,d014351
W048,d014352
W045,d014353
W053,d014354
W065,d014355
W070,d014356
W071,d014357
W072,d014358
W073,d014359
W074,d014360
W075,d014361
W076,d014362
W077,d014363
W049,d014364
W067,d014365
W068,d014366
W066,d014367
W069,d014368
W048,d014369
W045,d014370
W053,d014371
W065,d014372
W070,d014373
W071,d014374
W072,d014375
W073,d014376
W074,d014377
W075,d014378
W076,d014379
W077,d014380
W049,d014381
W067,d014382
W068,d014383
W066,d014384
W069,d014385
W048,d014386
W045,d014387
W053,d014388
W065,d014389
W070,d014390
W071,d014391
W072,d014392
W073,d014393
W074,d014394
W075,d014395
W076,d014396
W077,d014397
W049,d014398
W067,d014399
W068,d014400
W066,d014401
W069,d014402
W048,d014403
W045,d014404
W053,d014405
W065,d014406
W070,d014407
W071,d014408
W072,d014409
W073,d014410
W074,d014411
W075,d014412
W076,d014413
W077,d014414
W049,d014415
W067,d014416
W068,d014417
W066,d014418
W069,d014419
W048,d014420
W045,d014421
W053,d014422
W065,d014423
W070,d014424
W071,d014425
W072,d014426
W073,d014427
W074,d014428
W075,d014429
W076,d014430
W077,d014431
W049,d014432
W067,d014433
W068,d014434
W066,d014435
W069,d014436
W048,d014437
W045,d014438
W053,d014439
W065,d014440
W070,d014441
W071,d014442
W072,d014443
W073,d014444
W074,d014445
W075,d014446
W076,d014447
W077,d014448
W049,d014449
W067,d014450
W068,d014451
W066,d014452
W069,d014453
W048,d014454
W045,d014455
W053,d014456
W065,d014457
W070,d014458
W071,d014459
W072,d014460
W073,d014461
W074,d014462
W075,d014463
W076,d014464
W077,d014465
W049,d014466
W067,d014467
W068,d014468
W066,d014469
W069,d014470
W048,d014471
W045,d014472
W053,d014473
W065,d014474
W070,d014475
W071,d014476
W072,d014477
W073,d014478
W074,d014479
W075,d014480
W076,d014481
W077,d014482
W049,d014483
W067,d014484
W068,d014485
W066,d014486
W069,d014487
W048,d014488
W045,d014489
W053,d014490
W065,d014491
W070,d014492
W071,d014493
W072,d014494
W073,d014495
W074,d014496
W075,d014497
W076,d014498
W077,d014499
W049,d014500
W067,d014501
W068,d014502
W066,d014503
W069,d014504
W048,d014505
W045,d014506
W053,d014507
W065,d014508
W070,d014509
W071,d014510
W072,d014511
W073,d014512
W074,d014513
W075,d014514
W076,d014515
W077,d014516
W049,d014517
W067,d014518
W068,d014519
W066,d014520
W069,d014521
W048,d014522
W045,d014523
W053,d014524
W065,d014525
W070,d014526
W071,d014527
W072,d014528
W073,d014529
W074,d014530
W075,d014531
W076,d014532
W077,d014533
W049,d014534
W067,d014535
W068,d014536
W066,d014537
W069,d014538
W048,d014539
W045,d014540
W053,d014541
W065,d014542
W070,d014543
W071,d014544
W072,d014545
W073,d014546
W074,d014547
W075,d014548
W076,d014549
W077,d014550
W049,d014551
W067,d014552
W068,d014553
W066,d014554
W069,d014555
W048,d014556
W045,d014557
W053,d014558
W065,d014559
W070,d014560
W071,d014561
W072,d014562
W073,d014563
W074,d014564
W075,d014565
W076,d014566
W077,d014567
W049,d014568
W067,d014569
W068,d014570
W066,d014571
W069,d014572
W048,d014573
W045,d014574
W053,d014575
W065,d014576
W070,d014577
W071,d014578
W072,d014579
W073,d014580
W074,d014581
W075,d014582
W076,d014583
W077,d014584
W049,d014585
W067,d014586
W068,d014587
W066,d014588
W069,d014589
W048,d014590
W045,d014591
W053,d014592
W065,d014593
W070,d014594
W071,d014595
W072,d014596
W073,d014597
W074,d014598
W075,d014599
W076,d014600
W077,d014601
W049,d014602
W067,d014603
W068,d014604
W066,d014605
W069,d014606
W048,d014607
W045,d014608
W053,d014609
W065,d014610
W070,d014611
W071,d014612
W072,d014613
W073,d014614
W074,d014615
W075,d014616
W076,d014617
W077,d014618
W049,d014619
W067,d014620
W068,d014621
W066,d014622
W069,d014623
W048,d014624
W045,d014625
W053,d014626
W065,d014627
W070,d014628
W071,d014629
W072,d014630
W073,d014631
W074,d014632
W075,d014633
W076,d014634
W077,d014635
W049,d014636
W067,d014637
W068,d014638
W066,d014639
W069,d014640
W048,d014641
W045,d014642
W053,d014643
W065,d014644
W070,d014645
W071,d014646
W072,d014647
W073,d014648
W074,d014649
W075,d014650
W076,d014651
W077,d014652
W049,d014653
W067,d014654
W068,d014655
W066,d014656
W069,d014657
W048,d014658
W045,d014659
W053,d014660
W065,d014661
W070,d014662
W071,d014663
W072,d014664
W073,d014665
W074,d014666
W075,d014667
W076,d014668
W077,d014669
W049,d014670
W067,d014671
W068,d014672
W066,d014673
W069,d014674
W048,d014675
W045,d014676
W053,d014677
W065,d014678
W070,d014679
W071,d014680
W072,d014681
W073,d014682
W074,d014683
W075,d014684
W076,d014685
W077,d014686
W049,d014687
W067,d014688
W068,d014689
W066,d014690
W069,d014691
W048,d014692
W045,d014693
W053,d014694
W065,d014695
W070,d014696
W071,d014697
W072,d014698
W073,d014699
W074,d014700
W075,d014701
W076,d014702
W077,d014703
W049,d014704
W024,d014705
W067,d014706
W068,d014707
W043,d014708
W066,d014709
W069,d014710
W048,d014711
W045,d014712
W053,d014713
W065,d014714
W070,d014715
W071,d014716
W072,d014717
W073,d014718
W074,d014719
W075,d014720
W076,d014721
W077,d014722
W049,d014723
W024,d014724
W067,d014725
W068,d014726
W043,d014727
W066,d014728
W069,d014729
W048,d014730
W045,d014731
W053,d014732
W065,d014733
W070,d014734
W071,d014735
W072,d014736
W073,d014737
W074,d014738
W075,d014739
W076,d014740
W077,d014741
W049,d014742
W024,d014743
W067,d014744
W068,d014745
W043,d014746
W066,d014747
W069,d014748
W048,d014749
W045,d014750
W053,d014751
W065,d014752
W070,d014753
W071,d014754
W072,d014755
W073,d014756
W074,d014757
W075,d014758
W076,d014759
W077,d014760
W049,d014761
W024,d014762
W067,d014763
W068,d014764
W043,d014765
W066,d014766
W069,d014767
W048,d014768
W045,d014769
W053,d014770
W065,d014771
W070,d014772
W071,d014773
W072,d014774
W073,d014775
W074,d014776
W075,d014777
W076,d014778
W077,d014779
W049,d014780
W024,d014781
W067,d014782
W068,d014783
W043,d014784
W066,d014785
W069,d014786
W048,d014787
W045,d014788
W053,d014789
W065,d014790
W070,d014791
W071,d014792
W072,d014793
W073,d014794
W074,d014795
W075,d014796
W076,d014797
W077,d014798
W049,d014799
W024,d014800
W067,d014801
W068,d014802
W043,d014803
W066,d014804
W069,d014805
W048,d014806
W045,d014807
W053,d014808
W065,d014809
W070,d014810
W071,d014811
W072,d014812
W073,d014813
W074,d014814
W075,d014815
W076,d014816
W077,d014817
W049,d014818
W024,d014819
W067,d014820
W068,d014821
W043,d014822
W066,d014823
W069,d014824
W048,d014825
W045,d014826
W053,d014827
W065,d014828
W070,d014829
W071,d014830
W072,d014831
W073,d014832
W074,d014833
W075,d014834
W076,d014835
W077,d014836
W049,d014837
W024,d014838
W067,d014839
W068,d014840
W043,d014841
W066,d014842
W069,d014843
W048,d014844
W045,d014845
W053,d014846
W065,d014847
W070,d014848
W071,d014849
W072,d014850
W073,d014851
W074,d014852
W075,d014853
W076,d014854
W077,d014855
W049,d014856
W024,d014857
W067,d014858
W068,d014859
W066,d014860
W069,d014861
W045,d014862
W053,d014863
W065,d014864
W070,d014865
W071,d014866
W072,d014867
W073,d014868
W074,d014869
W075,d014870
W076,d014871
W077,d014872
W049,d014873
W024,d014874
W067,d014875
W068,d014876
W066,d014877
W069,d014878
