constraint_id,variable_id,coefficient
c37,x263,-60.0
c38,x60,1.0
c38,x62,-1.0
c38,x67,1.0
c38,x264,-60.0
c39,x61,1.0
c39,x62,-1.0
c39,x67,1.0
c39,x265,-60.0
c40,x62,-1.0
c40,x63,1.0
c40,x266,-60.0
c41,x32,-1.0
c41,x40,1.0
c41,x64,1.0
c41,x67,1.0
c41,x267,-60.0
c42,x32,-1.0
c42,x40,1.0
c42,x65,1.0
c42,x67,1.0
c42,x268,-60.0
c43,x66,1.0
c43,x67,-1.0
c43,x202,1.0
c43,x269,-60.0
c44,x67,-1.0
c44,x68,1.0
c44,x74,1.0
c44,x270,-60.0
c45,x69,1.0
c45,x74,1.0
c45,x205,-1.0
c45,x271,-60.0
c46,x70,1.0
c46,x74,1.0
c46,x202,-1.0
c46,x272,-60.0
c47,x32,1.0
c47,x34,-1.0
c47,x71,1.0
c47,x74,-1.0
c47,x174,1.0
c47,x175,-1.0
c47,x192,1.0
c47,x273,-60.0
c48,x72,1.0
c48,x74,-1.0
c48,x77,-1.0
c48,x205,1.0
c48,x274,-60.0
c49,x32,1.0
c49,x33,-1.0
c49,x73,1.0
c49,x74,-1.0
c49,x275,-60.0
c50,x32,1.0
c50,x34,-1.0
c50,x74,-1.0
c50,x75,1.0
c50,x192,1.0
c50,x193,-1.0
c50,x276,-60.0
c51,x74,-1.0
c51,x76,1.0
c51,x77,-1.0
c51,x205,1.0
c51,x277,-60.0
c52,x77,-1.0
c52,x78,1.0
c52,x202,-1.0
c52,x205,1.0
c52,x278,-60.0
c53,x23,-1.0
c53,x32,-1.0
c53,x77,-1.0
c53,x79,1.0
c53,x205,1.0
c53,x279,-60.0
c54,x32,-1.0
c54,x34,1.0
c54,x77,-1.0
c54,x80,1.0
c54,x151,-1.0
c54,x205,1.0
c54,x280,-60.0
c55,x32,-1.0
c55,x37,1.0
c55,x77,-1.0
c55,x81,1.0
c55,x205,1.0
c55,x281,-60.0
c56,x77,-1.0
c56,x82,1.0
c56,x135,1.0
c56,x205,1.0
c56,x282,-60.0
c57,x77,-1.0
c57,x83,1.0
c57,x109,1.0
c57,x205,1.0
c57,x283,-60.0
c58,x77,-1.0
c58,x84,1.0
c58,x97,-1.0
c58,x205,1.0
c58,x284,-60.0
c59,x77,-1.0
c59,x85,1.0
c59,x285,-60.0
c60,x77,-1.0
c60,x86,1.0
c60,x202,-1.0
c60,x205,1.0
c60,x286,-60.0
c61,x32,-1.0
c61,x33,1.0
c61,x77,-1.0
c61,x87,1.0
c61,x205,1.0
c61,x287,-60.0
c62,x32,1.0
c62,x34,-1.0
c62,x77,1.0
c62,x88,1.0
c62,x192,1.0
c62,x193,-1.0
c62,x205,-1.0
c62,x288,-60.0
c63,x32,1.0
c63,x34,-1.0
c63,x77,1.0
c63,x89,1.0
c63,x192,1.0
c63,x194,-1.0
c63,x205,-1.0
c63,x289,-60.0
c64,x23,-1.0
c64,x32,-1.0
c64,x90,1.0
c64,x97,1.0
c64,x290,-60.0
c65,x32,-1.0
c65,x34,1.0
c65,x91,1.0
c65,x97,1.0
c65,x291,-60.0
c66,x32,-1.0
c66,x34,1.0
c66,x92,1.0
c66,x97,1.0
c66,x292,-60.0
c67,x32,-1.0
c67,x35,1.0
c67,x93,1.0
c67,x97,1.0
c67,x293,-60.0
c68,x32,-1.0
c68,x33,1.0
c68,x94,1.0
c68,x97,1.0
c68,x294,-60.0
c69,x32,-1.0
c69,x34,1.0
c69,x96,1.0
c69,x97,1.0
c69,x151,-1.0
c69,x295,-60.0
c70,x32,1.0
c70,x37,-1.0
c70,x97,-1.0
c70,x98,1.0
c70,x296,-60.0
c71,x32,1.0
c71,x34,-1.0
c71,x97,-1.0
c71,x99,1.0
c71,x297,-60.0
c72,x32,1.0
c72,x34,-1.0
c72,x97,-1.0
c72,x100,1.0
c72,x298,-60.0
c73,x32,1.0
c73,x33,-1.0
c73,x97,-1.0
c73,x101,1.0
c73,x299,-60.0
c74,x32,1.0
c74,x35,-1.0
c74,x97,-1.0
c74,x102,1.0
c74,x300,-60.0
c75,x32,1.0
c75,x33,-1.0
c75,x97,-1.0
c75,x103,1.0
c75,x301,-60.0
c76,x97,-1.0
c76,x104,1.0
c76,x302,-60.0
c77,x97,-1.0
c77,x105,1.0
c77,x135,-1.0
c77,x303,-60.0
c78,x97,-1.0
c78,x106,1.0
c78,x109,-1.0
c78,x304,-60.0
c79,x19,-1.0
c79,x22,-1.0
c79,x32,-1.0
c79,x95,1.0
c79,x97,1.0
c79,x107,1.0
c79,x305,-60.0
c80,x54,1.0
c80,x62,1.0
c80,x95,-1.0
c80,x97,-1.0
c80,x108,1.0
c80,x306,-60.0
c81,x109,-1.0
c81,x110,1.0
c81,x307,-60.0
c82,x109,-1.0
c82,x111,1.0
c82,x308,-60.0
c83,x32,-1.0
c83,x34,1.0
c83,x109,-1.0
c83,x112,1.0
c83,x151,-1.0
c83,x309,-60.0
c84,x32,-1.0
c84,x37,1.0
c84,x109,-1.0
c84,x113,1.0
c84,x310,-60.0
c85,x109,1.0
c85,x114,1.0
c85,x311,-60.0
c86,x109,1.0
c86,x115,1.0
c86,x119,-1.0
c86,x212,-1.0
c86,x312,-60.0
c87,x32,1.0
c87,x33,-1.0
c87,x109,1.0
c87,x116,1.0
c87,x313,-60.0
c88,x109,1.0
c88,x117,1.0
c88,x135,-1.0
c88,x314,-60.0
c89,x16,1.0
c89,x22,1.0
c89,x32,1.0
c89,x119,1.0
c89,x120,1.0
c89,x212,1.0
c89,x315,-60.0
c90,x119,1.0
c90,x121,1.0
c90,x316,-60.0
c91,x29,1.0
c91,x32,1.0
c91,x119,1.0
c91,x122,1.0
c91,x212,1.0
c91,x317,-60.0
c92,x15,1.0
c92,x22,1.0
c92,x32,1.0
c92,x119,1.0
c92,x123,1.0
c92,x124,1.0
c92,x212,1.0
c92,x318,-60.0
c93,x124,-1.0
c93,x125,1.0
c93,x131,1.0
c93,x319,-60.0
c94,x124,-1.0
c94,x126,1.0
c94,x128,-1.0
c94,x320,-60.0
c95,x127,1.0
c95,x128,-1.0
c95,x131,-1.0
c95,x321,-60.0
c96,x15,-1.0
c96,x22,-1.0
c96,x29,1.0
c96,x128,1.0
c96,x129,1.0
c96,x322,-60.0
c97,x15,1.0
c97,x22,1.0
c97,x34,1.0
c97,x130,1.0
c97,x131,1.0
c97,x192,-1.0
c97,x194,1.0
c97,x323,-60.0
c98,x56,1.0
c98,x62,-1.0
c98,x118,1.0
c98,x119,-1.0
c98,x132,1.0
c98,x212,-1.0
c98,x324,-60.0
c99,x32,-1.0
c99,x33,1.0
c99,x118,1.0
c99,x119,-1.0
c99,x133,1.0
c99,x212,-1.0
c99,x325,-60.0
c100,x16,1.0
c100,x22,1.0
c100,x32,1.0
c100,x118,-1.0
c100,x119,1.0
c100,x134,1.0
c100,x212,1.0
c100,x326,-60.0
c101,x135,-1.0
c101,x136,1.0
c101,x327,-60.0
c102,x32,-1.0
c102,x34,1.0
c102,x135,-1.0
c102,x137,1.0
c102,x151,-1.0
c102,x328,-60.0
c103,x23,-1.0
c103,x32,-1.0
c103,x135,-1.0
c103,x138,1.0
c103,x329,-60.0
c104,x32,-1.0
c104,x33,1.0
c104,x135,-1.0
c104,x139,1.0
c104,x330,-60.0
c105,x135,-1.0
c105,x140,1.0
c105,x331,-60.0
c106,x28,1.0
c106,x32,1.0
c106,x135,1.0
c106,x141,1.0
c106,x143,1.0
c106,x332,-60.0
c107,x142,1.0
c107,x143,-1.0
c107,x144,1.0
c107,x145,1.0
c107,x333,-60.0
c108,x146,1.0
c108,x151,1.0
c108,x197,-1.0
c108,x334,-60.0
c109,x147,1.0
c109,x151,1.0
c109,x159,-1.0
c109,x335,-60.0
c110,x23,1.0
c110,x34,1.0
c110,x148,1.0
c110,x151,-1.0
c110,x336,-60.0
c111,x34,1.0
c111,x37,-1.0
c111,x149,1.0
c111,x151,-1.0
c111,x337,-60.0
c112,x33,-1.0
c112,x34,1.0
c112,x150,1.0
c112,x151,-1.0
c112,x338,-60.0
c113,x34,1.0
c113,x35,-1.0
c113,x151,-1.0
c113,x152,1.0
c113,x339,-60.0
c114,x151,-1.0
c114,x153,1.0
c114,x340,-60.0
c115,x14,-1.0
c115,x22,-1.0
c115,x34,-1.0
c115,x154,1.0
c115,x159,1.0
c115,x341,-60.0
c116,x15,-1.0
c116,x22,-1.0
c116,x34,-1.0
c116,x155,1.0
c116,x159,1.0
c116,x342,-60.0
c117,x156,1.0
c117,x159,-1.0
c117,x197,1.0
c117,x343,-60.0
c118,x157,1.0
c118,x159,-1.0
c118,x169,1.0
c118,x174,1.0
c118,x192,1.0
c118,x344,-60.0
c119,x158,1.0
c119,x159,-1.0
c119,x174,1.0
c119,x192,1.0
c119,x345,-60.0
c120,x159,-1.0
c120,x162,1.0
c120,x346,-60.0
c121,x34,1.0
c121,x35,-1.0
c121,x159,-1.0
c121,x163,1.0
c121,x347,-60.0
c122,x159,-1.0
c122,x164,1.0
c122,x197,1.0
c122,x348,-60.0
c123,x32,1.0
c123,x34,-1.0
c123,x159,1.0
c123,x161,-1.0
c123,x165,1.0
c123,x212,1.0
c123,x349,-60.0
c124,x159,1.0
c124,x161,-1.0
c124,x166,1.0
c124,x197,-1.0
c124,x350,-60.0
c125,x2,1.0
c125,x4,1.0
c125,x5,1.0
c125,x14,1.0
c125,x22,1.0
c125,x34,1.0
c125,x159,-1.0
c125,x161,1.0
c125,x167,1.0
c125,x351,-60.0
c126,x160,-1.0
c126,x161,1.0
c126,x168,1.0
c126,x352,-60.0
c127,x32,1.0
c127,x34,-1.0
c127,x170,1.0
c127,x174,1.0
c127,x192,1.0
c127,x205,-1.0
c127,x353,-60.0
c128,x169,-1.0
c128,x171,1.0
c128,x354,-60.0
c129,x32,1.0
c129,x34,-1.0
c129,x172,1.0
c129,x174,1.0
c129,x192,1.0
c129,x202,-1.0
c129,x355,-60.0
c130,x173,1.0
c130,x174,1.0
c130,x192,1.0
c130,x197,-1.0
c130,x356,-60.0
c131,x174,-1.0
c131,x176,1.0
c131,x191,1.0
c131,x192,-1.0
c131,x357,-60.0
c132,x174,-1.0
c132,x177,1.0
c132,x180,-1.0
c132,x358,-60.0
c133,x175,-1.0
c133,x178,1.0
c133,x359,-60.0
c134,x174,-1.0
c134,x175,1.0
c134,x179,1.0
c134,x180,-1.0
c134,x360,-60.0
c135,x180,1.0
c135,x181,1.0
c135,x186,-1.0
c135,x361,-60.0
c136,x180,1.0
c136,x182,1.0
c136,x191,1.0
c136,x192,-1.0
c136,x362,-60.0
c137,x180,1.0
c137,x183,1.0
c137,x363,-60.0
c138,x34,1.0
c138,x35,-1.0
c138,x180,1.0
c138,x184,1.0
c138,x192,-1.0
c138,x364,-60.0
c139,x185,1.0
c139,x186,-1.0
c139,x191,-1.0
c139,x192,1.0
c139,x365,-60.0
c140,x169,-1.0
c140,x174,-1.0
c140,x186,-1.0
c140,x187,1.0
c140,x366,-60.0
c141,x186,1.0
c141,x188,1.0
c141,x193,-1.0
c141,x367,-60.0
c142,x189,1.0
c142,x191,1.0
c142,x192,-1.0
c142,x368,-60.0
c143,x174,-1.0
c143,x175,1.0
c143,x190,1.0
c143,x191,1.0
c143,x192,-1.0
c143,x369,-60.0
c144,x169,-1.0
c144,x175,-1.0
c144,x195,1.0
c144,x370,-60.0
c145,x15,-1.0
c145,x22,-1.0
c145,x34,-1.0
c145,x196,1.0
c145,x197,1.0
c145,x371,-60.0
c146,x34,1.0
c146,x35,-1.0
c146,x197,-1.0
c146,x198,1.0
c146,x372,-60.0
c147,x159,1.0
c147,x160,-1.0
c147,x197,-1.0
c147,x199,1.0
c147,x373,-60.0
c148,x200,1.0
c148,x202,1.0
c148,x205,-1.0
c148,x374,-60.0
c149,x32,1.0
c149,x33,-1.0
c149,x201,1.0
c149,x202,-1.0
c149,x375,-60.0
c150,x32,1.0
c150,x34,-1.0
c150,x192,1.0
c150,x193,-1.0
c150,x202,-1.0
c150,x203,1.0
c150,x376,-60.0
c151,x32,1.0
c151,x33,-1.0
c151,x204,1.0
c151,x205,-1.0
c151,x377,-60.0
c152,x54,-1.0
c152,x56,-1.0
c152,x206,1.0
c152,x378,-60.0
c153,x35,1.0
c153,x40,-1.0
c153,x207,1.0
c153,x379,-60.0
c154,x34,-1.0
c154,x35,1.0
c154,x208,1.0
c154,x380,-60.0
c155,x34,-1.0
c155,x35,1.0
c155,x209,1.0
c155,x381,-60.0
c156,x23,-1.0
c156,x33,-1.0
c156,x210,1.0
c156,x382,-60.0
c157,x33,-1.0
c157,x37,1.0
c157,x211,1.0
c157,x383,-60.0
c158,x23,1.0
c158,x28,-1.0
c158,x213,1.0
c158,x384,-60.0
c159,x29,-1.0
c159,x37,-1.0
c159,x214,1.0
c159,x385,-60.0
c160,x23,-1.0
c160,x37,-1.0
c160,x215,1.0
c160,x386,-60.0
c161,x16,-1.0
c161,x19,1.0
c161,x216,1.0
c161,x387,-60.0
c162,x19,1.0
c162,x22,1.0
c162,x32,1.0
c162,x212,1.0
c162,x217,1.0
c162,x388,-60.0
c163,x19,-1.0
c163,x22,-1.0
c163,x29,1.0
c163,x218,1.0
c163,x389,-60.0
c164,x16,1.0
c164,x22,1.0
c164,x32,1.0
c164,x212,1.0
c164,x219,1.0
c164,x390,-60.0
c165,x16,1.0
c165,x22,1.0
c165,x32,1.0
c165,x212,1.0
c165,x220,1.0
c165,x391,-60.0
c166,x14,-1.0
c166,x22,-1.0
c166,x34,-1.0
c166,x192,1.0
c166,x194,-1.0
c166,x221,1.0
c166,x392,-60.0
c167,x193,1.0
c167,x194,-1.0
c167,x222,1.0
c167,x393,-60.0
c168,x193,-1.0
c168,x194,1.0
c168,x223,1.0
c168,x394,-60.0
c169,x193,-1.0
c169,x194,1.0
c169,x224,1.0
c169,x395,-60.0
c170,x14,-1.0
c170,x22,-1.0
c170,x34,-1.0
c170,x192,1.0
c170,x193,-1.0
c170,x225,1.0
c170,x396,-60.0
c171,x159,1.0
c171,x160,-1.0
c171,x192,-1.0
c171,x193,1.0
c171,x226,1.0
c171,x397,-60.0
