id1,id2,fixed_cost,variable_cost
2,39,357.071421,7.141428
2,40,320.156212,6.403124
2,41,111.803399,2.236068
2,42,111.803399,2.236068
2,43,273.861279,5.477226
2,44,165.83124,3.316625
2,45,320.156212,6.403124
2,46,273.861279,5.477226
2,47,158.113883,3.162278
2,48,111.803399,2.236068
2,49,206.155281,4.123106
2,50,50.0,1.0
2,51,427.200187,8.544004
2,52,165.83124,3.316625
2,53,158.113883,3.162278
2,54,259.807621,5.196152
2,55,122.474487,2.44949
2,56,339.116499,6.78233
2,57,86.60254,1.732051
2,58,463.680925,9.273618
2,59,357.071421,7.141428
2,60,259.807621,5.196152
2,61,339.116499,6.78233
2,62,254.950976,5.09902
2,63,122.474487,2.44949
2,64,259.807621,5.196152
2,65,304.138127,6.082763
2,66,165.83124,3.316625
2,67,122.474487,2.44949
2,68,122.474487,2.44949
2,69,206.155281,4.123106
2,70,111.803399,2.236068
2,71,217.944947,4.358899
2,72,165.83124,3.316625
2,73,111.803399,2.236068
2,74,308.2207,6.164414
2,75,384.057287,7.681146
2,76,206.155281,4.123106
2,77,308.2207,6.164414
2,78,357.071421,7.141428
2,79,393.700394,7.874008
2,80,150.0,3.0
3,3,50.0,1.0
3,4,393.700394,7.874008
3,5,165.83124,3.316625
3,6,393.700394,7.874008
3,7,187.082869,3.741657
3,8,122.474487,2.44949
3,9,353.553391,7.071068
3,10,497.493719,9.949874
3,11,339.116499,6.78233
3,12,308.2207,6.164414
3,13,450.0,9.0
3,14,364.005494,7.28011
3,15,212.132034,4.242641
3,16,320.156212,6.403124
3,17,150.0,3.0
3,18,86.60254,1.732051
3,19,122.474487,2.44949
3,20,122.474487,2.44949
3,21,357.071421,7.141428
3,22,259.807621,5.196152
3,23,187.082869,3.741657
3,24,384.057287,7.681146
3,25,406.20192,8.124038
3,26,187.082869,3.741657
3,27,367.423461,7.348469
3,28,393.700394,7.874008
3,29,187.082869,3.741657
3,30,254.950976,5.09902
3,31,320.156212,6.403124
3,32,320.156212,6.403124
3,33,427.200187,8.544004
3,34,393.700394,7.874008
3,35,353.553391,7.071068
3,36,259.807621,5.196152
3,37,463.680925,9.273618
3,38,187.082869,3.741657
3,39,308.2207,6.164414
3,40,367.423461,7.348469
3,41,212.132034,4.242641
3,42,212.132034,4.242641
3,43,320.156212,6.403124
3,44,254.950976,5.09902
3,45,367.423461,7.348469
3,46,427.200187,8.544004
3,47,287.228132,5.744563
3,48,122.474487,2.44949
3,49,70.710678,1.414214
3,50,212.132034,4.242641
3,51,367.423461,7.348469
3,52,367.423461,7.348469
3,53,86.60254,1.732051
3,54,393.700394,7.874008
3,55,320.156212,6.403124
3,56,497.493719,9.949874
3,57,273.861279,5.477226
3,58,384.057287,7.681146
3,59,308.2207,6.164414
3,60,339.116499,6.78233
3,61,357.071421,7.141428
3,62,259.807621,5.196152
3,63,295.803989,5.91608
3,64,393.700394,7.874008
3,65,406.20192,8.124038
3,66,273.861279,5.477226
3,67,259.807621,5.196152
3,68,304.138127,6.082763
3,69,70.710678,1.414214
3,70,308.2207,6.164414
3,71,212.132034,4.242641
3,72,122.474487,2.44949
3,73,122.474487,2.44949
3,74,433.012702,8.660254
3,75,254.950976,5.09902
3,76,324.037035,6.480741
3,77,150.0,3.0
3,78,158.113883,3.162278
3,79,357.071421,7.141428
3,80,122.474487,2.44949
4,4,50.0,1.0
4,5,339.116499,6.78233
4,6,50.0,1.0
4,7,450.0,9.0
4,8,364.005494,7.28011
4,9,259.807621,5.196152
4,10,122.474487,2.44949
4,11,111.803399,2.236068
4,12,206.155281,4.123106
4,13,122.474487,2.44949
4,14,122.474487,2.44949
4,15,229.128785,4.582576
4,16,212.132034,4.242641
4,17,533.853913,10.677078
4,18,324.037035,6.480741
4,19,364.005494,7.28011
4,20,384.057287,7.681146
4,21,273.861279,5.477226
4,22,353.553391,7.071068
4,23,229.128785,4.582576
4,24,187.082869,3.741657
4,25,150.0,3.0
4,26,229.128785,4.582576
4,27,229.128785,4.582576
4,28,86.60254,1.732051
4,29,384.057287,7.681146
4,30,304.138127,6.082763
4,31,158.113883,3.162278
4,32,158.113883,3.162278
4,33,70.710678,1.414214
4,34,50.0,1.0
4,35,259.807621,5.196152
4,36,254.950976,5.09902
4,37,86.60254,1.732051
4,38,384.057287,7.681146
4,39,304.138127,6.082763
4,40,165.83124,3.316625
4,41,357.071421,7.141428
4,42,357.071421,7.141428
4,43,158.113883,3.162278
4,44,150.0,3.0
4,45,165.83124,3.316625
4,46,70.710678,1.414214
4,47,122.474487,2.44949
4,48,295.803989,5.91608
4,49,357.071421,7.141428
4,50,259.807621,5.196152
4,51,357.071421,7.141428
4,52,229.128785,4.582576
4,53,324.037035,6.480741
4,54,50.0,1.0
4,55,212.132034,4.242641
4,56,122.474487,2.44949
4,57,206.155281,4.123106
4,58,406.20192,8.124038
4,59,304.138127,6.082763
4,60,111.803399,2.236068
4,61,212.132034,4.242641
4,62,212.132034,4.242641
4,63,158.113883,3.162278
4,64,50.0,1.0
4,65,86.60254,1.732051
4,66,403.112887,8.062258
4,67,353.553391,7.071068
4,68,308.2207,6.164414
4,69,357.071421,7.141428
4,70,259.807621,5.196152
4,71,229.128785,4.582576
4,72,287.228132,5.744563
4,73,295.803989,5.91608
4,74,70.710678,1.414214
4,75,415.331193,8.306624
4,76,86.60254,1.732051
4,77,406.20192,8.124038
4,78,502.493781,10.049876
4,79,308.2207,6.164414
4,80,384.057287,7.681146
5,5,50.0,1.0
5,6,339.116499,6.78233
5,7,122.474487,2.44949
5,8,70.710678,1.414214
5,9,212.132034,4.242641
5,10,450.0,9.0
5,11,254.950976,5.09902
5,12,187.082869,3.741657
5,13,357.071421,7.141428
5,14,357.071421,7.141428
5,15,122.474487,2.44949
5,16,357.071421,7.141428
5,17,259.807621,5.196152
5,18,150.0,3.0
5,19,70.710678,1.414214
5,20,254.950976,5.09902
5,21,415.331193,8.306624
5,22,364.005494,7.28011
5,23,212.132034,4.242641
5,24,403.112887,8.062258
5,25,406.20192,8.124038
5,26,212.132034,4.242641
5,27,406.20192,8.124038
5,28,367.423461,7.348469
5,29,70.710678,1.414214
5,30,339.116499,6.78233
5,31,217.944947,4.358899
5,32,217.944947,4.358899
5,33,384.057287,7.681146
5,34,339.116499,6.78233
5,35,212.132034,4.242641
5,36,320.156212,6.403124
5,37,406.20192,8.124038
5,38,70.710678,1.414214
5,39,158.113883,3.162278
5,40,254.950976,5.09902
5,41,324.037035,6.480741
5,42,324.037035,6.480741
5,43,217.944947,4.358899
5,44,212.132034,4.242641
5,45,254.950976,5.09902
5,46,384.057287,7.681146
5,47,259.807621,5.196152
5,48,187.082869,3.741657
5,49,122.474487,2.44949
5,50,273.861279,5.477226
5,51,212.132034,4.242641
5,52,406.20192,8.124038
5,53,150.0,3.0
5,54,339.116499,6.78233
5,55,357.071421,7.141428
5,56,450.0,9.0
5,57,308.2207,6.164414
5,58,229.128785,4.582576
5,59,158.113883,3.162278
5,60,254.950976,5.09902
5,61,229.128785,4.582576
5,62,150.0,3.0
5,63,304.138127,6.082763
5,64,339.116499,6.78233
5,65,324.037035,6.480741
5,66,393.700394,7.874008
5,67,364.005494,7.28011
5,68,384.057287,7.681146
5,69,122.474487,2.44949
5,70,367.423461,7.348469
5,71,122.474487,2.44949
5,72,122.474487,2.44949
5,73,187.082869,3.741657
5,74,364.005494,7.28011
5,75,122.474487,2.44949
5,76,273.861279,5.477226
5,77,86.60254,1.732051
5,78,187.082869,3.741657
5,79,206.155281,4.123106
5,80,254.950976,5.09902
6,6,50.0,1.0
6,7,450.0,9.0
6,8,364.005494,7.28011
6,9,259.807621,5.196152
6,10,122.474487,2.44949
6,11,111.803399,2.236068
6,12,206.155281,4.123106
6,13,122.474487,2.44949
6,14,122.474487,2.44949
6,15,229.128785,4.582576
6,16,212.132034,4.242641
6,17,533.853913,10.677078
6,18,324.037035,6.480741
6,19,364.005494,7.28011
6,20,384.057287,7.681146
6,21,273.861279,5.477226
6,22,353.553391,7.071068
6,23,229.128785,4.582576
6,24,187.082869,3.741657
6,25,150.0,3.0
6,26,229.128785,4.582576
6,27,229.128785,4.582576
6,28,86.60254,1.732051
6,29,384.057287,7.681146
6,30,304.138127,6.082763
6,31,158.113883,3.162278
6,32,158.113883,3.162278
6,33,70.710678,1.414214
6,34,50.0,1.0
6,35,259.807621,5.196152
6,36,254.950976,5.09902
6,37,86.60254,1.732051
6,38,384.057287,7.681146
6,39,304.138127,6.082763
6,40,165.83124,3.316625
6,41,357.071421,7.141428
6,42,357.071421,7.141428
6,43,158.113883,3.162278
6,44,150.0,3.0
6,45,165.83124,3.316625
6,46,70.710678,1.414214
6,47,122.474487,2.44949
6,48,295.803989,5.91608
6,49,357.071421,7.141428
6,50,259.807621,5.196152
6,51,357.071421,7.141428
6,52,229.128785,4.582576
6,53,324.037035,6.480741
6,54,50.0,1.0
6,55,212.132034,4.242641
6,56,122.474487,2.44949
6,57,206.155281,4.123106
6,58,406.20192,8.124038
6,59,304.138127,6.082763
6,60,111.803399,2.236068
6,61,212.132034,4.242641
6,62,212.132034,4.242641
6,63,158.113883,3.162278
6,64,50.0,1.0
6,65,86.60254,1.732051
6,66,403.112887,8.062258
6,67,353.553391,7.071068
6,68,308.2207,6.164414
6,69,357.071421,7.141428
6,70,259.807621,5.196152
6,71,229.128785,4.582576
6,72,287.228132,5.744563
6,73,295.803989,5.91608
6,74,70.710678,1.414214
6,75,415.331193,8.306624
6,76,86.60254,1.732051
6,77,406.20192,8.124038
6,78,502.493781,10.049876
6,79,308.2207,6.164414
6,80,384.057287,7.681146
7,7,50.0,1.0
7,8,111.803399,2.236068
7,9,295.803989,5.91608
7,10,561.248608,11.224972
7,11,364.005494,7.28011
7,12,287.228132,5.744563
7,13,463.680925,9.273618
7,14,463.680925,9.273618
7,15,229.128785,4.582576
7,16,452.769257,9.055385
7,17,212.132034,4.242641
7,18,212.132034,4.242641
7,19,111.803399,2.236068
7,20,295.803989,5.91608
7,21,504.975247,10.099505
7,22,430.116263,8.602325
7,23,304.138127,6.082763
7,24,504.975247,10.099505
7,25,512.347538,10.246951
7,26,304.138127,6.082763
7,27,502.493781,10.049876
7,28,476.969601,9.539392
7,29,86.60254,1.732051
7,30,415.331193,8.306624
7,31,324.037035,6.480741
7,32,324.037035,6.480741
7,33,494.974747,9.899495
7,34,450.0,9.0
7,35,295.803989,5.91608
7,36,406.20192,8.124038
7,37,517.204022,10.34408
7,38,86.60254,1.732051
7,39,229.128785,4.582576
7,40,357.071421,7.141428
7,41,384.057287,7.681146
7,42,384.057287,7.681146
7,43,324.037035,6.480741
7,44,320.156212,6.403124
7,45,357.071421,7.141428
7,46,494.974747,9.899495
7,47,367.423461,7.348469
7,48,259.807621,5.196152
7,49,165.83124,3.316625
7,50,357.071421,7.141428
7,51,259.807621,5.196152
7,52,502.493781,10.049876
7,53,212.132034,4.242641
7,54,450.0,9.0
7,55,452.769257,9.055385
7,56,561.248608,11.224972
7,57,403.112887,8.062258
7,58,254.950976,5.09902
7,59,229.128785,4.582576
7,60,364.005494,7.28011
7,61,324.037035,6.480741
7,62,254.950976,5.09902
7,63,406.20192,8.124038
7,64,450.0,9.0
7,65,433.012702,8.660254
7,66,450.0,9.0
7,67,430.116263,8.602325
7,68,463.680925,9.273618
7,69,165.83124,3.316625
7,70,455.521679,9.110434
7,71,229.128785,4.582576
7,72,206.155281,4.123106
7,73,259.807621,5.196152
7,74,474.341649,9.486833
7,75,111.803399,2.236068
7,76,384.057287,7.681146
7,77,70.710678,1.414214
7,78,111.803399,2.236068
7,79,273.861279,5.477226
7,80,295.803989,5.91608
8,8,50.0,1.0
8,9,259.807621,5.196152
8,10,474.341649,9.486833
8,11,287.228132,5.744563
8,12,229.128785,4.582576
8,13,393.700394,7.874008
8,14,367.423461,7.348469
8,15,150.0,3.0
8,16,353.553391,7.071068
8,17,212.132034,4.242641
8,18,122.474487,2.44949
8,19,50.0,1.0
8,20,217.944947,4.358899
8,21,406.20192,8.124038
8,22,339.116499,6.78233
8,23,206.155281,4.123106
8,24,406.20192,8.124038
8,25,415.331193,8.306624
8,26,206.155281,4.123106
8,27,403.112887,8.062258
8,28,384.057287,7.681146
8,29,86.60254,1.732051
8,30,320.156212,6.403124
8,31,254.950976,5.09902
8,32,254.950976,5.09902
8,33,406.20192,8.124038
8,34,364.005494,7.28011
8,35,259.807621,5.196152
8,36,308.2207,6.164414
8,37,433.012702,8.660254
8,38,86.60254,1.732051
8,39,206.155281,4.123106
8,40,295.803989,5.91608
8,41,295.803989,5.91608
8,42,295.803989,5.91608
8,43,254.950976,5.09902
8,44,229.128785,4.582576
8,45,295.803989,5.91608
8,46,406.20192,8.124038
8,47,273.861279,5.477226
8,48,165.83124,3.316625
8,49,86.60254,1.732051
8,50,259.807621,5.196152
8,51,259.807621,5.196152
8,52,403.112887,8.062258
8,53,122.474487,2.44949
8,54,364.005494,7.28011
8,55,353.553391,7.071068
8,56,474.341649,9.486833
8,57,304.138127,6.082763
8,58,273.861279,5.477226
8,59,206.155281,4.123106
8,60,287.228132,5.744563
8,61,273.861279,5.477226
8,62,187.082869,3.741657
8,63,308.2207,6.164414
8,64,364.005494,7.28011
8,65,357.071421,7.141428
8,66,364.005494,7.28011
8,67,339.116499,6.78233
8,68,367.423461,7.348469
8,69,86.60254,1.732051
8,70,357.071421,7.141428
8,71,150.0,3.0
8,72,111.803399,2.236068
8,73,165.83124,3.316625
8,74,393.700394,7.874008
8,75,150.0,3.0
8,76,295.803989,5.91608
8,77,70.710678,1.414214
8,78,150.0,3.0
8,79,254.950976,5.09902
8,80,217.944947,4.358899
9,9,50.0,1.0
9,10,353.553391,7.071068
9,11,165.83124,3.316625
9,12,86.60254,1.732051
9,13,212.132034,4.242641
9,14,339.116499,6.78233
9,15,165.83124,3.316625
9,16,393.700394,7.874008
9,17,463.680925,9.273618
9,18,308.2207,6.164414
9,19,259.807621,5.196152
9,20,415.331193,8.306624
9,21,463.680925,9.273618
9,22,474.341649,9.486833
9,23,295.803989,5.91608
9,24,406.20192,8.124038
9,25,384.057287,7.681146
9,26,295.803989,5.91608
9,27,433.012702,8.660254
9,28,320.156212,6.403124
9,29,229.128785,4.582576
9,30,433.012702,8.660254
9,31,122.474487,2.44949
9,32,122.474487,2.44949
9,33,308.2207,6.164414
9,34,259.807621,5.196152
9,35,50.0,1.0
9,36,393.700394,7.874008
9,37,304.138127,6.082763
9,38,229.128785,4.582576
9,39,86.60254,1.732051
9,40,111.803399,2.236068
9,41,450.0,9.0
9,42,450.0,9.0
9,43,122.474487,2.44949
9,44,217.944947,4.358899
9,45,111.803399,2.236068
9,46,308.2207,6.164414
9,47,254.950976,5.09902
9,48,320.156212,6.403124
9,49,304.138127,6.082763
9,50,364.005494,7.28011
9,51,111.803399,2.236068
9,52,433.012702,8.660254
9,53,308.2207,6.164414
9,54,259.807621,5.196152
9,55,393.700394,7.874008
9,56,353.553391,7.071068
9,57,357.071421,7.141428
9,58,158.113883,3.162278
9,59,86.60254,1.732051
9,60,165.83124,3.316625
9,61,70.710678,1.414214
9,62,122.474487,2.44949
9,63,324.037035,6.480741
9,64,259.807621,5.196152
9,65,206.155281,4.123106
9,66,517.204022,10.34408
9,67,474.341649,9.486833
9,68,463.680925,9.273618
9,69,304.138127,6.082763
9,70,427.200187,8.544004
9,71,165.83124,3.316625
9,72,259.807621,5.196152
9,73,320.156212,6.403124
9,74,254.950976,5.09902
9,75,217.944947,4.358899
9,76,229.128785,4.582576
9,77,273.861279,5.477226
9,78,384.057287,7.681146
9,79,70.710678,1.414214
9,80,415.331193,8.306624
10,10,50.0,1.0
10,11,212.132034,4.242641
10,12,308.2207,6.164414
10,13,165.83124,3.316625
10,14,165.83124,3.316625
10,15,339.116499,6.78233
10,16,259.807621,5.196152
10,17,638.357267,12.767145
10,18,427.200187,8.544004
10,19,474.341649,9.486833
10,20,474.341649,9.486833
10,21,304.138127,6.082763
10,22,415.331193,8.306624
10,23,324.037035,6.480741
10,24,206.155281,4.123106
10,25,158.113883,3.162278
10,26,324.037035,6.480741
10,27,254.950976,5.09902
10,28,122.474487,2.44949
10,29,494.974747,9.899495
10,30,367.423461,7.348469
10,31,259.807621,5.196152
10,32,259.807621,5.196152
10,33,86.60254,1.732051
10,34,122.474487,2.44949
10,35,353.553391,7.071068
10,36,320.156212,6.403124
10,37,70.710678,1.414214
10,38,494.974747,9.899495
10,39,406.20192,8.124038
10,40,254.950976,5.09902
10,41,430.116263,8.602325
10,42,430.116263,8.602325
10,43,259.807621,5.196152
10,44,254.950976,5.09902
10,45,254.950976,5.09902
10,46,86.60254,1.732051
10,47,217.944947,4.358899
10,48,393.700394,7.874008
10,49,463.680925,9.273618
10,50,339.116499,6.78233
10,51,452.769257,9.055385
10,52,254.950976,5.09902
10,53,427.200187,8.544004
10,54,122.474487,2.44949
10,55,259.807621,5.196152
10,56,50.0,1.0
10,57,273.861279,5.477226
10,58,502.493781,10.049876
10,59,406.20192,8.124038
10,60,212.132034,4.242641
10,61,304.138127,6.082763
10,62,320.156212,6.403124
10,63,229.128785,4.582576
10,64,122.474487,2.44949
10,65,158.113883,3.162278
10,66,463.680925,9.273618
10,67,415.331193,8.306624
10,68,357.071421,7.141428
10,69,463.680925,9.273618
10,70,308.2207,6.164414
10,71,339.116499,6.78233
10,72,393.700394,7.874008
10,73,393.700394,7.874008
10,74,111.803399,2.236068
10,75,524.404424,10.488088
10,76,187.082869,3.741657
10,77,517.204022,10.34408
10,78,612.372436,12.247449
10,79,403.112887,8.062258
10,80,474.341649,9.486833
11,11,50.0,1.0
11,12,111.803399,2.236068
11,13,122.474487,2.44949
11,14,187.082869,3.741657
11,15,150.0,3.0
11,16,254.950976,5.09902
11,17,474.341649,9.486833
11,18,273.861279,5.477226
11,19,287.228132,5.744563
11,20,357.071421,7.141428
11,21,324.037035,6.480741
11,22,367.423461,7.348469
11,23,206.155281,4.123106
11,24,254.950976,5.09902
11,25,229.128785,4.582576
11,26,206.155281,4.123106
11,27,287.228132,5.744563
11,28,165.83124,3.316625
11,29,295.803989,5.91608
11,30,320.156212,6.403124
11,31,70.710678,1.414214
11,32,70.710678,1.414214
11,33,158.113883,3.162278
11,34,111.803399,2.236068
11,35,165.83124,3.316625
11,36,273.861279,5.477226
11,37,165.83124,3.316625
11,38,295.803989,5.91608
11,39,206.155281,4.123106
11,40,86.60254,1.732051
11,41,357.071421,7.141428
11,42,357.071421,7.141428
11,43,70.710678,1.414214
11,44,111.803399,2.236068
11,45,86.60254,1.732051
11,46,158.113883,3.162278
11,47,122.474487,2.44949
11,48,259.807621,5.196152
11,49,295.803989,5.91608
11,50,259.807621,5.196152
11,51,259.807621,5.196152
11,52,287.228132,5.744563
11,53,273.861279,5.477226
11,54,111.803399,2.236068
11,55,254.950976,5.09902
11,56,212.132034,4.242641
11,57,229.128785,4.582576
11,58,308.2207,6.164414
11,59,206.155281,4.123106
11,60,50.0,1.0
11,61,122.474487,2.44949
11,62,122.474487,2.44949
11,63,187.082869,3.741657
11,64,111.803399,2.236068
11,65,86.60254,1.732051
11,66,415.331193,8.306624
11,67,367.423461,7.348469
11,68,339.116499,6.78233
11,69,295.803989,5.91608
11,70,295.803989,5.91608
11,71,150.0,3.0
11,72,229.128785,4.582576
11,73,259.807621,5.196152
11,74,122.474487,2.44949
11,75,320.156212,6.403124
11,76,86.60254,1.732051
11,77,324.037035,6.480741
11,78,427.200187,8.544004
11,79,212.132034,4.242641
11,80,357.071421,7.141428
12,12,50.0,1.0
12,13,187.082869,3.741657
12,14,273.861279,5.477226
12,15,111.803399,2.236068
12,16,324.037035,6.480741
12,17,430.116263,8.602325
12,18,254.950976,5.09902
12,19,229.128785,4.582576
12,20,357.071421,7.141428
12,21,393.700394,7.874008
12,22,406.20192,8.124038
12,23,229.128785,4.582576
12,24,339.116499,6.78233
12,25,320.156212,6.403124
12,26,229.128785,4.582576
12,27,364.005494,7.28011
12,28,259.807621,5.196152
12,29,217.944947,4.358899
12,30,364.005494,7.28011
12,31,70.710678,1.414214
12,32,70.710678,1.414214
12,33,254.950976,5.09902
12,34,206.155281,4.123106
12,35,86.60254,1.732051
12,36,324.037035,6.480741
12,37,259.807621,5.196152
12,38,217.944947,4.358899
12,39,111.803399,2.236068
12,40,86.60254,1.732051
12,41,384.057287,7.681146
12,42,384.057287,7.681146
12,43,70.710678,1.414214
12,44,150.0,3.0
12,45,86.60254,1.732051
12,46,254.950976,5.09902
12,47,187.082869,3.741657
12,48,259.807621,5.196152
12,49,259.807621,5.196152
12,50,295.803989,5.91608
12,51,165.83124,3.316625
12,52,364.005494,7.28011
12,53,254.950976,5.09902
12,54,206.155281,4.123106
12,55,324.037035,6.480741
12,56,308.2207,6.164414
12,57,287.228132,5.744563
12,58,212.132034,4.242641
12,59,111.803399,2.236068
12,60,111.803399,2.236068
12,61,70.710678,1.414214
12,62,70.710678,1.414214
12,63,254.950976,5.09902
12,64,206.155281,4.123106
12,65,165.83124,3.316625
12,66,450.0,9.0
12,67,406.20192,8.124038
12,68,393.700394,7.874008
12,69,259.807621,5.196152
12,70,357.071421,7.141428
12,71,111.803399,2.236068
12,72,206.155281,4.123106
12,73,259.807621,5.196152
12,74,212.132034,4.242641
12,75,229.128785,4.582576
12,76,165.83124,3.316625
12,77,254.950976,5.09902
12,78,364.005494,7.28011
12,79,122.474487,2.44949
12,80,357.071421,7.141428
13,13,50.0,1.0
13,14,229.128785,4.582576
13,15,254.950976,5.09902
13,16,320.156212,6.403124
13,17,585.234996,11.7047
13,18,384.057287,7.681146
13,19,393.700394,7.874008
13,20,463.680925,9.273618
13,21,384.057287,7.681146
13,22,455.521679,9.110434
13,23,308.2207,6.164414
13,24,295.803989,5.91608
13,25,254.950976,5.09902
13,26,308.2207,6.164414
13,27,339.116499,6.78233
13,28,187.082869,3.741657
13,29,393.700394,7.874008
13,30,406.20192,8.124038
13,31,150.0,3.0
13,32,150.0,3.0
13,33,150.0,3.0
13,34,122.474487,2.44949
13,35,212.132034,4.242641
13,36,357.071421,7.141428
13,37,122.474487,2.44949
13,38,393.700394,7.874008
13,39,273.861279,5.477226
13,40,122.474487,2.44949
13,41,452.769257,9.055385
13,42,452.769257,9.055385
13,43,150.0,3.0
13,44,212.132034,4.242641
13,45,122.474487,2.44949
13,46,150.0,3.0
13,47,206.155281,4.123106
13,48,367.423461,7.348469
13,49,406.20192,8.124038
13,50,353.553391,7.071068
13,51,308.2207,6.164414
13,52,339.116499,6.78233
13,53,384.057287,7.681146
13,54,122.474487,2.44949
13,55,320.156212,6.403124
13,56,165.83124,3.316625
13,57,308.2207,6.164414
13,58,357.071421,7.141428
13,59,273.861279,5.477226
13,60,122.474487,2.44949
13,61,165.83124,3.316625
13,62,217.944947,4.358899
13,63,259.807621,5.196152
13,64,122.474487,2.44949
13,65,70.710678,1.414214
13,66,504.975247,10.099505
13,67,455.521679,9.110434
13,68,415.331193,8.306624
13,69,406.20192,8.124038
13,70,367.423461,7.348469
13,71,254.950976,5.09902
13,72,339.116499,6.78233
13,73,367.423461,7.348469
13,74,86.60254,1.732051
13,75,406.20192,8.124038
13,76,158.113883,3.162278
13,77,427.200187,8.544004
13,78,533.853913,10.677078
13,79,259.807621,5.196152
13,80,463.680925,9.273618
14,14,50.0,1.0
14,15,254.950976,5.09902
14,16,111.803399,2.236068
14,17,502.493781,10.049876
14,18,295.803989,5.91608
14,19,367.423461,7.348469
14,20,324.037035,6.480741
14,21,165.83124,3.316625
14,22,259.807621,5.196152
14,23,187.082869,3.741657
14,24,86.60254,1.732051
14,25,70.710678,1.414214
14,26,187.082869,3.741657
14,27,122.474487,2.44949
14,28,70.710678,1.414214
14,29,406.20192,8.124038
14,30,212.132034,4.242641
14,31,229.128785,4.582576
14,32,229.128785,4.582576
14,33,111.803399,2.236068
14,34,122.474487,2.44949
14,35,339.116499,6.78233
14,36,165.83124,3.316625
14,37,158.113883,3.162278
14,38,406.20192,8.124038
14,39,367.423461,7.348469
14,40,254.950976,5.09902
14,41,273.861279,5.477226
14,42,273.861279,5.477226
14,43,229.128785,4.582576
14,44,158.113883,3.162278
14,45,254.950976,5.09902
14,46,111.803399,2.236068
14,47,111.803399,2.236068
14,48,254.950976,5.09902
14,49,339.116499,6.78233
14,50,187.082869,3.741657
14,51,430.116263,8.602325
14,52,122.474487,2.44949
14,53,295.803989,5.91608
14,54,122.474487,2.44949
14,55,111.803399,2.236068
14,56,165.83124,3.316625
14,57,122.474487,2.44949
14,58,476.969601,9.539392
