Step_ID,Max_Natural_Increase,Max_Natural_Decrease
C0398->C0399,,-1.47
C0399->C0400,,-2.1
C0400->C0401,,1.95
C0401->C0402,,2.76
C0403->C0404,,-2.48
C0405->C0406,,-2.71
C0406->C0407,,-2.64
C0408->C0409,,1.74
C0409->C0410,,-2.69
C0410->C0411,,-2.11
C0411->C0412,,2.53
C0412->C0413,,1.87
C0414->C0415,,1.2
C0416->C0417,,-2.25
C0418->C0419,,1.86
C0419->C0420,,2.03
C0420->C0421,,-2.36
C0421->C0422,,-2.86
C0422->C0423,,-1.38
C0426->C0427,,-1.42
C0429->C0430,,-2.57
C0430->C0431,,1.07
C0431->C0432,,1.89
C0432->C0433,,-1.51
C0434->C0435,,1.85
C0436->C0437,,2.46
C0437->C0438,,1.81
C0439->C0440,,-1.64
C0440->C0441,,2.93
C0441->C0442,,-2.04
C0444->C0445,,1.83
C0448->C0449,,-1.72
C0449->C0450,,1.44
C0450->C0451,,2.99
C0452->C0453,,-1.25
C0453->C0454,,-1.49
C0454->C0455,,-1.08
C0458->C0459,,1.5
C0459->C0460,,-2.88
C0460->C0461,,-2.53
C0461->C0462,,2.68
C0462->C0463,,1.62
C0463->C0464,,-1.14
C0464->C0465,,-2.33
C0466->C0467,,1.52
C0467->C0468,,-1.81
C0469->C0470,,1.54
C0470->C0471,,-1.87
C0471->C0472,,2.14
C0472->C0473,,-2.0
C0474->C0475,,-2.79
C0478->C0479,,-1.35
C0480->C0481,,1.48
C0481->C0482,,-2.68
C0482->C0483,,-2.03
C0483->C0484,,-1.94
C0484->C0485,,2.17
C0490->C0491,,-2.51
C0491->C0492,,-2.36
C0492->C0493,,1.78
C0493->C0494,,-1.93
C0494->C0495,,-1.28
C0495->C0496,,2.69
C0498->C0499,,2.84
C0501->C0502,,-1.3
C0502->C0503,,-1.31
C0504->C0505,,-2.05
C0506->C0507,,-2.36
C0507->C0508,,1.62
C0509->C0510,,-2.13
C0510->C0511,,-2.84
C0511->C0512,,2.36
C0512->C0513,,-1.43
C0513->C0514,,-2.61
C0514->C0515,,-1.84
C0516->C0517,,1.5
C0517->C0518,,-2.98
C0518->C0519,,-1.31
C0519->C0520,,2.21
C0521->C0522,,2.66
C0522->C0523,,2.87
C0524->C0525,,-2.32
C0527->C0528,,-1.37
C0528->C0529,,-1.37
C0529->C0530,,-2.55
C0531->C0532,,-1.5
C0532->C0533,,-2.62
C0534->C0535,,-2.69
C0535->C0536,,2.47
C0536->C0537,,-2.52
C0537->C0538,,-1.32
C0538->C0539,,-2.5
C0541->C0542,,-1.88
C0542->C0543,,-2.67
C0543->C0544,,-1.15
C0549->C0550,,-2.72
C0550->C0551,,2.44
C0552->C0553,,-1.02
C0553->C0554,,-2.03
C0554->C0555,,-1.58
C0557->C0558,,-1.98
C0561->C0562,,1.1
C0566->C0567,,-1.82
C0570->C0571,,-2.26
C0571->C0572,,2.76
C0572->C0573,,-2.8
C0573->C0574,,-2.86
C0574->C0575,,-2.88
C0575->C0576,,-1.6
C0576->C0577,,-1.55
C0580->C0581,,2.41
C0582->C0583,,-1.02
C0584->C0585,,1.45
C0585->C0586,,-2.08
C0586->C0587,,1.3
C0588->C0589,,-2.55
C0589->C0590,,2.96
C0592->C0593,,-2.29
C0593->C0594,,1.64
C0598->C0599,,-1.96
C0599->C0600,,2.75
C0600->C0601,,-1.31
C0603->C0604,,-2.84
C0604->C0605,,-1.76
C0606->C0607,,-1.16
C0609->C0610,,2.98
C0610->C0611,,-1.02
C0614->C0615,,-2.56
C0616->C0617,,-1.66
C0617->C0618,,-1.92
C0618->C0619,,2.54
C0619->C0620,,2.45
C0620->C0621,,-1.27
C0621->C0622,,-2.82
C0624->C0625,,-2.13
C0625->C0626,,1.34
C0626->C0627,,-1.28
C0627->C0628,,-1.76
C0628->C0629,,2.74
C0630->C0631,,-2.34
C0635->C0636,,-2.88
C0636->C0637,,-2.78
C0638->C0639,,-1.33
C0640->C0641,,-1.88
C0646->C0647,,-1.68
C0648->C0649,,2.7
C0649->C0650,,-2.01
C0650->C0651,,1.37
C0651->C0652,,-1.04
C0653->C0654,,1.71
C0657->C0658,,-2.59
C0660->C0661,,-2.74
C0663->C0664,,-1.59
C0664->C0665,,2.57
C0665->C0666,,2.03
C0667->C0668,,-2.97
C0669->C0670,,-2.65
C0671->C0672,,1.82
C0673->C0674,,-2.07
C0674->C0675,,1.6
C0675->C0676,,-1.69
C0676->C0677,,-2.64
C0678->C0679,,-2.83
C0680->C0681,,-2.51
C0682->C0683,,1.08
C0683->C0684,,1.69
C0684->C0685,,1.44
C0685->C0686,,1.18
C0686->C0687,,-1.67
C0689->C0690,,-2.15
C0692->C0693,,1.08
C0693->C0694,,-2.38
C0694->C0695,,-1.41
C0696->C0697,,1.5
C0699->C0700,,-2.16
C0700->C0701,,-2.48
C0701->C0702,,2.91
C0702->C0703,,-1.25
C0704->C0705,,-2.69
C0706->C0707,,-2.52
C0707->C0708,,-2.54
C0708->C0709,,1.67
C0714->C0715,,1.27
C0715->C0716,,-1.01
C0717->C0718,,2.97
C0718->C0719,,1.19
C0719->C0720,,-2.65
C0720->C0721,,2.36
C0721->C0722,,-2.17
C0722->C0723,,-2.51
C0723->C0724,,-2.87
C0724->C0725,,-2.65
C0725->C0726,,2.86
