id_edge,source_node,target_node,cost
745,35,53,4719.0
746,40,53,3467.0
747,33,53,4586.0
748,4,54,2921.0
749,25,54,3501.0
750,13,54,3014.0
751,13,55,2672.0
752,23,55,1228.0
753,4,55,2597.0
754,54,56,4488.0
755,4,56,3510.0
756,25,56,2333.0
757,38,57,2287.0
758,14,57,2852.0
759,30,57,4776.0
760,18,58,3460.0
761,52,58,2117.0
762,43,58,3806.0
763,4,59,2369.0
764,27,59,3950.0
765,2,59,4938.0
766,35,60,2170.0
767,3,60,3714.0
768,22,60,3855.0
769,4,61,1626.0
770,28,61,2210.0
771,1,61,3319.0
772,11,62,3753.0
773,6,62,4143.0
774,8,62,4980.0
775,26,63,1222.0
776,47,63,3914.0
777,7,63,4519.0
778,15,64,1843.0
779,2,64,2944.0
780,12,64,2948.0
781,62,65,3427.0
782,11,65,3279.0
783,6,65,1565.0
784,39,66,2051.0
785,45,66,1939.0
786,9,66,2098.0
787,51,67,4580.0
788,18,67,2977.0
789,43,67,4107.0
790,55,68,4203.0
791,13,68,2110.0
792,23,68,1864.0
793,47,69,3987.0
794,63,69,2007.0
795,26,69,3146.0
796,33,70,3035.0
797,3,70,4740.0
798,35,70,3654.0
799,9,71,4410.0
800,10,71,2898.0
801,36,71,3418.0
802,71,72,1132.0
803,36,72,2474.0
804,9,72,4083.0
805,16,73,1079.0
806,2,73,2449.0
807,3,73,1778.0
808,25,74,1912.0
809,54,74,3846.0
810,56,74,2955.0
811,11,75,1132.0
812,8,75,3367.0
813,4,75,2529.0
814,18,76,4961.0
815,67,76,3372.0
816,51,76,4643.0
817,4,77,4451.0
818,24,77,4770.0
819,27,77,2757.0
820,46,78,3433.0
821,15,78,1092.0
822,37,78,4251.0
823,60,79,2763.0
824,35,79,4072.0
825,3,79,1176.0
826,74,80,2070.0
827,25,80,2878.0
828,54,80,3641.0
829,45,81,4830.0
830,39,81,1718.0
831,5,81,3024.0
832,37,82,1191.0
833,2,82,4436.0
834,46,82,3444.0
835,1,83,4251.0
836,13,83,2182.0
837,25,83,3810.0
838,77,84,1236.0
839,24,84,2298.0
840,27,84,4272.0
841,6,85,1316.0
842,62,85,3962.0
843,65,85,4680.0
844,3,86,4593.0
845,2,86,4562.0
846,22,86,1794.0
847,62,87,3885.0
848,85,87,2620.0
849,6,87,2278.0
850,28,88,1065.0
851,61,88,1350.0
852,4,88,2772.0
853,2,89,1029.0
854,48,89,4640.0
855,6,89,2811.0
856,5,90,2855.0
857,7,90,4362.0
858,4,90,4965.0
859,15,91,3654.0
860,64,91,4497.0
861,12,91,2025.0
862,68,92,2912.0
863,13,92,4915.0
864,23,92,3666.0
865,71,93,2889.0
866,10,93,3521.0
867,36,93,2520.0
868,54,94,1434.0
869,13,94,3182.0
870,4,94,1793.0
871,11,95,2422.0
872,20,95,1079.0
873,6,95,3668.0
874,14,96,1643.0
875,51,96,4239.0
876,43,96,3666.0
877,4,97,3405.0
878,28,97,1141.0
879,88,97,2023.0
880,68,98,4229.0
881,13,98,3691.0
882,92,98,3174.0
883,9,99,4795.0
884,39,99,4691.0
885,66,99,1829.0
886,25,100,4635.0
887,54,100,1451.0
888,80,100,1615.0
889,7,101,4346.0
890,90,101,3285.0
891,5,101,4691.0
892,84,102,4953.0
893,27,102,3268.0
894,77,102,3408.0
895,14,103,2563.0
896,57,103,1875.0
897,38,103,1110.0
898,18,104,3365.0
899,2,104,4280.0
900,19,104,1849.0
901,13,105,4169.0
902,23,105,2199.0
903,92,105,4912.0
904,15,106,1047.0
905,91,106,1765.0
906,12,106,4408.0
907,42,107,3588.0
908,40,107,2250.0
909,22,107,3065.0
910,61,108,3987.0
911,88,108,3832.0
912,28,108,4336.0
913,25,109,1085.0
914,1,109,2909.0
915,83,109,2650.0
916,27,110,1510.0
917,59,110,3529.0
918,4,110,1127.0
919,33,111,1011.0
920,40,111,2376.0
921,42,111,4054.0
922,44,112,1251.0
923,10,112,2329.0
924,29,112,4988.0
925,58,113,1626.0
926,52,113,1004.0
927,43,113,3574.0
928,23,114,2002.0
929,92,114,1558.0
930,105,114,4600.0
931,3,115,1651.0
932,12,115,4060.0
933,9,115,1870.0
934,85,116,2159.0
935,6,116,3655.0
936,87,116,3513.0
937,1,117,2597.0
938,28,117,4288.0
939,30,117,3632.0
940,38,118,2636.0
941,14,118,1669.0
942,103,118,4940.0
943,42,119,2479.0
944,111,119,4435.0
945,40,119,2982.0
946,4,120,3708.0
947,25,120,1600.0
948,56,120,2176.0
949,28,121,4288.0
950,14,121,4637.0
951,38,121,2941.0
952,107,122,1786.0
953,40,122,2539.0
954,22,122,2709.0
955,1,123,2034.0
956,83,123,1204.0
957,109,123,4292.0
958,122,124,3124.0
959,22,124,2681.0
960,107,124,4853.0
961,112,125,2815.0
962,44,125,4479.0
963,10,125,3883.0
964,28,126,1325.0
965,61,126,1508.0
966,108,126,3002.0
967,29,127,3664.0
968,10,127,2438.0
969,3,127,1279.0
970,7,128,4940.0
971,101,128,2396.0
972,5,128,3740.0
973,57,129,3475.0
974,30,129,4237.0
975,38,129,2259.0
976,2,130,4643.0
977,15,130,2025.0
978,46,130,4636.0
979,124,131,1455.0
980,122,131,4262.0
981,22,131,4394.0
982,114,132,3301.0
983,92,132,3815.0
984,105,132,3122.0
985,35,133,2977.0
986,53,133,3127.0
987,33,133,2397.0
988,30,134,2830.0
989,117,134,4583.0
990,28,134,2814.0
991,88,0,1739.0
992,108,0,1854.0
993,61,0,3589.0
994,91,135,3877.0
995,64,135,1345.0
996,12,135,3529.0
997,54,136,2433.0
998,74,136,3681.0
999,80,136,1077.0
1000,118,137,2408.0
1001,14,137,1049.0
1002,103,137,1646.0
1003,66,138,3037.0
1004,99,138,1100.0
1005,39,138,2861.0
1006,94,139,3739.0
1007,13,139,2591.0
1008,4,139,3704.0
1009,39,140,2987.0
1010,138,140,4380.0
1011,99,140,3150.0
1012,95,141,1961.0
1013,6,141,2256.0
1014,11,141,2889.0
1015,6,142,3333.0
1016,32,142,4281.0
1017,5,142,4671.0
1018,93,143,1599.0
1019,71,143,3134.0
1020,10,143,3717.0
1021,18,144,1940.0
1022,58,144,2747.0
1023,43,144,1730.0
1024,96,145,3066.0
1025,14,145,2712.0
1026,51,145,3295.0
1027,39,146,1537.0
1028,66,146,1180.0
1029,138,146,2118.0
1030,137,147,4776.0
1031,14,147,3157.0
1032,103,147,2636.0
1033,45,148,1272.0
1034,39,148,1314.0
1035,81,148,1830.0
1036,2,149,2883.0
1037,4,149,4333.0
1038,59,149,2929.0
1039,26,150,2018.0
1040,5,150,2985.0
1041,32,150,2762.0
1042,1,151,1253.0
1043,14,151,4744.0
1044,43,151,2097.0
1045,6,152,2412.0
1046,31,152,2792.0
1047,8,152,4322.0
1048,22,153,1787.0
1049,124,153,3045.0
1050,131,153,4847.0
1051,69,154,1086.0
1052,47,154,2343.0
1053,63,154,1932.0
1054,1,155,3223.0
1055,43,155,2761.0
1056,52,155,1167.0
1057,56,156,3144.0
1058,74,156,2859.0
1059,54,156,1078.0
1060,9,157,1412.0
1061,5,157,4162.0
1062,21,157,4491.0
1063,94,158,4292.0
1064,54,158,4960.0
1065,13,158,1437.0
1066,2,159,2477.0
1067,19,159,4182.0
1068,104,159,1878.0
1069,14,160,2518.0
1070,28,160,2920.0
1071,4,160,2210.0
1072,40,161,2481.0
1073,107,161,2371.0
1074,42,161,1195.0
1075,8,162,1420.0
1076,62,162,4115.0
1077,6,162,3523.0
1078,143,163,4027.0
1079,71,163,4730.0
1080,10,163,2792.0
1081,42,164,1654.0
1082,107,164,3214.0
1083,22,164,2218.0
1084,158,165,1810.0
1085,13,165,4252.0
1086,94,165,2162.0
1087,124,166,4062.0
1088,22,166,3463.0
1089,107,166,3967.0
1090,13,167,2321.0
1091,83,167,1718.0
1092,1,167,3984.0
1093,25,168,2287.0
1094,80,168,2655.0
1095,74,168,1992.0
1096,7,169,1839.0
1097,90,169,1158.0
1098,101,169,3291.0
1099,2,170,4618.0
1100,5,170,3500.0
1101,39,170,2175.0
1102,110,171,2445.0
1103,27,171,3960.0
1104,59,171,4811.0
1105,79,172,2959.0
1106,35,172,1770.0
1107,3,172,1490.0
1108,164,173,4087.0
1109,107,173,2375.0
1110,22,173,1233.0
1111,171,174,1633.0
1112,27,174,1069.0
1113,59,174,4174.0
1114,21,175,2670.0
1115,157,175,1621.0
1116,5,175,1847.0
1117,152,176,2715.0
1118,31,176,3115.0
1119,8,176,3991.0
1120,18,177,3885.0
1121,14,177,4388.0
1122,2,177,1055.0
1123,104,178,2328.0
1124,2,178,1279.0
1125,159,178,4343.0
1126,121,179,4722.0
1127,28,179,4899.0
1128,14,179,4364.0
1129,2,180,4176.0
1130,5,180,1538.0
1131,170,180,2792.0
1132,127,181,1789.0
1133,3,181,2181.0
1134,29,181,1867.0
1135,81,182,3188.0
1136,148,182,3214.0
1137,39,182,1797.0
1138,21,183,4165.0
1139,5,183,2388.0
1140,10,183,2708.0
1141,174,184,1879.0
1142,59,184,2680.0
1143,171,184,3232.0
1144,5,185,1017.0
1145,2,185,2404.0
1146,6,185,4811.0
1147,161,186,3512.0
1148,40,186,2805.0
1149,107,186,1265.0
1150,94,187,3252.0
1151,139,187,4029.0
1152,4,187,2989.0
1153,23,188,3742.0
1154,68,188,2064.0
1155,92,188,2904.0
1156,14,189,2307.0
1157,1,189,4304.0
1158,30,189,1771.0
1159,5,190,4773.0
1160,2,190,2242.0
1161,185,190,2353.0
1162,90,191,2626.0
1163,7,191,3483.0
1164,4,191,3411.0
1165,166,192,3542.0
1166,107,192,3169.0
1167,124,192,2937.0
1168,50,193,1562.0
1169,12,193,4282.0
1170,3,193,1193.0
1171,124,194,2673.0
1172,122,194,1300.0
1173,131,194,3071.0
1174,130,195,2258.0
1175,2,195,4853.0
1176,15,195,1662.0
1177,36,196,4275.0
1178,10,196,2854.0
1179,44,196,1229.0
1180,11,197,1662.0
1181,8,197,1969.0
1182,75,197,1371.0
1183,51,198,4782.0
1184,14,198,3954.0
1185,18,198,1485.0
1186,1,199,3973.0
1187,34,199,4569.0
1188,2,199,4702.0
