pairing_id,cost
175,2918.0
176,2902.0
177,2992.0
178,2508.0
179,2586.0
180,3518.0
181,2958.0
182,2948.0
183,3684.0
184,3500.0
185,3132.0
186,13704.0
187,2916.0
188,3116.0
189,3408.0
190,3806.0
191,3674.0
192,2798.0
193,2838.0
194,2930.0
195,3352.0
196,3090.0
197,3784.0
198,3410.0
199,3786.0
200,2830.0
201,3774.0
202,3814.0
203,3426.0
204,3214.0
205,3196.0
206,3358.0
207,3364.0
208,3200.0
209,3892.0
210,3770.0
211,3768.0
212,2628.0
213,3164.0
214,3264.0
215,2672.0
216,3690.0
217,3130.0
218,3114.0
219,2592.0
220,2374.0
221,2542.0
222,2792.0
223,2976.0
224,3504.0
225,3606.0
226,3012.0
227,3420.0
228,9692.0
229,1264.0
230,2092.0
231,1890.0
232,2860.0
233,2742.0
234,2694.0
235,3642.0
236,2572.0
237,3556.0
238,2466.0
239,1980.0
240,1864.0
241,1400.0
242,2410.0
243,1688.0
244,1960.0
245,2276.0
246,2004.0
247,2216.0
248,2252.0
249,2140.0
250,2740.0
251,2190.0
252,3248.0
253,2698.0
254,2804.0
255,2742.0
256,3114.0
257,3096.0
258,3220.0
259,1824.0
260,1706.0
261,640.0
262,2170.0
263,3176.0
264,1222.0
265,1116.0
266,3070.0
267,1612.0
268,2414.0
269,3060.0
270,2512.0
271,3158.0
272,9698.0
273,1318.0
274,1356.0
275,842.0
276,2194.0
277,866.0
278,896.0
279,2216.0
280,1764.0
281,892.0
282,874.0
283,778.0
284,740.0
285,1082.0
286,934.0
287,876.0
288,908.0
289,922.0
290,970.0
291,1386.0
292,1422.0
293,1794.0
294,1762.0
295,1656.0
296,1650.0
297,876.0
298,1768.0
299,982.0
300,2138.0
301,1574.0
302,1998.0
303,1016.0
304,1454.0
305,2526.0
306,2634.0
307,1568.0
308,3054.0
309,1994.0
310,1432.0
311,2492.0
312,1634.0
313,2482.0
314,2254.0
315,2436.0
316,3978.0
317,4822.0
318,13726.0
319,1974.0
320,3760.0
321,2380.0
322,2510.0
323,2994.0
324,3356.0
325,2354.0
326,2392.0
327,1590.0
328,2288.0
329,1478.0
330,2166.0
331,2574.0
332,3466.0
333,3112.0
334,1642.0
335,1530.0
336,2218.0
337,1984.0
338,2656.0
339,2974.0
340,1996.0
341,2664.0
342,2646.0
343,1710.0
344,4186.0
345,2486.0
346,1714.0
347,1716.0
348,2518.0
349,1932.0
350,1520.0
351,2092.0
352,2096.0
353,2098.0
354,3066.0
355,2296.0
356,1558.0
357,1554.0
358,2552.0
359,1566.0
360,2076.0
361,2452.0
362,2406.0
363,2378.0
364,2126.0
365,3262.0
366,2130.0
367,2468.0
368,3436.0
369,1716.0
370,2052.0
371,9692.0
372,3976.0
373,4728.0
374,4144.0
375,4836.0
376,4252.0
377,4946.0
378,3682.0
379,4216.0
380,4318.0
381,3726.0
382,4744.0
383,4182.0
384,4166.0
385,4030.0
386,4558.0
387,4658.0
388,4066.0
389,13704.0
390,3090.0
391,1438.0
392,1786.0
393,656.0
394,2166.0
395,1902.0
396,2250.0
397,706.0
398,3122.0
399,3004.0
400,2850.0
401,2062.0
402,1914.0
403,2242.0
404,2718.0
405,3340.0
406,3212.0
407,2598.0
408,2300.0
409,2968.0
410,2210.0
411,2248.0
412,2144.0
413,2574.0
414,2622.0
415,2946.0
416,2992.0
417,2428.0
418,2968.0
419,3962.0
420,2398.0
421,2278.0
422,2578.0
423,3082.0
424,2268.0
425,3060.0
426,3038.0
427,3084.0
428,3020.0
429,2040.0
430,2686.0
431,2054.0
432,2796.0
433,2156.0
434,2566.0
435,3220.0
436,2080.0
437,2118.0
438,2014.0
439,2664.0
440,3196.0
441,2704.0
442,2298.0
443,3236.0
444,3388.0
445,2844.0
446,3198.0
447,13708.0
448,1096.0
449,2026.0
450,1730.0
451,1388.0
452,2342.0
453,2588.0
454,2062.0
455,892.0
456,1484.0
457,2680.0
458,3328.0
459,1266.0
460,2342.0
461,4302.0
462,1866.0
463,3010.0
464,3380.0
465,2916.0
466,3492.0
467,3458.0
468,3984.0
469,4136.0
470,4562.0
471,4002.0
472,3936.0
473,3102.0
474,3472.0
475,2112.0
476,3356.0
477,1784.0
478,3266.0
479,3558.0
480,2988.0
481,1642.0
482,2144.0
483,2058.0
484,1710.0
485,2594.0
486,2114.0
487,2228.0
488,2696.0
489,3122.0
490,2654.0
491,2092.0
492,2560.0
493,2328.0
494,2544.0
495,2954.0
496,2504.0
497,2358.0
498,2844.0
499,2804.0
500,4200.0
501,2832.0
502,4126.0
503,3184.0
504,3716.0
505,1698.0
506,1768.0
507,1716.0
508,2462.0
509,2522.0
510,2892.0
511,2992.0
512,1692.0
513,2398.0
514,2880.0
515,3106.0
516,2256.0
517,3564.0
518,2832.0
519,3254.0
520,3548.0
521,2390.0
522,4432.0
523,4534.0
524,3942.0
525,4960.0
526,4400.0
527,1592.0
528,13706.0
529,3594.0
530,2750.0
531,2534.0
532,2898.0
533,1890.0
534,1454.0
535,1926.0
536,1830.0
537,1342.0
538,2030.0
539,2114.0
540,2654.0
541,2296.0
542,2970.0
543,3332.0
544,2374.0
545,1744.0
546,2412.0
547,1634.0
548,2314.0
549,2600.0
550,2322.0
551,3088.0
552,1846.0
553,2492.0
554,1998.0
555,2802.0
556,2526.0
557,2762.0
558,1572.0
559,2856.0
560,4020.0
561,1578.0
562,1880.0
563,2848.0
564,1760.0
565,1384.0
566,1954.0
567,1960.0
568,2216.0
569,3184.0
570,2124.0
571,1908.0
572,2534.0
573,3390.0
574,1418.0
575,2058.0
576,2160.0
577,3582.0
578,2928.0
579,4250.0
580,2518.0
581,3210.0
582,3108.0
583,2512.0
584,2368.0
585,1430.0
586,2996.0
587,1940.0
588,3006.0
589,3226.0
590,3582.0
591,2362.0
592,3682.0
593,2784.0
594,4002.0
595,3666.0
596,3684.0
597,2754.0
598,4090.0
599,3060.0
600,2496.0
601,3090.0
602,2500.0
603,2838.0
604,3806.0
605,1580.0
606,1886.0
607,13710.0
608,13714.0
609,1898.0
610,3162.0
611,1900.0
612,3466.0
613,3506.0
614,2878.0
615,1884.0
616,1948.0
617,3454.0
618,3852.0
619,2916.0
620,1992.0
621,2762.0
622,2844.0
623,2884.0
624,2976.0
625,3398.0
626,2256.0
627,2746.0
628,2928.0
629,2912.0
630,2594.0
631,3568.0
632,1666.0
633,1308.0
634,3082.0
635,2254.0
636,2290.0
637,1882.0
638,2192.0
639,2478.0
640,3132.0
641,3456.0
642,3832.0
643,2866.0
644,2578.0
645,2676.0
646,2364.0
647,1998.0
648,2966.0
649,3914.0
650,3828.0
651,3016.0
652,3560.0
653,3516.0
654,3112.0
655,3422.0
656,3488.0
657,4038.0
658,3404.0
659,2082.0
660,2304.0
661,2146.0
662,2952.0
663,2794.0
664,1672.0
665,2876.0
666,3820.0
667,3860.0
668,3470.0
669,3258.0
670,3240.0
671,3400.0
672,3408.0
673,3252.0
674,3294.0
675,3508.0
676,3066.0
677,2638.0
678,2466.0
679,2588.0
680,2444.0
681,2640.0
682,3150.0
683,3232.0
684,2236.0
685,2280.0
686,2092.0
687,2176.0
688,2702.0
689,3282.0
690,9684.0
691,9688.0
692,2278.0
693,2630.0
694,2526.0
695,3546.0
696,3918.0
697,3404.0
698,3306.0
699,3672.0
700,3066.0
701,3420.0
702,3314.0
703,2138.0
704,2942.0
705,3296.0
706,3344.0
707,3242.0
708,1872.0
709,2800.0
710,2374.0
711,2350.0
712,3110.0
713,2896.0
714,3092.0
715,3668.0
716,3714.0
717,2242.0
718,2888.0
719,3614.0
720,2534.0
721,2340.0
722,2986.0
723,3170.0
724,3042.0
725,3032.0
726,3014.0
727,3480.0
728,3564.0
729,3462.0
730,3678.0
731,2484.0
732,2530.0
733,2610.0
734,2854.0
735,2900.0
736,2980.0
737,2486.0
738,2388.0
739,3288.0
740,3184.0
741,3722.0
742,3768.0
743,2226.0
744,3672.0
745,3228.0
746,2720.0
747,2698.0
748,3540.0
749,3242.0
750,3522.0
751,4092.0
752,4138.0
753,2590.0
754,3234.0
755,2888.0
756,4042.0
757,2686.0
758,3332.0
759,3600.0
760,3390.0
761,3380.0
762,3360.0
763,3910.0
764,3892.0
765,3910.0
766,4026.0
767,3604.0
768,3650.0
769,2122.0
770,3560.0
771,3118.0
772,2616.0
773,3428.0
774,2594.0
775,3410.0
776,3138.0
777,3974.0
778,4022.0
779,2484.0
780,3130.0
781,2784.0
782,3932.0
783,2582.0
784,3228.0
785,3488.0
786,3284.0
787,3274.0
788,3256.0
789,3798.0
790,3780.0
791,3806.0
792,3920.0
793,13728.0
794,3060.0
795,2686.0
796,3168.0
797,3230.0
798,3352.0
799,3758.0
800,2454.0
801,2978.0
802,3462.0
803,3522.0
804,3376.0
805,3866.0
806,3920.0
807,2742.0
808,2788.0
809,2880.0
810,3296.0
811,3264.0
812,2368.0
813,2850.0
814,2912.0
815,2408.0
816,2500.0
817,2922.0
818,2898.0
819,2990.0
820,3404.0
821,2952.0
822,3044.0
823,3466.0
824,3430.0
825,3354.0
826,3730.0
827,2782.0
828,3718.0
829,3764.0
830,3368.0
831,3162.0
832,3138.0
833,3306.0
834,3306.0
835,3718.0
836,3708.0
837,3158.0
838,3200.0
839,3380.0
840,2536.0
841,2318.0
842,2486.0
843,2330.0
844,2512.0
845,2736.0
846,3102.0
847,2980.0
848,3464.0
849,3524.0
850,3356.0
851,3838.0
852,3900.0
853,2072.0
854,3588.0
855,2760.0
856,2798.0
857,2390.0
858,2694.0
859,2408.0
860,2890.0
861,2946.0
862,3344.0
863,3826.0
864,3888.0
865,3384.0
866,3874.0
867,2978.0
868,3928.0
869,3632.0
870,2994.0
871,3476.0
872,3538.0
873,2926.0
874,2932.0
875,3272.0
876,3246.0
877,3326.0
878,3308.0
879,2776.0
880,2818.0
881,3006.0
882,3414.0
883,3414.0
884,3470.0
885,3476.0
886,3826.0
887,3818.0
888,3266.0
889,3308.0
890,3490.0
891,3320.0
892,3362.0
893,3550.0
894,2162.0
895,2644.0
896,2706.0
897,2112.0
898,2426.0
899,2488.0
900,1950.0
901,2138.0
902,2362.0
903,2596.0
904,2656.0
905,2438.0
906,2620.0
907,2844.0
908,2494.0
909,2682.0
910,2906.0
911,13708.0
912,13710.0
913,1654.0
914,1764.0
915,2134.0
916,958.0
917,1352.0
918,1500.0
919,808.0
920,1344.0
921,1544.0
922,1196.0
923,1288.0
924,1418.0
925,2180.0
926,1124.0
927,1122.0
928,1178.0
929,1506.0
930,1544.0
931,1438.0
932,1438.0
933,2242.0
934,2288.0
935,1798.0
936,1484.0
937,1458.0
938,750.0
939,2078.0
940,1044.0
941,1752.0
942,1800.0
943,1878.0
944,860.0
945,1242.0
946,934.0
947,992.0
948,882.0
949,1350.0
950,1456.0
951,1554.0
952,1242.0
953,2080.0
954,1030.0
955,1046.0
956,1024.0
957,1580.0
958,1578.0
959,1382.0
960,1408.0
961,1670.0
962,2414.0
963,364.0
964,2932.0
965,1798.0
966,958.0
967,782.0
968,798.0
969,1426.0
970,648.0
971,1666.0
972,1714.0
973,1792.0
974,882.0
975,1796.0
976,870.0
977,1686.0
978,1918.0
979,1294.0
980,1790.0
981,2368.0
982,2218.0
983,2360.0
984,2530.0
985,968.0
986,1236.0
987,1772.0
988,1872.0
989,1280.0
990,622.0
991,1482.0
992,2900.0
993,2292.0
994,1730.0
995,1722.0
996,2586.0
997,1666.0
998,2098.0
999,3140.0
1000,1992.0
1001,1750.0
1002,1656.0
1003,2252.0
1004,2242.0
1005,2222.0
1006,2774.0
1007,2008.0
1008,2888.0
1009,1002.0
1010,2064.0
1011,2276.0
1012,1988.0
1013,2564.0
1014,2554.0
1015,2548.0
1016,2340.0
1017,3086.0
1018,3200.0
1019,1334.0
1020,2218.0
1021,2952.0
1022,3000.0
1023,13730.0
1024,1170.0
1025,1634.0
1026,3290.0
1027,2514.0
1028,2562.0
1029,2886.0
1030,2932.0
1031,2006.0
1032,2052.0
1033,2376.0
1034,2422.0
1035,2368.0
1036,2416.0
1037,2738.0
1038,2786.0
1039,2434.0
1040,2734.0
1041,2854.0
1042,2696.0
1043,3740.0
1044,2996.0
1045,1256.0
1046,1304.0
1047,1442.0
1048,1628.0
1049,1674.0
1050,1854.0
1051,2886.0
1052,2442.0
1053,2742.0
1054,3434.0
1055,3480.0
1056,2868.0
1057,3804.0
1058,3850.0
1059,3022.0
1060,2992.0
1061,3038.0
1062,3118.0
1063,3362.0
1064,3410.0
1065,3488.0
1066,2484.0
1067,2854.0
1068,2026.0
1069,1516.0
1070,1814.0
1071,2592.0
1072,2638.0
1073,2962.0
1074,3010.0
1075,2312.0
1076,1744.0
1077,1658.0
1078,1722.0
1079,1968.0
1080,2266.0
1081,1950.0
1082,1612.0
1083,2258.0
1084,1710.0
1085,2356.0
1086,2414.0
1087,2028.0
1088,2404.0
1089,2384.0
1090,2340.0
1091,2934.0
1092,2322.0
1093,3050.0
1094,1822.0
1095,2308.0
1096,2262.0
1097,2618.0
1098,2648.0
1099,2756.0
1100,3174.0
1101,2908.0
1102,2956.0
1103,3034.0
1104,3280.0
1105,3326.0
1106,3406.0
1107,2446.0
1108,1548.0
1109,2050.0
1110,1998.0
1111,2026.0
1112,2308.0
1113,2572.0
1114,2290.0
1115,1918.0
1116,2564.0
1117,2816.0
1118,2210.0
1119,2016.0
1120,2662.0
1121,2370.0
1122,2718.0
1123,2708.0
1124,2690.0
1125,2680.0
1126,2662.0
1127,3240.0
1128,3354.0
1129,1164.0
1130,2058.0
1131,2594.0
1132,2696.0
1133,2102.0
1134,3114.0
1135,2554.0
1136,2544.0
1137,2156.0
1138,2848.0
1139,2690.0
1140,2792.0
1141,2200.0
1142,3212.0
1143,2650.0
1144,2642.0
1145,3384.0
1146,3486.0
1147,2892.0
1148,1536.0
1149,3904.0
1150,3344.0
1151,3334.0
1152,13728.0
1153,1200.0
1154,1164.0
1155,1532.0
1156,1516.0
1157,1832.0
1158,2248.0
1159,1916.0
1160,1898.0
1161,2214.0
1162,2612.0
1163,2838.0
1164,2032.0
1165,1854.0
1166,1356.0
1167,1480.0
1168,968.0
1169,1036.0
1170,1590.0
1171,1420.0
1172,2014.0
1173,2004.0
1174,1826.0
1175,2196.0
1176,1692.0
1177,2006.0
1178,2374.0
1179,2742.0
1180,1076.0
1181,2722.0
1182,1302.0
1183,1250.0
1184,1898.0
1185,1580.0
1186,1666.0
1187,1634.0
1188,2282.0
1189,782.0
1190,1562.0
1191,1410.0
1192,1188.0
1193,804.0
1194,776.0
1195,1202.0
1196,862.0
1197,1090.0
1198,750.0
1199,992.0
1200,1386.0
1201,1198.0
1202,1434.0
1203,1422.0
1204,1424.0
1205,1428.0
1206,1332.0
1207,1866.0
1208,1968.0
1209,2394.0
1210,1832.0
1211,1816.0
1212,1776.0
1213,1052.0
1214,1700.0
1215,998.0
1216,1360.0
1217,1812.0
1218,1110.0
1219,1110.0
1220,1758.0
1221,1758.0
1222,998.0
1223,1000.0
1224,1646.0
1225,1648.0
1226,2118.0
1227,946.0
1228,1308.0
1229,1354.0
1230,1158.0
1231,1844.0
1232,1462.0
1233,2370.0
1234,2002.0
1235,1810.0
1236,1442.0
1237,1564.0
1238,1794.0
1239,1754.0
1240,2190.0
1241,1884.0
1242,1670.0
1243,1670.0
1244,1688.0
1245,2336.0
1246,2318.0
1247,2210.0
1248,2410.0
1249,1648.0
1250,1850.0
1251,1776.0
1252,1840.0
1253,2396.0
1254,1908.0
1255,798.0
1256,1410.0
1257,2058.0
1258,86.0
1259,9674.0
1260,1876.0
1261,2548.0
1262,2318.0
1263,2476.0
1264,2884.0
1265,2258.0
1266,2350.0
1267,2486.0
1268,2430.0
1269,3090.0
1270,2878.0
1271,2860.0
1272,3022.0
1273,3022.0
1274,3434.0
1275,3430.0
1276,2812.0
1277,2904.0
1278,3040.0
1279,1942.0
1280,2330.0
1281,2422.0
1282,2550.0
1283,2050.0
1284,2524.0
1285,3244.0
1286,3032.0
1287,3014.0
1288,3174.0
1289,3174.0
1290,2438.0
1291,2530.0
1292,2666.0
1293,3586.0
1294,3584.0
1295,2906.0
1296,2998.0
1297,3132.0
1298,1616.0
1299,1694.0
1300,1786.0
1301,1388.0
1302,1224.0
1303,1332.0
1304,1398.0
1305,1908.0
1306,2170.0
1307,2816.0
1308,2468.0
1309,3046.0
1310,2266.0
1311,2912.0
1312,2598.0
1313,2970.0
1314,2940.0
1315,2910.0
1316,3492.0
1317,2892.0
1318,2046.0
1319,2094.0
1320,2186.0
1321,1578.0
1322,1678.0
1323,1086.0
1324,1444.0
1325,2104.0
1326,1546.0
1327,1544.0
1328,2018.0
1329,1528.0
1330,1774.0
1331,1960.0
1332,2006.0
1333,2186.0
1334,2068.0
1335,2160.0
1336,2296.0
1337,1702.0
1338,2486.0
1339,2566.0
1340,2714.0
1341,2154.0
1342,2144.0
1343,1710.0
1344,2398.0
1345,3212.0
1346,1586.0
1347,1776.0
1348,1184.0
1349,1456.0
1350,2180.0
1351,1594.0
1352,1642.0
1353,2032.0
1354,1626.0
1355,1820.0
1356,846.0
1357,3848.0
1358,2056.0
1359,2102.0
1360,2284.0
1361,2166.0
1362,2258.0
1363,2392.0
1364,1800.0
1365,2584.0
1366,2664.0
1367,2812.0
1368,2250.0
1369,2242.0
1370,1014.0
1371,1000.0
1372,1408.0
1373,9668.0
1374,9656.0
1375,2100.0
1376,2248.0
1377,2656.0
1378,2710.0
1379,3238.0
1380,3390.0
1381,3816.0
1382,3254.0
1383,3188.0
1384,2854.0
1385,2484.0
1386,2962.0
1387,2698.0
1388,2848.0
1389,3258.0
1390,2356.0
1391,2726.0
1392,1382.0
1393,2616.0
1394,1620.0
1395,2376.0
1396,3112.0
1397,2248.0
1398,2054.0
1399,2820.0
1400,2208.0
1401,2360.0
1402,2770.0
1403,1902.0
1404,2022.0
1405,1462.0
1406,2250.0
1407,1644.0
1408,1652.0
1409,1640.0
1410,2106.0
1411,2066.0
1412,3460.0
1413,3236.0
1414,2560.0
1415,2488.0
1416,2858.0
1417,2444.0
1418,2978.0
1419,1664.0
1420,2190.0
1421,2318.0
1422,2792.0
1423,2470.0
1424,2942.0
1425,2878.0
1426,3352.0
1427,1784.0
1428,2156.0
1429,2094.0
1430,1654.0
1431,1664.0
1432,1984.0
1433,1538.0
1434,1390.0
1435,1954.0
1436,1428.0
1437,1486.0
1438,2274.0
1439,1510.0
1440,2074.0
1441,1548.0
1442,1604.0
1443,2394.0
1444,2164.0
1445,2212.0
1446,2670.0
1447,2554.0
1448,2652.0
1449,2976.0
1450,2672.0
1451,1558.0
1452,1706.0
1453,2110.0
1454,2230.0
1455,1730.0
1456,2662.0
1457,2100.0
1458,2058.0
1459,1876.0
1460,2780.0
1461,2248.0
1462,2204.0
1463,2280.0
1464,2652.0
1465,2608.0
1466,1068.0
1467,1138.0
1468,2352.0
1469,3076.0
1470,1520.0
1471,1834.0
1472,1968.0
1473,1960.0
1474,3972.0
1475,3298.0
1476,2232.0
1477,2926.0
1478,2830.0
1479,2234.0
1480,2084.0
1481,2720.0
1482,2714.0
1483,2948.0
1484,3290.0
1485,3406.0
1486,3712.0
1487,3390.0
1488,3408.0
1489,2768.0
1490,3812.0
1491,13718.0
1492,1540.0
1493,1996.0
1494,3108.0
1495,1336.0
1496,1942.0
1497,1274.0
1498,1072.0
1499,850.0
1500,1794.0
1501,1138.0
1502,1292.0
1503,1840.0
1504,1810.0
1505,2308.0
1506,1126.0
1507,1454.0
1508,2046.0
1509,2438.0
1510,1716.0
1511,1332.0
1512,1762.0
1513,1546.0
1514,2352.0
1515,1724.0
1516,2778.0
1517,2150.0
1518,1588.0
1519,2218.0
1520,1950.0
1521,2202.0
1522,2576.0
1523,2162.0
1524,2400.0
1525,1884.0
1526,2818.0
1527,2302.0
1528,1742.0
1529,2258.0
1530,2248.0
1531,2162.0
1532,2784.0
1533,2202.0
1534,892.0
1535,3186.0
1536,1738.0
1537,1686.0
1538,2334.0
1539,2044.0
1540,2100.0
1541,2048.0
1542,2696.0
1543,834.0
1544,2026.0
1545,1844.0
1546,1238.0
1547,828.0
1548,1148.0
1549,1186.0
1550,1666.0
1551,1088.0
1552,1554.0
1553,1872.0
1554,1042.0
1555,1918.0
1556,1248.0
1557,1474.0
1558,1888.0
1559,1864.0
1560,1766.0
1561,2302.0
1562,2402.0
1563,2828.0
1564,2268.0
1565,2252.0
1566,2212.0
1567,1104.0
1568,1752.0
1569,1462.0
1570,1410.0
1571,2122.0
1572,1162.0
1573,1162.0
1574,1810.0
1575,1810.0
1576,1050.0
1577,1050.0
1578,1698.0
1579,1698.0
1580,2514.0
1581,1794.0
1582,1410.0
1583,1622.0
1584,1840.0
1585,1660.0
1586,2328.0
1587,2856.0
1588,2166.0
1589,2294.0
1590,1606.0
1591,2278.0
1592,2028.0
1593,2238.0
1594,2654.0
1595,1868.0
1596,2368.0
1597,1722.0
1598,1738.0
1599,2370.0
1600,2386.0
1601,2374.0
1602,2896.0
1603,1812.0
1604,2336.0
1605,2240.0
1606,2326.0
1607,2280.0
1608,2860.0
1609,850.0
1610,1812.0
1611,2460.0
1612,82.0
1613,9676.0
1614,9692.0
1615,2422.0
1616,2468.0
1617,1912.0
1618,1960.0
1619,2276.0
1620,2322.0
1621,1164.0
1622,1210.0
1623,1336.0
1624,2170.0
1625,2816.0
1626,2476.0
1627,3122.0
1628,2616.0
1629,3150.0
1630,3252.0
1631,2660.0
1632,3670.0
1633,3110.0
1634,3100.0
1635,3156.0
1636,3462.0
1637,2964.0
1638,3490.0
1639,3592.0
1640,3000.0
1641,4012.0
1642,3450.0
1643,3440.0
1644,2350.0
1645,2648.0
1646,3390.0
1647,3438.0
1648,2836.0
1649,2928.0
1650,2902.0
1651,2948.0
1652,3028.0
1653,2390.0
1654,1422.0
1655,1722.0
1656,2498.0
1657,2546.0
1658,2220.0
1659,1564.0
1660,1652.0
1661,1876.0
1662,1828.0
1663,2174.0
1664,1858.0
1665,1730.0
1666,2216.0
1667,2168.0
1668,2524.0
1669,2554.0
1670,2664.0
1671,3080.0
1672,2816.0
1673,2862.0
1674,2942.0
1675,2352.0
1676,1640.0
1677,1906.0
1678,1958.0
1679,2134.0
1680,2216.0
1681,2198.0
1682,2478.0
1683,1072.0
1684,13730.0
1685,9654.0
1686,1330.0
1687,1440.0
1688,2054.0
1689,2432.0
1690,1918.0
1691,2264.0
1692,2166.0
1693,2362.0
1694,2258.0
1695,2604.0
1696,2506.0
1697,2138.0
1698,2128.0
1699,1980.0
1700,2300.0
1701,2462.0
1702,2342.0
1703,2740.0
1704,2788.0
1705,1290.0
1706,2778.0
1707,2824.0
1708,1496.0
1709,1464.0
1710,2378.0
1711,2618.0
1712,3608.0
1713,3656.0
1714,1972.0
1715,1302.0
1716,1552.0
1717,1168.0
1718,1320.0
1719,1598.0
1720,1686.0
1721,1340.0
1722,1398.0
1723,1288.0
1724,1960.0
1725,2430.0
1726,3638.0
1727,2338.0
1728,2528.0
1729,2544.0
1730,3678.0
1731,3084.0
1732,2106.0
1733,1630.0
1734,1668.0
1735,1314.0
1736,1570.0
1737,1922.0
1738,1274.0
1739,1182.0
1740,1228.0
1741,1968.0
1742,1406.0
1743,1486.0
1744,1330.0
1745,2174.0
1746,1276.0
1747,628.0
1748,2832.0
1749,2848.0
1750,2498.0
1751,2544.0
1752,1244.0
1753,1178.0
1754,1904.0
1755,1950.0
1756,1332.0
1757,1996.0
1758,2386.0
1759,2432.0
1760,1432.0
1761,3240.0
1762,2618.0
1763,1756.0
1764,2332.0
1765,3076.0
1766,3060.0
1767,2752.0
1768,1962.0
1769,2664.0
1770,3116.0
1771,2538.0
1772,3106.0
1773,2966.0
1774,3184.0
1775,1330.0
1776,3230.0
1777,1904.0
1778,1980.0
1779,2028.0
1780,2618.0
1781,2024.0
1782,1876.0
1783,3554.0
1784,3042.0
1785,2482.0
1786,2466.0
1787,2002.0
1788,2664.0
1789,2072.0
1790,3600.0
1791,2028.0
1792,3082.0
1793,2522.0
1794,2512.0
1795,13722.0
1796,1980.0
1797,2328.0
1798,4204.0
1799,4252.0
1800,1778.0
1801,1808.0
1802,2072.0
1803,1974.0
1804,2456.0
1805,2160.0
1806,2056.0
1807,2478.0
1808,1654.0
1809,1668.0
1810,2032.0
1811,1876.0
1812,2036.0
1813,2044.0
1814,2366.0
1815,2240.0
1816,1184.0
1817,2318.0
1818,2366.0
1819,1390.0
1820,1206.0
1821,2682.0
1822,2728.0
1823,1412.0
1824,3138.0
1825,2920.0
1826,1216.0
1827,1274.0
1828,1162.0
1829,1834.0
1830,2412.0
1831,2106.0
1832,3180.0
1833,2482.0
1834,3220.0
1835,2312.0
1836,2626.0
1837,1814.0
1838,1090.0
1839,1516.0
1840,1290.0
1841,1722.0
1842,2454.0
1843,530.0
1844,2476.0
1845,2038.0
1846,1538.0
1847,2084.0
1848,1232.0
1849,1444.0
1850,1220.0
1851,1492.0
1852,1426.0
1853,1502.0
1854,1644.0
1855,1926.0
1856,1974.0
1857,1526.0
1858,2158.0
1859,1730.0
1860,2616.0
1861,2106.0
1862,2600.0
1863,2308.0
1864,1936.0
1865,2206.0
1866,2312.0
1867,2656.0
1868,2646.0
1869,2520.0
1870,2792.0
1871,1426.0
1872,2840.0
1873,1998.0
1874,3164.0
1875,1916.0
1876,2096.0
1877,3210.0
1878,2124.0
1879,1238.0
