unit,batch_0,batch_1,batch_2,batch_3,batch_4,batch_5
132,0.0,0.0,0.0,76120.7888,57264.7567,42173.6548
133,0.0,0.0,0.0,0.0,0.0,38061.7103
134,0.0,0.0,0.0,0.0,45013.8165,33167.8784
135,0.0,0.0,0.0,0.0,49374.6425,37211.785
136,0.0,0.0,0.0,0.0,29097.4394,21700.6023
137,0.0,0.0,0.0,0.0,21795.2662,16550.5451
138,0.0,0.0,83878.3497,64045.9565,47667.7593,34839.8735
139,0.0,0.0,69274.9035,52895.3833,39368.6742,28774.1578
140,0.0,0.0,0.0,0.0,59772.202,43911.9698
141,0.0,0.0,55305.2976,41956.4036,31086.3607,22644.4651
142,0.0,0.0,101787.8005,77239.274,57238.4209,41700.1837
143,0.0,0.0,83729.2322,63932.0967,47583.0164,34777.9358
144,0.0,0.0,0.0,25534.5367,19209.787,14147.157
145,0.0,0.0,42219.8697,31964.9249,23649.9599,17209.2765
146,0.0,0.0,0.0,0.0,28388.7694,21349.2122
147,0.0,0.0,151201.1521,115256.1319,85690.9338,62571.8451
148,0.0,0.0,0.0,0.0,56527.9246,41463.5753
149,0.0,0.0,0.0,0.0,52678.6461,39801.7895
150,0.0,0.0,0.0,0.0,33309.3743,24846.242
151,0.0,0.0,0.0,66987.7774,51149.0307,38068.9089
152,0.0,0.0,0.0,0.0,97266.2696,73049.1212
153,0.0,0.0,0.0,0.0,107304.57,80379.1263
154,0.0,0.0,118163.1753,90039.0438,66919.6666,48855.9137
155,0.0,0.0,91049.4583,69521.5114,51743.0741,37818.479
156,0.0,0.0,0.0,0.0,93189.0393,70452.8747
157,0.0,0.0,71274.7345,54422.3696,40505.1709,29604.8115
158,0.0,0.0,152984.3925,116615.443,86701.5579,63309.8068
159,0.0,0.0,76446.0121,58370.9382,43443.989,31752.7633
160,0.0,0.0,0.0,0.0,51452.8585,38590.7059
161,0.0,0.0,0.0,0.0,49225.7514,36313.5181
162,0.0,0.0,0.0,0.0,29331.4493,21726.1315
163,0.0,0.0,162810.7085,124059.9745,92205.0233,67315.946
164,0.0,0.0,133154.3487,101462.1536,75409.6578,55054.1855
165,0.0,0.0,38743.4114,29101.2477,21410.5251,15513.9443
166,0.0,0.0,0.0,67716.8994,51022.9101,37621.4752
167,0.0,0.0,0.0,48052.7059,36387.3562,26924.4999
168,0.0,0.0,0.0,0.0,62567.6097,46647.7267
169,0.0,0.0,96041.6386,72554.1433,53597.6552,38955.8905
170,0.0,0.0,0.0,57071.4044,43608.2417,32471.6688
171,0.0,0.0,72414.4756,55179.0363,41010.6833,29940.5916
172,0.0,0.0,0.0,0.0,62320.197,46464.4187
173,0.0,0.0,128376.876,97821.7717,72704.019,53078.8849
174,0.0,0.0,148736.6773,113377.5363,84294.2305,61551.9672
175,0.0,0.0,0.0,0.0,35117.0632,26367.7992
176,0.0,0.0,0.0,0.0,39997.8685,30000.4571
177,0.0,0.0,0.0,0.0,44107.4837,32914.0935
178,0.0,0.0,0.0,0.0,75354.662,57364.8762
179,0.0,0.0,0.0,65757.142,50209.3696,37369.5434
180,0.0,0.0,113556.4315,86662.0203,64479.2864,47113.7001
181,0.0,0.0,0.0,0.0,33393.4756,24663.618
182,0.0,0.0,146432.2238,109166.0108,79874.1191,57635.4897
183,0.0,0.0,83821.2944,63957.5285,47580.9167,34762.856
184,0.0,0.0,0.0,0.0,19165.1376,14622.2523
185,0.0,0.0,112306.669,85276.449,63228.8677,46077.3907
186,0.0,0.0,0.0,0.0,43095.6138,32496.0271
187,0.0,0.0,0.0,0.0,52738.0917,39147.9288
188,0.0,0.0,120109.4205,91581.638,68101.4748,49735.7685
189,0.0,0.0,0.0,0.0,42819.1927,32227.3576
190,0.0,0.0,76103.8893,58037.5331,43162.015,31524.8802
191,0.0,0.0,0.0,0.0,52985.5044,39331.2368
192,0.0,0.0,0.0,0.0,38913.5546,29042.6214
193,0.0,0.0,69248.6357,52830.4633,39299.3281,28709.9283
194,0.0,0.0,0.0,54129.681,41331.1327,30761.6997
195,0.0,0.0,0.0,0.0,47715.6672,35669.1497
196,0.0,0.0,115186.1088,87828.7442,65311.2634,47698.3455
197,0.0,0.0,0.0,0.0,45018.0759,34373.8968
198,0.0,0.0,0.0,0.0,59421.7087,43853.9409
199,0.0,0.0,0.0,0.0,44354.5812,33212.5666
