unit,batch_0,batch_1,batch_2,batch_3,batch_4,batch_5
42,0.0,0.0,0.0,43.5955,49.4582,54.6203
43,0.0,0.0,0.0,77.4286,87.8412,97.0095
44,0.0,0.0,0.0,40.1448,45.5434,50.297
45,0.0,0.0,141.1005,160.0533,176.7803,191.6188
46,0.0,0.0,66.1417,75.026,82.8669,89.8225
47,0.0,0.0,0.0,93.5985,106.1708,117.2666
48,0.0,0.0,0.0,113.6135,128.8742,142.3427
49,0.0,0.0,79.4152,90.0775,99.4933,107.8373
50,0.0,0.0,127.6947,144.839,159.979,173.3957
51,0.0,0.0,239.4712,271.6225,300.0152,325.1761
52,0.0,0.0,100.1337,113.5838,125.4544,135.9847
53,0.0,0.0,58.3421,66.1786,73.0949,79.2303
54,0.0,0.0,0.0,0.0,60.3445,68.4424
55,0.0,0.0,0.0,0.0,199.6434,226.4344
56,0.0,0.0,160.8342,182.4305,201.5186,218.4185
57,0.0,0.0,263.1017,298.4302,329.6556,357.3015
58,0.0,0.0,272.056,308.5869,340.875,369.4618
59,0.0,0.0,287.0857,325.6347,359.7065,389.8726
60,0.0,0.0,240.3941,272.6735,301.2039,326.4637
61,0.0,0.0,272.9607,309.6131,342.0085,370.6904
62,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,135.9031,154.1578
65,0.0,0.0,0.0,0.0,142.6431,161.8031
66,0.0,0.0,0.0,0.0,88.7179,100.6346
67,0.0,0.0,157.7038,178.8799,197.5964,214.1674
68,0.0,0.0,208.5209,236.5205,261.2681,283.1788
69,0.0,0.0,230.3901,261.3262,288.6692,312.8779
70,0.0,0.0,196.3343,222.6975,245.9987,266.6289
71,0.0,0.0,186.09,211.0777,233.1631,252.7169
72,0.0,177.8656,201.7489,222.8583,241.5478,258.152
73,0.0,0.0,188.4262,213.7275,236.0902,255.8895
74,0.0,0.0,250.1834,283.7773,313.4695,339.758
75,0.0,0.0,0.0,0.0,0.0,163.9155
76,0.0,0.0,0.0,192.5982,218.4682,241.3001
77,0.0,0.0,0.0,152.775,173.296,191.407
78,0.0,0.0,0.0,75.1382,85.2308,94.1382
79,0.0,0.0,158.8315,180.1589,199.0093,215.6988
80,0.0,0.0,269.3452,305.5121,337.4785,365.7804
81,0.0,0.0,40.078,45.4614,50.2125,54.4272
82,0.0,0.0,183.4994,208.1473,229.9006,249.1978
83,0.0,0.0,0.0,0.0,155.0586,175.8863
84,0.0,0.0,0.0,0.0,132.0472,149.7839
85,0.0,0.0,102.6461,116.4337,128.6021,139.3966
86,0.0,0.0,81.7736,92.7576,102.4516,111.0511
87,0.0,0.0,161.9319,183.6828,202.8793,219.9085
88,0.0,0.0,104.8089,118.8869,131.3117,142.3336
89,0.0,0.0,119.8606,135.9604,150.1695,162.7743
90,0.0,0.0,162.3659,184.1751,203.4231,220.4979
91,0.0,0.0,263.7679,297.9674,328.1703,354.966
92,0.0,0.0,0.0,0.0,331.6154,365.3533
93,0.0,0.0,0.0,188.2296,211.5299,232.0857
94,0.0,0.0,0.0,0.0,354.6268,391.4557
95,0.0,0.0,0.0,0.0,212.509,236.54
96,0.0,0.0,301.0253,341.4593,377.145,408.8015
97,0.0,0.0,0.0,0.0,343.0716,378.0813
98,0.0,0.0,0.0,453.7252,505.1294,550.6177
99,0.0,0.0,0.0,245.1757,274.7803,300.9502
100,0.0,0.0,195.7736,220.4656,242.2834,261.6417
101,0.0,0.0,282.2265,320.1355,353.5926,383.2722
102,0.0,0.0,0.0,0.0,343.6605,379.4491
103,0.0,0.0,0.0,246.0531,276.8789,304.0986
104,0.0,0.0,451.9323,506.6356,555.0173,597.91
105,0.0,0.0,390.1751,436.5858,477.638,514.0415
106,0.0,0.0,0.0,192.5994,216.2515,237.129
107,0.0,0.0,0.0,0.0,0.0,217.6583
108,0.0,0.0,304.2803,345.1517,381.2232,413.222
109,0.0,0.0,0.0,0.0,248.9921,274.1696
110,0.0,0.0,0.0,161.1689,182.8428,201.9268
111,0.0,0.0,0.0,196.0501,220.1663,241.4523
112,0.0,0.0,0.0,214.6226,243.4702,268.8964
113,0.0,0.0,0.0,256.5739,285.6223,311.3167
114,0.0,0.0,315.0276,355.9158,392.025,424.0607
115,0.0,0.0,314.5936,355.4235,391.4812,423.4713
116,0.0,0.0,0.0,0.0,335.8908,370.2692
117,0.0,0.0,267.1748,303.062,334.7348,362.8315
118,0.0,0.0,0.0,0.0,0.0,266.924
119,0.0,0.0,438.6096,497.5048,549.5597,595.6475
120,0.0,0.0,0.0,0.0,311.8319,343.5767
121,0.0,0.0,0.0,0.0,555.4248,624.3
122,0.0,0.0,0.0,0.0,259.9879,294.8768
123,0.0,0.0,0.0,92.1497,101.1221,109.0796
124,0.0,0.0,0.0,0.0,425.4589,461.9564
125,0.0,0.0,382.4243,433.7752,479.1618,519.3458
126,0.0,0.0,266.7408,302.5697,334.191,362.2421
127,0.0,0.0,0.0,0.0,352.2703,383.7329
128,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,306.0568
130,0.0,0.0,0.0,0.0,0.0,333.5483
131,0.0,0.0,195.0268,216.9357,236.3287,253.5438
132,0.0,0.0,0.0,326.2826,364.6931,398.6463
133,0.0,0.0,0.0,0.0,0.0,361.0622
134,0.0,0.0,0.0,0.0,285.1909,312.0424
135,0.0,0.0,0.0,0.0,311.0439,348.5836
136,0.0,0.0,0.0,0.0,183.9111,203.8044
137,0.0,0.0,0.0,0.0,138.656,156.437
138,0.0,0.0,244.1395,276.9327,305.8747,331.549
139,0.0,0.0,201.6342,228.718,252.6211,273.8254
140,0.0,0.0,0.0,0.0,380.2038,414.589
141,0.0,0.0,161.1218,181.5337,199.5682,215.5694
142,0.0,0.0,296.5291,334.1845,367.4523,396.9692
143,0.0,0.0,243.7055,276.4404,305.3309,330.9596
144,0.0,0.0,0.0,110.801,123.6887,135.0762
145,0.0,0.0,123.0348,138.3309,151.8503,163.8462
146,0.0,0.0,0.0,0.0,181.4459,202.579
147,0.0,0.0,433.7949,492.0436,543.5271,589.1089
148,0.0,0.0,0.0,0.0,358.3795,390.2659
149,0.0,0.0,0.0,0.0,333.0828,374.1071
150,0.0,0.0,0.0,0.0,211.8446,234.6605
151,0.0,0.0,0.0,288.6139,327.3809,361.5952
152,0.0,0.0,0.0,0.0,606.207,677.6593
153,0.0,0.0,0.0,0.0,669.8787,746.6707
154,0.0,0.0,337.9541,383.3277,423.397,458.9053
155,0.0,0.0,265.012,300.6088,332.0252,359.8945
156,0.0,0.0,0.0,0.0,581.9066,654.8989
157,0.0,0.0,207.455,235.3206,259.9138,281.7302
158,0.0,0.0,438.911,497.8467,549.9373,596.0567
159,0.0,0.0,222.5067,252.3941,278.7716,302.1709
160,0.0,0.0,0.0,0.0,324.9052,362.201
161,0.0,0.0,0.0,0.0,313.1244,342.8985
162,0.0,0.0,0.0,0.0,185.6063,204.209
163,0.0,0.0,465.6488,528.1667,583.376,632.301
164,0.0,0.0,380.8298,431.9599,477.1127,517.1259
165,0.0,0.0,113.0297,126.0372,137.5517,147.7714
166,0.0,0.0,0.0,293.7966,328.4945,359.1824
167,0.0,0.0,0.0,208.7693,234.5811,257.3861
168,0.0,0.0,0.0,0.0,398.1153,440.749
169,0.0,0.0,279.9659,314.0525,344.1919,370.937
170,0.0,0.0,0.0,247.3568,280.5884,309.9063
171,0.0,0.0,207.1099,234.9165,259.4723,281.233
172,0.0,0.0,0.0,0.0,396.2353,438.7116
173,0.0,0.0,367.1659,416.4615,459.9942,498.5718
174,0.0,0.0,426.7244,484.0237,534.6679,579.5068
175,0.0,0.0,0.0,0.0,224.4927,250.2325
176,0.0,0.0,0.0,0.0,255.7324,284.7371
177,0.0,0.0,0.0,0.0,282.2167,312.5582
178,0.0,0.0,0.0,0.0,468.0856,530.9558
179,0.0,0.0,0.0,283.3117,321.3666,354.9523
180,0.0,0.0,329.0705,373.2673,412.291,446.8882
181,0.0,0.0,0.0,0.0,213.9738,234.4586
182,0.0,0.0,423.6121,469.1164,509.4025,545.1835
183,0.0,0.0,242.5223,275.0938,303.8575,329.3531
184,0.0,0.0,0.0,0.0,121.455,137.7614
185,0.0,0.0,323.1673,364.9591,401.9154,434.6476
186,0.0,0.0,0.0,0.0,272.7383,305.6647
187,0.0,0.0,0.0,0.0,335.1248,369.3926
188,0.0,0.0,345.4278,391.8133,432.8014,469.1029
189,0.0,0.0,0.0,0.0,272.8535,304.9824
190,0.0,0.0,219.1763,248.6091,274.6135,297.6488
191,0.0,0.0,0.0,0.0,337.0048,371.43
192,0.0,0.0,0.0,0.0,246.7168,273.528
193,0.0,0.0,200.1065,226.9807,250.7162,271.7513
194,0.0,0.0,0.0,233.2154,264.5411,292.1881
195,0.0,0.0,0.0,0.0,305.2281,338.6606
196,0.0,0.0,331.3028,375.7917,415.1034,449.9207
197,0.0,0.0,0.0,0.0,287.1058,325.6702
198,0.0,0.0,0.0,0.0,377.3871,413.5125
199,0.0,0.0,0.0,0.0,283.6607,315.2829
