pairing_id,cost
x140,1460.0
x141,2034.0
x142,2304.0
x143,2804.0
x144,1598.0
x145,1748.0
x146,1808.0
x147,1558.0
x148,1768.0
x149,1708.0
x150,1606.0
x151,1716.0
x152,1766.0
x153,2246.0
x154,1912.0
x155,1428.0
x156,2252.0
x157,2028.0
x158,1534.0
x159,2038.0
x160,2136.0
x161,3002.0
x162,1604.0
x163,1560.0
x164,1624.0
x165,1596.0
x166,1602.0
x167,1552.0
x168,1608.0
x169,1590.0
x170,1634.0
x171,2090.0
x172,1412.0
x173,1728.0
x174,2112.0
x175,1448.0
x176,1862.0
x177,1872.0
x178,2004.0
x179,2862.0
x180,4322.0
x181,4166.0
x182,3422.0
x183,3464.0
x184,2996.0
x185,3976.0
x186,3900.0
x187,4068.0
x188,3642.0
x189,4546.0
x190,1440.0
x191,4336.0
x192,1714.0
x193,4914.0
x194,4694.0
x195,3534.0
x196,3534.0
x197,4188.0
x198,4384.0
x199,4100.0
x200,1798.0
x201,2142.0
x202,2006.0
x203,1966.0
x204,2134.0
x205,1994.0
x206,1804.0
x207,1942.0
x208,1844.0
x209,2550.0
x210,2046.0
x211,2006.0
x212,2128.0
x213,2076.0
x214,2094.0
x215,2270.0
x216,2844.0
x217,2028.0
x218,2110.0
x219,2116.0
x220,2104.0
x221,1946.0
x222,2574.0
x223,2636.0
x224,2680.0
x225,4078.0
x226,4282.0
x227,4156.0
x228,4810.0
x229,4722.0
x230,1506.0
x231,1730.0
x232,1144.0
x233,1138.0
x234,1300.0
x235,1214.0
x236,2196.0
x237,2076.0
x238,2558.0
x239,1646.0
x240,1562.0
x241,1366.0
x242,1522.0
x243,1326.0
x244,1608.0
x245,1616.0
x246,1374.0
x247,1520.0
x248,2144.0
x249,1666.0
x250,1322.0
x251,1784.0
x252,2150.0
x253,1330.0
x254,1890.0
x255,2080.0
x256,2902.0
x257,1328.0
x258,1484.0
x259,1378.0
x260,1356.0
x261,1462.0
x262,1320.0
x263,1356.0
x264,1452.0
x265,1362.0
x266,1180.0
x267,1482.0
x268,1982.0
x269,2004.0
x270,1216.0
x271,1616.0
x272,1758.0
x273,2756.0
x274,1912.0
x275,4304.0
x276,4220.0
x277,4098.0
x278,4058.0
x279,2016.0
x280,1706.0
x281,1668.0
x282,1834.0
x283,1678.0
x284,1684.0
x285,1718.0
x286,2424.0
x287,1802.0
x288,1762.0
x289,1886.0
x290,1950.0
x291,1968.0
x292,2144.0
x293,2718.0
x294,2040.0
x295,2046.0
x296,2036.0
x297,2448.0
x298,2510.0
x299,2554.0
x300,4046.0
x301,3936.0
x302,3960.0
x303,4112.0
x304,4046.0
x305,3894.0
x306,3862.0
x307,4516.0
x308,4712.0
x309,4904.0
x310,4460.0
x311,4428.0
x312,4612.0
x313,2152.0
x314,1578.0
x315,2374.0
x316,1946.0
x317,1570.0
x318,1666.0
x319,2234.0
x320,2842.0
x321,3202.0
x322,1798.0
x323,2208.0
x324,2292.0
x325,2168.0
x326,1758.0
x327,2254.0
x328,2262.0
x329,1806.0
x330,2164.0
x331,2790.0
x332,1628.0
x333,2312.0
x334,1734.0
x335,2428.0
x336,2796.0
x337,3548.0
x338,2238.0
x339,2536.0
x340,1760.0
x341,2024.0
x342,2130.0
x343,2002.0
x344,1752.0
x345,2108.0
x346,2098.0
x347,1982.0
x348,1788.0
x349,2128.0
x350,2628.0
x351,1612.0
x352,2262.0
x353,1648.0
x354,2650.0
x355,3400.0
x356,2404.0
x357,2072.0
x358,4866.0
x359,4704.0
x360,1950.0
x361,1980.0
x362,1942.0
x363,2108.0
x364,1732.0
x365,1918.0
x366,1652.0
x367,2358.0
x368,2076.0
x369,2038.0
x370,2160.0
x371,1884.0
x372,1902.0
x373,2126.0
x374,2652.0
x375,1974.0
x376,2014.0
x377,1970.0
x378,2382.0
x379,2444.0
x380,2490.0
x381,4590.0
x382,4748.0
x383,4498.0
x384,4384.0
x385,3958.0
x386,1852.0
x387,2126.0
x388,1784.0
x389,2402.0
x390,1992.0
x391,1954.0
x392,2120.0
x393,1982.0
x394,2064.0
x395,2070.0
x396,2104.0
x397,2810.0
x398,2032.0
x399,1992.0
x400,2116.0
x401,2336.0
x402,2354.0
x403,2532.0
x404,3104.0
x405,2014.0
x406,2370.0
x407,2376.0
x408,2366.0
x409,2206.0
x410,2834.0
x411,2896.0
x412,2940.0
x413,4496.0
x414,4578.0
x415,4420.0
x416,2060.0
x417,2296.0
x418,2268.0
x419,2228.0
x420,2394.0
x421,2256.0
x422,2018.0
x423,2204.0
x424,1998.0
x425,2704.0
x426,2306.0
x427,2268.0
x428,2390.0
x429,2230.0
x430,2248.0
x431,2426.0
x432,2998.0
x433,2288.0
x434,2264.0
x435,2270.0
x436,2260.0
x437,2102.0
x438,2728.0
x439,2790.0
x440,2836.0
x441,1406.0
x442,2468.0
x443,2692.0
x444,1564.0
x445,2874.0
x446,2262.0
x447,1916.0
x448,1400.0
x449,2446.0
x450,1558.0
x451,3520.0
x452,2230.0
x453,3704.0
x454,3158.0
x455,2428.0
x456,2792.0
x457,2524.0
x458,2608.0
x459,1626.0
x460,2668.0
x461,1588.0
x462,2570.0
x463,2484.0
x464,2482.0
x465,2578.0
x466,1792.0
x467,2666.0
x468,2762.0
x469,1636.0
x470,3290.0
x471,1676.0
x472,3106.0
x473,2812.0
x474,1478.0
x475,2628.0
x476,1564.0
x477,3296.0
x478,2928.0
x479,1722.0
x480,2746.0
x481,3112.0
x482,4048.0
x483,2852.0
x484,3864.0
x485,2234.0
x486,2446.0
x487,1590.0
x488,2340.0
x489,1748.0
x490,2524.0
x491,2318.0
x492,2608.0
x493,2424.0
x494,1580.0
x495,2598.0
x496,2298.0
x497,1618.0
x498,2414.0
x499,2444.0
x500,2628.0
x501,2944.0
x502,1440.0
x503,1476.0
x504,3150.0
x505,2762.0
x506,2966.0
x507,1634.0
x508,2578.0
x509,2720.0
x510,3718.0
x511,2068.0
x512,2134.0
x513,2118.0
x514,2080.0
x515,2246.0
x516,1870.0
x517,2056.0
x518,1836.0
x519,2542.0
x520,2214.0
x521,2174.0
x522,2298.0
x523,2068.0
x524,2086.0
x525,2264.0
x526,2836.0
x527,2158.0
x528,2164.0
x529,2154.0
x530,2566.0
x531,2628.0
x532,2674.0
x533,3114.0
x534,3336.0
x535,1838.0
x536,1832.0
x537,2562.0
x538,2908.0
x539,2496.0
x540,3804.0
x541,4164.0
x542,3254.0
x543,2058.0
x544,3170.0
x545,3130.0
x546,3216.0
x547,2020.0
x548,3222.0
x549,2068.0
x550,3126.0
x551,3752.0
x552,3274.0
x553,1890.0
x554,3758.0
x555,3390.0
x556,1996.0
x557,3498.0
x558,4510.0
x559,2500.0
x560,3092.0
x561,2986.0
x562,2022.0
x563,2964.0
x564,2012.0
x565,3070.0
x566,3060.0
x567,2944.0
x568,2050.0
x569,3590.0
x570,3090.0
x571,1874.0
x572,3224.0
x573,1910.0
x574,3612.0
x575,3366.0
x576,2334.0
x577,4362.0
x578,2362.0
x579,2394.0
x580,2354.0
x581,2520.0
x582,2144.0
x583,2330.0
x584,2064.0
x585,2770.0
x586,2488.0
x587,2450.0
x588,2572.0
x589,2296.0
x590,2314.0
x591,2538.0
x592,3064.0
x593,2386.0
x594,2426.0
x595,2382.0
x596,2794.0
x597,2856.0
x598,2902.0
x599,9676.0
x600,9664.0
x601,2396.0
x602,3044.0
x603,2962.0
x604,3610.0
x605,3408.0
x606,4056.0
x607,1222.0
x608,1292.0
x609,862.0
x610,774.0
x611,2272.0
x612,1760.0
x613,1202.0
x614,1276.0
x615,1164.0
x616,1238.0
x617,1228.0
x618,1146.0
x619,1700.0
x620,1380.0
x621,1498.0
x622,1706.0
x623,2458.0
x624,1606.0
x625,1046.0
x626,1092.0
x627,1024.0
x628,1070.0
x629,990.0
x630,1044.0
x631,1198.0
x632,1544.0
x633,1330.0
x634,1568.0
x635,1466.0
x636,2318.0
x637,3556.0
x638,3346.0
x639,3346.0
x640,4000.0
x641,3912.0
x642,1886.0
x643,2094.0
x644,1332.0
x645,1666.0
x646,2562.0
x647,2936.0
x648,1940.0
x649,2012.0
x650,1902.0
x651,1972.0
x652,1956.0
x653,1892.0
x654,2046.0
x655,2510.0
x656,2516.0
x657,2162.0
x658,2270.0
x659,3266.0
x660,1848.0
x661,1758.0
x662,1826.0
x663,1734.0
x664,1792.0
x665,1708.0
x666,2346.0
x667,1862.0
x668,2370.0
x669,1994.0
x670,2130.0
x671,3120.0
x672,4358.0
x673,2530.0
x674,2740.0
x675,2312.0
x676,1978.0
x677,3208.0
x678,3582.0
x679,2586.0
x680,2658.0
x681,2548.0
x682,2618.0
x683,2600.0
x684,2536.0
x685,2690.0
x686,3156.0
x687,3162.0
x688,2808.0
x689,3912.0
x690,2914.0
x691,2494.0
x692,2402.0
x693,2472.0
x694,2380.0
x695,2438.0
x696,2354.0
x697,2508.0
x698,2992.0
x699,2640.0
x700,3016.0
x701,2776.0
x702,3766.0
x703,1748.0
x704,1324.0
x705,2220.0
x706,2396.0
x707,1972.0
x708,2868.0
x709,2540.0
x710,2384.0
x711,772.0
x712,820.0
x713,814.0
x714,770.0
x715,1638.0
x716,1400.0
x717,996.0
x718,996.0
x719,956.0
x720,956.0
x721,980.0
x722,980.0
x723,868.0
x724,1080.0
x725,1086.0
x726,978.0
x727,1458.0
x728,1838.0
x729,960.0
x730,960.0
x731,950.0
x732,950.0
x733,962.0
x734,964.0
x735,924.0
x736,850.0
x737,890.0
x738,948.0
x739,1698.0
x740,1292.0
x741,3188.0
x742,3032.0
x743,3526.0
x744,4174.0
x745,2922.0
x746,2818.0
x747,2720.0
x748,2720.0
x749,2724.0
x750,3380.0
x751,3576.0
x752,3292.0
x753,3434.0
x754,3374.0
x755,3372.0
x756,4028.0
x757,4224.0
x758,3940.0
x759,3198.0
x760,3196.0
x761,2774.0
x762,2772.0
x763,3674.0
x764,3844.0
x765,3420.0
x766,4322.0
x767,4086.0
x768,4538.0
x769,3278.0
x770,3284.0
x771,3938.0
x772,4134.0
x773,3850.0
x774,3998.0
x775,3932.0
x776,4586.0
x777,1252.0
x778,1474.0
x779,864.0
x780,1046.0
x781,2302.0
x782,1942.0
x783,1306.0
x784,1392.0
x785,1268.0
x786,1352.0
x787,1336.0
x788,1264.0
x789,1890.0
x790,1412.0
x791,1896.0
x792,1528.0
x793,2646.0
x794,1636.0
x795,1124.0
x796,1228.0
x797,1100.0
x798,1206.0
x799,1080.0
x800,1172.0
x801,1726.0
x802,1228.0
x803,1360.0
x804,1750.0
x805,2500.0
x806,1502.0
x807,3994.0
x808,3832.0
x809,3730.0
x810,3810.0
x811,3736.0
x812,4398.0
x813,4390.0
x814,4586.0
x815,4594.0
x816,4302.0
x817,2120.0
x818,1896.0
x819,1344.0
x820,1690.0
x821,2948.0
x822,2588.0
x823,2038.0
x824,1952.0
x825,1914.0
x826,1998.0
x827,1910.0
x828,1980.0
x829,2056.0
x830,2536.0
x831,2542.0
x832,2174.0
x833,2280.0
x834,3292.0
x835,1874.0
x836,1768.0
x837,1746.0
x838,1852.0
x839,1818.0
x840,1726.0
x841,2372.0
x842,1874.0
x843,2006.0
x844,2396.0
x845,3146.0
x846,2148.0
x847,4642.0
x848,4480.0
x849,4450.0
x850,4384.0
x851,2340.0
x852,1916.0
x853,2812.0
x854,3132.0
x855,2976.0
x856,2698.0
x857,2274.0
x858,3170.0
x859,2290.0
x860,2350.0
x861,1862.0
x862,1798.0
x863,3402.0
x864,2758.0
x865,2406.0
x866,2146.0
x867,2366.0
x868,2106.0
x869,2356.0
x870,2088.0
x871,2504.0
x872,2700.0
x873,2706.0
x874,2620.0
x875,3400.0
x876,2734.0
x877,1990.0
x878,2222.0
x879,2200.0
x880,1966.0
x881,2172.0
x882,1932.0
x883,2544.0
x884,2320.0
x885,2566.0
x886,2454.0
x887,2596.0
x888,3260.0
x889,3490.0
x890,3334.0
x891,1608.0
x892,1692.0
x893,1550.0
x894,1634.0
x895,2196.0
x896,2158.0
x897,2464.0
x898,2400.0
x899,2116.0
x900,2830.0
x901,1264.0
x902,1056.0
x903,996.0
x904,1206.0
x905,1644.0
x906,1728.0
x907,2034.0
x908,1846.0
x909,2400.0
x910,1790.0
x911,2160.0
x912,2660.0
x913,2600.0
x914,2102.0
x915,3248.0
x916,2624.0
x917,2932.0
x918,3450.0
x919,3166.0
x920,3296.0
x921,1664.0
x922,1604.0
x923,1564.0
x924,1626.0
x925,1622.0
x926,1548.0
x927,2102.0
x928,1768.0
x929,1886.0
x930,2108.0
x931,1992.0
x932,2858.0
x933,1448.0
x934,1480.0
x935,1458.0
x936,1426.0
x937,1392.0
x938,1438.0
x939,1946.0
x940,1584.0
x941,1968.0
x942,1718.0
x943,2720.0
x944,1860.0
x945,1490.0
x946,1604.0
x947,1450.0
x948,1566.0
x949,1988.0
x950,1708.0
x951,1994.0
x952,1826.0
x953,1934.0
x954,2744.0
x955,1334.0
x956,1420.0
x957,1310.0
x958,1398.0
x959,1526.0
x960,1832.0
x961,1658.0
x962,1854.0
x963,2604.0
x964,1794.0
x965,2252.0
x966,2012.0
x967,1974.0
x968,2214.0
x969,2356.0
x970,2566.0
x971,2572.0
x972,2474.0
x973,2580.0
x974,3266.0
x975,2374.0
x976,2456.0
x977,2336.0
x978,2416.0
x979,2684.0
x980,2172.0
x981,2646.0
x982,2132.0
x983,2560.0
x984,2872.0
x985,2676.0
x986,2878.0
x987,3630.0
x988,2784.0
x989,3238.0
x990,2276.0
x991,2392.0
x992,3244.0
x993,2500.0
x994,3994.0
x995,2068.0
x996,1856.0
x997,1834.0
x998,2046.0
x999,2174.0
x1000,2410.0
x1001,2432.0
x1002,2306.0
x1003,3128.0
x1004,2448.0
x1005,2218.0
x1006,2272.0
x1007,2196.0
x1008,2250.0
x1009,1988.0
x1010,2528.0
x1011,1966.0
x1012,2506.0
x1013,2716.0
x1014,2376.0
x1015,2740.0
x1016,2510.0
x1017,2644.0
x1018,3490.0
x1019,3082.0
x1020,2092.0
x1021,2226.0
x1022,3104.0
x1023,3856.0
x1024,2360.0
x1025,3144.0
x1026,2718.0
x1027,3622.0
x1028,1244.0
x1029,1290.0
x1030,3790.0
x1031,2050.0
x1032,1886.0
x1033,1950.0
x1034,1786.0
x1035,2014.0
x1036,2178.0
x1037,2246.0
x1038,2248.0
x1039,2148.0
x1040,2146.0
x1041,2332.0
x1042,2330.0
x1043,2240.0
x1044,2656.0
x1045,2300.0
x1046,2612.0
x1047,2580.0
x1048,2852.0
x1049,3412.0
x1050,2464.0
x1051,1124.0
x1052,1120.0
x1053,3364.0
x1054,1462.0
x1055,1500.0
x1056,1400.0
x1057,1360.0
x1058,1590.0
x1059,1628.0
x1060,1698.0
x1061,1824.0
x1062,1596.0
x1063,1722.0
x1064,1780.0
x1065,1906.0
x1066,2232.0
x1067,1690.0
x1068,1750.0
x1069,2186.0
x1070,2426.0
x1071,2030.0
x1072,2020.0
x1073,2988.0
x1074,2344.0
x1075,1720.0
x1076,4266.0
x1077,3104.0
x1078,2358.0
x1079,3004.0
x1080,2256.0
x1081,3232.0
x1082,2486.0
x1083,2720.0
x1084,3300.0
x1085,2618.0
x1086,3200.0
x1087,2804.0
x1088,3384.0
x1089,3128.0
x1090,3294.0
x1091,3354.0
x1092,3082.0
x1093,3322.0
x1094,3634.0
x1095,3518.0
x1096,3884.0
x1097,4476.0
x1098,3942.0
x1099,3876.0
x1100,4530.0
x1101,4728.0
x1102,4442.0
x1103,3942.0
x1104,3778.0
x1105,3742.0
x1106,3674.0
x1107,4330.0
x1108,4330.0
x1109,4526.0
x1110,4526.0
x1111,4242.0
x1112,1970.0
x1113,2042.0
x1114,1786.0
x1115,1878.0
x1116,4588.0
x1117,4424.0
x1118,4394.0
x1119,4328.0
x1120,2678.0
x1121,2732.0
x1122,2576.0
x1123,2630.0
x1124,2860.0
x1125,2806.0
x1126,3040.0
x1127,2928.0
x1128,2826.0
x1129,2938.0
x1130,3124.0
x1131,3010.0
x1132,3448.0
x1133,2922.0
x1134,3404.0
x1135,2980.0
x1136,3262.0
x1137,3644.0
x1138,4204.0
x1139,3144.0
x1140,2522.0
x1141,2548.0
x1142,2446.0
x1143,2420.0
x1144,2650.0
x1145,2676.0
x1146,2884.0
x1147,2744.0
x1148,2642.0
x1149,2782.0
x1150,2968.0
x1151,2828.0
x1152,2738.0
x1153,3292.0
x1154,2796.0
x1155,3248.0
x1156,3078.0
x1157,3488.0
x1158,4048.0
x1159,2960.0
x1160,2058.0
x1161,1848.0
x1162,2610.0
x1163,2756.0
x1164,2508.0
x1165,2656.0
x1166,2738.0
x1167,2884.0
x1168,3062.0
x1169,2806.0
x1170,2962.0
x1171,2704.0
x1172,2890.0
x1173,3146.0
x1174,3526.0
x1175,2800.0
x1176,3482.0
x1177,2858.0
x1178,3140.0
x1179,3722.0
x1180,3022.0
x1181,4282.0
x1182,1412.0
x1183,1632.0
x1184,2332.0
x1185,2060.0
x1186,2230.0
x1187,1958.0
x1188,2188.0
x1189,2460.0
x1190,2256.0
x1191,2638.0
x1192,2154.0
x1193,2536.0
x1194,2722.0
x1195,2340.0
x1196,3102.0
x1197,2250.0
x1198,2308.0
x1199,3056.0
x1200,3296.0
x1201,2590.0
x1202,3858.0
x1203,2472.0
x1204,2902.0
x1205,2536.0
x1206,3664.0
x1207,3228.0
x1208,3562.0
x1209,3126.0
x1210,3356.0
x1211,3792.0
x1212,3860.0
x1213,3534.0
x1214,3432.0
x1215,3758.0
x1216,3944.0
x1217,3618.0
x1218,3998.0
x1219,3854.0
x1220,3912.0
x1221,3954.0
x1222,4194.0
x1223,4194.0
x1224,4076.0
x1225,1700.0
x1226,1746.0
x1227,4146.0
x1228,2508.0
x1229,2344.0
x1230,2242.0
x1231,2406.0
x1232,2636.0
x1233,2472.0
x1234,2704.0
x1235,2706.0
x1236,2604.0
x1237,2602.0
x1238,2788.0
x1239,2788.0
x1240,3114.0
x1241,2698.0
x1242,3068.0
x1243,2756.0
x1244,3038.0
x1245,3308.0
x1246,2920.0
x1247,3870.0
x1248,1302.0
x1249,1296.0
x1250,3722.0
x1251,1958.0
x1252,1918.0
x1253,1856.0
x1254,1816.0
x1255,2086.0
x1256,2046.0
x1257,2280.0
x1258,2154.0
x1259,2178.0
x1260,2052.0
x1261,2364.0
x1262,2238.0
x1263,2688.0
x1264,2148.0
x1265,2644.0
x1266,2206.0
x1267,2488.0
x1268,2884.0
x1269,3444.0
x1270,2370.0
x1271,2800.0
x1272,2178.0
x1273,3562.0
x1274,2814.0
x1275,2714.0
x1276,3460.0
x1277,2942.0
x1278,3690.0
x1279,3758.0
x1280,3176.0
x1281,3656.0
x1282,3076.0
x1283,3842.0
x1284,3260.0
x1285,3584.0
x1286,3752.0
x1287,3540.0
x1288,3810.0
x1289,3780.0
x1290,4092.0
x1291,4340.0
x1292,3974.0
x1293,2300.0
x1294,2254.0
x1295,3062.0
x1296,2898.0
x1297,2796.0
x1298,2960.0
x1299,3026.0
x1300,3190.0
x1301,3260.0
x1302,3258.0
x1303,3156.0
x1304,3158.0
x1305,3342.0
x1306,3344.0
x1307,3252.0
x1308,3668.0
x1309,3622.0
x1310,3310.0
x1311,3862.0
x1312,3592.0
x1313,3474.0
x1314,4424.0
x1315,1750.0
x1316,1828.0
x1317,2512.0
x1318,2472.0
x1319,2410.0
x1320,2370.0
x1321,2640.0
x1322,2600.0
x1323,2708.0
x1324,2834.0
x1325,2732.0
x1326,2606.0
x1327,2792.0
x1328,2918.0
x1329,3242.0
x1330,2702.0
x1331,2760.0
x1332,3198.0
x1333,3438.0
x1334,3042.0
x1335,2924.0
x1336,3998.0
x1337,3354.0
x1338,2732.0
x1339,3368.0
x1340,4116.0
x1341,3268.0
x1342,4014.0
x1343,3496.0
x1344,4244.0
x1345,4312.0
x1346,3730.0
x1347,4210.0
x1348,3630.0
x1349,4396.0
x1350,3814.0
x1351,4138.0
x1352,4306.0
x1353,4094.0
x1354,4364.0
x1355,4334.0
x1356,4646.0
x1357,3014.0
x1358,3092.0
x1359,2462.0
x1360,2664.0
x1361,4066.0
x1362,3560.0
x1363,2954.0
x1364,3070.0
x1365,2916.0
x1366,3030.0
x1367,3020.0
x1368,2898.0
x1369,3508.0
x1370,3168.0
x1371,3514.0
x1372,3284.0
x1373,3398.0
x1374,4210.0
x1375,2792.0
x1376,2886.0
x1377,2770.0
x1378,2864.0
x1379,2736.0
x1380,2836.0
x1381,2984.0
x1382,3346.0
x1383,3118.0
x1384,3368.0
x1385,4062.0
x1386,3260.0
x1387,3738.0
x1388,3660.0
x1389,3108.0
x1390,3310.0
x1391,4206.0
x1392,3716.0
x1393,3600.0
x1394,3562.0
x1395,3676.0
x1396,3666.0
x1397,3544.0
x1398,4154.0
x1399,3814.0
x1400,3930.0
x1401,4160.0
x1402,4044.0
x1403,3438.0
x1404,3532.0
x1405,3416.0
x1406,3510.0
x1407,3482.0
x1408,3380.0
x1409,3630.0
x1410,3992.0
x1411,4014.0
x1412,3764.0
x1413,3904.0
x1414,4300.0
x1415,4234.0
x1416,2530.0
x1417,2856.0
x1418,2692.0
x1419,2346.0
x1420,3290.0
x1421,3548.0
x1422,3188.0
x1423,3446.0
x1424,3676.0
x1425,3418.0
x1426,3486.0
x1427,3854.0
x1428,3752.0
x1429,3386.0
x1430,3938.0
x1431,3570.0
x1432,3480.0
x1433,4318.0
x1434,3538.0
x1435,4274.0
x1436,3820.0
x1437,4514.0
x1438,3704.0
x1439,3392.0
x1440,3106.0
x1441,3006.0
x1442,3290.0
x1443,3520.0
x1444,3234.0
x1445,3302.0
x1446,3698.0
x1447,3596.0
x1448,3202.0
x1449,3782.0
x1450,3386.0
x1451,4162.0
x1452,3296.0
x1453,4118.0
x1454,3356.0
x1455,4358.0
x1456,3636.0
x1457,3520.0
x1458,2496.0
x1459,2272.0
x1460,2214.0
x1461,2436.0
x1462,2860.0
x1463,2960.0
x1464,3064.0
x1465,3266.0
x1466,3632.0
x1467,2780.0
x1468,1720.0
x1469,2066.0
x1470,2008.0
x1471,1660.0
x1472,2308.0
x1473,2532.0
x1474,2510.0
x1475,2838.0
x1476,2226.0
x1477,3204.0
x1478,2964.0
x1479,3324.0
x1480,2904.0
x1481,3264.0
x1482,3428.0
x1483,3912.0
x1484,3734.0
x1485,4114.0
x1486,3830.0
x1487,4100.0
x1488,2328.0
x1489,2414.0
x1490,2374.0
x1491,2290.0
x1492,2426.0
x1493,2286.0
x1494,2356.0
x1495,2432.0
x1496,2912.0
x1497,2918.0
x1498,2550.0
x1499,2656.0
x1500,3668.0
x1501,2144.0
x1502,2250.0
x1503,2122.0
x1504,2228.0
x1505,2102.0
x1506,2194.0
x1507,2250.0
x1508,2748.0
x1509,2382.0
x1510,2772.0
x1511,2524.0
x1512,3522.0
x1513,2268.0
x1514,2298.0
x1515,2230.0
x1516,2260.0
x1517,2374.0
x1518,2796.0
x1519,2802.0
x1520,2490.0
x1521,3552.0
x1522,2598.0
x1523,2136.0
x1524,2086.0
x1525,2062.0
x1526,2114.0
x1527,2634.0
x1528,2190.0
x1529,2656.0
x1530,2322.0
x1531,2458.0
x1532,3406.0
x1533,2916.0
x1534,2822.0
x1535,2878.0
x1536,2782.0
x1537,3376.0
x1538,3020.0
x1539,3138.0
x1540,3382.0
x1541,4076.0
x1542,3244.0
x1543,3120.0
x1544,3184.0
x1545,3080.0
x1546,3144.0
x1547,2836.0
x1548,3494.0
x1549,2796.0
x1550,3454.0
x1551,3224.0
x1552,3682.0
x1553,3688.0
x1554,3340.0
x1555,4438.0
x1556,3448.0
x1557,4048.0
x1558,2940.0
x1559,4054.0
x1560,3056.0
x1561,3164.0
x1562,2732.0
x1563,2658.0
x1564,2710.0
x1565,2636.0
x1566,3212.0
x1567,2838.0
x1568,2970.0
x1569,3236.0
x1570,3112.0
x1571,3930.0
x1572,2936.0
x1573,3020.0
x1574,2914.0
x1575,2998.0
x1576,2652.0
x1577,3330.0
x1578,3308.0
x1579,2630.0
x1580,3518.0
x1581,3040.0
x1582,3174.0
x1583,3542.0
x1584,3308.0
x1585,4292.0
x1586,2756.0
x1587,3884.0
x1588,3908.0
x1589,2890.0
x1590,3024.0
x1591,3134.0
x1592,3188.0
x1593,3086.0
x1594,3034.0
x1595,3262.0
x1596,3316.0
x1597,3384.0
x1598,3496.0
x1599,3282.0
x1600,3396.0
x1601,3580.0
x1602,3468.0
x1603,3378.0
x1604,3904.0
x1605,3860.0
x1606,3436.0
x1607,3718.0
x1608,4100.0
x1609,4660.0
x1610,3602.0
x1611,3004.0
x1612,2978.0
x1613,2902.0
x1614,2878.0
x1615,3106.0
x1616,3132.0
x1617,3200.0
x1618,3340.0
x1619,3240.0
x1620,3100.0
x1621,3284.0
x1622,3424.0
x1623,3748.0
x1624,3194.0
x1625,3704.0
x1626,3254.0
x1627,3534.0
x1628,3944.0
x1629,3418.0
x1630,4504.0
x1631,2918.0
x1632,3142.0
x1633,2858.0
x1634,3082.0
x1635,3506.0
x1636,3606.0
x1637,3710.0
x1638,3912.0
x1639,3426.0
x1640,4278.0
x1641,2366.0
x1642,2712.0
x1643,2306.0
x1644,2654.0
x1645,3176.0
x1646,2954.0
x1647,3482.0
x1648,3156.0
x1649,3848.0
x1650,2872.0
x1651,3608.0
x1652,3970.0
x1653,3550.0
x1654,3910.0
x1655,4072.0
x1656,4558.0
x1657,4380.0
x1658,2974.0
x1659,3058.0
x1660,3020.0
x1661,2934.0
x1662,3002.0
x1663,2932.0
x1664,3078.0
x1665,3556.0
x1666,3194.0
x1667,3562.0
