parent_id,child_id
d00100,d89288
d00100,d89289
d00101,d97469
d00102,d95145
d00102,d95146
d00103,d97471
d00104,d77850
d00104,d77851
d00105,d97473
d00106,d83707
d00106,d83708
d00107,d97475
d00108,d89564
d00108,d89565
d00109,d97477
d00110,d95421
d00110,d95422
d00111,d97479
d00112,d78119
d00112,d78120
d00113,d97481
d00114,d83976
d00114,d83977
d00115,d97483
d00116,d89833
d00116,d89834
d00117,d97485
d00118,d95690
d00118,d95691
d00119,d97487
d00120,d78388
d00120,d78389
d00121,d97489
d00122,d84245
d00122,d84246
d00123,d97491
d00124,d90102
d00124,d90103
d00125,d97493
d00126,d95959
d00126,d95960
d00127,d97495
d00128,d78657
d00128,d78658
d00129,d97497
d00130,d84514
d00130,d84515
d00131,d97499
d00132,d90371
d00132,d90372
d00133,d97501
d00134,d96228
d00134,d96229
d00135,d97503
d00136,d78926
d00136,d78927
d00137,d97505
d00138,d84783
d00138,d84784
d00139,d97507
d00140,d90640
d00140,d90641
d00141,d97509
d00142,d96497
d00142,d96498
d00143,d97511
d00144,d79195
d00144,d79196
d00145,d97513
d00146,d85052
d00146,d85053
d00147,d97515
d00148,d90909
d00148,d90910
d00149,d97517
d00150,d96766
d00150,d96767
d00151,d97519
d00152,d79464
d00152,d79465
d00153,d97521
d00154,d85321
d00154,d85322
d00155,d97523
d00156,d91178
d00156,d91179
d00157,d97525
d00158,d97035
d00158,d97036
d00159,d97527
d00160,d79733
d00160,d79734
d00161,d97529
d00162,d85590
d00162,d85591
d00163,d97531
d00164,d91447
d00164,d91448
d00165,d97533
d00166,d97304
d00166,d97305
d00167,d97535
d00168,d74052
d00168,d74053
d00168,d74162
d00168,d74163
d00168,d74164
d00169,d97538
d00169,d97539
d00170,d79909
d00170,d79910
d00170,d80019
d00170,d80020
d00170,d80021
d00171,d97542
d00171,d97543
d00172,d85766
d00172,d85767
d00172,d85876
d00172,d85877
d00172,d85878
d00173,d97546
d00173,d97547
d00174,d91623
d00174,d91624
d00174,d91733
d00174,d91734
d00174,d91735
d00175,d97550
d00175,d97551
d00176,d74344
d00176,d74345
d00176,d74454
d00176,d74455
d00176,d74456
d00177,d97554
d00177,d97555
d00178,d80201
d00178,d80202
d00178,d80311
d00178,d80312
d00178,d80313
d00179,d97558
d00179,d97559
d00180,d86058
d00180,d86059
d00180,d86168
d00180,d86169
d00180,d86170
d00181,d97562
d00181,d97563
d00182,d91915
d00182,d91916
d00182,d92025
d00182,d92026
d00182,d92027
d00183,d97566
d00183,d97567
d00184,d74636
d00184,d74637
d00184,d74746
d00184,d74747
d00184,d74748
d00185,d97570
d00185,d97571
d00186,d80493
d00186,d80494
d00186,d80603
d00186,d80604
d00186,d80605
d00187,d97574
d00187,d97575
d00188,d86350
d00188,d86351
d00188,d86460
d00188,d86461
d00188,d86462
d00189,d97578
d00189,d97579
d00190,d92207
d00190,d92208
d00190,d92317
d00190,d92318
d00190,d92319
d00191,d97582
d00191,d97583
d00192,d74931
d00192,d74932
d00192,d75041
d00192,d75042
d00192,d75043
d00193,d97586
d00193,d97587
d00194,d80788
d00194,d80789
d00194,d80898
d00194,d80899
d00194,d80900
d00195,d97590
d00195,d97591
d00196,d86645
d00196,d86646
d00196,d86755
d00196,d86756
d00196,d86757
d00197,d97594
d00197,d97595
d00198,d92502
d00198,d92503
d00198,d92612
d00198,d92613
d00198,d92614
d00199,d97598
d00199,d97599
d00200,d75226
d00200,d75227
d00200,d75336
d00200,d75337
d00200,d75338
d00201,d97602
d00201,d97603
d00202,d81083
d00202,d81084
d00202,d81193
d00202,d81194
d00202,d81195
d00203,d97606
d00203,d97607
d00204,d86940
d00204,d86941
d00204,d87050
d00204,d87051
d00204,d87052
d00205,d97610
d00205,d97611
d00206,d92797
d00206,d92798
d00206,d92907
d00206,d92908
d00206,d92909
d00207,d97614
d00207,d97615
d00208,d75521
d00208,d75522
d00208,d75631
d00208,d75632
d00208,d75633
d00209,d97618
d00209,d97619
d00210,d81378
d00210,d81379
d00210,d81488
d00210,d81489
d00210,d81490
d00211,d97622
d00211,d97623
d00212,d87235
d00212,d87236
d00212,d87345
d00212,d87346
d00212,d87347
d00213,d97626
d00213,d97627
d00214,d93092
d00214,d93093
d00214,d93202
d00214,d93203
d00214,d93204
d00215,d97630
d00215,d97631
d00216,d75809
d00216,d75810
d00216,d75919
d00216,d75920
d00216,d75921
d00217,d97634
d00217,d97635
d00218,d81666
d00218,d81667
d00218,d81776
d00218,d81777
d00218,d81778
d00219,d97638
d00219,d97639
d00220,d87523
d00220,d87524
d00220,d87633
d00220,d87634
d00220,d87635
d00221,d97642
d00221,d97643
d00222,d93380
d00222,d93381
d00222,d93490
d00222,d93491
d00222,d93492
d00223,d97646
d00223,d97647
d00224,d76101
d00224,d76102
d00224,d76211
d00224,d76212
d00224,d76213
d00225,d97650
d00225,d97651
d00226,d81958
d00226,d81959
d00226,d82068
d00226,d82069
d00226,d82070
d00227,d97654
d00227,d97655
d00228,d87815
d00228,d87816
d00228,d87925
d00228,d87926
d00228,d87927
d00229,d97658
d00229,d97659
d00230,d93672
d00230,d93673
d00230,d93782
d00230,d93783
d00230,d93784
d00231,d97662
d00231,d97663
d00232,d76377
d00232,d76378
d00232,d76487
d00232,d76488
d00232,d76489
d00233,d97666
d00233,d97667
d00234,d82234
d00234,d82235
d00234,d82344
d00234,d82345
d00234,d82346
d00235,d97670
d00235,d97671
d00236,d88091
d00236,d88092
d00236,d88201
d00236,d88202
d00236,d88203
d00237,d97674
d00237,d97675
d00238,d93948
d00238,d93949
d00238,d94058
d00238,d94059
d00238,d94060
d00239,d97678
d00239,d97679
d00240,d76653
d00240,d76654
d00240,d76763
d00240,d76764
d00240,d76765
d00241,d97682
d00241,d97683
d00242,d82510
d00242,d82511
d00242,d82620
d00242,d82621
d00242,d82622
d00243,d97686
d00243,d97687
d00244,d88367
d00244,d88368
d00244,d88477
d00244,d88478
d00244,d88479
d00245,d97690
d00245,d97691
d00246,d94224
d00246,d94225
d00246,d94334
d00246,d94335
d00246,d94336
d00247,d97694
d00247,d97695
d00248,d76929
d00248,d76930
d00248,d77039
d00248,d77040
d00248,d77041
d00249,d97698
d00249,d97699
d00250,d82786
d00250,d82787
d00250,d82896
d00250,d82897
d00250,d82898
d00251,d97702
d00251,d97703
d00252,d88643
d00252,d88644
d00252,d88753
d00252,d88754
d00252,d88755
d00253,d97706
d00253,d97707
d00254,d94500
d00254,d94501
d00254,d94610
d00254,d94611
d00254,d94612
d00255,d97710
d00255,d97711
d00256,d77205
d00256,d77206
d00256,d77315
d00256,d77316
d00256,d77317
d00257,d97714
d00257,d97715
d00258,d83062
d00258,d83063
d00258,d83172
d00258,d83173
d00258,d83174
d00259,d97718
d00259,d97719
d00260,d88919
d00260,d88920
d00260,d89029
d00260,d89030
d00260,d89031
d00261,d97722
d00261,d97723
d00262,d94776
d00262,d94777
d00262,d94886
d00262,d94887
d00262,d94888
d00263,d97726
d00263,d97727
d00264,d77481
d00264,d77482
d00264,d77591
d00264,d77592
d00264,d77593
d00265,d97730
d00265,d97731
d00266,d83338
d00266,d83339
d00266,d83448
d00266,d83449
d00266,d83450
d00267,d97734
d00267,d97735
d00268,d89195
d00268,d89196
d00268,d89305
d00268,d89306
d00268,d89307
d00269,d97738
d00269,d97739
d00270,d95052
d00270,d95053
d00270,d95162
d00270,d95163
d00270,d95164
d00271,d97742
d00271,d97743
d00272,d77757
d00272,d77758
d00272,d77867
d00272,d77868
d00272,d77869
d00273,d97746
d00273,d97747
d00274,d83614
d00274,d83615
d00274,d83724
d00274,d83725
d00274,d83726
d00275,d97750
d00275,d97751
d00276,d89471
d00276,d89472
d00276,d89581
d00276,d89582
d00276,d89583
d00277,d97754
d00277,d97755
d00278,d95328
d00278,d95329
d00278,d95438
d00278,d95439
d00278,d95440
d00279,d97758
d00279,d97759
d00280,d78026
d00280,d78027
d00280,d78136
d00280,d78137
d00280,d78138
d00281,d97762
d00281,d97763
d00282,d83883
d00282,d83884
d00282,d83993
d00282,d83994
d00282,d83995
d00283,d97766
d00283,d97767
d00284,d89740
d00284,d89741
d00284,d89850
d00284,d89851
d00284,d89852
d00285,d97770
d00285,d97771
d00286,d95597
d00286,d95598
d00286,d95707
d00286,d95708
d00286,d95709
d00287,d97774
d00287,d97775
d00288,d78295
d00288,d78296
d00288,d78405
d00288,d78406
d00288,d78407
d00289,d97778
d00289,d97779
d00290,d84152
d00290,d84153
d00290,d84262
d00290,d84263
d00290,d84264
d00291,d97782
d00291,d97783
d00292,d90009
d00292,d90010
d00292,d90119
d00292,d90120
d00292,d90121
d00293,d97786
d00293,d97787
d00294,d95866
d00294,d95867
d00294,d95976
d00294,d95977
d00294,d95978
d00295,d97790
d00295,d97791
d00296,d78564
d00296,d78565
d00296,d78674
d00296,d78675
d00296,d78676
d00297,d97794
d00297,d97795
d00298,d84421
d00298,d84422
d00298,d84531
d00298,d84532
d00298,d84533
d00299,d97798
d00299,d97799
d00300,d90278
d00300,d90279
d00300,d90388
d00300,d90389
d00300,d90390
d00301,d97802
d00301,d97803
d00302,d96135
d00302,d96136
d00302,d96245
d00302,d96246
d00302,d96247
d00303,d97806
d00303,d97807
d00304,d78833
d00304,d78834
d00304,d78943
d00304,d78944
d00304,d78945
d00305,d97810
d00305,d97811
d00306,d84690
d00306,d84691
d00306,d84800
d00306,d84801
d00306,d84802
d00307,d97814
d00307,d97815
d00308,d90547
d00308,d90548
d00308,d90657
d00308,d90658
d00308,d90659
d00309,d97818
d00309,d97819
d00310,d96404
d00310,d96405
d00310,d96514
d00310,d96515
d00310,d96516
d00311,d97822
d00311,d97823
d00312,d79102
d00312,d79103
d00312,d79212
d00312,d79213
d00312,d79214
d00313,d97826
d00313,d97827
d00314,d84959
d00314,d84960
d00314,d85069
d00314,d85070
d00314,d85071
d00315,d97830
d00315,d97831
d00316,d90816
d00316,d90817
d00316,d90926
d00316,d90927
d00316,d90928
d00317,d97834
d00317,d97835
d00318,d96673
d00318,d96674
d00318,d96783
d00318,d96784
d00318,d96785
d00319,d97838
d00319,d97839
d00320,d79371
d00320,d79372
d00320,d79481
d00320,d79482
d00320,d79483
d00321,d97842
d00321,d97843
d00322,d85228
d00322,d85229
d00322,d85338
d00322,d85339
d00322,d85340
d00323,d97846
d00323,d97847
d00324,d91085
d00324,d91086
d00324,d91195
d00324,d91196
d00324,d91197
d00325,d97850
d00325,d97851
d00326,d96942
d00326,d96943
d00326,d97052
d00326,d97053
d00326,d97054
d00327,d97854
d00327,d97855
d00328,d79640
d00328,d79641
d00328,d79750
d00328,d79751
d00328,d79752
d00329,d97858
d00329,d97859
d00330,d85497
d00330,d85498
d00330,d85607
d00330,d85608
d00330,d85609
d00331,d97862
d00331,d97863
d00332,d91354
d00332,d91355
d00332,d91464
d00332,d91465
d00332,d91466
d00333,d97866
d00333,d97867
d00334,d97211
d00334,d97212
d00334,d97321
d00334,d97322
d00334,d97323
d00335,d97870
d00335,d97871
d00336,d74049
d00336,d74050
d00336,d74051
d00336,d74159
d00336,d74160
d00336,d74161
d00337,d97874
d00337,d97875
d00338,d79906
d00338,d79907
d00338,d79908
d00338,d80016
d00338,d80017
d00338,d80018
d00339,d97878
d00339,d97879
d00340,d85763
d00340,d85764
d00340,d85765
d00340,d85873
d00340,d85874
d00340,d85875
d00341,d97882
d00341,d97883
d00342,d91620
d00342,d91621
d00342,d91622
d00342,d91730
d00342,d91731
d00342,d91732
d00343,d97886
d00343,d97887
d00344,d74341
d00344,d74342
d00344,d74343
d00344,d74451
d00344,d74452
d00344,d74453
d00345,d97890
d00345,d97891
d00346,d80198
d00346,d80199
d00346,d80200
d00346,d80308
d00346,d80309
d00346,d80310
d00347,d97894
d00347,d97895
d00348,d86055
d00348,d86056
d00348,d86057
d00348,d86165
d00348,d86166
d00348,d86167
d00349,d97898
d00349,d97899
d00350,d91912
d00350,d91913
d00350,d91914
d00350,d92022
d00350,d92023
d00350,d92024
d00351,d97902
d00351,d97903
d00352,d74633
d00352,d74634
d00352,d74635
d00352,d74743
d00352,d74744
d00352,d74745
d00353,d97906
d00353,d97907
d00354,d80490
d00354,d80491
d00354,d80492
d00354,d80600
d00354,d80601
d00354,d80602
d00355,d97910
d00355,d97911
d00356,d86347
d00356,d86348
d00356,d86349
d00356,d86457
d00356,d86458
d00356,d86459
d00357,d97914
d00357,d97915
d00358,d92204
d00358,d92205
d00358,d92206
d00358,d92314
d00358,d92315
d00358,d92316
d00359,d97918
d00359,d97919
d00360,d74928
d00360,d74929
d00360,d74930
d00360,d75038
d00360,d75039
d00360,d75040
d00361,d97922
d00361,d97923
d00362,d80785
d00362,d80786
d00362,d80787
d00362,d80895
d00362,d80896
d00362,d80897
d00363,d97926
d00363,d97927
d00364,d86642
d00364,d86643
d00364,d86644
d00364,d86752
d00364,d86753
d00364,d86754
d00365,d97930
d00365,d97931
d00366,d92499
d00366,d92500
d00366,d92501
d00366,d92609
d00366,d92610
d00366,d92611
d00367,d97934
d00367,d97935
d00368,d75223
d00368,d75224
d00368,d75225
d00368,d75333
d00368,d75334
d00368,d75335
d00369,d97938
d00369,d97939
d00370,d81080
d00370,d81081
d00370,d81082
d00370,d81190
d00370,d81191
d00370,d81192
d00371,d97942
d00371,d97943
d00372,d86937
d00372,d86938
d00372,d86939
d00372,d87047
d00372,d87048
d00372,d87049
d00373,d97946
d00373,d97947
d00374,d92794
d00374,d92795
d00374,d92796
d00374,d92904
d00374,d92905
d00374,d92906
d00375,d97950
d00375,d97951
d00376,d75518
d00376,d75519
d00376,d75520
d00376,d75628
d00376,d75629
d00376,d75630
d00377,d97954
d00377,d97955
d00378,d81375
d00378,d81376
d00378,d81377
d00378,d81485
d00378,d81486
d00378,d81487
d00379,d97958
d00379,d97959
d00380,d87232
d00380,d87233
d00380,d87234
d00380,d87342
d00380,d87343
d00380,d87344
d00381,d97962
d00381,d97963
d00382,d93089
d00382,d93090
d00382,d93091
d00382,d93199
d00382,d93200
d00382,d93201
d00383,d97966
d00383,d97967
d00384,d75806
d00384,d75807
d00384,d75808
d00384,d75916
d00384,d75917
d00384,d75918
d00385,d97970
d00385,d97971
d00386,d81663
d00386,d81664
d00386,d81665
d00386,d81773
d00386,d81774
d00386,d81775
d00387,d97974
d00387,d97975
d00388,d87520
d00388,d87521
d00388,d87522
d00388,d87630
d00388,d87631
d00388,d87632
d00389,d97978
d00389,d97979
d00390,d93377
d00390,d93378
d00390,d93379
d00390,d93487
d00390,d93488
d00390,d93489
d00391,d97982
d00391,d97983
d00392,d76098
d00392,d76099
d00392,d76100
d00392,d76208
d00392,d76209
d00392,d76210
d00393,d97986
d00393,d97987
d00394,d81955
d00394,d81956
d00394,d81957
d00394,d82065
d00394,d82066
d00394,d82067
d00395,d97990
d00395,d97991
d00396,d87812
d00396,d87813
d00396,d87814
d00396,d87922
d00396,d87923
d00396,d87924
d00397,d97994
d00397,d97995
d00398,d93669
d00398,d93670
d00398,d93671
d00398,d93779
d00398,d93780
d00398,d93781
d00399,d97998
d00399,d97999
d00400,d76374
d00400,d76375
d00400,d76376
d00400,d76484
d00400,d76485
d00400,d76486
d00401,d98002
d00401,d98003
d00402,d82231
d00402,d82232
d00402,d82233
d00402,d82341
d00402,d82342
d00402,d82343
d00403,d98006
d00403,d98007
d00404,d88088
d00404,d88089
d00404,d88090
d00404,d88198
d00404,d88199
d00404,d88200
d00405,d98010
d00405,d98011
d00406,d93945
d00406,d93946
d00406,d93947
d00406,d94055
d00406,d94056
d00406,d94057
d00407,d98014
d00407,d98015
d00408,d76650
d00408,d76651
d00408,d76652
d00408,d76760
d00408,d76761
d00408,d76762
d00409,d98018
d00409,d98019
d00410,d82507
d00410,d82508
d00410,d82509
d00410,d82617
d00410,d82618
d00410,d82619
d00411,d98022
d00411,d98023
d00412,d88364
d00412,d88365
d00412,d88366
d00412,d88474
d00412,d88475
d00412,d88476
d00413,d98026
d00413,d98027
d00414,d94221
d00414,d94222
d00414,d94223
d00414,d94331
d00414,d94332
d00414,d94333
d00415,d98030
d00415,d98031
d00416,d76926
d00416,d76927
d00416,d76928
d00416,d77036
d00416,d77037
d00416,d77038
d00417,d98034
d00417,d98035
d00418,d82783
d00418,d82784
d00418,d82785
d00418,d82893
d00418,d82894
d00418,d82895
d00419,d98038
d00419,d98039
d00420,d88640
d00420,d88641
d00420,d88642
d00420,d88750
d00420,d88751
d00420,d88752
d00421,d98042
d00421,d98043
d00422,d94497
d00422,d94498
d00422,d94499
d00422,d94607
d00422,d94608
d00422,d94609
d00423,d98046
d00423,d98047
d00424,d77202
d00424,d77203
d00424,d77204
d00424,d77312
d00424,d77313
d00424,d77314
d00425,d98050
d00425,d98051
d00426,d83059
d00426,d83060
d00426,d83061
d00426,d83169
d00426,d83170
d00426,d83171
d00427,d98054
d00427,d98055
d00428,d88916
d00428,d88917
d00428,d88918
d00428,d89026
d00428,d89027
d00428,d89028
d00429,d98058
d00429,d98059
d00430,d94773
d00430,d94774
d00430,d94775
d00430,d94883
d00430,d94884
d00430,d94885
d00431,d98062
d00431,d98063
d00432,d77478
d00432,d77479
d00432,d77480
d00432,d77588
d00432,d77589
d00432,d77590
d00433,d98066
d00433,d98067
d00434,d83335
d00434,d83336
d00434,d83337
d00434,d83445
d00434,d83446
d00434,d83447
d00435,d98070
d00435,d98071
d00436,d89192
d00436,d89193
d00436,d89194
d00436,d89302
d00436,d89303
d00436,d89304
d00437,d98074
d00437,d98075
d00438,d95049
d00438,d95050
d00438,d95051
d00438,d95159
d00438,d95160
d00438,d95161
d00439,d98078
d00439,d98079
d00440,d77754
d00440,d77755
d00440,d77756
d00440,d77864
d00440,d77865
d00440,d77866
d00441,d98082
d00441,d98083
d00442,d83611
d00442,d83612
d00442,d83613
d00442,d83721
d00442,d83722
d00442,d83723
d00443,d98086
d00443,d98087
d00444,d89468
d00444,d89469
d00444,d89470
d00444,d89578
d00444,d89579
d00444,d89580
d00445,d98090
d00445,d98091
d00446,d95325
d00446,d95326
d00446,d95327
d00446,d95435
d00446,d95436
d00446,d95437
d00447,d98094
d00447,d98095
d00448,d78023
d00448,d78024
d00448,d78025
d00448,d78133
d00448,d78134
d00448,d78135
d00449,d98098
d00449,d98099
d00450,d83880
d00450,d83881
d00450,d83882
d00450,d83990
d00450,d83991
d00450,d83992
d00451,d98102
d00451,d98103
d00452,d89737
d00452,d89738
d00452,d89739
d00452,d89847
d00452,d89848
d00452,d89849
d00453,d98106
d00453,d98107
d00454,d95594
d00454,d95595
d00454,d95596
d00454,d95704
d00454,d95705
d00454,d95706
d00455,d98110
d00455,d98111
d00456,d78292
d00456,d78293
d00456,d78294
d00456,d78402
d00456,d78403
d00456,d78404
d00457,d98114
d00457,d98115
d00458,d84149
d00458,d84150
d00458,d84151
d00458,d84259
d00458,d84260
d00458,d84261
d00459,d98118
d00459,d98119
d00460,d90006
d00460,d90007
d00460,d90008
d00460,d90116
d00460,d90117
d00460,d90118
d00461,d98122
d00461,d98123
d00462,d95863
d00462,d95864
d00462,d95865
d00462,d95973
d00462,d95974
d00462,d95975
d00463,d98126
d00463,d98127
d00464,d78561
d00464,d78562
d00464,d78563
d00464,d78671
d00464,d78672
d00464,d78673
d00465,d98130
d00465,d98131
d00466,d84418
d00466,d84419
d00466,d84420
d00466,d84528
d00466,d84529
d00466,d84530
d00467,d98134
d00467,d98135
d00468,d90275
d00468,d90276
d00468,d90277
d00468,d90385
d00468,d90386
d00468,d90387
d00469,d98138
d00469,d98139
d00470,d96132
d00470,d96133
d00470,d96134
d00470,d96242
d00470,d96243
d00470,d96244
d00471,d98142
d00471,d98143
d00472,d78830
d00472,d78831
d00472,d78832
d00472,d78940
d00472,d78941
d00472,d78942
d00473,d98146
d00473,d98147
d00474,d84687
d00474,d84688
d00474,d84689
d00474,d84797
d00474,d84798
d00474,d84799
d00475,d98150
d00475,d98151
d00476,d90544
d00476,d90545
d00476,d90546
d00476,d90654
d00476,d90655
d00476,d90656
d00477,d98154
d00477,d98155
d00478,d96401
d00478,d96402
d00478,d96403
d00478,d96511
d00478,d96512
d00478,d96513
d00479,d98158
d00479,d98159
d00480,d79099
d00480,d79100
d00480,d79101
d00480,d79209
d00480,d79210
d00480,d79211
d00481,d98162
d00481,d98163
d00482,d84956
d00482,d84957
d00482,d84958
d00482,d85066
d00482,d85067
d00482,d85068
d00483,d98166
d00483,d98167
d00484,d90813
d00484,d90814
d00484,d90815
d00484,d90923
d00484,d90924
d00484,d90925
d00485,d98170
d00485,d98171
d00486,d96670
d00486,d96671
d00486,d96672
d00486,d96780
d00486,d96781
d00486,d96782
d00487,d98174
d00487,d98175
d00488,d79368
d00488,d79369
d00488,d79370
d00488,d79478
d00488,d79479
d00488,d79480
d00489,d98178
d00489,d98179
d00490,d85225
d00490,d85226
d00490,d85227
d00490,d85335
d00490,d85336
d00490,d85337
d00491,d98182
d00491,d98183
d00492,d91082
d00492,d91083
d00492,d91084
d00492,d91192
d00492,d91193
d00492,d91194
d00493,d98186
d00493,d98187
d00494,d96939
d00494,d96940
d00494,d96941
d00494,d97049
d00494,d97050
d00494,d97051
d00495,d98190
d00495,d98191
d00496,d79637
d00496,d79638
d00496,d79639
d00496,d79747
d00496,d79748
d00496,d79749
d00497,d98194
d00497,d98195
d00498,d85494
d00498,d85495
d00498,d85496
d00498,d85604
d00498,d85605
d00498,d85606
d00499,d98198
d00499,d98199
d00500,d91351
d00500,d91352
d00500,d91353
d00500,d91461
d00500,d91462
d00500,d91463
d00501,d98202
d00501,d98203
d00502,d97208
d00502,d97209
d00502,d97210
d00502,d97318
d00502,d97319
d00502,d97320
d00503,d98206
d00503,d98207
d00504,d74023
d00504,d74064
d00504,d74065
d00504,d74066
d00504,d74167
d00504,d74168
d00504,d74169
d00505,d98211
d00505,d98212
d00505,d98213
d00506,d79880
d00506,d79921
d00506,d79922
d00506,d79923
d00506,d80024
d00506,d80025
d00506,d80026
d00507,d98217
d00507,d98218
d00507,d98219
d00508,d85737
d00508,d85778
d00508,d85779
d00508,d85780
d00508,d85881
d00508,d85882
d00508,d85883
d00509,d98223
d00509,d98224
d00509,d98225
d00510,d91594
d00510,d91635
d00510,d91636
d00510,d91637
d00510,d91738
d00510,d91739
d00510,d91740
d00511,d98229
d00511,d98230
d00511,d98231
d00512,d74315
d00512,d74356
d00512,d74357
d00512,d74358
d00512,d74459
d00512,d74460
d00512,d74461
d00513,d98235
d00513,d98236
d00513,d98237
d00514,d80172
d00514,d80213
d00514,d80214
d00514,d80215
d00514,d80316
d00514,d80317
d00514,d80318
d00515,d98241
d00515,d98242
d00515,d98243
d00516,d86029
d00516,d86070
d00516,d86071
d00516,d86072
d00516,d86173
d00516,d86174
d00516,d86175
d00517,d98247
d00517,d98248
d00517,d98249
d00518,d91886
d00518,d91927
d00518,d91928
d00518,d91929
d00518,d92030
d00518,d92031
d00518,d92032
d00519,d98253
d00519,d98254
d00519,d98255
d00520,d74607
d00520,d74648
d00520,d74649
d00520,d74650
d00520,d74751
d00520,d74752
d00520,d74753
d00521,d98259
d00521,d98260
d00521,d98261
d00522,d80464
d00522,d80505
d00522,d80506
d00522,d80507
d00522,d80608
d00522,d80609
d00522,d80610
d00523,d98265
d00523,d98266
d00523,d98267
d00524,d86321
d00524,d86362
d00524,d86363
d00524,d86364
d00524,d86465
d00524,d86466
d00524,d86467
d00525,d98271
d00525,d98272
d00525,d98273
d00526,d92178
d00526,d92219
d00526,d92220
d00526,d92221
d00526,d92322
d00526,d92323
d00526,d92324
d00527,d98277
d00527,d98278
d00527,d98279
d00528,d74902
d00528,d74943
d00528,d74944
d00528,d74945
d00528,d75046
d00528,d75047
d00528,d75048
d00529,d98283
d00529,d98284
d00529,d98285
d00530,d80759
d00530,d80800
d00530,d80801
d00530,d80802
d00530,d80903
d00530,d80904
d00530,d80905
d00531,d98289
d00531,d98290
d00531,d98291
d00532,d86616
d00532,d86657
d00532,d86658
d00532,d86659
d00532,d86760
d00532,d86761
d00532,d86762
d00533,d98295
d00533,d98296
d00533,d98297
d00534,d92473
d00534,d92514
d00534,d92515
d00534,d92516
d00534,d92617
d00534,d92618
d00534,d92619
d00535,d98301
d00535,d98302
d00535,d98303
d00536,d75197
d00536,d75238
d00536,d75239
d00536,d75240
d00536,d75341
d00536,d75342
d00536,d75343
d00537,d98307
d00537,d98308
d00537,d98309
d00538,d81054
d00538,d81095
d00538,d81096
d00538,d81097
d00538,d81198
d00538,d81199
d00538,d81200
d00539,d98313
d00539,d98314
d00539,d98315
d00540,d86911
d00540,d86952
d00540,d86953
d00540,d86954
d00540,d87055
d00540,d87056
d00540,d87057
d00541,d98319
d00541,d98320
d00541,d98321
d00542,d92768
d00542,d92809
d00542,d92810
d00542,d92811
d00542,d92912
d00542,d92913
d00542,d92914
d00543,d98325
d00543,d98326
d00543,d98327
d00544,d75492
d00544,d75533
d00544,d75534
d00544,d75535
d00544,d75636
d00544,d75637
d00544,d75638
d00545,d98331
d00545,d98332
d00545,d98333
d00546,d81349
d00546,d81390
d00546,d81391
d00546,d81392
d00546,d81493
d00546,d81494
d00546,d81495
d00547,d98337
d00547,d98338
d00547,d98339
d00548,d87206
d00548,d87247
d00548,d87248
d00548,d87249
d00548,d87350
d00548,d87351
d00548,d87352
d00549,d98343
d00549,d98344
d00549,d98345
d00550,d93063
d00550,d93104
d00550,d93105
d00550,d93106
d00550,d93207
