decision_id,from_node,to_node
d35057,N03708,N12091
d35058,N03719,N12091
d35059,N03730,N12092
d35060,N03741,N12092
d35061,N03752,N12094
d35062,N03763,N12094
d35063,N03775,N12095
d35064,N03786,N12095
d35065,N03797,N12096
d35066,N03808,N12096
d35067,N03819,N12097
d35068,N03830,N12097
d35069,N03841,N12352
d35070,N03852,N12098
d35071,N03863,N12098
d35072,N03874,N12099
d36193,N01887,N07948
d36194,N01998,N07959
d36195,N02109,N07959
d36196,N02220,N07970
d36197,N02331,N07970
d36198,N02442,N07981
d36199,N02553,N07981
d36200,N02664,N07993
d36201,N02775,N07993
d36202,N02886,N08004
d36203,N02997,N08004
d36204,N03108,N08015
d36205,N03219,N08015
d36206,N03330,N08026
d36207,N03441,N08026
d36208,N03552,N12284
d36209,N03663,N08037
d36210,N03774,N08037
d36212,N03885,N08048
d37318,N14201,N10279
d37319,N14212,N10290
d37320,N14224,N10290
d37321,N14235,N10301
d37322,N14246,N10301
d37323,N14257,N10312
d37324,N14268,N10312
d37325,N14279,N10324
d37326,N14290,N10324
d37327,N14301,N10335
d37328,N14312,N10335
d37329,N14323,N10346
d37330,N14335,N10346
d37331,N14346,N10357
d37332,N14357,N10357
d37333,N14368,N12307
d37334,N14379,N10368
d37335,N14390,N10368
d37337,N14401,N10379
d38443,N18763,N11867
d38444,N18775,N11868
d38445,N18786,N11868
d38446,N18797,N11869
d38447,N18808,N11869
d38448,N18819,N11870
d38449,N18830,N11870
d38450,N18841,N11872
d38451,N18852,N11872
d38452,N18863,N11873
d38453,N18874,N11873
d38454,N18886,N11874
d38455,N18897,N11874
d38456,N18908,N11875
d38457,N18919,N11875
d38458,N18930,N12330
d38459,N18941,N11876
d38460,N18952,N11876
d38462,N18963,N11877
d39549,N03886,N12100
d39550,N03897,N12101
d39551,N03908,N12101
d39552,N03919,N12102
d39553,N03930,N12102
d39554,N03941,N12103
d39555,N03952,N12103
d39556,N03963,N12105
d39557,N03974,N12105
d39558,N03985,N12106
d39559,N03997,N12106
d39560,N04008,N12107
d39561,N04019,N12107
d39562,N04030,N12108
d39563,N04041,N12108
d39564,N04052,N12353
d39565,N04063,N12109
d39566,N04074,N12109
d39568,N04085,N12110
d40617,N03996,N08059
d40618,N04107,N08070
d40619,N04218,N08070
d40620,N04329,N08081
d40621,N04440,N08081
d40622,N04551,N08092
d40623,N04662,N08092
d40624,N04773,N08104
d40625,N04884,N08104
d40626,N04995,N08115
d40627,N05106,N08115
d40628,N05217,N08126
d40629,N05328,N08126
d40630,N05439,N08137
d40631,N05550,N08137
d40632,N05661,N12285
d40633,N05772,N08148
d40634,N05883,N08148
d40636,N05994,N08159
d41666,N14412,N10390
d41667,N14423,N10401
d41668,N14434,N10401
d41669,N14446,N10412
d41670,N14457,N10412
d41671,N14468,N10423
d41672,N14479,N10423
d41673,N14490,N10435
d41674,N14501,N10435
d41675,N14512,N10446
d41676,N14523,N10446
d41677,N14534,N10457
d41678,N14545,N10457
d41679,N14557,N10468
d41680,N14568,N10468
d41681,N14579,N12308
d41682,N14590,N10479
d41683,N14601,N10479
d41685,N14612,N10490
d42715,N18974,N11878
d42716,N18985,N11879
d42717,N18997,N11879
d42718,N19008,N11880
d42719,N19019,N11880
d42720,N19030,N11881
d42721,N19041,N11881
d42722,N19052,N11883
d42723,N19063,N11883
d42724,N19074,N11884
d42725,N19085,N11884
d42726,N19096,N11885
d42727,N19108,N11885
d42728,N19119,N11886
d42729,N19130,N11886
d42730,N19141,N12331
d42731,N19152,N11887
d42732,N19163,N11887
d42734,N19174,N11888
d43747,N04096,N12111
d43748,N04108,N12112
d43749,N04119,N12112
d43750,N04130,N12113
d43751,N04141,N12113
d43752,N04152,N12114
d43753,N04163,N12114
d43754,N04174,N12116
d43755,N04185,N12116
d43756,N04196,N12117
d43757,N04207,N12117
d43758,N04219,N12118
d43759,N04230,N12118
d43760,N04241,N12119
d43761,N04252,N12119
d43762,N04263,N12354
d43763,N04274,N12120
d43764,N04285,N12120
d43766,N04296,N12121
d44717,N06105,N08170
d44718,N06216,N08181
d44721,N06327,N08192
d44722,N06438,N08203
d44723,N06549,N08203
d44724,N06660,N08215
d44725,N06771,N08215
d44726,N06882,N08226
d44727,N06993,N08226
d44728,N07104,N08237
d44729,N07215,N08237
d44730,N07326,N08248
d44731,N07437,N08248
d44732,N07548,N12286
d44733,N07659,N08259
d44734,N07770,N08259
d44735,N07881,N08270
d44736,N07992,N08270
d45674,N14623,N10501
d45675,N14634,N10512
d45678,N14645,N10523
d45679,N14656,N10534
d45680,N14668,N10534
d45681,N14679,N10546
d45682,N14690,N10546
d45683,N14701,N10557
d45684,N14712,N10557
d45685,N14723,N10568
d45686,N14734,N10568
d45687,N14745,N10579
d45688,N14756,N10579
d45689,N14767,N12309
d45690,N14779,N10590
d45691,N14790,N10590
d45692,N14801,N10601
d45693,N14812,N10601
d46631,N19185,N11889
d46632,N19196,N11890
d46635,N19207,N11891
d46636,N19219,N11892
d46637,N19230,N11892
d46638,N19241,N11894
d46639,N19252,N11894
d46640,N19263,N11895
d46641,N19274,N11895
d46642,N19285,N11896
d46643,N19296,N11896
d46644,N19307,N11897
d46645,N19318,N11897
d46646,N19330,N12332
d46647,N19341,N11898
d46648,N19352,N11898
d46649,N19363,N11899
d46650,N19374,N11899
d47570,N04307,N12122
d47571,N04318,N12123
d47574,N04330,N12124
d47575,N04341,N12125
d47576,N04352,N12125
d47577,N04363,N12127
d47578,N04374,N12127
d47579,N04385,N12128
d47580,N04396,N12128
d47581,N04407,N12129
d47582,N04418,N12129
d47583,N04429,N12130
d47584,N04441,N12130
d47585,N04452,N12355
d47586,N04463,N12131
d47587,N04474,N12131
d47588,N04485,N12132
d47589,N04496,N12132
d48473,N08103,N08281
d48474,N08214,N08292
d48477,N08325,N08303
d48478,N08436,N08314
d48479,N08547,N08314
d48480,N08658,N08326
d48481,N08769,N08326
d48482,N08880,N08337
d48483,N08991,N08337
d48484,N09102,N08348
d48485,N09213,N08348
d48486,N09324,N08359
d48487,N09435,N08359
d48488,N09546,N12287
d48489,N09657,N08370
d48490,N09768,N08370
d48491,N09879,N08381
d48492,N09990,N08381
d49358,N14823,N10612
d49359,N14834,N10623
d49362,N14845,N10634
d49363,N14856,N10645
d49364,N14867,N10645
d49365,N14878,N10657
d49366,N14890,N10657
d49367,N14901,N10668
d49368,N14912,N10668
d49369,N14923,N10679
d49370,N14934,N10679
d49371,N14945,N10690
d49372,N14956,N10690
d49373,N14967,N12310
d49374,N14978,N10701
d49375,N14989,N10701
d49376,N15001,N10712
d49377,N15012,N10712
d50243,N19385,N11900
d50244,N19396,N11901
d50247,N19407,N11902
d50248,N19418,N11903
d50249,N19429,N11903
d50250,N00001,N11905
d50251,N00012,N11905
d50252,N00023,N11906
d50253,N00034,N11906
d50254,N00045,N11907
d50255,N00056,N11907
d50256,N00067,N11908
d50257,N00078,N11908
d50258,N00089,N12333
d50259,N00100,N11909
d50260,N00112,N11909
d50261,N00123,N11910
d50262,N00134,N11910
d51110,N04507,N12133
d51111,N04518,N12134
d51114,N04529,N12135
d51115,N04540,N12136
d51116,N04552,N12136
d51117,N04563,N12138
d51118,N04574,N12138
d51119,N04585,N12139
d51120,N04596,N12139
d51121,N04607,N12140
d51122,N04618,N12140
d51123,N04629,N12141
d51124,N04640,N12141
d51125,N04651,N12356
d51126,N04663,N12142
d51127,N04674,N12142
d51128,N04685,N12143
d51129,N04696,N12143
d51969,N10101,N08392
d51970,N10212,N08403
d51972,N10323,N08414
d51973,N10434,N08414
d51974,N10545,N08425
d51975,N10656,N08425
d51976,N10767,N08437
d51977,N10878,N08437
d51978,N10989,N08448
d51979,N11100,N08448
d51980,N11211,N08459
d51981,N11322,N08459
d51982,N11433,N08470
d51983,N11544,N08470
d51984,N11655,N12288
d51985,N11766,N08481
d51986,N11794,N08481
d51987,N11805,N08492
d51988,N11816,N08492
d52826,N15023,N10723
d52827,N15034,N10734
d52829,N15045,N10745
d52830,N15056,N10745
d52831,N15067,N10756
d52832,N15078,N10756
d52833,N15089,N10768
d52834,N15100,N10768
d52835,N15112,N10779
d52836,N15123,N10779
d52837,N15134,N10790
d52838,N15145,N10790
d52839,N15156,N10801
d52840,N15167,N10801
d52841,N15178,N12311
d52842,N15189,N10812
d52843,N15200,N10812
d52844,N15211,N10823
d52845,N15223,N10823
d53683,N00145,N11911
d53684,N00156,N11912
d53686,N00167,N11913
d53687,N00178,N11913
d53688,N00189,N11914
d53689,N00200,N11914
d53690,N00211,N11916
d53691,N00223,N11916
d53692,N00234,N11917
d53693,N00245,N11917
d53694,N00256,N11918
d53695,N00267,N11918
d53696,N00278,N11919
d53697,N00289,N11919
d53698,N00300,N12334
d53699,N00311,N11920
d53700,N00322,N11920
d53701,N00334,N11921
d53702,N00345,N11921
d54521,N04707,N12144
d54522,N04718,N12145
d54524,N04729,N12146
d54525,N04740,N12146
d54526,N04751,N12147
d54527,N04762,N12147
d54528,N04774,N12149
d54529,N04785,N12149
d54530,N04796,N12150
d54531,N04807,N12150
d54532,N04818,N12151
d54533,N04829,N12151
d54534,N04840,N12152
d54535,N04851,N12152
d54536,N04862,N12357
d54537,N04873,N12153
d54538,N04885,N12153
d54539,N04896,N12154
d54540,N04907,N12154
d55321,N11827,N08503
d55322,N11838,N08514
d55324,N11849,N08525
d55325,N11860,N08525
d55326,N11871,N08536
d55327,N11882,N08536
d55328,N11893,N08548
d55329,N11904,N08548
d55330,N11915,N08559
d55331,N11926,N08559
d55332,N11938,N08570
d55333,N11949,N08570
d55334,N11960,N08581
d55335,N11971,N08581
d55336,N11982,N12289
d55337,N11993,N08592
d55338,N12004,N08592
d55339,N12015,N08603
d55340,N12026,N08603
d56102,N15234,N10834
d56103,N15245,N10845
d56105,N15256,N10856
d56106,N15267,N10856
d56107,N15278,N10867
d56108,N15289,N10867
d56109,N15300,N10879
d56110,N15311,N10879
d56111,N15322,N10890
d56112,N15334,N10890
d56113,N15345,N10901
d56114,N15356,N10901
d56115,N15367,N10912
d56116,N15378,N10912
d56117,N15389,N12312
d56118,N15400,N10923
d56119,N15411,N10923
d56120,N15422,N10934
d56121,N15433,N10934
d56883,N00356,N11922
d56884,N00367,N11923
d56886,N00378,N11924
d56887,N00389,N11924
d56888,N00400,N11925
d56889,N00411,N11925
d56890,N00422,N11927
d56891,N00433,N11927
d56892,N00445,N11928
d56893,N00456,N11928
d56894,N00467,N11929
d56895,N00478,N11929
d56896,N00489,N11930
d56897,N00500,N11930
d56898,N00511,N12335
d56899,N00522,N11931
d56900,N00533,N11931
d56901,N00544,N11932
d56902,N00556,N11932
d57645,N04918,N12155
d57646,N04929,N12156
d57648,N04940,N12157
d57649,N04951,N12157
d57650,N04962,N12158
d57651,N04973,N12158
d57652,N04984,N12161
d57653,N04996,N12161
d57654,N05007,N12162
d57655,N05018,N12162
d57656,N05029,N12163
d57657,N05040,N12163
d57658,N05051,N12164
d57659,N05062,N12164
d57660,N05073,N12358
d57661,N05084,N12165
d57662,N05095,N12165
d57663,N05107,N12166
d57664,N05118,N12166
d58369,N12037,N08614
d58370,N12049,N08625
d58372,N12060,N08636
d58373,N12071,N08636
d58374,N12082,N08647
d58375,N12093,N08647
d58376,N12104,N08659
d58377,N12115,N08659
d58378,N12126,N08670
d58379,N12137,N08670
d58380,N12148,N08681
d58381,N12160,N08681
d58382,N12171,N08692
d58383,N12182,N08692
d58384,N12193,N12290
d58385,N12204,N08703
d58386,N12215,N08703
d58387,N12226,N08714
d58388,N12237,N08714
d59074,N15445,N10945
d59075,N15456,N10956
d59077,N15467,N10967
d59078,N15478,N10967
d59079,N15489,N10978
d59080,N15500,N10978
d59081,N15511,N10990
d59082,N15522,N10990
d59083,N15533,N11001
d59084,N15544,N11001
d59085,N15556,N11012
d59086,N15567,N11012
d59087,N15578,N11023
d59088,N15589,N11023
d59089,N15600,N12313
d59090,N15611,N11034
d59091,N15622,N11034
d59092,N15633,N11045
d59093,N15644,N11045
d59779,N00567,N11933
d59780,N00578,N11934
d59782,N00589,N11935
d59783,N00600,N11935
d59784,N00611,N11936
d59785,N00622,N11936
d59786,N00633,N11939
d59787,N00644,N11939
d59788,N00655,N11940
d59789,N00667,N11940
d59790,N00678,N11941
d59791,N00689,N11941
d59792,N00700,N11942
d59793,N00711,N11942
d59794,N00722,N12336
d59795,N00733,N11943
d59796,N00744,N11943
d59797,N00755,N11944
d59798,N00766,N11944
d60465,N05129,N12167
d60466,N05140,N12168
d60468,N05151,N12169
d60469,N05162,N12169
d60470,N05173,N12170
d60471,N05184,N12170
d60472,N05195,N12172
d60473,N05206,N12172
d60474,N05218,N12173
d60475,N05229,N12173
d60476,N05240,N12174
d60477,N05251,N12174
d60478,N05262,N12175
d60479,N05273,N12175
d60480,N05284,N12360
d60481,N05295,N12176
d60482,N05306,N12176
d60483,N05317,N12177
d60484,N05329,N12177
d61113,N12248,N08725
d61114,N12259,N08736
d61116,N12271,N08747
d61117,N12282,N08747
d61118,N12293,N08758
d61119,N12304,N08758
d61120,N12315,N08770
d61121,N12326,N08770
d61122,N12337,N08781
d61123,N12348,N08781
d61124,N12359,N08792
d61125,N12370,N08792
d61126,N12372,N08803
d61127,N12373,N08803
d61128,N12374,N12291
d61129,N12375,N08814
d61130,N12376,N08814
d61131,N12377,N08825
d61132,N12378,N08825
d61742,N15655,N11056
d61743,N15667,N11067
d61745,N15678,N11078
d61746,N15689,N11078
d61747,N15700,N11089
d61748,N15711,N11089
d61749,N15722,N11101
d61750,N15733,N11101
d61751,N15744,N11112
d61752,N15755,N11112
d61753,N15766,N11123
d61754,N15778,N11123
d61755,N15789,N11134
d61756,N15800,N11134
d61757,N15811,N12314
d61758,N15822,N11145
d61759,N15833,N11145
d61760,N15844,N11156
d61761,N15855,N11156
d62371,N00778,N11945
d62372,N00789,N11946
d62374,N00800,N11947
d62375,N00811,N11947
d62376,N00822,N11948
d62377,N00833,N11948
d62378,N00844,N11950
d62379,N00855,N11950
d62380,N00866,N11951
d62381,N00877,N11951
d62382,N00889,N11952
d62383,N00900,N11952
d62384,N00911,N11953
d62385,N00922,N11953
d62386,N00933,N12338
d62387,N00944,N11954
d62388,N00955,N11954
d62389,N00966,N11955
d62390,N00977,N11955
d62981,N05340,N12178
d62982,N05351,N12179
d62984,N05362,N12180
d62985,N05373,N12180
d62986,N05384,N12181
d62987,N05395,N12181
d62988,N05406,N12183
d62989,N05417,N12183
d62990,N05428,N12184
d62991,N05440,N12184
d62992,N05451,N12185
d62993,N05462,N12185
d62994,N05473,N12186
d62995,N05484,N12186
d62996,N05495,N12361
d62997,N05506,N12187
d62998,N05517,N12187
d62999,N05528,N12188
d63000,N05539,N12188
d63553,N12379,N08836
d63554,N12380,N08847
d63556,N12381,N08858
d63557,N12383,N08858
d63558,N12384,N08869
d63559,N12385,N08869
d63560,N12386,N08881
d63561,N12387,N08881
d63562,N12388,N08892
d63563,N12389,N08892
d63564,N12390,N08903
d63565,N12391,N08903
d63566,N12392,N08914
d63567,N12394,N08914
d63568,N12395,N12292
d63569,N12396,N08925
d63570,N12397,N08925
d63571,N12398,N08936
d63572,N12399,N08936
d64106,N15866,N11167
d64107,N15877,N11178
d64109,N15889,N11189
d64110,N15900,N11189
d64111,N15911,N11200
d64112,N15922,N11200
d64113,N15933,N11212
d64114,N15944,N11212
d64115,N15955,N11223
d64116,N15966,N11223
d64117,N15977,N11234
d64118,N15988,N11234
d64119,N16000,N11245
d64120,N16011,N11245
d64121,N16022,N12316
d64122,N16033,N11256
d64123,N16044,N11256
d64124,N16055,N11267
d64125,N16066,N11267
d64640,N00988,N11956
d64641,N01000,N11957
d64643,N01011,N11958
d64644,N01022,N11958
d64645,N01033,N11959
d64646,N01044,N11959
d64647,N01055,N11961
d64648,N01066,N11961
d64649,N01077,N11962
d64650,N01088,N11962
d64651,N01099,N11963
d64652,N01111,N11963
d64653,N01122,N11964
d64654,N01133,N11964
d64655,N01144,N12339
d64656,N01155,N11965
d64657,N01166,N11965
d64658,N01177,N11966
d64659,N01188,N11966
d65136,N05551,N12189
d65137,N05562,N12190
d65139,N05573,N12191
d65140,N05584,N12191
d65141,N05595,N12192
d65142,N05606,N12192
d65143,N05617,N12194
d65144,N05628,N12194
d65145,N05639,N12195
d65146,N05650,N12195
d65147,N05662,N12196
d65148,N05673,N12196
d65149,N05684,N12197
d65150,N05695,N12197
d65151,N05706,N12362
d65152,N05717,N12198
d65153,N05728,N12198
d65154,N05739,N12199
d65155,N05750,N12199
d65660,N12400,N08947
d65661,N12401,N08947
d65662,N12402,N08958
d65663,N12403,N08958
d65664,N12405,N08969
d65665,N12406,N08969
d65666,N12407,N08980
d65667,N12408,N08980
d65668,N12409,N08992
d65669,N12410,N08992
d65670,N12411,N09003
d65671,N12412,N09003
d65672,N12413,N09014
d65673,N12414,N09014
d65674,N12416,N09025
d65675,N12417,N09025
d65676,N12418,N12294
d65677,N12419,N09036
d65678,N12420,N09036
d65679,N12421,N09047
d65680,N12422,N09047
d66185,N16077,N11278
d66186,N16088,N11278
d66187,N16099,N11289
d66188,N16111,N11289
d66189,N16122,N11300
d66190,N16133,N11300
d66191,N16144,N11311
d66192,N16155,N11311
d66193,N16166,N11323
d66194,N16177,N11323
d66195,N16188,N11334
d66196,N16199,N11334
d66197,N16210,N11345
d66198,N16222,N11345
d66199,N16233,N11356
d66200,N16244,N11356
d66201,N16255,N12317
d66202,N16266,N11367
d66203,N16277,N11367
d66204,N16288,N11378
d66205,N16299,N11378
d66689,N01199,N11967
d66690,N01210,N11967
d66691,N01222,N11968
d66692,N01233,N11968
d66693,N01244,N11969
d66694,N01255,N11969
d66695,N01266,N11970
d66696,N01277,N11970
d66697,N01288,N11972
d66698,N01299,N11972
d66699,N01310,N11973
d66700,N01321,N11973
d66701,N01333,N11974
d66702,N01344,N11974
d66703,N01355,N11975
d66704,N01366,N11975
d66705,N01377,N12340
d66706,N01388,N11976
d66707,N01399,N11976
d66708,N01410,N11977
d66709,N01421,N11977
d67151,N05761,N12200
d67152,N05773,N12200
d67153,N05784,N12201
d67154,N05795,N12201
d67155,N05806,N12202
d67156,N05817,N12202
d67157,N05828,N12203
d67158,N05839,N12203
d67159,N05850,N12205
d67160,N05861,N12205
d67161,N05872,N12206
d67162,N05884,N12206
d67163,N05895,N12207
d67164,N05906,N12207
d67165,N05917,N12208
d67166,N05928,N12208
d67167,N05939,N12363
d67168,N05950,N12209
d67169,N05961,N12209
d67170,N05972,N12210
d67171,N05983,N12210
d67592,N12423,N09058
d67593,N12424,N09058
d67594,N12425,N09069
d67595,N12427,N09069
d67596,N12428,N09080
d67597,N12429,N09080
d67598,N12430,N09091
d67599,N12431,N09091
d67600,N12432,N09103
d67601,N12433,N09103
d67602,N12434,N09114
d67603,N12435,N09114
d67604,N12436,N09125
d67605,N12438,N09125
d67606,N12439,N09136
d67607,N12440,N09136
d67608,N12441,N12295
d67609,N12442,N09147
d67610,N12443,N09147
d67611,N12444,N09158
d67612,N12445,N09158
d68033,N16310,N11389
d68034,N16321,N11389
d68035,N16333,N11400
