decision_id,role,cost
d00562,choice,-1058.77
d00563,choice,-823.486
d00564,choice,-823.486
d00565,choice,-764.665
d00566,choice,-308.807
d00567,choice,-705.845
d00568,choice,-1852.84
d00569,choice,-1058.77
d00570,choice,-1058.77
d00571,choice,-823.486
d00572,choice,-823.486
d00573,choice,-764.665
d00574,choice,-308.807
d00575,choice,-705.845
d00576,choice,-1852.84
d00577,choice,-1058.77
d00578,choice,-1058.77
d00579,choice,-823.486
d00580,choice,-823.486
d00581,choice,-764.665
d00582,choice,-308.807
d00583,choice,-705.845
d00584,choice,-1852.84
d00585,choice,-1058.77
d00586,choice,-1058.77
d00587,choice,-823.486
d00588,choice,-823.486
d00589,choice,-764.665
d00590,choice,-308.807
d00591,choice,-705.845
d00592,choice,-1741.08
d00593,choice,-938.186
d00594,choice,-938.186
d00595,choice,-539.677
d00596,choice,-539.677
d00597,choice,-435.271
d00598,choice,-267.633
d00599,choice,-523.502
d00600,choice,-491.15
d00601,choice,-223.518
d00602,choice,-223.518
d00603,choice,-154.404
d00604,choice,-154.404
d00605,choice,-249.987
d00606,choice,-202.93
d00607,choice,-273.515
d00608,choice,-205.871
d00609,choice,-120.582
d00610,choice,-120.582
d00611,choice,-136.757
d00612,choice,-136.757
d00613,choice,-267.633
d00614,choice,-194.107
d00615,choice,-170.579
d00616,choice,-1852.84
d00617,choice,-1058.77
d00618,choice,-1058.77
d00619,choice,-823.486
d00620,choice,-823.486
d00621,choice,-764.665
d00622,choice,-308.807
d00623,choice,-705.845
d00624,choice,-1852.84
d00625,choice,-1058.77
d00626,choice,-1058.77
d00627,choice,-823.486
d00628,choice,-823.486
d00629,choice,-764.665
d00630,choice,-308.807
d00631,choice,-705.845
d00632,choice,-1852.84
d00633,choice,-1058.77
d00634,choice,-1058.77
d00635,choice,-823.486
d00636,choice,-823.486
d00637,choice,-764.665
d00638,choice,-308.807
d00639,choice,-705.845
d00640,choice,-1852.84
d00641,choice,-1058.77
d00642,choice,-1058.77
d00643,choice,-823.486
d00644,choice,-823.486
d00645,choice,-764.665
d00646,choice,-308.807
d00647,choice,-705.845
d00648,choice,-1741.08
d00649,choice,-938.186
d00650,choice,-938.186
d00651,choice,-539.677
d00652,choice,-539.677
d00653,choice,-435.271
d00654,choice,-267.633
d00655,choice,-523.502
d00656,choice,-491.15
d00657,choice,-223.518
d00658,choice,-223.518
d00659,choice,-154.404
d00660,choice,-154.404
d00661,choice,-249.987
d00662,choice,-202.93
d00663,choice,-273.515
d00664,choice,-205.871
d00665,choice,-120.582
d00666,choice,-120.582
d00667,choice,-136.757
d00668,choice,-136.757
d00669,choice,-267.633
d00670,choice,-194.107
d00671,choice,-170.579
d00672,choice,-1758.24
d00673,choice,-1004.71
d00674,choice,-1004.71
d00675,choice,-781.439
d00676,choice,-781.439
d00677,choice,-725.622
d00678,choice,-293.04
d00679,choice,-669.805
d00680,choice,-1758.24
d00681,choice,-1004.71
d00682,choice,-1004.71
d00683,choice,-781.439
d00684,choice,-781.439
d00685,choice,-725.622
d00686,choice,-293.04
d00687,choice,-669.805
d00688,choice,-1758.24
d00689,choice,-1004.71
d00690,choice,-1004.71
d00691,choice,-781.439
d00692,choice,-781.439
d00693,choice,-725.622
d00694,choice,-293.04
d00695,choice,-669.805
d00696,choice,-1758.24
d00697,choice,-1004.71
d00698,choice,-1004.71
d00699,choice,-781.439
d00700,choice,-781.439
d00701,choice,-725.622
d00702,choice,-293.04
d00703,choice,-669.805
d00704,choice,-1652.19
d00705,choice,-890.283
d00706,choice,-890.283
d00707,choice,-512.122
d00708,choice,-512.122
d00709,choice,-413.047
d00710,choice,-253.968
d00711,choice,-496.772
d00712,choice,-466.073
d00713,choice,-212.105
d00714,choice,-212.105
d00715,choice,-146.52
d00716,choice,-146.52
d00717,choice,-237.223
d00718,choice,-192.569
d00719,choice,-259.55
d00720,choice,-195.36
d00721,choice,-114.425
d00722,choice,-114.425
d00723,choice,-129.775
d00724,choice,-129.775
d00725,choice,-253.968
d00726,choice,-184.196
d00727,choice,-161.87
d00728,choice,-1758.24
d00729,choice,-1004.71
d00730,choice,-1004.71
d00731,choice,-781.439
d00732,choice,-781.439
d00733,choice,-725.622
d00734,choice,-293.04
d00735,choice,-669.805
d00736,choice,-1758.24
d00737,choice,-1004.71
d00738,choice,-1004.71
d00739,choice,-781.439
d00740,choice,-781.439
d00741,choice,-725.622
d00742,choice,-293.04
d00743,choice,-669.805
d00744,choice,-1758.24
d00745,choice,-1004.71
d00746,choice,-1004.71
d00747,choice,-781.439
d00748,choice,-781.439
d00749,choice,-725.622
d00750,choice,-293.04
d00751,choice,-669.805
d00752,choice,-1758.24
d00753,choice,-1004.71
d00754,choice,-1004.71
d00755,choice,-781.439
d00756,choice,-781.439
d00757,choice,-725.622
d00758,choice,-293.04
d00759,choice,-669.805
d00760,choice,-1652.19
d00761,choice,-890.283
d00762,choice,-890.283
d00763,choice,-512.122
d00764,choice,-512.122
d00765,choice,-413.047
d00766,choice,-253.968
d00767,choice,-496.772
d00768,choice,-466.073
d00769,choice,-212.105
d00770,choice,-212.105
d00771,choice,-146.52
d00772,choice,-146.52
d00773,choice,-237.223
d00774,choice,-192.569
d00775,choice,-259.55
d00776,choice,-195.36
d00777,choice,-114.425
d00778,choice,-114.425
d00779,choice,-129.775
d00780,choice,-129.775
d00781,choice,-253.968
d00782,choice,-184.196
d00783,choice,-161.87
d00784,choice,-1758.24
d00785,choice,-1004.71
d00786,choice,-1004.71
d00787,choice,-781.439
d00788,choice,-781.439
d00789,choice,-725.622
d00790,choice,-293.04
d00791,choice,-669.805
d00792,choice,-1758.24
d00793,choice,-1004.71
d00794,choice,-1004.71
d00795,choice,-781.439
d00796,choice,-781.439
d00797,choice,-725.622
d00798,choice,-293.04
d00799,choice,-669.805
d00800,choice,-1758.24
d00801,choice,-1004.71
d00802,choice,-1004.71
d00803,choice,-781.439
d00804,choice,-781.439
d00805,choice,-725.622
d00806,choice,-293.04
d00807,choice,-669.805
d00808,choice,-1758.24
d00809,choice,-1004.71
d00810,choice,-1004.71
d00811,choice,-781.439
d00812,choice,-781.439
d00813,choice,-725.622
d00814,choice,-293.04
d00815,choice,-669.805
d00816,choice,-1652.19
d00817,choice,-890.283
d00818,choice,-890.283
d00819,choice,-512.122
d00820,choice,-512.122
d00821,choice,-413.047
d00822,choice,-253.968
d00823,choice,-496.772
d00824,choice,-466.073
d00825,choice,-212.105
d00826,choice,-212.105
d00827,choice,-146.52
d00828,choice,-146.52
d00829,choice,-237.223
d00830,choice,-192.569
d00831,choice,-259.55
d00832,choice,-195.36
d00833,choice,-114.425
d00834,choice,-114.425
d00835,choice,-129.775
d00836,choice,-129.775
d00837,choice,-253.968
d00838,choice,-184.196
d00839,choice,-161.87
d00840,choice,-1724.42
d00841,choice,-985.384
d00842,choice,-985.384
d00843,choice,-766.41
d00844,choice,-766.41
d00845,choice,-711.666
d00846,choice,-287.404
d00847,choice,-656.922
d00848,choice,-1724.42
d00849,choice,-985.384
d00850,choice,-985.384
d00851,choice,-766.41
d00852,choice,-766.41
d00853,choice,-711.666
d00854,choice,-287.404
d00855,choice,-656.922
d00856,choice,-1724.42
d00857,choice,-985.384
d00858,choice,-985.384
d00859,choice,-766.41
d00860,choice,-766.41
d00861,choice,-711.666
d00862,choice,-287.404
d00863,choice,-656.922
d00864,choice,-1724.42
d00865,choice,-985.384
d00866,choice,-985.384
d00867,choice,-766.41
d00868,choice,-766.41
d00869,choice,-711.666
d00870,choice,-287.404
d00871,choice,-656.922
d00872,choice,-1620.41
d00873,choice,-873.159
d00874,choice,-873.159
d00875,choice,-502.272
d00876,choice,-502.272
d00877,choice,-405.102
d00878,choice,-249.083
d00879,choice,-487.217
d00880,choice,-457.109
d00881,choice,-208.025
d00882,choice,-208.025
d00883,choice,-143.702
d00884,choice,-143.702
d00885,choice,-232.66
d00886,choice,-188.865
d00887,choice,-254.557
d00888,choice,-191.602
d00889,choice,-112.224
d00890,choice,-112.224
d00891,choice,-127.279
d00892,choice,-127.279
d00893,choice,-249.083
d00894,choice,-180.654
d00895,choice,-158.756
d00896,choice,-1724.42
d00897,choice,-985.384
d00898,choice,-985.384
d00899,choice,-766.41
d00900,choice,-766.41
d00901,choice,-711.666
d00902,choice,-287.404
d00903,choice,-656.922
d00904,choice,-1724.42
d00905,choice,-985.384
d00906,choice,-985.384
d00907,choice,-766.41
d00908,choice,-766.41
d00909,choice,-711.666
d00910,choice,-287.404
d00911,choice,-656.922
d00912,choice,-1724.42
d00913,choice,-985.384
d00914,choice,-985.384
d00915,choice,-766.41
d00916,choice,-766.41
d00917,choice,-711.666
d00918,choice,-287.404
d00919,choice,-656.922
d00920,choice,-1724.42
d00921,choice,-985.384
d00922,choice,-985.384
d00923,choice,-766.41
d00924,choice,-766.41
d00925,choice,-711.666
d00926,choice,-287.404
d00927,choice,-656.922
d00928,choice,-1620.41
d00929,choice,-873.159
d00930,choice,-873.159
d00931,choice,-502.272
d00932,choice,-502.272
d00933,choice,-405.102
d00934,choice,-249.083
d00935,choice,-487.217
d00936,choice,-457.109
d00937,choice,-208.025
d00938,choice,-208.025
d00939,choice,-143.702
d00940,choice,-143.702
d00941,choice,-232.66
d00942,choice,-188.865
d00943,choice,-254.557
d00944,choice,-191.602
d00945,choice,-112.224
d00946,choice,-112.224
d00947,choice,-127.279
d00948,choice,-127.279
d00949,choice,-249.083
d00950,choice,-180.654
d00951,choice,-158.756
d00952,choice,-1724.42
d00953,choice,-985.384
d00954,choice,-985.384
d00955,choice,-766.41
d00956,choice,-766.41
d00957,choice,-711.666
d00958,choice,-287.404
d00959,choice,-656.922
d00960,choice,-1724.42
d00961,choice,-985.384
d00962,choice,-985.384
d00963,choice,-766.41
d00964,choice,-766.41
d00965,choice,-711.666
d00966,choice,-287.404
d00967,choice,-656.922
d00968,choice,-1724.42
d00969,choice,-985.384
d00970,choice,-985.384
d00971,choice,-766.41
d00972,choice,-766.41
d00973,choice,-711.666
d00974,choice,-287.404
d00975,choice,-656.922
d00976,choice,-1724.42
d00977,choice,-985.384
d00978,choice,-985.384
d00979,choice,-766.41
d00980,choice,-766.41
d00981,choice,-711.666
d00982,choice,-287.404
d00983,choice,-656.922
d00984,choice,-1620.41
d00985,choice,-873.159
d00986,choice,-873.159
d00987,choice,-502.272
d00988,choice,-502.272
d00989,choice,-405.102
d00990,choice,-249.083
d00991,choice,-487.217
d00992,choice,-457.109
d00993,choice,-208.025
d00994,choice,-208.025
d00995,choice,-143.702
d00996,choice,-143.702
d00997,choice,-232.66
d00998,choice,-188.865
d00999,choice,-254.557
d01000,choice,-191.602
d01001,choice,-112.224
d01002,choice,-112.224
d01003,choice,-127.279
d01004,choice,-127.279
d01005,choice,-249.083
d01006,choice,-180.654
d01007,choice,-158.756
d01008,choice,-1514.34
d01009,choice,-865.336
d01010,choice,-865.336
d01011,choice,-673.039
d01012,choice,-673.039
d01013,choice,-624.965
d01014,choice,-252.39
d01015,choice,-576.891
d01016,choice,-1514.34
d01017,choice,-865.336
d01018,choice,-865.336
d01019,choice,-673.039
d01020,choice,-673.039
d01021,choice,-624.965
d01022,choice,-252.39
d01023,choice,-576.891
d01024,choice,-1514.34
d01025,choice,-865.336
d01026,choice,-865.336
d01027,choice,-673.039
d01028,choice,-673.039
d01029,choice,-624.965
d01030,choice,-252.39
d01031,choice,-576.891
d01032,choice,-1514.34
d01033,choice,-865.336
d01034,choice,-865.336
d01035,choice,-673.039
d01036,choice,-673.039
d01037,choice,-624.965
d01038,choice,-252.39
d01039,choice,-576.891
d01040,choice,-1423.0
d01041,choice,-766.784
d01042,choice,-766.784
d01043,choice,-441.081
d01044,choice,-441.081
d01045,choice,-355.749
d01046,choice,-218.738
d01047,choice,-427.861
d01048,choice,-401.42
d01049,choice,-182.682
d01050,choice,-182.682
d01051,choice,-126.195
d01052,choice,-126.195
d01053,choice,-204.315
d01054,choice,-165.856
d01055,choice,-223.545
d01056,choice,-168.26
d01057,choice,-98.5522
d01058,choice,-98.5522
d01059,choice,-111.773
d01060,choice,-111.773
d01061,choice,-218.738
d01062,choice,-158.645
d01063,choice,-139.415
d01064,choice,-1514.34
d01065,choice,-865.336
d01066,choice,-865.336
d01067,choice,-673.039
d01068,choice,-673.039
d01069,choice,-624.965
d01070,choice,-252.39
d01071,choice,-576.891
d01072,choice,-1514.34
d01073,choice,-865.336
d01074,choice,-865.336
d01075,choice,-673.039
d01076,choice,-673.039
d01077,choice,-624.965
d01078,choice,-252.39
d01079,choice,-576.891
d01080,choice,-1514.34
d01081,choice,-865.336
d01082,choice,-865.336
d01083,choice,-673.039
d01084,choice,-673.039
d01085,choice,-624.965
d01086,choice,-252.39
d01087,choice,-576.891
d01088,choice,-1514.34
d01089,choice,-865.336
d01090,choice,-865.336
d01091,choice,-673.039
d01092,choice,-673.039
d01093,choice,-624.965
d01094,choice,-252.39
d01095,choice,-576.891
d01096,choice,-1423.0
d01097,choice,-766.784
d01098,choice,-766.784
d01099,choice,-441.081
d01100,choice,-441.081
d01101,choice,-355.749
d01102,choice,-218.738
d01103,choice,-427.861
d01104,choice,-401.42
d01105,choice,-182.682
d01106,choice,-182.682
d01107,choice,-126.195
d01108,choice,-126.195
d01109,choice,-204.315
d01110,choice,-165.856
d01111,choice,-223.545
d01112,choice,-168.26
d01113,choice,-98.5522
d01114,choice,-98.5522
d01115,choice,-111.773
d01116,choice,-111.773
d01117,choice,-218.738
d01118,choice,-158.645
d01119,choice,-139.415
d01120,choice,-1514.34
d01121,choice,-865.336
d01122,choice,-865.336
d01123,choice,-673.039
d01124,choice,-673.039
d01125,choice,-624.965
d01126,choice,-252.39
d01127,choice,-576.891
d01128,choice,-1514.34
d01129,choice,-865.336
d01130,choice,-865.336
d01131,choice,-673.039
