decision_id,node_id,coef
d10081,N07404,-1.0
d10099,N06483,-1.0
d10099,N07404,-1.0
d10100,N06494,-1.0
d10100,N07404,-1.0
d10156,N02154,-1.0
d10156,N07404,-1.0
d10157,N02165,-1.0
d10157,N07404,-1.0
d10175,N06716,-1.0
d10175,N07404,-1.0
d10176,N06727,-1.0
d10176,N07404,-1.0
d10232,N02387,-1.0
d10232,N07404,-1.0
d10233,N02398,-1.0
d10233,N07404,-1.0
d10251,N06949,-1.0
d10251,N07404,-1.0
d10252,N06960,-1.0
d10252,N07404,-1.0
d10308,N02620,-1.0
d10308,N07404,-1.0
d10309,N02631,-1.0
d10309,N07404,-1.0
d10327,N07182,-1.0
d10327,N07404,-1.0
d10328,N07193,-1.0
d10328,N07404,-1.0
d10420,N03475,-1.0
d10420,N07404,-1.0
d10421,N03486,-1.0
d10421,N07404,-1.0
d10439,N00000,-1.0
d10439,N07404,-1.0
d10492,N03686,-1.0
d10492,N07404,-1.0
d10493,N03697,-1.0
d10493,N07404,-1.0
d10510,N01998,-1.0
d10510,N07404,-1.0
d10511,N02109,-1.0
d10511,N07404,-1.0
d10561,N03897,-1.0
d10561,N07404,-1.0
d10562,N03908,-1.0
d10562,N07404,-1.0
d10578,N04107,-1.0
d10578,N07404,-1.0
d10579,N04218,-1.0
d10579,N07404,-1.0
d10629,N04108,-1.0
d10629,N07404,-1.0
d10630,N04119,-1.0
d10630,N07404,-1.0
d10646,N06216,-1.0
d10646,N07404,-1.0
d10694,N04318,-1.0
d10694,N07404,-1.0
d10758,N04518,-1.0
d10758,N07404,-1.0
d10808,N00156,-1.0
d10808,N07404,-1.0
d10825,N04718,-1.0
d10825,N07404,-1.0
d10876,N00367,-1.0
d10876,N07404,-1.0
d10893,N04929,-1.0
d10893,N07404,-1.0
d10944,N00578,-1.0
d10944,N07404,-1.0
d10961,N05140,-1.0
d10961,N07404,-1.0
d11012,N00789,-1.0
d11012,N07404,-1.0
d11029,N05351,-1.0
d11029,N07404,-1.0
d11080,N01000,-1.0
d11080,N07404,-1.0
d11097,N05562,-1.0
d11097,N07404,-1.0
d08738,N07415,2.0
d09721,N03086,-1.0
d09721,N07415,-1.0
d09722,N03097,-1.0
d09722,N07415,-1.0
d09797,N03297,-1.0
d09797,N07415,-1.0
d09798,N03308,-1.0
d09798,N07415,-1.0
d09854,N01244,-1.0
d09854,N07415,-1.0
d09855,N01255,-1.0
d09855,N07415,-1.0
d09873,N05806,-1.0
d09873,N07415,-1.0
d09874,N05817,-1.0
d09874,N07415,-1.0
d09930,N01477,-1.0
d09930,N07415,-1.0
d09931,N01488,-1.0
d09931,N07415,-1.0
d09949,N06039,-1.0
d09949,N07415,-1.0
d09950,N06050,-1.0
d09950,N07415,-1.0
d10006,N01710,-1.0
d10006,N07415,-1.0
d10007,N01721,-1.0
d10007,N07415,-1.0
d10025,N06272,-1.0
d10025,N07415,-1.0
d10026,N06283,-1.0
d10026,N07415,-1.0
d10082,N01943,-1.0
d10082,N07415,-1.0
d10083,N01954,-1.0
d10083,N07415,-1.0
d10101,N06505,-1.0
d10101,N07415,-1.0
d10102,N06516,-1.0
d10102,N07415,-1.0
d10158,N02176,-1.0
d10158,N07415,-1.0
d10159,N02187,-1.0
d10159,N07415,-1.0
d10177,N06738,-1.0
d10177,N07415,-1.0
d10178,N06749,-1.0
d10178,N07415,-1.0
d10234,N02409,-1.0
d10234,N07415,-1.0
d10235,N02420,-1.0
d10235,N07415,-1.0
d10253,N06971,-1.0
d10253,N07415,-1.0
d10254,N06982,-1.0
d10254,N07415,-1.0
d10310,N02642,-1.0
d10310,N07415,-1.0
d10311,N02653,-1.0
d10311,N07415,-1.0
d10329,N07204,-1.0
d10329,N07415,-1.0
d10330,N07216,-1.0
d10330,N07415,-1.0
d10422,N03497,-1.0
d10422,N07415,-1.0
d10423,N03508,-1.0
d10423,N07415,-1.0
d10440,N00111,-1.0
d10440,N07415,-1.0
d10441,N00222,-1.0
d10441,N07415,-1.0
d10494,N03708,-1.0
d10494,N07415,-1.0
d10495,N03719,-1.0
d10495,N07415,-1.0
d10512,N02220,-1.0
d10512,N07415,-1.0
d10513,N02331,-1.0
d10513,N07415,-1.0
d10563,N03919,-1.0
d10563,N07415,-1.0
d10564,N03930,-1.0
d10564,N07415,-1.0
d10580,N04329,-1.0
d10580,N07415,-1.0
d10581,N04440,-1.0
d10581,N07415,-1.0
d10631,N04130,-1.0
d10631,N07415,-1.0
d10632,N04141,-1.0
d10632,N07415,-1.0
d10647,N06327,-1.0
d10647,N07415,-1.0
d10695,N04330,-1.0
d10695,N07415,-1.0
d10759,N04529,-1.0
d10759,N07415,-1.0
d10809,N00167,-1.0
d10809,N07415,-1.0
d10810,N00178,-1.0
d10810,N07415,-1.0
d10826,N04729,-1.0
d10826,N07415,-1.0
d10827,N04740,-1.0
d10827,N07415,-1.0
d10877,N00378,-1.0
d10877,N07415,-1.0
d10878,N00389,-1.0
d10878,N07415,-1.0
d10894,N04940,-1.0
d10894,N07415,-1.0
d10895,N04951,-1.0
d10895,N07415,-1.0
d10945,N00589,-1.0
d10945,N07415,-1.0
d10946,N00600,-1.0
d10946,N07415,-1.0
d10962,N05151,-1.0
d10962,N07415,-1.0
d10963,N05162,-1.0
d10963,N07415,-1.0
d11013,N00800,-1.0
d11013,N07415,-1.0
d11014,N00811,-1.0
d11014,N07415,-1.0
d11030,N05362,-1.0
d11030,N07415,-1.0
d11031,N05373,-1.0
d11031,N07415,-1.0
d11081,N01011,-1.0
d11081,N07415,-1.0
d11082,N01022,-1.0
d11082,N07415,-1.0
d11098,N05573,-1.0
d11098,N07415,-1.0
d11099,N05584,-1.0
d11099,N07415,-1.0
d08739,N07426,2.0
d09723,N03109,-1.0
d09723,N07426,-1.0
d09724,N03120,-1.0
d09724,N07426,-1.0
d09799,N03319,-1.0
d09799,N07426,-1.0
d09800,N03331,-1.0
d09800,N07426,-1.0
d09856,N01266,-1.0
d09856,N07426,-1.0
d09857,N01277,-1.0
d09857,N07426,-1.0
d09875,N05828,-1.0
d09875,N07426,-1.0
d09876,N05839,-1.0
d09876,N07426,-1.0
d09932,N01499,-1.0
d09932,N07426,-1.0
d09933,N01510,-1.0
d09933,N07426,-1.0
d09951,N06061,-1.0
d09951,N07426,-1.0
d09952,N06072,-1.0
d09952,N07426,-1.0
d10008,N01732,-1.0
d10008,N07426,-1.0
d10009,N01743,-1.0
d10009,N07426,-1.0
d10027,N06294,-1.0
d10027,N07426,-1.0
d10028,N06305,-1.0
d10028,N07426,-1.0
d10084,N01965,-1.0
d10084,N07426,-1.0
d10085,N01976,-1.0
d10085,N07426,-1.0
d10103,N06527,-1.0
d10103,N07426,-1.0
d10104,N06538,-1.0
d10104,N07426,-1.0
d10160,N02198,-1.0
d10160,N07426,-1.0
d10161,N02209,-1.0
d10161,N07426,-1.0
d10179,N06760,-1.0
d10179,N07426,-1.0
d10180,N06772,-1.0
d10180,N07426,-1.0
d10236,N02431,-1.0
d10236,N07426,-1.0
d10237,N02443,-1.0
d10237,N07426,-1.0
d10255,N06994,-1.0
d10255,N07426,-1.0
d10256,N07005,-1.0
d10256,N07426,-1.0
d10312,N02665,-1.0
d10312,N07426,-1.0
d10313,N02676,-1.0
d10313,N07426,-1.0
d10331,N07227,-1.0
d10331,N07426,-1.0
d10332,N07238,-1.0
d10332,N07426,-1.0
d10424,N03519,-1.0
d10424,N07426,-1.0
d10425,N03530,-1.0
d10425,N07426,-1.0
d10442,N00333,-1.0
d10442,N07426,-1.0
d10443,N00444,-1.0
d10443,N07426,-1.0
d10496,N03730,-1.0
d10496,N07426,-1.0
d10497,N03741,-1.0
d10497,N07426,-1.0
d10514,N02442,-1.0
d10514,N07426,-1.0
d10515,N02553,-1.0
d10515,N07426,-1.0
d10565,N03941,-1.0
d10565,N07426,-1.0
d10566,N03952,-1.0
d10566,N07426,-1.0
d10582,N04551,-1.0
d10582,N07426,-1.0
d10583,N04662,-1.0
d10583,N07426,-1.0
d10633,N04152,-1.0
d10633,N07426,-1.0
d10634,N04163,-1.0
d10634,N07426,-1.0
d10648,N06438,-1.0
d10648,N07426,-1.0
d10649,N06549,-1.0
d10649,N07426,-1.0
d10696,N04341,-1.0
d10696,N07426,-1.0
d10697,N04352,-1.0
d10697,N07426,-1.0
d10760,N04540,-1.0
d10760,N07426,-1.0
d10761,N04552,-1.0
d10761,N07426,-1.0
d10811,N00189,-1.0
d10811,N07426,-1.0
d10812,N00200,-1.0
d10812,N07426,-1.0
d10828,N04751,-1.0
d10828,N07426,-1.0
d10829,N04762,-1.0
d10829,N07426,-1.0
d10879,N00400,-1.0
d10879,N07426,-1.0
d10880,N00411,-1.0
d10880,N07426,-1.0
d10896,N04962,-1.0
d10896,N07426,-1.0
d10897,N04973,-1.0
d10897,N07426,-1.0
d10947,N00611,-1.0
d10947,N07426,-1.0
d10948,N00622,-1.0
d10948,N07426,-1.0
d10964,N05173,-1.0
d10964,N07426,-1.0
d10965,N05184,-1.0
d10965,N07426,-1.0
d11015,N00822,-1.0
d11015,N07426,-1.0
d11016,N00833,-1.0
d11016,N07426,-1.0
d11032,N05384,-1.0
d11032,N07426,-1.0
d11033,N05395,-1.0
d11033,N07426,-1.0
d11083,N01033,-1.0
d11083,N07426,-1.0
d11084,N01044,-1.0
d11084,N07426,-1.0
d11100,N05595,-1.0
d11100,N07426,-1.0
d11101,N05606,-1.0
d11101,N07426,-1.0
d08740,N07438,2.0
d09725,N03131,-1.0
d09725,N07438,-1.0
d09726,N03142,-1.0
d09726,N07438,-1.0
d09801,N03342,-1.0
d09801,N07438,-1.0
d09802,N03353,-1.0
d09802,N07438,-1.0
d09858,N01288,-1.0
d09858,N07438,-1.0
d09859,N01299,-1.0
d09859,N07438,-1.0
d09877,N05850,-1.0
d09877,N07438,-1.0
d09878,N05861,-1.0
d09878,N07438,-1.0
d09934,N01521,-1.0
d09934,N07438,-1.0
d09935,N01532,-1.0
d09935,N07438,-1.0
d09953,N06083,-1.0
d09953,N07438,-1.0
d09954,N06094,-1.0
d09954,N07438,-1.0
d10010,N01754,-1.0
d10010,N07438,-1.0
d10011,N01765,-1.0
d10011,N07438,-1.0
d10029,N06316,-1.0
d10029,N07438,-1.0
d10030,N06328,-1.0
d10030,N07438,-1.0
d10086,N01987,-1.0
d10086,N07438,-1.0
d10087,N01999,-1.0
d10087,N07438,-1.0
d10105,N06550,-1.0
d10105,N07438,-1.0
d10106,N06561,-1.0
d10106,N07438,-1.0
d10162,N02221,-1.0
d10162,N07438,-1.0
d10163,N02232,-1.0
d10163,N07438,-1.0
d10181,N06783,-1.0
d10181,N07438,-1.0
d10182,N06794,-1.0
d10182,N07438,-1.0
d10238,N02454,-1.0
d10238,N07438,-1.0
d10239,N02465,-1.0
d10239,N07438,-1.0
d10257,N07016,-1.0
d10257,N07438,-1.0
d10258,N07027,-1.0
d10258,N07438,-1.0
d10314,N02687,-1.0
d10314,N07438,-1.0
d10315,N02698,-1.0
d10315,N07438,-1.0
d10333,N07249,-1.0
d10333,N07438,-1.0
d10334,N07260,-1.0
d10334,N07438,-1.0
d10426,N03541,-1.0
d10426,N07438,-1.0
d10427,N03553,-1.0
d10427,N07438,-1.0
d10444,N00555,-1.0
d10444,N07438,-1.0
d10445,N00666,-1.0
d10445,N07438,-1.0
d10498,N03752,-1.0
d10498,N07438,-1.0
d10499,N03763,-1.0
d10499,N07438,-1.0
d10516,N02664,-1.0
d10516,N07438,-1.0
d10517,N02775,-1.0
d10517,N07438,-1.0
d10567,N03963,-1.0
d10567,N07438,-1.0
d10568,N03974,-1.0
d10568,N07438,-1.0
d10584,N04773,-1.0
d10584,N07438,-1.0
d10585,N04884,-1.0
d10585,N07438,-1.0
d10635,N04174,-1.0
d10635,N07438,-1.0
d10636,N04185,-1.0
d10636,N07438,-1.0
d10650,N06660,-1.0
d10650,N07438,-1.0
d10651,N06771,-1.0
d10651,N07438,-1.0
d10698,N04363,-1.0
d10698,N07438,-1.0
d10699,N04374,-1.0
d10699,N07438,-1.0
d10746,N00001,-1.0
d10746,N07438,-1.0
d10747,N00012,-1.0
d10747,N07438,-1.0
d10762,N04563,-1.0
d10762,N07438,-1.0
d10763,N04574,-1.0
d10763,N07438,-1.0
d10813,N00211,-1.0
d10813,N07438,-1.0
d10814,N00223,-1.0
d10814,N07438,-1.0
d10830,N04774,-1.0
d10830,N07438,-1.0
d10831,N04785,-1.0
d10831,N07438,-1.0
d10881,N00422,-1.0
d10881,N07438,-1.0
d10882,N00433,-1.0
d10882,N07438,-1.0
d10898,N04984,-1.0
d10898,N07438,-1.0
d10899,N04996,-1.0
d10899,N07438,-1.0
d10949,N00633,-1.0
d10949,N07438,-1.0
d10950,N00644,-1.0
d10950,N07438,-1.0
d10966,N05195,-1.0
d10966,N07438,-1.0
d10967,N05206,-1.0
d10967,N07438,-1.0
d11017,N00844,-1.0
d11017,N07438,-1.0
d11018,N00855,-1.0
d11018,N07438,-1.0
d11034,N05406,-1.0
d11034,N07438,-1.0
d11035,N05417,-1.0
d11035,N07438,-1.0
d11085,N01055,-1.0
d11085,N07438,-1.0
d11086,N01066,-1.0
d11086,N07438,-1.0
d11102,N05617,-1.0
d11102,N07438,-1.0
d11103,N05628,-1.0
d11103,N07438,-1.0
d08741,N07449,2.0
d09727,N03153,-1.0
d09727,N07449,-1.0
d09803,N03364,-1.0
d09803,N07449,-1.0
d09860,N01310,-1.0
d09860,N07449,-1.0
d09879,N05872,-1.0
d09879,N07449,-1.0
d09936,N01543,-1.0
d09936,N07449,-1.0
d09955,N06106,-1.0
d09955,N07449,-1.0
d10012,N01777,-1.0
d10012,N07449,-1.0
d10031,N06339,-1.0
d10031,N07449,-1.0
d10088,N02010,-1.0
d10088,N07449,-1.0
d10107,N06572,-1.0
d10107,N07449,-1.0
d10164,N02243,-1.0
d10164,N07449,-1.0
d10183,N06805,-1.0
d10183,N07449,-1.0
d10240,N02476,-1.0
d10240,N07449,-1.0
d10259,N07038,-1.0
d10259,N07449,-1.0
d10316,N02709,-1.0
d10316,N07449,-1.0
d10335,N07271,-1.0
d10335,N07449,-1.0
d10428,N03564,-1.0
d10428,N07449,-1.0
d10446,N00777,-1.0
d10446,N07449,-1.0
d10500,N03775,-1.0
d10500,N07449,-1.0
d10518,N02886,-1.0
d10518,N07449,-1.0
d10569,N03985,-1.0
d10569,N07449,-1.0
d10586,N04995,-1.0
d10586,N07449,-1.0
d10637,N04196,-1.0
d10637,N07449,-1.0
d10652,N06882,-1.0
d10652,N07449,-1.0
d10700,N04385,-1.0
d10700,N07449,-1.0
d10748,N00023,-1.0
d10748,N07449,-1.0
d10764,N04585,-1.0
d10764,N07449,-1.0
d10815,N00234,-1.0
d10815,N07449,-1.0
d10832,N04796,-1.0
d10832,N07449,-1.0
d10883,N00445,-1.0
d10883,N07449,-1.0
d10900,N05007,-1.0
d10900,N07449,-1.0
d10951,N00655,-1.0
d10951,N07449,-1.0
d10968,N05218,-1.0
d10968,N07449,-1.0
d11019,N00866,-1.0
d11019,N07449,-1.0
d11036,N05428,-1.0
d11036,N07449,-1.0
d11087,N01077,-1.0
d11087,N07449,-1.0
d11104,N05639,-1.0
d11104,N07449,-1.0
d08742,N07460,2.0
d09728,N03164,-1.0
d09728,N07460,-1.0
d09729,N03175,-1.0
d09729,N07460,-1.0
d09804,N03375,-1.0
d09804,N07460,-1.0
d09805,N03386,-1.0
d09805,N07460,-1.0
d09861,N01333,-1.0
d09861,N07460,-1.0
d09862,N01344,-1.0
d09862,N07460,-1.0
d09880,N05895,-1.0
d09880,N07460,-1.0
d09881,N05906,-1.0
d09881,N07460,-1.0
d09937,N01566,-1.0
d09937,N07460,-1.0
d09938,N01577,-1.0
d09938,N07460,-1.0
d09956,N06128,-1.0
d09956,N07460,-1.0
d09957,N06139,-1.0
d09957,N07460,-1.0
d10013,N01799,-1.0
d10013,N07460,-1.0
d10014,N01810,-1.0
d10014,N07460,-1.0
d10032,N06361,-1.0
d10032,N07460,-1.0
d10033,N06372,-1.0
d10033,N07460,-1.0
d10089,N02032,-1.0
d10089,N07460,-1.0
d10090,N02043,-1.0
d10090,N07460,-1.0
d10108,N06594,-1.0
d10108,N07460,-1.0
d10109,N06605,-1.0
d10109,N07460,-1.0
d10165,N02265,-1.0
d10165,N07460,-1.0
d10166,N02276,-1.0
d10166,N07460,-1.0
d10184,N06827,-1.0
d10184,N07460,-1.0
d10185,N06838,-1.0
d10185,N07460,-1.0
d10241,N02498,-1.0
d10241,N07460,-1.0
d10242,N02509,-1.0
d10242,N07460,-1.0
d10260,N07060,-1.0
d10260,N07460,-1.0
d10261,N07071,-1.0
d10261,N07460,-1.0
d10317,N02731,-1.0
d10317,N07460,-1.0
d10318,N02742,-1.0
d10318,N07460,-1.0
d10336,N07293,-1.0
d10336,N07460,-1.0
d10337,N07304,-1.0
d10337,N07460,-1.0
d10429,N03586,-1.0
d10429,N07460,-1.0
d10430,N03597,-1.0
d10430,N07460,-1.0
d10447,N00999,-1.0
d10447,N07460,-1.0
d10448,N01110,-1.0
d10448,N07460,-1.0
d10501,N03797,-1.0
d10501,N07460,-1.0
d10502,N03808,-1.0
d10502,N07460,-1.0
d10519,N03108,-1.0
d10519,N07460,-1.0
d10520,N03219,-1.0
d10520,N07460,-1.0
d10570,N04008,-1.0
d10570,N07460,-1.0
d10571,N04019,-1.0
d10571,N07460,-1.0
d10587,N05217,-1.0
d10587,N07460,-1.0
d10588,N05328,-1.0
d10588,N07460,-1.0
d10638,N04219,-1.0
d10638,N07460,-1.0
d10639,N04230,-1.0
d10639,N07460,-1.0
d10653,N07104,-1.0
d10653,N07460,-1.0
d10654,N07215,-1.0
d10654,N07460,-1.0
d10701,N04407,-1.0
d10701,N07460,-1.0
d10702,N04418,-1.0
d10702,N07460,-1.0
d10749,N00045,-1.0
d10749,N07460,-1.0
d10750,N00056,-1.0
d10750,N07460,-1.0
d10765,N04607,-1.0
d10765,N07460,-1.0
d10766,N04618,-1.0
d10766,N07460,-1.0
d10816,N00256,-1.0
d10816,N07460,-1.0
d10817,N00267,-1.0
d10817,N07460,-1.0
d10833,N04818,-1.0
d10833,N07460,-1.0
d10834,N04829,-1.0
d10834,N07460,-1.0
d10884,N00467,-1.0
d10884,N07460,-1.0
d10885,N00478,-1.0
d10885,N07460,-1.0
d10901,N05029,-1.0
d10901,N07460,-1.0
d10902,N05040,-1.0
d10902,N07460,-1.0
d10952,N00678,-1.0
d10952,N07460,-1.0
d10953,N00689,-1.0
d10953,N07460,-1.0
d10969,N05240,-1.0
d10969,N07460,-1.0
d10970,N05251,-1.0
d10970,N07460,-1.0
d11020,N00889,-1.0
d11020,N07460,-1.0
d11021,N00900,-1.0
d11021,N07460,-1.0
d11037,N05451,-1.0
d11037,N07460,-1.0
d11038,N05462,-1.0
d11038,N07460,-1.0
d11088,N01099,-1.0
d11088,N07460,-1.0
d11089,N01111,-1.0
d11089,N07460,-1.0
d11105,N05662,-1.0
d11105,N07460,-1.0
d11106,N05673,-1.0
d11106,N07460,-1.0
d08743,N07471,2.0
d09730,N03186,-1.0
d09730,N07471,-1.0
d09731,N03197,-1.0
d09731,N07471,-1.0
d09806,N03397,-1.0
d09806,N07471,-1.0
d09807,N03408,-1.0
d09807,N07471,-1.0
d09863,N01355,-1.0
d09863,N07471,-1.0
d09864,N01366,-1.0
d09864,N07471,-1.0
d09882,N05917,-1.0
d09882,N07471,-1.0
d09883,N05928,-1.0
d09883,N07471,-1.0
d09939,N01588,-1.0
d09939,N07471,-1.0
d09940,N01599,-1.0
d09940,N07471,-1.0
d09958,N06150,-1.0
d09958,N07471,-1.0
d09959,N06161,-1.0
d09959,N07471,-1.0
d10015,N01821,-1.0
d10015,N07471,-1.0
d10016,N01832,-1.0
d10016,N07471,-1.0
d10034,N06383,-1.0
d10034,N07471,-1.0
d10035,N06394,-1.0
d10035,N07471,-1.0
d10091,N02054,-1.0
d10091,N07471,-1.0
d10092,N02065,-1.0
d10092,N07471,-1.0
d10110,N06616,-1.0
d10110,N07471,-1.0
d10111,N06627,-1.0
d10111,N07471,-1.0
d10167,N02287,-1.0
d10167,N07471,-1.0
d10168,N02298,-1.0
d10168,N07471,-1.0
d10186,N06849,-1.0
d10186,N07471,-1.0
d10187,N06860,-1.0
d10187,N07471,-1.0
d10243,N02520,-1.0
d10243,N07471,-1.0
d10244,N02531,-1.0
d10244,N07471,-1.0
d10262,N07082,-1.0
d10262,N07471,-1.0
d10263,N07093,-1.0
d10263,N07471,-1.0
d10319,N02753,-1.0
d10319,N07471,-1.0
d10320,N02764,-1.0
d10320,N07471,-1.0
d10338,N07315,-1.0
d10338,N07471,-1.0
d10339,N07327,-1.0
d10339,N07471,-1.0
d10431,N03608,-1.0
d10431,N07471,-1.0
d10432,N03619,-1.0
d10432,N07471,-1.0
d10449,N01221,-1.0
d10449,N07471,-1.0
d10450,N01332,-1.0
d10450,N07471,-1.0
d10503,N03819,-1.0
d10503,N07471,-1.0
d10504,N03830,-1.0
d10504,N07471,-1.0
d10521,N03330,-1.0
d10521,N07471,-1.0
d10522,N03441,-1.0
d10522,N07471,-1.0
d10572,N04030,-1.0
d10572,N07471,-1.0
d10573,N04041,-1.0
d10573,N07471,-1.0
d10589,N05439,-1.0
d10589,N07471,-1.0
d10590,N05550,-1.0
d10590,N07471,-1.0
d10640,N04241,-1.0
d10640,N07471,-1.0
d10641,N04252,-1.0
d10641,N07471,-1.0
d10655,N07326,-1.0
d10655,N07471,-1.0
d10656,N07437,-1.0
d10656,N07471,-1.0
d10703,N04429,-1.0
d10703,N07471,-1.0
d10704,N04441,-1.0
d10704,N07471,-1.0
d10751,N00067,-1.0
d10751,N07471,-1.0
d10752,N00078,-1.0
d10752,N07471,-1.0
d10767,N04629,-1.0
d10767,N07471,-1.0
d10768,N04640,-1.0
d10768,N07471,-1.0
d10818,N00278,-1.0
d10818,N07471,-1.0
d10819,N00289,-1.0
d10819,N07471,-1.0
d10835,N04840,-1.0
d10835,N07471,-1.0
d10836,N04851,-1.0
d10836,N07471,-1.0
d10886,N00489,-1.0
d10886,N07471,-1.0
d10887,N00500,-1.0
d10887,N07471,-1.0
d10903,N05051,-1.0
d10903,N07471,-1.0
d10904,N05062,-1.0
d10904,N07471,-1.0
d10954,N00700,-1.0
d10954,N07471,-1.0
d10955,N00711,-1.0
d10955,N07471,-1.0
d10971,N05262,-1.0
d10971,N07471,-1.0
d10972,N05273,-1.0
d10972,N07471,-1.0
d11022,N00911,-1.0
d11022,N07471,-1.0
d11023,N00922,-1.0
d11023,N07471,-1.0
d11039,N05473,-1.0
d11039,N07471,-1.0
d11040,N05484,-1.0
d11040,N07471,-1.0
d11090,N01122,-1.0
d11090,N07471,-1.0
d11091,N01133,-1.0
d11091,N07471,-1.0
d11107,N05684,-1.0
d11107,N07471,-1.0
d11108,N05695,-1.0
d11108,N07471,-1.0
d08745,N07482,2.0
d09733,N03220,-1.0
d09733,N07482,-1.0
d09734,N03231,-1.0
d09734,N07482,-1.0
d09809,N03430,-1.0
d09809,N07482,-1.0
d09810,N03442,-1.0
d09810,N07482,-1.0
d09866,N01388,-1.0
d09866,N07482,-1.0
d09867,N01399,-1.0
d09867,N07482,-1.0
d09885,N05950,-1.0
d09885,N07482,-1.0
d09886,N05961,-1.0
d09886,N07482,-1.0
d09942,N01621,-1.0
d09942,N07482,-1.0
d09943,N01632,-1.0
d09943,N07482,-1.0
d09961,N06183,-1.0
d09961,N07482,-1.0
d09962,N06194,-1.0
d09962,N07482,-1.0
d10018,N01854,-1.0
d10018,N07482,-1.0
d10019,N01865,-1.0
d10019,N07482,-1.0
d10037,N06416,-1.0
d10037,N07482,-1.0
d10038,N06427,-1.0
d10038,N07482,-1.0
d10094,N02087,-1.0
d10094,N07482,-1.0
d10095,N02098,-1.0
d10095,N07482,-1.0
d10113,N06649,-1.0
d10113,N07482,-1.0
d10114,N06661,-1.0
d10114,N07482,-1.0
d10170,N02320,-1.0
d10170,N07482,-1.0
d10171,N02332,-1.0
d10171,N07482,-1.0
d10189,N06883,-1.0
d10189,N07482,-1.0
d10190,N06894,-1.0
d10190,N07482,-1.0
