conflict_group_id,decision_id
C045,d09012
C045,d09243
C045,d09474
C046,d08782
C046,d09013
C046,d09244
C046,d09475
C047,d08783
C047,d09014
C047,d09245
C047,d09476
C048,d08784
C048,d09015
C048,d09246
C048,d09477
C049,d08785
C049,d09016
C049,d09247
C049,d09478
C050,d08786
C050,d09017
C050,d09248
C050,d09479
C051,d08787
C051,d09018
C051,d09249
C051,d09480
C052,d08788
C052,d09019
C052,d09250
C052,d09481
C053,d08789
C053,d09020
C053,d09251
C053,d09482
C054,d08790
C054,d09021
C054,d09252
C054,d09483
C055,d08791
C055,d09022
C055,d09253
C055,d09484
C056,d08792
C056,d09023
C056,d09254
C056,d09485
C057,d08793
C057,d09024
C057,d09255
C057,d09486
C058,d08794
C058,d09025
C058,d09256
C058,d09487
C059,d08795
C059,d09026
C059,d09257
C059,d09488
C060,d08796
C060,d09027
C060,d09258
C060,d09489
C061,d08797
C061,d09028
C061,d09259
C061,d09490
C062,d08798
C062,d09029
C062,d09260
C062,d09491
C063,d08799
C063,d09030
C063,d09261
C063,d09492
C064,d08800
C064,d09031
C064,d09262
C064,d09493
C065,d08801
C065,d09032
C065,d09263
C065,d09494
C066,d08802
C066,d09033
C066,d09264
C066,d09495
C067,d08803
C067,d09034
C067,d09265
C067,d09496
C068,d08804
C068,d09035
C068,d09266
C068,d09497
C069,d08805
C069,d09036
C069,d09267
C069,d09498
C070,d08806
C070,d09037
C070,d09268
C070,d09499
C071,d08807
C071,d09038
C071,d09269
C071,d09500
C072,d08808
C072,d09039
C072,d09270
C072,d09501
C073,d08809
C073,d09040
C073,d09271
C073,d09502
C074,d08810
C074,d09041
C074,d09272
C074,d09503
C075,d08811
C075,d09042
C075,d09273
C075,d09504
C076,d08812
C076,d09043
C076,d09274
C076,d09505
C077,d08813
C077,d09044
C077,d09275
C077,d09506
C078,d08814
C078,d09045
C078,d09276
C078,d09507
C079,d08815
C079,d09046
C079,d09277
C079,d09508
C080,d08816
C080,d09047
C080,d09278
C080,d09509
C081,d08817
C081,d09048
C081,d09279
C081,d09510
C082,d08818
C082,d09049
C082,d09280
C082,d09511
C083,d08819
C083,d09050
C083,d09281
C083,d09512
C084,d08820
C084,d09051
C084,d09282
C084,d09513
C085,d08821
C085,d09052
C085,d09283
C085,d09514
C086,d08822
C086,d09053
C086,d09284
C086,d09515
C087,d08823
C087,d09054
C087,d09285
C087,d09516
C088,d08824
C088,d09055
C088,d09286
C088,d09517
C089,d08825
C089,d09056
C089,d09287
C089,d09518
C090,d08826
C090,d09057
C090,d09288
C090,d09519
C091,d08827
C091,d09058
C091,d09289
C091,d09520
C092,d08828
C092,d09059
C092,d09290
C092,d09521
C093,d08829
C093,d09060
C093,d09291
C093,d09522
C094,d08830
C094,d09061
C094,d09292
C094,d09523
C095,d08831
C095,d09062
C095,d09293
C095,d09524
C096,d08832
C096,d09063
C096,d09294
C096,d09525
C097,d08833
C097,d09064
C097,d09295
C097,d09526
C098,d08834
C098,d09065
C098,d09296
C098,d09527
C099,d08835
C099,d09066
C099,d09297
C099,d09528
C100,d08836
C100,d09067
C100,d09298
C100,d09529
C101,d08837
C101,d09068
C101,d09299
C101,d09530
C102,d08838
C102,d09069
C102,d09300
C102,d09531
C103,d08839
C103,d09070
C103,d09301
C103,d09532
C104,d08840
C104,d09071
C104,d09302
C104,d09533
C105,d08841
C105,d09072
C105,d09303
C105,d09534
C106,d08842
C106,d09073
C106,d09304
C106,d09535
C107,d08843
C107,d09074
C107,d09305
C107,d09536
C108,d08844
C108,d09075
C108,d09306
C108,d09537
C109,d08845
C109,d09076
C109,d09307
C109,d09538
C110,d08846
C110,d09077
C110,d09308
C110,d09539
C111,d08847
C111,d09078
C111,d09309
C111,d09540
C112,d08848
C112,d09079
C112,d09310
C112,d09541
C113,d08849
C113,d09080
C113,d09311
C113,d09542
C114,d08850
C114,d09081
C114,d09312
C114,d09543
C115,d08851
C115,d09082
C115,d09313
C115,d09544
C116,d08852
C116,d09083
C116,d09314
C116,d09545
C117,d08853
C117,d09084
C117,d09315
C117,d09546
C118,d08854
C118,d09085
C118,d09316
C118,d09547
C119,d08855
C119,d09086
C119,d09317
C119,d09548
C120,d08856
C120,d09087
C120,d09318
C120,d09549
C121,d08857
C121,d09088
C121,d09319
C121,d09550
C122,d08858
C122,d09089
C122,d09320
C122,d09551
C123,d08859
C123,d09090
C123,d09321
C123,d09552
C124,d08860
C124,d09091
C124,d09322
C124,d09553
C125,d08861
C125,d09092
C125,d09323
C125,d09554
C126,d08862
C126,d09093
C126,d09324
C126,d09555
C127,d08863
C127,d09094
C127,d09325
C127,d09556
C128,d08864
C128,d09095
C128,d09326
C128,d09557
C129,d08865
C129,d09096
C129,d09327
C129,d09558
C130,d08866
C130,d09097
C130,d09328
C130,d09559
C131,d08867
C131,d09098
C131,d09329
C131,d09560
C132,d08868
C132,d09099
C132,d09330
C132,d09561
C133,d08869
C133,d09100
C133,d09331
C133,d09562
C134,d08870
C134,d09101
C134,d09332
C134,d09563
C135,d08871
C135,d09102
C135,d09333
C135,d09564
C136,d08872
C136,d09103
C136,d09334
C136,d09565
C137,d08873
C137,d09104
C137,d09335
C137,d09566
C138,d08874
C138,d09105
C138,d09336
C138,d09567
C139,d08875
C139,d09106
C139,d09337
C139,d09568
C140,d08876
C140,d09107
C140,d09338
C140,d09569
C141,d08877
C141,d09108
C141,d09339
C141,d09570
C142,d08878
C142,d09109
C142,d09340
C142,d09571
C143,d08879
C143,d09110
C143,d09341
C143,d09572
C144,d08880
C144,d09111
C144,d09342
C144,d09573
C145,d08881
C145,d09112
C145,d09343
C145,d09574
C146,d08882
C146,d09113
C146,d09344
C146,d09575
C147,d08883
C147,d09114
C147,d09345
C147,d09576
C148,d08884
C148,d09115
C148,d09346
C148,d09577
C149,d08885
C149,d09116
C149,d09347
C149,d09578
C150,d08886
C150,d09117
C150,d09348
C150,d09579
C151,d08887
C151,d09118
C151,d09349
C151,d09580
C152,d08888
C152,d09119
C152,d09350
C152,d09581
C153,d08889
C153,d09120
C153,d09351
C153,d09582
C154,d08890
C154,d09121
C154,d09352
C154,d09583
C155,d08891
C155,d09122
C155,d09353
C155,d09584
C156,d08892
C156,d09123
C156,d09354
C156,d09585
C157,d08893
C157,d09124
C157,d09355
C157,d09586
C158,d08894
C158,d09125
C158,d09356
C158,d09587
C159,d08895
C159,d09126
C159,d09357
C159,d09588
C160,d08896
C160,d09127
C160,d09358
C160,d09589
C161,d08897
C161,d09128
C161,d09359
C161,d09590
C162,d08898
C162,d09129
C162,d09360
C162,d09591
C163,d08899
C163,d09130
C163,d09361
C163,d09592
C164,d08900
C164,d09131
C164,d09362
C164,d09593
C165,d08901
C165,d09132
C165,d09363
C165,d09594
C166,d08902
C166,d09133
C166,d09364
C166,d09595
C167,d08903
C167,d09134
C167,d09365
C167,d09596
C168,d08904
C168,d09135
C168,d09366
C168,d09597
C169,d08905
C169,d09136
C169,d09367
C169,d09598
C170,d08906
C170,d09137
C170,d09368
C170,d09599
C171,d08907
C171,d09138
C171,d09369
C171,d09600
C172,d08908
C172,d09139
C172,d09370
C172,d09601
C173,d08909
C173,d09140
C173,d09371
C173,d09602
C174,d08910
C174,d09141
C174,d09372
C174,d09603
C175,d08911
C175,d09142
C175,d09373
C175,d09604
C176,d08912
C176,d09143
C176,d09374
C176,d09605
C177,d08913
C177,d09144
C177,d09375
C177,d09606
C178,d08914
C178,d09145
C178,d09376
C178,d09607
C179,d08915
C179,d09146
C179,d09377
C179,d09608
C180,d08916
C180,d09147
C180,d09378
C180,d09609
C181,d08917
C181,d09148
C181,d09379
C181,d09610
C182,d08918
C182,d09149
C182,d09380
C182,d09611
C183,d08919
C183,d09150
C183,d09381
C183,d09612
C184,d08920
C184,d09151
C184,d09382
C184,d09613
C185,d08921
C185,d09152
C185,d09383
C185,d09614
C186,d08922
C186,d09153
C186,d09384
C186,d09615
C187,d08923
C187,d09154
C187,d09385
C187,d09616
C188,d08924
C188,d09155
C188,d09386
C188,d09617
C189,d08925
C189,d09156
C189,d09387
C189,d09618
C190,d08926
C190,d09157
C190,d09388
C190,d09619
C191,d08927
C191,d09158
C191,d09389
C191,d09620
C192,d08928
C192,d09159
C192,d09390
C192,d09621
C193,d08929
C193,d09160
C193,d09391
C193,d09622
C194,d08930
C194,d09161
C194,d09392
C194,d09623
C195,d08931
C195,d09162
C195,d09393
C195,d09624
C196,d08932
C196,d09163
C196,d09394
C196,d09625
C197,d08933
C197,d09164
C197,d09395
C197,d09626
C198,d08934
C198,d09165
C198,d09396
C198,d09627
C199,d08935
C199,d09166
C199,d09397
C199,d09628
C200,d08936
C200,d09167
C200,d09398
C200,d09629
C201,d08937
C201,d09168
C201,d09399
C201,d09630
C202,d08938
C202,d09169
C202,d09400
C202,d09631
C203,d08939
C203,d09170
C203,d09401
C203,d09632
C204,d08940
C204,d09171
C204,d09402
C204,d09633
C205,d08941
C205,d09172
C205,d09403
C205,d09634
C206,d08942
C206,d09173
C206,d09404
C206,d09635
C207,d08943
C207,d09174
C207,d09405
C207,d09636
C208,d08944
C208,d09175
C208,d09406
C208,d09637
C209,d08945
C209,d09176
C209,d09407
C209,d09638
C210,d08946
C210,d09177
C210,d09408
C210,d09639
C211,d08947
C211,d09178
C211,d09409
C211,d09640
C212,d08948
C212,d09179
C212,d09410
C212,d09641
C213,d08949
C213,d09180
C213,d09411
C213,d09642
C214,d08950
C214,d09181
C214,d09412
C214,d09643
C215,d08951
C215,d09182
C215,d09413
C215,d09644
C216,d08952
C216,d09183
C216,d09414
C216,d09645
C217,d08953
C217,d09184
C217,d09415
C217,d09646
C218,d08954
C218,d09185
C218,d09416
C218,d09647
C219,d08955
C219,d09186
C219,d09417
C219,d09648
C220,d08956
C220,d09187
C220,d09418
C220,d09649
C221,d08957
C221,d09188
C221,d09419
C221,d09650
C222,d08958
C222,d09189
C222,d09420
C222,d09651
C223,d08959
C223,d09190
C223,d09421
C223,d09652
C224,d08960
C224,d09191
C224,d09422
C224,d09653
C225,d08961
C225,d09192
C225,d09423
C225,d09654
C226,d08962
C226,d09193
C226,d09424
C226,d09655
C227,d08963
C227,d09194
C227,d09425
C227,d09656
C228,d08964
C228,d09195
C228,d09426
C228,d09657
C229,d08965
C229,d09196
C229,d09427
C229,d09658
C230,d08966
C230,d09197
C230,d09428
C230,d09659
