Constraint_Group_Type,Period_ID,Variable_Name,Coefficient
Resource,3,C0448,-0.425998861
Resource,3,C0456,-0.362099031
Resource,3,C0463,-0.307784177
Resource,3,C0471,2.0402
Resource,4,C0006,0.219615
Resource,4,C0011,0.26573415
Resource,4,C0016,0.08
Resource,4,C0022,0.088
Resource,4,C0029,0.0968
Resource,4,C0036,0.10648
Resource,4,C0043,0.117128
Resource,4,C0050,0.1288408
Resource,4,C0071,-1.012373763
Resource,4,C0076,-0.731440043
Resource,4,C0083,-0.8242408
Resource,4,C0089,-0.70060468
Resource,4,C0096,-0.595513978
Resource,4,C0103,-0.506186881
Resource,4,C0110,-0.430258849
Resource,4,C0137,1.030301
Resource,4,C0143,0.6655
Resource,4,C0158,0.5324
Resource,4,C0173,0.15
Resource,4,C0187,0.165
Resource,4,C0201,0.1815
Resource,4,C0214,0.19965
Resource,4,C0240,0.2415765
Resource,4,C0311,0.14172488
Resource,4,C0317,-1.6484816
Resource,4,C0332,-1.40120936
Resource,4,C0346,-1.191027956
Resource,4,C0374,-0.860517698
Resource,4,C0400,-0.621724037
Resource,4,C0457,-0.365720022
Resource,4,C0464,-0.310862018
Resource,4,C0472,2.060602
Resource,5,C0009,0.2415765
Resource,5,C0017,0.08
Resource,5,C0023,0.088
Resource,5,C0030,0.0968
Resource,5,C0037,0.10648
Resource,5,C0044,0.117128
Resource,5,C0051,0.1288408
Resource,5,C0058,0.14172488
Resource,5,C0074,-0.869122909
Resource,5,C0079,-0.627941301
Resource,5,C0084,-0.83248328
Resource,5,C0090,-0.707610788
Resource,5,C0097,-0.60146917
Resource,5,C0104,-0.511248794
Resource,5,C0111,-0.434561475
Resource,5,C0118,-0.369377254
Resource,5,C0138,1.0406041
Resource,5,C0144,0.73205
Resource,5,C0159,0.58564
Resource,5,C0174,0.15
Resource,5,C0188,0.165
Resource,5,C0202,0.1815
Resource,5,C0215,0.19965
Resource,5,C0228,0.219615
Resource,5,C0253,0.26573415
Resource,5,C0318,-1.66496648
Resource,5,C0333,-1.415221508
Resource,5,C0347,-1.202938282
Resource,5,C0361,-1.02249754
Resource,5,C0388,-0.738754472
Resource,5,C0465,-0.313970666
Resource,5,C0473,2.0812081
Resource,6,C0012,0.26573415
Resource,6,C0018,0.08
Resource,6,C0024,0.088
Resource,6,C0031,0.0968
Resource,6,C0038,0.10648
Resource,6,C0045,0.117128
Resource,6,C0052,0.1288408
Resource,6,C0059,0.14172488
Resource,6,C0077,-0.746142024
Resource,6,C0085,-0.84080816
Resource,6,C0091,-0.714686936
Resource,6,C0098,-0.607483896
Resource,6,C0105,-0.516361311
Resource,6,C0112,-0.438907115
Resource,6,C0119,-0.373071047
Resource,6,C0126,-0.31711039
Resource,6,C0139,1.0510102
Resource,6,C0145,0.805255
Resource,6,C0160,0.644204
Resource,6,C0175,0.15
Resource,6,C0189,0.165
Resource,6,C0203,0.1815
Resource,6,C0216,0.19965
Resource,6,C0229,0.219615
Resource,6,C0241,0.2415765
Resource,6,C0319,-1.68161616
Resource,6,C0334,-1.429373736
Resource,6,C0348,-1.214967676
Resource,6,C0362,-1.032722524
Resource,6,C0375,-0.877814146
Resource,6,C0401,-0.63422072
Resource,6,C0474,2.1020202
Resource,7,C0025,0.088
Resource,7,C0032,0.0968
Resource,7,C0039,0.10648
Resource,7,C0046,0.117128
Resource,7,C0053,0.1288408
Resource,7,C0060,0.14172488
Resource,7,C0080,-0.640562957
Resource,7,C0086,-0.84921632
Resource,7,C0092,-0.721833872
Resource,7,C0099,-0.613558791
Resource,7,C0106,-0.521524973
Resource,7,C0113,-0.443296227
Resource,7,C0120,-0.376801793
Resource,7,C0127,-0.320281524
Resource,7,C0146,0.8857805
Resource,7,C0161,0.7086244
Resource,7,C0176,0.15
Resource,7,C0190,0.165
Resource,7,C0204,0.1815
Resource,7,C0217,0.19965
Resource,7,C0230,0.219615
Resource,7,C0242,0.2415765
Resource,7,C0254,0.26573415
Resource,7,C0263,0.08
Resource,7,C0320,-1.6984324
Resource,7,C0335,-1.44366754
Resource,7,C0349,-1.227117409
Resource,7,C0363,-1.043049798
Resource,7,C0376,-0.886592328
Resource,7,C0389,-0.753603479
Resource,7,C0475,2.1230405
Resource,7,C0484,1.0615204
Resource,8,C0033,0.0968
Resource,8,C0040,0.10648
Resource,8,C0047,0.117128
Resource,8,C0054,0.1288408
Resource,8,C0061,0.14172488
Resource,8,C0093,-0.729052276
Resource,8,C0100,-0.619694435
Resource,8,C0107,-0.526740269
Resource,8,C0114,-0.447729229
Resource,8,C0121,-0.380569845
Resource,8,C0128,-0.323484368
Resource,8,C0147,0.9743586
Resource,8,C0162,0.7794869
Resource,8,C0177,0.15
Resource,8,C0191,0.165
Resource,8,C0205,0.1815
Resource,8,C0218,0.19965
Resource,8,C0231,0.219615
Resource,8,C0243,0.2415765
Resource,8,C0255,0.26573415
Resource,8,C0264,0.08
Resource,8,C0272,0.088
Resource,8,C0321,-1.7154168
Resource,8,C0336,-1.45810428
Resource,8,C0350,-1.239388638
Resource,8,C0364,-1.053480342
Resource,8,C0377,-0.895458291
Resource,8,C0390,-0.761139547
Resource,8,C0402,-0.646968615
Resource,8,C0412,-0.85770856
Resource,8,C0476,2.144271
Resource,8,C0485,1.0721357
Resource,9,C0041,0.10648
Resource,9,C0048,0.117128
Resource,9,C0055,0.1288408
Resource,9,C0062,0.14172488
Resource,9,C0101,-0.625891404
Resource,9,C0108,-0.532007693
Resource,9,C0115,-0.452206539
Resource,9,C0122,-0.384375558
Resource,9,C0129,-0.326719225
Resource,9,C0148,1.0717945
Resource,9,C0163,0.8574356
Resource,9,C0178,0.15
Resource,9,C0192,0.165
Resource,9,C0206,0.1815
Resource,9,C0219,0.19965
Resource,9,C0232,0.219615
Resource,9,C0244,0.2415765
Resource,9,C0256,0.26573415
Resource,9,C0265,0.08
Resource,9,C0273,0.088
Resource,9,C0280,0.0968
Resource,9,C0322,-1.73257104
Resource,9,C0337,-1.472685384
Resource,9,C0351,-1.251782576
Resource,9,C0365,-1.06401519
Resource,9,C0378,-0.904412911
Resource,9,C0391,-0.768750975
Resource,9,C0403,-0.653438329
Resource,9,C0413,-0.86628568
Resource,9,C0422,-0.736342828
Resource,9,C0477,2.1657138
Resource,9,C0486,1.0828571
Resource,10,C0049,0.117128
Resource,10,C0056,0.1288408
Resource,10,C0063,0.14172488
Resource,10,C0109,-0.537327784
Resource,10,C0116,-0.456728617
Resource,10,C0123,-0.388219324
Resource,10,C0130,-0.329986426
Resource,10,C0149,1.178974
Resource,10,C0164,0.9431792
Resource,10,C0179,0.15
Resource,10,C0193,0.165
Resource,10,C0207,0.1815
Resource,10,C0220,0.19965
Resource,10,C0233,0.219615
Resource,10,C0245,0.2415765
Resource,10,C0257,0.26573415
Resource,10,C0266,0.08
Resource,10,C0274,0.088
Resource,10,C0281,0.0968
Resource,10,C0288,0.10648
Resource,10,C0323,-1.7498968
Resource,10,C0338,-1.48741228
Resource,10,C0352,-1.264300438
Resource,10,C0366,-1.074655372
Resource,10,C0379,-0.913457066
Resource,10,C0392,-0.776438506
Resource,10,C0404,-0.659972731
Resource,10,C0414,-0.87494856
Resource,10,C0423,-0.743706276
Resource,10,C0431,-0.632150335
Resource,10,C0478,2.187371
Resource,10,C0487,1.0936857
Resource,11,C0057,0.1288408
Resource,11,C0064,0.14172488
Resource,11,C0117,-0.461295921
Resource,11,C0124,-0.392101533
Resource,11,C0131,-0.333286303
Resource,11,C0150,1.2968714
Resource,11,C0165,1.0374972
Resource,11,C0180,0.15
Resource,11,C0194,0.165
Resource,11,C0208,0.1815
Resource,11,C0221,0.19965
Resource,11,C0234,0.219615
Resource,11,C0246,0.2415765
Resource,11,C0258,0.26573415
Resource,11,C0267,0.08
Resource,11,C0275,0.088
Resource,11,C0282,0.0968
Resource,11,C0289,0.10648
Resource,11,C0296,0.117128
Resource,11,C0324,-1.76739584
Resource,11,C0339,-1.502286464
Resource,11,C0353,-1.276943494
Resource,11,C0367,-1.08540197
Resource,11,C0380,-0.922591675
Resource,11,C0393,-0.784202923
Resource,11,C0405,-0.666572485
Resource,11,C0415,-0.88369808
Resource,11,C0424,-0.751143368
Resource,11,C0432,-0.638471863
Resource,11,C0440,-0.542701083
Resource,11,C0479,2.2092448
Resource,11,C0488,1.1046226
Resource,12,C0065,0.14172488
Resource,12,C0125,-0.396022574
Resource,12,C0132,-0.336619188
Resource,12,C0151,1.4265586
Resource,12,C0166,1.141247
Resource,12,C0181,0.15
Resource,12,C0195,0.165
Resource,12,C0209,0.1815
Resource,12,C0222,0.19965
Resource,12,C0235,0.219615
Resource,12,C0247,0.2415765
Resource,12,C0259,0.26573415
Resource,12,C0268,0.08
Resource,12,C0276,0.088
Resource,12,C0283,0.0968
Resource,12,C0290,0.10648
Resource,12,C0297,0.117128
Resource,12,C0304,0.1288408
Resource,12,C0325,-1.78506984
Resource,12,C0340,-1.517309364
Resource,12,C0354,-1.289712959
Resource,12,C0368,-1.096256015
Resource,12,C0381,-0.931817613
Resource,12,C0394,-0.792044971
Resource,12,C0406,-0.673238226
Resource,12,C0416,-0.89253512
Resource,12,C0425,-0.758654852
Resource,12,C0433,-0.644856624
Resource,12,C0441,-0.548128131
Resource,12,C0449,-0.465908911
Resource,12,C0480,2.2313373
Resource,12,C0489,1.1156689
Resource,13,C0133,-0.339985383
Resource,13,C0152,1.5692145
Resource,13,C0167,1.2553717
Resource,13,C0182,0.15
Resource,13,C0196,0.165
Resource,13,C0210,0.1815
Resource,13,C0223,0.19965
Resource,13,C0236,0.219615
Resource,13,C0248,0.2415765
Resource,13,C0260,0.26573415
Resource,13,C0269,0.08
Resource,13,C0277,0.088
Resource,13,C0284,0.0968
Resource,13,C0291,0.10648
Resource,13,C0298,0.117128
Resource,13,C0305,0.1288408
Resource,13,C0312,0.14172488
Resource,13,C0326,-1.80292056
Resource,13,C0341,-1.532482476
Resource,13,C0355,-1.302610105
Resource,13,C0369,-1.107218589
Resource,13,C0382,-0.941135801
Resource,13,C0395,-0.79996543
Resource,13,C0407,-0.679970616
Resource,13,C0417,-0.90146048
Resource,13,C0426,-0.766241408
Resource,13,C0434,-0.651305197
Resource,13,C0442,-0.553609417
Resource,13,C0450,-0.470568005
Resource,13,C0458,-0.399982804
Resource,13,C0481,2.2536507
Resource,13,C0490,1.1268256
Resource,14,C0153,1.726136
Resource,14,C0168,1.3809089
Resource,14,C0183,0.15
Resource,14,C0197,0.165
Resource,14,C0211,0.1815
Resource,14,C0224,0.19965
Resource,14,C0237,0.219615
Resource,14,C0249,0.2415765
Resource,14,C0261,0.26573415
Resource,14,C0270,0.08
Resource,14,C0278,0.088
Resource,14,C0285,0.0968
Resource,14,C0292,0.10648
Resource,14,C0299,0.117128
Resource,14,C0306,0.1288408
Resource,14,C0313,0.14172488
Resource,14,C0327,-1.82094984
Resource,14,C0342,-1.547807364
Resource,14,C0356,-1.315636259
Resource,14,C0370,-1.11829082
Resource,14,C0383,-0.950547197
Resource,14,C0396,-0.807965118
Resource,14,C0408,-0.68677035
Resource,14,C0418,-0.91047512
Resource,14,C0427,-0.773903852
Resource,14,C0435,-0.657818274
Resource,14,C0443,-0.559145533
Resource,14,C0451,-0.475273703
Resource,14,C0459,-0.403982648
Resource,14,C0466,-0.34338525
Resource,14,C0482,2.2761873
Resource,14,C0491,1.1380939
Resource,15,C0154,1.8987496
Resource,15,C0169,1.5189998
Resource,15,C0184,0.15
Resource,15,C0198,0.165
Resource,15,C0212,0.1815
Resource,15,C0225,0.19965
Resource,15,C0238,0.219615
Resource,15,C0250,0.2415765
Resource,15,C0262,0.26573415
Resource,15,C0271,0.08
Resource,15,C0279,0.088
Resource,15,C0286,0.0968
Resource,15,C0293,0.10648
Resource,15,C0300,0.117128
Resource,15,C0307,0.1288408
Resource,15,C0314,0.14172488
Resource,15,C0328,-1.83915936
Resource,15,C0343,-1.563285456
Resource,15,C0357,-1.328792638
Resource,15,C0371,-1.129473742
Resource,15,C0384,-0.960052681
Resource,15,C0397,-0.816044779
Resource,15,C0409,-0.693638062
Resource,15,C0419,-0.91957992
Resource,15,C0428,-0.781642932
Resource,15,C0436,-0.664396492
Resource,15,C0444,-0.564737018
Resource,15,C0452,-0.480026466
Resource,15,C0460,-0.408022496
Resource,15,C0467,-0.346819121
Resource,15,C0483,2.2989492
Resource,15,C0492,1.1494749
Demand,1,C0001,3600.0
Demand,1,C0003,2800.0
Demand,1,C0007,2000.0
Demand,1,C0013,2000.0
Demand,1,C0019,1800.0
Demand,1,C0026,1600.0
Demand,1,C0170,4000.0
Demand,1,C0199,3200.0
Demand,1,C0226,2400.0
Demand,1,C0251,1600.0
Demand,1,C0287,1400.0
Demand,1,C0294,1200.0
Demand,1,C0301,1000.0
Demand,1,C0308,800.0
Demand,1,C0493,1.0
Demand,1,C0509,1.0
Demand,2,C0002,3200.0
Demand,2,C0005,2400.0
Demand,2,C0010,1600.0
Demand,2,C0014,2000.0
Demand,2,C0020,1800.0
Demand,2,C0027,1600.0
Demand,2,C0034,1400.0
Demand,2,C0171,4000.0
Demand,2,C0185,3600.0
Demand,2,C0213,2800.0
Demand,2,C0239,2000.0
Demand,2,C0295,1200.0
Demand,2,C0302,1000.0
Demand,2,C0309,800.0
Demand,2,C0494,1.0
Demand,2,C0510,1.0
Demand,3,C0004,2800.0
Demand,3,C0008,2000.0
Demand,3,C0015,2000.0
Demand,3,C0021,1800.0
Demand,3,C0028,1600.0
Demand,3,C0035,1400.0
Demand,3,C0042,1200.0
Demand,3,C0172,4000.0
Demand,3,C0186,3600.0
Demand,3,C0200,3200.0
Demand,3,C0227,2400.0
Demand,3,C0252,1600.0
Demand,3,C0303,1000.0
Demand,3,C0310,800.0
Demand,3,C0495,1.0
Demand,3,C0511,1.0
Demand,4,C0006,2400.0
Demand,4,C0011,1600.0
Demand,4,C0016,2000.0
Demand,4,C0022,1800.0
Demand,4,C0029,1600.0
Demand,4,C0036,1400.0
Demand,4,C0043,1200.0
Demand,4,C0050,1000.0
Demand,4,C0173,4000.0
Demand,4,C0187,3600.0
Demand,4,C0201,3200.0
Demand,4,C0214,2800.0
Demand,4,C0240,2000.0
Demand,4,C0311,800.0
Demand,4,C0496,1.0
Demand,4,C0512,1.0
Demand,5,C0009,2000.0
Demand,5,C0017,2000.0
Demand,5,C0023,1800.0
Demand,5,C0030,1600.0
Demand,5,C0037,1400.0
Demand,5,C0044,1200.0
Demand,5,C0051,1000.0
Demand,5,C0058,800.0
Demand,5,C0174,4000.0
Demand,5,C0188,3600.0
Demand,5,C0202,3200.0
Demand,5,C0215,2800.0
Demand,5,C0228,2400.0
Demand,5,C0253,1600.0
Demand,5,C0497,1.0
Demand,5,C0513,1.0
Demand,6,C0012,1600.0
Demand,6,C0018,2000.0
Demand,6,C0024,1800.0
Demand,6,C0031,1600.0
Demand,6,C0038,1400.0
Demand,6,C0045,1200.0
Demand,6,C0052,1000.0
Demand,6,C0059,800.0
Demand,6,C0175,4000.0
Demand,6,C0189,3600.0
Demand,6,C0203,3200.0
Demand,6,C0216,2800.0
Demand,6,C0229,2400.0
Demand,6,C0241,2000.0
Demand,6,C0498,1.0
Demand,6,C0514,1.0
Demand,7,C0025,1800.0
Demand,7,C0032,1600.0
Demand,7,C0039,1400.0
Demand,7,C0046,1200.0
Demand,7,C0053,1000.0
Demand,7,C0060,800.0
Demand,7,C0176,4000.0
Demand,7,C0190,3600.0
Demand,7,C0204,3200.0
Demand,7,C0217,2800.0
Demand,7,C0230,2400.0
Demand,7,C0242,2000.0
Demand,7,C0254,1600.0
Demand,7,C0263,2000.0
Demand,7,C0499,1.0
Demand,7,C0515,1.0
Demand,8,C0033,1600.0
Demand,8,C0040,1400.0
Demand,8,C0047,1200.0
Demand,8,C0054,1000.0
Demand,8,C0061,800.0
Demand,8,C0177,4000.0
Demand,8,C0191,3600.0
Demand,8,C0205,3200.0
Demand,8,C0218,2800.0
Demand,8,C0231,2400.0
Demand,8,C0243,2000.0
Demand,8,C0255,1600.0
Demand,8,C0264,2000.0
Demand,8,C0272,1800.0
Demand,8,C0500,1.0
Demand,8,C0516,1.0
Demand,9,C0041,1400.0
Demand,9,C0048,1200.0
Demand,9,C0055,1000.0
Demand,9,C0062,800.0
Demand,9,C0178,4000.0
Demand,9,C0192,3600.0
Demand,9,C0206,3200.0
Demand,9,C0219,2800.0
Demand,9,C0232,2400.0
Demand,9,C0244,2000.0
Demand,9,C0256,1600.0
Demand,9,C0265,2000.0
Demand,9,C0273,1800.0
Demand,9,C0280,1600.0
Demand,9,C0501,1.0
Demand,9,C0517,1.0
Demand,10,C0049,1200.0
Demand,10,C0056,1000.0
Demand,10,C0063,800.0
Demand,10,C0179,4000.0
Demand,10,C0193,3600.0
Demand,10,C0207,3200.0
Demand,10,C0220,2800.0
Demand,10,C0233,2400.0
Demand,10,C0245,2000.0
Demand,10,C0257,1600.0
Demand,10,C0266,2000.0
Demand,10,C0274,1800.0
Demand,10,C0281,1600.0
Demand,10,C0288,1400.0
Demand,10,C0502,1.0
Demand,10,C0518,1.0
Demand,11,C0057,1000.0
Demand,11,C0064,800.0
Demand,11,C0180,4000.0
Demand,11,C0194,3600.0
Demand,11,C0208,3200.0
Demand,11,C0221,2800.0
Demand,11,C0234,2400.0
Demand,11,C0246,2000.0
Demand,11,C0258,1600.0
Demand,11,C0267,2000.0
Demand,11,C0275,1800.0
Demand,11,C0282,1600.0
Demand,11,C0289,1400.0
Demand,11,C0296,1200.0
Demand,11,C0503,1.0
Demand,11,C0519,1.0
Demand,12,C0065,800.0
Demand,12,C0181,4000.0
Demand,12,C0195,3600.0
Demand,12,C0209,3200.0
Demand,12,C0222,2800.0
Demand,12,C0235,2400.0
Demand,12,C0247,2000.0
Demand,12,C0259,1600.0
Demand,12,C0268,2000.0
Demand,12,C0276,1800.0
Demand,12,C0283,1600.0
Demand,12,C0290,1400.0
Demand,12,C0297,1200.0
Demand,12,C0304,1000.0
Demand,12,C0504,1.0
Demand,12,C0520,1.0
Demand,13,C0182,4000.0
Demand,13,C0196,3600.0
Demand,13,C0210,3200.0
Demand,13,C0223,2800.0
Demand,13,C0236,2400.0
Demand,13,C0248,2000.0
Demand,13,C0260,1600.0
Demand,13,C0269,2000.0
Demand,13,C0277,1800.0
Demand,13,C0284,1600.0
Demand,13,C0291,1400.0
Demand,13,C0298,1200.0
Demand,13,C0305,1000.0
Demand,13,C0312,800.0
Demand,13,C0505,1.0
Demand,13,C0521,1.0
Demand,14,C0183,4000.0
Demand,14,C0197,3600.0
Demand,14,C0211,3200.0
Demand,14,C0224,2800.0
Demand,14,C0237,2400.0
Demand,14,C0249,2000.0
Demand,14,C0261,1600.0
Demand,14,C0270,2000.0
Demand,14,C0278,1800.0
Demand,14,C0285,1600.0
Demand,14,C0292,1400.0
Demand,14,C0299,1200.0
Demand,14,C0306,1000.0
Demand,14,C0313,800.0
Demand,14,C0506,1.0
Demand,14,C0522,1.0
Demand,15,C0184,4000.0
Demand,15,C0198,3600.0
Demand,15,C0212,3200.0
Demand,15,C0225,2800.0
Demand,15,C0238,2400.0
Demand,15,C0250,2000.0
Demand,15,C0262,1600.0
Demand,15,C0271,2000.0
Demand,15,C0279,1800.0
Demand,15,C0286,1600.0
Demand,15,C0293,1400.0
Demand,15,C0300,1200.0
Demand,15,C0307,1000.0
Demand,15,C0314,800.0
Demand,15,C0507,1.0
Demand,15,C0523,1.0
MinProd,1,C0001,3600.0
MinProd,1,C0003,2800.0
MinProd,1,C0007,2000.0
MinProd,1,C0170,4000.0
MinProd,1,C0199,3200.0
MinProd,1,C0226,2400.0
MinProd,1,C0251,1600.0
MinProd,1,C0493,1.0
MinProd,2,C0002,3200.0
MinProd,2,C0005,2400.0
MinProd,2,C0010,1600.0
MinProd,2,C0171,4000.0
MinProd,2,C0185,3600.0
MinProd,2,C0213,2800.0
MinProd,2,C0239,2000.0
MinProd,2,C0494,1.0
MinProd,3,C0004,2800.0
MinProd,3,C0008,2000.0
MinProd,3,C0172,4000.0
MinProd,3,C0186,3600.0
MinProd,3,C0200,3200.0
MinProd,3,C0227,2400.0
MinProd,3,C0252,1600.0
MinProd,3,C0495,1.0
MinProd,4,C0006,2400.0
MinProd,4,C0011,1600.0
MinProd,4,C0173,4000.0
MinProd,4,C0187,3600.0
MinProd,4,C0201,3200.0
MinProd,4,C0214,2800.0
MinProd,4,C0240,2000.0
MinProd,4,C0496,1.0
MinProd,5,C0009,2000.0
MinProd,5,C0174,4000.0
MinProd,5,C0188,3600.0
MinProd,5,C0202,3200.0
MinProd,5,C0215,2800.0
MinProd,5,C0228,2400.0
MinProd,5,C0253,1600.0
MinProd,5,C0497,1.0
MinProd,6,C0012,1600.0
MinProd,6,C0175,4000.0
MinProd,6,C0189,3600.0
MinProd,6,C0203,3200.0
MinProd,6,C0216,2800.0
MinProd,6,C0229,2400.0
MinProd,6,C0241,2000.0
MinProd,6,C0498,1.0
MinProd,7,C0176,4000.0
MinProd,7,C0190,3600.0
MinProd,7,C0204,3200.0
MinProd,7,C0217,2800.0
MinProd,7,C0230,2400.0
MinProd,7,C0242,2000.0
MinProd,7,C0254,1600.0
MinProd,7,C0499,1.0
MinProd,8,C0177,4000.0
MinProd,8,C0191,3600.0
MinProd,8,C0205,3200.0
MinProd,8,C0218,2800.0
MinProd,8,C0231,2400.0
MinProd,8,C0243,2000.0
MinProd,8,C0255,1600.0
MinProd,8,C0500,1.0
MinProd,9,C0178,4000.0
MinProd,9,C0192,3600.0
MinProd,9,C0206,3200.0
MinProd,9,C0219,2800.0
MinProd,9,C0232,2400.0
MinProd,9,C0244,2000.0
MinProd,9,C0256,1600.0
MinProd,9,C0501,1.0
MinProd,10,C0179,4000.0
MinProd,10,C0193,3600.0
MinProd,10,C0207,3200.0
MinProd,10,C0220,2800.0
MinProd,10,C0233,2400.0
MinProd,10,C0245,2000.0
MinProd,10,C0257,1600.0
MinProd,10,C0502,1.0
MinProd,11,C0180,4000.0
MinProd,11,C0194,3600.0
MinProd,11,C0208,3200.0
MinProd,11,C0221,2800.0
MinProd,11,C0234,2400.0
MinProd,11,C0246,2000.0
MinProd,11,C0258,1600.0
MinProd,11,C0503,1.0
MinProd,12,C0181,4000.0
MinProd,12,C0195,3600.0
MinProd,12,C0209,3200.0
MinProd,12,C0222,2800.0
MinProd,12,C0235,2400.0
MinProd,12,C0247,2000.0
MinProd,12,C0259,1600.0
MinProd,12,C0504,1.0
MinProd,13,C0182,4000.0
MinProd,13,C0196,3600.0
MinProd,13,C0210,3200.0
MinProd,13,C0223,2800.0
MinProd,13,C0236,2400.0
MinProd,13,C0248,2000.0
MinProd,13,C0260,1600.0
MinProd,13,C0505,1.0
MinProd,14,C0183,4000.0
MinProd,14,C0197,3600.0
MinProd,14,C0211,3200.0
MinProd,14,C0224,2800.0
MinProd,14,C0237,2400.0
MinProd,14,C0249,2000.0
MinProd,14,C0261,1600.0
MinProd,14,C0506,1.0
MinProd,15,C0184,4000.0
MinProd,15,C0198,3600.0
MinProd,15,C0212,3200.0
MinProd,15,C0225,2800.0
MinProd,15,C0238,2400.0
MinProd,15,C0250,2000.0
MinProd,15,C0262,1600.0
MinProd,15,C0507,1.0
MaxInv,1,C0013,2000.0
MaxInv,1,C0019,1800.0
MaxInv,1,C0026,1600.0
MaxInv,1,C0287,1400.0
MaxInv,1,C0294,1200.0
MaxInv,1,C0301,1000.0
MaxInv,1,C0308,800.0
MaxInv,1,C0509,1.0
MaxInv,2,C0014,2000.0
MaxInv,2,C0020,1800.0
MaxInv,2,C0027,1600.0
MaxInv,2,C0034,1400.0
MaxInv,2,C0295,1200.0
MaxInv,2,C0302,1000.0
MaxInv,2,C0309,800.0
MaxInv,2,C0510,1.0
MaxInv,3,C0015,2000.0
MaxInv,3,C0021,1800.0
MaxInv,3,C0028,1600.0
MaxInv,3,C0035,1400.0
MaxInv,3,C0042,1200.0
MaxInv,3,C0303,1000.0
MaxInv,3,C0310,800.0
MaxInv,3,C0511,1.0
MaxInv,4,C0016,2000.0
MaxInv,4,C0022,1800.0
MaxInv,4,C0029,1600.0
MaxInv,4,C0036,1400.0
MaxInv,4,C0043,1200.0
MaxInv,4,C0050,1000.0
MaxInv,4,C0311,800.0
MaxInv,4,C0512,1.0
MaxInv,5,C0017,2000.0
MaxInv,5,C0023,1800.0
MaxInv,5,C0030,1600.0
MaxInv,5,C0037,1400.0
MaxInv,5,C0044,1200.0
MaxInv,5,C0051,1000.0
MaxInv,5,C0058,800.0
MaxInv,5,C0513,1.0
MaxInv,6,C0018,2000.0
MaxInv,6,C0024,1800.0
MaxInv,6,C0031,1600.0
MaxInv,6,C0038,1400.0
MaxInv,6,C0045,1200.0
MaxInv,6,C0052,1000.0
MaxInv,6,C0059,800.0
MaxInv,6,C0514,1.0
MaxInv,7,C0025,1800.0
MaxInv,7,C0032,1600.0
MaxInv,7,C0039,1400.0
MaxInv,7,C0046,1200.0
MaxInv,7,C0053,1000.0
