ledger_id,hub_code,wave_code,event_type,message
LEDGER_0001810,H4918528,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0000383,H3674211,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0002931,H5518686,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0004364,H1003661,W4,NOTE,n/a
LEDGER_0004074,H8701987,W4,EXCHANGE_ONLY,manual_review
LEDGER_0000029,H5101794,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0001118,H2321952,W2,EXCHANGE_ONLY,auto_flag
LEDGER_0002449,H6196779,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0001922,H9849028,W2,EXCHANGE_ONLY,auto_flag
LEDGER_0003479,H9233483,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0002252,H2770259,W0,EXCHANGE_ONLY,manual_review
LEDGER_0002993,H6301721,W4,EXCHANGE_ONLY,manual_review
LEDGER_0003721,H5643507,W3,EXCHANGE_ONLY,manual_review
LEDGER_0000601,H8082312,W6,EXCHANGE_ONLY,audit_trace
LEDGER_0003295,H5981170,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0002628,H7867297,W5,EXCHANGE_ONLY,auto_flag
LEDGER_0003039,H8177698,W4,EXCHANGE_ONLY,manual_review
LEDGER_0003134,H2108240,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0001698,H4755549,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0001708,H7587369,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0001969,H9447966,W5,EXCHANGE_ONLY,audit_trace
LEDGER_0001294,H2964336,W5,EXCHANGE_ONLY,auto_flag
LEDGER_0001530,H3970644,W2,EXCHANGE_ONLY,manual_review
LEDGER_0000892,H5520165,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0000280,H6783052,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0000699,H8796573,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0001888,H8214308,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0001663,H6671838,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0002237,H8317092,W4,EXCHANGE_ONLY,manual_review
LEDGER_0002251,H2770259,W0,EXCHANGE_ONLY,manual_review
LEDGER_0000235,H4540345,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0001035,H5668323,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0000744,H7343384,W4,EXCHANGE_ONLY,manual_review
LEDGER_0004450,H9933387,W2,NOTE,ok
LEDGER_0000635,H9049517,W5,EXCHANGE_ONLY,manual_review
LEDGER_0000373,H0609006,W5,EXCHANGE_ONLY,manual_review
LEDGER_0002940,H4623052,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0002623,H7867297,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0000053,H8433724,W0,EXCHANGE_ONLY,manual_review
LEDGER_0004214,H4661483,W3,EXCHANGE_ONLY,manual_review
LEDGER_0000944,H6924583,W2,EXCHANGE_ONLY,auto_flag
LEDGER_0003062,H6736238,W2,EXCHANGE_ONLY,manual_review
LEDGER_0000896,H5520165,W5,EXCHANGE_ONLY,audit_trace
LEDGER_0001681,H6227262,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0002460,H6196779,W5,EXCHANGE_ONLY,audit_trace
LEDGER_0000371,H0609006,W4,EXCHANGE_ONLY,manual_review
LEDGER_0002020,H3684961,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0003910,H1139875,W5,EXCHANGE_ONLY,manual_review
LEDGER_0000737,H4578926,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0001174,H5018652,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0001139,H4674362,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0002836,H3865638,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0001910,H9891865,W2,EXCHANGE_ONLY,manual_review
LEDGER_0001696,H4755549,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0000160,H0453467,W6,EXCHANGE_ONLY,audit_trace
LEDGER_0003875,H7250271,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0001882,H1003661,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0003153,H9094289,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0000099,H8769297,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0003418,H7576030,W6,EXCHANGE_ONLY,auto_flag
LEDGER_0003263,H9956961,W0,EXCHANGE_ONLY,manual_review
LEDGER_0003784,H0453540,W6,EXCHANGE_ONLY,manual_review
LEDGER_0003098,H0044187,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0001016,H5300801,W6,EXCHANGE_ONLY,manual_review
LEDGER_0004387,H4167637,W0,NOTE,n/a
LEDGER_0001951,H8904705,W5,EXCHANGE_ONLY,auto_flag
LEDGER_0001321,H2939724,W2,EXCHANGE_ONLY,auto_flag
LEDGER_0002469,H0184939,W0,EXCHANGE_ONLY,manual_review
LEDGER_0003346,H7002950,W6,EXCHANGE_ONLY,audit_trace
LEDGER_0002063,H0132865,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0002997,H6301721,W6,EXCHANGE_ONLY,manual_review
LEDGER_0002761,H3035187,W5,EXCHANGE_ONLY,auto_flag
LEDGER_0003758,H9250360,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0002676,H7051804,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0003613,H5483658,W3,EXCHANGE_ONLY,manual_review
LEDGER_0001642,H8527371,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0004149,H3419290,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0003707,H6050291,W2,EXCHANGE_ONLY,manual_review
LEDGER_0000552,H2332047,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0000579,H7483072,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0000927,H8813822,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0003914,H9505436,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0001330,H2939724,W6,EXCHANGE_ONLY,manual_review
LEDGER_0003761,H9250360,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0001069,H0699947,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0000260,H4757749,W5,EXCHANGE_ONLY,audit_trace
LEDGER_0003354,H3116908,W1,EXCHANGE_ONLY,manual_review
LEDGER_0000592,H8082312,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0002604,H5939590,W6,EXCHANGE_ONLY,manual_review
LEDGER_0000509,H9588888,W2,EXCHANGE_ONLY,manual_review
LEDGER_0001395,H8339926,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0001257,H8569041,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0002382,H3292857,W6,EXCHANGE_ONLY,manual_review
LEDGER_0003131,H2108240,W3,EXCHANGE_ONLY,manual_review
LEDGER_0004287,H3421223,W6,HEALTHCHECK,heartbeat
LEDGER_0002485,H9418930,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0000007,H5137517,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0000179,H9565684,W0,EXCHANGE_ONLY,manual_review
LEDGER_0002514,H1149426,W6,EXCHANGE_ONLY,audit_trace
LEDGER_0001853,H6804374,W5,EXCHANGE_ONLY,auto_flag
LEDGER_0000434,H8471386,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0000631,H9049517,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0001584,H7955506,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0000457,H2867979,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0001618,H4562395,W5,EXCHANGE_ONLY,audit_trace
LEDGER_0000100,H8769297,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0004110,H7243082,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0002334,H1090912,W1,EXCHANGE_ONLY,manual_review
LEDGER_0001779,H5093798,W1,EXCHANGE_ONLY,manual_review
LEDGER_0003873,H7250271,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0003000,H7022520,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0001625,H8973697,W1,EXCHANGE_ONLY,manual_review
LEDGER_0000970,H6640390,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0000199,H6050098,W2,EXCHANGE_ONLY,auto_flag
LEDGER_0003604,H5483658,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0004105,H3865237,W4,EXCHANGE_ONLY,manual_review
LEDGER_0003444,H1638471,W1,EXCHANGE_ONLY,manual_review
LEDGER_0003617,H5483658,W5,EXCHANGE_ONLY,auto_flag
LEDGER_0003038,H8177698,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0000182,H9565684,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0001664,H6671838,W3,EXCHANGE_ONLY,manual_review
LEDGER_0000677,H6728187,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0003589,H8588819,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0001343,H0229477,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0003440,H1638471,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0000067,H8433724,W4,EXCHANGE_ONLY,manual_review
LEDGER_0000957,H6924583,W5,EXCHANGE_ONLY,audit_trace
LEDGER_0000707,H8796573,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0003411,H7576030,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0003911,H9505436,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0001244,H0003600,W2,EXCHANGE_ONLY,manual_review
LEDGER_0001644,H8527371,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0000499,H5062728,W2,EXCHANGE_ONLY,auto_flag
LEDGER_0003797,H0417320,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0000962,H4306162,W0,EXCHANGE_ONLY,manual_review
LEDGER_0004367,H4299978,W5,INFO,ok
LEDGER_0002022,H3684961,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0003700,H4501807,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0000888,H5520165,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0003439,H1638471,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0001346,H0229477,W6,EXCHANGE_ONLY,auto_flag
LEDGER_0000673,H6728187,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0000881,H9933387,W6,EXCHANGE_ONLY,auto_flag
LEDGER_0000855,H6627690,W5,EXCHANGE_ONLY,auto_flag
LEDGER_0002618,H7867297,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0003838,H5227056,W5,EXCHANGE_ONLY,manual_review
LEDGER_0002034,H5596495,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0000938,H8813822,W4,EXCHANGE_ONLY,manual_review
LEDGER_0003338,H7002950,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0001679,H6227262,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0004191,H7405925,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0003632,H8925420,W0,EXCHANGE_ONLY,manual_review
LEDGER_0001144,H2102870,W2,EXCHANGE_ONLY,auto_flag
LEDGER_0000607,H3311153,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0002705,H4142838,W2,EXCHANGE_ONLY,manual_review
LEDGER_0003755,H5048211,W6,EXCHANGE_ONLY,manual_review
LEDGER_0002700,H4142838,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0001700,H4755549,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0002111,H7729641,W4,EXCHANGE_ONLY,manual_review
LEDGER_0001567,H6470902,W5,EXCHANGE_ONLY,auto_flag
LEDGER_0003149,H9094289,W2,EXCHANGE_ONLY,manual_review
LEDGER_0000412,H4345753,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0002919,H4931571,W1,EXCHANGE_ONLY,manual_review
LEDGER_0000023,H8262235,W4,EXCHANGE_ONLY,manual_review
LEDGER_0001230,H6460269,W6,EXCHANGE_ONLY,auto_flag
LEDGER_0001523,H3970644,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0004454,H5378443,W0,NOTE,ok
LEDGER_0003122,H2108240,W0,EXCHANGE_ONLY,manual_review
LEDGER_0004033,H3253012,W5,EXCHANGE_ONLY,audit_trace
LEDGER_0004152,H3419290,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0003403,H7576030,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0004071,H8701987,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0002206,H9560594,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0004037,H3253012,W6,EXCHANGE_ONLY,audit_trace
LEDGER_0002697,H3638702,W6,EXCHANGE_ONLY,manual_review
LEDGER_0004050,H8607476,W3,EXCHANGE_ONLY,manual_review
LEDGER_0003132,H2108240,W3,EXCHANGE_ONLY,manual_review
LEDGER_0002824,H1359797,W4,EXCHANGE_ONLY,manual_review
LEDGER_0001145,H2102870,W2,EXCHANGE_ONLY,manual_review
LEDGER_0000252,H4757749,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0003047,H3871661,W2,EXCHANGE_ONLY,manual_review
LEDGER_0000415,H4345753,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0002176,H1836689,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0001515,H3475967,W5,EXCHANGE_ONLY,auto_flag
LEDGER_0000561,H2332047,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0002412,H6712659,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0002908,H9730171,W3,EXCHANGE_ONLY,manual_review
LEDGER_0001235,H1861644,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0001929,H9849028,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0000587,H8082312,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0002270,H0333810,W6,EXCHANGE_ONLY,audit_trace
LEDGER_0000839,H6871675,W6,EXCHANGE_ONLY,audit_trace
LEDGER_0001736,H0847956,W2,EXCHANGE_ONLY,auto_flag
LEDGER_0000065,H8433724,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0003309,H8315787,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0000743,H7343384,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0003863,H2032905,W1,EXCHANGE_ONLY,manual_review
LEDGER_0001092,H0280899,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0000145,H0413195,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0003795,H6663011,W6,EXCHANGE_ONLY,manual_review
LEDGER_0001041,H5668323,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0000894,H5520165,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0004221,H4661483,W6,EXCHANGE_ONLY,audit_trace
LEDGER_0002090,H3221534,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0000954,H6924583,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0001227,H6460269,W3,EXCHANGE_ONLY,manual_review
LEDGER_0003383,H2445826,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0001783,H5093798,W1,EXCHANGE_ONLY,manual_review
LEDGER_0001166,H5018652,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0000395,H8734764,W1,EXCHANGE_ONLY,auto_flag
LEDGER_0000255,H4757749,W0,EXCHANGE_ONLY,manual_review
LEDGER_0001878,H1003661,W1,EXCHANGE_ONLY,manual_review
LEDGER_0001936,H9729474,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0003821,H8580754,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0003682,H9880159,W1,EXCHANGE_ONLY,manual_review
LEDGER_0002407,H6712659,W0,EXCHANGE_ONLY,auto_flag
LEDGER_0003590,H8588819,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0004275,H8550925,W4,NOTE,heartbeat
LEDGER_0001760,H3056831,W2,EXCHANGE_ONLY,auto_flag
LEDGER_0003231,H8937969,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0000525,H8695072,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0003380,H7997078,W5,EXCHANGE_ONLY,manual_review
LEDGER_0000266,H4167637,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0001854,H6804374,W6,EXCHANGE_ONLY,audit_trace
LEDGER_0003694,H9880159,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0000043,H5101794,W5,EXCHANGE_ONLY,manual_review
LEDGER_0001279,H6141913,W2,EXCHANGE_ONLY,auto_flag
LEDGER_0003289,H5981170,W1,EXCHANGE_ONLY,manual_review
LEDGER_0001728,H0847956,W0,EXCHANGE_ONLY,manual_review
LEDGER_0003251,H4482614,W1,EXCHANGE_ONLY,manual_review
LEDGER_0001504,H1195802,W6,EXCHANGE_ONLY,auto_flag
LEDGER_0002356,H6536700,W4,EXCHANGE_ONLY,auto_flag
LEDGER_0001444,H1335409,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0004211,H3241509,W6,EXCHANGE_ONLY,auto_flag
LEDGER_0001784,H5093798,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0001170,H5018652,W1,EXCHANGE_ONLY,manual_review
LEDGER_0000591,H8082312,W2,EXCHANGE_ONLY,audit_trace
LEDGER_0003311,H8315787,W1,EXCHANGE_ONLY,manual_review
LEDGER_0001627,H8973697,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0000568,H7483072,W0,EXCHANGE_ONLY,manual_review
LEDGER_0002344,H1090912,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0000289,H6783052,W6,EXCHANGE_ONLY,manual_review
LEDGER_0001275,H9162742,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0001520,H3970644,W0,EXCHANGE_ONLY,manual_review
LEDGER_0003158,H7470068,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0002680,H3638702,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0004336,H2727684,W1,NOTE,n/a
LEDGER_0002187,H5978052,W2,EXCHANGE_ONLY,manual_review
LEDGER_0002153,H3421223,W3,EXCHANGE_ONLY,audit_trace
LEDGER_0002033,H5596495,W0,EXCHANGE_ONLY,manual_review
LEDGER_0000024,H5101794,W0,EXCHANGE_ONLY,manual_review
LEDGER_0002394,H5844145,W4,EXCHANGE_ONLY,audit_trace
LEDGER_0000408,H8734764,W6,EXCHANGE_ONLY,audit_trace
LEDGER_0003372,H7997078,W1,EXCHANGE_ONLY,audit_trace
LEDGER_0003740,H8624449,W6,EXCHANGE_ONLY,audit_trace
LEDGER_0003490,H5931477,W0,EXCHANGE_ONLY,manual_review
LEDGER_0002095,H3221534,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0004267,H2108240,W6,NOTE,heartbeat
LEDGER_0002223,H5698266,W3,EXCHANGE_ONLY,auto_flag
LEDGER_0000498,H5062728,W1,EXCHANGE_ONLY,manual_review
LEDGER_0002925,H4931571,W5,EXCHANGE_ONLY,auto_flag
LEDGER_0001416,H8969662,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0004164,H4488024,W0,EXCHANGE_ONLY,audit_trace
LEDGER_0002533,H0211752,W5,EXCHANGE_ONLY,manual_review
LEDGER_0002246,H1887420,W6,EXCHANGE_ONLY,manual_review
LEDGER_0001782,H5093798,W1,EXCHANGE_ONLY,manual_review
LEDGER_0001926,H9849028,W3,EXCHANGE_ONLY,audit_trace
