rule_id,location_id,wave_id,rule_kind
br_025_6,25,6,EXCHANGE_ONLY
br_026_1,26,1,EXCHANGE_ONLY
br_026_3,26,3,EXCHANGE_ONLY
br_026_4,26,4,EXCHANGE_ONLY
br_026_5,26,5,EXCHANGE_ONLY
br_026_6,26,6,EXCHANGE_ONLY
br_027_1,27,1,EXCHANGE_ONLY
br_027_2,27,2,EXCHANGE_ONLY
br_027_4,27,4,EXCHANGE_ONLY
br_027_6,27,6,EXCHANGE_ONLY
br_028_1,28,1,EXCHANGE_ONLY
br_028_3,28,3,EXCHANGE_ONLY
br_028_4,28,4,EXCHANGE_ONLY
br_029_0,29,0,EXCHANGE_ONLY
br_029_1,29,1,EXCHANGE_ONLY
br_029_2,29,2,EXCHANGE_ONLY
br_029_3,29,3,EXCHANGE_ONLY
br_029_4,29,4,EXCHANGE_ONLY
br_029_5,29,5,EXCHANGE_ONLY
br_029_6,29,6,EXCHANGE_ONLY
br_030_0,30,0,EXCHANGE_ONLY
br_030_2,30,2,EXCHANGE_ONLY
br_030_3,30,3,EXCHANGE_ONLY
br_030_4,30,4,EXCHANGE_ONLY
br_030_5,30,5,EXCHANGE_ONLY
br_031_0,31,0,EXCHANGE_ONLY
br_031_1,31,1,EXCHANGE_ONLY
br_031_2,31,2,EXCHANGE_ONLY
br_031_5,31,5,EXCHANGE_ONLY
br_032_0,32,0,EXCHANGE_ONLY
br_032_3,32,3,EXCHANGE_ONLY
br_032_4,32,4,EXCHANGE_ONLY
br_033_1,33,1,EXCHANGE_ONLY
br_033_2,33,2,EXCHANGE_ONLY
br_033_5,33,5,EXCHANGE_ONLY
br_034_0,34,0,EXCHANGE_ONLY
br_034_2,34,2,EXCHANGE_ONLY
br_034_3,34,3,EXCHANGE_ONLY
br_035_1,35,1,EXCHANGE_ONLY
br_035_2,35,2,EXCHANGE_ONLY
br_035_3,35,3,EXCHANGE_ONLY
br_035_6,35,6,EXCHANGE_ONLY
br_036_0,36,0,EXCHANGE_ONLY
br_036_1,36,1,EXCHANGE_ONLY
br_036_2,36,2,EXCHANGE_ONLY
br_036_3,36,3,EXCHANGE_ONLY
br_036_4,36,4,EXCHANGE_ONLY
br_036_5,36,5,EXCHANGE_ONLY
br_037_0,37,0,EXCHANGE_ONLY
br_037_1,37,1,EXCHANGE_ONLY
br_037_3,37,3,EXCHANGE_ONLY
br_037_4,37,4,EXCHANGE_ONLY
br_037_5,37,5,EXCHANGE_ONLY
br_037_6,37,6,EXCHANGE_ONLY
br_038_0,38,0,EXCHANGE_ONLY
br_038_2,38,2,EXCHANGE_ONLY
br_038_3,38,3,EXCHANGE_ONLY
br_038_5,38,5,EXCHANGE_ONLY
br_039_1,39,1,EXCHANGE_ONLY
br_039_2,39,2,EXCHANGE_ONLY
br_039_4,39,4,EXCHANGE_ONLY
br_039_6,39,6,EXCHANGE_ONLY
br_040_0,40,0,EXCHANGE_ONLY
br_040_1,40,1,EXCHANGE_ONLY
br_040_2,40,2,EXCHANGE_ONLY
br_040_4,40,4,EXCHANGE_ONLY
br_040_5,40,5,EXCHANGE_ONLY
br_040_6,40,6,EXCHANGE_ONLY
br_041_0,41,0,EXCHANGE_ONLY
br_041_3,41,3,EXCHANGE_ONLY
br_041_4,41,4,EXCHANGE_ONLY
br_041_5,41,5,EXCHANGE_ONLY
br_041_6,41,6,EXCHANGE_ONLY
br_042_1,42,1,EXCHANGE_ONLY
br_042_3,42,3,EXCHANGE_ONLY
br_042_5,42,5,EXCHANGE_ONLY
br_043_1,43,1,EXCHANGE_ONLY
br_043_2,43,2,EXCHANGE_ONLY
br_043_3,43,3,EXCHANGE_ONLY
br_043_4,43,4,EXCHANGE_ONLY
br_043_5,43,5,EXCHANGE_ONLY
br_044_1,44,1,EXCHANGE_ONLY
br_044_2,44,2,EXCHANGE_ONLY
br_044_3,44,3,EXCHANGE_ONLY
br_045_1,45,1,EXCHANGE_ONLY
br_045_3,45,3,EXCHANGE_ONLY
br_045_5,45,5,EXCHANGE_ONLY
br_046_0,46,0,EXCHANGE_ONLY
br_046_1,46,1,EXCHANGE_ONLY
br_046_2,46,2,EXCHANGE_ONLY
br_046_3,46,3,EXCHANGE_ONLY
br_046_5,46,5,EXCHANGE_ONLY
br_046_6,46,6,EXCHANGE_ONLY
br_047_0,47,0,EXCHANGE_ONLY
br_047_1,47,1,EXCHANGE_ONLY
br_047_3,47,3,EXCHANGE_ONLY
br_047_5,47,5,EXCHANGE_ONLY
br_047_6,47,6,EXCHANGE_ONLY
br_048_2,48,2,EXCHANGE_ONLY
br_049_1,49,1,EXCHANGE_ONLY
br_049_4,49,4,EXCHANGE_ONLY
br_050_1,50,1,EXCHANGE_ONLY
br_050_2,50,2,EXCHANGE_ONLY
br_050_3,50,3,EXCHANGE_ONLY
br_050_5,50,5,EXCHANGE_ONLY
br_050_6,50,6,EXCHANGE_ONLY
br_051_0,51,0,EXCHANGE_ONLY
br_051_1,51,1,EXCHANGE_ONLY
br_051_2,51,2,EXCHANGE_ONLY
br_052_3,52,3,EXCHANGE_ONLY
br_052_6,52,6,EXCHANGE_ONLY
br_053_1,53,1,EXCHANGE_ONLY
br_053_2,53,2,EXCHANGE_ONLY
br_053_6,53,6,EXCHANGE_ONLY
br_054_0,54,0,EXCHANGE_ONLY
br_054_1,54,1,EXCHANGE_ONLY
br_054_3,54,3,EXCHANGE_ONLY
br_054_5,54,5,EXCHANGE_ONLY
br_055_0,55,0,EXCHANGE_ONLY
br_055_1,55,1,EXCHANGE_ONLY
br_055_5,55,5,EXCHANGE_ONLY
br_056_2,56,2,EXCHANGE_ONLY
br_056_6,56,6,EXCHANGE_ONLY
br_057_2,57,2,EXCHANGE_ONLY
br_057_3,57,3,EXCHANGE_ONLY
br_057_4,57,4,EXCHANGE_ONLY
br_057_5,57,5,EXCHANGE_ONLY
br_057_6,57,6,EXCHANGE_ONLY
br_058_0,58,0,EXCHANGE_ONLY
br_058_1,58,1,EXCHANGE_ONLY
br_058_2,58,2,EXCHANGE_ONLY
br_058_3,58,3,EXCHANGE_ONLY
br_058_5,58,5,EXCHANGE_ONLY
br_059_2,59,2,EXCHANGE_ONLY
br_059_3,59,3,EXCHANGE_ONLY
br_059_5,59,5,EXCHANGE_ONLY
br_060_0,60,0,EXCHANGE_ONLY
br_060_1,60,1,EXCHANGE_ONLY
br_060_2,60,2,EXCHANGE_ONLY
br_060_5,60,5,EXCHANGE_ONLY
br_060_6,60,6,EXCHANGE_ONLY
br_061_0,61,0,EXCHANGE_ONLY
br_061_1,61,1,EXCHANGE_ONLY
br_061_2,61,2,EXCHANGE_ONLY
br_061_4,61,4,EXCHANGE_ONLY
br_061_5,61,5,EXCHANGE_ONLY
br_061_6,61,6,EXCHANGE_ONLY
br_062_0,62,0,EXCHANGE_ONLY
br_062_2,62,2,EXCHANGE_ONLY
br_062_4,62,4,EXCHANGE_ONLY
br_063_0,63,0,EXCHANGE_ONLY
br_063_1,63,1,EXCHANGE_ONLY
br_063_2,63,2,EXCHANGE_ONLY
br_063_4,63,4,EXCHANGE_ONLY
br_064_0,64,0,EXCHANGE_ONLY
br_064_1,64,1,EXCHANGE_ONLY
br_064_2,64,2,EXCHANGE_ONLY
br_064_4,64,4,EXCHANGE_ONLY
br_065_0,65,0,EXCHANGE_ONLY
br_065_2,65,2,EXCHANGE_ONLY
br_065_3,65,3,EXCHANGE_ONLY
br_065_4,65,4,EXCHANGE_ONLY
br_065_5,65,5,EXCHANGE_ONLY
br_066_0,66,0,EXCHANGE_ONLY
br_066_1,66,1,EXCHANGE_ONLY
br_066_5,66,5,EXCHANGE_ONLY
br_067_4,67,4,EXCHANGE_ONLY
br_067_5,67,5,EXCHANGE_ONLY
br_067_6,67,6,EXCHANGE_ONLY
br_068_1,68,1,EXCHANGE_ONLY
br_068_2,68,2,EXCHANGE_ONLY
br_068_5,68,5,EXCHANGE_ONLY
br_069_0,69,0,EXCHANGE_ONLY
br_069_3,69,3,EXCHANGE_ONLY
br_069_5,69,5,EXCHANGE_ONLY
br_069_6,69,6,EXCHANGE_ONLY
br_070_0,70,0,EXCHANGE_ONLY
br_070_2,70,2,EXCHANGE_ONLY
br_070_3,70,3,EXCHANGE_ONLY
br_070_4,70,4,EXCHANGE_ONLY
br_070_5,70,5,EXCHANGE_ONLY
br_070_6,70,6,EXCHANGE_ONLY
br_071_1,71,1,EXCHANGE_ONLY
br_071_2,71,2,EXCHANGE_ONLY
br_071_3,71,3,EXCHANGE_ONLY
br_071_4,71,4,EXCHANGE_ONLY
br_071_6,71,6,EXCHANGE_ONLY
br_072_0,72,0,EXCHANGE_ONLY
br_072_1,72,1,EXCHANGE_ONLY
br_072_2,72,2,EXCHANGE_ONLY
br_072_3,72,3,EXCHANGE_ONLY
br_072_4,72,4,EXCHANGE_ONLY
br_072_5,72,5,EXCHANGE_ONLY
br_073_0,73,0,EXCHANGE_ONLY
br_073_3,73,3,EXCHANGE_ONLY
br_073_5,73,5,EXCHANGE_ONLY
br_074_1,74,1,EXCHANGE_ONLY
br_074_2,74,2,EXCHANGE_ONLY
br_074_4,74,4,EXCHANGE_ONLY
br_075_0,75,0,EXCHANGE_ONLY
br_075_1,75,1,EXCHANGE_ONLY
br_075_3,75,3,EXCHANGE_ONLY
br_075_4,75,4,EXCHANGE_ONLY
br_075_5,75,5,EXCHANGE_ONLY
br_075_6,75,6,EXCHANGE_ONLY
br_076_0,76,0,EXCHANGE_ONLY
br_076_1,76,1,EXCHANGE_ONLY
br_076_5,76,5,EXCHANGE_ONLY
br_076_6,76,6,EXCHANGE_ONLY
br_077_1,77,1,EXCHANGE_ONLY
br_077_2,77,2,EXCHANGE_ONLY
br_077_4,77,4,EXCHANGE_ONLY
br_077_5,77,5,EXCHANGE_ONLY
br_077_6,77,6,EXCHANGE_ONLY
br_078_0,78,0,EXCHANGE_ONLY
br_078_1,78,1,EXCHANGE_ONLY
br_078_5,78,5,EXCHANGE_ONLY
br_079_2,79,2,EXCHANGE_ONLY
br_079_3,79,3,EXCHANGE_ONLY
br_079_5,79,5,EXCHANGE_ONLY
br_080_0,80,0,EXCHANGE_ONLY
br_080_1,80,1,EXCHANGE_ONLY
br_080_3,80,3,EXCHANGE_ONLY
br_081_0,81,0,EXCHANGE_ONLY
br_081_1,81,1,EXCHANGE_ONLY
br_081_3,81,3,EXCHANGE_ONLY
br_082_1,82,1,EXCHANGE_ONLY
br_082_2,82,2,EXCHANGE_ONLY
br_082_5,82,5,EXCHANGE_ONLY
br_082_6,82,6,EXCHANGE_ONLY
br_083_4,83,4,EXCHANGE_ONLY
br_083_5,83,5,EXCHANGE_ONLY
br_084_0,84,0,EXCHANGE_ONLY
br_084_3,84,3,EXCHANGE_ONLY
br_084_4,84,4,EXCHANGE_ONLY
br_084_5,84,5,EXCHANGE_ONLY
br_084_6,84,6,EXCHANGE_ONLY
br_085_1,85,1,EXCHANGE_ONLY
br_085_3,85,3,EXCHANGE_ONLY
br_085_6,85,6,EXCHANGE_ONLY
br_086_0,86,0,EXCHANGE_ONLY
br_086_1,86,1,EXCHANGE_ONLY
br_086_3,86,3,EXCHANGE_ONLY
br_086_6,86,6,EXCHANGE_ONLY
br_087_1,87,1,EXCHANGE_ONLY
br_087_3,87,3,EXCHANGE_ONLY
br_088_1,88,1,EXCHANGE_ONLY
br_088_2,88,2,EXCHANGE_ONLY
br_088_3,88,3,EXCHANGE_ONLY
br_088_4,88,4,EXCHANGE_ONLY
br_089_2,89,2,EXCHANGE_ONLY
br_089_3,89,3,EXCHANGE_ONLY
br_089_5,89,5,EXCHANGE_ONLY
br_090_0,90,0,EXCHANGE_ONLY
br_090_1,90,1,EXCHANGE_ONLY
br_090_3,90,3,EXCHANGE_ONLY
br_091_2,91,2,EXCHANGE_ONLY
br_091_4,91,4,EXCHANGE_ONLY
br_092_0,92,0,EXCHANGE_ONLY
br_092_2,92,2,EXCHANGE_ONLY
br_092_4,92,4,EXCHANGE_ONLY
br_092_5,92,5,EXCHANGE_ONLY
br_093_0,93,0,EXCHANGE_ONLY
br_093_2,93,2,EXCHANGE_ONLY
br_093_3,93,3,EXCHANGE_ONLY
br_093_4,93,4,EXCHANGE_ONLY
br_093_5,93,5,EXCHANGE_ONLY
br_094_0,94,0,EXCHANGE_ONLY
br_094_2,94,2,EXCHANGE_ONLY
br_094_5,94,5,EXCHANGE_ONLY
br_094_6,94,6,EXCHANGE_ONLY
br_095_0,95,0,EXCHANGE_ONLY
br_095_1,95,1,EXCHANGE_ONLY
br_095_2,95,2,EXCHANGE_ONLY
br_095_6,95,6,EXCHANGE_ONLY
br_096_1,96,1,EXCHANGE_ONLY
br_096_2,96,2,EXCHANGE_ONLY
br_096_3,96,3,EXCHANGE_ONLY
br_096_4,96,4,EXCHANGE_ONLY
br_096_5,96,5,EXCHANGE_ONLY
br_097_1,97,1,EXCHANGE_ONLY
br_097_2,97,2,EXCHANGE_ONLY
br_097_3,97,3,EXCHANGE_ONLY
br_097_5,97,5,EXCHANGE_ONLY
br_097_6,97,6,EXCHANGE_ONLY
br_098_3,98,3,EXCHANGE_ONLY
br_098_4,98,4,EXCHANGE_ONLY
br_098_5,98,5,EXCHANGE_ONLY
br_099_1,99,1,EXCHANGE_ONLY
br_099_2,99,2,EXCHANGE_ONLY
br_099_3,99,3,EXCHANGE_ONLY
br_099_5,99,5,EXCHANGE_ONLY
br_099_6,99,6,EXCHANGE_ONLY
br_100_0,100,0,EXCHANGE_ONLY
br_100_1,100,1,EXCHANGE_ONLY
br_100_2,100,2,EXCHANGE_ONLY
br_100_3,100,3,EXCHANGE_ONLY
br_100_4,100,4,EXCHANGE_ONLY
br_100_5,100,5,EXCHANGE_ONLY
br_101_0,101,0,EXCHANGE_ONLY
br_101_2,101,2,EXCHANGE_ONLY
br_101_3,101,3,EXCHANGE_ONLY
br_102_0,102,0,EXCHANGE_ONLY
br_102_1,102,1,EXCHANGE_ONLY
br_102_3,102,3,EXCHANGE_ONLY
br_102_4,102,4,EXCHANGE_ONLY
br_102_5,102,5,EXCHANGE_ONLY
br_103_0,103,0,EXCHANGE_ONLY
br_103_2,103,2,EXCHANGE_ONLY
br_103_5,103,5,EXCHANGE_ONLY
br_103_6,103,6,EXCHANGE_ONLY
br_104_1,104,1,EXCHANGE_ONLY
br_104_2,104,2,EXCHANGE_ONLY
br_104_3,104,3,EXCHANGE_ONLY
br_104_4,104,4,EXCHANGE_ONLY
br_104_5,104,5,EXCHANGE_ONLY
br_104_6,104,6,EXCHANGE_ONLY
br_105_0,105,0,EXCHANGE_ONLY
br_105_5,105,5,EXCHANGE_ONLY
br_105_6,105,6,EXCHANGE_ONLY
br_106_0,106,0,EXCHANGE_ONLY
br_106_3,106,3,EXCHANGE_ONLY
br_106_4,106,4,EXCHANGE_ONLY
br_106_5,106,5,EXCHANGE_ONLY
br_107_0,107,0,EXCHANGE_ONLY
br_107_1,107,1,EXCHANGE_ONLY
br_107_2,107,2,EXCHANGE_ONLY
br_107_4,107,4,EXCHANGE_ONLY
br_107_5,107,5,EXCHANGE_ONLY
br_108_0,108,0,EXCHANGE_ONLY
br_108_2,108,2,EXCHANGE_ONLY
br_108_4,108,4,EXCHANGE_ONLY
br_108_5,108,5,EXCHANGE_ONLY
br_109_0,109,0,EXCHANGE_ONLY
br_109_6,109,6,EXCHANGE_ONLY
br_110_0,110,0,EXCHANGE_ONLY
br_110_4,110,4,EXCHANGE_ONLY
br_110_5,110,5,EXCHANGE_ONLY
br_110_6,110,6,EXCHANGE_ONLY
br_111_1,111,1,EXCHANGE_ONLY
br_111_2,111,2,EXCHANGE_ONLY
br_111_3,111,3,EXCHANGE_ONLY
br_111_4,111,4,EXCHANGE_ONLY
br_111_5,111,5,EXCHANGE_ONLY
br_111_6,111,6,EXCHANGE_ONLY
br_112_0,112,0,EXCHANGE_ONLY
br_112_1,112,1,EXCHANGE_ONLY
br_112_3,112,3,EXCHANGE_ONLY
br_112_4,112,4,EXCHANGE_ONLY
br_112_5,112,5,EXCHANGE_ONLY
br_113_2,113,2,EXCHANGE_ONLY
br_113_3,113,3,EXCHANGE_ONLY
br_113_4,113,4,EXCHANGE_ONLY
br_113_5,113,5,EXCHANGE_ONLY
br_113_6,113,6,EXCHANGE_ONLY
br_114_1,114,1,EXCHANGE_ONLY
br_114_3,114,3,EXCHANGE_ONLY
br_114_4,114,4,EXCHANGE_ONLY
br_114_5,114,5,EXCHANGE_ONLY
br_115_0,115,0,EXCHANGE_ONLY
br_115_1,115,1,EXCHANGE_ONLY
br_115_2,115,2,EXCHANGE_ONLY
br_115_3,115,3,EXCHANGE_ONLY
br_116_0,116,0,EXCHANGE_ONLY
br_116_1,116,1,EXCHANGE_ONLY
br_116_3,116,3,EXCHANGE_ONLY
br_116_4,116,4,EXCHANGE_ONLY
br_116_5,116,5,EXCHANGE_ONLY
br_116_6,116,6,EXCHANGE_ONLY
br_117_0,117,0,EXCHANGE_ONLY
br_117_2,117,2,EXCHANGE_ONLY
br_117_4,117,4,EXCHANGE_ONLY
br_117_5,117,5,EXCHANGE_ONLY
br_118_0,118,0,EXCHANGE_ONLY
br_118_1,118,1,EXCHANGE_ONLY
br_118_2,118,2,EXCHANGE_ONLY
br_118_3,118,3,EXCHANGE_ONLY
br_118_5,118,5,EXCHANGE_ONLY
br_118_6,118,6,EXCHANGE_ONLY
br_119_0,119,0,EXCHANGE_ONLY
br_119_3,119,3,EXCHANGE_ONLY
br_119_4,119,4,EXCHANGE_ONLY
br_119_5,119,5,EXCHANGE_ONLY
br_120_2,120,2,EXCHANGE_ONLY
br_120_6,120,6,EXCHANGE_ONLY
br_121_0,121,0,EXCHANGE_ONLY
br_121_2,121,2,EXCHANGE_ONLY
br_121_3,121,3,EXCHANGE_ONLY
br_121_5,121,5,EXCHANGE_ONLY
br_121_6,121,6,EXCHANGE_ONLY
br_122_0,122,0,EXCHANGE_ONLY
br_122_5,122,5,EXCHANGE_ONLY
br_123_0,123,0,EXCHANGE_ONLY
br_123_1,123,1,EXCHANGE_ONLY
br_123_2,123,2,EXCHANGE_ONLY
br_124_0,124,0,EXCHANGE_ONLY
br_124_1,124,1,EXCHANGE_ONLY
br_124_3,124,3,EXCHANGE_ONLY
br_124_4,124,4,EXCHANGE_ONLY
br_124_6,124,6,EXCHANGE_ONLY
br_125_1,125,1,EXCHANGE_ONLY
br_125_3,125,3,EXCHANGE_ONLY
br_125_4,125,4,EXCHANGE_ONLY
br_125_5,125,5,EXCHANGE_ONLY
br_125_6,125,6,EXCHANGE_ONLY
br_126_0,126,0,EXCHANGE_ONLY
br_126_2,126,2,EXCHANGE_ONLY
br_127_0,127,0,EXCHANGE_ONLY
br_127_2,127,2,EXCHANGE_ONLY
br_127_3,127,3,EXCHANGE_ONLY
br_127_4,127,4,EXCHANGE_ONLY
br_127_5,127,5,EXCHANGE_ONLY
br_128_1,128,1,EXCHANGE_ONLY
br_128_2,128,2,EXCHANGE_ONLY
br_128_3,128,3,EXCHANGE_ONLY
br_128_5,128,5,EXCHANGE_ONLY
br_128_6,128,6,EXCHANGE_ONLY
br_129_0,129,0,EXCHANGE_ONLY
br_129_1,129,1,EXCHANGE_ONLY
br_129_2,129,2,EXCHANGE_ONLY
br_129_4,129,4,EXCHANGE_ONLY
br_129_5,129,5,EXCHANGE_ONLY
br_129_6,129,6,EXCHANGE_ONLY
br_130_1,130,1,EXCHANGE_ONLY
br_130_3,130,3,EXCHANGE_ONLY
br_130_4,130,4,EXCHANGE_ONLY
br_130_6,130,6,EXCHANGE_ONLY
br_131_0,131,0,EXCHANGE_ONLY
br_131_1,131,1,EXCHANGE_ONLY
br_131_2,131,2,EXCHANGE_ONLY
br_131_3,131,3,EXCHANGE_ONLY
br_132_0,132,0,EXCHANGE_ONLY
br_132_2,132,2,EXCHANGE_ONLY
br_132_3,132,3,EXCHANGE_ONLY
br_132_5,132,5,EXCHANGE_ONLY
br_132_6,132,6,EXCHANGE_ONLY
br_133_1,133,1,EXCHANGE_ONLY
br_133_2,133,2,EXCHANGE_ONLY
br_133_3,133,3,EXCHANGE_ONLY
br_133_5,133,5,EXCHANGE_ONLY
br_133_6,133,6,EXCHANGE_ONLY
br_134_1,134,1,EXCHANGE_ONLY
br_134_2,134,2,EXCHANGE_ONLY
br_134_3,134,3,EXCHANGE_ONLY
br_134_4,134,4,EXCHANGE_ONLY
br_134_6,134,6,EXCHANGE_ONLY
br_135_0,135,0,EXCHANGE_ONLY
br_135_2,135,2,EXCHANGE_ONLY
br_135_6,135,6,EXCHANGE_ONLY
br_136_2,136,2,EXCHANGE_ONLY
br_136_4,136,4,EXCHANGE_ONLY
br_136_5,136,5,EXCHANGE_ONLY
br_136_6,136,6,EXCHANGE_ONLY
br_137_1,137,1,EXCHANGE_ONLY
br_137_2,137,2,EXCHANGE_ONLY
br_137_3,137,3,EXCHANGE_ONLY
br_137_5,137,5,EXCHANGE_ONLY
br_138_1,138,1,EXCHANGE_ONLY
br_138_2,138,2,EXCHANGE_ONLY
br_138_4,138,4,EXCHANGE_ONLY
br_138_6,138,6,EXCHANGE_ONLY
br_139_1,139,1,EXCHANGE_ONLY
br_139_2,139,2,EXCHANGE_ONLY
br_139_5,139,5,EXCHANGE_ONLY
br_139_6,139,6,EXCHANGE_ONLY
br_140_3,140,3,EXCHANGE_ONLY
br_140_5,140,5,EXCHANGE_ONLY
br_140_6,140,6,EXCHANGE_ONLY
br_141_2,141,2,EXCHANGE_ONLY
br_141_3,141,3,EXCHANGE_ONLY
br_141_4,141,4,EXCHANGE_ONLY
br_141_5,141,5,EXCHANGE_ONLY
br_142_0,142,0,EXCHANGE_ONLY
br_142_1,142,1,EXCHANGE_ONLY
br_142_2,142,2,EXCHANGE_ONLY
br_142_3,142,3,EXCHANGE_ONLY
br_142_6,142,6,EXCHANGE_ONLY
br_143_2,143,2,EXCHANGE_ONLY
br_143_4,143,4,EXCHANGE_ONLY
br_143_5,143,5,EXCHANGE_ONLY
br_144_0,144,0,EXCHANGE_ONLY
br_144_2,144,2,EXCHANGE_ONLY
br_144_3,144,3,EXCHANGE_ONLY
br_144_5,144,5,EXCHANGE_ONLY
br_144_6,144,6,EXCHANGE_ONLY
br_145_1,145,1,EXCHANGE_ONLY
br_145_2,145,2,EXCHANGE_ONLY
br_145_5,145,5,EXCHANGE_ONLY
br_146_0,146,0,EXCHANGE_ONLY
br_146_2,146,2,EXCHANGE_ONLY
br_146_3,146,3,EXCHANGE_ONLY
br_146_6,146,6,EXCHANGE_ONLY
br_147_0,147,0,EXCHANGE_ONLY
br_147_1,147,1,EXCHANGE_ONLY
br_147_2,147,2,EXCHANGE_ONLY
br_147_4,147,4,EXCHANGE_ONLY
br_147_5,147,5,EXCHANGE_ONLY
br_148_0,148,0,EXCHANGE_ONLY
