department_id,supplier_id,metric_1,metric_2,metric_3,metric_4,metric_5
2,38,0.0734610036,0.0780749992,0.0890379995,0.0992980003,0.1103729978
2,39,0.0821529999,0.0838190019,0.0890860036,0.0996069983,0.0984240025
2,40,0.0789730027,0.0800720006,0.0861179978,0.0993160009,0.1075560004
2,41,0.0830179974,0.1032409966,0.0937630013,0.0967720002,0.1088379994
2,42,0.0691699982,0.0752110034,0.0827319995,0.0949420035,0.1017500013
2,43,0.0625979975,0.0670849979,0.0762979984,0.086097002,0.1064789966
2,44,0.072529003,0.0815040022,0.0886899978,0.0937720016,0.1125719994
2,45,0.0848210007,0.0873169973,0.0948399976,0.0996529981,0.1242360026
2,46,0.0817129984,0.0770030022,0.0851640031,0.096340999,0.1030350029
2,47,0.0869740024,0.0860960037,0.0921230018,0.1048860028,0.1084190011
2,48,0.1129470021,0.0992019996,0.0975759998,0.114899002,0.1317519993
2,49,0.0720219985,0.0751850009,0.0835419968,0.102384001,0.1201499999
3,1,0.0,0.0,0.0,0.0,0.0
3,2,0.0743120015,0.0752710029,0.0797149986,0.092249997,0.0966600031
3,3,0.0624580011,0.0671320036,0.0702179968,0.0885329992,0.0995270014
3,4,0.102884002,0.1047139987,0.1450680047,0.1305129975,0.1610379964
3,5,0.082434997,0.0865549967,0.0934140012,0.1101209968,0.1207830012
3,6,0.0674199983,0.071676001,0.0782700032,0.0936160013,0.0954020023
3,7,0.0653909966,0.0715209991,0.0810849965,0.0877979994,0.0918729976
3,8,0.0595100001,0.0641869977,0.0693119988,0.0795560032,0.091606997
3,9,0.0662560016,0.0736180022,0.0750010014,0.0910769999,0.1033459976
3,10,0.0683500022,0.0773160011,0.0780330002,0.0906829983,0.108889997
3,11,0.0640079975,0.0715679973,0.0790000036,0.1013579965,0.108231999
3,12,0.0714429989,0.0797839984,0.0824299976,0.0990199968,0.1133249998
3,13,0.0643019974,0.0714310035,0.0750320032,0.0871329978,0.1031330004
3,14,0.0658420026,0.0693209991,0.0735400021,0.0896610022,0.1019290015
3,15,0.069291003,0.0748080015,0.085469,0.0937390029,0.1031770036
3,16,0.0660969988,0.0759809986,0.0803050026,0.1008540019,0.1078659967
3,17,0.067166999,0.0735699981,0.073958002,0.0902020037,0.1069739982
3,18,0.0613370016,0.0654200017,0.0720909983,0.0881830007,0.1047929972
3,19,0.0816740021,0.0856100023,0.0973159969,0.1120060012,0.231941998
3,20,0.0858850032,0.0913729966,0.1026469991,0.1091220006,0.1236639991
3,21,0.0,0.0,0.1383849978,0.1419530064,0.1296820045
3,22,0.064809002,0.072691001,0.082434997,0.1052929983,0.1173129976
3,23,0.0684259981,0.0725170001,0.0813120008,0.0960329995,0.102041997
3,24,0.066395998,0.0758579969,0.0828220025,0.1023380011,0.097641997
3,25,0.0835380033,0.0806260034,0.0895000026,0.0944849998,0.1060009971
3,26,0.0689050034,0.0713789985,0.0767930001,0.0942220017,0.1048969999
3,27,0.0748469979,0.0814459994,0.0873330012,0.1095459983,0.1277119964
3,28,0.0737920031,0.072695002,0.0778300017,0.0963039994,0.1245789975
3,29,0.0732870027,0.0797960013,0.0860029981,0.0984679982,0.1107209995
3,30,0.0907339975,0.087206997,0.0962070003,0.1134290025,0.1164920032
3,31,0.0667989999,0.070520997,0.0715010017,0.0943870023,0.1090089977
3,32,0.0607249998,0.0632250011,0.0667430013,0.0794629976,0.0866409987
3,33,0.1214469969,0.1231710017,0.1125570014,0.1234200001,0.1417710036
3,34,0.0,0.0,0.1103970036,0.1010169983,0.0986450016
3,35,0.0777729973,0.0829679966,0.0852489993,0.0981710032,0.1292189956
3,36,0.0657690018,0.0666640028,0.0717599988,0.080558002,0.0903190002
3,37,0.0655980036,0.0732949972,0.0772640035,0.088368997,0.0999580026
3,38,0.0744279996,0.0797820017,0.0875469968,0.1042290032,0.115613997
3,39,0.077486001,0.0780540034,0.0789640024,0.0908809975,0.095321998
3,40,0.0752639994,0.0763669983,0.0811809972,0.1010560021,0.1084119976
3,41,0.0750830024,0.0917820036,0.0850810036,0.0936039984,0.1033179983
3,42,0.0646990016,0.0707219988,0.074281998,0.0937860012,0.0981229991
3,43,0.0613630004,0.0639540032,0.0717599988,0.0809049979,0.1016110033
3,44,0.0705360025,0.0813210011,0.0845009983,0.0935219973,0.1162519976
3,45,0.0838619992,0.0848570019,0.0920590013,0.0967409983,0.1236030012
3,46,0.0785100013,0.0728249997,0.0789379999,0.0956749991,0.1006850004
3,47,0.0819690004,0.0848689973,0.0865240023,0.102098003,0.1035140008
3,48,0.1051480025,0.0955459997,0.0902940035,0.1092019975,0.1270979941
3,49,0.0687439963,0.0717739984,0.0796789974,0.1037850007,0.1237320006
4,1,0.0679100007,0.0740220025,0.0798709989,0.0802320018,0.0831499994
4,2,0.0643540025,0.0651130006,0.0761749968,0.0812779963,0.0805080011
4,3,0.0550570004,0.060504999,0.0726630017,0.0742959976,0.0783130005
4,4,0.0872830003,0.0886159986,0.1357569993,0.1066270024,0.1339340061
4,5,0.0704480037,0.0716100037,0.083411999,0.0904890001,0.0954369977
4,6,0.0587750003,0.0617210008,0.074492,0.0814540014,0.0805649981
4,7,0.0560889989,0.0624729991,0.0727550015,0.0763920024,0.075172998
4,8,0.0517590009,0.0565100014,0.0664390028,0.069358997,0.0739289969
4,9,0.055004999,0.061648,0.0740249977,0.0790299997,0.080020003
4,10,0.0591050014,0.0665960014,0.0739779994,0.0802389979,0.0809469968
4,11,0.0564199984,0.0649190024,0.0813430026,0.1011720002,0.0937820002
4,12,0.0632010028,0.0681700036,0.0772230029,0.0805049986,0.0851479992
4,13,0.0573379993,0.0635820031,0.0732979998,0.077353999,0.0830840021
4,14,0.0557070002,0.060819,0.0710889995,0.0839859992,0.0928009972
4,15,0.0590500012,0.0642390028,0.0779839978,0.0763989985,0.0783189982
4,16,0.0625389963,0.0691889971,0.0793730021,0.088831,0.0874890015
4,17,0.0587109998,0.0653330013,0.0716200024,0.0807389989,0.0813079998
4,18,0.0565069988,0.0619609989,0.0749130026,0.0853440017,0.0955350026
4,19,0.0656189993,0.0678350031,0.0838989988,0.086130999,0.2346110046
4,20,0.0694959983,0.0737039968,0.0920220017,0.0956609994,0.105117999
4,21,0.0,0.0,0.1187010035,0.1146249995,0.0982860029
4,22,0.0591159984,0.0681660026,0.0840680003,0.0920070037,0.0891819969
4,23,0.0615129992,0.0665149987,0.078282997,0.0875509977,0.094731003
4,24,0.0560460016,0.0653780028,0.0803830028,0.0885950029,0.0771410018
4,25,0.0698229969,0.067795001,0.080091998,0.0825930014,0.0876210034
4,26,0.0593620017,0.0623940006,0.0719439983,0.076853998,0.0788239986
4,27,0.0718810037,0.0791419968,0.0912719965,0.1123190001,0.1533280015
4,28,0.0648010001,0.0647939965,0.0767059997,0.0813950002,0.0978529975
4,29,0.0662219971,0.071558997,0.0838610008,0.0867770016,0.0955939963
4,30,0.0743520036,0.0726940036,0.0919950008,0.0944470018,0.0898950025
4,31,0.0600729994,0.0655250028,0.0739979967,0.0879720002,0.0855569988
4,32,0.0531180017,0.0577119999,0.0687279999,0.0741930008,0.0777089968
4,33,0.109013997,0.109104,0.106904,0.1131080016,0.1098679975
4,34,0.0,0.0,0.1128560007,0.0950200036,0.0903519988
4,35,0.0660590008,0.0731799975,0.0866610035,0.0934759974,0.1192260012
4,36,0.0624359995,0.0644610003,0.078801997,0.0801559985,0.0836919993
4,37,0.0575609989,0.0615160018,0.0728790015,0.0742259994,0.0797640011
4,38,0.0634109974,0.0684389994,0.0842050016,0.0941290036,0.1058610007
4,39,0.0699369982,0.0705170035,0.0801279992,0.0853319988,0.0812000036
4,40,0.0651710033,0.0654719993,0.0754460022,0.0832749978,0.0864140019
4,41,0.0652970001,0.0804210007,0.0802799985,0.0809160024,0.0820199996
4,42,0.0559450015,0.0609400012,0.0716520026,0.0781959966,0.0768460035
4,43,0.0523880012,0.0562390015,0.0687080026,0.0694470033,0.0787969977
4,44,0.0614669994,0.0693430007,0.0783250034,0.0780560002,0.1008419991
4,45,0.0748509988,0.0769269988,0.0886519998,0.0936290026,0.1069630012
4,46,0.0685449988,0.0630989969,0.0753000006,0.0817719996,0.0806400031
4,47,0.0688180029,0.0681869984,0.0800559968,0.0891830027,0.0892840028
4,48,0.0897329971,0.0782739967,0.0851209983,0.0948759988,0.1045140028
4,49,0.0614640005,0.0656690001,0.0791240036,0.0863540024,0.0886349976
5,1,0.0870700032,0.0971029997,0.0939560011,0.1072610021,0.1196200028
5,2,0.0848790035,0.090640001,0.0945419967,0.1123770028,0.121100001
5,3,0.0730310008,0.0800860003,0.0847759992,0.0995529965,0.1122130007
5,4,0.1108739972,0.113661997,0.1689649969,0.1449719965,0.1581999958
5,5,0.0895100012,0.0922899991,0.0969339982,0.1183980033,0.1335050017
5,6,0.0777570009,0.0842470005,0.0897030011,0.1140879989,0.1194050014
5,7,0.0721929967,0.0795719996,0.0836419985,0.0959860012,0.107423
5,8,0.0678379983,0.0745709985,0.0801900029,0.0953700021,0.1044699997
5,9,0.0705830008,0.0807000026,0.0841120034,0.1058159992,0.1193659976
5,10,0.0785439983,0.0878909975,0.0865269974,0.108122997,0.1247320026
5,11,0.0711370036,0.0841069967,0.089635998,0.1142050028,0.1267890036
5,12,0.0804070011,0.0869959965,0.0883100033,0.1069590002,0.1183409989
5,13,0.073210001,0.0814350024,0.084811002,0.101631999,0.1183580011
5,14,0.0732989982,0.0791319981,0.0855320022,0.106269002,0.1133370027
5,15,0.0768119991,0.0854080021,0.0916770026,0.1095459983,0.1199989989
5,16,0.0768179968,0.0874380022,0.0889429972,0.1111819968,0.1202339977
5,17,0.0748749971,0.0820930004,0.0819900036,0.1015110016,0.1120660007
5,18,0.0736870021,0.0837230012,0.0901710019,0.115180999,0.1328770071
5,19,0.0890050009,0.0928310007,0.1042469963,0.1203299984,0.1796340048
5,20,0.0970330015,0.1053910032,0.1205649972,0.1384759992,0.1511819959
5,21,0.0,0.0,0.1519490033,0.1583199948,0.1579380035
5,22,0.0745640025,0.0829040036,0.0894810036,0.1131160036,0.1228760034
5,23,0.0755089968,0.0801709965,0.0858099982,0.1008130014,0.1159000024
5,24,0.075939998,0.094140999,0.1008059978,0.1273570061,0.1199190021
5,25,0.0917939991,0.0915049985,0.0988209993,0.1105500013,0.1226790026
5,26,0.0767759979,0.0801889971,0.0840269998,0.1061789989,0.1277949959
5,27,0.0823019966,0.0884239972,0.092283003,0.1122509986,0.1241549999
5,28,0.0835200027,0.0849639997,0.0896409974,0.1081809998,0.1336469948
5,29,0.0798949972,0.0873359963,0.0924400017,0.1026870012,0.1138219982
5,30,0.1003279984,0.1012059972,0.110574998,0.1332529932,0.136281997
5,31,0.0758040026,0.0873100013,0.0865119994,0.1106489971,0.1187440008
5,32,0.0712300017,0.0770360008,0.0815069973,0.0997499973,0.113146998
5,33,0.1265619993,0.1286330074,0.122957997,0.1388510019,0.1510500014
5,34,0.0,0.0,0.1441089958,0.1315560043,0.1345269978
5,35,0.0838989988,0.0887489989,0.0915110037,0.1104459986,0.1486479938
5,36,0.0787310004,0.0833320022,0.088816002,0.1039299965,0.1172150001
5,37,0.0761270002,0.0842899978,0.0904740021,0.1081990004,0.1222060025
5,38,0.0840070024,0.091963999,0.0983679965,0.1195989996,0.1248359978
5,39,0.0902210027,0.0925310031,0.0938009992,0.1105289981,0.1183549985
5,40,0.0858329982,0.0877759978,0.0938510001,0.1150050014,0.1279119998
5,41,0.085359998,0.101331003,0.0978299975,0.1155439988,0.1305750012
5,42,0.0729160011,0.079806,0.0836019963,0.1034009978,0.1105350032
5,43,0.0691139996,0.0749379992,0.0834869966,0.0980969965,0.126376003
5,44,0.0816290006,0.0931880027,0.0991199985,0.1138729975,0.1432850063
5,45,0.0937220007,0.0989219993,0.1070580035,0.1160020009,0.1279640049
5,46,0.0867620036,0.082039997,0.089873001,0.1102629974,0.1253920048
5,47,0.0887190029,0.0898260027,0.0917939991,0.1099010035,0.1288930029
5,48,0.109269999,0.1010129973,0.0975459963,0.1196789965,0.1488689929
5,49,0.0820579976,0.0880440027,0.0931840017,0.1299310029,0.1337720007
6,1,0.0845900029,0.0942530036,0.0899460018,0.0996489972,0.1075169966
6,2,0.0850619972,0.0889680013,0.0930380002,0.1055139974,0.1105580032
6,3,0.0711600035,0.077610001,0.0823640004,0.0927509964,0.1036569998
6,4,0.1143959984,0.1177959964,0.1653549969,0.1448220015,0.1560979933
6,5,0.0890809968,0.0914900005,0.0970980003,0.1077999994,0.1176109985
6,6,0.0765009969,0.0831250027,0.0925460011,0.1138280034,0.1162300035
6,7,0.0731030032,0.0824180022,0.0884430036,0.0992339998,0.1033679992
6,8,0.0681810006,0.0737190023,0.0787559971,0.0897570029,0.0978339985
6,9,0.0701690018,0.0795060024,0.083186999,0.0972710028,0.1079360023
6,10,0.0759539977,0.0865179971,0.0866110027,0.0980350003,0.1107800007
6,11,0.0684180036,0.0776479989,0.0827950016,0.1008979976,0.1142809987
6,12,0.0782670006,0.085349001,0.0869090036,0.0983249992,0.1081919968
6,13,0.0700760037,0.078925997,0.0807280019,0.0942339972,0.1096879989
6,14,0.0757709965,0.0815080032,0.08433,0.1003289968,0.1139530018
6,15,0.081054002,0.0878259987,0.0940760002,0.0974450037,0.1082490012
6,16,0.0746980011,0.0840749964,0.0885460004,0.1045079976,0.1111769974
6,17,0.0706819966,0.0773269981,0.0780659989,0.0907109976,0.0999720022
6,18,0.0716039985,0.0784830004,0.0846059993,0.1023249999,0.1166829988
6,19,0.0833479986,0.0890420005,0.095416002,0.1067790017,0.1870660037
6,20,0.0983909965,0.1053820029,0.1220780015,0.1306190044,0.1457809955
6,21,0.0,0.0,0.1634259969,0.1546519995,0.147792995
6,22,0.0683009997,0.0766519979,0.0836450011,0.0997169986,0.1121890023
6,23,0.0735709965,0.0770180002,0.0819030032,0.0930100009,0.1091549993
6,24,0.0754259974,0.0960170031,0.1032579988,0.1206850037,0.1050890014
6,25,0.0881400034,0.0877700001,0.095183,0.098364003,0.1110330001
6,26,0.075639002,0.0784400031,0.080606997,0.0960960016,0.1096860021
6,27,0.0788410008,0.0857470036,0.091440998,0.1066109985,0.1315049976
6,28,0.0817930028,0.0823919997,0.0877910033,0.1000299975,0.1200029999
6,29,0.0798910037,0.0838470012,0.0898300037,0.1038680002,0.1156399995
6,30,0.098811999,0.0962219983,0.1070249975,0.1211989969,0.1204269975
6,31,0.0747789964,0.081573002,0.0821209997,0.100879997,0.1076890007
6,32,0.0734499991,0.0796229988,0.0835610032,0.0945879966,0.100707002
6,33,0.1225799993,0.1253000051,0.1172249988,0.1225939989,0.1372170001
6,34,0.0,0.0,0.1379099935,0.1198080033,0.1178509966
6,35,0.0791649967,0.0849040002,0.0881289989,0.0990469977,0.1353549957
6,36,0.0775189996,0.0806159973,0.0880860016,0.0956989974,0.1059210002
6,37,0.0746089965,0.0811470002,0.0880089998,0.0989139974,0.115218997
6,38,0.0809929967,0.0890420005,0.0938680023,0.1104400009,0.1218969971
6,39,0.0943289995,0.0931989998,0.0960720032,0.1147970036,0.1172730029
6,40,0.0861549973,0.0862869993,0.0885889977,0.0985329971,0.1122189984
6,41,0.0917909965,0.1083619967,0.098736003,0.1007779986,0.1110699996
6,42,0.068948999,0.0739049986,0.0787390023,0.0916989967,0.1003110036
6,43,0.0666280016,0.0713509992,0.0785249993,0.0856880024,0.1087779999
6,44,0.0799470022,0.0913740024,0.0973910019,0.1057260036,0.1313540041
6,45,0.0921429992,0.0955689996,0.1017879993,0.1073699966,0.1217060015
6,46,0.0866589993,0.0815469995,0.0891389996,0.0994910002,0.109623
6,47,0.0878909975,0.0876939967,0.0908439979,0.103583999,0.1167019978
6,48,0.1040569991,0.0986490026,0.0948660001,0.1077010036,0.1319849938
6,49,0.0809950009,0.0852470025,0.0926890001,0.1192940027,0.1212180033
7,1,0.0821420029,0.0917600021,0.0929379985,0.1021730006,0.1040299982
7,2,0.0766910017,0.0807899982,0.0895719975,0.1018439978,0.1047990024
7,3,0.0668779984,0.0739409998,0.0829230025,0.0919170007,0.098522
7,4,0.1025319993,0.1075709984,0.1588830054,0.1349910051,0.1541209966
7,5,0.0859619975,0.0898009986,0.0996420011,0.1174779981,0.1160980016
7,6,0.0721440017,0.0785359964,0.0898739994,0.1030860022,0.1032729968
7,7,0.0670109987,0.0754579976,0.0856729969,0.096231997,0.0991630033
7,8,0.0611400008,0.0686929971,0.0773499981,0.089925997,0.0930370018
7,9,0.0667459965,0.0778099969,0.0859709978,0.1015850008,0.1041420028
7,10,0.072319001,0.082911998,0.0883129984,0.1019280031,0.1078929976
7,11,0.0661540031,0.0749149993,0.0855040029,0.1029250026,0.1078919992
7,12,0.0751279965,0.0835480019,0.0915620029,0.1049849987,0.1059390008
7,13,0.0675830022,0.0774900019,0.0826250017,0.0963419974,0.1083820015
7,14,0.0667439997,0.0739860013,0.0821970031,0.0993700027,0.1073269993
7,15,0.0713159963,0.0789360031,0.0922449976,0.1004540026,0.1052689999
7,16,0.0728060007,0.0831609964,0.0924400017,0.1111959964,0.1107380018
7,17,0.0682019964,0.075654,0.0783220008,0.0915630013,0.0977670029
7,18,0.0678820014,0.0764850006,0.0874829963,0.1082310006,0.1237670034
7,19,0.0817639977,0.0845609978,0.0980530009,0.1106000021,0.1985040009
7,20,0.0854239985,0.0942230001,0.1124870032,0.1198550016,0.1363980025
7,21,0.0,0.0,0.1422519982,0.1497189999,0.1340450048
7,22,0.0705910027,0.081625998,0.0924549997,0.1082390025,0.1107710004
7,23,0.0715880021,0.0772980005,0.0880590007,0.1028449982,0.1040249988
7,24,0.0670339987,0.0810009986,0.0929310024,0.1125399992,0.1014880016
7,25,0.0848739967,0.0844340026,0.0957729965,0.0998610035,0.1076510027
7,26,0.0708269998,0.0755790025,0.0829489976,0.0983129963,0.1042829975
7,27,0.0787030011,0.088349998,0.0982690006,0.1204940006,0.1319990009
7,28,0.0759430006,0.0765279979,0.0848359987,0.0994950011,0.1148149967
7,29,0.0759110004,0.0820610002,0.0902990028,0.099808,0.1074239984
7,30,0.0934609994,0.0924360007,0.1068940014,0.1188379973,0.1133389995
7,31,0.0708959997,0.0796430036,0.0866950005,0.1094769984,0.1078549996
7,32,0.0642310008,0.0708729997,0.0786890015,0.0915760025,0.0961719975
7,33,0.1227570027,0.1287180036,0.120190002,0.1298819929,0.131291002
7,34,0.0,0.0,0.1342269927,0.1161779985,0.1123220026
7,35,0.081648998,0.0905570015,0.0980850011,0.1091620028,0.1306200027
7,36,0.0748160034,0.0771190003,0.0885820016,0.095435001,0.099826999
7,37,0.0684980005,0.0769980028,0.0866490006,0.0982500017,0.1084019989
7,38,0.0782330036,0.0868479982,0.0970999971,0.1088740006,0.1098299995
7,39,0.0837619975,0.0857499987,0.0927169994,0.1052360013,0.109736003
7,40,0.0771009997,0.0792170018,0.0873849988,0.1009569988,0.1064219996
7,41,0.0792889968,0.0965310037,0.0965040028,0.101921998,0.1044500023
7,42,0.0670839995,0.0737299994,0.0826649964,0.0957769975,0.0979230031
7,43,0.062295001,0.0690710023,0.0817290023,0.0883949995,0.1045759991
7,44,0.0732799992,0.0851769969,0.0919670016,0.0967879966,0.1213440001
7,45,0.0870200023,0.0921949968,0.1029689983,0.1073430032,0.1191890016
7,46,0.0815899968,0.0773020014,0.0878480002,0.1014259979,0.1047360003
7,47,0.0852470025,0.0870509967,0.0941860005,0.1041140035,0.1096789986
7,48,0.1062150002,0.0998290032,0.0983129963,0.1154389977,0.1252299994
7,49,0.0751990005,0.0813720003,0.0933820009,0.1191369966,0.1236869991
8,1,0.0854799971,0.0884670019,0.0832670033,0.095036,0.0991069973
8,2,0.0808369964,0.0798349977,0.0818379968,0.0950310007,0.0992330015
8,3,0.0691289976,0.0710380003,0.0741790012,0.0877519995,0.0969099998
8,4,0.1058389992,0.1056789979,0.1513080001,0.1306000054,0.1596439928
8,5,0.0884130001,0.0873479992,0.0915570036,0.1093090028,0.1114920005
8,6,0.0749220029,0.0759780034,0.0810590014,0.0949259996,0.0968659967
8,7,0.0685480013,0.073224999,0.0775019974,0.089858003,0.092193
8,8,0.0629889965,0.0661119968,0.0687099993,0.0824230015,0.0882660002
8,9,0.0708509982,0.0763830021,0.0793099999,0.0972599983,0.0978989974
8,10,0.0774289966,0.0835760012,0.0834669992,0.0994049981,0.1110040024
8,11,0.0708749965,0.0756419972,0.0812560022,0.105979003,0.1158540025
8,12,0.0762289986,0.0795340016,0.081092,0.0971890017,0.1070789993
8,13,0.0703260005,0.074006997,0.0748950019,0.0890400037,0.0959659964
8,14,0.0732820034,0.0752269998,0.0778229982,0.0940750018,0.1034400016
8,15,0.0727699995,0.0769739971,0.084735997,0.098917,0.1035950035
8,16,0.075139001,0.0811079964,0.0839819983,0.1059240028,0.1163059995
8,17,0.072300002,0.078143999,0.0781150013,0.0955960006,0.1046100035
8,18,0.071424,0.0750949979,0.0801139995,0.1019489989,0.1118829995
8,19,0.0868009999,0.0854849964,0.0886740014,0.1072280034,0.2225980014
8,20,0.0900319964,0.0910150036,0.1013939977,0.1131620035,0.1269810051
8,21,0.0,0.0,0.1345960051,0.1396709979,0.1310009956
