cap_group_id,max_selected
K0159,0.0
K0160,0.0
K0161,0.0
K0162,0.0
K0163,0.0
K0164,0.0
K0165,0.0
K0166,0.0
K0167,0.0
K0168,0.0
K0169,0.0
K0170,0.0
K0171,0.0
K0172,0.0
K0173,0.0
K0174,0.0
K0175,0.0
K0176,0.0
K0177,0.0
K0178,0.0
K0179,0.0
K0180,0.0
K0181,0.0
K0182,0.0
K0183,0.0
K0184,0.0
K0185,0.0
K0186,0.0
K0187,0.0
K0188,0.0
K0189,0.0
K0190,0.0
K0191,0.0
K0192,0.0
K0193,0.0
K0194,0.0
K0195,0.0
K0196,0.0
K0197,0.0
K0198,0.0
K0199,0.0
K0200,0.0
K0201,0.0
K0202,0.0
K0203,0.0
K0204,0.0
K0205,0.0
K0206,0.0
K0207,0.0
K0208,0.0
K0209,0.0
K0210,0.0
K0211,0.0
K0212,0.0
K0213,0.0
K0214,0.0
K0215,0.0
K0216,0.0
K0217,0.0
K0218,0.0
K0219,0.0
K0220,0.0
K0221,0.0
K0222,0.0
K0223,0.0
K0224,0.0
K0225,0.0
K0226,0.0
K0227,0.0
K0228,0.0
K0229,0.0
K0230,0.0
K0231,0.0
K0232,0.0
K0233,0.0
K0234,0.0
K0235,0.0
K0236,0.0
K0237,0.0
K0238,0.0
K0239,0.0
K0240,0.0
K0241,0.0
K0242,0.0
K0243,0.0
K0244,0.0
K0245,0.0
K0246,0.0
K0247,0.0
K0248,0.0
K0249,0.0
K0250,0.0
K0251,0.0
K0252,0.0
K0253,0.0
K0254,0.0
K0255,0.0
K0256,0.0
K0257,0.0
K0258,0.0
K0259,0.0
K0260,0.0
K0261,0.0
K0262,0.0
K0263,0.0
K0264,0.0
K0265,0.0
K0266,0.0
K0267,0.0
K0268,0.0
K0269,0.0
K0270,0.0
K0271,0.0
K0272,0.0
K0273,0.0
K0274,0.0
K0275,0.0
K0276,0.0
K0277,0.0
K0278,0.0
K0279,0.0
K0280,0.0
K0281,0.0
K0282,0.0
K0283,0.0
K0284,0.0
K0285,0.0
K0286,0.0
K0287,0.0
K0288,0.0
K0289,0.0
K0290,0.0
K0291,0.0
K0292,0.0
K0293,0.0
K0294,0.0
K0295,0.0
K0296,0.0
K0297,0.0
K0298,0.0
K0299,0.0
K0300,0.0
K0301,0.0
K0302,0.0
K0303,0.0
K0304,0.0
K0305,0.0
K0306,0.0
K0307,0.0
K0308,0.0
K0309,0.0
K0310,0.0
K0311,0.0
K0312,0.0
K0313,0.0
K0314,0.0
K0315,0.0
K0316,0.0
K0317,0.0
K0318,0.0
K0319,0.0
K0320,0.0
K0321,0.0
K0322,0.0
K0323,0.0
K0324,0.0
K0325,0.0
K0326,0.0
K0327,0.0
K0328,0.0
K0329,0.0
K0330,0.0
K0331,0.0
K0332,0.0
K0333,0.0
K0334,0.0
K0335,0.0
K0336,0.0
K0337,0.0
K0338,0.0
K0339,0.0
K0340,0.0
K0341,0.0
K0342,0.0
K0343,0.0
K0344,0.0
K0345,0.0
K0346,0.0
K0347,0.0
K0348,0.0
K0349,0.0
K0350,0.0
K0351,0.0
K0352,0.0
K0353,0.0
K0354,0.0
K0355,0.0
K0356,0.0
K0357,0.0
K0358,0.0
K0359,0.0
K0360,0.0
K0361,0.0
K0362,0.0
K0363,0.0
K0364,0.0
K0365,0.0
K0366,0.0
K0367,0.0
K0368,0.0
K0369,0.0
K0370,0.0
K0371,0.0
K0372,0.0
K0373,0.0
K0374,0.0
K0375,0.0
K0376,0.0
K0377,0.0
K0378,0.0
K0379,0.0
K0380,0.0
K0381,0.0
K0382,0.0
K0383,0.0
K0384,0.0
K0385,0.0
K0386,0.0
K0387,0.0
K0388,0.0
K0389,0.0
K0390,0.0
K0391,0.0
K0392,0.0
K0393,0.0
K0394,0.0
K0395,0.0
K0396,0.0
K0397,0.0
K0398,0.0
K0399,0.0
K0400,0.0
K0401,0.0
K0402,0.0
K0403,0.0
K0404,0.0
K0405,0.0
K0406,0.0
K0407,0.0
K0408,0.0
K0409,0.0
K0410,0.0
K0411,0.0
K0412,0.0
K0413,0.0
K0414,0.0
K0415,0.0
K0416,0.0
K0417,0.0
K0418,0.0
K0419,0.0
K0420,0.0
K0421,0.0
K0422,0.0
K0423,0.0
K0424,0.0
K0425,0.0
K0426,0.0
K0427,0.0
K0428,0.0
K0429,0.0
K0430,0.0
K0431,0.0
K0432,0.0
K0433,0.0
K0434,0.0
K0435,0.0
K0436,0.0
K0437,0.0
K0438,0.0
K0439,0.0
K0440,0.0
K0441,0.0
K0442,0.0
K0443,0.0
K0444,0.0
K0445,0.0
K0446,0.0
K0447,0.0
K0448,0.0
K0449,0.0
K0450,0.0
K0451,0.0
K0452,0.0
K0453,0.0
K0454,0.0
K0455,0.0
K0456,0.0
K0457,0.0
K0458,0.0
K0459,0.0
K0460,0.0
K0461,0.0
K0462,0.0
K0463,0.0
K0464,0.0
K0465,0.0
K0466,0.0
K0467,0.0
K0468,0.0
K0469,0.0
K0470,0.0
K0471,0.0
K0472,0.0
K0473,0.0
K0474,0.0
K0475,0.0
K0476,0.0
K0477,0.0
K0478,0.0
K0479,0.0
K0480,0.0
K0481,0.0
K0482,0.0
K0483,0.0
K0484,0.0
K0485,0.0
K0486,0.0
K0487,0.0
K0488,0.0
K0489,0.0
K0490,0.0
K0491,0.0
K0492,0.0
K0493,0.0
K0494,0.0
K0495,0.0
K0496,0.0
K0497,0.0
K0498,0.0
K0499,0.0
K0500,0.0
K0501,0.0
K0502,0.0
K0503,0.0
K0504,0.0
K0505,0.0
K0506,0.0
K0507,0.0
K0508,0.0
K0509,0.0
K0510,0.0
K0511,0.0
K0512,0.0
K0513,0.0
K0514,0.0
K0515,0.0
K0516,0.0
K0517,0.0
K0518,0.0
K0519,0.0
K0520,0.0
K0521,0.0
K0522,0.0
K0523,0.0
K0524,0.0
K0525,0.0
K0526,0.0
K0527,0.0
K0528,0.0
K0529,0.0
K0530,0.0
K0531,0.0
K0532,0.0
K0533,0.0
K0534,0.0
K0535,0.0
K0536,0.0
K0537,0.0
K0538,0.0
K0539,0.0
K0540,0.0
K0541,0.0
K0542,0.0
K0543,0.0
K0544,0.0
K0545,0.0
K0546,0.0
K0547,0.0
K0548,0.0
K0549,0.0
K0550,0.0
K0551,0.0
K0552,0.0
K0553,0.0
K0554,0.0
K0555,0.0
K0556,0.0
K0557,0.0
K0558,0.0
K0559,0.0
K0560,0.0
K0561,0.0
K0562,0.0
K0563,0.0
K0564,0.0
K0565,0.0
K0566,0.0
K0567,0.0
K0568,0.0
K0569,0.0
K0570,0.0
K0571,0.0
K0572,0.0
K0573,0.0
K0574,0.0
K0575,0.0
K0576,0.0
K0577,0.0
K0578,0.0
K0579,0.0
K0580,0.0
K0581,0.0
K0582,0.0
K0583,0.0
K0584,0.0
K0585,0.0
K0586,0.0
K0587,0.0
K0588,0.0
K0589,0.0
K0590,0.0
K0591,0.0
K0592,0.0
K0593,0.0
K0594,0.0
K0595,0.0
K0596,0.0
K0597,0.0
K0598,0.0
K0599,0.0
K0600,0.0
K0601,0.0
K0602,0.0
K0603,0.0
K0604,0.0
K0605,0.0
K0606,0.0
K0607,0.0
K0608,0.0
K0609,0.0
K0610,0.0
K0611,0.0
K0612,0.0
K0613,0.0
K0614,0.0
K0615,0.0
K0616,0.0
K0617,0.0
K0618,0.0
K0619,0.0
K0620,0.0
K0621,0.0
K0622,0.0
K0623,0.0
K0624,0.0
K0625,0.0
K0626,0.0
K0627,0.0
K0628,0.0
K0629,0.0
K0630,0.0
K0631,0.0
K0632,0.0
K0633,0.0
K0634,0.0
K0635,0.0
K0636,0.0
K0637,0.0
K0638,0.0
K0639,0.0
K0640,0.0
K0641,0.0
K0642,0.0
K0643,0.0
K0644,0.0
K0645,0.0
K0646,0.0
K0647,0.0
K0648,0.0
K0649,0.0
K0650,0.0
K0651,0.0
K0652,0.0
K0653,0.0
K0654,0.0
K0655,0.0
K0656,0.0
K0657,0.0
K0658,0.0
K0659,0.0
K0660,0.0
K0661,0.0
K0662,0.0
K0663,0.0
K0664,0.0
K0665,0.0
K0666,0.0
K0667,0.0
K0668,0.0
K0669,0.0
K0670,0.0
K0671,0.0
K0672,0.0
K0673,0.0
K0674,0.0
K0675,0.0
K0676,0.0
K0677,0.0
K0678,0.0
K0679,0.0
K0680,0.0
K0681,0.0
K0682,0.0
K0683,0.0
K0684,0.0
K0685,0.0
K0686,0.0
K0687,0.0
K0688,0.0
K0689,0.0
K0690,0.0
K0691,0.0
K0692,0.0
K0693,0.0
K0694,0.0
K0695,0.0
K0696,0.0
K0697,0.0
K0698,0.0
K0699,0.0
K0700,0.0
K0701,0.0
K0702,0.0
K0703,0.0
K0704,0.0
K0705,0.0
K0706,0.0
K0707,0.0
K0708,0.0
K0709,0.0
K0710,0.0
K0711,0.0
K0712,0.0
K0713,0.0
K0714,0.0
K0715,0.0
K0716,0.0
K0717,0.0
K0718,0.0
K0719,0.0
K0720,0.0
K0721,0.0
K0722,0.0
K0723,0.0
K0724,0.0
K0725,0.0
K0726,0.0
K0727,0.0
K0728,0.0
K0729,0.0
K0730,0.0
K0731,0.0
K0732,0.0
K0733,0.0
K0734,0.0
K0735,0.0
K0736,0.0
K0737,0.0
K0738,0.0
K0739,0.0
K0740,0.0
K0741,0.0
K0742,0.0
K0743,0.0
K0744,0.0
K0745,0.0
K0746,0.0
K0747,0.0
K0748,0.0
K0749,0.0
K0750,0.0
K0751,0.0
K0752,0.0
K0753,0.0
K0754,0.0
K0755,0.0
K0756,0.0
K0757,0.0
K0758,0.0
K0759,0.0
K0760,0.0
K0761,0.0
K0762,0.0
K0763,0.0
K0764,0.0
K0765,0.0
K0766,0.0
K0767,0.0
K0768,0.0
K0769,0.0
K0770,0.0
K0771,0.0
K0772,0.0
K0773,0.0
K0774,0.0
K0775,0.0
K0776,0.0
K0777,0.0
K0778,0.0
K0779,0.0
K0780,0.0
K0781,0.0
K0782,0.0
K0783,0.0
K0784,0.0
K0785,0.0
K0786,0.0
K0787,0.0
K0788,0.0
K0789,0.0
K0790,0.0
K0791,0.0
K0792,0.0
K0793,0.0
K0794,0.0
K0795,0.0
K0796,0.0
K0797,0.0
K0798,0.0
K0799,0.0
K0800,0.0
K0801,0.0
K0802,0.0
K0803,0.0
K0804,0.0
K0805,0.0
K0806,0.0
K0807,0.0
K0808,0.0
K0809,0.0
K0810,0.0
K0811,0.0
K0812,0.0
K0813,0.0
K0814,0.0
K0815,0.0
K0816,0.0
K0817,0.0
K0818,0.0
K0819,0.0
K0820,0.0
K0821,0.0
K0822,0.0
K0823,0.0
K0824,0.0
K0825,0.0
K0826,0.0
K0827,0.0
K0828,0.0
K0829,0.0
K0830,0.0
K0831,0.0
K0832,0.0
K0833,0.0
K0834,0.0
K0835,0.0
K0836,0.0
K0837,0.0
K0838,0.0
K0839,0.0
K0840,0.0
K0841,0.0
K0842,0.0
K0843,0.0
K0844,0.0
K0845,0.0
K0846,0.0
K0847,0.0
K0848,0.0
K0849,0.0
K0850,0.0
K0851,0.0
K0852,0.0
K0853,0.0
K0854,0.0
K0855,0.0
K0856,0.0
K0857,0.0
K0858,0.0
K0859,0.0
K0860,0.0
K0861,0.0
K0862,0.0
K0863,0.0
K0864,0.0
K0865,0.0
K0866,0.0
K0867,0.0
K0868,0.0
K0869,0.0
K0870,0.0
K0871,0.0
K0872,0.0
K0873,0.0
K0874,0.0
K0875,0.0
K0876,0.0
K0877,0.0
K0878,0.0
K0879,0.0
K0880,0.0
K0881,0.0
K0882,0.0
K0883,0.0
K0884,0.0
K0885,0.0
K0886,0.0
K0887,0.0
K0888,0.0
K0889,0.0
K0890,0.0
K0891,0.0
K0892,0.0
K0893,0.0
K0894,0.0
K0895,0.0
K0896,0.0
K0897,0.0
K0898,0.0
K0899,0.0
K0900,0.0
K0901,0.0
K0902,0.0
K0903,2.0
K0904,2.0
K0905,2.0
K0906,2.0
K0907,2.0
K0908,2.0
K0909,2.0
K0910,2.0
K0911,2.0
K0912,2.0
K0913,2.0
K0914,2.0
K0915,2.0
K0916,2.0
K0917,2.0
K0918,2.0
K0919,2.0
K0920,2.0
K0921,2.0
K0922,2.0
K0923,2.0
K0924,2.0
K0925,2.0
K0926,2.0
K0927,2.0
K0928,2.0
K0929,2.0
K0930,2.0
K0931,2.0
K0932,2.0
K0933,2.0
K0934,2.0
K0935,2.0
K0936,2.0
K0937,2.0
K0938,2.0
K0939,2.0
K0940,2.0
K0941,2.0
K0942,2.0
K0943,2.0
K0944,2.0
K0945,2.0
K0946,2.0
K0947,2.0
K0948,2.0
K0949,2.0
K0950,2.0
K0951,2.0
K0952,2.0
K0953,2.0
K0954,2.0
K0955,2.0
K0956,2.0
K0957,2.0
K0958,2.0
K0959,2.0
K0960,2.0
K0961,2.0
K0962,2.0
K0963,2.0
K0964,2.0
K0965,2.0
K0966,2.0
K0967,2.0
K0968,2.0
K0969,2.0
K0970,2.0
K0971,2.0
K0972,2.0
K0973,2.0
K0974,2.0
K0975,2.0
K0976,2.0
K0977,2.0
K0978,2.0
K0979,2.0
K0980,2.0
K0981,2.0
K0982,2.0
K0983,2.0
K0984,2.0
K0985,2.0
K0986,2.0
K0987,2.0
K0988,2.0
K0989,2.0
K0990,2.0
K0991,2.0
K0992,2.0
K0993,2.0
K0994,2.0
K0995,2.0
K0996,2.0
K0997,2.0
K0998,2.0
K0999,2.0
K1000,2.0
K1001,2.0
K1002,2.0
K1003,2.0
K1004,2.0
K1005,2.0
K1006,2.0
K1007,2.0
K1008,2.0
K1009,2.0
K1010,2.0
K1011,2.0
K1012,2.0
K1013,2.0
K1014,2.0
K1015,2.0
K1016,2.0
K1017,2.0
K1018,2.0
K1019,2.0
K1020,2.0
K1021,2.0
K1022,2.0
K1023,2.0
K1024,2.0
K1025,2.0
K1026,2.0
K1027,2.0
K1028,2.0
K1029,2.0
K1030,2.0
K1031,2.0
K1032,2.0
K1033,2.0
K1034,2.0
K1035,2.0
K1036,4.0
K1037,4.0
K1038,4.0
K1039,4.0
K1040,4.0
K1041,4.0
K1042,4.0
K1043,4.0
K1044,4.0
K1045,4.0
K1046,4.0
K1047,4.0
K1048,4.0
K1049,4.0
K1050,4.0
K1051,4.0
K1052,4.0
K1053,4.0
K1054,4.0
K1055,4.0
K1056,4.0
K1057,14.0
K1058,14.0
K1059,14.0
K1060,14.0
K1061,14.0
K1062,14.0
K1063,14.0
K1064,14.0
K1065,14.0
K1066,14.0
K1067,14.0
K1068,14.0
K1069,14.0
K1070,14.0
K1071,14.0
K1072,14.0
K1073,14.0
K1074,14.0
K1075,14.0
K1076,14.0
K1077,14.0
K1078,14.0
K1079,14.0
K1080,14.0
K1081,14.0
K1082,14.0
K1083,14.0
K1084,14.0
K1085,14.0
K1086,14.0
K1087,14.0
K1088,14.0
K1089,14.0
K1090,14.0
K1091,14.0
K1092,14.0
K1093,14.0
K1094,14.0
K1095,14.0
K1096,14.0
K1097,14.0
K1098,14.0
K1099,14.0
K1100,14.0
K1101,14.0
K1102,14.0
K1103,14.0
K1104,14.0
K1105,14.0
K1106,14.0
K1107,14.0
K1108,14.0
K1109,14.0
K1110,14.0
K1111,14.0
K1112,14.0
K1113,14.0
K1114,14.0
K1115,14.0
K1116,14.0
K1117,14.0
K1118,14.0
K1119,14.0
K1120,14.0
K1121,14.0
K1122,14.0
K1123,14.0
K1124,14.0
K1125,14.0
K1126,14.0
K1127,14.0
K1128,14.0
K1129,14.0
K1130,14.0
K1131,14.0
K1132,14.0
K1133,14.0
K1134,14.0
K1135,14.0
K1136,14.0
K1137,14.0
K1138,14.0
K1139,14.0
K1140,14.0
K1141,14.0
K1142,14.0
K1143,14.0
K1144,14.0
K1145,14.0
K1146,14.0
K1147,14.0
K1148,14.0
K1149,14.0
K1150,14.0
K1151,14.0
K1152,14.0
K1153,14.0
K1154,14.0
K1155,14.0
K1156,14.0
K1157,14.0
K1158,14.0
K1159,14.0
K1160,14.0
K1161,14.0
K1162,14.0
K1163,14.0
K1164,14.0
K1165,14.0
K1166,14.0
K1167,14.0
K1168,14.0
K1169,14.0
K1170,14.0
K1171,14.0
K1172,14.0
K1173,14.0
K1174,14.0
K1175,14.0
K1176,14.0
K1177,14.0
K1178,14.0
K1179,14.0
K1180,14.0
K1181,14.0
K1182,14.0
K1183,14.0
K1184,14.0
K1185,14.0
K1186,14.0
K1187,14.0
K1188,14.0
K1189,14.0
K1190,14.0
K1191,14.0
K1192,14.0
K1193,14.0
K1194,14.0
K1195,14.0
K1196,14.0
K1197,14.0
K1198,14.0
K1199,14.0
K1200,14.0
K1201,14.0
K1202,14.0
K1203,14.0
K1204,14.0
K1205,14.0
K1206,14.0
K1207,14.0
K1208,14.0
K1209,14.0
K1210,14.0
K1211,14.0
K1212,14.0
K1213,14.0
K1214,14.0
K1215,14.0
K1216,14.0
K1217,14.0
K1218,14.0
K1219,14.0
K1220,14.0
K1221,14.0
K1222,14.0
K1223,14.0
K1224,14.0
K1225,14.0
K1226,14.0
K1227,14.0
K1228,14.0
K1229,14.0
K1230,14.0
K1231,14.0
K1232,14.0
K1233,14.0
K1234,14.0
K1235,14.0
K1236,14.0
K1237,14.0
K1238,14.0
K1239,14.0
K1240,14.0
K1241,14.0
K1242,14.0
K1243,14.0
K1244,14.0
K1245,14.0
K1246,14.0
K1247,14.0
K1248,14.0
K1249,14.0
K1250,14.0
K1251,14.0
K1252,14.0
K1253,14.0
K1254,14.0
K1255,14.0
K1256,14.0
K1257,14.0
K1258,14.0
K1259,14.0
