conflict_group_id,decision_id
C0089,d02811
C0089,d02824
C0090,d00627
C0090,d00668
C0090,d01355
C0090,d01396
C0090,d02083
C0090,d02124
C0090,d02811
C0090,d02852
C0091,d00627
C0091,d00682
C0091,d01355
C0091,d01410
C0091,d02083
C0091,d02138
C0091,d02811
C0091,d02866
C0092,d00628
C0092,d00643
C0092,d01356
C0092,d01371
C0092,d02084
C0092,d02099
C0092,d02812
C0092,d02827
C0093,d00628
C0093,d00671
C0093,d01356
C0093,d01399
C0093,d02084
C0093,d02127
C0093,d02812
C0093,d02855
C0094,d00628
C0094,d00685
C0094,d01356
C0094,d01413
C0094,d02084
C0094,d02141
C0094,d02812
C0094,d02869
C0095,d00629
C0095,d00642
C0095,d01357
C0095,d01370
C0095,d02085
C0095,d02098
C0095,d02813
C0095,d02826
C0096,d00629
C0096,d00670
C0096,d01357
C0096,d01398
C0096,d02085
C0096,d02126
C0096,d02813
C0096,d02854
C0097,d00629
C0097,d00684
C0097,d01357
C0097,d01412
C0097,d02085
C0097,d02140
C0097,d02813
C0097,d02868
C0098,d00630
C0098,d00659
C0098,d01358
C0098,d01387
C0098,d02086
C0098,d02115
C0098,d02814
C0098,d02843
C0099,d00630
C0099,d00673
C0099,d01358
C0099,d01401
C0099,d02086
C0099,d02129
C0099,d02814
C0099,d02857
C0100,d00631
C0100,d00658
C0100,d01359
C0100,d01386
C0100,d02087
C0100,d02114
C0100,d02815
C0100,d02842
C0101,d00631
C0101,d00672
C0101,d01359
C0101,d01400
C0101,d02087
C0101,d02128
C0101,d02815
C0101,d02856
C0102,d00632
C0102,d00661
C0102,d01360
C0102,d01389
C0102,d02088
C0102,d02117
C0102,d02816
C0102,d02845
C0103,d00632
C0103,d00675
C0103,d01360
C0103,d01403
C0103,d02088
C0103,d02131
C0103,d02816
C0103,d02859
C0104,d00633
C0104,d00660
C0104,d01361
C0104,d01388
C0104,d02089
C0104,d02116
C0104,d02817
C0104,d02844
C0105,d00633
C0105,d00674
C0105,d01361
C0105,d01402
C0105,d02089
C0105,d02130
C0105,d02817
C0105,d02858
C0106,d00634
C0106,d00663
C0106,d01362
C0106,d01391
C0106,d02090
C0106,d02119
C0106,d02818
C0106,d02847
C0107,d00634
C0107,d00677
C0107,d01362
C0107,d01405
C0107,d02090
C0107,d02133
C0107,d02818
C0107,d02861
C0108,d00635
C0108,d00662
C0108,d01363
C0108,d01390
C0108,d02091
C0108,d02118
C0108,d02819
C0108,d02846
C0109,d00635
C0109,d00676
C0109,d01363
C0109,d01404
C0109,d02091
C0109,d02132
C0109,d02819
C0109,d02860
C0110,d00636
C0110,d00665
C0110,d01364
C0110,d01393
C0110,d02092
C0110,d02121
C0110,d02820
C0110,d02849
C0111,d00636
C0111,d00679
C0111,d01364
C0111,d01407
C0111,d02092
C0111,d02135
C0111,d02820
C0111,d02863
C0112,d00637
C0112,d00664
C0112,d01365
C0112,d01392
C0112,d02093
C0112,d02120
C0112,d02821
C0112,d02848
C0113,d00637
C0113,d00678
C0113,d01365
C0113,d01406
C0113,d02093
C0113,d02134
C0113,d02821
C0113,d02862
C0114,d00638
C0114,d00667
C0114,d01366
C0114,d01395
C0114,d02094
C0114,d02123
C0114,d02822
C0114,d02851
C0115,d00638
C0115,d00681
C0115,d01366
C0115,d01409
C0115,d02094
C0115,d02137
C0115,d02822
C0115,d02865
C0116,d00639
C0116,d00666
C0116,d01367
C0116,d01394
C0116,d02095
C0116,d02122
C0116,d02823
C0116,d02850
C0117,d00639
C0117,d00680
C0117,d01367
C0117,d01408
C0117,d02095
C0117,d02136
C0117,d02823
C0117,d02864
C0118,d00640
C0118,d00669
C0118,d01368
C0118,d01397
C0118,d02096
C0118,d02125
C0118,d02824
C0118,d02853
C0119,d00640
C0119,d00683
C0119,d01368
C0119,d01411
C0119,d02096
C0119,d02139
C0119,d02824
C0119,d02867
C0120,d00641
C0120,d00668
C0120,d01369
C0120,d01396
C0120,d02097
C0120,d02124
C0120,d02825
C0120,d02852
C0121,d00641
C0121,d00682
C0121,d01369
C0121,d01410
C0121,d02097
C0121,d02138
C0121,d02825
C0121,d02866
C0122,d00642
C0122,d00671
C0122,d01370
C0122,d01399
C0122,d02098
C0122,d02127
C0122,d02826
C0122,d02855
C0123,d00642
C0123,d00685
C0123,d01370
C0123,d01413
C0123,d02098
C0123,d02141
C0123,d02826
C0123,d02869
C0124,d00643
C0124,d00670
C0124,d01371
C0124,d01398
C0124,d02099
C0124,d02126
C0124,d02827
C0124,d02854
C0125,d00643
C0125,d00684
C0125,d01371
C0125,d01412
C0125,d02099
C0125,d02140
C0125,d02827
C0125,d02868
C0126,d00658
C0126,d00673
C0126,d01386
C0126,d01401
C0126,d02114
C0126,d02129
C0126,d02842
C0126,d02857
C0127,d00659
C0127,d00672
C0127,d01387
C0127,d01400
C0127,d02115
C0127,d02128
C0127,d02843
C0127,d02856
C0128,d00660
C0128,d00675
C0128,d01388
C0128,d01403
C0128,d02116
C0128,d02131
C0128,d02844
C0128,d02859
C0129,d00661
C0129,d00674
C0129,d01389
C0129,d01402
C0129,d02117
C0129,d02130
C0129,d02845
C0129,d02858
C0130,d00662
C0130,d00677
C0130,d01390
C0130,d01405
C0130,d02118
C0130,d02133
C0130,d02846
C0130,d02861
C0131,d00663
C0131,d00676
C0131,d01391
C0131,d01404
C0131,d02119
C0131,d02132
C0131,d02847
C0131,d02860
C0132,d00664
C0132,d00679
C0132,d01392
C0132,d01407
C0132,d02120
C0132,d02135
C0132,d02848
C0132,d02863
C0133,d00665
C0133,d00678
C0133,d01393
C0133,d01406
C0133,d02121
C0133,d02134
C0133,d02849
C0133,d02862
C0134,d00666
C0134,d00681
C0134,d01394
C0134,d01409
C0134,d02122
C0134,d02137
C0134,d02850
C0134,d02865
C0135,d00667
C0135,d00680
C0135,d01395
C0135,d01408
C0135,d02123
C0135,d02136
C0135,d02851
C0135,d02864
C0136,d00668
C0136,d00683
C0136,d01396
C0136,d01411
C0136,d02124
C0136,d02139
C0136,d02852
C0136,d02867
C0137,d00669
C0137,d00682
C0137,d01397
C0137,d01410
C0137,d02125
C0137,d02138
C0137,d02853
C0137,d02866
C0138,d00670
C0138,d00685
C0138,d01398
C0138,d01413
C0138,d02126
C0138,d02141
C0138,d02854
C0138,d02869
C0139,d00671
C0139,d00684
C0139,d01399
C0139,d01412
C0139,d02127
C0139,d02140
C0139,d02855
C0139,d02868
C0140,d03528
C0140,d03543
C0140,d04256
C0140,d04271
C0140,d04984
C0140,d04999
C0140,d05712
C0140,d05727
C0141,d03528
C0141,d03557
C0141,d04256
C0141,d04285
C0141,d04984
C0141,d05013
C0141,d05712
C0141,d05741
C0142,d03528
C0142,d03571
C0142,d04256
C0142,d04299
C0142,d04984
C0142,d05027
C0142,d05712
C0142,d05755
C0143,d03529
C0143,d03542
C0143,d04257
C0143,d04270
C0143,d04985
C0143,d04998
C0143,d05713
C0143,d05726
C0144,d03529
C0144,d03556
C0144,d04257
C0144,d04284
C0144,d04985
C0144,d05012
C0144,d05713
C0144,d05740
C0145,d03529
C0145,d03570
C0145,d04257
C0145,d04298
C0145,d04985
C0145,d05026
C0145,d05713
C0145,d05754
C0146,d03530
C0146,d03545
C0146,d04258
C0146,d04273
C0146,d04986
C0146,d05001
C0146,d05714
C0146,d05729
C0147,d03530
C0147,d03559
C0147,d04258
C0147,d04287
C0147,d04986
C0147,d05015
C0147,d05714
C0147,d05743
C0148,d03530
C0148,d03573
C0148,d04258
C0148,d04301
C0148,d04986
C0148,d05029
C0148,d05714
C0148,d05757
C0149,d03531
C0149,d03544
C0149,d04259
C0149,d04272
C0149,d04987
C0149,d05000
C0149,d05715
C0149,d05728
C0150,d03531
C0150,d03558
C0150,d04259
C0150,d04286
C0150,d04987
C0150,d05014
C0150,d05715
C0150,d05742
C0151,d03531
C0151,d03572
C0151,d04259
C0151,d04300
C0151,d04987
C0151,d05028
C0151,d05715
C0151,d05756
C0152,d03532
C0152,d03547
C0152,d04260
C0152,d04275
C0152,d04988
C0152,d05003
C0152,d05716
C0152,d05731
C0153,d03532
C0153,d03561
C0153,d04260
C0153,d04289
C0153,d04988
C0153,d05017
C0153,d05716
C0153,d05745
C0154,d03532
C0154,d03575
C0154,d04260
C0154,d04303
C0154,d04988
C0154,d05031
C0154,d05716
C0154,d05759
C0155,d03533
C0155,d03546
C0155,d04261
C0155,d04274
C0155,d04989
C0155,d05002
C0155,d05717
C0155,d05730
C0156,d03533
C0156,d03560
C0156,d04261
C0156,d04288
C0156,d04989
C0156,d05016
C0156,d05717
C0156,d05744
C0157,d03533
C0157,d03574
C0157,d04261
C0157,d04302
C0157,d04989
C0157,d05030
C0157,d05717
C0157,d05758
C0158,d03534
C0158,d03549
C0158,d04262
C0158,d04277
C0158,d04990
C0158,d05005
C0158,d05718
C0158,d05733
C0159,d03534
C0159,d03563
C0159,d04262
C0159,d04291
C0159,d04990
C0159,d05019
C0159,d05718
C0159,d05747
C0160,d03534
C0160,d03577
C0160,d04262
C0160,d04305
C0160,d04990
C0160,d05033
C0160,d05718
C0160,d05761
C0161,d03535
C0161,d03548
C0161,d04263
C0161,d04276
C0161,d04991
C0161,d05004
C0161,d05719
C0161,d05732
C0162,d03535
C0162,d03562
C0162,d04263
C0162,d04290
C0162,d04991
C0162,d05018
C0162,d05719
C0162,d05746
C0163,d03535
C0163,d03576
C0163,d04263
C0163,d04304
C0163,d04991
C0163,d05032
C0163,d05719
C0163,d05760
C0164,d03536
C0164,d03551
C0164,d04264
C0164,d04279
C0164,d04992
C0164,d05007
C0164,d05720
C0164,d05735
C0165,d03536
C0165,d03565
C0165,d04264
C0165,d04293
C0165,d04992
C0165,d05021
C0165,d05720
C0165,d05749
C0166,d03536
C0166,d03579
C0166,d04264
C0166,d04307
C0166,d04992
C0166,d05035
C0166,d05720
C0166,d05763
C0167,d03537
C0167,d03550
C0167,d04265
C0167,d04278
C0167,d04993
C0167,d05006
C0167,d05721
C0167,d05734
C0168,d03537
C0168,d03564
C0168,d04265
C0168,d04292
C0168,d04993
C0168,d05020
C0168,d05721
C0168,d05748
C0169,d03537
C0169,d03578
C0169,d04265
C0169,d04306
C0169,d04993
C0169,d05034
C0169,d05721
C0169,d05762
C0170,d03538
C0170,d03553
C0170,d04266
C0170,d04281
C0170,d04994
C0170,d05009
C0170,d05722
C0170,d05737
C0171,d03538
C0171,d03567
C0171,d04266
C0171,d04295
C0171,d04994
C0171,d05023
C0171,d05722
C0171,d05751
C0172,d03538
C0172,d03581
C0172,d04266
C0172,d04309
C0172,d04994
C0172,d05037
C0172,d05722
C0172,d05765
C0173,d03539
C0173,d03552
C0173,d04267
C0173,d04280
C0173,d04995
C0173,d05008
C0173,d05723
C0173,d05736
C0174,d03539
C0174,d03566
C0174,d04267
C0174,d04294
C0174,d04995
C0174,d05022
C0174,d05723
C0174,d05750
C0175,d03539
C0175,d03580
C0175,d04267
C0175,d04308
C0175,d04995
C0175,d05036
C0175,d05723
C0175,d05764
C0176,d03540
C0176,d03555
C0176,d04268
C0176,d04283
C0176,d04996
C0176,d05011
C0176,d05724
C0176,d05739
C0177,d03540
C0177,d03569
C0177,d04268
C0177,d04297
C0177,d04996
C0177,d05025
C0177,d05724
C0177,d05753
C0178,d03540
C0178,d03583
C0178,d04268
C0178,d04311
C0178,d04996
C0178,d05039
C0178,d05724
C0178,d05767
C0179,d03541
C0179,d03554
C0179,d04269
C0179,d04282
C0179,d04997
C0179,d05010
C0179,d05725
C0179,d05738
C0180,d03541
C0180,d03568
C0180,d04269
C0180,d04296
C0180,d04997
C0180,d05024
C0180,d05725
C0180,d05752
C0181,d03541
C0181,d03582
C0181,d04269
C0181,d04310
C0181,d04997
C0181,d05038
C0181,d05725
C0181,d05766
C0182,d03542
C0182,d03557
C0182,d04270
C0182,d04285
C0182,d04998
C0182,d05013
C0182,d05726
C0182,d05741
C0183,d03542
C0183,d03571
C0183,d04270
C0183,d04299
C0183,d04998
C0183,d05027
C0183,d05726
C0183,d05755
C0184,d03543
C0184,d03556
C0184,d04271
C0184,d04284
C0184,d04999
C0184,d05012
C0184,d05727
C0184,d05740
C0185,d03543
C0185,d03570
C0185,d04271
C0185,d04298
C0185,d04999
C0185,d05026
C0185,d05727
C0185,d05754
C0186,d03544
C0186,d03559
C0186,d04272
C0186,d04287
C0186,d05000
C0186,d05015
C0186,d05728
C0186,d05743
C0187,d03544
C0187,d03573
C0187,d04272
C0187,d04301
C0187,d05000
C0187,d05029
C0187,d05728
C0187,d05757
C0188,d03545
C0188,d03558
C0188,d04273
C0188,d04286
C0188,d05001
C0188,d05014
C0188,d05729
C0188,d05742
C0189,d03545
C0189,d03572
C0189,d04273
C0189,d04300
C0189,d05001
C0189,d05028
C0189,d05729
C0189,d05756
C0190,d03546
C0190,d03561
C0190,d04274
C0190,d04289
C0190,d05002
C0190,d05017
C0190,d05730
C0190,d05745
C0191,d03546
C0191,d03575
C0191,d04274
C0191,d04303
C0191,d05002
C0191,d05031
C0191,d05730
C0191,d05759
C0192,d03547
C0192,d03560
C0192,d04275
C0192,d04288
C0192,d05003
C0192,d05016
C0192,d05731
C0192,d05744
C0193,d03547
C0193,d03574
C0193,d04275
C0193,d04302
C0193,d05003
C0193,d05030
C0193,d05731
C0193,d05758
C0194,d03548
C0194,d03563
C0194,d04276
C0194,d04291
C0194,d05004
C0194,d05019
C0194,d05732
C0194,d05747
C0195,d03548
C0195,d03577
C0195,d04276
C0195,d04305
C0195,d05004
C0195,d05033
C0195,d05732
C0195,d05761
C0196,d03549
C0196,d03562
C0196,d04277
C0196,d04290
C0196,d05005
C0196,d05018
C0196,d05733
C0196,d05746
C0197,d03549
C0197,d03576
C0197,d04277
C0197,d04304
C0197,d05005
C0197,d05032
C0197,d05733
C0197,d05760
C0198,d03550
C0198,d03565
C0198,d04278
C0198,d04293
C0198,d05006
C0198,d05021
C0198,d05734
C0198,d05749
C0199,d03550
C0199,d03579
C0199,d04278
C0199,d04307
C0199,d05006
C0199,d05035
C0199,d05734
C0199,d05763
C0200,d03551
C0200,d03564
C0200,d04279
C0200,d04292
C0200,d05007
C0200,d05020
C0200,d05735
C0200,d05748
C0201,d03551
C0201,d03578
C0201,d04279
C0201,d04306
C0201,d05007
C0201,d05034
C0201,d05735
C0201,d05762
C0202,d03552
C0202,d03567
C0202,d04280
C0202,d04295
C0202,d05008
C0202,d05023
C0202,d05736
C0202,d05751
C0203,d03552
C0203,d03581
C0203,d04280
C0203,d04309
C0203,d05008
C0203,d05037
C0203,d05736
C0203,d05765
C0204,d03553
C0204,d03566
C0204,d04281
C0204,d04294
C0204,d05009
C0204,d05022
C0204,d05737
C0204,d05750
C0205,d03553
C0205,d03580
C0205,d04281
C0205,d04308
C0205,d05009
C0205,d05036
C0205,d05737
C0205,d05764
C0206,d03554
C0206,d03569
C0206,d04282
C0206,d04297
C0206,d05010
C0206,d05025
C0206,d05738
C0206,d05753
C0207,d03554
C0207,d03583
C0207,d04282
C0207,d04311
C0207,d05010
C0207,d05039
C0207,d05738
C0207,d05767
C0208,d03555
C0208,d03568
C0208,d04283
C0208,d04296
C0208,d05011
C0208,d05024
C0208,d05739
C0208,d05752
C0209,d03555
C0209,d03582
C0209,d04283
C0209,d04310
C0209,d05011
C0209,d05038
C0209,d05739
C0209,d05766
C0210,d06006
C0210,d06441
C0210,d06734
C0210,d07169
C0210,d07462
C0210,d07897
C0210,d08190
C0210,d08625
C0211,d06006
C0211,d06455
C0211,d06734
C0211,d07183
C0211,d07462
C0211,d07911
C0211,d08190
C0211,d08639
C0212,d06006
C0212,d06483
C0212,d06734
C0212,d07211
C0212,d07462
C0212,d07939
C0212,d08190
C0212,d08667
C0213,d06006
C0213,d06525
C0213,d06734
C0213,d07253
C0213,d07462
C0213,d07981
C0213,d08190
C0213,d08709
C0214,d06007
C0214,d06440
C0214,d06735
C0214,d07168
C0214,d07463
C0214,d07896
C0214,d08191
C0214,d08624
C0215,d06007
C0215,d06454
C0215,d06735
C0215,d07182
C0215,d07463
C0215,d07910
C0215,d08191
C0215,d08638
C0216,d06007
C0216,d06482
C0216,d06735
C0216,d07210
C0216,d07463
C0216,d07938
C0216,d08191
C0216,d08666
C0217,d06007
C0217,d06524
C0217,d06735
C0217,d07252
C0217,d07463
C0217,d07980
C0217,d08191
C0217,d08708
C0218,d06008
C0218,d06443
