coverage_group_id,decision_id
G0000,d18201
G0000,d18202
G0000,d18203
G0000,d18204
G0000,d18205
G0000,d18206
G0000,d18207
G0000,d18208
G0000,d18209
G0000,d18210
G0000,d18211
G0000,d18212
G0000,d18213
G0000,d18928
G0000,d18929
G0000,d18930
G0000,d18931
G0000,d18932
G0000,d18933
G0000,d18934
G0000,d18935
G0000,d18936
G0000,d18937
G0000,d18938
G0000,d18939
G0000,d18940
G0000,d18941
G0000,d19656
G0000,d19657
G0000,d19658
G0000,d19659
G0000,d19660
G0000,d19661
G0000,d19662
G0000,d19663
G0000,d19664
G0000,d19665
G0000,d19666
G0000,d19667
G0000,d19668
G0000,d19669
G0000,d20384
G0000,d20385
G0000,d20386
G0000,d20387
G0000,d20388
G0000,d20389
G0000,d20390
G0000,d20391
G0000,d20392
G0000,d20393
G0000,d20394
G0000,d20395
G0000,d20396
G0000,d20397
G0000,d21112
G0000,d21113
G0000,d21114
G0000,d21115
G0000,d21116
G0000,d21117
G0000,d21118
G0000,d21119
G0000,d21120
G0000,d21121
G0000,d21122
G0000,d21123
G0000,d21124
G0000,d21125
G0000,d21840
G0000,d21841
G0000,d21842
G0000,d21843
G0000,d21844
G0000,d21845
G0000,d21846
G0000,d21847
G0000,d21848
G0000,d21849
G0000,d21850
G0000,d21851
G0000,d21852
G0000,d21853
G0000,d22568
G0000,d22569
G0000,d22570
G0000,d22571
G0000,d22572
G0000,d22573
G0000,d22574
G0000,d22575
G0000,d22576
G0000,d22577
G0000,d22578
G0000,d22579
G0000,d22580
G0000,d22581
G0000,d23296
G0000,d23297
G0000,d23298
G0000,d23299
G0000,d23300
G0000,d23301
G0000,d23302
G0000,d23303
G0000,d23304
G0000,d23305
G0000,d23306
G0000,d23307
G0000,d23308
G0000,d23309
G0000,d24024
G0000,d24025
G0000,d24026
G0000,d24027
G0000,d24028
G0000,d24029
G0000,d24030
G0000,d24031
G0000,d24032
G0000,d24033
G0000,d24034
G0000,d24035
G0000,d24036
G0000,d24037
G0000,d24752
G0000,d24753
G0000,d24754
G0000,d24755
G0000,d24756
G0000,d24757
G0000,d24758
G0000,d24759
G0000,d24760
G0000,d24761
G0000,d24762
G0000,d24763
G0000,d24764
G0000,d24765
G0000,d25480
G0000,d25481
G0000,d25482
G0000,d25483
G0000,d25484
G0000,d25485
G0000,d25486
G0000,d25487
G0000,d25488
G0000,d25489
G0000,d25490
G0000,d25491
G0000,d25492
G0000,d25493
G0000,d26208
G0000,d26209
G0000,d26210
G0000,d26211
G0000,d26212
G0000,d26213
G0000,d26214
G0000,d26215
G0000,d26216
G0000,d26217
G0000,d26218
G0000,d26219
G0000,d26220
G0000,d26221
G0000,d26936
G0000,d26937
G0000,d26938
G0000,d26939
G0000,d26940
G0000,d26941
G0000,d26942
G0000,d26943
G0000,d26944
G0000,d26945
G0000,d26946
G0000,d26947
G0000,d26948
G0000,d26949
G0000,d27664
G0000,d27665
G0000,d27666
G0000,d27667
G0000,d27668
G0000,d27669
G0000,d27670
G0000,d27671
G0000,d27672
G0000,d27673
G0000,d27674
G0000,d27675
G0000,d27676
G0000,d27677
G0000,d28392
G0000,d28393
G0000,d28394
G0000,d28395
G0000,d28396
G0000,d28397
G0000,d28398
G0000,d28399
G0000,d28400
G0000,d28401
G0000,d28402
G0000,d28403
G0000,d28404
G0000,d28405
G0000,d29120
G0000,d29121
G0000,d29122
G0000,d29123
G0000,d29124
G0000,d29125
G0000,d29126
G0000,d29127
G0000,d29128
G0000,d29129
G0000,d29130
G0000,d29131
G0000,d29132
G0000,d29133
G0000,d29848
G0000,d29849
G0000,d29850
G0000,d29851
G0000,d29852
G0000,d29853
G0000,d29854
G0000,d29855
G0000,d29856
G0000,d29857
G0000,d29858
G0000,d29859
G0000,d29860
G0000,d29861
G0000,d30576
G0000,d30577
G0000,d30578
G0000,d30579
G0000,d30580
G0000,d30581
G0000,d30582
G0000,d30583
G0000,d30584
G0000,d30585
G0000,d30586
G0000,d30587
G0000,d30588
G0000,d30589
G0000,d31304
G0000,d31305
G0000,d31306
G0000,d31307
G0000,d31308
G0000,d31309
G0000,d31310
G0000,d31311
G0000,d31312
G0000,d31313
G0000,d31314
G0000,d31315
G0000,d31316
G0000,d31317
G0000,d32032
G0000,d32033
G0000,d32034
G0000,d32035
G0000,d32036
G0000,d32037
G0000,d32038
G0000,d32039
G0000,d32040
G0000,d32041
G0000,d32042
G0000,d32043
G0000,d32044
G0000,d32045
G0000,d32760
G0000,d32761
G0000,d32762
G0000,d32763
G0000,d32764
G0000,d32765
G0000,d32766
G0000,d32767
G0000,d32768
G0000,d32769
G0000,d32770
G0000,d32771
G0000,d32772
G0000,d32773
G0000,d33488
G0000,d33489
G0000,d33490
G0000,d33491
G0000,d33492
G0000,d33493
G0000,d33494
G0000,d33495
G0000,d33496
G0000,d33497
G0000,d33498
G0000,d33499
G0000,d33500
G0000,d33501
G0000,d34216
G0000,d34217
G0000,d34218
G0000,d34219
G0000,d34220
G0000,d34221
G0000,d34222
G0000,d34223
G0000,d34224
G0000,d34225
G0000,d34226
G0000,d34227
G0000,d34228
G0000,d34229
G0000,d34944
G0000,d34945
G0000,d34946
G0000,d34947
G0000,d34948
G0000,d34949
G0000,d34950
G0000,d34951
G0000,d34952
G0000,d34953
G0000,d34954
G0000,d34955
G0000,d34956
G0000,d34957
G0000,d35672
G0000,d35673
G0000,d35674
G0000,d35675
G0000,d35676
G0000,d35677
G0000,d35678
G0000,d35679
G0000,d35680
G0000,d35681
G0000,d35682
G0000,d35683
G0000,d35684
G0000,d35685
G0000,d36400
G0000,d36401
G0000,d36402
G0000,d36403
G0000,d36404
G0000,d36405
G0000,d36406
G0000,d36407
G0000,d36408
G0000,d36409
G0000,d36410
G0000,d36411
G0000,d36412
G0000,d36413
G0000,d37128
G0000,d37129
G0000,d37130
G0000,d37131
G0000,d37132
G0000,d37133
G0000,d37134
G0000,d37135
G0000,d37136
G0000,d37137
G0000,d37138
G0000,d37139
G0000,d37140
G0000,d37141
G0000,d37856
G0000,d37857
G0000,d37858
G0000,d37859
G0000,d37860
G0000,d37861
G0000,d37862
G0000,d37863
G0000,d37864
G0000,d37865
G0000,d37866
G0000,d37867
G0000,d37868
G0000,d37869
G0000,d38584
G0000,d38585
G0000,d38586
G0000,d38587
G0000,d38588
G0000,d38589
G0000,d38590
G0000,d38591
G0000,d38592
G0000,d38593
G0000,d38594
G0000,d38595
G0000,d38596
G0000,d38597
G0000,d39312
G0000,d39313
G0000,d39314
G0000,d39315
G0000,d39316
G0000,d39317
G0000,d39318
G0000,d39319
G0000,d39320
G0000,d39321
G0000,d39322
G0000,d39323
G0000,d39324
G0000,d39325
G0000,d40040
G0000,d40041
G0000,d40042
G0000,d40043
G0000,d40044
G0000,d40045
G0000,d40046
G0000,d40047
G0000,d40048
G0000,d40049
G0000,d40050
G0000,d40051
G0000,d40052
G0000,d40053
G0000,d40768
G0000,d40769
G0000,d40770
G0000,d40771
G0000,d40772
G0000,d40773
G0000,d40774
G0000,d40775
G0000,d40776
G0000,d40777
G0000,d40778
G0000,d40779
G0000,d40780
G0000,d40781
G0000,d41496
G0000,d41497
G0000,d41498
G0000,d41499
G0000,d41500
G0000,d41501
G0000,d41502
G0000,d41503
G0000,d41504
G0000,d41505
G0000,d41506
G0000,d41507
G0000,d41508
G0000,d41509
G0000,d42224
G0000,d42225
G0000,d42226
G0000,d42227
G0000,d42228
G0000,d42229
G0000,d42230
G0000,d42231
G0000,d42232
G0000,d42233
G0000,d42234
G0000,d42235
G0000,d42236
G0000,d42237
G0000,d42952
G0000,d42953
G0000,d42954
G0000,d42955
G0000,d42956
G0000,d42957
G0000,d42958
G0000,d42959
G0000,d42960
G0000,d42961
G0000,d42962
G0000,d42963
G0000,d42964
G0000,d42965
G0000,d43680
G0000,d43681
G0000,d43682
G0000,d43683
G0000,d43684
G0000,d43685
G0000,d43686
G0000,d43687
G0000,d43688
G0000,d43689
G0000,d43690
G0000,d43691
G0000,d43692
G0000,d43693
G0000,d44408
G0000,d44409
G0000,d44410
G0000,d44411
G0000,d44412
G0000,d44413
G0000,d44414
G0000,d44415
G0000,d44416
G0000,d44417
G0000,d44418
G0000,d44419
G0000,d44420
G0000,d44421
G0000,d45136
G0000,d45137
G0000,d45138
G0000,d45139
G0000,d45140
G0000,d45141
G0000,d45142
G0000,d45143
G0000,d45144
G0000,d45145
G0000,d45146
G0000,d45147
G0000,d45148
G0000,d45149
G0000,d45864
G0000,d45865
G0000,d45866
G0000,d45867
G0000,d45868
G0000,d45869
G0000,d45870
G0000,d45871
G0000,d45872
G0000,d45873
G0000,d45874
G0000,d45875
G0000,d45876
G0000,d45877
G0000,d46592
G0000,d46593
G0000,d46594
G0000,d46595
G0000,d46596
G0000,d46597
G0000,d46598
G0000,d46599
G0000,d46600
G0000,d46601
G0000,d46602
G0000,d46603
G0000,d46604
G0000,d46605
G0000,d47320
G0000,d47321
G0000,d47322
G0000,d47323
G0000,d47324
G0000,d47325
G0000,d47326
G0000,d47327
G0000,d47328
G0000,d47329
G0000,d47330
G0000,d47331
G0000,d47332
G0000,d47333
G0000,d48048
G0000,d48049
G0000,d48050
G0000,d48051
G0000,d48052
G0000,d48053
G0000,d48054
G0000,d48055
G0000,d48056
G0000,d48057
G0000,d48058
G0000,d48059
G0000,d48060
G0000,d48061
G0000,d48776
G0000,d48777
G0000,d48778
G0000,d48779
G0000,d48780
G0000,d48781
G0000,d48782
G0000,d48783
G0000,d48784
G0000,d48785
G0000,d48786
G0000,d48787
G0000,d48788
G0000,d48789
G0000,d49504
G0000,d49505
G0000,d49506
G0000,d49507
G0000,d49508
G0000,d49509
G0000,d49510
G0000,d49511
G0000,d49512
G0000,d49513
G0000,d49514
G0000,d49515
G0000,d49516
G0000,d49517
G0000,d50232
G0000,d50233
G0000,d50234
G0000,d50235
G0000,d50236
G0000,d50237
G0000,d50238
G0000,d50239
G0000,d50240
G0000,d50241
G0000,d50242
G0000,d50243
G0000,d50244
G0000,d50245
G0000,d50960
G0000,d50961
G0000,d50962
G0000,d50963
G0000,d50964
G0000,d50965
G0000,d50966
G0000,d50967
G0000,d50968
G0000,d50969
G0000,d50970
G0000,d50971
G0000,d50972
G0000,d50973
G0000,d51688
G0000,d51689
G0000,d51690
G0000,d51691
G0000,d51692
G0000,d51693
G0000,d51694
G0000,d51695
G0000,d51696
G0000,d51697
G0000,d51698
G0000,d51699
G0000,d51700
G0000,d51701
G0000,d52416
G0000,d52417
G0000,d52418
G0000,d52419
G0000,d52420
G0000,d52421
G0000,d52422
G0000,d52423
G0000,d52424
G0000,d52425
G0000,d52426
G0000,d52427
G0000,d52428
G0000,d52429
G0000,d53144
G0000,d53145
G0000,d53146
G0000,d53147
G0000,d53148
G0000,d53149
G0000,d53150
G0000,d53151
G0000,d53152
G0000,d53153
G0000,d53154
G0000,d53155
G0000,d53156
G0000,d53157
G0000,d53872
G0000,d53873
G0000,d53874
G0000,d53875
G0000,d53876
G0000,d53877
G0000,d53878
G0000,d53879
G0000,d53880
G0000,d53881
G0000,d53882
G0000,d53883
G0000,d53884
G0000,d53885
G0000,d54600
G0000,d54601
G0000,d54602
G0000,d54603
G0000,d54604
G0000,d54605
G0000,d54606
G0000,d54607
G0000,d54608
G0000,d54609
G0000,d54610
G0000,d54611
G0000,d54612
G0000,d54613
G0000,d55328
G0000,d55329
G0000,d55330
G0000,d55331
G0000,d55332
G0000,d55333
G0000,d55334
G0000,d55335
G0000,d55336
G0000,d55337
G0000,d55338
G0000,d55339
G0000,d55340
G0000,d55341
G0000,d56056
G0000,d56057
G0000,d56058
G0000,d56059
G0000,d56060
G0000,d56061
G0000,d56062
G0000,d56063
G0000,d56064
G0000,d56065
G0000,d56066
G0000,d56067
G0000,d56068
G0000,d56069
G0000,d56784
G0000,d56785
G0000,d56786
G0000,d56787
G0000,d56788
G0000,d56789
G0000,d56790
G0000,d56791
G0000,d56792
G0000,d56793
G0000,d56794
G0000,d56795
G0000,d56796
G0000,d56797
G0000,d57512
G0000,d57513
G0000,d57514
G0000,d57515
G0000,d57516
G0000,d57517
G0000,d57518
G0000,d57519
G0000,d57520
G0000,d57521
G0000,d57522
G0000,d57523
G0000,d57524
G0000,d57525
G0000,d58240
G0000,d58241
G0000,d58242
G0000,d58243
G0000,d58244
G0000,d58245
G0000,d58246
G0000,d58247
G0000,d58248
G0000,d58249
G0000,d58250
G0000,d58251
G0000,d58252
G0000,d58253
G0000,d58968
G0000,d58969
G0000,d58970
G0000,d58971
G0000,d58972
G0000,d58973
G0000,d58974
G0000,d58975
G0000,d58976
G0000,d58977
G0000,d58978
G0000,d58979
G0000,d58980
G0000,d58981
G0000,d59696
G0000,d59697
G0000,d59698
G0000,d59699
G0000,d59700
G0000,d59701
G0000,d59702
G0000,d59703
G0000,d59704
G0000,d59705
G0000,d59706
G0000,d59707
G0000,d59708
G0000,d59709
G0000,d60424
G0000,d60425
G0000,d60426
G0000,d60427
G0000,d60428
G0000,d60429
G0000,d60430
G0000,d60431
G0000,d60432
G0000,d60433
G0000,d60434
G0000,d60435
G0000,d60436
G0000,d60437
G0001,d00014
G0001,d00015
G0001,d00016
G0001,d00017
G0001,d00018
G0001,d00019
G0001,d00020
G0001,d00021
G0001,d00022
G0001,d00023
G0001,d00024
G0001,d00025
G0001,d00026
G0001,d00027
G0001,d00742
G0001,d00743
G0001,d00744
G0001,d00745
G0001,d00746
G0001,d00747
G0001,d00748
G0001,d00749
G0001,d00750
G0001,d00751
G0001,d00752
G0001,d00753
G0001,d00754
G0001,d00755
G0001,d01470
G0001,d01471
G0001,d01472
G0001,d01473
G0001,d01474
G0001,d01475
G0001,d01476
G0001,d01477
G0001,d01478
G0001,d01479
G0001,d01480
G0001,d01481
G0001,d01482
G0001,d01483
G0001,d02198
G0001,d02199
G0001,d02200
G0001,d02201
G0001,d02202
G0001,d02203
G0001,d02204
G0001,d02205
G0001,d02206
G0001,d02207
G0001,d02208
G0001,d02209
G0001,d02210
G0001,d02211
G0001,d02926
G0001,d02927
G0001,d02928
G0001,d02929
G0001,d02930
G0001,d02931
G0001,d02932
G0001,d02933
G0001,d02934
G0001,d02935
G0001,d02936
G0001,d02937
G0001,d02938
G0001,d02939
G0001,d03654
G0001,d03655
G0001,d03656
G0001,d03657
G0001,d03658
G0001,d03659
G0001,d03660
G0001,d03661
G0001,d03662
G0001,d03663
G0001,d03664
G0001,d03665
G0001,d03666
G0001,d03667
G0001,d04382
G0001,d04383
G0001,d04384
G0001,d04385
G0001,d04386
G0001,d04387
G0001,d04388
G0001,d04389
G0001,d04390
G0001,d04391
G0001,d04392
G0001,d04393
G0001,d04394
G0001,d04395
G0001,d05110
G0001,d05111
G0001,d05112
G0001,d05113
G0001,d05114
G0001,d05115
G0001,d05116
G0001,d05117
G0001,d05118
G0001,d05119
G0001,d05120
G0001,d05121
G0001,d05122
G0001,d05123
G0001,d05838
G0001,d05839
G0001,d05840
G0001,d05841
G0001,d05842
G0001,d05843
G0001,d05844
G0001,d05845
G0001,d05846
G0001,d05847
G0001,d05848
G0001,d05849
G0001,d05850
G0001,d05851
G0001,d06566
G0001,d06567
G0001,d06568
G0001,d06569
G0001,d06570
G0001,d06571
G0001,d06572
G0001,d06573
G0001,d06574
G0001,d06575
G0001,d06576
G0001,d06577
G0001,d06578
G0001,d06579
G0001,d07294
G0001,d07295
G0001,d07296
G0001,d07297
G0001,d07298
G0001,d07299
G0001,d07300
G0001,d07301
G0001,d07302
G0001,d07303
G0001,d07304
G0001,d07305
G0001,d07306
G0001,d07307
G0001,d08022
G0001,d08023
G0001,d08024
G0001,d08025
G0001,d08026
G0001,d08027
G0001,d08028
G0001,d08029
G0001,d08030
G0001,d08031
G0001,d08032
G0001,d08033
G0001,d08034
G0001,d08035
G0001,d08750
G0001,d08751
G0001,d08752
G0001,d08753
G0001,d08754
G0001,d08755
G0001,d08756
G0001,d08757
G0001,d08758
G0001,d08759
G0001,d08760
G0001,d08761
G0001,d08762
G0001,d08763
G0001,d09478
G0001,d09479
G0001,d09480
G0001,d09481
G0001,d09482
G0001,d09483
G0001,d09484
G0001,d09485
G0001,d09486
G0001,d09487
G0001,d09488
G0001,d09489
G0001,d09490
G0001,d09491
G0001,d10206
G0001,d10207
G0001,d10208
G0001,d10209
G0001,d10210
G0001,d10211
G0001,d10212
G0001,d10213
G0001,d10214
G0001,d10215
G0001,d10216
G0001,d10217
G0001,d10218
G0001,d10219
G0001,d10934
G0001,d10935
G0001,d10936
G0001,d10937
G0001,d10938
G0001,d10939
G0001,d10940
G0001,d10941
G0001,d10942
G0001,d10943
G0001,d10944
G0001,d10945
G0001,d10946
G0001,d10947
G0001,d11662
G0001,d11663
G0001,d11664
G0001,d11665
G0001,d11666
G0001,d11667
G0001,d11668
G0001,d11669
G0001,d11670
G0001,d11671
G0001,d11672
G0001,d11673
G0001,d11674
G0001,d11675
G0001,d12390
G0001,d12391
G0001,d12392
G0001,d12393
G0001,d12394
G0001,d12395
G0001,d12396
G0001,d12397
G0001,d12398
G0001,d12399
G0001,d12400
G0001,d12401
G0001,d12402
G0001,d12403
G0001,d13118
G0001,d13119
G0001,d13120
G0001,d13121
G0001,d13122
G0001,d13123
G0001,d13124
G0001,d13125
G0001,d13126
G0001,d13127
G0001,d13128
G0001,d13129
G0001,d13130
G0001,d13131
G0001,d13846
G0001,d13847
G0001,d13848
G0001,d13849
G0001,d13850
G0001,d13851
G0001,d13852
G0001,d13853
G0001,d13854
G0001,d13855
G0001,d13856
G0001,d13857
G0001,d13858
G0001,d13859
G0001,d14574
G0001,d14575
G0001,d14576
G0001,d14577
G0001,d14578
G0001,d14579
G0001,d14580
G0001,d14581
G0001,d14582
G0001,d14583
G0001,d14584
G0001,d14585
G0001,d14586
G0001,d14587
G0001,d15302
G0001,d15303
G0001,d15304
G0001,d15305
G0001,d15306
G0001,d15307
G0001,d15308
G0001,d15309
G0001,d15310
G0001,d15311
G0001,d15312
G0001,d15313
G0001,d15314
G0001,d15315
G0001,d16030
G0001,d16031
G0001,d16032
G0001,d16033
G0001,d16034
G0001,d16035
G0001,d16036
G0001,d16037
G0001,d16038
G0001,d16039
G0001,d16040
G0001,d16041
G0001,d16042
G0001,d16043
G0001,d16758
G0001,d16759
G0001,d16760
G0001,d16761
G0001,d16762
G0001,d16763
G0001,d16764
G0001,d16765
G0001,d16766
G0001,d16767
G0001,d16768
G0001,d16769
G0001,d16770
G0001,d16771
G0001,d17486
G0001,d17487
G0001,d17488
G0001,d17489
G0001,d17490
G0001,d17491
G0001,d17492
G0001,d17493
G0001,d17494
G0001,d17495
G0001,d17496
G0001,d17497
G0001,d17498
G0001,d17499
G0001,d18214
G0001,d18215
G0001,d18216
G0001,d18217
G0001,d18218
G0001,d18219
G0001,d18220
G0001,d18221
G0001,d18222
G0001,d18223
G0001,d18224
G0001,d18225
G0001,d18226
G0001,d18227
G0001,d18942
G0001,d18943
G0001,d18944
G0001,d18945
G0001,d18946
G0001,d18947
G0001,d18948
G0001,d18949
G0001,d18950
G0001,d18951
G0001,d18952
G0001,d18953
G0001,d18954
G0001,d18955
G0001,d19670
G0001,d19671
G0001,d19672
G0001,d19673
G0001,d19674
G0001,d19675
G0001,d19676
G0001,d19677
G0001,d19678
G0001,d19679
G0001,d19680
G0001,d19681
G0001,d19682
G0001,d19683
G0001,d20398
G0001,d20399
G0001,d20400
G0001,d20401
G0001,d20402
G0001,d20403
G0001,d20404
G0001,d20405
G0001,d20406
G0001,d20407
G0001,d20408
G0001,d20409
G0001,d20410
G0001,d20411
G0001,d21126
G0001,d21127
G0001,d21128
G0001,d21129
G0001,d21130
G0001,d21131
G0001,d21132
G0001,d21133
G0001,d21134
G0001,d21135
G0001,d21136
G0001,d21137
G0001,d21138
G0001,d21139
G0001,d21854
G0001,d21855
G0001,d21856
G0001,d21857
G0001,d21858
G0001,d21859
G0001,d21860
G0001,d21861
G0001,d21862
G0001,d21863
G0001,d21864
G0001,d21865
G0001,d21866
G0001,d21867
G0001,d22582
G0001,d22583
G0001,d22584
G0001,d22585
G0001,d22586
G0001,d22587
G0001,d22588
G0001,d22589
G0001,d22590
G0001,d22591
G0001,d22592
G0001,d22593
G0001,d22594
G0001,d22595
G0001,d23310
G0001,d23311
G0001,d23312
G0001,d23313
G0001,d23314
G0001,d23315
G0001,d23316
G0001,d23317
G0001,d23318
G0001,d23319
G0001,d23320
G0001,d23321
G0001,d23322
G0001,d23323
G0001,d24038
G0001,d24039
G0001,d24040
G0001,d24041
G0001,d24042
G0001,d24043
G0001,d24044
G0001,d24045
G0001,d24046
G0001,d24047
G0001,d24048
G0001,d24049
G0001,d24050
G0001,d24051
G0001,d24766
G0001,d24767
G0001,d24768
G0001,d24769
G0001,d24770
G0001,d24771
G0001,d24772
G0001,d24773
G0001,d24774
G0001,d24775
G0001,d24776
G0001,d24777
G0001,d24778
G0001,d24779
G0001,d25494
G0001,d25495
G0001,d25496
G0001,d25497
G0001,d25498
G0001,d25499
G0001,d25500
G0001,d25501
G0001,d25502
G0001,d25503
G0001,d25504
G0001,d25505
G0001,d25506
G0001,d25507
G0001,d26222
G0001,d26223
G0001,d26224
G0001,d26225
G0001,d26226
G0001,d26227
G0001,d26228
G0001,d26229
G0001,d26230
G0001,d26231
G0001,d26232
G0001,d26233
G0001,d26234
G0001,d26235
G0001,d26950
G0001,d26951
G0001,d26952
G0001,d26953
G0001,d26954
G0001,d26955
G0001,d26956
G0001,d26957
G0001,d26958
G0001,d26959
G0001,d26960
G0001,d26961
G0001,d26962
G0001,d26963
G0001,d27678
G0001,d27679
G0001,d27680
G0001,d27681
G0001,d27682
G0001,d27683
G0001,d27684
G0001,d27685
G0001,d27686
G0001,d27687
G0001,d27688
G0001,d27689
G0001,d27690
G0001,d27691
G0001,d28406
G0001,d28407
G0001,d28408
G0001,d28409
G0001,d28410
G0001,d28411
G0001,d28412
G0001,d28413
G0001,d28414
G0001,d28415
G0001,d28416
G0001,d28417
G0001,d28418
G0001,d28419
G0001,d29134
G0001,d29135
G0001,d29136
G0001,d29137
G0001,d29138
G0001,d29139
G0001,d29140
G0001,d29141
G0001,d29142
G0001,d29143
