decision_id,role,cost
d00351,choice,-1373.95
d00352,choice,-1373.95
d00353,choice,-1373.95
d00354,choice,-1373.95
d00355,choice,-1373.95
d00356,choice,-1373.95
d00357,choice,-1373.95
d00358,choice,-1230.555
d00359,choice,-1230.555
d00360,choice,-288.4875
d00361,choice,-288.4875
d00362,choice,-24.716
d00363,choice,-24.716
d00364,choice,-1488.4875
d00365,choice,-1488.4875
d00366,choice,-1488.4875
d00367,choice,-1488.4875
d00368,choice,-1488.4875
d00369,choice,-1488.4875
d00370,choice,-1488.4875
d00371,choice,-1488.4875
d00372,choice,-1333.63875
d00373,choice,-1333.63875
d00374,choice,-317.121875
d00375,choice,-317.121875
d00376,choice,-33.879
d00377,choice,-33.879
d00378,choice,-1166.125
d00379,choice,-1166.125
d00380,choice,-1166.125
d00381,choice,-1166.125
d00382,choice,-1166.125
d00383,choice,-1166.125
d00384,choice,-1166.125
d00385,choice,-1166.125
d00386,choice,-1043.5125
d00387,choice,-1043.5125
d00388,choice,-236.53125
d00389,choice,-236.53125
d00390,choice,-8.09
d00391,choice,-8.09
d00392,choice,-1078.3625
d00393,choice,-1078.3625
d00394,choice,-1078.3625
d00395,choice,-1078.3625
d00396,choice,-1078.3625
d00397,choice,-1078.3625
d00398,choice,-1078.3625
d00399,choice,-1078.3625
d00400,choice,-964.52625
d00401,choice,-964.52625
d00402,choice,-214.590625
d00403,choice,-214.590625
d00404,choice,-1.069
d00405,choice,-1.069
d00406,choice,-1037.5625
d00407,choice,-1037.5625
d00408,choice,-1037.5625
d00409,choice,-1037.5625
d00410,choice,-1037.5625
d00411,choice,-1037.5625
d00412,choice,-1037.5625
d00413,choice,-1037.5625
d00414,choice,-927.80625
d00415,choice,-927.80625
d00416,choice,-204.390625
d00417,choice,-204.390625
d00418,choice,2.195
d00419,choice,2.195
d00420,choice,-967.8625
d00421,choice,-967.8625
d00422,choice,-967.8625
d00423,choice,-967.8625
d00424,choice,-967.8625
d00425,choice,-967.8625
d00426,choice,-967.8625
d00427,choice,-967.8625
d00428,choice,-865.07625
d00429,choice,-865.07625
d00430,choice,-186.965625
d00431,choice,-186.965625
d00432,choice,7.771
d00433,choice,7.771
d00434,choice,-844.6125
d00435,choice,-844.6125
d00436,choice,-844.6125
d00437,choice,-844.6125
d00438,choice,-844.6125
d00439,choice,-844.6125
d00440,choice,-844.6125
d00441,choice,-844.6125
d00442,choice,-754.15125
d00443,choice,-754.15125
d00444,choice,-156.153125
d00445,choice,-156.153125
d00446,choice,17.631
d00447,choice,17.631
d00448,choice,-721.15
d00449,choice,-721.15
d00450,choice,-721.15
d00451,choice,-721.15
d00452,choice,-721.15
d00453,choice,-721.15
d00454,choice,-721.15
d00455,choice,-721.15
d00456,choice,-643.035
d00457,choice,-643.035
d00458,choice,-125.2875
d00459,choice,-125.2875
d00460,choice,27.508
d00461,choice,27.508
d00462,choice,-767.2625
d00463,choice,-767.2625
d00464,choice,-767.2625
d00465,choice,-767.2625
d00466,choice,-767.2625
d00467,choice,-767.2625
d00468,choice,-767.2625
d00469,choice,-767.2625
d00470,choice,-684.53625
d00471,choice,-684.53625
d00472,choice,-136.815625
d00473,choice,-136.815625
d00474,choice,23.819
d00475,choice,23.819
d00476,choice,-551.15
d00477,choice,-551.15
d00478,choice,-551.15
d00479,choice,-551.15
d00480,choice,-551.15
d00481,choice,-551.15
d00482,choice,-551.15
d00483,choice,-551.15
d00484,choice,-490.035
d00485,choice,-490.035
d00486,choice,-82.7875
d00487,choice,-82.7875
d00488,choice,41.108
d00489,choice,41.108
d00490,choice,-513.9625
d00491,choice,-513.9625
d00492,choice,-513.9625
d00493,choice,-513.9625
d00494,choice,-513.9625
d00495,choice,-513.9625
d00496,choice,-513.9625
d00497,choice,-513.9625
d00498,choice,-456.56625
d00499,choice,-456.56625
d00500,choice,-73.490625
d00501,choice,-73.490625
d00502,choice,44.083
d00503,choice,44.083
d00504,choice,-412.8125
d00505,choice,-412.8125
d00506,choice,-412.8125
d00507,choice,-412.8125
d00508,choice,-412.8125
d00509,choice,-412.8125
d00510,choice,-412.8125
d00511,choice,-412.8125
d00512,choice,-365.53125
d00513,choice,-365.53125
d00514,choice,-48.203125
d00515,choice,-48.203125
d00516,choice,52.175
d00517,choice,52.175
d00518,choice,-302.95
d00519,choice,-302.95
d00520,choice,-302.95
d00521,choice,-302.95
d00522,choice,-302.95
d00523,choice,-302.95
d00524,choice,-302.95
d00525,choice,-302.95
d00526,choice,-266.655
d00527,choice,-266.655
d00528,choice,-20.7375
d00529,choice,-20.7375
d00530,choice,60.964
d00531,choice,60.964
d00532,choice,-709.0375
d00533,choice,-709.0375
d00534,choice,-709.0375
d00535,choice,-709.0375
d00536,choice,-709.0375
d00537,choice,-709.0375
d00538,choice,-709.0375
d00539,choice,-709.0375
d00540,choice,-632.13375
d00541,choice,-632.13375
d00542,choice,-122.259375
d00543,choice,-122.259375
d00544,choice,28.477
d00545,choice,28.477
d00546,choice,-699.05
d00547,choice,-699.05
d00548,choice,-699.05
d00549,choice,-699.05
d00550,choice,-699.05
d00551,choice,-699.05
d00552,choice,-699.05
d00553,choice,-699.05
d00554,choice,-623.145
d00555,choice,-623.145
d00556,choice,-119.7625
d00557,choice,-119.7625
d00558,choice,29.276
d00559,choice,29.276
d00560,choice,-1183.125
d00561,choice,-1183.125
d00562,choice,-1183.125
d00563,choice,-1183.125
d00564,choice,-1183.125
d00565,choice,-1183.125
d00566,choice,-1183.125
d00567,choice,-1183.125
d00568,choice,-1058.8125
d00569,choice,-1058.8125
d00570,choice,-240.78125
d00571,choice,-240.78125
d00572,choice,-9.45
d00573,choice,-9.45
d00574,choice,-1130.425
d00575,choice,-1130.425
d00576,choice,-1130.425
d00577,choice,-1130.425
d00578,choice,-1130.425
d00579,choice,-1130.425
d00580,choice,-1130.425
d00581,choice,-1130.425
d00582,choice,-1011.3825
d00583,choice,-1011.3825
d00584,choice,-227.60625
d00585,choice,-227.60625
d00586,choice,-5.234
d00587,choice,-5.234
d00588,choice,-1249.6375
d00589,choice,-1249.6375
d00590,choice,-1249.6375
d00591,choice,-1249.6375
d00592,choice,-1249.6375
d00593,choice,-1249.6375
d00594,choice,-1249.6375
d00595,choice,-1249.6375
d00596,choice,-1118.67375
d00597,choice,-1118.67375
d00598,choice,-257.409375
d00599,choice,-257.409375
d00600,choice,-14.771
d00601,choice,-14.771
d00602,choice,-1495.925
d00603,choice,-1495.925
d00604,choice,-1495.925
d00605,choice,-1495.925
d00606,choice,-1495.925
d00607,choice,-1495.925
d00608,choice,-1495.925
d00609,choice,-1495.925
d00610,choice,-1340.3325
d00611,choice,-1340.3325
d00612,choice,-318.98125
d00613,choice,-318.98125
d00614,choice,-34.474
d00615,choice,-34.474
d00616,choice,-78.975
d00617,choice,-78.975
d00618,choice,-78.975
d00619,choice,-78.975
d00620,choice,-78.975
d00621,choice,-78.975
d00622,choice,-78.975
d00623,choice,-78.975
d00624,choice,-65.0775
d00625,choice,-65.0775
d00626,choice,35.25625
d00627,choice,35.25625
d00628,choice,78.882
d00629,choice,78.882
d00630,choice,-38.3875
d00631,choice,-38.3875
d00632,choice,-38.3875
d00633,choice,-38.3875
d00634,choice,-38.3875
d00635,choice,-38.3875
d00636,choice,-38.3875
d00637,choice,-38.3875
d00638,choice,-28.54875
d00639,choice,-28.54875
d00640,choice,45.403125
d00641,choice,45.403125
d00642,choice,82.129
d00643,choice,82.129
d00644,choice,-629.35
d00645,choice,-629.35
d00646,choice,-629.35
d00647,choice,-629.35
d00648,choice,-629.35
d00649,choice,-629.35
d00650,choice,-629.35
d00651,choice,-629.35
d00652,choice,-560.415
d00653,choice,-560.415
d00654,choice,-102.3375
d00655,choice,-102.3375
d00656,choice,34.852
d00657,choice,34.852
d00658,choice,-2.475
d00659,choice,-2.475
d00660,choice,-2.475
d00661,choice,-2.475
d00662,choice,-2.475
d00663,choice,-2.475
d00664,choice,-2.475
d00665,choice,-2.475
d00666,choice,3.7725
d00667,choice,3.7725
d00668,choice,54.38125
d00669,choice,54.38125
d00670,choice,85.002
d00671,choice,85.002
d00672,choice,-138.2625
d00673,choice,-138.2625
d00674,choice,-138.2625
d00675,choice,-138.2625
d00676,choice,-138.2625
d00677,choice,-138.2625
d00678,choice,-138.2625
d00679,choice,-138.2625
d00680,choice,-118.43625
d00681,choice,-118.43625
d00682,choice,20.434375
d00683,choice,20.434375
d00684,choice,74.139
d00685,choice,74.139
d00686,choice,-99.8
d00687,choice,-99.8
d00688,choice,-99.8
d00689,choice,-99.8
d00690,choice,-99.8
d00691,choice,-99.8
d00692,choice,-99.8
d00693,choice,-99.8
d00694,choice,-83.82
d00695,choice,-83.82
d00696,choice,30.05
d00697,choice,30.05
d00698,choice,77.216
d00699,choice,77.216
d00700,choice,-47.525
d00701,choice,-47.525
d00702,choice,-47.525
d00703,choice,-47.525
d00704,choice,-47.525
d00705,choice,-47.525
d00706,choice,-47.525
d00707,choice,-47.525
d00708,choice,-36.7725
d00709,choice,-36.7725
d00710,choice,43.11875
d00711,choice,43.11875
d00712,choice,81.398
d00713,choice,81.398
d00714,choice,-32.0125
d00715,choice,-32.0125
d00716,choice,-32.0125
d00717,choice,-32.0125
d00718,choice,-32.0125
d00719,choice,-32.0125
d00720,choice,-32.0125
d00721,choice,-32.0125
d00722,choice,-22.81125
d00723,choice,-22.81125
d00724,choice,46.996875
d00725,choice,46.996875
d00726,choice,82.639
d00727,choice,82.639
d00728,choice,-1001.0625
d00729,choice,-1001.0625
d00730,choice,-1001.0625
d00731,choice,-1001.0625
d00732,choice,-1001.0625
d00733,choice,-1001.0625
d00734,choice,-1001.0625
d00735,choice,-1001.0625
d00736,choice,-894.95625
d00737,choice,-894.95625
d00738,choice,-195.265625
d00739,choice,-195.265625
d00740,choice,5.115
d00741,choice,5.115
d00742,choice,-1914.375
d00743,choice,-1914.375
d00744,choice,-1914.375
d00745,choice,-1914.375
d00746,choice,-1914.375
d00747,choice,-1914.375
d00748,choice,-1914.375
d00749,choice,-1914.375
d00750,choice,-1716.9375
d00751,choice,-1716.9375
d00752,choice,-423.59375
d00753,choice,-423.59375
d00754,choice,-67.95
d00755,choice,-67.95
d00756,choice,-2086.875
d00757,choice,-2086.875
d00758,choice,-2086.875
d00759,choice,-2086.875
d00760,choice,-2086.875
d00761,choice,-2086.875
d00762,choice,-2086.875
d00763,choice,-2086.875
d00764,choice,-1872.1875
d00765,choice,-1872.1875
d00766,choice,-466.71875
d00767,choice,-466.71875
d00768,choice,-81.75
d00769,choice,-81.75
d00770,choice,-1332.1875
d00771,choice,-1332.1875
d00772,choice,-1332.1875
d00773,choice,-1332.1875
d00774,choice,-1332.1875
d00775,choice,-1332.1875
d00776,choice,-1332.1875
d00777,choice,-1332.1875
d00778,choice,-1192.96875
d00779,choice,-1192.96875
d00780,choice,-278.046875
d00781,choice,-278.046875
d00782,choice,-21.375
d00783,choice,-21.375
d00784,choice,-1256.25
d00785,choice,-1256.25
d00786,choice,-1256.25
d00787,choice,-1256.25
d00788,choice,-1256.25
d00789,choice,-1256.25
d00790,choice,-1256.25
d00791,choice,-1256.25
d00792,choice,-1124.625
d00793,choice,-1124.625
d00794,choice,-259.0625
d00795,choice,-259.0625
d00796,choice,-15.3
d00797,choice,-15.3
d00798,choice,-1230.1875
d00799,choice,-1230.1875
d00800,choice,-1230.1875
d00801,choice,-1230.1875
d00802,choice,-1230.1875
d00803,choice,-1230.1875
d00804,choice,-1230.1875
d00805,choice,-1230.1875
d00806,choice,-1101.16875
d00807,choice,-1101.16875
d00808,choice,-252.546875
d00809,choice,-252.546875
d00810,choice,-13.215
d00811,choice,-13.215
d00812,choice,-1077.9375
d00813,choice,-1077.9375
d00814,choice,-1077.9375
d00815,choice,-1077.9375
d00816,choice,-1077.9375
d00817,choice,-1077.9375
d00818,choice,-1077.9375
d00819,choice,-1077.9375
d00820,choice,-964.14375
d00821,choice,-964.14375
d00822,choice,-214.484375
d00823,choice,-214.484375
d00824,choice,-1.035
d00825,choice,-1.035
d00826,choice,-1056.1875
d00827,choice,-1056.1875
d00828,choice,-1056.1875
d00829,choice,-1056.1875
d00830,choice,-1056.1875
d00831,choice,-1056.1875
d00832,choice,-1056.1875
d00833,choice,-1056.1875
d00834,choice,-944.56875
d00835,choice,-944.56875
d00836,choice,-209.046875
d00837,choice,-209.046875
d00838,choice,0.705
d00839,choice,0.705
d00840,choice,-1430.8125
d00841,choice,-1430.8125
d00842,choice,-1430.8125
d00843,choice,-1430.8125
d00844,choice,-1430.8125
d00845,choice,-1430.8125
d00846,choice,-1430.8125
d00847,choice,-1430.8125
d00848,choice,-1281.73125
d00849,choice,-1281.73125
d00850,choice,-302.703125
d00851,choice,-302.703125
d00852,choice,-29.265
d00853,choice,-29.265
d00854,choice,-1923.1875
d00855,choice,-1923.1875
d00856,choice,-1923.1875
d00857,choice,-1923.1875
d00858,choice,-1923.1875
d00859,choice,-1923.1875
d00860,choice,-1923.1875
d00861,choice,-1923.1875
d00862,choice,-1724.86875
d00863,choice,-1724.86875
d00864,choice,-425.796875
d00865,choice,-425.796875
d00866,choice,-68.655
d00867,choice,-68.655
d00868,choice,-2064.75
d00869,choice,-2064.75
d00870,choice,-2064.75
d00871,choice,-2064.75
d00872,choice,-2064.75
d00873,choice,-2064.75
d00874,choice,-2064.75
d00875,choice,-2064.75
d00876,choice,-1852.275
d00877,choice,-1852.275
d00878,choice,-461.1875
d00879,choice,-461.1875
d00880,choice,-79.98
d00881,choice,-79.98
d00882,choice,-2735.8125
d00883,choice,-2735.8125
d00884,choice,-2735.8125
d00885,choice,-2735.8125
d00886,choice,-2735.8125
d00887,choice,-2735.8125
d00888,choice,-2735.8125
d00889,choice,-2735.8125
d00890,choice,-2456.23125
d00891,choice,-2456.23125
d00892,choice,-628.953125
d00893,choice,-628.953125
d00894,choice,-133.665
d00895,choice,-133.665
d00896,choice,-990.75
d00897,choice,-990.75
d00898,choice,-990.75
d00899,choice,-990.75
d00900,choice,-990.75
d00901,choice,-990.75
d00902,choice,-990.75
d00903,choice,-990.75
d00904,choice,-885.675
d00905,choice,-885.675
d00906,choice,-192.6875
d00907,choice,-192.6875
d00908,choice,5.94
d00909,choice,5.94
d00910,choice,-937.5
d00911,choice,-937.5
d00912,choice,-937.5
d00913,choice,-937.5
d00914,choice,-937.5
d00915,choice,-937.5
d00916,choice,-937.5
d00917,choice,-937.5
d00918,choice,-837.75
d00919,choice,-837.75
d00920,choice,-179.375
d00921,choice,-179.375
d00922,choice,10.2
d00923,choice,10.2
d00924,choice,-859.875
d00925,choice,-859.875
d00926,choice,-859.875
d00927,choice,-859.875
d00928,choice,-859.875
d00929,choice,-859.875
d00930,choice,-859.875
d00931,choice,-859.875
d00932,choice,-767.8875
d00933,choice,-767.8875
d00934,choice,-159.96875
d00935,choice,-159.96875
d00936,choice,16.41
d00937,choice,16.41
d00938,choice,-1029.0
d00939,choice,-1029.0
d00940,choice,-1029.0
d00941,choice,-1029.0
d00942,choice,-1029.0
d00943,choice,-1029.0
d00944,choice,-1029.0
d00945,choice,-1029.0
d00946,choice,-920.1
d00947,choice,-920.1
d00948,choice,-202.25
d00949,choice,-202.25
d00950,choice,2.88
d00951,choice,2.88
d00952,choice,-1062.0
d00953,choice,-1062.0
d00954,choice,-1062.0
d00955,choice,-1062.0
d00956,choice,-1062.0
d00957,choice,-1062.0
d00958,choice,-1062.0
d00959,choice,-1062.0
d00960,choice,-949.8
d00961,choice,-949.8
d00962,choice,-210.5
d00963,choice,-210.5
d00964,choice,0.24
d00965,choice,0.24
d00966,choice,-185.25
d00967,choice,-185.25
d00968,choice,-185.25
d00969,choice,-185.25
d00970,choice,-185.25
d00971,choice,-185.25
d00972,choice,-185.25
d00973,choice,-185.25
d00974,choice,-160.725
d00975,choice,-160.725
d00976,choice,8.6875
d00977,choice,8.6875
d00978,choice,70.38
d00979,choice,70.38
d00980,choice,-222.9375
d00981,choice,-222.9375
d00982,choice,-222.9375
d00983,choice,-222.9375
d00984,choice,-222.9375
d00985,choice,-222.9375
d00986,choice,-222.9375
d00987,choice,-222.9375
d00988,choice,-194.64375
d00989,choice,-194.64375
d00990,choice,-0.734375
d00991,choice,-0.734375
d00992,choice,67.365
d00993,choice,67.365
d00994,choice,-280.875
d00995,choice,-280.875
d00996,choice,-280.875
d00997,choice,-280.875
d00998,choice,-280.875
d00999,choice,-280.875
d01000,choice,-280.875
d01001,choice,-280.875
d01002,choice,-246.7875
d01003,choice,-246.7875
d01004,choice,-15.21875
d01005,choice,-15.21875
d01006,choice,62.73
d01007,choice,62.73
d01008,choice,-309.5625
d01009,choice,-309.5625
d01010,choice,-309.5625
d01011,choice,-309.5625
d01012,choice,-309.5625
d01013,choice,-309.5625
d01014,choice,-309.5625
d01015,choice,-309.5625
d01016,choice,-272.60625
d01017,choice,-272.60625
d01018,choice,-22.390625
d01019,choice,-22.390625
d01020,choice,60.435
d01021,choice,60.435
d01022,choice,-585.0
d01023,choice,-585.0
d01024,choice,-585.0
d01025,choice,-585.0
d01026,choice,-585.0
d01027,choice,-585.0
d01028,choice,-585.0
d01029,choice,-585.0
d01030,choice,-520.5
d01031,choice,-520.5
d01032,choice,-91.25
d01033,choice,-91.25
d01034,choice,38.4
d01035,choice,38.4
d01036,choice,-628.6875
d01037,choice,-628.6875
d01038,choice,-628.6875
d01039,choice,-628.6875
d01040,choice,-628.6875
d01041,choice,-628.6875
d01042,choice,-628.6875
d01043,choice,-628.6875
d01044,choice,-559.81875
d01045,choice,-559.81875
d01046,choice,-102.171875
d01047,choice,-102.171875
d01048,choice,34.905
d01049,choice,34.905
d01050,choice,-1550.4375
d01051,choice,-1550.4375
d01052,choice,-1550.4375
d01053,choice,-1550.4375
d01054,choice,-1550.4375
d01055,choice,-1550.4375
d01056,choice,-1550.4375
d01057,choice,-1550.4375
d01058,choice,-1389.39375
d01059,choice,-1389.39375
d01060,choice,-332.609375
d01061,choice,-332.609375
d01062,choice,-38.835
d01063,choice,-38.835
d01064,choice,-1521.75
d01065,choice,-1521.75
d01066,choice,-1521.75
d01067,choice,-1521.75
d01068,choice,-1521.75
d01069,choice,-1521.75
d01070,choice,-1521.75
d01071,choice,-1521.75
d01072,choice,-1363.575
d01073,choice,-1363.575
d01074,choice,-325.4375
d01075,choice,-325.4375
d01076,choice,-36.54
d01077,choice,-36.54
d01078,choice,-1205.25
d01079,choice,-1205.25
d01080,choice,-1205.25
d01081,choice,-1205.25
d01082,choice,-1205.25
d01083,choice,-1205.25
d01084,choice,-1205.25
d01085,choice,-1205.25
d01086,choice,-1078.725
d01087,choice,-1078.725
d01088,choice,-246.3125
d01089,choice,-246.3125
d01090,choice,-11.22
d01091,choice,-11.22
