group_id,option_id
34,293
34,294
34,295
34,296
34,297
34,298
34,299
34,300
34,301
35,302
35,303
35,304
35,305
35,306
35,307
35,308
35,309
35,310
35,311
36,312
36,313
36,314
36,315
36,316
36,317
36,318
36,319
36,320
36,321
37,322
37,323
37,324
37,325
37,326
37,327
37,328
37,329
38,330
38,331
38,332
38,333
38,334
38,335
38,336
38,337
39,338
39,339
39,340
39,341
39,342
39,343
39,344
39,345
39,346
39,347
40,348
40,349
40,350
40,351
40,352
40,353
40,354
40,355
40,356
40,357
41,358
41,359
41,360
41,361
41,362
41,363
42,364
42,365
42,366
42,367
42,368
42,369
42,370
42,371
42,372
42,373
43,374
43,375
43,376
43,377
43,378
43,379
43,380
43,381
43,382
43,383
44,384
44,385
44,386
44,387
44,388
44,389
44,390
44,391
44,392
44,393
45,394
45,395
45,396
45,397
45,398
45,399
45,400
45,401
45,402
45,403
46,404
46,405
46,406
46,407
46,408
46,409
46,410
46,411
47,412
47,413
47,414
47,415
47,416
47,417
47,418
47,419
47,420
48,421
48,422
48,423
48,424
48,425
48,426
48,427
49,428
49,429
49,430
49,431
49,432
49,433
49,434
49,435
49,436
49,437
50,438
50,439
50,440
50,441
50,442
50,443
50,444
50,445
50,446
50,447
51,448
51,449
51,450
51,451
51,452
51,453
51,454
51,455
51,456
51,457
52,458
52,459
52,460
52,461
52,462
52,463
52,464
52,465
52,466
52,467
53,468
53,469
53,470
53,471
53,472
53,473
53,474
53,475
53,476
53,477
54,478
54,479
54,480
54,481
54,482
54,483
54,484
54,485
55,486
55,487
55,488
55,489
55,490
55,491
55,492
55,493
56,494
56,495
56,496
56,497
56,498
56,499
56,500
56,501
56,502
56,503
57,504
57,505
57,506
57,507
57,508
57,509
57,510
57,511
57,512
57,513
58,514
58,515
58,516
58,517
58,518
58,519
58,520
59,521
59,522
59,523
59,524
59,525
59,526
59,527
59,528
59,529
59,530
60,531
60,532
60,533
60,534
60,535
60,536
60,537
60,538
60,539
60,540
61,541
61,542
61,543
61,544
61,545
61,546
61,547
61,548
61,549
61,550
62,551
62,552
62,553
62,554
62,555
62,556
62,557
62,558
62,559
62,560
63,561
63,562
63,563
63,564
63,565
63,566
63,567
63,568
64,569
64,570
64,571
64,572
64,573
64,574
64,575
64,576
64,577
65,578
65,579
65,580
65,581
65,582
65,583
65,584
65,585
66,586
66,587
66,588
66,589
66,590
66,591
66,592
66,593
67,594
67,595
67,596
67,597
67,598
67,599
67,600
67,601
67,602
67,603
68,604
68,605
68,606
68,607
68,608
68,609
68,610
68,611
68,612
68,613
69,614
69,615
69,616
69,617
69,618
69,619
69,620
69,621
69,622
69,623
70,624
70,625
70,626
70,627
70,628
70,629
70,630
70,631
70,632
70,633
71,634
71,635
71,636
71,637
71,638
71,639
71,640
71,641
71,642
71,643
72,644
72,645
72,646
72,647
72,648
72,649
72,650
72,651
73,652
73,653
73,654
73,655
73,656
73,657
73,658
73,659
74,660
74,661
74,662
74,663
74,664
74,665
74,666
74,667
74,668
74,669
75,670
75,671
75,672
75,673
75,674
75,675
75,676
75,677
75,678
75,679
76,680
76,681
76,682
76,683
76,684
76,685
76,686
77,687
77,688
77,689
77,690
77,691
77,692
77,693
77,694
77,695
77,696
78,697
78,698
78,699
78,700
78,701
78,702
78,703
78,704
78,705
78,706
79,707
79,708
79,709
79,710
79,711
79,712
79,713
79,714
79,715
79,716
80,717
80,718
80,719
80,720
80,721
80,722
80,723
80,724
80,725
80,726
81,727
81,728
81,729
81,730
81,731
81,732
81,733
81,734
82,735
82,736
82,737
82,738
82,739
82,740
82,741
82,742
82,743
83,744
83,745
83,746
83,747
83,748
83,749
83,750
83,751
84,752
84,753
84,754
84,755
84,756
84,757
84,758
85,759
85,760
85,761
85,762
85,763
85,764
85,765
85,766
85,767
86,768
86,769
86,770
86,771
86,772
86,773
86,774
86,775
86,776
87,777
87,778
87,779
87,780
87,781
87,782
87,783
87,784
87,785
88,786
88,787
88,788
88,789
88,790
88,791
88,792
88,793
88,794
89,795
89,796
89,797
89,798
89,799
89,800
89,801
89,802
89,803
90,804
90,805
90,806
90,807
90,808
90,809
90,810
90,811
91,812
91,813
91,814
91,815
91,816
91,817
91,818
92,819
92,820
92,821
92,822
92,823
92,824
92,825
92,826
92,827
93,828
93,829
93,830
93,831
93,832
93,833
93,834
93,835
93,836
94,837
94,838
94,839
94,840
94,841
94,842
94,843
94,844
94,845
95,846
95,847
95,848
95,849
95,850
95,851
95,852
95,853
95,854
96,855
96,856
96,857
96,858
96,859
96,860
96,861
96,862
96,863
97,864
97,865
97,866
97,867
97,868
97,869
97,870
97,871
97,872
98,873
98,874
98,875
98,876
98,877
98,878
98,879
98,880
99,881
99,882
99,883
99,884
99,885
99,886
99,887
99,888
100,889
100,890
100,891
100,892
100,893
100,894
100,895
100,896
101,897
101,898
101,899
101,900
101,901
101,902
101,903
101,904
101,905
101,906
102,907
102,908
102,909
102,910
102,911
102,912
102,913
102,914
102,915
102,916
103,917
103,918
103,919
103,920
103,921
103,922
103,923
103,924
103,925
103,926
104,927
104,928
104,929
104,930
104,931
104,932
104,933
104,934
104,935
104,936
105,937
105,938
105,939
105,940
105,941
105,942
105,943
105,944
105,945
105,946
106,947
106,948
106,949
106,950
106,951
106,952
106,953
106,954
107,955
107,956
107,957
107,958
107,959
107,960
107,961
107,962
108,963
108,964
108,965
108,966
108,967
108,968
108,969
108,970
108,971
108,972
109,973
109,974
109,975
109,976
109,977
109,978
109,979
109,980
109,981
109,982
110,983
110,984
110,985
110,986
110,987
110,988
111,989
111,990
111,991
111,992
111,993
111,994
111,995
111,996
111,997
111,998
112,1000
112,1001
112,1002
112,1003
112,1004
112,1005
112,1006
112,1007
112,1008
112,999
113,1009
113,1010
113,1011
113,1012
113,1013
113,1014
113,1015
113,1016
113,1017
113,1018
114,1019
114,1020
114,1021
114,1022
114,1023
114,1024
114,1025
114,1026
114,1027
114,1028
115,1029
115,1030
115,1031
115,1032
115,1033
115,1034
115,1035
115,1036
116,1037
116,1038
116,1039
116,1040
116,1041
116,1042
116,1043
116,1044
116,1045
117,1046
117,1047
117,1048
117,1049
117,1050
117,1051
117,1052
118,1053
118,1054
118,1055
118,1056
118,1057
118,1058
118,1059
118,1060
119,1061
119,1062
119,1063
119,1064
119,1065
119,1066
119,1067
119,1068
119,1069
119,1070
120,1071
120,1072
120,1073
120,1074
120,1075
120,1076
120,1077
120,1078
120,1079
120,1080
121,1081
121,1082
121,1083
121,1084
121,1085
121,1086
121,1087
121,1088
121,1089
121,1090
122,1091
122,1092
122,1093
122,1094
122,1095
122,1096
122,1097
122,1098
122,1099
122,1100
123,1101
123,1102
123,1103
123,1104
123,1105
123,1106
123,1107
123,1108
123,1109
123,1110
124,1111
124,1112
124,1113
124,1114
124,1115
124,1116
124,1117
124,1118
125,1119
125,1120
125,1121
125,1122
125,1123
125,1124
125,1125
125,1126
126,1127
126,1128
126,1129
126,1130
126,1131
126,1132
126,1133
126,1134
126,1135
126,1136
127,1137
127,1138
127,1139
127,1140
127,1141
127,1142
127,1143
127,1144
127,1145
127,1146
128,1147
128,1148
128,1149
128,1150
128,1151
128,1152
128,1153
129,1154
129,1155
129,1156
129,1157
129,1158
129,1159
129,1160
129,1161
129,1162
129,1163
130,1164
130,1165
130,1166
130,1167
130,1168
130,1169
130,1170
130,1171
130,1172
130,1173
131,1174
131,1175
131,1176
131,1177
131,1178
131,1179
131,1180
131,1181
131,1182
131,1183
132,1184
132,1185
132,1186
132,1187
132,1188
132,1189
132,1190
132,1191
132,1192
132,1193
133,1194
133,1195
133,1196
133,1197
133,1198
133,1199
133,1200
133,1201
134,1202
134,1203
134,1204
134,1205
134,1206
134,1207
134,1208
134,1209
134,1210
135,1211
135,1212
135,1213
135,1214
135,1215
135,1216
135,1217
135,1218
136,1219
136,1220
136,1221
136,1222
136,1223
136,1224
136,1225
136,1226
136,1227
137,1228
137,1229
137,1230
137,1231
137,1232
137,1233
137,1234
137,1235
137,1236
138,1237
138,1238
138,1239
138,1240
138,1241
138,1242
138,1243
138,1244
138,1245
139,1246
139,1247
139,1248
139,1249
139,1250
139,1251
139,1252
139,1253
139,1254
140,1255
140,1256
140,1257
140,1258
140,1259
140,1260
140,1261
140,1262
140,1263
141,1264
141,1265
141,1266
141,1267
141,1268
141,1269
141,1270
141,1271
142,1272
142,1273
142,1274
142,1275
142,1276
142,1277
142,1278
142,1279
142,1280
143,1281
143,1282
143,1283
143,1284
143,1285
143,1286
143,1287
144,1288
144,1289
144,1290
144,1291
144,1292
144,1293
144,1294
144,1295
144,1296
145,1297
145,1298
145,1299
145,1300
145,1301
145,1302
145,1303
145,1304
145,1305
146,1306
146,1307
146,1308
146,1309
146,1310
146,1311
146,1312
146,1313
146,1314
147,1315
147,1316
147,1317
147,1318
147,1319
147,1320
147,1321
147,1322
147,1323
148,1324
148,1325
148,1326
148,1327
148,1328
148,1329
148,1330
148,1331
149,1332
149,1333
149,1334
149,1335
149,1336
149,1337
149,1338
149,1339
150,12
150,22
150,32
150,42
150,60
150,68
150,78
150,95
150,2
150,105
150,115
150,125
150,143
151,13
151,23
151,33
151,43
151,52
151,61
151,69
151,79
151,88
151,96
151,3
151,106
151,116
151,126
151,135
151,144
151,152
152,14
152,24
152,34
152,44
152,53
152,62
152,70
152,80
152,89
152,97
152,4
152,107
152,117
152,127
152,136
152,145
152,153
153,15
153,25
153,35
153,45
153,54
153,63
153,71
153,81
153,90
153,98
153,5
153,108
153,118
153,128
153,137
153,146
153,154
154,16
154,26
154,36
154,46
154,55
154,64
154,72
154,82
154,99
154,6
154,109
154,119
154,129
154,138
154,147
155,17
155,27
155,37
155,47
155,56
155,65
155,73
155,83
155,91
155,7
155,100
155,110
155,120
155,130
155,139
155,148
155,155
156,18
156,28
156,38
156,48
156,57
156,66
156,74
156,84
156,92
156,8
156,101
156,111
156,121
156,131
156,140
156,149
156,156
157,19
157,29
157,39
157,49
157,58
157,75
157,85
157,9
157,102
157,112
157,122
157,132
157,141
157,157
158,159
158,166
158,174
158,182
158,190
158,198
158,206
158,213
158,222
158,230
158,238
158,247
158,255
158,264
159,161
159,168
159,176
159,184
159,192
159,200
159,208
159,215
159,224
159,232
159,240
159,249
159,257
159,266
160,162
160,169
160,177
160,185
160,193
160,201
160,209
160,216
160,225
160,233
160,241
160,250
160,258
160,267
161,163
161,170
161,178
161,186
161,194
161,202
161,210
161,217
161,226
161,234
161,242
161,251
161,259
161,268
162,164
162,171
162,179
162,187
162,195
162,203
162,211
162,218
162,227
162,235
162,243
162,252
162,260
162,269
163,165
163,172
163,180
163,188
163,196
163,204
163,212
163,219
163,228
163,236
163,244
163,253
163,261
163,270
164,173
164,181
164,189
164,197
164,205
164,220
164,229
164,237
164,245
164,254
164,262
165,272
165,282
165,292
165,302
165,312
165,322
165,330
165,338
165,348
165,358
165,364
165,374
165,384
165,394
165,404
165,412
165,421
166,273
166,283
166,293
166,303
166,313
166,331
166,339
166,349
166,365
166,375
166,385
166,395
166,413
167,275
167,285
167,295
167,305
167,315
167,324
167,333
167,341
167,351
167,360
167,367
167,377
167,387
167,397
167,406
167,415
167,423
168,276
168,286
168,296
168,306
168,316
168,325
168,334
168,342
168,352
168,361
168,368
168,378
168,388
168,398
168,407
168,416
168,424
169,277
169,287
169,297
169,307
169,317
169,326
169,335
169,343
169,353
169,369
169,379
169,389
169,399
169,408
169,417
170,278
170,288
170,298
170,308
170,318
170,327
170,336
170,344
170,354
170,362
170,370
170,380
170,390
170,400
170,409
170,418
170,425
171,279
171,289
171,299
171,309
171,319
171,328
171,337
171,345
171,355
171,363
171,371
171,381
171,391
171,401
171,410
171,419
171,426
172,280
172,290
172,300
172,310
172,320
172,329
172,346
172,356
172,372
172,382
172,392
172,402
172,411
172,427
173,428
173,438
173,448
173,458
173,468
173,478
173,486
173,494
173,504
173,514
173,521
173,531
173,541
173,551
173,561
173,569
173,578
174,429
174,439
174,449
174,459
174,469
174,487
174,495
174,505
174,522
174,532
174,542
174,552
174,570
175,430
175,440
175,450
175,460
175,470
175,479
175,488
175,496
175,506
175,515
175,523
175,533
175,543
175,553
175,562
175,571
175,579
176,432
176,442
176,452
176,462
176,472
176,481
176,490
176,498
176,508
176,517
176,525
176,535
176,545
176,555
176,564
176,573
176,581
177,433
177,443
177,453
177,463
177,473
177,482
177,491
177,499
177,509
177,526
177,536
177,546
177,556
177,565
177,574
178,434
178,444
178,454
178,464
178,474
178,483
178,492
178,500
178,510
178,518
178,527
178,537
178,547
178,557
178,566
178,575
178,582
179,435
179,445
179,455
179,465
179,475
179,484
179,493
179,501
179,511
179,519
179,528
179,538
179,548
179,558
179,567
179,576
179,583
180,436
180,446
180,456
180,466
180,476
180,485
180,502
180,512
180,529
180,539
180,549
180,559
180,568
180,584
181,586
181,594
181,604
181,614
181,624
181,634
181,644
181,652
181,660
181,670
181,680
181,687
181,697
181,707
181,717
181,727
181,735
181,744
182,587
182,595
182,605
182,615
182,625
182,635
182,653
182,661
182,671
182,688
182,698
182,708
182,718
182,736
183,588
183,596
183,606
183,616
183,626
183,636
183,645
183,654
183,662
183,672
183,681
183,689
183,699
183,709
183,719
183,728
183,737
183,745
184,589
184,597
184,607
184,617
184,627
184,637
184,646
184,655
184,663
184,673
184,682
184,690
184,700
184,710
184,720
184,729
184,738
184,746
185,591
185,599
185,609
185,619
185,629
185,639
185,648
185,657
185,665
185,675
185,692
185,702
185,712
185,722
185,731
185,740
186,592
186,600
186,610
186,620
186,630
186,640
186,649
186,658
186,666
186,676
186,684
186,693
186,703
186,713
186,723
186,732
186,741
186,748
187,593
187,601
187,611
187,621
187,631
187,641
187,650
187,659
187,667
187,677
187,685
187,694
187,704
187,714
187,724
187,733
187,742
187,749
188,602
188,612
188,622
188,632
188,642
188,651
188,668
188,678
188,695
188,705
188,715
188,725
188,734
188,750
189,752
189,759
189,768
189,777
189,786
189,795
189,804
189,812
189,819
189,828
189,837
189,846
189,855
189,864
189,873
189,881
190,753
190,760
190,769
190,778
190,787
190,796
190,805
190,813
190,820
190,829
190,838
190,847
190,856
190,865
190,874
190,882
191,754
191,761
191,770
191,779
191,788
191,797
191,806
191,814
191,821
191,830
191,839
191,848
191,857
191,866
191,875
191,883
192,755
192,762
192,771
192,780
192,789
192,798
192,807
192,815
192,822
192,831
192,840
192,849
192,858
192,867
192,876
192,884
193,757
193,764
193,773
193,782
193,791
193,800
193,809
193,817
193,824
193,833
193,842
193,851
193,860
193,869
193,878
193,886
194,758
194,765
194,774
194,783
194,792
194,801
194,810
194,818
194,825
194,834
194,843
194,852
194,861
194,870
194,879
194,887
195,766
195,775
195,784
195,793
195,802
195,811
195,826
195,835
195,844
195,853
195,862
195,871
195,880
196,1009
196,1019
196,1029
196,1037
196,1046
196,889
196,897
196,907
196,917
196,927
196,937
196,947
196,955
196,963
196,973
196,983
196,989
196,999
197,1000
197,1010
197,1020
197,1038
197,890
197,898
197,908
197,918
197,928
197,938
197,956
197,964
197,974
197,990
198,1001
198,1011
198,1021
198,1030
198,1039
198,1047
198,891
198,899
198,909
198,919
198,929
198,939
198,948
198,957
198,965
198,975
198,984
198,991
199,1002
199,1012
199,1022
199,1031
199,1040
199,1048
199,892
199,900
199,910
199,920
199,930
199,940
199,949
199,958
199,966
199,976
199,985
199,992
200,1003
200,1013
200,1023
200,1032
200,1041
200,1049
200,893
200,901
200,911
200,921
200,931
200,941
200,950
200,959
200,967
200,977
200,986
200,993
201,1004
201,1014
201,1024
201,1033
201,1042
201,894
201,902
201,912
201,922
201,932
201,942
201,951
201,960
201,968
201,978
201,994
202,1006
202,1016
202,1026
202,1035
202,1044
202,1051
202,896
202,904
202,914
202,924
202,934
202,944
202,953
202,962
202,970
202,980
202,988
202,996
203,1007
203,1017
203,1027
203,1036
203,1052
203,905
203,915
203,925
203,935
203,945
203,954
203,971
203,981
203,997
204,1053
204,1061
204,1071
204,1081
204,1091
204,1101
204,1111
204,1119
204,1127
204,1137
204,1147
204,1154
204,1164
204,1174
204,1184
204,1194
204,1202
204,1211
205,1054
205,1062
205,1072
205,1082
205,1092
205,1102
205,1120
205,1128
205,1138
205,1155
205,1165
205,1175
205,1185
205,1203
206,1055
206,1063
206,1073
206,1083
206,1093
206,1103
206,1112
206,1121
206,1129
206,1139
206,1148
206,1156
206,1166
206,1176
206,1186
206,1195
206,1204
206,1212
207,1056
207,1064
207,1074
207,1084
207,1094
207,1104
207,1113
207,1122
207,1130
207,1140
207,1149
207,1157
207,1167
207,1177
207,1187
207,1196
207,1205
207,1213
208,1057
208,1065
208,1075
208,1085
208,1095
208,1105
208,1114
208,1123
208,1131
208,1141
208,1150
208,1158
208,1168
208,1178
208,1188
208,1197
208,1206
208,1214
209,1058
209,1066
209,1076
209,1086
209,1096
209,1106
209,1115
209,1124
209,1132
209,1142
209,1159
209,1169
209,1179
209,1189
209,1198
209,1207
210,1059
210,1067
210,1077
210,1087
210,1097
210,1107
210,1116
210,1125
210,1133
210,1143
210,1151
210,1160
210,1170
210,1180
210,1190
210,1199
210,1208
210,1215
211,1069
211,1079
211,1089
211,1099
211,1109
211,1118
211,1135
211,1145
211,1162
211,1172
211,1182
211,1192
211,1201
211,1217
212,1219
212,1228
212,1237
212,1246
212,1255
212,1264
212,1272
212,1281
212,1288
212,1297
212,1306
212,1315
212,1324
212,1332
213,1220
213,1229
213,1238
213,1247
213,1256
213,1273
213,1289
213,1298
213,1307
213,1316
213,1333
214,1221
214,1230
214,1239
214,1248
214,1257
214,1265
214,1274
214,1282
214,1290
214,1299
214,1308
214,1317
214,1325
214,1334
215,1222
215,1231
215,1240
215,1249
215,1258
215,1266
215,1275
215,1283
215,1291
215,1300
215,1309
215,1318
215,1326
215,1335
216,1223
216,1232
216,1241
216,1250
216,1259
216,1267
216,1276
216,1284
216,1292
216,1301
216,1310
216,1319
216,1327
216,1336
217,1224
217,1233
217,1242
217,1251
217,1260
217,1268
217,1277
217,1293
217,1302
217,1311
217,1320
217,1328
217,1337
218,1225
218,1234
218,1243
218,1252
218,1261
218,1269
218,1278
218,1285
218,1294
218,1303
218,1312
218,1321
218,1329
218,1338
219,1226
219,1235
219,1244
219,1253
219,1262
219,1270
219,1279
219,1286
219,1295
219,1304
219,1313
219,1322
219,1330
219,1339
220,10
220,1070
220,281
220,437
220,603
220,767
220,906
221,20
221,1080
221,291
221,447
221,613
221,776
221,916
222,30
222,1090
222,301
222,457
222,623
222,785
222,926
223,40
223,1100
223,311
223,467
223,633
223,794
223,936
224,50
224,1110
224,321
224,477
224,643
224,803
224,946
225,76
225,1136
225,221
225,347
225,503
225,669
225,827
225,972
226,86
226,1146
226,357
226,513
226,679
226,836
226,982
227,93
227,1153
227,520
227,686
228,1163
228,103
228,373
228,530
228,696
228,845
228,998
229,1008
229,1173
229,113
229,246
229,383
229,540
229,706
229,854
230,1018
230,1183
230,123
230,393
230,550
230,716
230,863
231,1028
231,1193
231,133
231,263
231,403
231,560
231,726
231,872
232,1045
232,1210
232,150
232,271
232,420
232,577
232,743
232,888
233,1218
233,158
233,585
233,751
234,1060
234,160
234,590
234,756
234,895
235,10
235,30
235,50
235,86
235,103
235,123
235,158
236,281
236,301
236,321
236,357
236,373
236,393
237,437
237,457
237,477
237,513
237,530
237,550
237,585
238,603
238,623
238,643
238,679
238,696
238,716
238,751
239,767
239,785
239,803
239,836
239,845
239,863
240,1018
240,906
240,926
240,946
240,982
240,998
241,1070
241,1090
241,1110
241,1146
241,1163
241,1183
241,1218
242,6
242,759
243,151
243,158
244,747
244,751
