employee_id,time_id,activity_code,cost
0,58,a1,1.064333
0,58,a2,1.341606
0,58,a3,0.86635
0,58,a4,0.701761
0,58,a5,1.392648
0,59,a1,1.064333
0,59,a2,1.341606
0,59,a3,0.86635
0,59,a4,0.701761
0,59,a5,1.392648
0,60,a1,0.892254
0,60,a2,1.344658
0,60,a3,1.184295
0,60,a4,0.77001
0,60,a5,0.943843
0,61,a1,0.892254
0,61,a2,1.344658
0,61,a3,1.184295
0,61,a4,0.77001
0,61,a5,0.943843
0,62,a1,0.892254
0,62,a2,1.344658
0,62,a3,1.184295
0,62,a4,0.77001
0,62,a5,0.943843
0,63,a1,0.892254
0,63,a2,1.344658
0,63,a3,1.184295
0,63,a4,0.77001
0,63,a5,0.943843
0,64,a1,1.088657
0,64,a2,1.336986
0,64,a3,1.224297
0,65,a1,1.088657
0,65,a2,1.336986
0,65,a3,1.224297
0,66,a1,1.088657
0,66,a2,1.336986
0,66,a3,1.224297
0,67,a1,1.088657
0,67,a2,1.336986
0,67,a3,1.224297
0,68,a1,0.740489
0,68,a2,1.711635
0,68,a3,0.947053
0,69,a1,0.740489
0,69,a2,1.711635
0,69,a3,0.947053
0,70,a1,0.740489
0,70,a2,1.711635
0,70,a3,0.947053
0,71,a1,0.740489
0,71,a2,1.711635
0,71,a3,0.947053
0,72,a2,1.639863
0,72,a3,0.869631
0,73,a2,1.639863
0,73,a3,0.869631
0,74,a2,1.639863
0,74,a3,0.869631
0,75,a2,1.639863
0,75,a3,0.869631
0,76,a2,1.612007
0,77,a2,1.612007
0,78,a2,1.612007
0,79,a2,1.612007
1,32,a4,4.732571
1,33,a4,4.732571
1,34,a4,4.732571
1,35,a4,4.732571
1,36,a3,1.841983
1,36,a4,1.638599
1,37,a3,1.841983
1,37,a4,1.638599
1,38,a3,1.841983
1,38,a4,1.638599
1,39,a3,1.841983
1,39,a4,1.638599
1,40,a3,1.469251
1,40,a4,1.05388
1,41,a3,1.469251
1,41,a4,1.05388
1,42,a3,1.469251
1,42,a4,1.05388
1,43,a3,1.469251
1,43,a4,1.05388
1,44,a1,0.926099
1,44,a3,0.985197
1,44,a4,0.968653
1,44,a5,1.556288
1,45,a1,0.926099
1,45,a3,0.985197
1,45,a4,0.968653
1,45,a5,1.556288
1,46,a1,0.926099
1,46,a3,0.985197
1,46,a4,0.968653
1,46,a5,1.556288
1,47,a1,0.926099
1,47,a3,0.985197
1,47,a4,0.968653
1,47,a5,1.556288
1,48,a1,1.072768
1,48,a2,1.719532
1,48,a3,1.239808
1,48,a4,0.555231
1,48,a5,1.348526
1,49,a1,1.072768
1,49,a2,1.719532
1,49,a3,1.239808
1,49,a4,0.555231
1,49,a5,1.348526
1,50,a1,1.072768
1,50,a2,1.719532
1,50,a3,1.239808
1,50,a4,0.555231
1,50,a5,1.348526
1,51,a1,1.072768
1,51,a2,1.719532
1,51,a3,1.239808
1,51,a4,0.555231
1,51,a5,1.348526
1,52,a1,0.788423
1,52,a2,1.435501
1,52,a3,1.001224
1,52,a4,0.81742
1,52,a5,1.001737
1,53,a1,0.788423
1,53,a2,1.435501
1,53,a3,1.001224
1,53,a4,0.81742
1,53,a5,1.001737
1,54,a1,0.788423
1,54,a2,1.435501
1,54,a3,1.001224
1,54,a4,0.81742
1,54,a5,1.001737
1,55,a1,0.788423
1,55,a2,1.435501
1,55,a3,1.001224
1,55,a4,0.81742
1,55,a5,1.001737
1,56,a1,1.064333
1,56,a2,1.341606
1,56,a3,0.86635
1,56,a4,0.701761
1,56,a5,1.392648
1,57,a1,1.064333
1,57,a2,1.341606
1,57,a3,0.86635
1,57,a4,0.701761
1,57,a5,1.392648
1,58,a1,1.064333
1,58,a2,1.341606
1,58,a3,0.86635
1,58,a4,0.701761
1,58,a5,1.392648
1,59,a1,1.064333
1,59,a2,1.341606
1,59,a3,0.86635
1,59,a4,0.701761
1,59,a5,1.392648
1,60,a1,0.892254
1,60,a2,1.344658
1,60,a3,1.184295
1,60,a4,0.77001
1,60,a5,0.943843
1,61,a1,0.892254
1,61,a2,1.344658
1,61,a3,1.184295
1,61,a4,0.77001
1,61,a5,0.943843
1,62,a1,0.892254
1,62,a2,1.344658
1,62,a3,1.184295
1,62,a4,0.77001
1,62,a5,0.943843
1,63,a1,0.892254
1,63,a2,1.344658
1,63,a3,1.184295
1,63,a4,0.77001
1,63,a5,0.943843
1,64,a1,1.088657
1,64,a2,1.336986
1,64,a3,1.224297
1,65,a1,1.088657
1,65,a2,1.336986
1,65,a3,1.224297
1,66,a1,1.088657
1,66,a2,1.336986
1,66,a3,1.224297
1,67,a1,1.088657
1,67,a2,1.336986
1,67,a3,1.224297
1,68,a1,0.740489
1,68,a2,1.711635
1,68,a3,0.947053
1,69,a1,0.740489
1,69,a2,1.711635
1,69,a3,0.947053
1,70,a1,0.740489
1,70,a2,1.711635
1,70,a3,0.947053
1,71,a1,0.740489
1,71,a2,1.711635
1,71,a3,0.947053
1,72,a2,1.639863
1,72,a3,0.869631
1,73,a2,1.639863
1,73,a3,0.869631
1,74,a2,1.639863
1,74,a3,0.869631
1,75,a2,1.639863
1,75,a3,0.869631
1,76,a2,1.612007
1,77,a2,1.612007
1,78,a2,1.612007
1,79,a2,1.612007
2,32,a4,4.732571
2,33,a4,4.732571
2,34,a4,4.732571
2,35,a4,4.732571
2,36,a3,1.841983
2,36,a4,1.638599
2,37,a3,1.841983
2,37,a4,1.638599
2,38,a3,1.841983
2,38,a4,1.638599
2,39,a3,1.841983
2,39,a4,1.638599
2,40,a3,1.469251
2,40,a4,1.05388
2,41,a3,1.469251
2,41,a4,1.05388
2,42,a3,1.469251
2,42,a4,1.05388
2,43,a3,1.469251
2,43,a4,1.05388
2,44,a1,0.926099
2,44,a3,0.985197
2,44,a4,0.968653
2,44,a5,1.556288
2,45,a1,0.926099
2,45,a3,0.985197
2,45,a4,0.968653
2,45,a5,1.556288
2,46,a1,0.926099
2,46,a3,0.985197
2,46,a4,0.968653
2,46,a5,1.556288
2,47,a1,0.926099
2,47,a3,0.985197
2,47,a4,0.968653
2,47,a5,1.556288
2,48,a1,1.072768
2,48,a2,1.719532
2,48,a3,1.239808
2,48,a4,0.555231
2,48,a5,1.348526
2,49,a1,1.072768
2,49,a2,1.719532
2,49,a3,1.239808
2,49,a4,0.555231
2,49,a5,1.348526
2,50,a1,1.072768
2,50,a2,1.719532
2,50,a3,1.239808
2,50,a4,0.555231
2,50,a5,1.348526
2,51,a1,1.072768
2,51,a2,1.719532
2,51,a3,1.239808
2,51,a4,0.555231
2,51,a5,1.348526
2,52,a1,0.788423
2,52,a2,1.435501
2,52,a3,1.001224
2,52,a4,0.81742
2,52,a5,1.001737
2,53,a1,0.788423
2,53,a2,1.435501
2,53,a3,1.001224
2,53,a4,0.81742
2,53,a5,1.001737
2,54,a1,0.788423
2,54,a2,1.435501
2,54,a3,1.001224
2,54,a4,0.81742
2,54,a5,1.001737
2,55,a1,0.788423
2,55,a2,1.435501
2,55,a3,1.001224
2,55,a4,0.81742
2,55,a5,1.001737
2,56,a1,1.064333
2,56,a2,1.341606
2,56,a3,0.86635
2,56,a4,0.701761
2,56,a5,1.392648
2,57,a1,1.064333
2,57,a2,1.341606
2,57,a3,0.86635
2,57,a4,0.701761
2,57,a5,1.392648
2,58,a1,1.064333
2,58,a2,1.341606
2,58,a3,0.86635
2,58,a4,0.701761
2,58,a5,1.392648
2,59,a1,1.064333
2,59,a2,1.341606
2,59,a3,0.86635
2,59,a4,0.701761
2,59,a5,1.392648
2,60,a1,0.892254
2,60,a2,1.344658
2,60,a3,1.184295
2,60,a4,0.77001
2,60,a5,0.943843
2,61,a1,0.892254
2,61,a2,1.344658
2,61,a3,1.184295
2,61,a4,0.77001
2,61,a5,0.943843
2,62,a1,0.892254
2,62,a2,1.344658
2,62,a3,1.184295
2,62,a4,0.77001
2,62,a5,0.943843
2,63,a1,0.892254
2,63,a2,1.344658
2,63,a3,1.184295
2,63,a4,0.77001
2,63,a5,0.943843
2,64,a1,1.088657
2,64,a2,1.336986
2,64,a3,1.224297
2,65,a1,1.088657
2,65,a2,1.336986
2,65,a3,1.224297
2,66,a1,1.088657
2,66,a2,1.336986
2,66,a3,1.224297
2,67,a1,1.088657
2,67,a2,1.336986
2,67,a3,1.224297
2,68,a1,0.740489
2,68,a2,1.711635
2,68,a3,0.947053
2,69,a1,0.740489
2,69,a2,1.711635
2,69,a3,0.947053
2,70,a1,0.740489
2,70,a2,1.711635
2,70,a3,0.947053
2,71,a1,0.740489
2,71,a2,1.711635
2,71,a3,0.947053
2,72,a2,1.639863
2,72,a3,0.869631
2,73,a2,1.639863
2,73,a3,0.869631
2,74,a2,1.639863
2,74,a3,0.869631
2,75,a2,1.639863
2,75,a3,0.869631
2,76,a2,1.612007
2,77,a2,1.612007
2,78,a2,1.612007
2,79,a2,1.612007
3,32,a4,4.732571
3,33,a4,4.732571
3,34,a4,4.732571
3,35,a4,4.732571
3,36,a3,1.841983
3,36,a4,1.638599
3,37,a3,1.841983
3,37,a4,1.638599
3,38,a3,1.841983
3,38,a4,1.638599
3,39,a3,1.841983
3,39,a4,1.638599
3,40,a3,1.469251
3,40,a4,1.05388
3,41,a3,1.469251
3,41,a4,1.05388
3,42,a3,1.469251
3,42,a4,1.05388
3,43,a3,1.469251
3,43,a4,1.05388
3,44,a1,0.926099
3,44,a3,0.985197
3,44,a4,0.968653
3,44,a5,1.556288
3,45,a1,0.926099
3,45,a3,0.985197
3,45,a4,0.968653
3,45,a5,1.556288
3,46,a1,0.926099
3,46,a3,0.985197
3,46,a4,0.968653
3,46,a5,1.556288
3,47,a1,0.926099
3,47,a3,0.985197
3,47,a4,0.968653
3,47,a5,1.556288
3,48,a1,1.072768
3,48,a2,1.719532
3,48,a3,1.239808
3,48,a4,0.555231
3,48,a5,1.348526
3,49,a1,1.072768
3,49,a2,1.719532
3,49,a3,1.239808
3,49,a4,0.555231
3,49,a5,1.348526
3,50,a1,1.072768
3,50,a2,1.719532
3,50,a3,1.239808
3,50,a4,0.555231
3,50,a5,1.348526
3,51,a1,1.072768
3,51,a2,1.719532
3,51,a3,1.239808
3,51,a4,0.555231
3,51,a5,1.348526
3,52,a1,0.788423
3,52,a2,1.435501
3,52,a3,1.001224
3,52,a4,0.81742
3,52,a5,1.001737
3,53,a1,0.788423
3,53,a2,1.435501
3,53,a3,1.001224
3,53,a4,0.81742
3,53,a5,1.001737
3,54,a1,0.788423
3,54,a2,1.435501
3,54,a3,1.001224
3,54,a4,0.81742
3,54,a5,1.001737
3,55,a1,0.788423
3,55,a2,1.435501
3,55,a3,1.001224
3,55,a4,0.81742
3,55,a5,1.001737
3,56,a1,1.064333
3,56,a2,1.341606
3,56,a3,0.86635
3,56,a4,0.701761
3,56,a5,1.392648
3,57,a1,1.064333
3,57,a2,1.341606
3,57,a3,0.86635
3,57,a4,0.701761
3,57,a5,1.392648
3,58,a1,1.064333
3,58,a2,1.341606
3,58,a3,0.86635
3,58,a4,0.701761
3,58,a5,1.392648
3,59,a1,1.064333
3,59,a2,1.341606
3,59,a3,0.86635
3,59,a4,0.701761
3,59,a5,1.392648
3,60,a1,0.892254
3,60,a2,1.344658
3,60,a3,1.184295
3,60,a4,0.77001
3,60,a5,0.943843
3,61,a1,0.892254
3,61,a2,1.344658
3,61,a3,1.184295
3,61,a4,0.77001
3,61,a5,0.943843
3,62,a1,0.892254
3,62,a2,1.344658
3,62,a3,1.184295
3,62,a4,0.77001
3,62,a5,0.943843
3,63,a1,0.892254
3,63,a2,1.344658
3,63,a3,1.184295
3,63,a4,0.77001
3,63,a5,0.943843
3,64,a1,1.088657
3,64,a2,1.336986
3,64,a3,1.224297
3,65,a1,1.088657
3,65,a2,1.336986
3,65,a3,1.224297
3,66,a1,1.088657
3,66,a2,1.336986
3,66,a3,1.224297
3,67,a1,1.088657
3,67,a2,1.336986
3,67,a3,1.224297
3,68,a1,0.740489
3,68,a2,1.711635
3,68,a3,0.947053
3,69,a1,0.740489
3,69,a2,1.711635
3,69,a3,0.947053
3,70,a1,0.740489
3,70,a2,1.711635
3,70,a3,0.947053
3,71,a1,0.740489
3,71,a2,1.711635
3,71,a3,0.947053
3,72,a2,1.639863
3,72,a3,0.869631
3,73,a2,1.639863
3,73,a3,0.869631
3,74,a2,1.639863
3,74,a3,0.869631
3,75,a2,1.639863
3,75,a3,0.869631
3,76,a2,1.612007
3,77,a2,1.612007
3,78,a2,1.612007
3,79,a2,1.612007
4,32,a4,4.732571
4,33,a4,4.732571
4,34,a4,4.732571
4,35,a4,4.732571
4,36,a3,1.841983
4,36,a4,1.638599
4,37,a3,1.841983
4,37,a4,1.638599
4,38,a3,1.841983
4,38,a4,1.638599
4,39,a3,1.841983
4,39,a4,1.638599
4,40,a3,1.469251
4,40,a4,1.05388
4,41,a3,1.469251
4,41,a4,1.05388
4,42,a3,1.469251
4,42,a4,1.05388
4,43,a3,1.469251
4,43,a4,1.05388
4,44,a1,0.926099
4,44,a3,0.985197
4,44,a4,0.968653
4,44,a5,1.556288
4,45,a1,0.926099
4,45,a3,0.985197
4,45,a4,0.968653
4,45,a5,1.556288
4,46,a1,0.926099
4,46,a3,0.985197
4,46,a4,0.968653
4,46,a5,1.556288
4,47,a1,0.926099
4,47,a3,0.985197
4,47,a4,0.968653
4,47,a5,1.556288
4,48,a1,1.072768
4,48,a2,1.719532
4,48,a3,1.239808
4,48,a4,0.555231
4,48,a5,1.348526
4,49,a1,1.072768
4,49,a2,1.719532
4,49,a3,1.239808
4,49,a4,0.555231
4,49,a5,1.348526
4,50,a1,1.072768
4,50,a2,1.719532
4,50,a3,1.239808
4,50,a4,0.555231
4,50,a5,1.348526
4,51,a1,1.072768
4,51,a2,1.719532
4,51,a3,1.239808
4,51,a4,0.555231
4,51,a5,1.348526
4,52,a1,0.788423
4,52,a2,1.435501
4,52,a3,1.001224
4,52,a4,0.81742
4,52,a5,1.001737
4,53,a1,0.788423
4,53,a2,1.435501
4,53,a3,1.001224
4,53,a4,0.81742
4,53,a5,1.001737
4,54,a1,0.788423
4,54,a2,1.435501
4,54,a3,1.001224
4,54,a4,0.81742
4,54,a5,1.001737
4,55,a1,0.788423
4,55,a2,1.435501
4,55,a3,1.001224
4,55,a4,0.81742
4,55,a5,1.001737
4,56,a1,1.064333
4,56,a2,1.341606
4,56,a3,0.86635
4,56,a4,0.701761
4,56,a5,1.392648
4,57,a1,1.064333
4,57,a2,1.341606
4,57,a3,0.86635
4,57,a4,0.701761
4,57,a5,1.392648
4,58,a1,1.064333
4,58,a2,1.341606
4,58,a3,0.86635
4,58,a4,0.701761
4,58,a5,1.392648
4,59,a1,1.064333
4,59,a2,1.341606
4,59,a3,0.86635
4,59,a4,0.701761
4,59,a5,1.392648
4,60,a1,0.892254
4,60,a2,1.344658
4,60,a3,1.184295
4,60,a4,0.77001
4,60,a5,0.943843
4,61,a1,0.892254
4,61,a2,1.344658
4,61,a3,1.184295
4,61,a4,0.77001
4,61,a5,0.943843
4,62,a1,0.892254
4,62,a2,1.344658
4,62,a3,1.184295
4,62,a4,0.77001
4,62,a5,0.943843
4,63,a1,0.892254
4,63,a2,1.344658
4,63,a3,1.184295
4,63,a4,0.77001
4,63,a5,0.943843
4,64,a1,1.088657
4,64,a2,1.336986
4,64,a3,1.224297
4,65,a1,1.088657
4,65,a2,1.336986
4,65,a3,1.224297
4,66,a1,1.088657
4,66,a2,1.336986
4,66,a3,1.224297
4,67,a1,1.088657
4,67,a2,1.336986
4,67,a3,1.224297
4,68,a1,0.740489
4,68,a2,1.711635
4,68,a3,0.947053
4,69,a1,0.740489
4,69,a2,1.711635
4,69,a3,0.947053
4,70,a1,0.740489
4,70,a2,1.711635
4,70,a3,0.947053
4,71,a1,0.740489
4,71,a2,1.711635
4,71,a3,0.947053
4,72,a2,1.639863
4,72,a3,0.869631
4,73,a2,1.639863
4,73,a3,0.869631
4,74,a2,1.639863
4,74,a3,0.869631
4,75,a2,1.639863
4,75,a3,0.869631
4,76,a2,1.612007
4,77,a2,1.612007
4,78,a2,1.612007
4,79,a2,1.612007
5,32,a4,4.732571
5,33,a4,4.732571
5,34,a4,4.732571
5,35,a4,4.732571
5,36,a3,1.841983
5,36,a4,1.638599
5,37,a3,1.841983
5,37,a4,1.638599
5,38,a3,1.841983
5,38,a4,1.638599
5,39,a3,1.841983
5,39,a4,1.638599
5,40,a3,1.469251
5,40,a4,1.05388
5,41,a3,1.469251
5,41,a4,1.05388
5,42,a3,1.469251
5,42,a4,1.05388
5,43,a3,1.469251
5,43,a4,1.05388
5,44,a1,0.926099
5,44,a3,0.985197
5,44,a4,0.968653
5,44,a5,1.556288
5,45,a1,0.926099
5,45,a3,0.985197
5,45,a4,0.968653
5,45,a5,1.556288
5,46,a1,0.926099
5,46,a3,0.985197
5,46,a4,0.968653
5,46,a5,1.556288
5,47,a1,0.926099
5,47,a3,0.985197
5,47,a4,0.968653
5,47,a5,1.556288
5,48,a1,1.072768
5,48,a2,1.719532
5,48,a3,1.239808
5,48,a4,0.555231
5,48,a5,1.348526
5,49,a1,1.072768
5,49,a2,1.719532
5,49,a3,1.239808
5,49,a4,0.555231
5,49,a5,1.348526
5,50,a1,1.072768
5,50,a2,1.719532
5,50,a3,1.239808
5,50,a4,0.555231
5,50,a5,1.348526
5,51,a1,1.072768
5,51,a2,1.719532
5,51,a3,1.239808
5,51,a4,0.555231
5,51,a5,1.348526
5,52,a1,0.788423
5,52,a2,1.435501
5,52,a3,1.001224
5,52,a4,0.81742
5,52,a5,1.001737
5,53,a1,0.788423
5,53,a2,1.435501
5,53,a3,1.001224
5,53,a4,0.81742
5,53,a5,1.001737
5,54,a1,0.788423
5,54,a2,1.435501
5,54,a3,1.001224
5,54,a4,0.81742
5,54,a5,1.001737
5,55,a1,0.788423
5,55,a2,1.435501
5,55,a3,1.001224
5,55,a4,0.81742
5,55,a5,1.001737
5,56,a1,1.064333
5,56,a2,1.341606
5,56,a3,0.86635
5,56,a4,0.701761
5,56,a5,1.392648
5,57,a1,1.064333
5,57,a2,1.341606
5,57,a3,0.86635
5,57,a4,0.701761
5,57,a5,1.392648
5,58,a1,1.064333
5,58,a2,1.341606
5,58,a3,0.86635
5,58,a4,0.701761
5,58,a5,1.392648
5,59,a1,1.064333
5,59,a2,1.341606
5,59,a3,0.86635
5,59,a4,0.701761
5,59,a5,1.392648
5,60,a1,0.892254
5,60,a2,1.344658
5,60,a3,1.184295
5,60,a4,0.77001
5,60,a5,0.943843
5,61,a1,0.892254
5,61,a2,1.344658
5,61,a3,1.184295
5,61,a4,0.77001
5,61,a5,0.943843
5,62,a1,0.892254
5,62,a2,1.344658
5,62,a3,1.184295
5,62,a4,0.77001
5,62,a5,0.943843
5,63,a1,0.892254
5,63,a2,1.344658
5,63,a3,1.184295
5,63,a4,0.77001
5,63,a5,0.943843
5,64,a1,1.088657
5,64,a2,1.336986
5,64,a3,1.224297
5,65,a1,1.088657
5,65,a2,1.336986
5,65,a3,1.224297
5,66,a1,1.088657
5,66,a2,1.336986
5,66,a3,1.224297
5,67,a1,1.088657
5,67,a2,1.336986
5,67,a3,1.224297
5,68,a1,0.740489
5,68,a2,1.711635
5,68,a3,0.947053
5,69,a1,0.740489
5,69,a2,1.711635
5,69,a3,0.947053
5,70,a1,0.740489
5,70,a2,1.711635
5,70,a3,0.947053
5,71,a1,0.740489
5,71,a2,1.711635
5,71,a3,0.947053
5,72,a2,1.639863
5,72,a3,0.869631
5,73,a2,1.639863
5,73,a3,0.869631
5,74,a2,1.639863
5,74,a3,0.869631
5,75,a2,1.639863
5,75,a3,0.869631
5,76,a2,1.612007
5,77,a2,1.612007
5,78,a2,1.612007
5,79,a2,1.612007
6,32,a4,4.732571
6,33,a4,4.732571
6,34,a4,4.732571
6,35,a4,4.732571
6,36,a3,1.841983
6,36,a4,1.638599
6,37,a3,1.841983
6,37,a4,1.638599
6,38,a3,1.841983
6,38,a4,1.638599
6,39,a3,1.841983
6,39,a4,1.638599
6,40,a3,1.469251
6,40,a4,1.05388
6,41,a3,1.469251
6,41,a4,1.05388
6,42,a3,1.469251
6,42,a4,1.05388
6,43,a3,1.469251
6,43,a4,1.05388
6,44,a1,0.926099
6,44,a3,0.985197
6,44,a4,0.968653
6,44,a5,1.556288
6,45,a1,0.926099
6,45,a3,0.985197
6,45,a4,0.968653
6,45,a5,1.556288
6,46,a1,0.926099
6,46,a3,0.985197
6,46,a4,0.968653
6,46,a5,1.556288
6,47,a1,0.926099
6,47,a3,0.985197
6,47,a4,0.968653
6,47,a5,1.556288
6,48,a1,1.072768
6,48,a2,1.719532
6,48,a3,1.239808
6,48,a4,0.555231
6,48,a5,1.348526
6,49,a1,1.072768
6,49,a2,1.719532
6,49,a3,1.239808
6,49,a4,0.555231
6,49,a5,1.348526
6,50,a1,1.072768
6,50,a2,1.719532
6,50,a3,1.239808
6,50,a4,0.555231
6,50,a5,1.348526
6,51,a1,1.072768
6,51,a2,1.719532
6,51,a3,1.239808
6,51,a4,0.555231
6,51,a5,1.348526
6,52,a1,0.788423
6,52,a2,1.435501
6,52,a3,1.001224
6,52,a4,0.81742
6,52,a5,1.001737
6,53,a1,0.788423
6,53,a2,1.435501
6,53,a3,1.001224
6,53,a4,0.81742
6,53,a5,1.001737
6,54,a1,0.788423
6,54,a2,1.435501
6,54,a3,1.001224
6,54,a4,0.81742
6,54,a5,1.001737
6,55,a1,0.788423
6,55,a2,1.435501
6,55,a3,1.001224
6,55,a4,0.81742
6,55,a5,1.001737
6,56,a1,1.064333
6,56,a2,1.341606
6,56,a3,0.86635
6,56,a4,0.701761
6,56,a5,1.392648
6,57,a1,1.064333
6,57,a2,1.341606
6,57,a3,0.86635
6,57,a4,0.701761
6,57,a5,1.392648
6,58,a1,1.064333
6,58,a2,1.341606
6,58,a3,0.86635
6,58,a4,0.701761
6,58,a5,1.392648
6,59,a1,1.064333
6,59,a2,1.341606
6,59,a3,0.86635
6,59,a4,0.701761
6,59,a5,1.392648
6,60,a1,0.892254
6,60,a2,1.344658
6,60,a3,1.184295
6,60,a4,0.77001
6,60,a5,0.943843
6,61,a1,0.892254
6,61,a2,1.344658
6,61,a3,1.184295
6,61,a4,0.77001
6,61,a5,0.943843
6,62,a1,0.892254
6,62,a2,1.344658
6,62,a3,1.184295
6,62,a4,0.77001
6,62,a5,0.943843
6,63,a1,0.892254
6,63,a2,1.344658
6,63,a3,1.184295
6,63,a4,0.77001
6,63,a5,0.943843
6,64,a1,1.088657
6,64,a2,1.336986
6,64,a3,1.224297
6,65,a1,1.088657
6,65,a2,1.336986
6,65,a3,1.224297
6,66,a1,1.088657
6,66,a2,1.336986
6,66,a3,1.224297
6,67,a1,1.088657
6,67,a2,1.336986
6,67,a3,1.224297
6,68,a1,0.740489
6,68,a2,1.711635
6,68,a3,0.947053
6,69,a1,0.740489
6,69,a2,1.711635
6,69,a3,0.947053
6,70,a1,0.740489
6,70,a2,1.711635
6,70,a3,0.947053
6,71,a1,0.740489
6,71,a2,1.711635
6,71,a3,0.947053
6,72,a2,1.639863
6,72,a3,0.869631
6,73,a2,1.639863
6,73,a3,0.869631
6,74,a2,1.639863
6,74,a3,0.869631
6,75,a2,1.639863
6,75,a3,0.869631
6,76,a2,1.612007
6,77,a2,1.612007
6,78,a2,1.612007
6,79,a2,1.612007
7,32,a4,4.732571
7,33,a4,4.732571
7,34,a4,4.732571
7,35,a4,4.732571
7,36,a3,1.841983
7,36,a4,1.638599
7,37,a3,1.841983
7,37,a4,1.638599
7,38,a3,1.841983
7,38,a4,1.638599
7,39,a3,1.841983
7,39,a4,1.638599
7,40,a3,1.469251
7,40,a4,1.05388
7,41,a3,1.469251
7,41,a4,1.05388
7,42,a3,1.469251
7,42,a4,1.05388
7,43,a3,1.469251
7,43,a4,1.05388
7,44,a1,0.926099
7,44,a3,0.985197
7,44,a4,0.968653
7,44,a5,1.556288
7,45,a1,0.926099
7,45,a3,0.985197
7,45,a4,0.968653
7,45,a5,1.556288
7,46,a1,0.926099
7,46,a3,0.985197
7,46,a4,0.968653
7,46,a5,1.556288
7,47,a1,0.926099
7,47,a3,0.985197
7,47,a4,0.968653
7,47,a5,1.556288
7,48,a1,1.072768
7,48,a2,1.719532
7,48,a3,1.239808
7,48,a4,0.555231
7,48,a5,1.348526
7,49,a1,1.072768
7,49,a2,1.719532
7,49,a3,1.239808
7,49,a4,0.555231
7,49,a5,1.348526
7,50,a1,1.072768
7,50,a2,1.719532
7,50,a3,1.239808
7,50,a4,0.555231
7,50,a5,1.348526
7,51,a1,1.072768
7,51,a2,1.719532
7,51,a3,1.239808
7,51,a4,0.555231
7,51,a5,1.348526
7,52,a1,0.788423
7,52,a2,1.435501
7,52,a3,1.001224
7,52,a4,0.81742
7,52,a5,1.001737
7,53,a1,0.788423
7,53,a2,1.435501
7,53,a3,1.001224
7,53,a4,0.81742
7,53,a5,1.001737
7,54,a1,0.788423
7,54,a2,1.435501
7,54,a3,1.001224
7,54,a4,0.81742
7,54,a5,1.001737
7,55,a1,0.788423
7,55,a2,1.435501
7,55,a3,1.001224
7,55,a4,0.81742
7,55,a5,1.001737
7,56,a1,1.064333
7,56,a2,1.341606
7,56,a3,0.86635
7,56,a4,0.701761
7,56,a5,1.392648
7,57,a1,1.064333
7,57,a2,1.341606
7,57,a3,0.86635
7,57,a4,0.701761
7,57,a5,1.392648
7,58,a1,1.064333
7,58,a2,1.341606
7,58,a3,0.86635
7,58,a4,0.701761
7,58,a5,1.392648
7,59,a1,1.064333
7,59,a2,1.341606
7,59,a3,0.86635
7,59,a4,0.701761
7,59,a5,1.392648
7,60,a1,0.892254
7,60,a2,1.344658
7,60,a3,1.184295
