time_id,from_state,to_state,label
52,a2_4,l_1,meal_break
52,a2_4,rs,off
52,a3_1,a3_2,a3
52,a3_2,a3_3,a3
52,a3_3,a3_4,a3
52,a3_4,a3_4,a3
52,a3_4,br,short_break
52,a3_4,l_1,meal_break
52,a3_4,rs,off
52,a4_1,a4_2,a4
52,a4_2,a4_3,a4
52,a4_3,a4_4,a4
52,a4_4,a4_4,a4
52,a4_4,br,short_break
52,a4_4,l_1,meal_break
52,a4_4,rs,off
52,a5_1,a5_2,a5
52,a5_2,a5_3,a5
52,a5_3,a5_4,a5
52,a5_4,a5_4,a5
52,a5_4,br,short_break
52,a5_4,l_1,meal_break
52,a5_4,rs,off
52,br,a1_1,a1
52,br,a2_1,a2
52,br,a3_1,a3
52,br,a4_1,a4
52,br,a5_1,a5
52,l_1,l_2,meal_break
52,l_2,l_3,meal_break
52,l_3,l_4,meal_break
52,l_4,a1_1,a1
52,l_4,a2_1,a2
52,l_4,a3_1,a3
52,l_4,a4_1,a4
52,l_4,a5_1,a5
52,q0,a1_1,a1
52,q0,a2_1,a2
52,q0,a3_1,a3
52,q0,a4_1,a4
52,q0,a5_1,a5
52,q0,q0,off
52,rs,rs,off
53,a1_1,a1_2,a1
53,a1_2,a1_3,a1
53,a1_3,a1_4,a1
53,a1_4,a1_4,a1
53,a1_4,br,short_break
53,a1_4,l_1,meal_break
53,a1_4,rs,off
53,a2_1,a2_2,a2
53,a2_2,a2_3,a2
53,a2_3,a2_4,a2
53,a2_4,a2_4,a2
53,a2_4,br,short_break
53,a2_4,l_1,meal_break
53,a2_4,rs,off
53,a3_1,a3_2,a3
53,a3_2,a3_3,a3
53,a3_3,a3_4,a3
53,a3_4,a3_4,a3
53,a3_4,br,short_break
53,a3_4,l_1,meal_break
53,a3_4,rs,off
53,a4_1,a4_2,a4
53,a4_2,a4_3,a4
53,a4_3,a4_4,a4
53,a4_4,a4_4,a4
53,a4_4,br,short_break
53,a4_4,l_1,meal_break
53,a4_4,rs,off
53,a5_1,a5_2,a5
53,a5_2,a5_3,a5
53,a5_3,a5_4,a5
53,a5_4,a5_4,a5
53,a5_4,br,short_break
53,a5_4,l_1,meal_break
53,a5_4,rs,off
53,br,a1_1,a1
53,br,a2_1,a2
53,br,a3_1,a3
53,br,a4_1,a4
53,br,a5_1,a5
53,l_1,l_2,meal_break
53,l_2,l_3,meal_break
53,l_3,l_4,meal_break
53,l_4,a1_1,a1
53,l_4,a2_1,a2
53,l_4,a3_1,a3
53,l_4,a4_1,a4
53,l_4,a5_1,a5
53,q0,a1_1,a1
53,q0,a2_1,a2
53,q0,a3_1,a3
53,q0,a4_1,a4
53,q0,a5_1,a5
53,q0,q0,off
53,rs,rs,off
54,a1_1,a1_2,a1
54,a1_2,a1_3,a1
54,a1_3,a1_4,a1
54,a1_4,a1_4,a1
54,a1_4,br,short_break
54,a1_4,l_1,meal_break
54,a1_4,rs,off
54,a2_1,a2_2,a2
54,a2_2,a2_3,a2
54,a2_3,a2_4,a2
54,a2_4,a2_4,a2
54,a2_4,br,short_break
54,a2_4,l_1,meal_break
54,a2_4,rs,off
54,a3_1,a3_2,a3
54,a3_2,a3_3,a3
54,a3_3,a3_4,a3
54,a3_4,a3_4,a3
54,a3_4,br,short_break
54,a3_4,l_1,meal_break
54,a3_4,rs,off
54,a4_1,a4_2,a4
54,a4_2,a4_3,a4
54,a4_3,a4_4,a4
54,a4_4,a4_4,a4
54,a4_4,br,short_break
54,a4_4,l_1,meal_break
54,a4_4,rs,off
54,a5_1,a5_2,a5
54,a5_2,a5_3,a5
54,a5_3,a5_4,a5
54,a5_4,a5_4,a5
54,a5_4,br,short_break
54,a5_4,l_1,meal_break
54,a5_4,rs,off
54,br,a1_1,a1
54,br,a2_1,a2
54,br,a3_1,a3
54,br,a4_1,a4
54,br,a5_1,a5
54,l_1,l_2,meal_break
54,l_2,l_3,meal_break
54,l_3,l_4,meal_break
54,l_4,a1_1,a1
54,l_4,a2_1,a2
54,l_4,a3_1,a3
54,l_4,a4_1,a4
54,l_4,a5_1,a5
54,q0,a1_1,a1
54,q0,a2_1,a2
54,q0,a3_1,a3
54,q0,a4_1,a4
54,q0,a5_1,a5
54,q0,q0,off
54,rs,rs,off
55,a1_1,a1_2,a1
55,a1_2,a1_3,a1
55,a1_3,a1_4,a1
55,a1_4,a1_4,a1
55,a1_4,br,short_break
55,a1_4,l_1,meal_break
55,a1_4,rs,off
55,a2_1,a2_2,a2
55,a2_2,a2_3,a2
55,a2_3,a2_4,a2
55,a2_4,a2_4,a2
55,a2_4,br,short_break
55,a2_4,l_1,meal_break
55,a2_4,rs,off
55,a3_1,a3_2,a3
55,a3_2,a3_3,a3
55,a3_3,a3_4,a3
55,a3_4,a3_4,a3
55,a3_4,br,short_break
55,a3_4,l_1,meal_break
55,a3_4,rs,off
55,a4_1,a4_2,a4
55,a4_2,a4_3,a4
55,a4_3,a4_4,a4
55,a4_4,a4_4,a4
55,a4_4,br,short_break
55,a4_4,l_1,meal_break
55,a4_4,rs,off
55,a5_1,a5_2,a5
55,a5_2,a5_3,a5
55,a5_3,a5_4,a5
55,a5_4,a5_4,a5
55,a5_4,br,short_break
55,a5_4,l_1,meal_break
55,a5_4,rs,off
55,br,a1_1,a1
55,br,a2_1,a2
55,br,a3_1,a3
55,br,a4_1,a4
55,br,a5_1,a5
55,l_1,l_2,meal_break
55,l_2,l_3,meal_break
55,l_3,l_4,meal_break
55,l_4,a1_1,a1
55,l_4,a2_1,a2
55,l_4,a3_1,a3
55,l_4,a4_1,a4
55,l_4,a5_1,a5
55,q0,a1_1,a1
55,q0,a2_1,a2
55,q0,a3_1,a3
55,q0,a4_1,a4
55,q0,a5_1,a5
55,q0,q0,off
55,rs,rs,off
56,a1_1,a1_2,a1
56,a1_2,a1_3,a1
56,a1_3,a1_4,a1
56,a1_4,a1_4,a1
56,a1_4,br,short_break
56,a1_4,l_1,meal_break
56,a1_4,rs,off
56,a2_1,a2_2,a2
56,a2_2,a2_3,a2
56,a2_3,a2_4,a2
56,a2_4,a2_4,a2
56,a2_4,br,short_break
56,a2_4,l_1,meal_break
56,a2_4,rs,off
56,a3_1,a3_2,a3
56,a3_2,a3_3,a3
56,a3_3,a3_4,a3
56,a3_4,a3_4,a3
56,a3_4,br,short_break
56,a3_4,l_1,meal_break
56,a3_4,rs,off
56,a4_1,a4_2,a4
56,a4_2,a4_3,a4
56,a4_3,a4_4,a4
56,a4_4,a4_4,a4
56,a4_4,br,short_break
56,a4_4,l_1,meal_break
56,a4_4,rs,off
56,a5_1,a5_2,a5
56,a5_2,a5_3,a5
56,a5_3,a5_4,a5
56,a5_4,a5_4,a5
56,a5_4,br,short_break
56,a5_4,l_1,meal_break
56,a5_4,rs,off
56,br,a1_1,a1
56,br,a2_1,a2
56,br,a3_1,a3
56,br,a4_1,a4
56,br,a5_1,a5
56,l_1,l_2,meal_break
56,l_2,l_3,meal_break
56,l_3,l_4,meal_break
56,l_4,a1_1,a1
56,l_4,a2_1,a2
56,l_4,a3_1,a3
56,l_4,a4_1,a4
56,l_4,a5_1,a5
56,q0,a1_1,a1
56,q0,a2_1,a2
56,q0,a3_1,a3
56,q0,a4_1,a4
56,q0,a5_1,a5
56,q0,q0,off
56,rs,rs,off
57,a1_1,a1_2,a1
57,a1_2,a1_3,a1
57,a1_3,a1_4,a1
57,a1_4,a1_4,a1
57,a1_4,br,short_break
57,a1_4,l_1,meal_break
57,a1_4,rs,off
57,a2_1,a2_2,a2
57,a2_2,a2_3,a2
57,a2_3,a2_4,a2
57,a2_4,a2_4,a2
57,a2_4,br,short_break
57,a2_4,l_1,meal_break
57,a2_4,rs,off
57,a3_1,a3_2,a3
57,a3_2,a3_3,a3
57,a3_3,a3_4,a3
57,a3_4,a3_4,a3
57,a3_4,br,short_break
57,a3_4,l_1,meal_break
57,a3_4,rs,off
57,a4_1,a4_2,a4
57,a4_2,a4_3,a4
57,a4_3,a4_4,a4
57,a4_4,a4_4,a4
57,a4_4,br,short_break
57,a4_4,l_1,meal_break
57,a4_4,rs,off
57,a5_1,a5_2,a5
57,a5_2,a5_3,a5
57,a5_3,a5_4,a5
57,a5_4,a5_4,a5
57,a5_4,br,short_break
57,a5_4,l_1,meal_break
57,a5_4,rs,off
57,br,a1_1,a1
57,br,a2_1,a2
57,br,a3_1,a3
57,br,a4_1,a4
57,br,a5_1,a5
57,l_1,l_2,meal_break
57,l_2,l_3,meal_break
57,l_3,l_4,meal_break
57,l_4,a1_1,a1
57,l_4,a2_1,a2
57,l_4,a3_1,a3
57,l_4,a4_1,a4
57,l_4,a5_1,a5
57,q0,a1_1,a1
57,q0,a2_1,a2
57,q0,a3_1,a3
57,q0,a4_1,a4
57,q0,a5_1,a5
57,q0,q0,off
57,rs,rs,off
58,a1_1,a1_2,a1
58,a1_2,a1_3,a1
58,a1_3,a1_4,a1
58,a1_4,a1_4,a1
58,a1_4,br,short_break
58,a1_4,l_1,meal_break
58,a1_4,rs,off
58,a2_1,a2_2,a2
58,a2_2,a2_3,a2
58,a2_3,a2_4,a2
58,a2_4,a2_4,a2
58,a2_4,br,short_break
58,a2_4,l_1,meal_break
58,a2_4,rs,off
58,a3_1,a3_2,a3
58,a3_2,a3_3,a3
58,a3_3,a3_4,a3
58,a3_4,a3_4,a3
58,a3_4,br,short_break
58,a3_4,l_1,meal_break
58,a3_4,rs,off
58,a4_1,a4_2,a4
58,a4_2,a4_3,a4
58,a4_3,a4_4,a4
58,a4_4,a4_4,a4
58,a4_4,br,short_break
58,a4_4,l_1,meal_break
58,a4_4,rs,off
58,a5_1,a5_2,a5
58,a5_2,a5_3,a5
58,a5_3,a5_4,a5
58,a5_4,a5_4,a5
58,a5_4,br,short_break
58,a5_4,l_1,meal_break
58,a5_4,rs,off
58,br,a1_1,a1
58,br,a2_1,a2
58,br,a3_1,a3
58,br,a4_1,a4
58,br,a5_1,a5
58,l_1,l_2,meal_break
58,l_2,l_3,meal_break
58,l_3,l_4,meal_break
58,l_4,a1_1,a1
58,l_4,a2_1,a2
58,l_4,a3_1,a3
58,l_4,a4_1,a4
58,l_4,a5_1,a5
58,q0,a1_1,a1
58,q0,a2_1,a2
58,q0,a3_1,a3
58,q0,a4_1,a4
58,q0,a5_1,a5
58,q0,q0,off
58,rs,rs,off
59,a1_1,a1_2,a1
59,a1_2,a1_3,a1
59,a1_3,a1_4,a1
59,a1_4,a1_4,a1
59,a1_4,br,short_break
59,a1_4,l_1,meal_break
59,a1_4,rs,off
59,a2_1,a2_2,a2
59,a2_2,a2_3,a2
59,a2_3,a2_4,a2
59,a2_4,a2_4,a2
59,a2_4,br,short_break
59,a2_4,l_1,meal_break
59,a2_4,rs,off
59,a3_1,a3_2,a3
59,a3_2,a3_3,a3
59,a3_3,a3_4,a3
59,a3_4,a3_4,a3
59,a3_4,br,short_break
59,a3_4,l_1,meal_break
59,a3_4,rs,off
59,a4_1,a4_2,a4
59,a4_2,a4_3,a4
59,a4_3,a4_4,a4
59,a4_4,a4_4,a4
59,a4_4,br,short_break
59,a4_4,l_1,meal_break
59,a4_4,rs,off
59,a5_1,a5_2,a5
59,a5_2,a5_3,a5
59,a5_3,a5_4,a5
59,a5_4,a5_4,a5
59,a5_4,br,short_break
59,a5_4,l_1,meal_break
59,a5_4,rs,off
59,br,a1_1,a1
59,br,a2_1,a2
59,br,a3_1,a3
59,br,a4_1,a4
59,br,a5_1,a5
59,l_1,l_2,meal_break
59,l_2,l_3,meal_break
59,l_3,l_4,meal_break
59,l_4,a1_1,a1
59,l_4,a2_1,a2
59,l_4,a3_1,a3
59,l_4,a4_1,a4
59,l_4,a5_1,a5
59,q0,a1_1,a1
59,q0,a2_1,a2
59,q0,a3_1,a3
59,q0,a4_1,a4
59,q0,a5_1,a5
59,q0,q0,off
59,rs,rs,off
60,a1_1,a1_2,a1
60,a1_2,a1_3,a1
60,a1_3,a1_4,a1
60,a1_4,a1_4,a1
60,a1_4,br,short_break
60,a1_4,l_1,meal_break
60,a1_4,rs,off
60,a2_1,a2_2,a2
60,a2_2,a2_3,a2
60,a2_3,a2_4,a2
60,a2_4,a2_4,a2
60,a2_4,br,short_break
60,a2_4,l_1,meal_break
60,a2_4,rs,off
60,a3_1,a3_2,a3
60,a3_2,a3_3,a3
60,a3_3,a3_4,a3
60,a3_4,a3_4,a3
60,a3_4,br,short_break
60,a3_4,l_1,meal_break
60,a3_4,rs,off
60,a4_1,a4_2,a4
60,a4_2,a4_3,a4
60,a4_3,a4_4,a4
60,a4_4,a4_4,a4
60,a4_4,br,short_break
60,a4_4,l_1,meal_break
60,a4_4,rs,off
60,a5_1,a5_2,a5
60,a5_2,a5_3,a5
60,a5_3,a5_4,a5
60,a5_4,a5_4,a5
60,a5_4,br,short_break
60,a5_4,l_1,meal_break
60,a5_4,rs,off
60,br,a1_1,a1
