action_id,score_weight
504,38.828618
505,17.233467
506,24.834559
507,41.093626
508,45.239624
509,20.175551
510,26.176608
511,47.081193
512,44.86464
513,38.63791
514,28.152968
515,37.244094
516,27.525311
517,46.90852
518,44.460883
519,20.140298
520,28.402382
521,36.371309
522,43.590817
523,38.038101
524,83.831955
525,118.18319
526,113.85636
527,77.231259
528,85.24584
529,98.720756
530,112.48287
531,101.1377
532,113.22213
533,76.616289
534,83.274721
535,117.57517
536,112.19566
537,101.07568
538,85.170162
539,98.387277
540,108.47153
541,102.17962
542,86.582154
543,94.093415
544,90.569029
545,109.26811
546,104.57752
547,84.664783
548,86.99478
549,94.236785
550,108.70207
551,102.63648
552,105.57847
553,85.691071
554,91.650459
555,110.32763
556,90.029617
557,75.272884
558,64.009756
559,81.247054
560,79.410735
561,90.76504
562,79.34404
563,65.578664
564,64.314322
565,81.888782
566,90.330363
567,75.18919
568,77.467455
569,63.741694
570,77.645097
571,88.896784
572,13.635089
573,1116.5678
574,30.523478
575,21.461019
576,33.989695
577,38.997961
578,1116.5678
579,1116.5678
580,1116.5678
581,1116.5678
582,35.331428
583,39.489595
584,30.171732
585,22.577576
586,17.233467
587,37.547586
588,39.920592
589,24.834559
590,21.265795
591,43.95198
592,45.865778
593,26.800646
594,36.907759
595,27.608533
596,37.130301
597,43.664902
598,46.90852
599,27.525311
600,20.140298
601,44.460883
602,38.471917
603,43.946844
604,36.472281
605,28.555231
606,99.112153
607,129.02419
608,121.51324
609,88.688816
610,92.34969
611,114.50155
612,126.36382
613,107.04874
614,120.92403
615,88.167656
616,98.65436
617,128.47325
618,125.97779
619,106.82921
620,92.089373
621,114.07021
622,120.92487
623,110.29696
624,96.234775
625,108.44164
626,104.6458
627,120.93299
628,112.86708
629,94.992953
630,96.326951
631,108.32491
632,120.91807
633,110.48257
634,113.94568
635,96.085873
636,105.73704
637,122.02714
638,77.596562
639,59.011328
640,53.449126
641,73.760316
642,72.626415
643,77.599139
644,63.271055
645,56.697133
646,54.615323
647,75.00288
648,78.449796
649,59.595742
650,61.467483
651,55.273327
652,71.234898
653,75.875799
654,13.69417
655,1116.5678
656,20.978503
657,31.046412
658,39.353144
659,33.800151
660,1116.5678
661,1116.5678
662,1116.5678
663,1116.5678
664,40.669709
665,34.713273
666,21.029175
667,31.942157
668,27.198226
669,41.040169
670,37.25663
671,14.929329
672,28.874213
673,46.788935
674,43.721738
675,20.356867
676,27.091274
677,37.435495
678,44.078035
679,36.820878
680,44.460883
681,20.140298
682,27.525311
683,46.90852
684,45.332443
685,37.450337
686,26.818033
687,38.271399
688,92.332161
689,120.62877
690,112.48598
691,80.87547
692,83.451197
693,107.70777
694,118.82228
695,97.806626
696,111.9084
697,80.3899
698,91.917031
699,120.09506
700,118.40862
701,97.563109
702,83.15787
703,107.24535
704,113.00553
705,101.43092
706,87.842222
707,101.21812
708,97.379526
709,112.80035
710,104.01653
711,86.782051
712,87.857943
713,101.01801
714,112.93317
715,101.56173
716,105.10306
717,87.877073
718,98.460392
719,113.89532
720,68.368379
721,50.687619
722,43.650237
723,63.840468
724,62.665278
725,68.537188
726,54.934598
727,46.775301
728,44.740179
729,65.053754
730,69.115201
731,51.036498
732,53.080281
733,45.316654
734,61.255925
735,66.765202
736,13.173096
737,1116.5678
738,35.531887
739,40.740124
740,31.489788
741,21.937321
742,1116.5678
743,1116.5678
744,1116.5678
745,1116.5678
746,31.816868
747,20.728524
748,34.202623
749,40.270902
750,42.168212
751,27.198226
752,14.929329
753,38.552253
754,47.972281
755,28.334791
756,19.106443
757,45.018644
758,38.346911
759,45.262404
760,37.764658
761,27.654963
762,20.140298
763,44.460883
764,46.90852
765,27.525311
766,38.177649
767,26.645711
768,36.998046
769,44.991849
770,75.413498
771,108.84277
772,104.07325
773,67.808095
774,75.341474
775,90.556726
776,103.79559
777,91.200076
778,103.44195
779,67.205576
780,74.885013
781,108.24305
782,103.48081
783,91.130165
784,75.253756
785,90.187984
786,99.418413
787,92.412428
788,76.93484
789,85.453242
790,81.832388
791,100.05241
792,94.835276
793,75.102974
794,77.308306
795,85.524106
796,99.598009
797,92.84377
798,95.847509
799,76.14505
800,82.922852
801,101.12269
802,82.473115
803,69.402495
804,56.649919
805,72.586956
806,70.634331
807,83.418264
808,73.273239
809,57.674908
810,56.689557
811,73.090828
812,82.607722
813,69.063556
814,71.424181
815,55.802471
816,68.824005
817,81.539425
818,13.111667
819,1116.5678
820,38.848703
821,17.254977
822,24.871068
823,41.120565
824,40.380714
825,35.674965
826,22.34938
827,30.971103
828,1116.5678
829,1116.5678
830,1116.5678
831,1116.5678
832,22.304779
833,30.025327
834,39.052609
835,34.804948
836,28.377579
837,36.362642
838,43.572694
839,38.006932
840,45.259689
841,20.195751
842,26.211145
843,47.106918
844,44.844499
845,38.605225
846,28.12893
847,37.234876
848,27.561798
849,46.935199
850,44.480174
851,20.159528
852,100.35082
853,132.61026
854,126.42776
855,91.67269
856,97.236236
857,115.57474
858,128.48641
859,112.5554
860,125.81641
861,91.102402
862,99.837479
863,132.03063
864,128.14818
865,112.39519
866,97.046828
867,115.19379
868,123.71835
869,114.94374
870,100.10403
871,110.22726
872,106.54118
873,124.09729
874,117.46167
875,98.554529
876,100.33486
877,110.24086
878,123.82417
879,115.2428
880,118.5157
881,99.629786
882,107.63554
883,125.18164
884,88.238806
885,70.123892
886,63.363674
887,83.244213
888,81.907037
889,88.372225
890,74.386972
891,66.250049
892,64.335614
893,84.343768
894,88.993295
895,70.622938
896,72.563186
897,64.67842
898,80.391917
899,86.612393
900,14.825431
901,1116.5678
902,17.254958
903,37.566827
904,39.947058
905,24.871061
906,30.5145
907,21.438487
908,33.959139
909,38.977586
910,1116.5678
911,1116.5678
912,1116.5678
913,1116.5678
914,35.298797
915,39.46732
916,30.163201
917,22.554717
918,38.438696
919,43.926853
920,36.463306
921,28.530088
922,21.286561
923,43.97119
924,45.890907
925,26.834903
926,36.89825
927,27.58361
928,37.098942
929,43.646429
930,46.935199
931,27.561798
932,20.159528
933,44.480174
934,82.271302
935,110.966
936,103.31373
937,70.945865
938,74.14976
939,97.647065
940,108.8428
941,88.89473
942,102.72399
943,70.449592
944,81.856622
945,110.42254
946,108.43499
947,88.68445
948,73.888579
949,97.185032
950,103.12775
951,92.101099
952,78.164334
953,91.181956
954,87.347214
955,103.00489
956,94.673144
957,77.008734
958,78.225513
959,90.992143
960,103.07867
961,92.282788
962,95.752812
963,78.103487
964,88.429726
965,104.09992
966,66.531622
967,51.564055
968,40.577543
969,59.249236
970,57.705741
971,67.142367
972,55.586426
973,42.678459
974,41.116905
975,60.179139
976,66.953052
977,51.414096
978,53.713591
979,40.937113
980,56.08914
981,65.285639
982,11.810374
983,1116.5678
984,27.238971
985,41.069948
986,37.275344
987,14.946795
988,20.954038
989,31.039892
990,39.334672
991,33.768827
992,1116.5678
993,1116.5678
994,1116.5678
995,1116.5678
996,40.649264
997,34.680503
998,21.006275
999,31.935105
1000,45.314276
1001,37.416298
1002,26.791736
1003,38.263985
1004,28.912873
1005,46.816892
1006,43.740531
1007,20.376074
1008,27.063985
1009,37.428488
1010,44.061685
1011,36.788085
1012,44.480174
1013,20.159528
1014,27.561798
1015,46.935199
1016,74.939492
1017,105.92652
1018,99.690598
1019,65.119096
1020,70.534784
1021,90.321956
1022,102.43938
1023,86.01348
1024,99.076035
1025,64.56677
1026,74.475389
1027,105.35342
1028,102.0709
1029,85.878824
1030,70.363804
1031,89.895433
1032,97.300762
1033,88.178123
1034,73.341998
1035,84.386449
1036,80.616616
1037,97.530388
1038,90.689756
1039,71.841367
1040,73.559924
1041,84.307447
1042,97.357245
1043,88.491041
1044,91.741396
1045,72.921919
1046,81.710452
1047,98.619423
1048,72.844067
1049,59.934816
1050,46.992928
1051,63.338612
1052,61.465436
1053,73.768847
1054,63.745055
1055,48.087122
1056,47.051781
1057,63.939387
1058,73.004802
1059,59.532783
1060,61.906712
1061,46.220368
1062,59.688162
1063,71.89022
1064,12.008452
1065,1116.5678
1066,42.19833
1067,27.238976
1068,14.946836
1069,38.571846
1070,35.499172
1071,40.719732
1072,31.483521
1073,21.914571
1074,1116.5678
1075,1116.5678
1076,1116.5678
1077,1116.5678
1078,31.810223
1079,20.706279
1080,34.172236
1081,40.252544
1082,38.170523
1083,26.619775
1084,36.966122
1085,44.975488
1086,48.000729
1087,28.373764
1088,19.124705
1089,45.038314
1090,38.312873
1091,45.24433
1092,37.757905
1093,27.628688
1094,20.159528
1095,44.480174
1096,46.935199
1097,27.561798
1098,94.658823
1099,128.51893
1100,123.5647
1101,87.485429
1102,94.649873
1103,109.61851
1104,123.23007
1105,110.37677
1106,122.93742
1107,86.882822
1108,94.109475
1109,127.91866
1110,122.93131
1111,110.27584
1112,94.529481
1113,109.27751
1114,119.02905
1115,111.93074
1116,96.557635
1117,104.85176
1118,101.28624
1119,119.71046
1120,114.37772
1121,94.760469
1122,96.907775
1123,104.96609
1124,119.22605
1125,112.3314
1126,115.39994
1127,95.806404
1128,102.37212
1129,120.77855
1130,92.853274
1131,76.077846
1132,67.143159
1133,86.001542
1134,84.403605
1135,93.264743
1136,80.303916
1137,69.443448
1138,67.811436
1139,86.884205
1140,93.40283
1141,76.324917
1142,78.437322
1143,67.715351
1144,82.747981
1145,91.441406
1146,14.983704
1147,1116.5678
1148,22.327054
1149,30.033396
1150,39.072795
1151,34.835342
1152,38.828618
1153,17.233467
1154,24.834559
1155,41.093626
1156,40.402871
1157,35.706874
1158,22.370516
1159,30.979784
1160,1116.5678
1161,1116.5678
1162,1116.5678
1163,1116.5678
1164,27.525311
1165,46.90852
1166,44.460883
1167,20.140298
1168,28.402424
1169,36.371357
1170,43.590914
1171,38.038207
1172,45.239624
1173,20.175551
1174,26.176608
1175,47.081193
1176,44.864542
1177,38.637802
1178,28.15293
1179,37.244048
1180,93.592572
1181,121.97236
1182,113.83498
1183,82.194372
1184,84.801062
1185,108.97231
1186,120.13236
1187,99.151328
1188,113.25754
1189,81.706981
1190,93.174418
1191,121.4382
1192,119.72007
1193,98.907008
1194,84.507729
1195,108.51186
1196,114.33273
1197,102.78078
1198,89.184333
1199,102.50858
1200,98.67188
1201,114.13574
1202,105.36637
1203,88.118364
1204,89.202055
1205,102.31331
1206,114.26303
1207,102.91156
1208,106.45288
1209,89.21341
1210,99.753534
1211,115.23073
1212,69.184802
1213,51.247486
1214,44.666114
1215,64.92898
1216,63.786071
1217,69.305499
1218,55.503814
1219,47.863877
1220,45.798027
1221,66.16413
1222,69.964516
1223,51.65559
1224,53.659297
1225,46.433079
1226,62.395397
1227,67.546428
1228,13.466685
1229,1116.5678
1230,35.331518
1231,39.489662
1232,30.171717
1233,22.577553
1234,17.233467
1235,37.547586
1236,39.920592
1237,24.834559
1238,30.52349
1239,21.461039
1240,33.989604
1241,38.997898
1242,1116.5678
1243,1116.5678
1244,1116.5678
1245,1116.5678
1246,46.90852
1247,27.525311
1248,20.140298
1249,44.460883
1250,38.472023
1251,43.946942
1252,36.472327
1253,28.555272
1254,21.265795
1255,43.95198
1256,45.865778
1257,26.800646
1258,36.907709
1259,27.608489
1260,37.130195
1261,43.664807
1262,76.755386
1263,110.1833
1264,105.37047
1265,69.146615
1266,76.609857
1267,91.89171
1268,105.14424
1269,92.453587
1270,104.73975
1271,68.544833
1272,76.226009
1273,109.58398
1274,104.82977
1275,92.379787
1276,76.517651
1277,91.524188
1278,100.76726
1279,93.713243
1280,78.254052
1281,86.800779
1282,83.181179
1283,101.39786
1284,96.140138
1285,76.430987
1286,78.622657
1287,86.872701
1288,100.94607
1289,94.13981
1290,97.154085
1291,77.474323
1292,84.271564
1293,102.46842
1294,82.895059
1295,69.493233
1296,57.003981
1297,73.251155
1298,71.326963
1299,83.798271
1300,73.404141
1301,58.147532
1302,57.09964
1303,73.790375
1304,83.0643
1305,69.199039
1306,71.547994
1307,56.280358
1308,69.527194
1309,81.920257
1310,12.143732
1311,1116.5678
1312,40.669772
1313,34.71337
1314,21.029151
1315,31.942143
1316,27.198226
1317,41.040169
1318,37.25663
1319,14.929329
1320,20.978524
1321,31.046424
1322,39.353083
1323,33.800059
1324,1116.5678
1325,1116.5678
1326,1116.5678
1327,1116.5678
1328,44.460883
1329,20.140298
1330,27.525311
1331,46.90852
1332,45.332539
1333,37.450445
1334,26.818072
1335,38.271446
1336,28.874213
1337,46.788935
1338,43.721738
1339,20.356867
1340,27.09123
1341,37.435445
1342,44.07794
1343,36.820772
1344,85.181278
1345,119.51725
1346,115.14518
1347,78.557884
1348,86.504302
1349,100.06647
1350,113.83268
1351,102.38423
1352,114.51146
1353,77.943687
1354,84.623852
1355,118.90966
1356,113.54539
1357,102.31864
1358,86.424522
1359,99.733596
1360,109.81647
1361,103.47079
1362,87.889434
1363,95.443259
1364,91.918445
1365,110.60776
1366,105.87292
1367,85.980944
1368,88.297204
1369,95.586389
1370,110.0456
1371,103.92307
1372,106.87566
1373,87.008778
1374,92.999948
1375,111.66775
1376,90.5631
1377,75.544572
1378,64.543163
1379,81.999447
1380,80.189066
1381,91.260661
1382,79.640791
1383,66.203708
1384,64.892465
1385,82.669889
1386,90.893666
1387,75.50098
1388,77.762659
1389,64.376296
1390,78.434389
1391,89.395925
1392,13.606487
1393,1116.5678
1394,31.816855
1395,20.728501
1396,34.202719
1397,40.270964
1398,42.168212
1399,27.198226
1400,14.929329
1401,38.552253
1402,35.531792
1403,40.740059
1404,31.489804
1405,21.937346
1406,1116.5678
1407,1116.5678
1408,1116.5678
1409,1116.5678
1410,20.140298
1411,44.460883
1412,46.90852
1413,27.525311
1414,38.177698
1415,26.645752
1416,36.998154
1417,44.991944
1418,47.972281
1419,28.334791
1420,19.106443
1421,45.018644
1422,38.346804
1423,45.262307
1424,37.764612
1425,27.654925
1426,100.41018
1427,130.37249
1428,122.85911
1429,90.027561
1430,93.697342
1431,115.79763
1432,127.69094
1433,108.38721
1434,122.27015
1435,89.505514
1436,99.95042
1437,129.82136
1438,127.30592
1439,108.1666
1440,93.436459
1441,115.36789
1442,122.26417
1443,111.64545
1444,97.583619
1445,109.75806
1446,105.96443
1447,122.27728
1448,114.21579
1449,96.339597
1450,97.676378
1451,109.64472
1452,122.25904
1453,111.83029
1454,115.2945
1455,97.432438
1456,107.05596
1457,123.37138
1458,78.478679
1459,59.724975
1460,54.510292
1461,74.865566
1462,73.758218
1463,78.441923
1464,63.979497
1465,57.808759
1466,55.705659
1467,76.125708
1468,79.357991
1469,60.353035
1470,62.188544
1471,56.406282
1472,72.382159
1473,76.731063
1474,14.799253
1475,1116.5678
1476,26.520638
1477,32.644061
1478,44.356667
1479,40.933197
1480,45.239624
1481,21.265795
1482,26.800646
1483,47.081193
1484,45.706707
1485,41.886801
1486,27.106863
1487,33.842202
1488,27.525311
1489,46.90852
1490,44.460883
1491,20.140298
1492,1116.5678
1493,1116.5678
1494,1116.5678
1495,1116.5678
1496,31.248186
1497,38.336691
1498,48.202669
1499,43.501945
1500,51.673459
1501,17.233467
1502,24.834559
1503,53.22152
1504,49.525822
1505,44.242917
1506,31.4595
1507,39.436202
1508,98.627724
1509,125.74711
1510,116.90978
1511,86.603114
1512,88.150939
1513,113.95922
1514,124.62179
1515,101.96248
1516,116.34952
1517,86.145109
1518,98.234269
1519,125.23091
1520,124.19058
1521,101.68132
1522,87.8179
1523,113.48227
1524,118.54825
1525,106.09567
1526,93.064142
1527,107.25443
1528,103.40136
1529,118.17208
1530,108.69163
1531,92.17143
1532,93.006796
1533,107.00583
1534,118.42501
1535,106.15805
1536,109.7843
1537,93.263616
1538,104.4731
1539,119.26509
1540,66.932607
1541,47.854803
1542,44.018224
1543,64.536472
1544,63.670509
1545,66.783705
1546,52.101814
1547,47.695321
1548,45.43354
1549,65.940056
1550,67.897962
1551,48.539812
1552,50.324763
1553,46.520537
1554,62.454634
1555,65.108275
1556,19.82703
1557,1116.5678
1558,41.445094
1559,44.813492
1560,32.939185
1561,26.946136
1562,20.175551
1563,43.95198
1564,45.865778
1565,26.176608
1566,32.859449
1567,25.608886
1568,40.122451
1569,44.159543
1570,46.90852
1571,27.525311
1572,20.140298
1573,44.460883
1574,1116.5678
1575,1116.5678
1576,1116.5678
1577,1116.5678
1578,43.971388
1579,48.610164
1580,38.566137
1581,31.565536
1582,17.233467
1583,50.382259
1584,51.981631
1585,24.834559
1586,38.668685
1587,30.342095
1588,42.619341
1589,48.14727
1590,73.279816
1591,107.93949
1592,104.15156
1593,67.11785
1594,75.926817
1595,88.150939
1596,101.96248
1597,91.907813
1598,103.51235
1599,66.493243
1600,72.719646
1601,107.32592
1602,101.68132
1603,91.883644
1604,75.896507
1605,87.8179
1606,98.069516
1607,92.462287
1608,76.700226
1609,83.571144
1610,80.070973
1611,98.949419
1612,94.8095
1613,74.676571
1614,77.170405
1615,83.730387
1616,98.323638
1617,92.969848
1618,95.788914
1619,75.681975
1620,81.149365
1621,100.00174
1622,87.425674
1623,75.010912
1624,61.814244
1625,76.848839
1626,74.802922
1627,88.470917
1628,78.818876
1629,62.556697
1630,61.728045
1631,77.226992
1632,87.471687
1633,74.606528
1634,76.98242
1635,60.677832
1636,72.960904
1637,86.592692
1638,18.48114
1639,1116.5678
1640,45.802515
1641,40.962516
1642,25.932638
1643,34.482534
1644,28.334791
1645,46.788935
1646,43.721738
1647,19.106443
1648,25.290566
1649,33.322305
1650,44.456464
1651,39.976063
1652,44.460883
1653,20.140298
1654,27.525311
1655,46.90852
1656,1116.5678
1657,1116.5678
1658,1116.5678
1659,1116.5678
1660,49.820603
1661,43.136927
1662,30.136618
1663,40.227153
1664,27.198226
1665,52.763053
1666,50.191846
1667,14.929329
1668,29.908765
1669,39.160895
1670,48.50826
1671,42.367847
1672,82.130648
1673,117.47412
1674,114.04426
1675,76.828968
1676,85.91401
1677,96.691889
1678,110.9336
1679,101.89945
1680,113.40359
1681,76.197966
1682,81.548426
1683,116.85458
1684,110.67827
1685,101.87799
1686,85.887853
1687,96.392966
1688,107.37775
1689,102.35655
1690,86.539479
1691,92.565209
1692,89.165876
1693,108.396
1694,104.68365
1695,84.46138
1696,87.034969
1697,92.78799
1698,107.67555
1699,102.88055
1700,105.65384
1701,85.45269
1702,90.231431
1703,109.43666
1704,94.669417
1705,80.569877
1706,68.706137
1707,85.162273
1708,83.227752
1709,95.511788
1710,84.585328
1711,69.992991
1712,68.879049
1713,85.687878
1714,94.880686
1715,80.404761
1716,82.714306
1717,68.131752
1718,81.422551
1719,93.636342
1720,19.473541
1721,1116.5678
1722,34.208915
1723,25.47256
1724,40.441612
1725,45.359663
1726,47.972281
1727,28.874213
1728,20.356867
1729,45.018644
1730,41.749404
1731,45.989698
1732,34.283678
1733,26.823129
1734,20.140298
1735,44.460883
1736,46.90852
1737,27.525311
1738,1116.5678
1739,1116.5678
1740,1116.5678
1741,1116.5678
1742,40.01183
1743,29.792254
1744,42.654269
1745,49.42666
1746,53.979305
1747,27.198226
1748,14.929329
1749,51.489434
1750,44.004604
1751,49.873311
1752,39.914369
1753,31.05304
1754,105.07325
1755,133.88522
1756,125.68794
1757,94.011109
1758,96.691889
1759,120.46829
1760,131.8953
1761,110.9336
1762,125.11384
1763,93.514898
1764,104.63687
1765,133.35017
1766,131.49057
1767,110.67827
1768,96.392966
1769,120.02035
1770,126.18467
1771,114.67173
1772,101.09428
1773,114.16439
1774,110.34021
1775,126.02324
1776,117.25918
1777,100.01053
1778,101.11596
1779,113.99719
1780,126.12722
1781,114.79273
1782,118.34668
1783,101.10561
1784,111.42597
1785,127.1183
1786,76.556695
1787,56.991073
1788,54.0182
1789,74.536474
1790,73.661656
1791,76.285251
1792,61.179735
1793,57.677738
1794,55.426381
1795,75.937112
1796,77.592684
1797,57.845706
1798,59.470124
1799,56.473681
1800,72.431443
1801,74.65718
1802,20.755178
1803,1116.5678
1804,27.561936
1805,46.935225
1806,44.480178
1807,20.159665
1808,26.504539
1809,32.63811
1810,44.334887
1811,40.90327
1812,45.259623
1813,21.286473
1814,26.834795
1815,47.106839
1816,45.682943
1817,41.855248
1818,27.090392
1819,33.834795
1820,49.504018
1821,44.210556
1822,31.439433
1823,39.428344
1824,1116.5678
1825,1116.5678
1826,1116.5678
1827,1116.5678
1828,31.228098
1829,38.329955
1830,48.182756
1831,43.471025
1832,51.6934
1833,17.254851
1834,24.870948
1835,53.246256
1836,70.922138
1837,100.26317
1838,93.354441
1839,59.87136
1840,64.137343
1841,86.301251
1842,97.650157
1843,79.389783
1844,92.748891
1845,59.356028
1846,70.505841
1847,99.705828
1848,97.252151
1849,79.230741
1850,63.930695
1851,85.841261
1852,92.102846
1853,81.947409
1854,67.509579
1855,79.894015
1856,76.067718
1857,92.109692
1858,84.48922
1859,66.196697
1860,67.646138
1861,79.724018
1862,92.090739
1863,82.205859
1864,85.554716
1865,67.288004
1866,77.153139
1867,93.20356
1868,66.960581
1869,55.730404
1870,41.573829
1871,56.61587
1872,54.66128
1873,68.054244
1874,59.274399
1875,42.086291
1876,41.351322
1877,57.11938
1878,66.98461
1879,55.090852
1880,57.495836
1881,40.207578
1882,52.853501
1883,66.178271
1884,18.385639
1885,1116.5678
1886,46.935225
1887,27.561936
1888,20.159665
1889,44.480178
1890,41.412754
1891,44.789421
1892,32.931898
1893,26.928309
1894,20.195658
1895,43.971123
1896,45.890827
1897,26.211034
1898,32.852664
1899,25.592803
1900,40.092419
1901,44.137576
1902,38.661195
1903,30.322017
1904,42.588387
1905,48.127158
1906,1116.5678
1907,1116.5678
1908,1116.5678
1909,1116.5678
1910,43.938252
1911,48.588178
1912,38.5584
1913,31.544238
1914,17.254851
1915,50.40134
1916,52.005693
1917,24.870948
1918,100.26327
1919,134.3755
1920,129.50751
1921,93.354553
1922,100.59866
1923,115.13506
1924,128.90361
1925,116.3228
1926,128.87986
1927,92.749003
1928,99.705932
