segment_id,slot_id,threshold_low,threshold_high,unit_price
SEG2c35452a5f,TS9dba1a3b01,65.0,79.4,55.5115
SEG8dd19d8adc,TSbc57395db7,0.999,2.997,152.613
SEGad2857f1c8,TSde0255c439,50.0,70.0,61.4538
SEGd58051511a,TS87d83de23a,23.5,32.8,141.012
SEGf9591d6cc3,TSe9513bdbd6,26.1,33.6,96.7136
SEG6f5b71bd98,TS30f6b06801,150.5,172.0,0.444492
SEG26907e4401,TS1f1def30c4,160.0,214.9,125.375
SEG0a225c91c9,TS30f6b06801,20.1,23.75,195.628
SEGd3aec278b7,TS874720f008,310.2,328.0,106.131
SEG1e14c32f3e,TS2caf91eb09,150.5,172.0,0.444492
SEG2cc346887b,TSf0553561e8,144.8,165.4,28.3364
SEGd35dcca921,TS25e8984bfe,88.8,113.9,55.9683
SEG873ae545c7,TS4447a8fd1d,310.2,328.0,106.131
SEG393e815a33,TSc7c50e9162,32.5,37.5,156.736
SEG5a2d04f5fd,TSe6714cbfdd,115.0,124.0,34.0239
SEG592d9acc25,TS36061ce77d,32.5,37.5,156.736
SEG9d4fcb995b,TSc84e67f3cf,2.1,8.4,149.385
SEG70d590038c,TS25116cbe77,190.0,253.5,192.471
SEG980ef4616d,TS50f763e077,172.1,193.0,0.515207
SEGf4938a7fb5,TSee8f79fd45,193.1,226.8,0.57582
SEG6c86cca4f5,TSd08b69a66f,135.3,158.0,76.1564
SEG33f1e68856,TS3856554761,158.3,165.7,100.75
SEG66796b9b10,TS0c139ee02f,50.0,70.0,61.4538
SEG928c0ff3e6,TS49044e168e,328.1,400.0,100.467
SEG7fe5107cc2,TS25a9345498,114.0,136.4,56.9391
SEGdba30dc135,TScfb121d745,10.4,13.3,305.559
SEG857fc9d6fa,TS31165b053e,13.4,17.0,239.942
SEGcee07e88ba,TS0afeb9f6ae,75.0,88.7,58.2271
SEG73f3bbb9c0,TS8a4ad29ceb,250.1,280.0,18.9919
SEG938bdea01f,TSe6714cbfdd,75.0,88.7,58.2271
SEG23948d6584,TS2661a11a3f,124.1,144.7,342.542
SEG58da82d8c0,TSe9c90cedfa,0.36,0.9,171.336
SEG799fac5ca0,TSa114592a6e,88.8,113.9,55.9683
SEGc4f7913c47,TS73837dcaff,13.4,17.0,239.942
SEGdaefc7147b,TS78f161f2ff,6.2,6.3,109.264
SEG5440ec659f,TS25116cbe77,301.0,344.0,212.286
SEG96aee23275,TScfb121d745,97.0,134.9,54.9607
SEG691e216290,TS0e0b71e89c,1.03,5.16,168.131
SEG0f7c5a6692,TS7cf3133006,220.1,250.0,20.3456
SEG13787f396c,TS73837dcaff,158.3,165.7,100.75
SEG64989ffec2,TSf3c4cf7d55,117.0,129.0,0.353573
SEG4a004cf1e4,TS55c54cd19d,75.1,85.5,62.0938
SEGb7e9b47ac4,TS5c28dfa9ca,15.0,18.5,108.435
SEGda2525e6b8,TS8895174cf3,155.0,158.2,101.649
SEGee4fd027d4,TS3f6b29d3d4,115.0,117.0,20.2143
SEG3e3275d269,TS0064756dcb,114.0,136.4,56.9391
SEGb656417aad,TS68bd1ddae5,215.0,250.75,122.276
SEG0343eaf220,TS24132c2e53,167.1,187.0,17.2241
SEG7ade63de16,TSa442a672e5,105.9,141.04,50.8469
SEG1a1e00dd79,TS0e5dfbabce,328.1,399.7,100.467
SEG59b5899c47,TSe8cf6380ac,23.5,32.8,141.012
SEGcdf7391135,TSeb9415d128,114.0,136.4,56.9391
SEG7a90c7d121,TSe4260e2609,0.999,2.997,152.613
SEGdd4b72f197,TS77f91674dc,185.0,220.0,21.3154
SEGe2626f053f,TSe5a8bddd9e,97.0,134.9,54.9607
SEG6111b4e5d5,TSfeb615966d,110.1,123.71,190.201
SEGb25ad351cc,TSf450088623,158.3,165.7,100.75
SEG80e9e80c25,TS26b55ccfc1,1.462,2.924,152.17
SEG2ed631775b,TS7b7bafb0fa,8.0,10.3,371.745
SEG5ba4a40169,TSda410e142f,97.0,134.9,54.9607
SEG5a70033255,TS68bd1ddae5,147.1,167.0,18.1333
SEG3f303b6c2c,TS32530bb46a,0.36,0.9,171.336
SEGa2bea50231,TSe9c90cedfa,75.0,88.7,58.2271
SEGeee4fcc2cf,TS0064756dcb,150.5,172.0,0.444492
SEG3ba97a9004,TS6f1fc6830c,167.1,187.0,17.2241
SEG4f75952bf2,TS7143fb07ff,124.1,144.7,342.542
SEG19cb22d748,TSf988146cfc,135.0,152.4,55.6976
SEGf547154f42,TS8a860b9b72,250.1,280.0,18.9919
SEGce570d68ff,TSda9affbe11,8.0,10.3,371.745
SEG67b750b986,TS68bd1ddae5,115.0,124.0,34.0239
SEG33795b01d8,TSa442a672e5,117.1,147.0,19.3657
SEGc3cc961ab2,TSa18c1ed2d2,100.0,112.6,77.294
SEGda1daa1cfe,TS543272cc34,10.4,13.3,305.559
SEGa623639a70,TS4bbcbe666d,10.4,13.3,305.559
SEG098b79c1cc,TS0e0b71e89c,147.1,167.0,18.1333
SEGfe7d0e5fba,TSe5a8bddd9e,152.5,165.9,108.71
SEG03efb1375d,TS6e1a677fa1,147.1,167.0,18.1333
SEG3866863d58,TS05928b46fe,65.0,79.4,55.5115
SEGef8ba82c59,TS84b8520c28,23.5,32.8,141.012
SEG3839d1a947,TSf450088623,26.1,33.6,96.7136
SEG1cca044372,TS30f6b06801,190.0,253.5,192.471
SEGf859330959,TS7b7bafb0fa,147.1,167.0,18.1333
SEG53a0c88af3,TS68cccee489,152.5,165.9,55.738
SEG52b88b7636,TS7b7bafb0fa,135.0,152.4,104.269
SEGef02d98ddb,TSe9c90cedfa,27.5,32.4,226.026
SEG5d2c0c9986,TS6b2a8043e4,158.3,165.7,100.75
SEG300e981684,TS36061ce77d,33.7,37.5,93.9432
SEGa092abad6c,TS874720f008,165.5,208.0,310.326
SEG9a3c695766,TSfeb615966d,124.1,144.7,30.0234
SEG6cf754bcfb,TS04fcc74874,79.5,105.8,52.4445
SEG881ccdd9bd,TS543272cc34,23.5,32.8,141.012
SEG038a17fb9b,TSa442a672e5,70.1,75.0,61.8359
SEG39b638b137,TSf3c4cf7d55,26.1,33.6,96.7136
SEG54ab333cb0,TSf7c05ecaf1,155.0,198.0,111.19
SEGf320f26e7e,TS8c634a4f2c,105.9,136.3,51.34
SEG13bccd06ac,TSf98c56f109,144.8,165.4,326.954
SEG8f02045771,TS6ff2389c54,20.1,23.75,195.628
SEGf68081b7d2,TSf988146cfc,115.0,124.0,373.859
SEGf450c824ff,TSf25add6f3a,90.0,96.9,56.6363
SEG8ffa82107e,TS478fa29d45,5.936,5.937,127.251
SEG92aed66bf1,TS7b7bafb0fa,147.1,167.0,18.1333
SEG26a5778a73,TS21c7a3001a,185.0,220.0,21.3154
SEGf8ce8c1844,TSff6b080e7d,70.1,75.0,61.8359
SEG3bb31af24e,TSd0fc980b3a,165.5,208.0,26.5685
SEGa48295fe38,TS21c7a3001a,18.6,26.0,102.885
SEGc00384b604,TSbe35f40078,70.1,75.0,61.8359
SEGf4274d9303,TSf25add6f3a,75.0,88.7,59.6592
SEG43e3c64c75,TS443ac81312,187.1,208.0,16.5371
SEGab0e0a7623,TSd29e70c128,75.0,88.7,59.6592
SEG2c671e448d,TS09c93edef7,124.1,144.7,342.542
SEG1e0141c2ca,TSf3c4cf7d55,65.0,79.4,55.5115
SEG22d9949abd,TS478fa29d45,152.5,165.9,55.738
SEG5e493544ef,TS50f763e077,18.6,26.0,102.885
SEGe9af54f8bd,TS32530bb46a,10.0,14.0,215.54
SEG4103f9f583,TSa790cd60e5,32.5,37.5,156.736
SEGf7cfa82a87,TS443ac81312,193.1,226.8,0.57582
SEGe8811760e9,TS2130a64621,117.1,147.0,19.3657
SEG55138d2850,TS7c3e8eda03,88.8,113.9,57.7753
SEG1721c72508,TS77f91674dc,150.5,172.0,0.444492
SEG445e9be339,TSeb58535d43,114.0,136.4,56.9391
SEGb8a2a50859,TSe9505e645a,33.7,37.5,93.9432
SEG39fef9b7ca,TS68cccee489,190.0,253.5,192.471
SEGf31ae0081d,TS6ef1672b5d,255.0,258.0,221.953
SEG4ca5083f5f,TS21c7a3001a,152.5,165.9,55.738
SEG2448efaf79,TS8b14b0e305,33.7,37.5,93.9432
SEG4bb897d055,TS7376d266d9,115.0,117.0,20.2143
SEG507e403c5b,TSc9b8f16ba0,6.2,6.3,109.264
SEGefcff6f61e,TSf2f132c858,1.03,5.16,168.131
SEG1131d75f68,TS4bbcbe666d,65.0,79.4,55.5115
SEGa7da2b3368,TSbc57395db7,117.1,147.0,19.3657
SEG6653ea4abd,TSa442a672e5,114.0,130.3,54.9015
SEG52bd66bba8,TS4c537bf323,328.1,400.0,100.467
SEG5e184a3a81,TScb0b285159,114.0,130.3,54.9015
SEG6870228d31,TS2130a64621,32.9,37.5,135.447
SEG350e72b5f5,TS0c0829db4c,155.0,198.0,111.19
SEG221c99c1da,TS31165b053e,187.1,208.0,16.5371
SEG52c6481938,TSa2bddef18e,193.1,226.8,0.57582
SEG913aea7536,TSe8cf6380ac,190.0,253.5,192.471
SEGba126982ff,TSea8ddd055f,27.5,32.4,226.026
SEG4dec5a28e5,TS2661a11a3f,155.0,158.2,101.649
SEGe2c0ec8f15,TS4447a8fd1d,88.8,113.9,55.9683
SEG83acbfc85c,TS55c54cd19d,386.6,434.8,201.092
SEG0af11f1b95,TS4447a8fd1d,160.0,214.9,125.375
SEG90d3ec0b38,TS3f6b29d3d4,70.1,75.0,61.8359
SEGf191aad4be,TS0e5dfbabce,2.1,8.4,149.385
SEG0733dd7fdf,TS0e5dfbabce,12.5,27.4,222.643
SEG86a596815f,TS87d83de23a,70.1,75.0,61.8359
SEG35b405c073,TSda9affbe11,155.0,158.2,101.649
SEG07cc9bbaa4,TSbc57395db7,193.1,226.8,0.57582
SEG17b194d976,TSa2bddef18e,1.462,2.924,152.17
SEG6718c1b97e,TS0c0829db4c,328.1,399.7,100.467
SEG263af7b4e5,TSba51d6f88e,158.3,165.7,100.75
SEG9ddf0a31c4,TS2661a11a3f,23.5,32.8,141.012
SEG374dcd9293,TS09c93edef7,115.0,124.0,34.0239
SEGe650e683e6,TS97e6bd8f9b,114.0,130.3,54.9015
SEG6e326cf13f,TS4bbcbe666d,124.1,144.7,30.0234
SEG4dc4cef44f,TSa18c1ed2d2,70.1,85.3,64.8355
SEGe253a4940c,TS872840c56f,220.1,250.0,20.3456
SEGf35303bc31,TS4447a8fd1d,115.0,124.0,34.0239
SEGd764af61dd,TSc84e67f3cf,50.0,70.0,61.4538
SEG8ccd42ecdf,TS04fcc74874,344.1,386.5,206.618
SEG6d3d322c97,TSde0255c439,1.462,2.924,152.17
SEG5f92133780,TS872840c56f,135.0,152.4,55.6976
SEG1bf07a2968,TSda410e142f,115.0,117.0,20.2143
SEG27d5b4a0ef,TS6e1a677fa1,190.0,253.5,192.471
SEG0b32594869,TSa18c1ed2d2,95.0,110.0,197.662
SEG80b767e03d,TSec107a29d2,110.0,134.9,106.056
SEG07b9427869,TS24132c2e53,280.1,321.4,17.9312
SEG8757670d01,TS874720f008,135.3,158.0,76.1564
SEGbbacea5ddd,TS2130a64621,50.0,70.0,61.4538
SEG0e0f538860,TSde0255c439,110.1,123.71,190.201
SEG0e05c2e18d,TSe9513bdbd6,185.0,220.0,21.3154
SEG6c4d6e2b46,TS50f763e077,95.0,110.0,197.662
SEGaf381e1818,TS7cb9d4122f,32.5,37.5,156.736
SEG094fd8a6c7,TS5f1586151b,165.5,208.0,310.326
SEG14c547c300,TS5624c05049,155.0,158.2,101.649
SEG9fe3e8ac90,TSc99f6324df,328.1,400.0,100.467
SEG8ec328b42a,TS1f1def30c4,23.5,32.8,141.012
SEG1aeadfc504,TS09c93edef7,115.0,117.0,20.2143
SEGc0a85b6edb,TS6ef1672b5d,90.0,96.9,56.6363
SEGf7aabf394b,TS8c634a4f2c,0.721,0.722,178.06
SEG788bd1a368,TS242b6d35a5,152.5,165.9,55.738
SEG9786b302a4,TSf6619c37bf,50.0,70.0,64.9502
SEGe479ee60ad,TS77f91674dc,344.1,386.5,206.618
SEG293124cb61,TSb32f93b444,90.0,96.9,56.6363
SEGfa96f664aa,TS666767b301,5.936,5.937,127.251
SEGade5acabba,TS874720f008,17.1,20.0,215.816
SEGd6e95c1835,TS0c0829db4c,112.7,135.2,75.8452
SEGb1a0ee7ae6,TS432824cef5,112.7,135.2,75.8452
SEG2c837636fd,TS5624c05049,26.1,33.6,96.7136
SEG58ec6970a6,TSc43ca385e8,90.0,96.9,56.6363
SEG7831d29721,TSfa31d84579,344.1,386.5,206.618
SEG41494f85bf,TS432824cef5,110.0,134.9,106.056
SEG4229ede5c7,TS0ae713d1a5,15.0,18.5,108.435
SEG80445c2f2e,TSa2bddef18e,124.1,144.7,30.0234
SEG3a4ce5b83b,TS0c139ee02f,105.9,136.3,51.34
SEG6ed69b9866,TS3f6b29d3d4,105.9,136.3,51.34
SEGd29d09af5c,TSf25add6f3a,124.1,144.7,342.542
SEG72e8f56093,TSa2bddef18e,117.1,147.0,19.3657
SEG8309845f47,TS0c139ee02f,17.1,20.0,215.816
SEG00f8558720,TS432824cef5,0.999,2.997,152.613
SEGc86a721abc,TS5b76c70c04,114.0,136.4,56.9391
SEG01e8a1625a,TS25a9345498,172.1,193.0,0.515207
SEGb842c1a4c7,TS5f1586151b,18.6,26.0,102.885
SEGd2b6f027dd,TS4aff6b5863,165.5,208.0,310.326
SEGf101c0c18f,TSa114592a6e,97.0,134.9,54.9607
SEG3b173e6948,TS469a3b02e2,258.1,300.9,218.044
SEG08a07962ed,TSec107a29d2,129.1,150.4,0.393982
SEGf06d1802b0,TS31df6c22e6,152.5,165.9,108.71
SEG4019023a46,TS0e0b71e89c,26.1,33.6,96.7136
SEGdd40b0409c,TS6f1fc6830c,26.1,33.6,96.7136
SEG42cb56cc09,TS4447a8fd1d,70.1,75.0,61.8359
SEG793c30f24b,TS3856554761,32.9,37.5,135.447
SEGef506657be,TS98b842dd92,95.0,110.0,197.662
SEG32745e4ce0,TS2661a11a3f,2.1,8.4,149.385
SEG638335b0e7,TS872840c56f,117.1,147.0,19.3657
SEGbf26173f89,TS0e0b71e89c,0.36,0.9,171.336
SEG52b395e949,TSc84e67f3cf,75.0,88.7,59.6592
SEG454bb05b24,TS87c63a4e02,1.03,5.16,168.131
SEG9ac4d9d996,TS84b8520c28,26.1,33.6,96.7136
SEG9004f1f6e7,TSf25add6f3a,165.8,191.7,100.23
SEGdc2cfe448b,TSf0f0a49e31,2.1,8.4,149.385
SEGd063341e82,TSfeb615966d,65.0,79.4,54.9888
SEGaede4e4014,TS5368b7fc42,124.1,144.7,30.0234
SEG2e721d0c77,TSe9505e645a,20.1,23.75,195.628
SEG4c18c1c4ba,TSbc57395db7,215.0,250.75,122.276
SEGd3ef97424f,TS0afeb9f6ae,0.999,2.997,152.613
SEG8516c5417f,TS0ae713d1a5,135.3,158.0,76.1564
SEG245af7581d,TS8a4ad29ceb,65.0,79.4,55.5115
SEG0eaad6f57d,TS0ae713d1a5,0.653,1.959,195.46
SEGb0040439fd,TS04c42a0beb,1.03,5.16,168.131
SEG7327ef177b,TSde0255c439,90.0,96.9,56.6363
SEGe3fe26aa6e,TS25e8984bfe,15.0,18.5,108.435
SEG91ba4d763d,TS5624c05049,115.0,124.0,373.859
SEG03a7664ca4,TSa18c1ed2d2,215.0,250.75,122.276
SEG8af5dcad4e,TS55c54cd19d,135.0,152.4,104.269
SEG82fb5a5f5e,TSaf4f280f49,26.1,33.6,96.7136
SEGfb47ceccf1,TSf0553561e8,386.6,434.8,201.092
SEGfa9abe88c0,TSc11915e3ee,79.5,105.8,52.9179
SEG7062870c32,TS874720f008,65.0,79.4,55.5115
SEG785987e9d5,TS2f96a4be85,114.0,136.4,56.9391
SEG4d3606be4e,TS24132c2e53,75.0,88.7,59.6592
SEG824c9dafa9,TS8a4ad29ceb,150.5,172.0,0.444492
SEG396378f137,TS50f763e077,50.0,70.0,64.9502
SEGf4650172e9,TS2b7842f554,95.0,110.0,197.662
SEGbec3f9fc70,TS4f3da44342,117.1,147.0,19.3657
SEGc03212152f,TS24132c2e53,258.1,300.9,218.044
SEGa7755ff70e,TS8ea511c0a1,150.5,172.0,0.444492
SEG6926d8224d,TSe5a8bddd9e,10.4,13.3,305.559
SEGddcd713b7d,TSc7c50e9162,100.0,112.6,77.294
SEGe1b3634983,TSc9b8f16ba0,105.9,136.3,51.34
SEGbabb1521cb,TSf8f59db910,75.0,88.7,59.6592
SEG5245c361b0,TSeb9415d128,155.0,158.2,101.649
SEG384c36dda4,TSe4260e2609,114.0,130.3,54.9015
SEG905cb46f68,TS87d83de23a,65.0,79.4,55.5115
SEG66098164f1,TS3856554761,220.1,250.0,20.3456
SEGfead32d4bb,TS3f6b29d3d4,144.8,165.4,326.954
SEGf8b93aef91,TS50f763e077,129.1,150.4,0.393982
SEGe9247edc7e,TS0e0b71e89c,150.5,172.0,0.444492
SEG2a894b6782,TS7b7bafb0fa,124.1,144.7,30.0234
SEGde1e10776f,TS5368b7fc42,50.0,70.0,61.4538
SEG93c88edbfd,TS632a2e8ee3,1.462,2.924,152.17
SEG0502451e2f,TS6f1fc6830c,115.0,124.0,34.0239
SEG888d4ffbdc,TS05928b46fe,75.0,88.7,59.6592
SEG15a1bbe9c6,TSe0b6ccf3df,10.0,14.0,215.54
SEG0ca1f55ec4,TS632a2e8ee3,135.3,158.0,76.1564
SEG4c3ac42efc,TSf450088623,165.5,208.0,310.326
SEGdb208bff50,TS8ea511c0a1,0.36,0.9,171.336
SEG6ee1968d33,TS4aff6b5863,65.0,79.4,55.5115
SEG6de8e1e955,TSfeb615966d,0.999,2.997,152.613
SEG3f31f2b75e,TS7cb9d4122f,13.4,17.0,239.942
SEGb735494ae5,TS632a2e8ee3,15.0,18.5,108.435
SEG718ddfb302,TSa5f1ec3f85,112.7,135.2,75.8452
SEG54d94859ce,TS25a9345498,20.1,23.75,195.628
SEG41c88a3cee,TSbc57395db7,10.0,14.0,215.54
SEG69f9e5a496,TSa55de547fe,167.1,187.0,17.2241
SEGf872f1ac24,TS055580bf5d,0.653,1.959,195.46
SEGd9009ae58a,TS2e3a4076ec,6.2,6.3,109.264
SEG75dba06117,TSe9505e645a,2.1,8.4,149.385
SEG628e558dab,TSc11915e3ee,152.5,165.9,55.738
SEG3dae3c2882,TS7cf3133006,70.1,75.0,61.8359
SEGcacec644c4,TSa790cd60e5,17.1,20.0,215.816
SEG48ebe73afb,TS8895174cf3,75.0,88.7,59.6592
SEGa0b2943769,TS5f1586151b,152.5,165.9,108.71
SEG5002ca4d4d,TSf3c4cf7d55,328.1,399.7,100.467
SEG35ae787a25,TS26b55ccfc1,160.0,214.9,125.375
SEGf100be713f,TSa2bddef18e,112.7,135.2,75.8452
SEGa141575a5a,TSb0a72470c9,33.7,37.5,93.9432
SEGe7bcdeffc7,TS0e0b71e89c,129.1,150.4,0.393982
SEG0b3cce9d98,TSf98c56f109,117.1,147.0,19.3657
SEGec00f89ebe,TS68cccee489,32.9,37.5,135.447
SEGef8a40262d,TS49044e168e,129.1,150.4,0.393982
SEG1f17ab601a,TSba51d6f88e,110.1,123.71,190.201
SEG12c8138548,TS2caf91eb09,23.5,32.8,141.012
SEG62c12710ed,TS55c54cd19d,20.1,23.75,195.628
SEG6c770ee7fe,TS5368b7fc42,20.1,23.75,195.628
SEG3d65bc97b9,TS8ea511c0a1,215.0,250.75,122.276
SEG98bb50d48c,TSbc57395db7,150.5,172.0,0.444492
SEG637c48d8ef,TSd18d3cfa89,301.0,344.0,212.286
SEG7c103dbdff,TS9dba1a3b01,90.0,96.9,56.6363
SEG839e964d93,TS77f91674dc,255.0,258.0,221.953
SEG3f8777df5a,TScb0b285159,135.0,152.4,55.6976
SEG72297dc304,TS0e0b71e89c,23.5,32.8,141.012
SEGc033196169,TSe0b6ccf3df,18.6,26.0,102.885
SEGd651dcb048,TSf0553561e8,100.0,112.6,77.294
SEG10f24bbfef,TS31df6c22e6,27.5,32.4,226.026
SEG981f019d6b,TSe4260e2609,79.5,105.8,52.4445
SEG8011a31a85,TS25e8984bfe,280.1,321.4,17.9312
SEG1f920821ed,TS8a860b9b72,32.9,37.5,135.447
SEG308617b2e4,TS7742df5bec,79.5,105.8,52.9179
SEGe0af1ff52b,TS9215f23210,115.0,124.0,34.0239
SEG6d263f7f34,TS7bda0322ac,220.1,250.0,20.3456
SEG6d4710b173,TSbc57395db7,88.8,113.9,57.7753
SEG55067dd66d,TS3d7ccb0210,301.0,344.0,212.286
SEG3d70a58140,TS25a9345498,250.1,280.0,18.9919
SEG7559563554,TS2f96a4be85,328.1,400.0,100.467
SEG28aa40a569,TS443ac81312,10.4,13.3,305.559
SEG340722f21c,TS25a9345498,18.6,26.0,102.885
SEG417a4bb19e,TSee8f79fd45,65.0,79.4,54.9888
SEG49160be66c,TS7c3e8eda03,14.1,23.4,155.573
SEGcf31301db8,TSa18c1ed2d2,8.0,10.3,371.745
SEG68bef939ed,TS70c9f1cdf8,190.0,253.5,192.471
SEG4744b569fe,TS3856554761,70.1,85.3,64.8355
SEGbbf53cb3d7,TSd29e70c128,75.0,88.7,58.2271
SEG0354c8a6f7,TSd0fc980b3a,115.0,124.0,373.859
SEG8c7f709942,TS4d5a110698,117.1,147.0,19.3657
SEG2ad7696d92,TScb0b285159,12.5,27.4,222.643
SEGb98ce7a599,TSf98c56f109,114.0,136.4,56.9391
SEGbc40bd1fb8,TS4bbcbe666d,8.0,10.3,371.745
SEGc0c061a76d,TSfa3e5079a3,10.0,12.4,250.651
SEG17a8781a1b,TSb0a72470c9,110.0,134.9,106.056
SEGeb0d41d450,TSc84e67f3cf,33.7,37.5,93.9432
SEG17fe16d41d,TS24132c2e53,190.0,253.5,192.471
SEG6461d8f2b0,TS25116cbe77,0.653,1.959,195.46
SEGd3ba3fe1a5,TS632a2e8ee3,13.4,17.0,239.942
SEG6e3624a472,TS3f4a752d20,152.5,165.9,108.71
SEG217989b1fc,TSd18d3cfa89,79.5,105.8,52.9179
SEGb1494ac87c,TS2f96a4be85,129.1,150.4,0.393982
SEG63ec13eadf,TS666767b301,193.1,226.8,0.57582
SEGf5080c1083,TS025d083f40,32.5,37.5,156.736
SEG4ea5f7fb4a,TSc7c50e9162,155.0,198.0,111.19
SEG66c4a509de,TS5f1586151b,14.1,23.4,155.573
SEG80b959fd2f,TS5ea5d90b6c,6.2,6.3,109.264
SEG0016c503a7,TSf0553561e8,79.5,105.8,52.4445
