action_id,slot_id,contribution
ACT207cd00ef4,TS7b7bafb0fa,8.33333
ACT07f481e310,TS5c28dfa9ca,93.4375
ACT29f2a7ef81,TS2661a11a3f,8.33333
ACTe35ae78712,TS4d5a110698,57.5
ACTe1178fa8f1,TS055580bf5d,2.968
ACT8fa9d020fb,TS05928b46fe,16.7708
ACT7dc6f1e9d5,TS5be34975d7,91.6667
ACTd36c80e82b,TS84b8520c28,45.5
ACTaee15c0b01,TS73837dcaff,127.5
ACT997ef34142,TSec107a29d2,7.1875
ACTe66be1498f,TSe5a8bddd9e,1.05
ACT241e0f12c8,TS055580bf5d,41.6667
ACT73160b0aeb,TS1f1def30c4,74.2708
ACT2442b7dce0,TS40e6d8607e,4.0
ACT6803c97dd4,TS7cb9d4122f,62.5
ACTc8393924ca,TS8895174cf3,75.0
ACTa40ce32dc6,TS6e1a677fa1,15.0
ACTd398185282,TS84b8520c28,5.0
ACTed8884b0d5,TS30f6b06801,37.5
ACT7ea7ef8c88,TSd29e70c128,155.1
ACTbfc453ec6d,TS5368b7fc42,37.5
ACT9d2dcedc54,TS0afeb9f6ae,50.3125
ACTaf6cf2ea85,TS25116cbe77,37.5
ACT9f07a3a763,TSb0a72470c9,6.5
ACT338390f2f4,TS87c63a4e02,7.5
ACT06c284c988,TSc99f6324df,93.4375
ACTbe0b89ac45,TSd18d3cfa89,80.0
ACTf67169360e,TS25e8984bfe,41.6667
ACT88748dafd3,TS6ff2389c54,12.5
ACT83813410d4,TSeb9415d128,19.5
ACTfe41ffcd8b,TScbb1097136,0.4995
ACTc6555bcb8d,TS0ae713d1a5,155.0
ACTee0029e8cc,TS4f3da44342,2.968
ACTa841dff5f5,TS242b6d35a5,8.33333
ACT2c5a10d0df,TS0e0b71e89c,88.6458
ACTc4f0097ac7,TSf8f59db910,5.0
ACT19333f709f,TSc43ca385e8,95.0
ACT980cb15346,TS7742df5bec,40.7292
ACTc7a1b3be19,TS77f91674dc,74.2708
ACT9d7545474b,TSda9affbe11,58.5
ACTc09b71b27b,TS25e8984bfe,25.0
ACTfc4b31c45d,TS09c93edef7,12.5
ACT50419406fa,TSd08b69a66f,35.9375
ACT204f2df645,TS6f1fc6830c,47.5
ACT29a1236565,TSda9affbe11,32.5
ACTa6c907b846,TS42d0b628c0,83.8542
ACTe172b50128,TS55c54cd19d,25.0
ACTb6ff3864eb,TS4447a8fd1d,50.3125
ACT41354ee744,TS24132c2e53,64.6875
ACTd186c4df0f,TS24132c2e53,55.1042
ACTf4bb714a13,TSa0373678c6,91.6667
ACTd5b94f04aa,TS0ae713d1a5,83.8542
ACT8611837096,TS68cccee489,26.6667
ACTbbfe4c8b2c,TSa442a672e5,50.0
ACT2fdd1498f3,TSa2bddef18e,112.604
ACT462cdd6c0f,TS5f1586151b,15.0
ACTd4811e371a,TSf0553561e8,103.021
ACT7dd378a27e,TS0afeb9f6ae,31.1458
ACT32d1a0943f,TS055580bf5d,4.0
ACTd7904efcc9,TSa2bddef18e,59.8958
ACTf40e70ba12,TS1f1def30c4,2.968
ACTb5778f6982,TS9215f23210,37.5
ACT9d91ef615c,TSda9affbe11,19.5
ACT0bae54619c,TSfeb615966d,19.5
ACT87c9dbe663,TS5ea5d90b6c,8.33333
ACTc11a0cc23a,TS8895174cf3,112.604
ACT05752d68ba,TS0c139ee02f,32.5
ACT07765d4e33,TSb0a72470c9,64.6875
ACTdc6170ac16,TSf7c05ecaf1,3.1
ACT6192ce4fef,TS77f91674dc,75.0
ACTc5163e2fe5,TSc43ca385e8,91.6667
ACTbe9fdbad6b,TSf3c4cf7d55,64.6875
ACTca6fb36b23,TS242b6d35a5,8.33333
ACT09bc82743f,TS666767b301,88.6458
ACT385af4e08d,TS6ef1672b5d,47.5
ACTf0f32c20f1,TS50f763e077,127.5
ACT5c7bc4b7c2,TS7143fb07ff,7.1875
ACTfdf0ca2fae,TSa790cd60e5,7.5
ACT62805285d8,TSc7c50e9162,55.1042
ACTd4811e371a,TSeb58535d43,112.604
ACT1b6743df2f,TS76d4197a5d,62.5
ACTbd018e9f88,TSda9affbe11,7.5
ACTef2afbcda3,TS8a860b9b72,58.5
ACTebdd15e289,TS443ac81312,45.5208
ACT8efd8e5ab0,TS6b2a8043e4,0.731
ACT083abaa329,TS3856554761,55.1042
ACT083abaa329,TS8b14b0e305,7.1875
ACT8346f5eafc,TSa18c1ed2d2,59.8958
ACT14b216711e,TS4aff6b5863,5.0
ACT23a8e06d50,TSc7c50e9162,98.2292
ACTd2cf59fd1f,TS2caf91eb09,19.5
ACTfeedd0885e,TS6ef1672b5d,0.731
ACTc59ce8da49,TS25116cbe77,77.5
ACTdc3c0140b2,TSfa31d84579,79.0625
ACT590789b563,TS37ff698958,40.7292
ACTccfe5ee4aa,TSf0e592f52c,50.3125
ACT41752315a6,TS432824cef5,6.5
ACT40c795ef45,TS242b6d35a5,7.1875
ACT6aa3b13c0c,TSfa31d84579,50.3125
ACTdb0e03f90b,TS98b842dd92,7.5
ACT6060c3eabb,TS478fa29d45,55.1042
ACT5984807eec,TSc99f6324df,58.5
ACT5984807eec,TS632a2e8ee3,19.5
ACTa43c6c1015,TS0ae713d1a5,57.5
ACT864babcf6e,TS025d083f40,74.2708
ACT467dcb8e9a,TS7cb9d4122f,19.5
ACT2ee60a7a8c,TSeb9415d128,79.0625
ACTc6a0295d0f,TS432824cef5,11.9792
ACT07765d4e33,TS8ea511c0a1,21.5625
ACT5d85330021,TS4f3da44342,45.0
ACTfa51584ab3,TS32530bb46a,7.1875
ACT28d0674a8e,TS26b55ccfc1,25.0
ACT1c06eae15f,TSc99f6324df,64.6875
ACT145e9d88a2,TS05928b46fe,83.8542
ACTa2d3fc014b,TS70c9f1cdf8,155.1
ACT76eade7965,TS30f6b06801,155.1
ACTb14efb853f,TS4d5a110698,19.5
ACTbded12d016,TSe9513bdbd6,77.5
ACTf32d34cb61,TSc84e67f3cf,107.813
ACTfbaa1b06f1,TSd29e70c128,62.5
ACTd7904efcc9,TS05928b46fe,93.4375
ACTb031856f59,TSee8f79fd45,2.968
ACTa5b29cc62d,TS7cf3133006,12.5
ACTdc461db4df,TSb0a72470c9,2.968
ACTd927cce954,TSf450088623,8.33333
ACT473fcbf866,TS5c28dfa9ca,103.021
ACT98de142556,TSc99f6324df,12.5
ACTf3d814ac2c,TS2f96a4be85,11.9792
ACT40fbaedeca,TSd0fc980b3a,75.0
ACT5ae872636a,TS7cf3133006,31.1458
ACT0b7f087d2f,TS5624c05049,6.5
ACT4e787aa20e,TS278d9f1fcc,77.5
ACTca339cdcdb,TSd08b69a66f,6.5
ACT8cf953721e,TSee8f79fd45,57.5
ACTe5cd2911e4,TSff6b080e7d,93.4375
ACT3161b21bfa,TS0afeb9f6ae,16.7708
ACTff4269dcec,TS30f6b06801,21.5625
ACT86bbc7b8f3,TSa5f1ec3f85,55.1042
ACTc2686561ef,TS4447a8fd1d,16.7708
ACTff0002cc7b,TSb0a72470c9,112.604
ACTafe792e63d,TSe9505e645a,6.5
ACT6a21aaebd4,TS2e3a4076ec,88.6458
ACT71f7623ff9,TSd18d3cfa89,58.5
ACT7cc675a682,TS5f1586151b,50.3125
ACT3d406a1048,TSc7c50e9162,37.5
ACT3c5905d36f,TS31165b053e,62.5
ACT76193c064e,TSa790cd60e5,57.5
ACT7e738eec04,TS9dba1a3b01,58.5
ACTbf22b385ca,TSf25add6f3a,103.021
ACT37937a8f66,TSeb9415d128,19.5
ACTc2795b61f4,TS5c28dfa9ca,69.4792
ACT6e8a7a299c,TS07d3a63e2b,26.6667
ACTe6002352ba,TSd0fc980b3a,21.5625
ACT6554847dd1,TS8a4ad29ceb,4.0
ACTc5a3ebabdb,TSa5f1ec3f85,155.0
ACT0b928041d6,TS6ff2389c54,6.5
ACT7bca7420cc,TSe5a8bddd9e,12.5
ACTb0766ab406,TSf6619c37bf,32.5
ACT2c1da41923,TSa0373678c6,19.5
ACT3161b21bfa,TS6ff2389c54,21.5625
ACTc52f45711a,TS09c93edef7,62.5
ACT6060c3eabb,TS8a860b9b72,50.3125
ACTb6e135c7e2,TS543272cc34,155.1
ACT680637df66,TSff6b080e7d,26.3542
ACT78fd5c32f8,TS666767b301,7.5
ACTa8a9ef0acb,TS0e2a47f426,35.9375
ACT75c9a041a4,TS8a860b9b72,58.5
ACT587abda495,TScfb121d745,35.9375
ACTfdde4e582d,TS443ac81312,107.813
ACTd4811e371a,TS8c634a4f2c,45.5208
ACTe0e61b8c7b,TS8bd964e3f8,5.0
ACT0e34a4ecd4,TSf450088623,7.1875
ACT6dc0dcfb80,TS025d083f40,0.731
ACTdc83d60a69,TS31165b053e,155.1
ACT39eaff60e5,TS478fa29d45,155.1
ACT2bd6cbbe4f,TS25116cbe77,12.5
ACTda219a5e02,TSc7c50e9162,6.5
ACT6b1e91f60c,TS50f763e077,2.968
ACT864babcf6e,TS31165b053e,16.7708
ACTd2cf59fd1f,TSa114592a6e,58.5
ACT1bfa02b7e7,TSc9b8f16ba0,62.5
ACT06c284c988,TS2130a64621,50.3125
ACTf8a8cd16a7,TS8b14b0e305,79.0625
ACT795bf26957,TS50f763e077,6.5
ACT49881854a4,TS0ae713d1a5,6.5
ACT8abd12bc8f,TS8bd964e3f8,5.0
ACT581857988a,TS30f6b06801,6.5
ACTb1b040b903,TS32530bb46a,2.968
ACTf8af19606d,TS741a1f1b80,74.2708
ACTc6a0295d0f,TSf8f59db910,79.0625
ACT87b47bf094,TSff6b080e7d,77.5
ACTb5a91b2382,TS97e6bd8f9b,47.5
ACTab20b4829c,TS4aff6b5863,57.5
ACTa2a7df423f,TS8a4ad29ceb,93.4375
ACTa23fed4fc8,TS8ea511c0a1,41.6667
ACT57e675061e,TS055580bf5d,93.4375
ACTbc35284a1b,TS5c28dfa9ca,91.6667
ACTf628f9275d,TS31165b053e,7.5
ACT7a08f0e536,TSd0fc980b3a,93.4375
ACTdb55759810,TSa442a672e5,5.0
ACTd5b94f04aa,TS42d0b628c0,40.7292
ACTf63b63fc3e,TS7cb9d4122f,127.5
ACT535e5942ae,TSa2bddef18e,47.5
ACTe0a13dee15,TS50f763e077,91.6667
ACT84b75feb98,TS76d4197a5d,95.0
ACT26b159e55f,TS8ea511c0a1,45.5208
ACTaf77a0ce34,TS0e5dfbabce,7.5
ACT0cb60a247d,TS87c63a4e02,103.021
ACT579e52b196,TS0ae713d1a5,103.021
ACTbc0759ab44,TS8b14b0e305,50.0
ACT710a318ede,TSeb9415d128,6.5
ACT55547cde11,TSf25add6f3a,93.4375
ACTdda0b4a6b3,TSff6b080e7d,25.0
ACT0b8700e618,TS3d7ccb0210,5.0
ACT348c40f4c6,TSd5ab48622e,92.5
ACT7cc675a682,TS6f1fc6830c,93.4375
ACT66e1220697,TSe9505e645a,7.1875
ACT1890f047e6,TS25a9345498,55.1042
ACT6ff58ae326,TSfa31d84579,18.3333
ACT00c0637bd9,TSa442a672e5,62.5
ACT6859122a75,TSa2bddef18e,37.5
ACT1674762698,TS6e1a677fa1,75.0
ACT83c2eebf24,TS31165b053e,45.0
ACT1399e0018b,TSd0fc980b3a,11.9792
ACT01918cb3e8,TS7c3e8eda03,75.0
ACT514e5e375a,TSf5bb5644d6,107.813
ACT77b01afacd,TSc84e67f3cf,57.5
ACTe436f868fe,TSa2bddef18e,64.6875
ACT23ac76ad0d,TSf426558a2a,8.33333
ACT4ad8d687ba,TSa114592a6e,5.0
ACT57c2fc59f0,TS24132c2e53,93.4375
ACTe0b964b73c,TSa2bddef18e,15.0
ACT6e3eed176b,TS0c0829db4c,69.4792
ACT07f481e310,TSeb9415d128,40.7292
ACT9f09ce2980,TS77f91674dc,45.5208
ACTb43cc0c6e8,TSeb58535d43,95.0
ACT56dc85cbb8,TSf7c05ecaf1,8.33333
ACT1d8e24331e,TSf3c4cf7d55,45.0
ACT5db7110319,TSf2f132c858,95.0
ACTdecb4be0d6,TSa0373678c6,69.4792
ACT501084a9b6,TS278d9f1fcc,64.6875
ACT37c2ce4b20,TSfeb615966d,45.5
ACTdedb3d2f93,TS98b842dd92,127.5
ACTe2346d07e9,TS0064756dcb,12.5
ACT73c4265f33,TS7bda0322ac,5.0
ACTc22a412c6a,TS87c63a4e02,2.968
ACTa8a9ef0acb,TS7742df5bec,16.7708
ACT5a28a9b7cf,TS6ef1672b5d,77.5
ACTdce31c0ab8,TSea8ddd055f,32.5
ACT3360a24e4f,TS242b6d35a5,25.0
ACTffbc9e4c07,TS98b842dd92,5.0
ACT51bb074f2b,TSea8ddd055f,74.2708
ACT6e3eed176b,TS7c3e8eda03,74.2708
ACT392b4264a4,TSd29e70c128,21.5625
ACTce4edd2511,TS4f3da44342,26.6667
ACT2b59c1356a,TS055580bf5d,32.5
ACT980cb15346,TS8c634a4f2c,83.8542
ACTc4047153b4,TS04fcc74874,107.813
ACT63733d85ef,TSaf4f280f49,57.5
ACTe6d61369ea,TSf450088623,16.7708
ACT02957e7427,TS84b8520c28,75.0
ACTf27672e854,TSd5ab48622e,57.5
ACT133d6b4eb4,TS0c0829db4c,21.5625
ACT24e6bf1866,TS4bbcbe666d,98.2292
ACTd58604e8a2,TS8895174cf3,83.8542
ACTf51e6f36a5,TS25e8984bfe,58.5
ACTa8ff341e8f,TSf7c05ecaf1,50.3125
ACTc3355cdaad,TSa18c1ed2d2,41.6667
ACTedcdfd9c4d,TS36061ce77d,62.5
ACT96b0473260,TS40e6d8607e,41.6667
ACT91f1a1386d,TSfeb615966d,7.5
ACTe063cc034e,TSd18d3cfa89,45.5
ACT894a05968d,TSd29e70c128,80.0
ACTac4aabf2a4,TS3856554761,55.1042
ACT68c6188102,TS70c9f1cdf8,50.3125
ACTccf33261b0,TS49044e168e,45.5
ACTd3a4242dc7,TS030306ac46,26.3542
ACT794d5d7394,TS0ae713d1a5,62.5
ACT4f5e28beb0,TS242b6d35a5,40.7292
ACT64d7717e2f,TS0e2a47f426,103.021
ACT84c5e40c0c,TS07d3a63e2b,45.0
ACT839f2d8d1c,TS7b7bafb0fa,58.5
ACT51294c8b31,TS8b14b0e305,55.1042
ACT4ab99f9084,TS04fcc74874,58.5
ACT5abaea1128,TS37ff698958,11.9792
ACTd02fc90520,TSf6619c37bf,5.0
ACTc04c42e31c,TS7cf3133006,4.0
ACT158c0b6b98,TS6ef1672b5d,45.5208
ACT8ff0fdff49,TSf98c56f109,55.0
ACTd0b5c7b8e4,TS7cf3133006,41.6667
ACTc4047153b4,TSda410e142f,74.2708
ACTe4cb57bc42,TS50f763e077,35.9375
ACTf329ca2ada,TS0e2a47f426,7.5
ACT06712c55ff,TSda9affbe11,4.0
ACTb2cc058c6e,TSe5a8bddd9e,7.5
ACT99593c277d,TSbe35f40078,5.0
ACT2d4f7a6f55,TS055580bf5d,59.8958
ACTdacee70d1f,TSaf4f280f49,77.5
ACT4db66f7e0e,TS2e3a4076ec,25.0
ACT738b2a0469,TS70c9f1cdf8,7.1875
ACT9fb7db3350,TS443166fe6c,58.5
ACT1b95bb5894,TSe6714cbfdd,62.5
ACT4d7c65d7d1,TSe8cf6380ac,7.5
ACTd9c66721b2,TS87c63a4e02,74.2708
ACT87133c61be,TS24132c2e53,95.0
ACT4a1f2844d2,TSc7c50e9162,26.3542
ACT3b5aefb666,TS5be34975d7,5.0
ACT0fdf6d98b6,TS68cccee489,98.2292
ACT151d61dc50,TS4aff6b5863,18.3333
ACT737c482e9d,TS70c9f1cdf8,41.6667
ACT5d120ae24b,TS68bd1ddae5,50.3125
ACTc52f45711a,TS49044e168e,12.5
ACT7f3ce00102,TS8895174cf3,37.5
ACT201d2e1c41,TS872840c56f,5.0
ACT9134e22ec4,TS68cccee489,25.0
ACT2c1a326936,TS030306ac46,26.6667
ACT61fc394b56,TS87c63a4e02,5.0
ACT3c2c8e3253,TSa0373678c6,2.39583
ACT67ed3bd2fa,TS7742df5bec,6.5
ACT08b90c70d7,TSf7c05ecaf1,6.5
ACTe40a0c37c8,TS36061ce77d,58.5
ACTdab86d7934,TS432824cef5,26.3542
ACT8e6679c48f,TS7143fb07ff,69.4792
ACTa7f7b67b2c,TS5624c05049,127.5
ACT0e34a4ecd4,TS7cb9d4122f,93.4375
ACTa021e20f27,TS3d7ccb0210,41.6667
ACT2ad6f9effc,TS242b6d35a5,77.5
ACTbe1056782e,TS632a2e8ee3,69.4792
ACT4e70da569a,TS5f1586151b,55.1042
ACTeffd5f5d98,TSf5bb5644d6,98.2292
ACT2082c6a76d,TS874720f008,3.1
ACTfa7e8df654,TS0afeb9f6ae,57.5
ACT9ff1a713cf,TS50f763e077,40.7292
ACT800612ef83,TS7c3e8eda03,37.5
ACTa3065ea012,TSea8ddd055f,127.5
ACTca1e09d778,TS6ef1672b5d,91.6667
ACT849fd13b9e,TS055580bf5d,7.5
ACT29a1236565,TS24132c2e53,19.5
ACT3d488ba289,TS55c54cd19d,3.1
ACTdd2c8acf5a,TSf450088623,57.5
ACTc3537c2457,TS1f1def30c4,58.5
ACT4f5e28beb0,TSf5bb5644d6,83.8542
ACT981ce94df1,TSbc57395db7,25.0
ACT068987ac72,TS025d083f40,41.6667
ACT383b2d95aa,TSf426558a2a,2.39583
ACTb13349b85f,TSde0255c439,0.515
ACT552818b305,TS68cccee489,80.0
ACT9cc4c5abdf,TSa114592a6e,58.5
ACT81f0152f3b,TS6e1a677fa1,0.515
ACTd0447ef7e7,TSeb58535d43,98.2292
ACTbea375a374,TS4aff6b5863,31.1458
ACTda908b1769,TS7cb9d4122f,95.0
ACT0b315c1592,TS0ae713d1a5,1.05
ACT76e89010f9,TS2130a64621,74.2708
ACTd4d7807671,TSe5a8bddd9e,40.7292
ACT8a375d2bfc,TS50f763e077,5.0
ACT9d2dcedc54,TS8c634a4f2c,21.5625
ACT7d39e9305c,TSd0fc980b3a,18.3333
ACT71ee354221,TS7cf3133006,45.5
ACT7fedaa1018,TS8ea511c0a1,32.5
ACTf87dd8606d,TS3f4a752d20,69.4792
ACT32ac6938ad,TSc7c50e9162,107.813
ACTcac86c4f26,TS42d0b628c0,0.4995
ACT210165405c,TS25116cbe77,62.5
ACT025d8e4714,TS9dba1a3b01,11.9792
ACT08dad4b89b,TS0e0b71e89c,15.0
ACTef762d21ed,TS8ea511c0a1,35.9375
ACT33c84bce60,TSe9c90cedfa,62.5
ACT6bf3cd8ad7,TS874720f008,155.1
ACT7c77f881fe,TS7cf3133006,103.021
ACT8ce5fe3e58,TS7c3e8eda03,26.6667
ACT6bc551baaf,TS249557872b,83.8542
ACT6bfd116ce9,TScb0b285159,15.0
ACTe742e0a03b,TS469a3b02e2,19.5
ACTd73085c5f0,TS2661a11a3f,74.2708
ACT0165b130e9,TS543272cc34,0.731
ACT59052942e2,TS278d9f1fcc,77.5
ACTf5c6d1d8e5,TS5be34975d7,155.0
ACT755ebfff73,TSda9affbe11,5.0
ACT1e56371282,TSf0f0a49e31,133.333
ACT84d1b5bec2,TSf8f59db910,0.4995
ACT85da103736,TS7cf3133006,79.0625
ACT35125f9176,TS242b6d35a5,45.5
ACTa8ff341e8f,TS7143fb07ff,16.7708
ACTf10f22fd22,TSbc57395db7,47.5
ACT46ad1a0633,TS7376d266d9,1.05
ACTc4047153b4,TS025d083f40,103.021
ACT4f771449fc,TS2f96a4be85,0.515
ACT4ad57b6d69,TS24132c2e53,0.515
ACT678adb8ccc,TS7b7bafb0fa,26.3542
ACT88df68be85,TSf25add6f3a,1.05
ACT579e52b196,TS07d3a63e2b,50.3125
ACTe97340738f,TS0e5dfbabce,8.33333
ACTebdd15e289,TS09c93edef7,69.4792
ACT1f46cc4425,TS0e2a47f426,3.1
ACT62299b806e,TS8ea511c0a1,15.0
ACT5485ec80bc,TS443166fe6c,107.813
ACT7cc675a682,TS0e5dfbabce,69.4792
ACTcc8f5ab3d4,TSf8f59db910,59.8958
ACT85da103736,TS5be34975d7,21.5625
ACT4a4b48f6dc,TS70c9f1cdf8,8.33333
ACT8b2ba88919,TS68cccee489,37.5
ACT76e89010f9,TS055580bf5d,11.9792
ACT0aea353896,TS4bbcbe666d,59.8958
ACT9b58c6cce3,TS8c634a4f2c,133.333
ACT79f5b1bacd,TS4f3da44342,0.515
ACT590789b563,TSda9affbe11,88.6458
ACT988fb6eff0,TSf426558a2a,32.5
ACTfe2d2a7ebe,TS4c537bf323,4.0
ACT3f61eff9d5,TSc9b8f16ba0,74.2708
ACT514e5e375a,TS4aff6b5863,93.4375
ACTb2a99d0ef9,TSf25add6f3a,83.8542
ACTd5458f1a75,TS8ea511c0a1,25.0
ACT8fb1c9796a,TS50f763e077,0.515
ACT50af147959,TSe9c90cedfa,4.0
ACT65f423f013,TS0ae713d1a5,50.0
ACT0aea353896,TS7143fb07ff,74.2708
ACTba5d2f8e64,TSeb58535d43,12.5
ACT6cc42266f3,TSe5a8bddd9e,35.9375
ACT1d4a4128f7,TS3d7ccb0210,4.0
ACT515d750782,TS8c634a4f2c,95.0
ACT6b27be1148,TSf450088623,31.1458
ACT590789b563,TS24132c2e53,83.8542
ACT0866911886,TS9215f23210,1.05
ACT20958d56da,TSaf4f280f49,5.0
ACT2a06f53881,TS49044e168e,93.4375
ACT0da9ad802e,TSd0fc980b3a,12.5
ACT186a516a75,TS0afeb9f6ae,7.5
ACTdab3f5f729,TS26b55ccfc1,45.5
ACTa6bc6ea008,TS3f6b29d3d4,62.5
ACT56655af58c,TS2b7842f554,12.5
ACT5ba58b93bf,TS2caf91eb09,25.0
ACT841317cde5,TS6ef1672b5d,50.0
ACT14273f0923,TS443ac81312,45.5
ACTd4eca3b197,TS2b7842f554,45.0
ACT8cb0b228ce,TS68bd1ddae5,133.333
ACT9c48116c1b,TS50f763e077,112.604
ACT7ba0c8f111,TSe8cf6380ac,25.0
ACT0f2d2d6bc6,TS4aff6b5863,77.5
ACTf8a8cd16a7,TS0ae713d1a5,88.6458
ACT834504ab46,TS7742df5bec,47.5
ACT4a4f04a6e3,TS0064756dcb,47.5
ACTfa5465f6d5,TSf988146cfc,0.731
ACT0dc64dcf52,TS07d3a63e2b,112.604
ACT65d4f2b2a9,TS6ff2389c54,62.5
ACTca31c871b5,TS70c9f1cdf8,112.604
ACT54c4550db1,TS278d9f1fcc,95.0
ACT6827c3d669,TS3856554761,8.33333
ACTaef855a743,TS2130a64621,5.0
ACT725e1e221c,TS05928b46fe,0.4995
ACT04f59c7830,TSea8ddd055f,47.5
ACTac4aabf2a4,TS2f96a4be85,2.39583
ACT8d1fa16b6c,TS0ae713d1a5,15.0
ACT289cf94921,TS6ef1672b5d,40.7292
ACT419f9556f3,TS87c63a4e02,83.8542
ACT3af5d0c3a7,TSd29e70c128,91.6667
ACT3a23fa2b4a,TS7143fb07ff,5.0
ACTf3d814ac2c,TS07d3a63e2b,69.4792
ACT4aed34cc29,TSeb9415d128,0.4995
ACTed17ac2a2c,TS26b55ccfc1,2.39583
ACT448cc84f95,TSec107a29d2,7.1875
ACT6dc596b37a,TS31df6c22e6,26.3542
ACT50419406fa,TSf3c4cf7d55,50.3125
ACT85e266c381,TS0e5dfbabce,103.021
ACT0c1ec4e818,TScbb1097136,62.5
ACT49022c4ec3,TSbc57395db7,35.9375
ACTf8af19606d,TSec107a29d2,112.604
ACTea3ce81038,TSc7c50e9162,1.05
ACT06d8275092,TS25e8984bfe,57.5
ACT57ac887c7d,TScb0b285159,2.968
ACT27894e32dc,TS7cb9d4122f,26.3542
ACT40da519e02,TS4447a8fd1d,11.9792
ACTf9cd67e043,TSf6619c37bf,77.5
ACTcbabba6b40,TS632a2e8ee3,21.5625
ACT1f7375eb58,TSba51d6f88e,127.5
ACT07765d4e33,TS9dba1a3b01,83.8542
ACTb3473a6b4e,TS3f6b29d3d4,77.5
ACT6d04fd6a34,TS7cb9d4122f,50.3125
ACT7d4fe456b3,TS443166fe6c,62.5
ACTdc79cebd13,TSa5f1ec3f85,26.6667
ACT70f0e808e4,TS3f4a752d20,155.0
ACT18a2715e2f,TS73837dcaff,50.3125
ACT9a4a56ed3b,TS68cccee489,12.5
ACT9830564bba,TS5ea5d90b6c,31.1458
ACTa2013b3878,TS469a3b02e2,45.5208
ACT82733fe9d0,TS242b6d35a5,11.9792
ACTe417fb4523,TS242b6d35a5,11.9792
ACTd9312ee117,TS07d3a63e2b,112.604
ACTebdd15e289,TSf0553561e8,64.6875
ACT419a429878,TS9dba1a3b01,2.39583
ACTb599003627,TS874720f008,25.0
ACT0fe6602d48,TSec107a29d2,95.0
ACT8d2406f743,TS6e1a677fa1,83.8542
ACT17e3e51124,TSda9affbe11,45.0
ACT587abda495,TS0e5dfbabce,79.0625
ACT15583e01e8,TSd08b69a66f,112.604
ACTee67bcaade,TSda9affbe11,18.3333
ACT694cfda0bd,TS469a3b02e2,50.3125
ACT14b71f99aa,TSa18c1ed2d2,58.5
ACT1b7c8af43b,TS0e2a47f426,50.3125
ACT65566d8ee5,TS07d3a63e2b,107.813
ACT219abca475,TS432824cef5,77.5
ACT75158e0207,TS741a1f1b80,0.731
ACT3398bde47d,TSf5bb5644d6,77.5
ACT68118313a7,TS2b7842f554,75.0
ACT9c4f31d51b,TS8895174cf3,62.5
ACT381011314b,TS0c139ee02f,57.5
ACT02578f291c,TS432824cef5,80.0
ACT89f1e51068,TS77f91674dc,107.813
