Logic_Constraint_ID,Variable_Name,Coefficient,RHS_Value,Sense
96,C0258,-1.0,0.0,=
96,C0365,-1.0,0.0,=
97,C0244,1.0,0.0,=
97,C0259,-1.0,0.0,=
97,C0366,-1.0,0.0,=
98,C0245,1.0,0.0,=
98,C0260,-1.0,0.0,=
98,C0367,-1.0,0.0,=
99,C0246,1.0,0.0,=
99,C0261,-1.0,0.0,=
99,C0368,-1.0,0.0,=
100,C0247,1.0,0.0,=
100,C0262,-1.0,0.0,=
100,C0369,-1.0,0.0,=
101,C0249,1.0,0.0,=
101,C0263,-1.0,0.0,=
101,C0371,-1.0,0.0,=
102,C0002,1.0,0.0,=
102,C0004,-1.0,0.0,=
102,C0093,-1.0,0.0,=
103,C0250,1.0,0.0,=
103,C0264,-1.0,0.0,=
103,C0372,-1.0,0.0,=
104,C0251,1.0,0.0,=
104,C0265,-1.0,0.0,=
104,C0373,-1.0,0.0,=
105,C0252,1.0,0.0,=
105,C0266,-1.0,0.0,=
105,C0374,-1.0,0.0,=
106,C0253,1.0,0.0,=
106,C0267,-1.0,0.0,=
106,C0375,-1.0,0.0,=
107,C0254,1.0,0.0,=
107,C0268,-1.0,0.0,=
107,C0376,-1.0,0.0,=
108,C0255,1.0,0.0,=
108,C0269,-1.0,0.0,=
108,C0377,-1.0,0.0,=
109,C0256,1.0,0.0,=
109,C0270,-1.0,0.0,=
109,C0378,-1.0,0.0,=
110,C0257,1.0,0.0,=
110,C0271,-1.0,0.0,=
110,C0379,-1.0,0.0,=
111,C0258,1.0,0.0,=
111,C0272,-1.0,0.0,=
111,C0380,-1.0,0.0,=
112,C0259,1.0,0.0,=
112,C0273,-1.0,0.0,=
112,C0381,-1.0,0.0,=
113,C0260,1.0,0.0,=
113,C0274,-1.0,0.0,=
113,C0382,-1.0,0.0,=
114,C0261,1.0,0.0,=
114,C0275,-1.0,0.0,=
114,C0383,-1.0,0.0,=
115,C0003,1.0,0.0,=
115,C0005,-1.0,0.0,=
115,C0094,-1.0,0.0,=
116,C0263,1.0,0.0,=
116,C0277,-1.0,0.0,=
116,C0386,-1.0,0.0,=
117,C0004,1.0,0.0,=
117,C0006,-1.0,0.0,=
117,C0095,-1.0,0.0,=
118,C0264,1.0,0.0,=
118,C0278,-1.0,0.0,=
118,C0387,-1.0,0.0,=
119,C0265,1.0,0.0,=
119,C0279,-1.0,0.0,=
119,C0388,-1.0,0.0,=
120,C0266,1.0,0.0,=
120,C0280,-1.0,0.0,=
120,C0389,-1.0,0.0,=
121,C0267,1.0,0.0,=
121,C0281,-1.0,0.0,=
121,C0390,-1.0,0.0,=
122,C0268,1.0,0.0,=
122,C0282,-1.0,0.0,=
122,C0391,-1.0,0.0,=
123,C0269,1.0,0.0,=
123,C0283,-1.0,0.0,=
123,C0392,-1.0,0.0,=
124,C0270,1.0,0.0,=
124,C0284,-1.0,0.0,=
124,C0393,-1.0,0.0,=
125,C0271,1.0,0.0,=
125,C0285,-1.0,0.0,=
125,C0394,-1.0,0.0,=
126,C0272,1.0,0.0,=
126,C0286,-1.0,0.0,=
126,C0395,-1.0,0.0,=
127,C0273,1.0,0.0,=
127,C0287,-1.0,0.0,=
127,C0396,-1.0,0.0,=
128,C0274,1.0,0.0,=
128,C0288,-1.0,0.0,=
128,C0397,-1.0,0.0,=
129,C0276,1.0,0.0,=
129,C0289,-1.0,0.0,=
129,C0399,-1.0,0.0,=
130,C0005,1.0,0.0,=
130,C0008,-1.0,0.0,=
130,C0097,-1.0,0.0,=
131,C0277,1.0,0.0,=
131,C0290,-1.0,0.0,=
131,C0400,-1.0,0.0,=
132,C0006,1.0,0.0,=
132,C0009,-1.0,0.0,=
132,C0098,-1.0,0.0,=
133,C0278,1.0,0.0,=
133,C0291,-1.0,0.0,=
133,C0401,-1.0,0.0,=
134,C0279,1.0,0.0,=
134,C0292,-1.0,0.0,=
134,C0402,-1.0,0.0,=
135,C0280,1.0,0.0,=
135,C0293,-1.0,0.0,=
135,C0403,-1.0,0.0,=
136,C0281,1.0,0.0,=
136,C0294,-1.0,0.0,=
136,C0404,-1.0,0.0,=
137,C0282,1.0,0.0,=
137,C0295,-1.0,0.0,=
137,C0405,-1.0,0.0,=
138,C0283,1.0,0.0,=
138,C0296,-1.0,0.0,=
138,C0406,-1.0,0.0,=
139,C0284,1.0,0.0,=
139,C0297,-1.0,0.0,=
139,C0407,-1.0,0.0,=
140,C0285,1.0,0.0,=
140,C0298,-1.0,0.0,=
140,C0408,-1.0,0.0,=
141,C0286,1.0,0.0,=
141,C0299,-1.0,0.0,=
141,C0409,-1.0,0.0,=
142,C0287,1.0,0.0,=
142,C0300,-1.0,0.0,=
142,C0410,-1.0,0.0,=
143,C0007,1.0,0.0,=
143,C0010,-1.0,0.0,=
143,C0099,-1.0,0.0,=
144,C0289,1.0,0.0,=
144,C0302,-1.0,0.0,=
144,C0413,-1.0,0.0,=
145,C0008,1.0,0.0,=
145,C0011,-1.0,0.0,=
145,C0100,-1.0,0.0,=
146,C0290,1.0,0.0,=
146,C0303,-1.0,0.0,=
146,C0414,-1.0,0.0,=
147,C0009,1.0,0.0,=
147,C0012,-1.0,0.0,=
147,C0101,-1.0,0.0,=
148,C0291,1.0,0.0,=
148,C0304,-1.0,0.0,=
148,C0415,-1.0,0.0,=
149,C0292,1.0,0.0,=
149,C0305,-1.0,0.0,=
149,C0416,-1.0,0.0,=
150,C0293,1.0,0.0,=
150,C0306,-1.0,0.0,=
150,C0417,-1.0,0.0,=
151,C0294,1.0,0.0,=
151,C0307,-1.0,0.0,=
151,C0418,-1.0,0.0,=
152,C0295,1.0,0.0,=
152,C0308,-1.0,0.0,=
152,C0419,-1.0,0.0,=
153,C0296,1.0,0.0,=
153,C0309,-1.0,0.0,=
153,C0420,-1.0,0.0,=
154,C0297,1.0,0.0,=
154,C0310,-1.0,0.0,=
154,C0421,-1.0,0.0,=
155,C0298,1.0,0.0,=
155,C0311,-1.0,0.0,=
155,C0422,-1.0,0.0,=
156,C0299,1.0,0.0,=
156,C0312,-1.0,0.0,=
156,C0423,-1.0,0.0,=
157,C0013,1.0,0.0,=
157,C0022,-1.0,0.0,=
157,C0105,-1.0,0.0,=
158,C0014,1.0,0.0,=
158,C0023,-1.0,0.0,=
158,C0106,-1.0,0.0,=
159,C0015,1.0,0.0,=
159,C0024,-1.0,0.0,=
159,C0107,-1.0,0.0,=
160,C0016,1.0,0.0,=
160,C0025,-1.0,0.0,=
160,C0108,-1.0,0.0,=
161,C0017,1.0,0.0,=
161,C0026,-1.0,0.0,=
161,C0109,-1.0,0.0,=
162,C0018,1.0,0.0,=
162,C0027,-1.0,0.0,=
162,C0110,-1.0,0.0,=
163,C0019,1.0,0.0,=
163,C0028,-1.0,0.0,=
163,C0111,-1.0,0.0,=
164,C0020,1.0,0.0,=
164,C0029,-1.0,0.0,=
164,C0112,-1.0,0.0,=
165,C0313,1.0,0.0,=
165,C0320,-1.0,0.0,=
165,C0438,-1.0,0.0,=
166,C0314,1.0,0.0,=
166,C0321,-1.0,0.0,=
166,C0439,-1.0,0.0,=
167,C0315,1.0,0.0,=
167,C0322,-1.0,0.0,=
167,C0440,-1.0,0.0,=
168,C0316,1.0,0.0,=
168,C0323,-1.0,0.0,=
168,C0441,-1.0,0.0,=
169,C0317,1.0,0.0,=
169,C0324,-1.0,0.0,=
169,C0442,-1.0,0.0,=
170,C0318,1.0,0.0,=
170,C0325,-1.0,0.0,=
170,C0443,-1.0,0.0,=
171,C0021,1.0,0.0,=
171,C0031,-1.0,0.0,=
171,C0113,-1.0,0.0,=
172,C0022,1.0,0.0,=
172,C0032,-1.0,0.0,=
172,C0114,-1.0,0.0,=
173,C0023,1.0,0.0,=
173,C0033,-1.0,0.0,=
173,C0115,-1.0,0.0,=
174,C0024,1.0,0.0,=
174,C0034,-1.0,0.0,=
174,C0116,-1.0,0.0,=
175,C0025,1.0,0.0,=
175,C0035,-1.0,0.0,=
175,C0117,-1.0,0.0,=
176,C0026,1.0,0.0,=
176,C0036,-1.0,0.0,=
176,C0118,-1.0,0.0,=
177,C0027,1.0,0.0,=
177,C0037,-1.0,0.0,=
177,C0119,-1.0,0.0,=
178,C0028,1.0,0.0,=
178,C0038,-1.0,0.0,=
178,C0120,-1.0,0.0,=
179,C0029,1.0,0.0,=
179,C0039,-1.0,0.0,=
179,C0121,-1.0,0.0,=
180,C0320,1.0,0.0,=
180,C0326,-1.0,0.0,=
180,C0446,-1.0,0.0,=
181,C0321,1.0,0.0,=
181,C0327,-1.0,0.0,=
181,C0447,-1.0,0.0,=
182,C0322,1.0,0.0,=
182,C0328,-1.0,0.0,=
182,C0448,-1.0,0.0,=
183,C0323,1.0,0.0,=
183,C0329,-1.0,0.0,=
183,C0449,-1.0,0.0,=
184,C0324,1.0,0.0,=
184,C0330,-1.0,0.0,=
184,C0450,-1.0,0.0,=
185,C0030,1.0,0.0,=
185,C0041,-1.0,0.0,=
185,C0122,-1.0,0.0,=
186,C0031,1.0,0.0,=
186,C0042,-1.0,0.0,=
186,C0123,-1.0,0.0,=
187,C0032,1.0,0.0,=
187,C0043,-1.0,0.0,=
187,C0124,-1.0,0.0,=
188,C0033,1.0,0.0,=
188,C0044,-1.0,0.0,=
188,C0125,-1.0,0.0,=
189,C0034,1.0,0.0,=
189,C0045,-1.0,0.0,=
189,C0126,-1.0,0.0,=
190,C0035,1.0,0.0,=
190,C0046,-1.0,0.0,=
190,C0127,-1.0,0.0,=
191,C0036,1.0,0.0,=
191,C0047,-1.0,0.0,=
191,C0128,-1.0,0.0,=
192,C0037,1.0,0.0,=
192,C0048,-1.0,0.0,=
192,C0129,-1.0,0.0,=
193,C0038,1.0,0.0,=
193,C0049,-1.0,0.0,=
193,C0130,-1.0,0.0,=
194,C0039,1.0,0.0,=
194,C0050,-1.0,0.0,=
194,C0131,-1.0,0.0,=
195,C0326,1.0,0.0,=
195,C0331,-1.0,0.0,=
195,C0453,-1.0,0.0,=
196,C0327,1.0,0.0,=
196,C0332,-1.0,0.0,=
196,C0454,-1.0,0.0,=
197,C0328,1.0,0.0,=
197,C0333,-1.0,0.0,=
197,C0455,-1.0,0.0,=
198,C0329,1.0,0.0,=
198,C0334,-1.0,0.0,=
198,C0456,-1.0,0.0,=
199,C0040,1.0,0.0,=
199,C0052,-1.0,0.0,=
199,C0132,-1.0,0.0,=
200,C0041,1.0,0.0,=
200,C0053,-1.0,0.0,=
200,C0133,-1.0,0.0,=
201,C0042,1.0,0.0,=
201,C0054,-1.0,0.0,=
201,C0134,-1.0,0.0,=
202,C0043,1.0,0.0,=
202,C0055,-1.0,0.0,=
202,C0135,-1.0,0.0,=
203,C0044,1.0,0.0,=
203,C0056,-1.0,0.0,=
203,C0136,-1.0,0.0,=
204,C0045,1.0,0.0,=
204,C0057,-1.0,0.0,=
204,C0137,-1.0,0.0,=
205,C0046,1.0,0.0,=
205,C0058,-1.0,0.0,=
205,C0138,-1.0,0.0,=
206,C0047,1.0,0.0,=
206,C0059,-1.0,0.0,=
206,C0139,-1.0,0.0,=
207,C0048,1.0,0.0,=
207,C0060,-1.0,0.0,=
207,C0140,-1.0,0.0,=
208,C0049,1.0,0.0,=
208,C0061,-1.0,0.0,=
208,C0141,-1.0,0.0,=
209,C0050,1.0,0.0,=
209,C0062,-1.0,0.0,=
209,C0142,-1.0,0.0,=
210,C0331,1.0,0.0,=
210,C0335,-1.0,0.0,=
210,C0459,-1.0,0.0,=
211,C0332,1.0,0.0,=
211,C0336,-1.0,0.0,=
211,C0460,-1.0,0.0,=
212,C0333,1.0,0.0,=
212,C0337,-1.0,0.0,=
212,C0461,-1.0,0.0,=
213,C0051,1.0,0.0,=
213,C0064,-1.0,0.0,=
213,C0143,-1.0,0.0,=
214,C0052,1.0,0.0,=
214,C0065,-1.0,0.0,=
214,C0144,-1.0,0.0,=
215,C0053,1.0,0.0,=
215,C0066,-1.0,0.0,=
215,C0145,-1.0,0.0,=
216,C0054,1.0,0.0,=
216,C0067,-1.0,0.0,=
216,C0146,-1.0,0.0,=
217,C0055,1.0,0.0,=
217,C0068,-1.0,0.0,=
217,C0147,-1.0,0.0,=
218,C0056,1.0,0.0,=
218,C0069,-1.0,0.0,=
218,C0148,-1.0,0.0,=
219,C0057,1.0,0.0,=
219,C0070,-1.0,0.0,=
219,C0149,-1.0,0.0,=
220,C0058,1.0,0.0,=
220,C0071,-1.0,0.0,=
220,C0150,-1.0,0.0,=
221,C0059,1.0,0.0,=
221,C0072,-1.0,0.0,=
221,C0151,-1.0,0.0,=
222,C0060,1.0,0.0,=
222,C0073,-1.0,0.0,=
222,C0152,-1.0,0.0,=
223,C0061,1.0,0.0,=
223,C0074,-1.0,0.0,=
223,C0153,-1.0,0.0,=
224,C0062,1.0,0.0,=
224,C0075,-1.0,0.0,=
224,C0154,-1.0,0.0,=
225,C0335,1.0,0.0,=
225,C0338,-1.0,0.0,=
225,C0464,-1.0,0.0,=
226,C0336,1.0,0.0,=
226,C0339,-1.0,0.0,=
226,C0465,-1.0,0.0,=
227,C0063,1.0,0.0,=
227,C0077,-1.0,0.0,=
227,C0155,-1.0,0.0,=
228,C0064,1.0,0.0,=
228,C0078,-1.0,0.0,=
228,C0156,-1.0,0.0,=
229,C0065,1.0,0.0,=
229,C0079,-1.0,0.0,=
229,C0157,-1.0,0.0,=
230,C0066,1.0,0.0,=
230,C0080,-1.0,0.0,=
230,C0158,-1.0,0.0,=
231,C0067,1.0,0.0,=
231,C0081,-1.0,0.0,=
231,C0159,-1.0,0.0,=
232,C0068,1.0,0.0,=
232,C0082,-1.0,0.0,=
232,C0160,-1.0,0.0,=
233,C0069,1.0,0.0,=
233,C0083,-1.0,0.0,=
233,C0161,-1.0,0.0,=
234,C0070,1.0,0.0,=
234,C0084,-1.0,0.0,=
234,C0162,-1.0,0.0,=
235,C0071,1.0,0.0,=
235,C0085,-1.0,0.0,=
235,C0163,-1.0,0.0,=
236,C0072,1.0,0.0,=
236,C0086,-1.0,0.0,=
236,C0164,-1.0,0.0,=
237,C0073,1.0,0.0,=
237,C0087,-1.0,0.0,=
237,C0165,-1.0,0.0,=
238,C0074,1.0,0.0,=
238,C0088,-1.0,0.0,=
238,C0166,-1.0,0.0,=
239,C0075,1.0,0.0,=
239,C0089,-1.0,0.0,=
239,C0167,-1.0,0.0,=
240,C0338,1.0,0.0,=
240,C0340,-1.0,0.0,=
240,C0468,-1.0,0.0,=
241,C0301,1.0,0.0,=
241,C0425,-1.0,0.0,=
242,C0010,1.0,0.0,=
242,C0102,-1.0,0.0,=
243,C0302,1.0,0.0,=
243,C0426,-1.0,0.0,=
244,C0011,1.0,0.0,=
244,C0103,-1.0,0.0,=
245,C0303,1.0,0.0,=
245,C0427,-1.0,0.0,=
246,C0012,1.0,0.0,=
246,C0104,-1.0,0.0,=
247,C0304,1.0,0.0,=
247,C0428,-1.0,0.0,=
248,C0305,1.0,0.0,=
248,C0429,-1.0,0.0,=
249,C0306,1.0,0.0,=
249,C0430,-1.0,0.0,=
250,C0307,1.0,0.0,=
250,C0431,-1.0,0.0,=
251,C0308,1.0,0.0,=
251,C0432,-1.0,0.0,=
252,C0309,1.0,0.0,=
252,C0433,-1.0,0.0,=
253,C0310,1.0,0.0,=
253,C0434,-1.0,0.0,=
254,C0311,1.0,0.0,=
254,C0435,-1.0,0.0,=
255,C0312,1.0,0.0,=
255,C0436,-1.0,0.0,=
256,C0076,1.0,0.0,=
256,C0168,-1.0,0.0,=
257,C0077,1.0,0.0,=
257,C0169,-1.0,0.0,=
258,C0078,1.0,0.0,=
258,C0170,-1.0,0.0,=
259,C0079,1.0,0.0,=
259,C0171,-1.0,0.0,=
260,C0080,1.0,0.0,=
260,C0172,-1.0,0.0,=
261,C0081,1.0,0.0,=
261,C0173,-1.0,0.0,=
262,C0082,1.0,0.0,=
262,C0174,-1.0,0.0,=
263,C0083,1.0,0.0,=
263,C0175,-1.0,0.0,=
264,C0084,1.0,0.0,=
264,C0176,-1.0,0.0,=
265,C0085,1.0,0.0,=
265,C0177,-1.0,0.0,=
266,C0086,1.0,0.0,=
266,C0178,-1.0,0.0,=
267,C0087,1.0,0.0,=
267,C0179,-1.0,0.0,=
268,C0088,1.0,0.0,=
268,C0180,-1.0,0.0,=
269,C0089,1.0,0.0,=
269,C0181,-1.0,0.0,=
270,C0340,1.0,0.0,=
270,C0470,-1.0,0.0,=
271,C0220,1.0,0.0,=
271,C0471,-1.0,0.0,=
272,C0221,1.0,0.0,=
272,C0472,-1.0,0.0,=
273,C0222,1.0,0.0,=
273,C0473,-1.0,0.0,=
274,C0223,1.0,0.0,=
274,C0474,-1.0,0.0,=
275,C0224,1.0,0.0,=
275,C0475,-1.0,0.0,=
276,C0225,1.0,0.0,=
276,C0476,-1.0,0.0,=
277,C0226,1.0,0.0,=
277,C0477,-1.0,0.0,=
278,C0227,1.0,0.0,=
278,C0478,-1.0,0.0,=
279,C0228,1.0,0.0,=
279,C0479,-1.0,0.0,=
280,C0229,1.0,0.0,=
280,C0480,-1.0,0.0,=
281,C0230,1.0,0.0,=
281,C0481,-1.0,0.0,=
282,C0231,1.0,0.0,=
282,C0482,-1.0,0.0,=
283,C0232,1.0,0.0,=
283,C0483,-1.0,0.0,=
284,C0233,1.0,0.0,=
284,C0484,-1.0,0.0,=
285,C0234,1.0,0.0,=
285,C0485,-1.0,0.0,=
286,C0013,1.0,0.0,=
286,C0182,-1.0,0.0,=
287,C0014,1.0,0.0,=
287,C0183,-1.0,0.0,=
288,C0015,1.0,0.0,=
288,C0184,-1.0,0.0,=
289,C0016,1.0,0.0,=
289,C0185,-1.0,0.0,=
290,C0017,1.0,0.0,=
290,C0186,-1.0,0.0,=
291,C0018,1.0,0.0,=
291,C0187,-1.0,0.0,=
292,C0019,1.0,0.0,=
292,C0188,-1.0,0.0,=
293,C0020,1.0,0.0,=
293,C0189,-1.0,0.0,=
294,C0313,1.0,0.0,=
294,C0486,-1.0,0.0,=
295,C0314,1.0,0.0,=
295,C0487,-1.0,0.0,=
296,C0315,1.0,0.0,=
296,C0488,-1.0,0.0,=
297,C0316,1.0,0.0,=
297,C0489,-1.0,0.0,=
298,C0317,1.0,0.0,=
298,C0490,-1.0,0.0,=
299,C0318,1.0,0.0,=
299,C0491,-1.0,0.0,=
300,C0319,1.0,0.0,=
300,C0492,-1.0,0.0,=
301,C0191,-12783.0,0.0,<=
301,C0472,4000.0,0.0,<=
302,C0192,-12783.0,0.0,<=
302,C0473,4000.0,0.0,<=
303,C0193,-12783.0,0.0,<=
303,C0474,4000.0,0.0,<=
304,C0194,-12783.0,0.0,<=
304,C0475,4000.0,0.0,<=
305,C0195,-12783.0,0.0,<=
305,C0476,4000.0,0.0,<=
306,C0196,-12783.0,0.0,<=
306,C0477,4000.0,0.0,<=
307,C0197,-12783.0,0.0,<=
307,C0478,4000.0,0.0,<=
308,C0198,-12783.0,0.0,<=
308,C0479,4000.0,0.0,<=
309,C0199,-12783.0,0.0,<=
309,C0480,4000.0,0.0,<=
310,C0200,-12783.0,0.0,<=
310,C0481,4000.0,0.0,<=
311,C0201,-12783.0,0.0,<=
311,C0482,4000.0,0.0,<=
312,C0202,-12783.0,0.0,<=
312,C0483,4000.0,0.0,<=
313,C0203,-12783.0,0.0,<=
313,C0484,4000.0,0.0,<=
314,C0204,-12783.0,0.0,<=
314,C0485,4000.0,0.0,<=
315,C0183,2000.0,0.0,<=
315,C0206,-7304.0,0.0,<=
316,C0184,2000.0,0.0,<=
316,C0207,-7304.0,0.0,<=
317,C0185,2000.0,0.0,<=
317,C0208,-7304.0,0.0,<=
318,C0186,2000.0,0.0,<=
318,C0209,-7304.0,0.0,<=
319,C0187,2000.0,0.0,<=
319,C0210,-7304.0,0.0,<=
320,C0188,2000.0,0.0,<=
320,C0211,-7304.0,0.0,<=
321,C0189,2000.0,0.0,<=
321,C0212,-7304.0,0.0,<=
322,C0213,-7304.0,0.0,<=
322,C0486,2000.0,0.0,<=
323,C0214,-7304.0,0.0,<=
323,C0487,2000.0,0.0,<=
324,C0215,-7304.0,0.0,<=
324,C0488,2000.0,0.0,<=
325,C0216,-7304.0,0.0,<=
325,C0489,2000.0,0.0,<=
326,C0217,-7304.0,0.0,<=
326,C0490,2000.0,0.0,<=
327,C0218,-7304.0,0.0,<=
327,C0491,2000.0,0.0,<=
328,C0219,-7304.0,0.0,<=
328,C0492,2000.0,0.0,<=
329,C0234,1.0,0.0,=
329,C0355,-1.0,0.0,=
330,C0248,1.0,0.0,=
330,C0370,-1.0,0.0,=
331,C0262,1.0,0.0,=
331,C0384,-1.0,0.0,=
332,C0275,1.0,0.0,=
332,C0398,-1.0,0.0,=
333,C0288,1.0,0.0,=
333,C0411,-1.0,0.0,=
334,C0300,1.0,0.0,=
334,C0424,-1.0,0.0,=
335,C0312,1.0,0.0,=
335,C0436,-1.0,0.0,=
336,C0319,1.0,0.0,=
336,C0444,-1.0,0.0,=
337,C0325,1.0,0.0,=
337,C0451,-1.0,0.0,=
338,C0330,1.0,0.0,=
338,C0457,-1.0,0.0,=
339,C0334,1.0,0.0,=
339,C0462,-1.0,0.0,=
340,C0337,1.0,0.0,=
340,C0466,-1.0,0.0,=
341,C0339,1.0,0.0,=
341,C0469,-1.0,0.0,=
342,C0340,1.0,0.0,=
342,C0470,-1.0,0.0,=
