Logic_Constraint_ID,Variable_Name,Coefficient,RHS_Value,Sense
145,C0088,-1.0,0.0,=
146,C0263,1.0,0.0,=
146,C0275,-1.0,0.0,=
146,C0399,-1.0,0.0,=
147,C0009,1.0,0.0,=
147,C0013,-1.0,0.0,=
147,C0089,-1.0,0.0,=
148,C0264,1.0,0.0,=
148,C0276,-1.0,0.0,=
148,C0400,-1.0,0.0,=
149,C0265,1.0,0.0,=
149,C0277,-1.0,0.0,=
149,C0401,-1.0,0.0,=
150,C0266,1.0,0.0,=
150,C0278,-1.0,0.0,=
150,C0402,-1.0,0.0,=
151,C0267,1.0,0.0,=
151,C0279,-1.0,0.0,=
151,C0403,-1.0,0.0,=
152,C0268,1.0,0.0,=
152,C0280,-1.0,0.0,=
152,C0404,-1.0,0.0,=
153,C0269,1.0,0.0,=
153,C0281,-1.0,0.0,=
153,C0405,-1.0,0.0,=
154,C0270,1.0,0.0,=
154,C0282,-1.0,0.0,=
154,C0406,-1.0,0.0,=
155,C0271,1.0,0.0,=
155,C0283,-1.0,0.0,=
155,C0407,-1.0,0.0,=
156,C0272,1.0,0.0,=
156,C0284,-1.0,0.0,=
156,C0408,-1.0,0.0,=
157,C0014,1.0,0.0,=
157,C0021,-1.0,0.0,=
157,C0094,-1.0,0.0,=
158,C0015,1.0,0.0,=
158,C0022,-1.0,0.0,=
158,C0095,-1.0,0.0,=
159,C0016,1.0,0.0,=
159,C0023,-1.0,0.0,=
159,C0096,-1.0,0.0,=
160,C0017,1.0,0.0,=
160,C0024,-1.0,0.0,=
160,C0097,-1.0,0.0,=
161,C0018,1.0,0.0,=
161,C0025,-1.0,0.0,=
161,C0098,-1.0,0.0,=
162,C0019,1.0,0.0,=
162,C0026,-1.0,0.0,=
162,C0099,-1.0,0.0,=
163,C0285,1.0,0.0,=
163,C0294,-1.0,0.0,=
163,C0422,-1.0,0.0,=
164,C0286,1.0,0.0,=
164,C0295,-1.0,0.0,=
164,C0423,-1.0,0.0,=
165,C0287,1.0,0.0,=
165,C0296,-1.0,0.0,=
165,C0424,-1.0,0.0,=
166,C0288,1.0,0.0,=
166,C0297,-1.0,0.0,=
166,C0425,-1.0,0.0,=
167,C0289,1.0,0.0,=
167,C0298,-1.0,0.0,=
167,C0426,-1.0,0.0,=
168,C0290,1.0,0.0,=
168,C0299,-1.0,0.0,=
168,C0427,-1.0,0.0,=
169,C0291,1.0,0.0,=
169,C0300,-1.0,0.0,=
169,C0428,-1.0,0.0,=
170,C0292,1.0,0.0,=
170,C0301,-1.0,0.0,=
170,C0429,-1.0,0.0,=
171,C0020,1.0,0.0,=
171,C0028,-1.0,0.0,=
171,C0100,-1.0,0.0,=
172,C0021,1.0,0.0,=
172,C0029,-1.0,0.0,=
172,C0101,-1.0,0.0,=
173,C0022,1.0,0.0,=
173,C0030,-1.0,0.0,=
173,C0102,-1.0,0.0,=
174,C0023,1.0,0.0,=
174,C0031,-1.0,0.0,=
174,C0103,-1.0,0.0,=
175,C0024,1.0,0.0,=
175,C0032,-1.0,0.0,=
175,C0104,-1.0,0.0,=
176,C0025,1.0,0.0,=
176,C0033,-1.0,0.0,=
176,C0105,-1.0,0.0,=
177,C0026,1.0,0.0,=
177,C0034,-1.0,0.0,=
177,C0106,-1.0,0.0,=
178,C0294,1.0,0.0,=
178,C0302,-1.0,0.0,=
178,C0432,-1.0,0.0,=
179,C0295,1.0,0.0,=
179,C0303,-1.0,0.0,=
179,C0433,-1.0,0.0,=
180,C0296,1.0,0.0,=
180,C0304,-1.0,0.0,=
180,C0434,-1.0,0.0,=
181,C0297,1.0,0.0,=
181,C0305,-1.0,0.0,=
181,C0435,-1.0,0.0,=
182,C0298,1.0,0.0,=
182,C0306,-1.0,0.0,=
182,C0436,-1.0,0.0,=
183,C0299,1.0,0.0,=
183,C0307,-1.0,0.0,=
183,C0437,-1.0,0.0,=
184,C0300,1.0,0.0,=
184,C0308,-1.0,0.0,=
184,C0438,-1.0,0.0,=
185,C0027,1.0,0.0,=
185,C0036,-1.0,0.0,=
185,C0107,-1.0,0.0,=
186,C0028,1.0,0.0,=
186,C0037,-1.0,0.0,=
186,C0108,-1.0,0.0,=
187,C0029,1.0,0.0,=
187,C0038,-1.0,0.0,=
187,C0109,-1.0,0.0,=
188,C0030,1.0,0.0,=
188,C0039,-1.0,0.0,=
188,C0110,-1.0,0.0,=
189,C0031,1.0,0.0,=
189,C0040,-1.0,0.0,=
189,C0111,-1.0,0.0,=
190,C0032,1.0,0.0,=
190,C0041,-1.0,0.0,=
190,C0112,-1.0,0.0,=
191,C0033,1.0,0.0,=
191,C0042,-1.0,0.0,=
191,C0113,-1.0,0.0,=
192,C0034,1.0,0.0,=
192,C0043,-1.0,0.0,=
192,C0114,-1.0,0.0,=
193,C0302,1.0,0.0,=
193,C0309,-1.0,0.0,=
193,C0441,-1.0,0.0,=
194,C0303,1.0,0.0,=
194,C0310,-1.0,0.0,=
194,C0442,-1.0,0.0,=
195,C0304,1.0,0.0,=
195,C0311,-1.0,0.0,=
195,C0443,-1.0,0.0,=
196,C0305,1.0,0.0,=
196,C0312,-1.0,0.0,=
196,C0444,-1.0,0.0,=
197,C0306,1.0,0.0,=
197,C0313,-1.0,0.0,=
197,C0445,-1.0,0.0,=
198,C0307,1.0,0.0,=
198,C0314,-1.0,0.0,=
198,C0446,-1.0,0.0,=
199,C0035,1.0,0.0,=
199,C0045,-1.0,0.0,=
199,C0115,-1.0,0.0,=
200,C0036,1.0,0.0,=
200,C0046,-1.0,0.0,=
200,C0116,-1.0,0.0,=
201,C0037,1.0,0.0,=
201,C0047,-1.0,0.0,=
201,C0117,-1.0,0.0,=
202,C0038,1.0,0.0,=
202,C0048,-1.0,0.0,=
202,C0118,-1.0,0.0,=
203,C0039,1.0,0.0,=
203,C0049,-1.0,0.0,=
203,C0119,-1.0,0.0,=
204,C0040,1.0,0.0,=
204,C0050,-1.0,0.0,=
204,C0120,-1.0,0.0,=
205,C0041,1.0,0.0,=
205,C0051,-1.0,0.0,=
205,C0121,-1.0,0.0,=
206,C0042,1.0,0.0,=
206,C0052,-1.0,0.0,=
206,C0122,-1.0,0.0,=
207,C0043,1.0,0.0,=
207,C0053,-1.0,0.0,=
207,C0123,-1.0,0.0,=
208,C0309,1.0,0.0,=
208,C0315,-1.0,0.0,=
208,C0449,-1.0,0.0,=
209,C0310,1.0,0.0,=
209,C0316,-1.0,0.0,=
209,C0450,-1.0,0.0,=
210,C0311,1.0,0.0,=
210,C0317,-1.0,0.0,=
210,C0451,-1.0,0.0,=
211,C0312,1.0,0.0,=
211,C0318,-1.0,0.0,=
211,C0452,-1.0,0.0,=
212,C0313,1.0,0.0,=
212,C0319,-1.0,0.0,=
212,C0453,-1.0,0.0,=
213,C0044,1.0,0.0,=
213,C0055,-1.0,0.0,=
213,C0124,-1.0,0.0,=
214,C0045,1.0,0.0,=
214,C0056,-1.0,0.0,=
214,C0125,-1.0,0.0,=
215,C0046,1.0,0.0,=
215,C0057,-1.0,0.0,=
215,C0126,-1.0,0.0,=
216,C0047,1.0,0.0,=
216,C0058,-1.0,0.0,=
216,C0127,-1.0,0.0,=
217,C0048,1.0,0.0,=
217,C0059,-1.0,0.0,=
217,C0128,-1.0,0.0,=
218,C0049,1.0,0.0,=
218,C0060,-1.0,0.0,=
218,C0129,-1.0,0.0,=
219,C0050,1.0,0.0,=
219,C0061,-1.0,0.0,=
219,C0130,-1.0,0.0,=
220,C0051,1.0,0.0,=
220,C0062,-1.0,0.0,=
220,C0131,-1.0,0.0,=
221,C0052,1.0,0.0,=
221,C0063,-1.0,0.0,=
221,C0132,-1.0,0.0,=
222,C0053,1.0,0.0,=
222,C0064,-1.0,0.0,=
222,C0133,-1.0,0.0,=
223,C0315,1.0,0.0,=
223,C0320,-1.0,0.0,=
223,C0456,-1.0,0.0,=
224,C0316,1.0,0.0,=
224,C0321,-1.0,0.0,=
224,C0457,-1.0,0.0,=
225,C0317,1.0,0.0,=
225,C0322,-1.0,0.0,=
225,C0458,-1.0,0.0,=
226,C0318,1.0,0.0,=
226,C0323,-1.0,0.0,=
226,C0459,-1.0,0.0,=
227,C0054,1.0,0.0,=
227,C0066,-1.0,0.0,=
227,C0134,-1.0,0.0,=
228,C0055,1.0,0.0,=
228,C0067,-1.0,0.0,=
228,C0135,-1.0,0.0,=
229,C0056,1.0,0.0,=
229,C0068,-1.0,0.0,=
229,C0136,-1.0,0.0,=
230,C0057,1.0,0.0,=
230,C0069,-1.0,0.0,=
230,C0137,-1.0,0.0,=
231,C0058,1.0,0.0,=
231,C0070,-1.0,0.0,=
231,C0138,-1.0,0.0,=
232,C0059,1.0,0.0,=
232,C0071,-1.0,0.0,=
232,C0139,-1.0,0.0,=
233,C0060,1.0,0.0,=
233,C0072,-1.0,0.0,=
233,C0140,-1.0,0.0,=
234,C0061,1.0,0.0,=
234,C0073,-1.0,0.0,=
234,C0141,-1.0,0.0,=
235,C0062,1.0,0.0,=
235,C0074,-1.0,0.0,=
235,C0142,-1.0,0.0,=
236,C0063,1.0,0.0,=
236,C0075,-1.0,0.0,=
236,C0143,-1.0,0.0,=
237,C0064,1.0,0.0,=
237,C0076,-1.0,0.0,=
237,C0144,-1.0,0.0,=
238,C0320,1.0,0.0,=
238,C0324,-1.0,0.0,=
238,C0462,-1.0,0.0,=
239,C0321,1.0,0.0,=
239,C0325,-1.0,0.0,=
239,C0463,-1.0,0.0,=
240,C0322,1.0,0.0,=
240,C0326,-1.0,0.0,=
240,C0464,-1.0,0.0,=
241,C0010,1.0,0.0,=
241,C0090,-1.0,0.0,=
242,C0011,1.0,0.0,=
242,C0091,-1.0,0.0,=
243,C0274,1.0,0.0,=
243,C0410,-1.0,0.0,=
244,C0012,1.0,0.0,=
244,C0092,-1.0,0.0,=
245,C0275,1.0,0.0,=
245,C0411,-1.0,0.0,=
246,C0013,1.0,0.0,=
246,C0093,-1.0,0.0,=
247,C0276,1.0,0.0,=
247,C0412,-1.0,0.0,=
248,C0277,1.0,0.0,=
248,C0413,-1.0,0.0,=
249,C0278,1.0,0.0,=
249,C0414,-1.0,0.0,=
250,C0279,1.0,0.0,=
250,C0415,-1.0,0.0,=
251,C0280,1.0,0.0,=
251,C0416,-1.0,0.0,=
252,C0281,1.0,0.0,=
252,C0417,-1.0,0.0,=
253,C0282,1.0,0.0,=
253,C0418,-1.0,0.0,=
254,C0283,1.0,0.0,=
254,C0419,-1.0,0.0,=
255,C0284,1.0,0.0,=
255,C0420,-1.0,0.0,=
256,C0065,1.0,0.0,=
256,C0145,-1.0,0.0,=
257,C0066,1.0,0.0,=
257,C0146,-1.0,0.0,=
258,C0067,1.0,0.0,=
258,C0147,-1.0,0.0,=
259,C0068,1.0,0.0,=
259,C0148,-1.0,0.0,=
260,C0069,1.0,0.0,=
260,C0149,-1.0,0.0,=
261,C0070,1.0,0.0,=
261,C0150,-1.0,0.0,=
262,C0071,1.0,0.0,=
262,C0151,-1.0,0.0,=
263,C0072,1.0,0.0,=
263,C0152,-1.0,0.0,=
264,C0073,1.0,0.0,=
264,C0153,-1.0,0.0,=
265,C0074,1.0,0.0,=
265,C0154,-1.0,0.0,=
266,C0075,1.0,0.0,=
266,C0155,-1.0,0.0,=
267,C0076,1.0,0.0,=
267,C0156,-1.0,0.0,=
268,C0324,1.0,0.0,=
268,C0466,-1.0,0.0,=
269,C0325,1.0,0.0,=
269,C0467,-1.0,0.0,=
270,C0326,1.0,0.0,=
270,C0468,-1.0,0.0,=
271,C0193,1.0,0.0,=
271,C0469,-1.0,0.0,=
272,C0194,1.0,0.0,=
272,C0470,-1.0,0.0,=
273,C0195,1.0,0.0,=
273,C0471,-1.0,0.0,=
274,C0196,1.0,0.0,=
274,C0472,-1.0,0.0,=
275,C0197,1.0,0.0,=
275,C0473,-1.0,0.0,=
276,C0198,1.0,0.0,=
276,C0474,-1.0,0.0,=
277,C0199,1.0,0.0,=
277,C0475,-1.0,0.0,=
278,C0200,1.0,0.0,=
278,C0476,-1.0,0.0,=
279,C0201,1.0,0.0,=
279,C0477,-1.0,0.0,=
280,C0202,1.0,0.0,=
280,C0478,-1.0,0.0,=
281,C0203,1.0,0.0,=
281,C0479,-1.0,0.0,=
282,C0204,1.0,0.0,=
282,C0480,-1.0,0.0,=
283,C0205,1.0,0.0,=
283,C0481,-1.0,0.0,=
284,C0206,1.0,0.0,=
284,C0482,-1.0,0.0,=
285,C0207,1.0,0.0,=
285,C0483,-1.0,0.0,=
286,C0014,1.0,0.0,=
286,C0157,-1.0,0.0,=
287,C0015,1.0,0.0,=
287,C0158,-1.0,0.0,=
288,C0016,1.0,0.0,=
288,C0159,-1.0,0.0,=
289,C0017,1.0,0.0,=
289,C0160,-1.0,0.0,=
290,C0018,1.0,0.0,=
290,C0161,-1.0,0.0,=
291,C0019,1.0,0.0,=
291,C0162,-1.0,0.0,=
292,C0285,1.0,0.0,=
292,C0484,-1.0,0.0,=
293,C0286,1.0,0.0,=
293,C0485,-1.0,0.0,=
294,C0287,1.0,0.0,=
294,C0486,-1.0,0.0,=
295,C0288,1.0,0.0,=
295,C0487,-1.0,0.0,=
296,C0289,1.0,0.0,=
296,C0488,-1.0,0.0,=
297,C0290,1.0,0.0,=
297,C0489,-1.0,0.0,=
298,C0291,1.0,0.0,=
298,C0490,-1.0,0.0,=
299,C0292,1.0,0.0,=
299,C0491,-1.0,0.0,=
300,C0293,1.0,0.0,=
300,C0492,-1.0,0.0,=
301,C0164,-14568.0,0.0,<=
301,C0470,4000.0,0.0,<=
302,C0165,-14568.0,0.0,<=
302,C0471,4000.0,0.0,<=
303,C0166,-14568.0,0.0,<=
303,C0472,4000.0,0.0,<=
304,C0167,-14568.0,0.0,<=
304,C0473,4000.0,0.0,<=
305,C0168,-14568.0,0.0,<=
305,C0474,4000.0,0.0,<=
306,C0169,-14568.0,0.0,<=
306,C0475,4000.0,0.0,<=
307,C0170,-14568.0,0.0,<=
307,C0476,4000.0,0.0,<=
308,C0171,-14568.0,0.0,<=
308,C0477,4000.0,0.0,<=
309,C0172,-14568.0,0.0,<=
309,C0478,4000.0,0.0,<=
310,C0173,-14568.0,0.0,<=
310,C0479,4000.0,0.0,<=
311,C0174,-14568.0,0.0,<=
311,C0480,4000.0,0.0,<=
312,C0175,-14568.0,0.0,<=
312,C0481,4000.0,0.0,<=
313,C0176,-14568.0,0.0,<=
313,C0482,4000.0,0.0,<=
314,C0177,-14568.0,0.0,<=
314,C0483,4000.0,0.0,<=
315,C0158,2000.0,0.0,<=
315,C0179,-8326.0,0.0,<=
316,C0159,2000.0,0.0,<=
316,C0180,-8326.0,0.0,<=
317,C0160,2000.0,0.0,<=
317,C0181,-8326.0,0.0,<=
318,C0161,2000.0,0.0,<=
318,C0182,-8326.0,0.0,<=
319,C0162,2000.0,0.0,<=
319,C0183,-8326.0,0.0,<=
320,C0184,-8326.0,0.0,<=
320,C0484,2000.0,0.0,<=
321,C0185,-8326.0,0.0,<=
321,C0485,2000.0,0.0,<=
322,C0186,-8326.0,0.0,<=
322,C0486,2000.0,0.0,<=
323,C0187,-8326.0,0.0,<=
323,C0487,2000.0,0.0,<=
324,C0188,-8326.0,0.0,<=
324,C0488,2000.0,0.0,<=
325,C0189,-8326.0,0.0,<=
325,C0489,2000.0,0.0,<=
326,C0190,-8326.0,0.0,<=
326,C0490,2000.0,0.0,<=
327,C0191,-8326.0,0.0,<=
327,C0491,2000.0,0.0,<=
328,C0192,-8326.0,0.0,<=
328,C0492,2000.0,0.0,<=
329,C0207,1.0,0.0,=
329,C0341,-1.0,0.0,=
330,C0221,1.0,0.0,=
330,C0356,-1.0,0.0,=
331,C0235,1.0,0.0,=
331,C0370,-1.0,0.0,=
332,C0248,1.0,0.0,=
332,C0384,-1.0,0.0,=
333,C0261,1.0,0.0,=
333,C0397,-1.0,0.0,=
334,C0273,1.0,0.0,=
334,C0409,-1.0,0.0,=
335,C0284,1.0,0.0,=
335,C0420,-1.0,0.0,=
336,C0293,1.0,0.0,=
336,C0430,-1.0,0.0,=
337,C0301,1.0,0.0,=
337,C0439,-1.0,0.0,=
338,C0308,1.0,0.0,=
338,C0447,-1.0,0.0,=
339,C0314,1.0,0.0,=
339,C0454,-1.0,0.0,=
340,C0319,1.0,0.0,=
340,C0460,-1.0,0.0,=
341,C0323,1.0,0.0,=
341,C0465,-1.0,0.0,=
342,C0326,1.0,0.0,=
342,C0468,-1.0,0.0,=
