start_slot_id,decision_id
S14,d10897
S14,d10915
S14,d10933
S15,d10350
S15,d10369
S15,d10388
S15,d10407
S15,d10426
S15,d10445
S15,d10464
S15,d10483
S15,d10502
S15,d10521
S15,d10540
S15,d10559
S15,d10578
S15,d10597
S15,d10616
S15,d10635
S15,d10654
S15,d10673
S15,d10692
S15,d10711
S15,d10730
S15,d10749
S15,d10768
S15,d10787
S15,d10806
S15,d10825
S15,d10844
S15,d10863
S15,d10880
S15,d10898
S15,d10916
S15,d10934
S16,d10351
S16,d10370
S16,d10389
S16,d10408
S16,d10427
S16,d10446
S16,d10465
S16,d10484
S16,d10503
S16,d10522
S16,d10541
S16,d10560
S16,d10579
S16,d10598
S16,d10617
S16,d10636
S16,d10655
S16,d10674
S16,d10693
S16,d10712
S16,d10731
S16,d10750
S16,d10769
S16,d10788
S16,d10807
S16,d10826
S16,d10845
S16,d10864
S16,d10881
S16,d10899
S16,d10917
S16,d10935
S17,d10352
S17,d10371
S17,d10390
S17,d10409
S17,d10428
S17,d10447
S17,d10466
S17,d10485
S17,d10504
S17,d10523
S17,d10542
S17,d10561
S17,d10580
S17,d10599
S17,d10618
S17,d10637
S17,d10656
S17,d10675
S17,d10694
S17,d10713
S17,d10732
S17,d10751
S17,d10770
S17,d10789
S17,d10808
S17,d10827
S17,d10846
S17,d10865
S17,d10882
S17,d10900
S17,d10918
S17,d10936
S18,d10353
S18,d10372
S18,d10391
S18,d10410
S18,d10429
S18,d10448
S18,d10467
S18,d10486
S18,d10505
S18,d10524
S18,d10543
S18,d10562
S18,d10581
S18,d10600
S18,d10619
S18,d10638
S18,d10657
S18,d10676
S18,d10695
S18,d10714
S18,d10733
S18,d10752
S18,d10771
S18,d10790
S18,d10809
S18,d10828
S18,d10847
S18,d10866
S18,d10883
S18,d10901
S18,d10919
S18,d10937
S19,d10354
S19,d10373
S19,d10392
S19,d10411
S19,d10430
S19,d10449
S19,d10468
S19,d10487
S19,d10506
S19,d10525
S19,d10544
S19,d10563
S19,d10582
S19,d10601
S19,d10620
S19,d10639
S19,d10658
S19,d10677
S19,d10696
S19,d10715
S19,d10884
S19,d10902
S19,d10920
S19,d10938
S20,d10734
S20,d10753
S20,d10772
S20,d10791
S20,d10810
S20,d10829
S20,d10848
S20,d10867
S20,d10885
S20,d10903
S20,d10921
S20,d10939
