parent_id,child_id
d00387,d14934
d00389,d16983
d00389,d16986
d00389,d16990
d00389,d16992
d00389,d17159
d00389,d17163
d00389,d17166
d00389,d17244
d00389,d17247
d00389,d17250
d00389,d17252
d00391,d19301
d00391,d19304
d00391,d19308
d00391,d19310
d00391,d19477
d00391,d19481
d00391,d19484
d00391,d19562
d00391,d19565
d00391,d19568
d00391,d19570
d00393,d12639
d00393,d12642
d00393,d12646
d00393,d12648
d00393,d12815
d00393,d12819
d00393,d12822
d00393,d12900
d00393,d12903
d00393,d12906
d00393,d12908
d00395,d14957
d00395,d14960
d00395,d14964
d00395,d14966
d00395,d15133
d00395,d15137
d00395,d15140
d00395,d15218
d00395,d15221
d00395,d15224
d00395,d15226
d00397,d17275
d00397,d17278
d00397,d17282
d00397,d17284
d00397,d17451
d00397,d17455
d00397,d17458
d00397,d17536
d00397,d17539
d00397,d17542
d00397,d17544
d00399,d19593
d00399,d19596
d00399,d19600
d00399,d19602
d00399,d19769
d00399,d19773
d00399,d19776
d00399,d19854
d00399,d19857
d00399,d19860
d00399,d19862
d00401,d12931
d00401,d12934
d00401,d12938
d00401,d12940
d00401,d13107
d00401,d13111
d00401,d13114
d00401,d13192
d00401,d13195
d00401,d13198
d00401,d13200
d00403,d15249
d00403,d15252
d00403,d15256
d00403,d15258
d00403,d15425
d00403,d15429
d00403,d15432
d00403,d15510
d00403,d15513
d00403,d15516
d00403,d15518
d00405,d17567
d00405,d17570
d00405,d17574
d00405,d17576
d00405,d17743
d00405,d17747
d00405,d17750
d00405,d17828
d00405,d17831
d00405,d17834
d00405,d17836
d00407,d19885
d00407,d19888
d00407,d19892
d00407,d19894
d00407,d20061
d00407,d20065
d00407,d20068
d00407,d20146
d00407,d20149
d00407,d20152
d00407,d20154
d00409,d13226
d00409,d13229
d00409,d13233
d00409,d13235
d00409,d13402
d00409,d13406
d00409,d13409
d00409,d13487
d00409,d13490
d00409,d13493
d00409,d13495
d00411,d15544
d00411,d15547
d00411,d15551
d00411,d15553
d00411,d15720
d00411,d15724
d00411,d15727
d00411,d15805
d00411,d15808
d00411,d15811
d00411,d15813
d00413,d17862
d00413,d17865
d00413,d17869
d00413,d17871
d00413,d18038
d00413,d18042
d00413,d18045
d00413,d18123
d00413,d18126
d00413,d18129
d00413,d18131
d00415,d20180
d00415,d20183
d00415,d20187
d00415,d20189
d00415,d20356
d00415,d20360
d00415,d20363
d00415,d20441
d00415,d20444
d00415,d20447
d00415,d20449
d00417,d13521
d00417,d13524
d00417,d13528
d00417,d13530
d00417,d13697
d00417,d13701
d00417,d13704
d00417,d13782
d00417,d13785
d00417,d13788
d00417,d13790
d00419,d15839
d00419,d15842
d00419,d15846
d00419,d15848
d00419,d16015
d00419,d16019
d00419,d16022
d00419,d16100
d00419,d16103
d00419,d16106
d00419,d16108
d00421,d18157
d00421,d18160
d00421,d18164
d00421,d18166
d00421,d18333
d00421,d18337
d00421,d18340
d00421,d18418
d00421,d18421
d00421,d18424
d00421,d18426
d00423,d20475
d00423,d20478
d00423,d20482
d00423,d20484
d00423,d20651
d00423,d20655
d00423,d20658
d00423,d20736
d00423,d20739
d00423,d20742
d00423,d20744
d00425,d13816
d00425,d13819
d00425,d13823
d00425,d13825
d00425,d13992
d00425,d13996
d00425,d13999
d00425,d14078
d00425,d14080
d00427,d16134
d00427,d16137
d00427,d16141
d00427,d16143
d00427,d16310
d00427,d16314
d00427,d16317
d00427,d16396
d00427,d16398
d00429,d18452
d00429,d18455
d00429,d18459
d00429,d18461
d00429,d18628
d00429,d18632
d00429,d18635
d00429,d18714
d00429,d18716
d00431,d20770
d00431,d20773
d00431,d20777
d00431,d20779
d00431,d20946
d00431,d20950
d00431,d20953
d00431,d21032
d00431,d21034
d00433,d14104
d00433,d14107
d00433,d14111
d00433,d14113
d00433,d14280
d00433,d14284
d00433,d14287
d00433,d14366
d00433,d14368
d00435,d16422
d00435,d16425
d00435,d16429
d00435,d16431
d00435,d16598
d00435,d16602
d00435,d16605
d00435,d16684
d00435,d16686
d00437,d18740
d00437,d18743
d00437,d18747
d00437,d18749
d00437,d18916
d00437,d18920
d00437,d18923
d00437,d19002
d00437,d19004
d00439,d21058
d00439,d21061
d00439,d21065
d00439,d21067
d00439,d21234
d00439,d21238
d00439,d21241
d00439,d21320
d00439,d21322
d00441,d14396
d00441,d14399
d00441,d14403
d00441,d14405
d00441,d14572
d00441,d14576
d00441,d14579
d00441,d14642
d00441,d14644
d00443,d16714
d00443,d16717
d00443,d16721
d00443,d16723
d00443,d16890
d00443,d16894
d00443,d16897
d00443,d16960
d00443,d16962
d00445,d19032
d00445,d19035
d00445,d19039
d00445,d19041
d00445,d19208
d00445,d19212
d00445,d19215
d00445,d19278
d00445,d19280
d00447,d21350
d00447,d21353
d00447,d21357
d00447,d21359
d00447,d21526
d00447,d21530
d00447,d21533
d00447,d21596
d00447,d21598
d00449,d12355
d00449,d12358
d00449,d12391
d00449,d12393
d00449,d12615
d00449,d12619
d00451,d14673
d00451,d14676
d00451,d14709
d00451,d14711
d00451,d14933
d00451,d14937
d00453,d16991
d00453,d16994
d00453,d17027
d00453,d17029
d00453,d17251
d00453,d17255
d00455,d19309
d00455,d19312
d00455,d19345
d00455,d19347
d00455,d19569
d00455,d19573
d00457,d12647
d00457,d12650
d00457,d12683
d00457,d12685
d00457,d12907
d00457,d12911
d00459,d14965
d00459,d14968
d00459,d15001
d00459,d15003
d00459,d15225
d00459,d15229
d00461,d17283
d00461,d17286
d00461,d17319
d00461,d17321
d00461,d17543
d00461,d17547
d00463,d19601
d00463,d19604
d00463,d19637
d00463,d19639
d00463,d19861
d00463,d19865
d00465,d12939
d00465,d12942
d00465,d12975
d00465,d12977
d00465,d13199
d00465,d13203
d00467,d15257
d00467,d15260
d00467,d15293
d00467,d15295
d00467,d15517
d00467,d15521
d00469,d17575
d00469,d17578
d00469,d17611
d00469,d17613
d00469,d17835
d00469,d17839
d00471,d19893
d00471,d19896
d00471,d19929
d00471,d19931
d00471,d20153
d00471,d20157
d00473,d13234
d00473,d13237
d00473,d13270
d00473,d13272
d00473,d13494
d00473,d13498
d00475,d15552
d00475,d15555
d00475,d15588
d00475,d15590
d00475,d15812
d00475,d15816
d00477,d17870
d00477,d17873
d00477,d17906
d00477,d17908
d00477,d18130
d00477,d18134
d00479,d20188
d00479,d20191
d00479,d20224
d00479,d20226
d00479,d20448
d00479,d20452
d00481,d13529
d00481,d13532
d00481,d13565
d00481,d13567
d00481,d13789
d00481,d13793
d00483,d15847
d00483,d15850
d00483,d15883
d00483,d15885
d00483,d16107
d00483,d16111
d00485,d18165
d00485,d18168
d00485,d18201
d00485,d18203
d00485,d18425
d00485,d18429
d00487,d20483
d00487,d20486
d00487,d20519
d00487,d20521
d00487,d20743
d00487,d20747
d00489,d13824
d00489,d13827
d00489,d13860
d00489,d13862
d00489,d14079
d00489,d14081
d00491,d16142
d00491,d16145
d00491,d16178
d00491,d16180
d00491,d16397
d00491,d16399
d00493,d18460
d00493,d18463
d00493,d18496
d00493,d18498
d00493,d18715
d00493,d18717
d00495,d20778
d00495,d20781
d00495,d20814
d00495,d20816
d00495,d21033
d00495,d21035
d00497,d14112
d00497,d14115
d00497,d14148
d00497,d14150
d00497,d14367
d00497,d14369
d00499,d16430
d00499,d16433
d00499,d16466
d00499,d16468
d00499,d16685
d00499,d16687
d00501,d18748
d00501,d18751
d00501,d18784
d00501,d18786
d00501,d19003
d00501,d19005
d00503,d21066
d00503,d21069
d00503,d21102
d00503,d21104
d00503,d21321
d00503,d21323
d00505,d14404
d00505,d14407
d00505,d14440
d00505,d14442
d00505,d14643
d00505,d14645
d00507,d16722
d00507,d16725
d00507,d16758
d00507,d16760
d00507,d16961
d00507,d16963
d00509,d19040
d00509,d19043
d00509,d19076
d00509,d19078
d00509,d19279
d00509,d19281
d00511,d21358
d00511,d21361
d00511,d21394
d00511,d21396
d00511,d21597
d00511,d21599
d00513,d12383
d00513,d12387
d00513,d12390
d00513,d12392
d00513,d12499
d00513,d12502
d00513,d12505
d00515,d14701
d00515,d14705
d00515,d14708
d00515,d14710
d00515,d14817
d00515,d14820
d00515,d14823
d00517,d17019
d00517,d17023
d00517,d17026
d00517,d17028
d00517,d17135
d00517,d17138
d00517,d17141
d00519,d19337
d00519,d19341
d00519,d19344
d00519,d19346
d00519,d19453
d00519,d19456
d00519,d19459
d00521,d12675
d00521,d12679
d00521,d12682
d00521,d12684
d00521,d12791
d00521,d12794
d00521,d12797
d00523,d14993
d00523,d14997
d00523,d15000
d00523,d15002
d00523,d15109
d00523,d15112
d00523,d15115
d00525,d17311
d00525,d17315
d00525,d17318
d00525,d17320
d00525,d17427
d00525,d17430
d00525,d17433
d00527,d19629
d00527,d19633
d00527,d19636
d00527,d19638
d00527,d19745
d00527,d19748
d00527,d19751
d00529,d12967
d00529,d12971
d00529,d12974
d00529,d12976
d00529,d13083
d00529,d13086
d00529,d13089
d00531,d15285
d00531,d15289
d00531,d15292
d00531,d15294
d00531,d15401
d00531,d15404
d00531,d15407
d00533,d17603
d00533,d17607
d00533,d17610
d00533,d17612
d00533,d17719
d00533,d17722
d00533,d17725
d00535,d19921
d00535,d19925
d00535,d19928
d00535,d19930
d00535,d20037
d00535,d20040
d00535,d20043
d00537,d13262
d00537,d13266
d00537,d13269
d00537,d13271
d00537,d13378
d00537,d13381
d00537,d13384
d00539,d15580
d00539,d15584
d00539,d15587
d00539,d15589
d00539,d15696
d00539,d15699
d00539,d15702
d00541,d17898
d00541,d17902
d00541,d17905
d00541,d17907
d00541,d18014
d00541,d18017
d00541,d18020
d00543,d20216
d00543,d20220
d00543,d20223
d00543,d20225
d00543,d20332
d00543,d20335
d00543,d20338
d00545,d13557
d00545,d13561
d00545,d13564
d00545,d13566
d00545,d13673
d00545,d13676
d00545,d13679
d00547,d15875
d00547,d15879
d00547,d15882
d00547,d15884
d00547,d15991
d00547,d15994
d00547,d15997
d00549,d18193
d00549,d18197
d00549,d18200
d00549,d18202
d00549,d18309
d00549,d18312
d00549,d18315
d00551,d20511
d00551,d20515
d00551,d20518
d00551,d20520
d00551,d20627
d00551,d20630
d00551,d20633
d00553,d13852
d00553,d13856
d00553,d13859
d00553,d13861
d00553,d13968
d00553,d13971
d00553,d13974
d00555,d16170
d00555,d16174
d00555,d16177
d00555,d16179
d00555,d16286
d00555,d16289
d00555,d16292
d00557,d18488
d00557,d18492
d00557,d18495
d00557,d18497
d00557,d18604
d00557,d18607
d00557,d18610
d00559,d20806
d00559,d20810
d00559,d20813
d00559,d20815
d00559,d20922
d00559,d20925
d00559,d20928
d00561,d14140
d00561,d14144
d00561,d14147
d00561,d14149
d00561,d14256
d00561,d14259
d00561,d14262
d00563,d16458
d00563,d16462
d00563,d16465
d00563,d16467
d00563,d16574
d00563,d16577
d00563,d16580
d00565,d18776
d00565,d18780
d00565,d18783
d00565,d18785
d00565,d18892
d00565,d18895
d00565,d18898
d00567,d21094
d00567,d21098
d00567,d21101
d00567,d21103
d00567,d21210
d00567,d21213
d00567,d21216
d00569,d14432
d00569,d14436
d00569,d14439
d00569,d14441
d00569,d14548
d00569,d14551
d00569,d14554
d00571,d16750
d00571,d16754
d00571,d16757
d00571,d16759
d00571,d16866
d00571,d16869
d00571,d16872
d00573,d19068
d00573,d19072
d00573,d19075
d00573,d19077
d00573,d19184
d00573,d19187
d00573,d19190
d00575,d21386
d00575,d21390
d00575,d21393
d00575,d21395
d00575,d21502
d00575,d21505
d00575,d21508
d00577,d12368
d00577,d12378
d00577,d12386
d00577,d12389
d00577,d12493
d00577,d12501
d00577,d12504
d00579,d14686
d00579,d14696
d00579,d14704
d00579,d14707
d00579,d14811
d00579,d14819
d00579,d14822
d00581,d17004
d00581,d17014
d00581,d17022
d00581,d17025
d00581,d17129
d00581,d17137
d00581,d17140
d00583,d19322
d00583,d19332
d00583,d19340
d00583,d19343
d00583,d19447
d00583,d19455
d00583,d19458
d00585,d12660
d00585,d12670
d00585,d12678
d00585,d12681
d00585,d12785
d00585,d12793
d00585,d12796
d00587,d14978
d00587,d14988
d00587,d14996
d00587,d14999
d00587,d15103
d00587,d15111
d00587,d15114
d00589,d17296
