decision_id,role,cost
d00350,auxiliary_transition,-287.404
d00351,auxiliary_transition,-656.922
d00352,auxiliary_transition,-1620.41
d00353,auxiliary_transition,-873.159
d00354,auxiliary_transition,-873.159
d00355,auxiliary_transition,-502.272
d00356,auxiliary_transition,-502.272
d00357,auxiliary_transition,-405.102
d00358,auxiliary_transition,-249.083
d00359,auxiliary_transition,-487.217
d00360,auxiliary_transition,-457.109
d00361,auxiliary_transition,-208.025
d00362,auxiliary_transition,-208.025
d00363,auxiliary_transition,-143.702
d00364,auxiliary_transition,-143.702
d00365,auxiliary_transition,-232.66
d00366,auxiliary_transition,-188.865
d00367,auxiliary_transition,-254.557
d00368,auxiliary_transition,-191.602
d00369,auxiliary_transition,-112.224
d00370,auxiliary_transition,-112.224
d00371,auxiliary_transition,-127.279
d00372,auxiliary_transition,-127.279
d00373,auxiliary_transition,-249.083
d00374,auxiliary_transition,-180.654
d00375,auxiliary_transition,-158.756
d00376,auxiliary_transition,-1724.42
d00377,auxiliary_transition,-985.384
d00378,auxiliary_transition,-985.384
d00379,auxiliary_transition,-766.41
d00380,auxiliary_transition,-766.41
d00381,auxiliary_transition,-711.666
d00382,auxiliary_transition,-287.404
d00383,auxiliary_transition,-656.922
d00384,auxiliary_transition,-1514.34
d00385,auxiliary_transition,-865.336
d00386,auxiliary_transition,-865.336
d00387,auxiliary_transition,-673.039
d00388,auxiliary_transition,-673.039
d00389,auxiliary_transition,-624.965
d00390,auxiliary_transition,-252.39
d00391,auxiliary_transition,-576.891
d00392,auxiliary_transition,-1514.34
d00393,auxiliary_transition,-865.336
d00394,auxiliary_transition,-865.336
d00395,auxiliary_transition,-673.039
d00396,auxiliary_transition,-673.039
d00397,auxiliary_transition,-624.965
d00398,auxiliary_transition,-252.39
d00399,auxiliary_transition,-576.891
d00400,auxiliary_transition,-1514.34
d00401,auxiliary_transition,-865.336
d00402,auxiliary_transition,-865.336
d00403,auxiliary_transition,-673.039
d00404,auxiliary_transition,-673.039
d00405,auxiliary_transition,-624.965
d00406,auxiliary_transition,-252.39
d00407,auxiliary_transition,-576.891
d00408,auxiliary_transition,-1514.34
d00409,auxiliary_transition,-865.336
d00410,auxiliary_transition,-865.336
d00411,auxiliary_transition,-673.039
d00412,auxiliary_transition,-673.039
d00413,auxiliary_transition,-624.965
d00414,auxiliary_transition,-252.39
d00415,auxiliary_transition,-576.891
d00416,auxiliary_transition,-1423.0
d00417,auxiliary_transition,-766.784
d00418,auxiliary_transition,-766.784
d00419,auxiliary_transition,-441.081
d00420,auxiliary_transition,-441.081
d00421,auxiliary_transition,-355.749
d00422,auxiliary_transition,-218.738
d00423,auxiliary_transition,-427.861
d00424,auxiliary_transition,-401.42
d00425,auxiliary_transition,-182.682
d00426,auxiliary_transition,-182.682
d00427,auxiliary_transition,-126.195
d00428,auxiliary_transition,-126.195
d00429,auxiliary_transition,-204.315
d00430,auxiliary_transition,-165.856
d00431,auxiliary_transition,-223.545
d00432,auxiliary_transition,-168.26
d00433,auxiliary_transition,-98.5522
d00434,auxiliary_transition,-98.5522
d00435,auxiliary_transition,-111.773
d00436,auxiliary_transition,-111.773
d00437,auxiliary_transition,-218.738
d00438,auxiliary_transition,-158.645
d00439,auxiliary_transition,-139.415
d00440,auxiliary_transition,-1514.34
d00441,auxiliary_transition,-865.336
d00442,auxiliary_transition,-865.336
d00443,auxiliary_transition,-673.039
d00444,auxiliary_transition,-673.039
d00445,auxiliary_transition,-624.965
d00446,auxiliary_transition,-252.39
d00447,auxiliary_transition,-576.891
d00448,auxiliary_transition,-1475.59
d00449,auxiliary_transition,-843.197
d00450,auxiliary_transition,-843.197
d00451,auxiliary_transition,-655.82
d00452,auxiliary_transition,-655.82
d00453,auxiliary_transition,-608.975
d00454,auxiliary_transition,-245.932
d00455,auxiliary_transition,-562.131
d00456,auxiliary_transition,-1475.59
d00457,auxiliary_transition,-843.197
d00458,auxiliary_transition,-843.197
d00459,auxiliary_transition,-655.82
d00460,auxiliary_transition,-655.82
d00461,auxiliary_transition,-608.975
d00462,auxiliary_transition,-245.932
d00463,auxiliary_transition,-562.131
d00464,auxiliary_transition,-1475.59
d00465,auxiliary_transition,-843.197
d00466,auxiliary_transition,-843.197
d00467,auxiliary_transition,-655.82
d00468,auxiliary_transition,-655.82
d00469,auxiliary_transition,-608.975
d00470,auxiliary_transition,-245.932
d00471,auxiliary_transition,-562.131
d00472,auxiliary_transition,-1475.59
d00473,auxiliary_transition,-843.197
d00474,auxiliary_transition,-843.197
d00475,auxiliary_transition,-655.82
d00476,auxiliary_transition,-655.82
d00477,auxiliary_transition,-608.975
d00478,auxiliary_transition,-245.932
d00479,auxiliary_transition,-562.131
d00480,auxiliary_transition,-1386.59
d00481,auxiliary_transition,-747.166
d00482,auxiliary_transition,-747.166
d00483,auxiliary_transition,-429.796
d00484,auxiliary_transition,-429.796
d00485,auxiliary_transition,-346.648
d00486,auxiliary_transition,-213.141
d00487,auxiliary_transition,-416.914
d00488,auxiliary_transition,-391.15
d00489,auxiliary_transition,-178.008
d00490,auxiliary_transition,-178.008
d00491,auxiliary_transition,-122.966
d00492,auxiliary_transition,-122.966
d00493,auxiliary_transition,-199.088
d00494,auxiliary_transition,-161.613
d00495,auxiliary_transition,-217.826
d00496,auxiliary_transition,-163.955
d00497,auxiliary_transition,-96.0307
d00498,auxiliary_transition,-96.0307
d00499,auxiliary_transition,-108.913
d00500,auxiliary_transition,-108.913
d00501,auxiliary_transition,-213.141
d00502,auxiliary_transition,-154.586
d00503,auxiliary_transition,-135.848
d00504,auxiliary_transition,-1475.59
d00505,auxiliary_transition,-843.197
d00506,auxiliary_transition,-843.197
d00507,auxiliary_transition,-655.82
d00508,auxiliary_transition,-655.82
d00509,auxiliary_transition,-608.975
d00510,auxiliary_transition,-245.932
d00511,auxiliary_transition,-562.131
d00512,auxiliary_transition,-2214.06
d00513,auxiliary_transition,-1265.18
d00514,auxiliary_transition,-1265.18
d00515,auxiliary_transition,-984.027
d00516,auxiliary_transition,-984.027
d00517,auxiliary_transition,-913.739
d00518,auxiliary_transition,-369.01
d00519,auxiliary_transition,-843.451
d00520,auxiliary_transition,-2214.06
d00521,auxiliary_transition,-1265.18
d00522,auxiliary_transition,-1265.18
d00523,auxiliary_transition,-984.027
d00524,auxiliary_transition,-984.027
d00525,auxiliary_transition,-913.739
d00526,auxiliary_transition,-369.01
d00527,auxiliary_transition,-843.451
d00528,auxiliary_transition,-2214.06
d00529,auxiliary_transition,-1265.18
d00530,auxiliary_transition,-1265.18
d00531,auxiliary_transition,-984.027
d00532,auxiliary_transition,-984.027
d00533,auxiliary_transition,-913.739
d00534,auxiliary_transition,-369.01
d00535,auxiliary_transition,-843.451
d00536,auxiliary_transition,-2214.06
d00537,auxiliary_transition,-1265.18
d00538,auxiliary_transition,-1265.18
d00539,auxiliary_transition,-984.027
d00540,auxiliary_transition,-984.027
d00541,auxiliary_transition,-913.739
d00542,auxiliary_transition,-369.01
d00543,auxiliary_transition,-843.451
d00544,auxiliary_transition,-2080.51
d00545,auxiliary_transition,-1121.09
d00546,auxiliary_transition,-1121.09
d00547,auxiliary_transition,-644.889
d00548,auxiliary_transition,-644.889
d00549,auxiliary_transition,-520.128
d00550,auxiliary_transition,-319.809
d00551,auxiliary_transition,-625.56
d00552,auxiliary_transition,-586.902
d00553,auxiliary_transition,-267.093
d00554,auxiliary_transition,-267.093
d00555,auxiliary_transition,-184.505
d00556,auxiliary_transition,-184.505
d00557,auxiliary_transition,-298.722
d00558,auxiliary_transition,-242.492
d00559,auxiliary_transition,-326.837
d00560,auxiliary_transition,-246.007
d00561,auxiliary_transition,-144.09
d00562,auxiliary_transition,-144.09
d00563,auxiliary_transition,-163.419
d00564,auxiliary_transition,-163.419
d00565,auxiliary_transition,-319.809
d00566,auxiliary_transition,-231.949
d00567,auxiliary_transition,-203.834
d00568,auxiliary_transition,-2214.06
d00569,auxiliary_transition,-1265.18
d00570,auxiliary_transition,-1265.18
d00571,auxiliary_transition,-984.027
d00572,auxiliary_transition,-984.027
d00573,auxiliary_transition,-913.739
d00574,auxiliary_transition,-369.01
d00575,auxiliary_transition,-843.451
d00576,auxiliary_transition,-2735.43
d00577,auxiliary_transition,-1563.1
d00578,auxiliary_transition,-1563.1
d00579,auxiliary_transition,-1215.75
d00580,auxiliary_transition,-1215.75
d00581,auxiliary_transition,-1128.91
d00582,auxiliary_transition,-455.905
d00583,auxiliary_transition,-1042.07
d00584,auxiliary_transition,-2735.43
d00585,auxiliary_transition,-1563.1
d00586,auxiliary_transition,-1563.1
d00587,auxiliary_transition,-1215.75
d00588,auxiliary_transition,-1215.75
d00589,auxiliary_transition,-1128.91
d00590,auxiliary_transition,-455.905
d00591,auxiliary_transition,-1042.07
d00592,auxiliary_transition,-2735.43
d00593,auxiliary_transition,-1563.1
d00594,auxiliary_transition,-1563.1
d00595,auxiliary_transition,-1215.75
d00596,auxiliary_transition,-1215.75
d00597,auxiliary_transition,-1128.91
d00598,auxiliary_transition,-455.905
d00599,auxiliary_transition,-1042.07
d00600,auxiliary_transition,-2735.43
d00601,auxiliary_transition,-1563.1
d00602,auxiliary_transition,-1563.1
d00603,auxiliary_transition,-1215.75
d00604,auxiliary_transition,-1215.75
d00605,auxiliary_transition,-1128.91
d00606,auxiliary_transition,-455.905
d00607,auxiliary_transition,-1042.07
d00608,auxiliary_transition,-2570.43
d00609,auxiliary_transition,-1385.08
d00610,auxiliary_transition,-1385.08
d00611,auxiliary_transition,-796.748
d00612,auxiliary_transition,-796.748
d00613,auxiliary_transition,-642.608
d00614,auxiliary_transition,-395.117
d00615,auxiliary_transition,-772.867
d00616,auxiliary_transition,-725.105
d00617,auxiliary_transition,-329.988
d00618,auxiliary_transition,-329.988
d00619,auxiliary_transition,-227.952
d00620,auxiliary_transition,-227.952
d00621,auxiliary_transition,-369.066
d00622,auxiliary_transition,-299.594
d00623,auxiliary_transition,-403.801
d00624,auxiliary_transition,-303.936
d00625,auxiliary_transition,-178.02
d00626,auxiliary_transition,-178.02
d00627,auxiliary_transition,-201.901
d00628,auxiliary_transition,-201.901
d00629,auxiliary_transition,-395.117
d00630,auxiliary_transition,-286.569
d00631,auxiliary_transition,-251.833
d00632,auxiliary_transition,-2735.43
d00633,auxiliary_transition,-1563.1
d00634,auxiliary_transition,-1563.1
d00635,auxiliary_transition,-1215.75
d00636,auxiliary_transition,-1215.75
d00637,auxiliary_transition,-1128.91
d00638,auxiliary_transition,-455.905
d00639,auxiliary_transition,-1042.07
d00640,auxiliary_transition,-2832.45
d00641,auxiliary_transition,-1618.54
d00642,auxiliary_transition,-1618.54
d00643,auxiliary_transition,-1258.87
d00644,auxiliary_transition,-1258.87
d00645,auxiliary_transition,-1168.95
d00646,auxiliary_transition,-472.076
d00647,auxiliary_transition,-1079.03
d00648,auxiliary_transition,-2832.45
d00649,auxiliary_transition,-1618.54
d00650,auxiliary_transition,-1618.54
d00651,auxiliary_transition,-1258.87
d00652,auxiliary_transition,-1258.87
d00653,auxiliary_transition,-1168.95
d00654,auxiliary_transition,-472.076
d00655,auxiliary_transition,-1079.03
d00656,auxiliary_transition,-2832.45
d00657,auxiliary_transition,-1618.54
d00658,auxiliary_transition,-1618.54
d00659,auxiliary_transition,-1258.87
d00660,auxiliary_transition,-1258.87
d00661,auxiliary_transition,-1168.95
d00662,auxiliary_transition,-472.076
d00663,auxiliary_transition,-1079.03
d00664,auxiliary_transition,-2832.45
d00665,auxiliary_transition,-1618.54
d00666,auxiliary_transition,-1618.54
d00667,auxiliary_transition,-1258.87
d00668,auxiliary_transition,-1258.87
d00669,auxiliary_transition,-1168.95
d00670,auxiliary_transition,-472.076
d00671,auxiliary_transition,-1079.03
d00672,auxiliary_transition,-2661.61
d00673,auxiliary_transition,-1434.21
d00674,auxiliary_transition,-1434.21
d00675,auxiliary_transition,-825.008
d00676,auxiliary_transition,-825.008
d00677,auxiliary_transition,-665.402
d00678,auxiliary_transition,-409.132
d00679,auxiliary_transition,-800.28
d00680,auxiliary_transition,-750.825
d00681,auxiliary_transition,-341.693
d00682,auxiliary_transition,-341.693
d00683,auxiliary_transition,-236.038
d00684,auxiliary_transition,-236.038
d00685,auxiliary_transition,-382.156
d00686,auxiliary_transition,-310.221
d00687,auxiliary_transition,-418.124
d00688,auxiliary_transition,-314.717
d00689,auxiliary_transition,-184.334
d00690,auxiliary_transition,-184.334
d00691,auxiliary_transition,-209.062
d00692,auxiliary_transition,-209.062
d00693,auxiliary_transition,-409.132
d00694,auxiliary_transition,-296.733
d00695,auxiliary_transition,-260.766
d00696,auxiliary_transition,-2832.45
d00697,auxiliary_transition,-1618.54
d00698,auxiliary_transition,-1618.54
d00699,auxiliary_transition,-1258.87
d00700,auxiliary_transition,-1258.87
d00701,auxiliary_transition,-1168.95
d00702,auxiliary_transition,-472.076
d00703,auxiliary_transition,-1079.03
d00704,auxiliary_transition,-3721.63
d00705,auxiliary_transition,-2126.65
d00706,auxiliary_transition,-2126.65
d00707,auxiliary_transition,-1654.06
d00708,auxiliary_transition,-1654.06
d00709,auxiliary_transition,-1535.91
d00710,auxiliary_transition,-620.272
d00711,auxiliary_transition,-1417.77
d00712,auxiliary_transition,-3721.63
d00713,auxiliary_transition,-2126.65
d00714,auxiliary_transition,-2126.65
d00715,auxiliary_transition,-1654.06
d00716,auxiliary_transition,-1654.06
d00717,auxiliary_transition,-1535.91
d00718,auxiliary_transition,-620.272
d00719,auxiliary_transition,-1417.77
d00720,auxiliary_transition,-3721.63
d00721,auxiliary_transition,-2126.65
d00722,auxiliary_transition,-2126.65
d00723,auxiliary_transition,-1654.06
d00724,auxiliary_transition,-1654.06
d00725,auxiliary_transition,-1535.91
d00726,auxiliary_transition,-620.272
d00727,auxiliary_transition,-1417.77
d00728,auxiliary_transition,-3721.63
d00729,auxiliary_transition,-2126.65
d00730,auxiliary_transition,-2126.65
d00731,auxiliary_transition,-1654.06
d00732,auxiliary_transition,-1654.06
d00733,auxiliary_transition,-1535.91
d00734,auxiliary_transition,-620.272
d00735,auxiliary_transition,-1417.77
d00736,auxiliary_transition,-3497.15
d00737,auxiliary_transition,-1884.45
d00738,auxiliary_transition,-1884.45
d00739,auxiliary_transition,-1084.0
d00740,auxiliary_transition,-1084.0
d00741,auxiliary_transition,-874.289
d00742,auxiliary_transition,-537.569
d00743,auxiliary_transition,-1051.51
d00744,auxiliary_transition,-986.528
d00745,auxiliary_transition,-448.959
d00746,auxiliary_transition,-448.959
d00747,auxiliary_transition,-310.136
d00748,auxiliary_transition,-310.136
d00749,auxiliary_transition,-502.125
d00750,auxiliary_transition,-407.608
d00751,auxiliary_transition,-549.384
d00752,auxiliary_transition,-413.515
d00753,auxiliary_transition,-242.202
d00754,auxiliary_transition,-242.202
d00755,auxiliary_transition,-274.692
d00756,auxiliary_transition,-274.692
d00757,auxiliary_transition,-537.569
d00758,auxiliary_transition,-389.885
d00759,auxiliary_transition,-342.627
