item_id,constraint_id,value
13,13,2.7731706056
14,13,3.1142343115
15,13,-3.5739322
16,13,4.4894950394
17,13,2.6479856218
18,13,4.5938056123
19,13,-0.12889002
20,13,5.8220648872
21,13,4.3119443457
22,13,3.9894056557
23,13,2.2700555625
24,13,1.3019042535
25,13,6.1867252636
26,13,1.490399806
27,13,5.8965484209
28,13,0.4287232822
1,14,6.3802362669
2,14,6.0230409023
3,14,8.1106380856
4,14,8.016564304
5,14,9.0982406869
6,14,7.3160532559
7,14,4.4371517288
8,14,7.3908903087
9,14,8.1664151183
10,14,8.6032266908
11,14,9.0668384218
12,14,4.4400417934
13,14,5.9947449346
14,14,5.81190611
15,14,-0.29868933
16,14,7.3815579262
17,14,6.0679012519
18,14,7.1906597413
19,14,2.68952915
20,14,8.4588288323
21,14,8.0086383767
22,14,6.8897455288
23,14,5.2867104427
24,14,4.7241052082
25,14,9.0165878012
26,14,4.1904701455
27,14,8.0435325666
28,14,3.2593158887
1,15,-0.80894746
2,15,-2.34926565
3,15,-0.2439546
4,15,0.0956342681
5,15,1.0082480006
6,15,-0.32754468
7,15,-3.89167493
8,15,0.220537691
9,15,-0.14263686
10,15,1.3722715479
11,15,1.5581764104
12,15,-3.80029546
13,15,-1.37710943
14,15,-1.85775585
15,15,-7.69688646
16,15,-0.53905983
17,15,-1.26457619
18,15,-0.9740809
19,15,-5.49106478
20,15,1.2323588259
21,15,-0.25620415
22,15,-0.35742023
23,15,-2.20201941
24,15,-2.91155305
25,15,1.1532832858
26,15,-3.24234104
27,15,0.7770212066
28,15,-4.5828657
1,16,-2.42472677
2,16,-3.46719174
3,16,-1.69665104
4,16,-0.88513128
5,16,-0.10140942
6,16,-1.32233437
7,16,-4.57641172
8,16,-1.48571473
9,16,-1.30731909
10,16,-0.29751991
11,16,0.3447420212
12,16,-4.12815942
13,16,-3.13673012
14,16,-3.20446799
15,16,-9.26073183
16,16,-1.51433062
17,16,-2.92021801
18,16,-1.06765968
19,16,-6.18972718
20,16,-0.085839354
21,16,-1.13167912
22,16,-1.45664092
23,16,-2.89890053
24,16,-4.49285762
25,16,0.1192529915
26,16,-5.1786788
27,16,-0.81806584
28,16,-5.77902285
1,17,-0.5425381
2,17,-1.02708787
3,17,1.1818032313
4,17,0.6303181996
5,17,2.521691191
6,17,0.6149981162
7,17,-2.41131862
8,17,0.7016913615
9,17,0.6129293064
10,17,2.0140818045
11,17,1.6849270091
12,17,-1.95728498
13,17,-0.64180948
14,17,-1.21721637
15,17,-6.79560431
16,17,1.2061873216
17,17,-0.75572918
18,17,0.6603127515
19,17,-4.89877263
20,17,1.7788220458
21,17,1.3863976033
22,17,0.4580384169
23,17,-0.55315717
24,17,-2.30161376
25,17,1.9100515722
26,17,-2.69578415
27,17,1.2253837986
28,17,-3.06439507
1,18,-0.92715098
2,18,-2.12264198
3,18,-0.50285789
4,18,-0.19409435
5,18,0.3147046024
6,18,-0.56857973
7,18,-3.28714866
8,18,-1.07464654
9,18,0.167930872
10,18,0.9751293584
11,18,0.8485448429
12,18,-3.04205002
13,18,-2.23531338
14,18,-2.01067829
15,18,-8.18112875
16,18,-0.31658195
17,18,-2.2665506
18,18,-0.76826414
19,18,-4.53191195
20,18,1.4795073637
21,18,-0.64814275
22,18,-0.5802914
23,18,-1.80131803
24,18,-3.8196321
25,18,1.3171114268
26,18,-3.74312735
27,18,0.3344339863
28,18,-4.22075574
1,19,-1.6287898
2,19,-2.23706309
3,19,-0.25496055
4,19,-0.076830491
5,19,0.3255594604
6,19,-0.76910774
7,19,-3.69065483
8,19,-0.72156623
9,19,-1.46020153
10,19,0.9222278811
11,19,0.0623092715
12,19,-3.61541066
13,19,-2.19506604
14,19,-2.52805395
15,19,-8.5169121
16,19,-0.42376981
17,19,-2.80332341
18,19,-0.9776459
19,19,-5.67147537
20,19,1.2460886571
21,19,-0.65406517
22,19,-0.70083091
23,19,-2.09177373
24,19,-3.80016465
25,19,0.034789129
26,19,-3.44406479
27,19,0.3139704997
28,19,-4.58516515
1,20,-1.4380909
2,20,-2.33256077
3,20,-0.0304578
4,20,0.1520678471
5,20,1.0192541865
6,20,-0.53150667
7,20,-3.62450045
8,20,-0.55500819
9,20,-0.35487634
10,20,1.0900069508
11,20,1.3181754279
12,20,-3.27624074
13,20,-1.64249716
14,20,-1.63515478
15,20,-8.25944223
16,20,-0.41091163
17,20,-2.03661561
18,20,-0.89508568
19,20,-5.42014627
20,20,1.0167039224
21,20,-0.020320322
22,20,-0.75511053
23,20,-1.87164132
24,20,-2.90404527
25,20,0.9811761023
26,20,-3.52823085
27,20,-0.018322563
28,20,-4.53389679
1,21,-2.01652766
2,21,-2.85372504
3,21,-1.05944687
4,21,-0.90548773
5,21,0.1839070004
6,21,-1.12946235
7,21,-4.14361049
8,21,-0.77436807
9,21,-1.4404726
10,21,0.3101569794
11,21,0.7928416977
12,21,-4.02324843
13,21,-2.99030491
14,21,-3.10137782
15,21,-8.82869458
16,21,-1.79911916
17,21,-3.06437938
18,21,-1.34613607
19,21,-5.6144998
20,21,0.0276236542
21,21,-1.28919208
22,21,-1.47779409
23,21,-3.00199809
24,21,-4.47065934
25,21,0.3140593224
26,21,-4.4516043
27,21,0.2940446043
28,21,-4.88824644
1,22,-1.91854311
2,22,-1.91422033
3,22,-0.42023055
4,22,-0.57028447
5,22,0.6610789236
6,22,-0.59097903
7,22,-3.46778354
8,22,-0.23990013
9,22,-0.24087546
10,22,0.5940490731
11,22,0.7328975086
12,22,-4.33494465
13,22,-2.59542818
14,22,-2.97898842
15,22,-7.77137838
16,22,-1.25852518
17,22,-3.16866099
18,22,-0.76140132
19,22,-5.31574206
20,22,0.3680754676
21,22,-1.28198576
22,22,-0.58656931
23,22,-2.55329891
24,22,-3.8369707
25,22,0.3841502223
26,22,-3.36154365
27,22,0.3172318932
28,22,-4.43169624
1,23,0.836898339
2,23,-0.50710587
3,23,1.513057554
4,23,0.7447615365
5,23,1.7386052109
6,23,0.5397314541
7,23,-2.7113332
8,23,0.1269365066
9,23,0.6515770687
10,23,1.7274079761
11,23,2.3015835202
12,23,-2.68639537
13,23,-1.15398974
14,23,-0.89000115
15,23,-6.47425721
16,23,0.3105412841
17,23,-1.6171179
18,23,0.5755281448
19,23,-4.90935878
20,23,1.7102311131
21,23,0.2914218361
22,23,1.2836644517
23,23,-1.06342239
24,23,-2.49342744
25,23,1.8693508299
26,23,-2.60456519
27,23,1.6903129684
28,23,-3.69206547
1,24,-0.65063704
2,24,-1.85693431
3,24,-0.12993066
4,24,-0.40981754
5,24,0.6379424327
6,24,-0.24422749
7,24,-3.72854672
8,24,-0.4207656
9,24,-1.45159832
10,24,1.2660809782
11,24,1.0601090978
12,24,-3.9655996
13,24,-2.16194494
14,24,-1.78385985
15,24,-7.45223714
16,24,-1.11014741
17,24,-1.73209054
18,24,-0.60040076
19,24,-4.85818836
20,24,0.5284305253
21,24,0.4093267054
22,24,-0.5286658
23,24,-1.44283671
24,24,-3.41178421
25,24,0.8406242409
26,24,-3.5263409
27,24,0.2855916017
28,24,-3.99614825
