rhs,order_id,chassis_alternative,time_from,time_to,fixed_choice_coefficient
-42341.4688110352,42,92,2,52,17658.5311889648
-42341.4688110352,42,93,2,53,17658.5311889648
-42341.4688110352,42,94,2,54,17658.5311889648
-40235.9820556641,42,95,2,55,19764.0179443359
-42341.4688110352,42,96,2,56,17658.5311889648
-42341.4688110352,42,97,2,57,17658.5311889648
-40235.9820556641,42,98,2,58,19764.0179443359
-40235.9820556641,42,99,2,59,19764.0179443359
-40235.9820556641,42,100,2,60,19764.0179443359
-40317.5818634033,42,101,2,61,19682.4181365967
-42341.4688110352,42,102,2,62,17658.5311889648
-42341.4688110352,42,103,2,63,17658.5311889648
-40235.9820556641,42,104,2,64,19764.0179443359
-45552.0848464966,43,40,3,0,14447.9151535034
-45552.0848464966,43,41,3,1,14447.9151535034
-47657.5716018677,43,42,3,2,12342.4283981323
-45552.0848464966,43,44,3,4,14447.9151535034
-47657.5716018677,43,45,3,5,12342.4283981323
-45552.0848464966,43,46,3,6,14447.9151535034
-45552.0848464966,43,47,3,7,14447.9151535034
-45370.8836746216,43,48,3,8,14629.1163253784
-47657.5716018677,43,49,3,9,12342.4283981323
-45552.0848464966,43,50,3,10,14447.9151535034
-45552.0848464966,43,51,3,11,14447.9151535034
-46147.8857803345,43,52,3,12,13852.1142196655
-47657.5716018677,43,53,3,13,12342.4283981323
-47657.5716018677,43,54,3,14,12342.4283981323
-45552.0848464966,43,55,3,15,14447.9151535034
-45552.0848464966,43,56,3,16,14447.9151535034
-47657.5716018677,43,57,3,17,12342.4283981323
-47657.5716018677,43,58,3,18,12342.4283981323
-47657.5716018677,43,59,3,19,12342.4283981323
-45552.0848464966,43,60,3,20,14447.9151535034
-47657.5716018677,43,61,3,21,12342.4283981323
-47657.5716018677,43,62,3,22,12342.4283981323
-47657.5716018677,43,63,3,23,12342.4283981323
-47657.5716018677,43,64,3,24,12342.4283981323
-47657.5716018677,43,65,3,25,12342.4283981323
-45552.0848464966,43,66,3,26,14447.9151535034
-47657.5716018677,43,67,3,27,12342.4283981323
-45552.0848464966,43,68,3,28,14447.9151535034
-47657.5716018677,43,69,3,29,12342.4283981323
-47657.5716018677,43,70,3,30,12342.4283981323
-47657.5716018677,43,71,3,31,12342.4283981323
-47657.5716018677,43,72,3,32,12342.4283981323
-45552.0848464966,43,73,3,33,14447.9151535034
-47657.5716018677,43,74,3,34,12342.4283981323
-45552.0848464966,43,75,3,35,14447.9151535034
-45552.0848464966,43,76,3,36,14447.9151535034
-45552.0848464966,43,77,3,37,14447.9151535034
-45552.0848464966,43,78,3,38,14447.9151535034
-47657.5716018677,43,79,3,39,12342.4283981323
-45552.0848464966,43,80,3,40,14447.9151535034
-45552.0848464966,43,81,3,41,14447.9151535034
-47657.5716018677,43,82,3,42,12342.4283981323
-47657.5716018677,43,83,3,43,12342.4283981323
-47657.5716018677,43,84,3,44,12342.4283981323
-45552.0848464966,43,85,3,45,14447.9151535034
-45633.6846542358,43,86,3,46,14366.3153457642
-47657.5716018677,43,87,3,47,12342.4283981323
-47657.5716018677,43,88,3,48,12342.4283981323
-45552.0848464966,43,89,3,49,14447.9151535034
-47657.5716018677,43,90,3,50,12342.4283981323
-47657.5716018677,43,91,3,51,12342.4283981323
-47657.5716018677,43,92,3,52,12342.4283981323
-47657.5716018677,43,93,3,53,12342.4283981323
-47657.5716018677,43,94,3,54,12342.4283981323
-45552.0848464966,43,95,3,55,14447.9151535034
-47657.5716018677,43,96,3,56,12342.4283981323
-47657.5716018677,43,97,3,57,12342.4283981323
-45552.0848464966,43,98,3,58,14447.9151535034
-45552.0848464966,43,99,3,59,14447.9151535034
-45552.0848464966,43,100,3,60,14447.9151535034
-45633.6846542358,43,101,3,61,14366.3153457642
-47657.5716018677,43,102,3,62,12342.4283981323
-47657.5716018677,43,103,3,63,12342.4283981323
-45552.0848464966,43,104,3,64,14447.9151535034
-45528.5096740723,44,40,4,0,14471.4903259277
-45528.5096740723,44,41,4,1,14471.4903259277
-43400.2242279053,44,42,4,2,16599.7757720947
-45206.9096946716,44,43,4,3,14793.0903053284
-43400.2242279053,44,45,4,5,16599.7757720947
-45528.5096740723,44,46,4,6,14471.4903259277
-45528.5096740723,44,47,4,7,14471.4903259277
-44471.309967041,44,48,4,8,15528.690032959
-43400.2242279053,44,49,4,9,16599.7757720947
-45528.5096740723,44,50,4,10,14471.4903259277
-45528.5096740723,44,51,4,11,14471.4903259277
-44838.4241867065,44,52,4,12,15161.5758132935
-43400.2242279053,44,53,4,13,16599.7757720947
-43400.2242279053,44,54,4,14,16599.7757720947
-45528.5096740723,44,55,4,15,14471.4903259277
-45528.5096740723,44,56,4,16,14471.4903259277
-43400.2242279053,44,57,4,17,16599.7757720947
-43400.2242279053,44,58,4,18,16599.7757720947
-43400.2242279053,44,59,4,19,16599.7757720947
-45528.5096740723,44,60,4,20,14471.4903259277
-43400.2242279053,44,61,4,21,16599.7757720947
-43400.2242279053,44,62,4,22,16599.7757720947
-43400.2242279053,44,63,4,23,16599.7757720947
-43400.2242279053,44,64,4,24,16599.7757720947
-43400.2242279053,44,65,4,25,16599.7757720947
-45528.5096740723,44,66,4,26,14471.4903259277
-43400.2242279053,44,67,4,27,16599.7757720947
-45528.5096740723,44,68,4,28,14471.4903259277
-43400.2242279053,44,69,4,29,16599.7757720947
-43400.2242279053,44,70,4,30,16599.7757720947
-43400.2242279053,44,71,4,31,16599.7757720947
-43400.2242279053,44,72,4,32,16599.7757720947
-45528.5096740723,44,73,4,33,14471.4903259277
-43400.2242279053,44,74,4,34,16599.7757720947
-45528.5096740723,44,75,4,35,14471.4903259277
-45528.5096740723,44,76,4,36,14471.4903259277
-45528.5096740723,44,77,4,37,14471.4903259277
-45528.5096740723,44,78,4,38,14471.4903259277
-43400.2242279053,44,79,4,39,16599.7757720947
-45528.5096740723,44,80,4,40,14471.4903259277
-45528.5096740723,44,81,4,41,14471.4903259277
-43400.2242279053,44,82,4,42,16599.7757720947
-43400.2242279053,44,83,4,43,16599.7757720947
-43400.2242279053,44,84,4,44,16599.7757720947
-45528.5096740723,44,85,4,45,14471.4903259277
-45206.9096946716,44,86,4,46,14793.0903053284
-43400.2242279053,44,87,4,47,16599.7757720947
-43400.2242279053,44,88,4,48,16599.7757720947
-45528.5096740723,44,89,4,49,14471.4903259277
-43400.2242279053,44,90,4,50,16599.7757720947
-43400.2242279053,44,91,4,51,16599.7757720947
-43400.2242279053,44,92,4,52,16599.7757720947
-43400.2242279053,44,93,4,53,16599.7757720947
-43400.2242279053,44,94,4,54,16599.7757720947
-45528.5096740723,44,95,4,55,14471.4903259277
-43400.2242279053,44,96,4,56,16599.7757720947
-43400.2242279053,44,97,4,57,16599.7757720947
-45528.5096740723,44,98,4,58,14471.4903259277
-45528.5096740723,44,99,4,59,14471.4903259277
-45528.5096740723,44,100,4,60,14471.4903259277
-45206.9096946716,44,101,4,61,14793.0903053284
-43400.2242279053,44,102,4,62,16599.7757720947
-43400.2242279053,44,103,4,63,16599.7757720947
-45528.5096740723,44,104,4,64,14471.4903259277
-44010.9413909912,45,40,5,0,15989.0586090088
-44010.9413909912,45,41,5,1,15989.0586090088
-46116.4281463623,45,42,5,2,13883.5718536377
-44092.5411987305,45,43,5,3,15907.4588012695
-44010.9413909912,45,44,5,4,15989.0586090088
-44010.9413909912,45,46,5,6,15989.0586090088
-44010.9413909912,45,47,5,7,15989.0586090088
-43829.7402191162,45,48,5,8,16170.2597808838
-46116.4281463623,45,49,5,9,13883.5718536377
-44010.9413909912,45,50,5,10,15989.0586090088
-44010.9413909912,45,51,5,11,15989.0586090088
-44606.7423248291,45,52,5,12,15393.2576751709
-46116.4281463623,45,53,5,13,13883.5718536377
-46116.4281463623,45,54,5,14,13883.5718536377
-44010.9413909912,45,55,5,15,15989.0586090088
-44010.9413909912,45,56,5,16,15989.0586090088
-46116.4281463623,45,57,5,17,13883.5718536377
-46116.4281463623,45,58,5,18,13883.5718536377
-46116.4281463623,45,59,5,19,13883.5718536377
-44010.9413909912,45,60,5,20,15989.0586090088
-46116.4281463623,45,61,5,21,13883.5718536377
-46116.4281463623,45,62,5,22,13883.5718536377
-46116.4281463623,45,63,5,23,13883.5718536377
-46116.4281463623,45,64,5,24,13883.5718536377
-46116.4281463623,45,65,5,25,13883.5718536377
-44010.9413909912,45,66,5,26,15989.0586090088
-46116.4281463623,45,67,5,27,13883.5718536377
-44010.9413909912,45,68,5,28,15989.0586090088
-46116.4281463623,45,69,5,29,13883.5718536377
-46116.4281463623,45,70,5,30,13883.5718536377
-46116.4281463623,45,71,5,31,13883.5718536377
-46116.4281463623,45,72,5,32,13883.5718536377
-44010.9413909912,45,73,5,33,15989.0586090088
-46116.4281463623,45,74,5,34,13883.5718536377
-44010.9413909912,45,75,5,35,15989.0586090088
-44010.9413909912,45,76,5,36,15989.0586090088
-44010.9413909912,45,77,5,37,15989.0586090088
-44010.9413909912,45,78,5,38,15989.0586090088
-46116.4281463623,45,79,5,39,13883.5718536377
-44010.9413909912,45,80,5,40,15989.0586090088
-44010.9413909912,45,81,5,41,15989.0586090088
-46116.4281463623,45,82,5,42,13883.5718536377
-46116.4281463623,45,83,5,43,13883.5718536377
-46116.4281463623,45,84,5,44,13883.5718536377
-44010.9413909912,45,85,5,45,15989.0586090088
-44092.5411987305,45,86,5,46,15907.4588012695
-46116.4281463623,45,87,5,47,13883.5718536377
-46116.4281463623,45,88,5,48,13883.5718536377
-44010.9413909912,45,89,5,49,15989.0586090088
-46116.4281463623,45,90,5,50,13883.5718536377
-46116.4281463623,45,91,5,51,13883.5718536377
-46116.4281463623,45,92,5,52,13883.5718536377
-46116.4281463623,45,93,5,53,13883.5718536377
-46116.4281463623,45,94,5,54,13883.5718536377
-44010.9413909912,45,95,5,55,15989.0586090088
-46116.4281463623,45,96,5,56,13883.5718536377
-46116.4281463623,45,97,5,57,13883.5718536377
-44010.9413909912,45,98,5,58,15989.0586090088
-44010.9413909912,45,99,5,59,15989.0586090088
-44010.9413909912,45,100,5,60,15989.0586090088
-44092.5411987305,45,101,5,61,15907.4588012695
-46116.4281463623,45,102,5,62,13883.5718536377
-46116.4281463623,45,103,5,63,13883.5718536377
-44010.9413909912,45,104,5,64,15989.0586090088
-41503.186340332,46,40,6,0,18496.813659668
-41503.186340332,46,41,6,1,18496.813659668
-39374.900894165,46,42,6,2,20625.099105835
-41181.5863609314,46,43,6,3,18818.4136390686
-41503.186340332,46,44,6,4,18496.813659668
-39374.900894165,46,45,6,5,20625.099105835
-41503.186340332,46,47,6,7,18496.813659668
-40445.9866333008,46,48,6,8,19554.0133666992
-39374.900894165,46,49,6,9,20625.099105835
-41503.186340332,46,50,6,10,18496.813659668
-41503.186340332,46,51,6,11,18496.813659668
-40813.1008529663,46,52,6,12,19186.8991470337
-39374.900894165,46,53,6,13,20625.099105835
-39374.900894165,46,54,6,14,20625.099105835
-41503.186340332,46,55,6,15,18496.813659668
-41503.186340332,46,56,6,16,18496.813659668
-39374.900894165,46,57,6,17,20625.099105835
-39374.900894165,46,58,6,18,20625.099105835
-39374.900894165,46,59,6,19,20625.099105835
-41503.186340332,46,60,6,20,18496.813659668
-39374.900894165,46,61,6,21,20625.099105835
-39374.900894165,46,62,6,22,20625.099105835
-39374.900894165,46,63,6,23,20625.099105835
-39374.900894165,46,64,6,24,20625.099105835
-39374.900894165,46,65,6,25,20625.099105835
-41503.186340332,46,66,6,26,18496.813659668
-39374.900894165,46,67,6,27,20625.099105835
-41503.186340332,46,68,6,28,18496.813659668
-39374.900894165,46,69,6,29,20625.099105835
-39374.900894165,46,70,6,30,20625.099105835
-39374.900894165,46,71,6,31,20625.099105835
-39374.900894165,46,72,6,32,20625.099105835
-41503.186340332,46,73,6,33,18496.813659668
-39374.900894165,46,74,6,34,20625.099105835
-41503.186340332,46,75,6,35,18496.813659668
-41503.186340332,46,76,6,36,18496.813659668
-41503.186340332,46,77,6,37,18496.813659668
-41503.186340332,46,78,6,38,18496.813659668
-39374.900894165,46,79,6,39,20625.099105835
-41503.186340332,46,80,6,40,18496.813659668
-41503.186340332,46,81,6,41,18496.813659668
-39374.900894165,46,82,6,42,20625.099105835
-39374.900894165,46,83,6,43,20625.099105835
-39374.900894165,46,84,6,44,20625.099105835
-41503.186340332,46,85,6,45,18496.813659668
-41181.5863609314,46,86,6,46,18818.4136390686
-39374.900894165,46,87,6,47,20625.099105835
-39374.900894165,46,88,6,48,20625.099105835
-41503.186340332,46,89,6,49,18496.813659668
-39374.900894165,46,90,6,50,20625.099105835
-39374.900894165,46,91,6,51,20625.099105835
-39374.900894165,46,92,6,52,20625.099105835
-39374.900894165,46,93,6,53,20625.099105835
-39374.900894165,46,94,6,54,20625.099105835
-41503.186340332,46,95,6,55,18496.813659668
-39374.900894165,46,96,6,56,20625.099105835
-39374.900894165,46,97,6,57,20625.099105835
-41503.186340332,46,98,6,58,18496.813659668
-41503.186340332,46,99,6,59,18496.813659668
-41503.186340332,46,100,6,60,18496.813659668
-41181.5863609314,46,101,6,61,18818.4136390686
-39374.900894165,46,102,6,62,20625.099105835
-39374.900894165,46,103,6,63,20625.099105835
-41503.186340332,46,104,6,64,18496.813659668
-39463.0137634277,47,40,7,0,20536.9862365723
-39463.0137634277,47,41,7,1,20536.9862365723
-37334.7283172607,47,42,7,2,22665.2716827393
-39141.4137840271,47,43,7,3,20858.5862159729
-39463.0137634277,47,44,7,4,20536.9862365723
-37334.7283172607,47,45,7,5,22665.2716827393
-39463.0137634277,47,46,7,6,20536.9862365723
-38405.8140563965,47,48,7,8,21594.1859436035
-37334.7283172607,47,49,7,9,22665.2716827393
-39463.0137634277,47,50,7,10,20536.9862365723
-39463.0137634277,47,51,7,11,20536.9862365723
-38772.928276062,47,52,7,12,21227.071723938
-37334.7283172607,47,53,7,13,22665.2716827393
-37334.7283172607,47,54,7,14,22665.2716827393
-39463.0137634277,47,55,7,15,20536.9862365723
-39463.0137634277,47,56,7,16,20536.9862365723
-37334.7283172607,47,57,7,17,22665.2716827393
-37334.7283172607,47,58,7,18,22665.2716827393
-37334.7283172607,47,59,7,19,22665.2716827393
-39463.0137634277,47,60,7,20,20536.9862365723
-37334.7283172607,47,61,7,21,22665.2716827393
-37334.7283172607,47,62,7,22,22665.2716827393
-37334.7283172607,47,63,7,23,22665.2716827393
-37334.7283172607,47,64,7,24,22665.2716827393
-37334.7283172607,47,65,7,25,22665.2716827393
-39463.0137634277,47,66,7,26,20536.9862365723
-37334.7283172607,47,67,7,27,22665.2716827393
-39463.0137634277,47,68,7,28,20536.9862365723
-37334.7283172607,47,69,7,29,22665.2716827393
-37334.7283172607,47,70,7,30,22665.2716827393
-37334.7283172607,47,71,7,31,22665.2716827393
-37334.7283172607,47,72,7,32,22665.2716827393
-39463.0137634277,47,73,7,33,20536.9862365723
-37334.7283172607,47,74,7,34,22665.2716827393
-39463.0137634277,47,75,7,35,20536.9862365723
-39463.0137634277,47,76,7,36,20536.9862365723
-39463.0137634277,47,77,7,37,20536.9862365723
-39463.0137634277,47,78,7,38,20536.9862365723
-37334.7283172607,47,79,7,39,22665.2716827393
-39463.0137634277,47,80,7,40,20536.9862365723
-39463.0137634277,47,81,7,41,20536.9862365723
-37334.7283172607,47,82,7,42,22665.2716827393
-37334.7283172607,47,83,7,43,22665.2716827393
-37334.7283172607,47,84,7,44,22665.2716827393
-39463.0137634277,47,85,7,45,20536.9862365723
-39141.4137840271,47,86,7,46,20858.5862159729
-37334.7283172607,47,87,7,47,22665.2716827393
-37334.7283172607,47,88,7,48,22665.2716827393
-39463.0137634277,47,89,7,49,20536.9862365723
-37334.7283172607,47,90,7,50,22665.2716827393
-37334.7283172607,47,91,7,51,22665.2716827393
-37334.7283172607,47,92,7,52,22665.2716827393
-37334.7283172607,47,93,7,53,22665.2716827393
-37334.7283172607,47,94,7,54,22665.2716827393
-39463.0137634277,47,95,7,55,20536.9862365723
-37334.7283172607,47,96,7,56,22665.2716827393
-37334.7283172607,47,97,7,57,22665.2716827393
-39463.0137634277,47,98,7,58,20536.9862365723
-39463.0137634277,47,99,7,59,20536.9862365723
-39463.0137634277,47,100,7,60,20536.9862365723
-39141.4137840271,47,101,7,61,20858.5862159729
-37334.7283172607,47,102,7,62,22665.2716827393
-37334.7283172607,47,103,7,63,22665.2716827393
-39463.0137634277,47,104,7,64,20536.9862365723
-48460.1146316528,48,40,8,0,11539.8853683472
-48460.1146316528,48,41,8,1,11539.8853683472
-47600.7432174683,48,42,8,2,12399.2567825317
-48541.714553833,48,43,8,3,11458.285446167
-48460.1146316528,48,44,8,4,11539.8853683472
-47600.7432174683,48,45,8,5,12399.2567825317
-48460.1146316528,48,46,8,6,11539.8853683472
-48460.1146316528,48,47,8,7,11539.8853683472
-47600.7432174683,48,49,8,9,12399.2567825317
-48460.1146316528,48,50,8,10,11539.8853683472
-48460.1146316528,48,51,8,11,11539.8853683472
-49113.5145950317,48,52,8,12,10886.4854049683
-47600.7432174683,48,53,8,13,12399.2567825317
-47600.7432174683,48,54,8,14,12399.2567825317
-48460.1146316528,48,55,8,15,11539.8853683472
-48460.1146316528,48,56,8,16,11539.8853683472
-47600.7432174683,48,57,8,17,12399.2567825317
-47600.7432174683,48,58,8,18,12399.2567825317
-47600.7432174683,48,59,8,19,12399.2567825317
-48460.1146316528,48,60,8,20,11539.8853683472
-47600.7432174683,48,61,8,21,12399.2567825317
-47600.7432174683,48,62,8,22,12399.2567825317
-47600.7432174683,48,63,8,23,12399.2567825317
-47600.7432174683,48,64,8,24,12399.2567825317
-47600.7432174683,48,65,8,25,12399.2567825317
-48460.1146316528,48,66,8,26,11539.8853683472
-47600.7432174683,48,67,8,27,12399.2567825317
-48460.1146316528,48,68,8,28,11539.8853683472
-47600.7432174683,48,69,8,29,12399.2567825317
-47600.7432174683,48,70,8,30,12399.2567825317
-47600.7432174683,48,71,8,31,12399.2567825317
-47600.7432174683,48,72,8,32,12399.2567825317
-48460.1146316528,48,73,8,33,11539.8853683472
-47600.7432174683,48,74,8,34,12399.2567825317
-48460.1146316528,48,75,8,35,11539.8853683472
-48460.1146316528,48,76,8,36,11539.8853683472
-48460.1146316528,48,77,8,37,11539.8853683472
-48460.1146316528,48,78,8,38,11539.8853683472
-47600.7432174683,48,79,8,39,12399.2567825317
-48460.1146316528,48,80,8,40,11539.8853683472
-48460.1146316528,48,81,8,41,11539.8853683472
-47600.7432174683,48,82,8,42,12399.2567825317
-47600.7432174683,48,83,8,43,12399.2567825317
-47600.7432174683,48,84,8,44,12399.2567825317
-48460.1146316528,48,85,8,45,11539.8853683472
-48541.714553833,48,86,8,46,11458.285446167
-47600.7432174683,48,87,8,47,12399.2567825317
-47600.7432174683,48,88,8,48,12399.2567825317
-48460.1146316528,48,89,8,49,11539.8853683472
-47600.7432174683,48,90,8,50,12399.2567825317
