id_edge,source_node,target_node,flow_cost,fixed_cost
80,7,495,0.0,489.0
81,17,183,2.0,162.0
82,17,276,10.0,128.0
83,16,276,5.0,104.0
84,18,30,2.0,333.0
85,18,203,2.0,379.0
86,17,178,9.0,162.0
87,16,10,2.0,403.0
88,10,16,9.0,174.0
89,19,21,6.0,364.0
90,0,42,4.0,416.0
91,19,42,10.0,375.0
92,19,98,1.0,341.0
93,11,98,5.0,139.0
94,20,2,3.0,489.0
95,20,0,4.0,218.0
96,4,20,7.0,114.0
97,20,4,0.0,350.0
98,20,82,7.0,317.0
99,1,445,1.0,130.0
100,21,19,3.0,244.0
101,21,41,1.0,438.0
102,22,6,7.0,464.0
103,22,3,10.0,334.0
104,21,29,2.0,295.0
105,0,29,1.0,388.0
106,6,369,1.0,210.0
107,3,369,9.0,143.0
108,19,256,6.0,366.0
109,6,256,6.0,229.0
110,22,60,10.0,333.0
111,1,43,7.0,171.0
112,23,1,4.0,274.0
113,23,101,10.0,278.0
114,24,10,2.0,381.0
115,24,212,0.0,475.0
116,1,0,0.0,233.0
117,0,1,6.0,174.0
118,20,75,0.0,390.0
119,23,75,2.0,202.0
120,25,107,3.0,319.0
121,16,215,3.0,302.0
122,24,215,7.0,395.0
123,17,13,1.0,355.0
124,13,17,2.0,497.0
125,17,151,3.0,461.0
126,24,124,0.0,306.0
127,25,487,5.0,281.0
128,7,315,4.0,107.0
129,26,402,5.0,387.0
130,27,185,1.0,117.0
131,4,0,7.0,421.0
132,0,4,2.0,260.0
133,8,27,5.0,134.0
134,27,8,7.0,484.0
135,28,1,8.0,340.0
136,28,19,5.0,300.0
137,29,0,5.0,247.0
138,29,21,6.0,161.0
139,11,365,10.0,358.0
140,28,365,9.0,486.0
141,30,18,5.0,248.0
142,30,31,10.0,388.0
143,21,0,4.0,251.0
144,0,21,8.0,223.0
145,18,16,4.0,175.0
146,16,18,2.0,329.0
147,31,30,5.0,377.0
148,31,16,0.0,179.0
149,21,426,4.0,409.0
150,0,184,7.0,130.0
151,26,224,0.0,338.0
152,5,224,4.0,389.0
153,32,130,3.0,451.0
154,33,79,0.0,207.0
155,34,479,8.0,157.0
156,34,2,10.0,410.0
157,4,119,0.0,150.0
158,26,119,3.0,501.0
159,5,34,8.0,202.0
160,34,5,5.0,243.0
161,35,36,10.0,113.0
162,16,30,7.0,395.0
163,30,16,10.0,350.0
164,4,72,10.0,114.0
165,26,458,8.0,149.0
166,0,306,3.0,237.0
167,28,306,8.0,144.0
168,36,35,2.0,321.0
169,36,168,3.0,293.0
170,3,5,10.0,124.0
171,5,3,8.0,309.0
172,37,232,7.0,486.0
173,37,5,4.0,301.0
174,30,178,9.0,192.0
175,178,30,1.0,355.0
176,38,480,10.0,334.0
177,39,1,6.0,212.0
178,39,71,9.0,435.0
179,32,280,7.0,364.0
180,5,117,5.0,120.0
181,36,69,10.0,488.0
182,5,69,0.0,132.0
183,10,152,4.0,176.0
184,5,330,1.0,477.0
185,27,12,7.0,235.0
186,12,27,5.0,293.0
187,36,9,7.0,437.0
188,9,36,9.0,200.0
189,36,5,1.0,384.0
190,5,36,0.0,219.0
191,39,3,6.0,457.0
192,3,39,4.0,464.0
193,26,270,4.0,290.0
194,33,73,5.0,395.0
195,38,362,7.0,457.0
196,4,362,0.0,309.0
197,34,37,5.0,231.0
198,37,34,5.0,188.0
199,40,438,9.0,281.0
200,10,150,4.0,402.0
201,40,45,5.0,288.0
202,41,21,4.0,448.0
203,41,390,6.0,263.0
204,21,275,8.0,491.0
205,6,275,8.0,148.0
206,42,19,1.0,229.0
207,42,0,7.0,346.0
208,43,1,4.0,391.0
209,43,121,2.0,186.0
210,3,43,0.0,334.0
211,43,3,4.0,237.0
212,1,22,1.0,397.0
213,22,1,0.0,248.0
214,34,78,0.0,487.0
215,16,78,1.0,296.0
216,44,130,5.0,200.0
217,44,3,2.0,395.0
218,0,91,3.0,431.0
219,41,324,2.0,509.0
220,9,172,9.0,365.0
221,7,172,7.0,436.0
222,39,491,7.0,135.0
223,27,54,8.0,509.0
224,16,106,9.0,278.0
225,30,456,9.0,171.0
226,45,40,4.0,354.0
227,45,223,4.0,228.0
228,3,32,9.0,341.0
229,32,3,3.0,467.0
230,45,7,0.0,287.0
231,7,45,7.0,178.0
232,21,396,8.0,363.0
233,42,396,7.0,123.0
234,36,264,1.0,434.0
235,3,264,7.0,139.0
236,40,48,1.0,262.0
237,10,153,4.0,181.0
238,19,67,7.0,424.0
239,0,58,2.0,163.0
240,44,246,1.0,382.0
241,246,44,9.0,353.0
242,46,286,10.0,221.0
243,7,66,4.0,150.0
244,3,278,8.0,441.0
245,7,81,10.0,507.0
246,3,443,5.0,347.0
247,47,422,9.0,160.0
248,47,9,0.0,494.0
249,48,218,8.0,488.0
250,48,40,0.0,463.0
251,47,14,7.0,267.0
252,14,47,3.0,216.0
253,9,469,7.0,264.0
254,48,476,10.0,126.0
255,49,173,8.0,423.0
256,3,415,8.0,138.0
257,9,410,8.0,241.0
258,50,101,10.0,489.0
259,50,0,8.0,501.0
260,23,337,1.0,176.0
261,0,342,0.0,390.0
262,26,86,0.0,120.0
263,49,51,4.0,396.0
264,5,87,8.0,448.0
265,4,131,10.0,433.0
266,40,345,5.0,148.0
267,10,345,5.0,275.0
268,0,336,2.0,458.0
269,23,59,10.0,413.0
270,51,49,9.0,457.0
271,51,237,5.0,223.0
272,52,53,6.0,503.0
273,52,14,9.0,440.0
274,53,122,6.0,393.0
275,53,52,8.0,110.0
276,7,53,9.0,500.0
277,53,7,6.0,350.0
278,49,26,2.0,235.0
279,26,49,3.0,331.0
280,3,498,2.0,257.0
281,14,261,1.0,393.0
282,5,155,0.0,430.0
283,51,155,10.0,284.0
284,54,27,0.0,419.0
285,54,247,10.0,284.0
286,55,118,5.0,212.0
287,53,145,1.0,259.0
288,14,145,8.0,335.0
289,52,7,0.0,401.0
290,7,52,4.0,388.0
291,13,460,9.0,189.0
292,55,460,8.0,361.0
293,56,354,3.0,416.0
294,39,27,9.0,197.0
295,27,39,4.0,483.0
296,54,1,0.0,189.0
297,1,54,5.0,413.0
298,55,17,8.0,476.0
299,17,55,5.0,351.0
300,3,97,0.0,490.0
301,14,85,0.0,279.0
302,57,159,1.0,368.0
303,57,2,10.0,501.0
304,58,0,3.0,345.0
305,58,435,8.0,462.0
306,19,217,1.0,231.0
307,0,157,3.0,294.0
308,3,233,4.0,149.0
309,2,70,8.0,429.0
310,59,23,3.0,327.0
311,59,471,9.0,283.0
312,60,307,0.0,182.0
313,60,22,5.0,299.0
314,58,64,9.0,494.0
315,42,64,9.0,166.0
316,43,394,2.0,224.0
317,22,163,10.0,207.0
318,61,233,9.0,153.0
319,62,415,10.0,393.0
320,63,135,7.0,216.0
321,59,356,7.0,370.0
322,50,329,4.0,276.0
323,43,339,2.0,327.0
324,22,209,8.0,510.0
325,0,23,9.0,230.0
326,23,0,0.0,338.0
327,3,248,0.0,124.0
328,2,248,9.0,324.0
329,57,61,1.0,368.0
330,61,57,3.0,140.0
331,64,42,1.0,330.0
332,64,58,3.0,490.0
333,62,211,6.0,269.0
334,47,211,2.0,408.0
335,42,100,1.0,194.0
336,58,238,8.0,440.0
337,3,14,4.0,458.0
338,14,3,10.0,450.0
339,65,487,2.0,184.0
340,9,483,4.0,298.0
341,3,483,10.0,496.0
342,66,285,7.0,296.0
343,66,7,3.0,459.0
344,55,25,2.0,486.0
345,25,55,7.0,216.0
346,63,427,2.0,189.0
347,49,427,3.0,222.0
348,19,64,3.0,342.0
349,64,19,10.0,126.0
350,7,249,4.0,191.0
351,3,74,2.0,348.0
352,63,5,8.0,332.0
353,5,63,6.0,442.0
354,67,142,0.0,364.0
355,67,19,6.0,390.0
356,61,113,4.0,337.0
357,7,113,4.0,369.0
358,67,105,7.0,189.0
359,64,109,0.0,124.0
360,68,300,3.0,213.0
361,69,5,2.0,100.0
362,69,36,2.0,145.0
363,165,69,5.0,231.0
364,69,165,9.0,258.0
365,68,242,2.0,385.0
366,45,242,3.0,494.0
367,70,2,3.0,501.0
368,70,61,8.0,431.0
369,71,39,1.0,184.0
370,71,432,3.0,209.0
371,3,71,6.0,132.0
372,71,3,4.0,457.0
373,2,462,4.0,362.0
374,61,462,1.0,476.0
375,27,71,1.0,446.0
376,71,27,5.0,418.0
377,69,32,4.0,240.0
378,32,69,0.0,312.0
379,70,7,3.0,507.0
380,7,70,1.0,187.0
381,72,164,8.0,171.0
382,72,4,7.0,190.0
383,26,4,8.0,267.0
384,4,26,9.0,108.0
385,4,128,10.0,363.0
386,26,128,3.0,474.0
387,53,66,10.0,382.0
388,66,53,4.0,171.0
389,9,404,4.0,136.0
390,68,253,7.0,226.0
391,73,33,2.0,499.0
392,73,270,10.0,451.0
393,73,38,7.0,327.0
394,38,73,6.0,499.0
395,67,292,4.0,108.0
396,0,292,3.0,489.0
397,74,3,5.0,298.0
398,74,149,7.0,433.0
399,75,23,4.0,450.0
400,75,20,7.0,368.0
401,46,467,10.0,490.0
402,74,255,9.0,123.0
403,76,192,9.0,341.0
404,123,118,1.0,317.0
405,118,123,4.0,208.0
406,77,92,10.0,229.0
407,77,3,10.0,133.0
408,20,214,3.0,293.0
409,23,214,0.0,255.0
410,78,16,7.0,298.0
411,78,34,0.0,107.0
412,79,33,0.0,253.0
413,79,318,0.0,263.0
414,77,7,2.0,353.0
415,7,77,0.0,486.0
416,80,269,10.0,356.0
417,33,26,4.0,454.0
418,26,33,4.0,397.0
419,40,68,6.0,163.0
420,68,40,5.0,142.0
421,16,34,10.0,179.0
422,34,16,4.0,361.0
423,81,208,9.0,129.0
424,81,7,0.0,186.0
425,3,46,6.0,403.0
426,46,3,4.0,101.0
427,9,382,2.0,159.0
428,40,382,7.0,504.0
429,23,20,0.0,489.0
430,20,23,7.0,220.0
431,82,455,0.0,492.0
432,82,20,3.0,169.0
433,20,351,3.0,328.0
434,1,351,5.0,473.0
435,77,81,9.0,108.0
436,81,77,6.0,329.0
437,83,4,7.0,382.0
438,83,413,10.0,285.0
439,68,104,2.0,142.0
440,40,104,8.0,363.0
441,9,239,0.0,122.0
442,40,239,6.0,410.0
443,66,74,3.0,208.0
444,74,66,2.0,127.0
445,4,385,4.0,370.0
446,33,385,4.0,280.0
447,33,38,8.0,222.0
448,38,33,5.0,103.0
449,84,10,3.0,452.0
450,84,169,0.0,224.0
451,1,20,8.0,376.0
452,20,1,4.0,474.0
453,85,14,4.0,200.0
454,85,102,4.0,233.0
455,86,191,8.0,387.0
456,86,26,0.0,370.0
457,81,61,9.0,195.0
458,61,81,8.0,316.0
459,63,26,2.0,103.0
460,26,63,7.0,401.0
461,86,5,9.0,407.0
462,5,86,3.0,317.0
463,3,282,0.0,122.0
464,14,167,10.0,242.0
465,87,302,10.0,486.0
466,87,5,4.0,113.0
467,17,463,4.0,415.0
468,10,89,3.0,140.0
469,88,15,5.0,232.0
470,88,138,1.0,118.0
471,89,10,7.0,107.0
472,89,156,6.0,185.0
473,90,452,5.0,139.0
474,91,324,5.0,128.0
475,91,0,8.0,432.0
476,53,3,2.0,112.0
477,3,53,8.0,213.0
478,0,41,9.0,356.0
479,41,0,6.0,260.0
480,10,17,8.0,492.0
481,17,10,1.0,228.0
482,15,12,1.0,383.0
483,12,15,9.0,451.0
484,10,371,8.0,101.0
485,17,371,2.0,315.0
486,92,384,8.0,452.0
487,92,77,9.0,223.0
488,8,243,7.0,426.0
489,243,8,3.0,467.0
490,93,227,5.0,178.0
491,93,2,1.0,498.0
492,85,200,6.0,413.0
493,56,200,6.0,130.0
494,94,164,10.0,300.0
495,4,446,5.0,363.0
496,5,216,7.0,333.0
497,7,206,7.0,181.0
498,89,206,5.0,441.0
499,362,318,10.0,355.0
500,318,362,6.0,477.0
501,4,453,8.0,215.0
502,5,453,6.0,159.0
503,91,6,10.0,129.0
504,6,91,5.0,151.0
505,95,491,2.0,457.0
506,96,10,2.0,207.0
507,96,326,4.0,148.0
508,3,497,8.0,182.0
509,92,182,6.0,200.0
510,2,5,8.0,497.0
511,5,2,2.0,331.0
512,78,141,0.0,111.0
513,2,260,3.0,394.0
514,97,102,6.0,258.0
515,97,3,9.0,410.0
516,98,11,5.0,201.0
517,98,19,6.0,214.0
518,97,14,2.0,201.0
519,14,97,7.0,466.0
520,10,132,9.0,340.0
521,37,352,8.0,208.0
522,26,72,0.0,320.0
523,72,26,2.0,323.0
524,19,160,1.0,214.0
525,11,160,1.0,367.0
526,4,33,8.0,403.0
527,33,4,7.0,316.0
528,99,159,4.0,250.0
529,100,238,5.0,103.0
530,100,42,9.0,119.0
531,2,210,10.0,195.0
532,5,114,9.0,377.0
533,101,23,8.0,166.0
534,101,50,5.0,235.0
535,61,99,1.0,187.0
536,99,61,6.0,158.0
537,23,50,6.0,474.0
538,50,23,2.0,319.0
539,102,85,0.0,332.0
540,102,97,10.0,185.0
541,103,232,10.0,211.0
542,104,40,5.0,218.0
543,104,68,8.0,481.0
544,27,95,4.0,235.0
545,95,27,5.0,279.0
546,85,110,2.0,450.0
547,97,110,10.0,466.0
548,102,56,3.0,486.0
549,56,102,9.0,393.0
550,105,137,0.0,454.0
551,105,67,7.0,445.0
552,96,37,3.0,365.0
553,37,96,2.0,289.0
554,101,451,0.0,120.0
555,39,54,0.0,446.0
556,54,39,4.0,233.0
557,64,100,4.0,410.0
558,100,64,6.0,497.0
559,106,383,9.0,487.0
560,106,16,0.0,225.0
561,64,67,0.0,303.0
562,67,64,0.0,172.0
563,96,5,1.0,354.0
564,5,96,2.0,348.0
565,107,25,0.0,469.0
566,107,313,10.0,174.0
567,106,178,2.0,333.0
568,178,106,6.0,100.0
569,108,162,5.0,129.0
570,31,154,0.0,366.0
571,106,154,2.0,122.0
572,19,109,5.0,454.0
573,109,19,3.0,340.0
574,42,58,1.0,433.0
575,58,42,1.0,470.0
576,99,112,4.0,485.0
577,2,296,6.0,345.0
578,46,295,3.0,412.0
579,77,295,7.0,492.0
580,122,66,8.0,298.0
581,66,122,3.0,339.0
582,109,64,6.0,386.0
583,109,137,3.0,206.0
584,108,294,6.0,483.0
585,40,294,1.0,122.0
586,109,67,2.0,139.0
587,67,109,3.0,423.0
588,110,97,1.0,368.0
589,110,85,8.0,327.0
590,64,379,9.0,474.0
591,105,379,10.0,293.0
592,111,3,2.0,501.0
593,111,403,5.0,173.0
594,56,459,9.0,138.0
595,97,459,8.0,203.0
596,112,310,8.0,182.0
597,112,99,9.0,179.0
598,113,7,7.0,453.0
599,113,61,3.0,470.0
600,128,361,4.0,187.0
601,361,128,1.0,422.0
602,2,99,2.0,347.0
603,99,2,8.0,486.0
604,40,234,1.0,475.0
605,68,129,3.0,278.0
606,9,373,7.0,443.0
607,108,373,1.0,255.0
608,13,25,0.0,120.0
609,25,13,10.0,102.0
610,3,186,5.0,150.0
611,1,186,0.0,355.0
612,97,273,4.0,381.0
613,85,273,2.0,109.0
614,114,5,2.0,234.0
615,114,475,7.0,212.0
616,12,111,8.0,458.0
617,111,12,7.0,177.0
618,115,235,2.0,170.0
619,115,99,6.0,159.0
620,116,174,6.0,421.0
621,116,26,1.0,389.0
622,112,450,6.0,279.0
623,57,221,6.0,196.0
624,97,290,2.0,455.0
625,85,290,7.0,253.0
626,38,26,3.0,414.0
627,26,38,9.0,501.0
628,117,5,9.0,199.0
629,117,280,2.0,119.0
630,118,55,0.0,279.0
631,118,199,1.0,316.0
632,119,26,9.0,503.0
633,119,4,5.0,284.0
634,104,9,9.0,115.0
635,9,104,3.0,250.0
636,13,334,1.0,260.0
637,25,126,7.0,461.0
638,119,158,0.0,280.0
639,38,158,6.0,105.0
640,32,144,4.0,107.0
641,5,144,1.0,464.0
642,120,132,8.0,150.0
643,114,227,5.0,298.0
644,227,114,3.0,246.0
645,121,43,7.0,185.0
646,121,465,10.0,406.0
647,122,452,3.0,437.0
648,122,53,6.0,155.0
649,434,423,6.0,114.0
650,117,3,0.0,297.0
651,3,117,9.0,366.0
652,123,17,1.0,129.0
653,123,25,9.0,177.0
654,3,122,2.0,357.0
655,122,3,5.0,349.0
656,43,473,6.0,243.0
657,60,473,5.0,468.0
658,116,258,7.0,484.0
659,73,258,9.0,208.0
660,115,179,3.0,504.0
661,2,179,8.0,128.0
662,124,24,5.0,306.0
663,124,272,9.0,232.0
664,125,307,7.0,169.0
665,126,25,2.0,110.0
666,126,334,3.0,504.0
667,127,148,9.0,449.0
668,119,0,4.0,489.0
669,0,119,0.0,166.0
670,13,123,8.0,423.0
671,123,13,0.0,213.0
672,123,55,3.0,379.0
673,55,123,9.0,278.0
674,113,70,8.0,115.0
675,70,113,5.0,438.0
676,11,241,7.0,341.0
677,19,241,7.0,400.0
678,120,34,9.0,156.0
679,34,120,6.0,305.0
680,128,26,7.0,455.0
681,128,4,8.0,213.0
682,124,10,10.0,264.0
683,10,124,9.0,443.0
684,129,68,5.0,103.0
685,129,234,9.0,461.0
686,124,18,6.0,135.0
687,18,124,7.0,316.0
688,129,244,6.0,498.0
689,104,244,2.0,107.0
690,130,32,8.0,189.0
691,130,44,9.0,360.0
692,131,4,10.0,396.0
693,131,302,4.0,439.0
694,44,32,9.0,416.0
695,32,44,9.0,345.0
696,126,55,2.0,234.0
697,55,126,4.0,289.0
698,7,133,7.0,381.0
699,61,133,0.0,447.0
700,127,470,1.0,194.0
701,25,470,4.0,474.0
702,25,127,4.0,337.0
703,127,25,7.0,225.0
704,132,120,2.0,452.0
705,132,10,2.0,414.0
706,126,127,1.0,325.0
707,127,126,1.0,331.0
708,118,25,7.0,203.0
709,25,118,4.0,499.0
710,133,61,3.0,112.0
711,133,7,0.0,507.0
712,87,4,8.0,446.0
713,4,87,8.0,155.0
714,134,7,4.0,113.0
715,134,219,5.0,338.0
716,135,63,0.0,118.0
717,135,191,3.0,244.0
718,136,383,5.0,427.0
719,128,72,8.0,436.0
720,72,128,10.0,161.0
721,61,7,9.0,463.0
722,7,61,4.0,193.0
723,133,81,3.0,454.0
724,81,133,1.0,318.0
725,137,109,4.0,345.0
726,137,105,7.0,224.0
727,65,123,5.0,341.0
728,123,65,7.0,382.0
729,138,88,9.0,328.0
730,138,190,7.0,451.0
731,139,367,2.0,320.0
732,139,103,8.0,253.0
733,139,37,2.0,462.0
734,37,139,8.0,443.0
735,13,134,4.0,254.0
736,134,13,2.0,307.0
737,140,336,10.0,480.0
738,105,109,8.0,175.0
739,109,105,2.0,103.0
740,141,260,5.0,407.0
741,141,78,3.0,249.0
742,288,53,1.0,138.0
743,53,288,10.0,274.0
744,135,5,1.0,354.0
745,5,135,0.0,402.0
746,78,147,0.0,119.0
747,2,147,3.0,239.0
748,3,130,7.0,367.0
749,130,3,9.0,114.0
750,140,187,3.0,401.0
751,23,245,10.0,159.0
752,15,138,10.0,413.0
753,138,15,10.0,413.0
754,67,137,1.0,278.0
755,137,67,7.0,167.0
756,131,5,10.0,501.0
757,5,131,0.0,241.0
758,22,262,7.0,462.0
759,125,262,9.0,383.0
760,142,435,9.0,290.0
761,142,67,9.0,366.0
762,121,348,7.0,435.0
763,60,348,4.0,485.0
764,143,413,5.0,418.0
765,143,33,4.0,472.0
766,7,2,8.0,257.0
767,2,7,9.0,296.0
768,63,86,1.0,387.0
769,86,63,0.0,419.0
770,144,5,5.0,112.0
771,144,32,0.0,160.0
772,143,284,5.0,356.0
773,4,312,9.0,460.0
774,145,14,8.0,134.0
775,145,53,8.0,100.0
776,146,498,4.0,313.0
777,141,177,3.0,348.0
778,34,177,0.0,227.0
779,147,2,6.0,356.0
780,147,78,10.0,504.0
781,103,364,2.0,407.0
782,120,364,3.0,161.0
783,148,127,0.0,373.0
784,148,13,8.0,126.0
785,149,74,3.0,192.0
786,149,271,6.0,351.0
787,150,223,3.0,306.0
788,150,10,9.0,176.0
789,78,2,0.0,126.0
790,2,78,0.0,164.0
791,106,30,6.0,346.0
792,30,106,1.0,467.0
793,106,268,8.0,227.0
794,30,268,4.0,165.0
795,14,146,3.0,451.0
796,146,14,6.0,493.0
797,32,5,5.0,428.0
798,5,32,5.0,164.0
799,88,243,1.0,492.0
800,243,88,7.0,467.0
801,53,14,1.0,396.0
802,14,53,10.0,449.0
803,151,355,10.0,312.0
804,151,17,2.0,183.0
805,132,139,6.0,123.0
806,139,132,2.0,256.0
807,152,330,0.0,258.0
808,152,10,10.0,124.0
809,126,148,10.0,345.0
810,148,126,4.0,466.0
811,151,18,8.0,114.0
812,18,151,8.0,423.0
813,153,10,6.0,379.0
814,153,108,6.0,499.0
815,154,106,8.0,276.0
816,154,31,4.0,450.0
817,74,363,2.0,225.0
818,7,363,0.0,476.0
819,99,3,8.0,221.0
820,3,99,2.0,387.0
821,58,67,9.0,417.0
822,67,58,8.0,276.0
823,30,154,0.0,178.0
824,154,30,8.0,171.0
825,155,51,4.0,316.0
826,155,5,5.0,403.0
827,156,89,5.0,206.0
828,156,466,6.0,444.0
829,16,166,2.0,237.0
830,154,166,8.0,376.0
831,157,0,3.0,154.0
832,157,217,7.0,492.0
833,158,38,0.0,291.0
834,158,119,5.0,404.0
835,159,99,10.0,435.0
836,159,57,9.0,269.0
837,10,5,2.0,115.0
838,5,10,1.0,400.0
839,10,139,2.0,106.0
840,139,10,5.0,259.0
841,160,11,3.0,172.0
842,160,19,1.0,457.0
843,161,488,1.0,422.0
844,161,3,6.0,509.0
845,162,108,0.0,151.0
846,162,218,5.0,126.0
847,64,142,2.0,482.0
848,142,64,10.0,415.0
849,163,22,5.0,109.0
850,163,394,2.0,211.0
851,156,10,4.0,108.0
852,10,156,1.0,167.0
853,164,94,4.0,272.0
854,164,72,7.0,307.0
855,165,5,5.0,300.0
856,165,35,4.0,498.0
857,4,158,7.0,208.0
858,158,4,5.0,320.0
859,150,444,2.0,368.0
860,7,444,4.0,428.0
861,74,7,0.0,294.0
862,7,74,5.0,433.0
863,166,154,3.0,149.0
864,166,16,7.0,323.0
865,147,16,3.0,409.0
866,16,147,1.0,342.0
867,167,14,4.0,284.0
868,167,325,2.0,506.0
869,49,128,4.0,444.0
870,128,49,9.0,462.0
871,14,265,9.0,302.0
872,3,308,6.0,279.0
873,168,36,4.0,420.0
874,168,32,9.0,175.0
875,120,322,5.0,226.0
876,139,322,4.0,332.0
877,169,84,4.0,290.0
878,169,17,10.0,325.0
879,12,311,6.0,128.0
880,3,311,2.0,241.0
881,144,440,3.0,105.0
882,69,440,9.0,114.0
883,99,57,1.0,454.0
884,57,99,7.0,208.0
885,51,5,7.0,184.0
886,5,51,7.0,115.0
887,265,145,1.0,421.0
888,145,265,1.0,377.0
889,111,161,4.0,346.0
890,161,111,7.0,336.0
891,94,72,7.0,194.0
892,72,94,3.0,308.0
893,170,416,4.0,299.0
894,170,7,9.0,108.0
895,43,22,9.0,442.0
896,22,43,5.0,164.0
897,108,10,3.0,248.0
898,10,108,2.0,236.0
899,3,56,0.0,456.0
900,56,3,0.0,437.0
901,14,395,5.0,118.0
902,3,395,1.0,228.0
903,171,7,4.0,354.0
904,171,46,2.0,123.0
905,80,129,6.0,151.0
906,129,80,8.0,480.0
907,40,150,1.0,330.0
908,150,40,6.0,454.0
909,0,19,3.0,450.0
910,19,0,4.0,179.0
911,36,32,3.0,421.0
912,32,36,4.0,111.0
913,124,17,2.0,176.0
914,17,124,7.0,393.0
915,51,188,1.0,322.0
916,5,188,8.0,135.0
917,330,96,8.0,146.0
918,96,330,0.0,239.0
919,172,7,6.0,259.0
920,172,9,10.0,339.0
921,173,49,4.0,466.0
922,173,4,2.0,110.0
923,174,480,5.0,396.0
924,174,116,5.0,109.0
925,0,59,10.0,273.0
926,59,0,2.0,262.0
927,120,375,10.0,192.0
928,10,197,7.0,177.0
929,163,449,6.0,239.0
930,1,259,6.0,121.0
931,98,277,10.0,123.0
932,160,195,8.0,180.0
933,10,169,2.0,112.0
934,169,10,7.0,167.0
935,4,49,4.0,194.0
936,49,4,9.0,508.0
937,40,162,6.0,187.0
938,162,40,10.0,245.0
939,74,171,0.0,117.0
940,171,74,3.0,368.0
941,173,128,4.0,195.0
942,128,173,4.0,275.0
943,175,176,2.0,171.0
944,176,175,1.0,404.0
945,176,293,0.0,501.0
946,177,34,6.0,227.0
947,177,141,8.0,152.0
948,34,141,5.0,469.0
949,141,34,3.0,255.0
950,28,160,5.0,369.0
951,160,28,9.0,470.0
952,116,492,3.0,421.0
953,38,257,1.0,189.0
954,52,170,10.0,258.0
955,170,52,2.0,437.0
956,31,166,3.0,147.0
957,166,31,5.0,385.0
958,61,207,6.0,213.0
959,159,222,2.0,489.0
960,148,25,5.0,109.0
961,25,148,1.0,510.0
962,178,17,0.0,320.0
963,178,203,1.0,436.0
964,7,9,7.0,487.0
965,9,7,8.0,195.0
966,179,2,6.0,176.0
967,179,115,5.0,472.0
968,180,13,4.0,232.0
969,180,2,3.0,458.0
970,2,115,10.0,417.0
971,115,2,9.0,148.0
972,18,17,0.0,234.0
973,17,18,8.0,237.0
974,2,13,6.0,439.0
975,13,2,1.0,115.0
976,41,175,5.0,161.0
977,175,41,1.0,365.0
978,169,393,1.0,490.0
979,10,393,6.0,220.0
980,181,12,8.0,144.0
981,181,1,3.0,418.0
982,3,179,6.0,496.0
983,179,3,9.0,402.0
984,2,267,7.0,177.0
985,13,267,2.0,363.0
986,3,246,0.0,104.0
987,168,246,8.0,421.0
988,72,309,8.0,171.0
989,94,309,5.0,236.0
990,21,175,10.0,100.0
991,175,21,8.0,364.0
992,174,236,5.0,113.0
993,26,236,3.0,335.0
994,182,92,8.0,244.0
995,182,497,7.0,425.0
