course_id,slot_label
23,D3P2
23,D4P2
24,D1P4
27,D4P0
27,D4P1
27,D4P2
27,D4P3
27,D4P4
28,D2P0
28,D2P1
28,D2P2
28,D2P3
28,D2P4
28,D4P0
28,D4P1
28,D4P2
28,D4P3
28,D4P4
29,D2P0
29,D2P1
29,D4P0
29,D4P1
29,D4P2
29,D4P3
29,D4P4
30,D0P0
30,D0P1
30,D0P2
30,D0P3
30,D0P4
30,D4P0
30,D4P1
30,D4P2
30,D4P3
30,D4P4
31,D2P3
31,D2P4
31,D3P0
31,D3P1
31,D3P2
31,D3P3
31,D3P4
31,D4P0
31,D4P1
31,D4P2
31,D4P3
31,D4P4
32,D3P0
32,D3P1
32,D3P2
32,D3P3
32,D3P4
32,D4P0
32,D4P1
32,D4P2
32,D4P3
32,D4P4
34,D0P2
34,D1P2
34,D2P2
34,D3P2
34,D4P2
36,D4P2
36,D4P4
37,D0P0
37,D1P0
37,D2P0
37,D2P4
37,D3P0
37,D3P4
37,D4P0
37,D4P4
38,D0P0
38,D2P0
38,D4P0
41,D2P3
41,D2P4
41,D3P0
41,D3P1
41,D3P2
41,D3P3
41,D3P4
41,D4P4
42,D0P4
42,D1P2
42,D1P3
42,D1P4
42,D2P4
42,D3P4
42,D4P0
42,D4P1
42,D4P2
42,D4P3
42,D4P4
44,D0P0
44,D0P2
44,D0P3
44,D2P2
44,D2P3
45,D0P0
45,D0P1
45,D0P2
45,D3P0
45,D3P1
45,D3P2
45,D3P3
45,D3P4
45,D4P0
45,D4P1
45,D4P2
45,D4P3
45,D4P4
48,D0P0
48,D0P1
48,D0P2
48,D0P3
48,D0P4
48,D1P0
48,D1P1
48,D1P2
49,D1P4
49,D2P4
49,D3P4
49,D4P0
49,D4P1
49,D4P2
49,D4P3
49,D4P4
50,D1P0
50,D1P1
50,D1P2
50,D2P2
50,D3P2
50,D4P2
50,D4P3
50,D4P4
51,D0P0
51,D0P1
51,D4P0
51,D4P1
51,D4P2
51,D4P3
51,D4P4
53,D0P0
53,D0P1
53,D0P2
53,D0P3
53,D0P4
53,D1P0
53,D1P1
53,D1P2
54,D0P0
54,D0P1
54,D0P2
54,D0P3
54,D0P4
54,D4P2
54,D4P3
54,D4P4
56,D2P0
56,D2P1
56,D2P2
56,D2P3
56,D2P4
56,D4P0
56,D4P1
56,D4P2
56,D4P3
56,D4P4
57,D0P0
57,D0P1
57,D0P2
57,D0P3
57,D0P4
57,D1P0
57,D1P2
57,D2P2
57,D2P3
57,D2P4
57,D3P2
57,D3P3
57,D3P4
57,D4P0
57,D4P1
57,D4P2
57,D4P3
57,D4P4
60,D0P0
60,D0P1
60,D0P2
60,D0P3
60,D0P4
60,D1P0
60,D1P1
60,D1P2
61,D0P0
61,D0P1
61,D0P2
61,D0P3
61,D0P4
61,D4P2
61,D4P3
61,D4P4
63,D0P0
63,D0P1
63,D4P4
64,D0P0
64,D0P1
64,D0P2
64,D1P0
64,D2P0
64,D3P0
64,D4P0
64,D4P4
65,D0P2
65,D1P2
65,D2P2
65,D3P2
65,D4P2
70,D0P0
70,D1P0
70,D2P0
70,D4P0
70,D4P1
70,D4P2
70,D4P3
70,D4P4
72,D0P0
72,D0P1
72,D4P0
72,D4P1
72,D4P2
72,D4P3
72,D4P4
73,D0P2
73,D1P2
73,D2P2
73,D3P2
73,D4P2
76,D0P0
76,D0P1
76,D0P2
76,D0P3
76,D1P0
76,D1P1
76,D1P2
76,D1P3
76,D2P0
76,D2P1
76,D2P2
76,D2P3
76,D3P0
76,D3P1
76,D3P2
76,D3P3
76,D4P0
76,D4P1
76,D4P2
76,D4P3
77,D0P0
77,D0P1
77,D0P2
77,D0P3
77,D0P4
78,D0P0
78,D0P1
78,D0P2
78,D0P3
78,D0P4
78,D1P0
78,D1P1
78,D1P2
78,D1P3
78,D1P4
80,D4P2
80,D4P3
80,D4P4
82,D0P0
82,D0P1
82,D0P2
82,D0P3
82,D0P4
82,D4P0
82,D4P1
82,D4P2
83,D0P0
83,D0P1
83,D0P2
83,D1P2
83,D1P4
83,D3P2
83,D4P2
83,D4P3
83,D4P4
84,D3P0
84,D3P1
84,D3P2
84,D3P3
84,D3P4
84,D4P0
84,D4P1
84,D4P2
84,D4P3
84,D4P4
85,D0P0
85,D4P1
85,D4P2
85,D4P3
85,D4P4
86,D0P0
86,D0P1
86,D0P2
86,D0P3
86,D0P4
86,D4P0
86,D4P1
86,D4P2
86,D4P3
86,D4P4
