Constraint_Group_Type,Period_ID,Variable_Name,Coefficient
Resource,3,C0054,0.14172488
Resource,3,C0066,-0.81608
Resource,3,C0072,-0.693668
Resource,3,C0079,-0.5896178
Resource,3,C0087,-0.50117513
Resource,3,C0096,-0.425998861
Resource,3,C0106,-0.362099031
Resource,3,C0117,-0.307784177
Resource,3,C0130,1.0201
Resource,3,C0136,0.605
Resource,3,C0151,0.484
Resource,3,C0166,0.15
Resource,3,C0181,0.165
Resource,3,C0196,0.1815
Resource,3,C0211,0.19965
Resource,3,C0226,0.219615
Resource,3,C0241,0.2415765
Resource,3,C0256,0.26573415
Resource,3,C0313,-1.63216
Resource,3,C0329,-1.387336
Resource,3,C0345,-1.1792356
Resource,3,C0361,-1.00235026
Resource,3,C0377,-0.851997721
Resource,3,C0393,-0.724198063
Resource,3,C0408,-0.615568353
Resource,3,C0471,2.0402
Resource,4,C0004,0.08
Resource,4,C0010,0.088
Resource,4,C0017,0.0968
Resource,4,C0025,0.10648
Resource,4,C0034,0.117128
Resource,4,C0044,0.1288408
Resource,4,C0055,0.14172488
Resource,4,C0067,-0.8242408
Resource,4,C0073,-0.70060468
Resource,4,C0080,-0.595513978
Resource,4,C0088,-0.506186881
Resource,4,C0097,-0.430258849
Resource,4,C0107,-0.365720022
Resource,4,C0118,-0.310862018
Resource,4,C0131,1.030301
Resource,4,C0137,0.6655
Resource,4,C0152,0.5324
Resource,4,C0167,0.15
Resource,4,C0182,0.165
Resource,4,C0197,0.1815
Resource,4,C0212,0.19965
Resource,4,C0227,0.219615
Resource,4,C0242,0.2415765
Resource,4,C0257,0.26573415
Resource,4,C0314,-1.6484816
Resource,4,C0330,-1.40120936
Resource,4,C0346,-1.191027956
Resource,4,C0362,-1.012373763
Resource,4,C0378,-0.860517698
Resource,4,C0394,-0.731440043
Resource,4,C0409,-0.621724037
Resource,4,C0472,2.060602
Resource,5,C0005,0.08
Resource,5,C0011,0.088
Resource,5,C0018,0.0968
Resource,5,C0026,0.10648
Resource,5,C0035,0.117128
Resource,5,C0045,0.1288408
Resource,5,C0056,0.14172488
Resource,5,C0068,-0.83248328
Resource,5,C0074,-0.707610788
Resource,5,C0081,-0.60146917
Resource,5,C0089,-0.511248794
Resource,5,C0098,-0.434561475
Resource,5,C0108,-0.369377254
Resource,5,C0119,-0.313970666
Resource,5,C0132,1.0406041
Resource,5,C0138,0.73205
Resource,5,C0153,0.58564
Resource,5,C0168,0.15
Resource,5,C0183,0.165
Resource,5,C0198,0.1815
Resource,5,C0213,0.19965
Resource,5,C0228,0.219615
Resource,5,C0243,0.2415765
Resource,5,C0258,0.26573415
Resource,5,C0315,-1.66496648
Resource,5,C0331,-1.415221508
Resource,5,C0347,-1.202938282
Resource,5,C0363,-1.02249754
Resource,5,C0379,-0.869122909
Resource,5,C0395,-0.738754472
Resource,5,C0410,-0.627941301
Resource,5,C0473,2.0812081
Resource,6,C0006,0.08
Resource,6,C0012,0.088
Resource,6,C0019,0.0968
Resource,6,C0027,0.10648
Resource,6,C0036,0.117128
Resource,6,C0046,0.1288408
Resource,6,C0057,0.14172488
Resource,6,C0069,-0.84080816
Resource,6,C0075,-0.714686936
Resource,6,C0082,-0.607483896
Resource,6,C0090,-0.516361311
Resource,6,C0099,-0.438907115
Resource,6,C0109,-0.373071047
Resource,6,C0120,-0.31711039
Resource,6,C0133,1.0510102
Resource,6,C0139,0.805255
Resource,6,C0154,0.644204
Resource,6,C0169,0.15
Resource,6,C0184,0.165
Resource,6,C0199,0.1815
Resource,6,C0214,0.19965
Resource,6,C0229,0.219615
Resource,6,C0244,0.2415765
Resource,6,C0259,0.26573415
Resource,6,C0316,-1.68161616
Resource,6,C0332,-1.429373736
Resource,6,C0348,-1.214967676
Resource,6,C0364,-1.032722524
Resource,6,C0380,-0.877814146
Resource,6,C0396,-0.746142024
Resource,6,C0411,-0.63422072
Resource,6,C0474,2.1020202
Resource,7,C0013,0.088
Resource,7,C0020,0.0968
Resource,7,C0028,0.10648
Resource,7,C0037,0.117128
Resource,7,C0047,0.1288408
Resource,7,C0058,0.14172488
Resource,7,C0070,-0.84921632
Resource,7,C0076,-0.721833872
Resource,7,C0083,-0.613558791
Resource,7,C0091,-0.521524973
Resource,7,C0100,-0.443296227
Resource,7,C0110,-0.376801793
Resource,7,C0121,-0.320281524
Resource,7,C0140,0.8857805
Resource,7,C0155,0.7086244
Resource,7,C0170,0.15
Resource,7,C0185,0.165
Resource,7,C0200,0.1815
Resource,7,C0215,0.19965
Resource,7,C0230,0.219615
Resource,7,C0245,0.2415765
Resource,7,C0260,0.26573415
Resource,7,C0269,0.08
Resource,7,C0317,-1.6984324
Resource,7,C0333,-1.44366754
Resource,7,C0349,-1.227117409
Resource,7,C0365,-1.043049798
Resource,7,C0381,-0.886592328
Resource,7,C0397,-0.753603479
Resource,7,C0412,-0.640562957
Resource,7,C0475,2.1230405
Resource,7,C0484,1.0615204
Resource,8,C0021,0.0968
Resource,8,C0029,0.10648
Resource,8,C0038,0.117128
Resource,8,C0048,0.1288408
Resource,8,C0059,0.14172488
Resource,8,C0077,-0.729052276
Resource,8,C0084,-0.619694435
Resource,8,C0092,-0.526740269
Resource,8,C0101,-0.447729229
Resource,8,C0111,-0.380569845
Resource,8,C0122,-0.323484368
Resource,8,C0141,0.9743586
Resource,8,C0156,0.7794869
Resource,8,C0171,0.15
Resource,8,C0186,0.165
Resource,8,C0201,0.1815
Resource,8,C0216,0.19965
Resource,8,C0231,0.219615
Resource,8,C0246,0.2415765
Resource,8,C0261,0.26573415
Resource,8,C0270,0.08
Resource,8,C0278,0.088
Resource,8,C0318,-1.7154168
Resource,8,C0334,-1.45810428
Resource,8,C0350,-1.239388638
Resource,8,C0366,-1.053480342
Resource,8,C0382,-0.895458291
Resource,8,C0398,-0.761139547
Resource,8,C0413,-0.646968615
Resource,8,C0422,-0.85770856
Resource,8,C0476,2.144271
Resource,8,C0485,1.0721357
Resource,9,C0030,0.10648
Resource,9,C0039,0.117128
Resource,9,C0049,0.1288408
Resource,9,C0060,0.14172488
Resource,9,C0085,-0.625891404
Resource,9,C0093,-0.532007693
Resource,9,C0102,-0.452206539
Resource,9,C0112,-0.384375558
Resource,9,C0123,-0.326719225
Resource,9,C0142,1.0717945
Resource,9,C0157,0.8574356
Resource,9,C0172,0.15
Resource,9,C0187,0.165
Resource,9,C0202,0.1815
Resource,9,C0217,0.19965
Resource,9,C0232,0.219615
Resource,9,C0247,0.2415765
Resource,9,C0262,0.26573415
Resource,9,C0271,0.08
Resource,9,C0279,0.088
Resource,9,C0286,0.0968
Resource,9,C0319,-1.73257104
Resource,9,C0335,-1.472685384
Resource,9,C0351,-1.251782576
Resource,9,C0367,-1.06401519
Resource,9,C0383,-0.904412911
Resource,9,C0399,-0.768750975
Resource,9,C0414,-0.653438329
Resource,9,C0423,-0.86628568
Resource,9,C0432,-0.736342828
Resource,9,C0477,2.1657138
Resource,9,C0486,1.0828571
Resource,10,C0040,0.117128
Resource,10,C0050,0.1288408
Resource,10,C0061,0.14172488
Resource,10,C0094,-0.537327784
Resource,10,C0103,-0.456728617
Resource,10,C0113,-0.388219324
Resource,10,C0124,-0.329986426
Resource,10,C0143,1.178974
Resource,10,C0158,0.9431792
Resource,10,C0173,0.15
Resource,10,C0188,0.165
Resource,10,C0203,0.1815
Resource,10,C0218,0.19965
Resource,10,C0233,0.219615
Resource,10,C0248,0.2415765
Resource,10,C0263,0.26573415
Resource,10,C0272,0.08
Resource,10,C0280,0.088
Resource,10,C0287,0.0968
Resource,10,C0293,0.10648
Resource,10,C0320,-1.7498968
Resource,10,C0336,-1.48741228
Resource,10,C0352,-1.264300438
Resource,10,C0368,-1.074655372
Resource,10,C0384,-0.913457066
Resource,10,C0400,-0.776438506
Resource,10,C0415,-0.659972731
Resource,10,C0424,-0.87494856
Resource,10,C0433,-0.743706276
Resource,10,C0441,-0.632150335
Resource,10,C0478,2.187371
Resource,10,C0487,1.0936857
Resource,11,C0051,0.1288408
Resource,11,C0062,0.14172488
Resource,11,C0104,-0.461295921
Resource,11,C0114,-0.392101533
Resource,11,C0125,-0.333286303
Resource,11,C0144,1.2968714
Resource,11,C0159,1.0374972
Resource,11,C0174,0.15
Resource,11,C0189,0.165
Resource,11,C0204,0.1815
Resource,11,C0219,0.19965
Resource,11,C0234,0.219615
Resource,11,C0249,0.2415765
Resource,11,C0264,0.26573415
Resource,11,C0273,0.08
Resource,11,C0281,0.088
Resource,11,C0288,0.0968
Resource,11,C0294,0.10648
Resource,11,C0299,0.117128
Resource,11,C0321,-1.76739584
Resource,11,C0337,-1.502286464
Resource,11,C0353,-1.276943494
Resource,11,C0369,-1.08540197
Resource,11,C0385,-0.922591675
Resource,11,C0401,-0.784202923
Resource,11,C0416,-0.666572485
Resource,11,C0425,-0.88369808
Resource,11,C0434,-0.751143368
Resource,11,C0442,-0.638471863
Resource,11,C0449,-0.542701083
Resource,11,C0479,2.2092448
Resource,11,C0488,1.1046226
Resource,12,C0063,0.14172488
Resource,12,C0115,-0.396022574
Resource,12,C0126,-0.336619188
Resource,12,C0145,1.4265586
Resource,12,C0160,1.141247
Resource,12,C0175,0.15
Resource,12,C0190,0.165
Resource,12,C0205,0.1815
Resource,12,C0220,0.19965
Resource,12,C0235,0.219615
Resource,12,C0250,0.2415765
Resource,12,C0265,0.26573415
Resource,12,C0274,0.08
Resource,12,C0282,0.088
Resource,12,C0289,0.0968
Resource,12,C0295,0.10648
Resource,12,C0300,0.117128
Resource,12,C0304,0.1288408
Resource,12,C0322,-1.78506984
Resource,12,C0338,-1.517309364
Resource,12,C0354,-1.289712959
Resource,12,C0370,-1.096256015
Resource,12,C0386,-0.931817613
Resource,12,C0402,-0.792044971
Resource,12,C0417,-0.673238226
Resource,12,C0426,-0.89253512
Resource,12,C0435,-0.758654852
Resource,12,C0443,-0.644856624
Resource,12,C0450,-0.548128131
Resource,12,C0456,-0.465908911
Resource,12,C0480,2.2313373
Resource,12,C0489,1.1156689
Resource,13,C0127,-0.339985383
Resource,13,C0146,1.5692145
Resource,13,C0161,1.2553717
Resource,13,C0176,0.15
Resource,13,C0191,0.165
Resource,13,C0206,0.1815
Resource,13,C0221,0.19965
Resource,13,C0236,0.219615
Resource,13,C0251,0.2415765
Resource,13,C0266,0.26573415
Resource,13,C0275,0.08
Resource,13,C0283,0.088
Resource,13,C0290,0.0968
Resource,13,C0296,0.10648
Resource,13,C0301,0.117128
Resource,13,C0305,0.1288408
Resource,13,C0308,0.14172488
Resource,13,C0323,-1.80292056
Resource,13,C0339,-1.532482476
Resource,13,C0355,-1.302610105
Resource,13,C0371,-1.107218589
Resource,13,C0387,-0.941135801
Resource,13,C0403,-0.79996543
Resource,13,C0418,-0.679970616
Resource,13,C0427,-0.90146048
Resource,13,C0436,-0.766241408
Resource,13,C0444,-0.651305197
Resource,13,C0451,-0.553609417
Resource,13,C0457,-0.470568005
Resource,13,C0462,-0.399982804
Resource,13,C0481,2.2536507
Resource,13,C0490,1.1268256
Resource,14,C0147,1.726136
Resource,14,C0162,1.3809089
Resource,14,C0177,0.15
Resource,14,C0192,0.165
Resource,14,C0207,0.1815
Resource,14,C0222,0.19965
Resource,14,C0237,0.219615
Resource,14,C0252,0.2415765
Resource,14,C0267,0.26573415
Resource,14,C0276,0.08
Resource,14,C0284,0.088
Resource,14,C0291,0.0968
Resource,14,C0297,0.10648
Resource,14,C0302,0.117128
Resource,14,C0306,0.1288408
Resource,14,C0309,0.14172488
Resource,14,C0324,-1.82094984
Resource,14,C0340,-1.547807364
Resource,14,C0356,-1.315636259
Resource,14,C0372,-1.11829082
Resource,14,C0388,-0.950547197
Resource,14,C0404,-0.807965118
Resource,14,C0419,-0.68677035
Resource,14,C0428,-0.91047512
Resource,14,C0437,-0.773903852
Resource,14,C0445,-0.657818274
Resource,14,C0452,-0.559145533
Resource,14,C0458,-0.475273703
Resource,14,C0463,-0.403982648
Resource,14,C0466,-0.34338525
Resource,14,C0482,2.2761873
Resource,14,C0491,1.1380939
Resource,15,C0148,1.8987496
Resource,15,C0163,1.5189998
Resource,15,C0178,0.15
Resource,15,C0193,0.165
Resource,15,C0208,0.1815
Resource,15,C0223,0.19965
Resource,15,C0238,0.219615
Resource,15,C0253,0.2415765
Resource,15,C0268,0.26573415
Resource,15,C0277,0.08
Resource,15,C0285,0.088
Resource,15,C0292,0.0968
Resource,15,C0298,0.10648
Resource,15,C0303,0.117128
Resource,15,C0307,0.1288408
Resource,15,C0310,0.14172488
Resource,15,C0325,-1.83915936
Resource,15,C0341,-1.563285456
Resource,15,C0357,-1.328792638
Resource,15,C0373,-1.129473742
Resource,15,C0389,-0.960052681
Resource,15,C0405,-0.816044779
Resource,15,C0420,-0.693638062
Resource,15,C0429,-0.91957992
Resource,15,C0438,-0.781642932
Resource,15,C0446,-0.664396492
Resource,15,C0453,-0.564737018
Resource,15,C0459,-0.480026466
Resource,15,C0464,-0.408022496
Resource,15,C0467,-0.346819121
Resource,15,C0483,2.2989492
Resource,15,C0492,1.1494749
Demand,1,C0001,2000.0
Demand,1,C0007,2000.0
Demand,1,C0014,2000.0
Demand,1,C0022,2000.0
Demand,1,C0031,2000.0
Demand,1,C0041,2000.0
Demand,1,C0052,2000.0
Demand,1,C0164,4000.0
Demand,1,C0179,4000.0
Demand,1,C0194,4000.0
Demand,1,C0209,4000.0
Demand,1,C0224,4000.0
Demand,1,C0239,4000.0
Demand,1,C0254,4000.0
Demand,1,C0493,1.0
Demand,1,C0509,1.0
Demand,2,C0002,2000.0
Demand,2,C0008,2000.0
Demand,2,C0015,2000.0
Demand,2,C0023,2000.0
Demand,2,C0032,2000.0
Demand,2,C0042,2000.0
Demand,2,C0053,2000.0
Demand,2,C0165,4000.0
Demand,2,C0180,4000.0
Demand,2,C0195,4000.0
Demand,2,C0210,4000.0
Demand,2,C0225,4000.0
Demand,2,C0240,4000.0
Demand,2,C0255,4000.0
Demand,2,C0494,1.0
Demand,2,C0510,1.0
Demand,3,C0003,2000.0
Demand,3,C0009,2000.0
Demand,3,C0016,2000.0
Demand,3,C0024,2000.0
Demand,3,C0033,2000.0
Demand,3,C0043,2000.0
Demand,3,C0054,2000.0
Demand,3,C0166,4000.0
Demand,3,C0181,4000.0
Demand,3,C0196,4000.0
Demand,3,C0211,4000.0
Demand,3,C0226,4000.0
Demand,3,C0241,4000.0
Demand,3,C0256,4000.0
Demand,3,C0495,1.0
Demand,3,C0511,1.0
Demand,4,C0004,2000.0
Demand,4,C0010,2000.0
Demand,4,C0017,2000.0
Demand,4,C0025,2000.0
Demand,4,C0034,2000.0
Demand,4,C0044,2000.0
Demand,4,C0055,2000.0
Demand,4,C0167,4000.0
Demand,4,C0182,4000.0
Demand,4,C0197,4000.0
Demand,4,C0212,4000.0
Demand,4,C0227,4000.0
Demand,4,C0242,4000.0
Demand,4,C0257,4000.0
Demand,4,C0496,1.0
Demand,4,C0512,1.0
Demand,5,C0005,2000.0
Demand,5,C0011,2000.0
Demand,5,C0018,2000.0
Demand,5,C0026,2000.0
Demand,5,C0035,2000.0
Demand,5,C0045,2000.0
Demand,5,C0056,2000.0
Demand,5,C0168,4000.0
Demand,5,C0183,4000.0
Demand,5,C0198,4000.0
Demand,5,C0213,4000.0
Demand,5,C0228,4000.0
Demand,5,C0243,4000.0
Demand,5,C0258,4000.0
Demand,5,C0497,1.0
Demand,5,C0513,1.0
Demand,6,C0006,2000.0
Demand,6,C0012,2000.0
Demand,6,C0019,2000.0
Demand,6,C0027,2000.0
Demand,6,C0036,2000.0
Demand,6,C0046,2000.0
Demand,6,C0057,2000.0
Demand,6,C0169,4000.0
Demand,6,C0184,4000.0
Demand,6,C0199,4000.0
Demand,6,C0214,4000.0
Demand,6,C0229,4000.0
Demand,6,C0244,4000.0
Demand,6,C0259,4000.0
Demand,6,C0498,1.0
Demand,6,C0514,1.0
Demand,7,C0013,2000.0
Demand,7,C0020,2000.0
Demand,7,C0028,2000.0
Demand,7,C0037,2000.0
Demand,7,C0047,2000.0
Demand,7,C0058,2000.0
Demand,7,C0170,4000.0
Demand,7,C0185,4000.0
Demand,7,C0200,4000.0
Demand,7,C0215,4000.0
Demand,7,C0230,4000.0
Demand,7,C0245,4000.0
Demand,7,C0260,4000.0
Demand,7,C0269,2000.0
Demand,7,C0499,1.0
Demand,7,C0515,1.0
Demand,8,C0021,2000.0
Demand,8,C0029,2000.0
Demand,8,C0038,2000.0
Demand,8,C0048,2000.0
Demand,8,C0059,2000.0
Demand,8,C0171,4000.0
Demand,8,C0186,4000.0
Demand,8,C0201,4000.0
Demand,8,C0216,4000.0
Demand,8,C0231,4000.0
Demand,8,C0246,4000.0
Demand,8,C0261,4000.0
Demand,8,C0270,2000.0
Demand,8,C0278,2000.0
Demand,8,C0500,1.0
Demand,8,C0516,1.0
Demand,9,C0030,2000.0
Demand,9,C0039,2000.0
Demand,9,C0049,2000.0
Demand,9,C0060,2000.0
Demand,9,C0172,4000.0
Demand,9,C0187,4000.0
Demand,9,C0202,4000.0
Demand,9,C0217,4000.0
Demand,9,C0232,4000.0
Demand,9,C0247,4000.0
Demand,9,C0262,4000.0
Demand,9,C0271,2000.0
Demand,9,C0279,2000.0
Demand,9,C0286,2000.0
Demand,9,C0501,1.0
Demand,9,C0517,1.0
Demand,10,C0040,2000.0
Demand,10,C0050,2000.0
Demand,10,C0061,2000.0
Demand,10,C0173,4000.0
Demand,10,C0188,4000.0
Demand,10,C0203,4000.0
Demand,10,C0218,4000.0
Demand,10,C0233,4000.0
Demand,10,C0248,4000.0
Demand,10,C0263,4000.0
Demand,10,C0272,2000.0
Demand,10,C0280,2000.0
Demand,10,C0287,2000.0
Demand,10,C0293,2000.0
Demand,10,C0502,1.0
Demand,10,C0518,1.0
Demand,11,C0051,2000.0
Demand,11,C0062,2000.0
Demand,11,C0174,4000.0
Demand,11,C0189,4000.0
Demand,11,C0204,4000.0
Demand,11,C0219,4000.0
Demand,11,C0234,4000.0
Demand,11,C0249,4000.0
Demand,11,C0264,4000.0
Demand,11,C0273,2000.0
Demand,11,C0281,2000.0
Demand,11,C0288,2000.0
Demand,11,C0294,2000.0
Demand,11,C0299,2000.0
Demand,11,C0503,1.0
Demand,11,C0519,1.0
Demand,12,C0063,2000.0
Demand,12,C0175,4000.0
Demand,12,C0190,4000.0
Demand,12,C0205,4000.0
Demand,12,C0220,4000.0
Demand,12,C0235,4000.0
Demand,12,C0250,4000.0
Demand,12,C0265,4000.0
Demand,12,C0274,2000.0
Demand,12,C0282,2000.0
Demand,12,C0289,2000.0
Demand,12,C0295,2000.0
Demand,12,C0300,2000.0
Demand,12,C0304,2000.0
Demand,12,C0504,1.0
Demand,12,C0520,1.0
Demand,13,C0176,4000.0
Demand,13,C0191,4000.0
Demand,13,C0206,4000.0
Demand,13,C0221,4000.0
Demand,13,C0236,4000.0
Demand,13,C0251,4000.0
Demand,13,C0266,4000.0
Demand,13,C0275,2000.0
Demand,13,C0283,2000.0
Demand,13,C0290,2000.0
Demand,13,C0296,2000.0
Demand,13,C0301,2000.0
Demand,13,C0305,2000.0
Demand,13,C0308,2000.0
Demand,13,C0505,1.0
Demand,13,C0521,1.0
Demand,14,C0177,4000.0
Demand,14,C0192,4000.0
Demand,14,C0207,4000.0
Demand,14,C0222,4000.0
Demand,14,C0237,4000.0
Demand,14,C0252,4000.0
Demand,14,C0267,4000.0
Demand,14,C0276,2000.0
Demand,14,C0284,2000.0
Demand,14,C0291,2000.0
Demand,14,C0297,2000.0
Demand,14,C0302,2000.0
Demand,14,C0306,2000.0
Demand,14,C0309,2000.0
Demand,14,C0506,1.0
Demand,14,C0522,1.0
Demand,15,C0178,4000.0
Demand,15,C0193,4000.0
Demand,15,C0208,4000.0
Demand,15,C0223,4000.0
Demand,15,C0238,4000.0
Demand,15,C0253,4000.0
Demand,15,C0268,4000.0
Demand,15,C0277,2000.0
Demand,15,C0285,2000.0
Demand,15,C0292,2000.0
Demand,15,C0298,2000.0
Demand,15,C0303,2000.0
Demand,15,C0307,2000.0
Demand,15,C0310,2000.0
Demand,15,C0507,1.0
Demand,15,C0523,1.0
MinProd,1,C0164,4000.0
MinProd,1,C0179,4000.0
MinProd,1,C0194,4000.0
MinProd,1,C0209,4000.0
MinProd,1,C0224,4000.0
MinProd,1,C0239,4000.0
MinProd,1,C0254,4000.0
MinProd,1,C0493,1.0
MinProd,2,C0165,4000.0
MinProd,2,C0180,4000.0
MinProd,2,C0195,4000.0
MinProd,2,C0210,4000.0
MinProd,2,C0225,4000.0
MinProd,2,C0240,4000.0
MinProd,2,C0255,4000.0
MinProd,2,C0494,1.0
MinProd,3,C0166,4000.0
MinProd,3,C0181,4000.0
MinProd,3,C0196,4000.0
MinProd,3,C0211,4000.0
MinProd,3,C0226,4000.0
MinProd,3,C0241,4000.0
MinProd,3,C0256,4000.0
MinProd,3,C0495,1.0
MinProd,4,C0167,4000.0
MinProd,4,C0182,4000.0
MinProd,4,C0197,4000.0
MinProd,4,C0212,4000.0
MinProd,4,C0227,4000.0
MinProd,4,C0242,4000.0
MinProd,4,C0257,4000.0
MinProd,4,C0496,1.0
MinProd,5,C0168,4000.0
MinProd,5,C0183,4000.0
MinProd,5,C0198,4000.0
MinProd,5,C0213,4000.0
MinProd,5,C0228,4000.0
MinProd,5,C0243,4000.0
MinProd,5,C0258,4000.0
MinProd,5,C0497,1.0
MinProd,6,C0169,4000.0
MinProd,6,C0184,4000.0
MinProd,6,C0199,4000.0
MinProd,6,C0214,4000.0
MinProd,6,C0229,4000.0
MinProd,6,C0244,4000.0
MinProd,6,C0259,4000.0
MinProd,6,C0498,1.0
MinProd,7,C0170,4000.0
MinProd,7,C0185,4000.0
MinProd,7,C0200,4000.0
MinProd,7,C0215,4000.0
MinProd,7,C0230,4000.0
MinProd,7,C0245,4000.0
MinProd,7,C0260,4000.0
MinProd,7,C0499,1.0
MinProd,8,C0171,4000.0
MinProd,8,C0186,4000.0
MinProd,8,C0201,4000.0
MinProd,8,C0216,4000.0
MinProd,8,C0231,4000.0
MinProd,8,C0246,4000.0
MinProd,8,C0261,4000.0
MinProd,8,C0500,1.0
MinProd,9,C0172,4000.0
MinProd,9,C0187,4000.0
MinProd,9,C0202,4000.0
MinProd,9,C0217,4000.0
MinProd,9,C0232,4000.0
MinProd,9,C0247,4000.0
MinProd,9,C0262,4000.0
MinProd,9,C0501,1.0
MinProd,10,C0173,4000.0
MinProd,10,C0188,4000.0
MinProd,10,C0203,4000.0
MinProd,10,C0218,4000.0
MinProd,10,C0233,4000.0
MinProd,10,C0248,4000.0
MinProd,10,C0263,4000.0
MinProd,10,C0502,1.0
MinProd,11,C0174,4000.0
MinProd,11,C0189,4000.0
MinProd,11,C0204,4000.0
MinProd,11,C0219,4000.0
MinProd,11,C0234,4000.0
MinProd,11,C0249,4000.0
MinProd,11,C0264,4000.0
MinProd,11,C0503,1.0
MinProd,12,C0175,4000.0
MinProd,12,C0190,4000.0
MinProd,12,C0205,4000.0
MinProd,12,C0220,4000.0
MinProd,12,C0235,4000.0
MinProd,12,C0250,4000.0
MinProd,12,C0265,4000.0
MinProd,12,C0504,1.0
MinProd,13,C0176,4000.0
MinProd,13,C0191,4000.0
MinProd,13,C0206,4000.0
MinProd,13,C0221,4000.0
MinProd,13,C0236,4000.0
MinProd,13,C0251,4000.0
MinProd,13,C0266,4000.0
MinProd,13,C0505,1.0
MinProd,14,C0177,4000.0
MinProd,14,C0192,4000.0
MinProd,14,C0207,4000.0
MinProd,14,C0222,4000.0
MinProd,14,C0237,4000.0
MinProd,14,C0252,4000.0
MinProd,14,C0267,4000.0
MinProd,14,C0506,1.0
MinProd,15,C0178,4000.0
MinProd,15,C0193,4000.0
MinProd,15,C0208,4000.0
MinProd,15,C0223,4000.0
MinProd,15,C0238,4000.0
MinProd,15,C0253,4000.0
MinProd,15,C0268,4000.0
MinProd,15,C0507,1.0
MaxInv,1,C0001,2000.0
MaxInv,1,C0007,2000.0
MaxInv,1,C0014,2000.0
MaxInv,1,C0022,2000.0
MaxInv,1,C0031,2000.0
MaxInv,1,C0041,2000.0
MaxInv,1,C0052,2000.0
MaxInv,1,C0509,1.0
MaxInv,2,C0002,2000.0
MaxInv,2,C0008,2000.0
MaxInv,2,C0015,2000.0
MaxInv,2,C0023,2000.0
MaxInv,2,C0032,2000.0
MaxInv,2,C0042,2000.0
MaxInv,2,C0053,2000.0
MaxInv,2,C0510,1.0
MaxInv,3,C0003,2000.0
MaxInv,3,C0009,2000.0
MaxInv,3,C0016,2000.0
MaxInv,3,C0024,2000.0
MaxInv,3,C0033,2000.0
MaxInv,3,C0043,2000.0
MaxInv,3,C0054,2000.0
MaxInv,3,C0511,1.0
MaxInv,4,C0004,2000.0
MaxInv,4,C0010,2000.0
MaxInv,4,C0017,2000.0
MaxInv,4,C0025,2000.0
MaxInv,4,C0034,2000.0
MaxInv,4,C0044,2000.0
MaxInv,4,C0055,2000.0
MaxInv,4,C0512,1.0
MaxInv,5,C0005,2000.0
MaxInv,5,C0011,2000.0
MaxInv,5,C0018,2000.0
MaxInv,5,C0026,2000.0
MaxInv,5,C0035,2000.0
MaxInv,5,C0045,2000.0
MaxInv,5,C0056,2000.0
MaxInv,5,C0513,1.0
MaxInv,6,C0006,2000.0
MaxInv,6,C0012,2000.0
MaxInv,6,C0019,2000.0
MaxInv,6,C0027,2000.0
MaxInv,6,C0036,2000.0
MaxInv,6,C0046,2000.0
MaxInv,6,C0057,2000.0
MaxInv,6,C0514,1.0
MaxInv,7,C0013,2000.0
MaxInv,7,C0020,2000.0
MaxInv,7,C0028,2000.0
MaxInv,7,C0037,2000.0
