option_id,requirement_id
601,45
602,45
603,45
604,45
605,45
606,45
607,45
608,45
609,45
610,45
611,45
612,45
613,45
614,45
615,46
616,46
617,46
618,46
619,46
620,46
621,46
622,46
623,46
624,47
625,47
626,47
627,47
628,47
629,47
630,47
631,47
632,47
633,47
634,47
635,48
636,48
637,48
638,48
639,48
640,48
641,48
642,48
643,49
644,49
645,49
646,49
647,49
648,49
649,49
650,49
651,49
652,49
653,49
654,49
655,49
656,49
657,49
658,49
659,49
660,49
661,49
662,49
663,49
664,49
665,50
666,50
667,50
668,50
669,50
670,50
671,50
672,50
673,50
674,50
675,50
676,51
677,51
678,51
679,51
680,51
681,51
682,51
683,52
684,52
685,52
686,52
687,52
688,52
689,52
690,52
691,53
692,53
693,53
694,53
695,53
696,53
697,53
698,53
699,53
700,53
701,53
702,53
703,53
704,53
705,53
706,53
707,53
708,53
709,53
710,53
711,53
712,53
713,54
714,54
715,54
716,54
717,54
718,54
719,54
720,54
721,54
722,54
723,54
724,54
725,54
726,54
727,54
728,54
729,54
730,54
731,54
732,54
733,54
734,54
735,54
736,55
737,55
738,55
739,55
740,55
741,55
742,55
743,55
744,55
745,55
746,55
747,55
748,55
749,55
750,55
751,55
752,55
753,55
754,55
755,55
756,55
757,55
758,56
759,56
760,56
761,56
762,56
763,56
764,56
765,56
766,56
767,56
768,56
769,56
770,56
771,56
772,56
773,56
774,56
775,56
776,56
777,56
778,56
779,56
780,56
781,57
782,57
783,57
784,57
785,57
786,57
787,57
788,57
789,57
790,57
791,57
792,57
793,58
794,58
795,58
796,58
797,58
798,59
799,59
800,59
801,59
802,59
803,59
804,59
805,59
806,59
807,59
808,59
809,59
810,59
811,59
812,59
813,59
814,59
815,59
816,59
817,59
818,59
819,59
820,60
821,60
822,60
823,60
824,60
825,60
826,60
827,60
828,60
829,60
830,60
831,60
832,60
833,60
834,60
835,60
836,60
837,60
838,60
839,60
840,60
841,60
842,61
843,61
844,61
845,61
846,61
847,61
848,61
849,61
850,61
851,61
852,61
853,61
854,61
855,61
856,61
857,61
858,61
859,61
860,61
861,61
862,61
863,61
864,62
865,62
866,63
867,63
868,63
869,63
870,63
871,63
872,64
873,64
874,64
875,64
876,64
877,64
878,64
879,64
880,64
881,64
882,64
883,64
884,64
885,64
886,64
887,64
888,64
889,64
890,64
891,64
892,64
893,64
894,64
895,64
896,65
897,65
898,65
899,65
900,65
901,65
902,65
903,65
904,65
905,65
906,65
907,65
908,65
909,65
910,65
911,65
912,65
913,65
914,65
915,65
916,66
917,66
918,66
919,67
920,67
921,67
922,67
923,67
924,67
925,67
926,67
927,67
928,67
929,67
930,67
931,67
932,67
933,67
934,67
935,67
936,67
937,67
938,67
939,67
940,67
941,67
942,67
943,68
944,68
945,68
946,68
947,68
948,68
949,68
950,68
951,68
952,68
953,68
954,69
955,69
956,69
957,69
958,69
959,69
960,69
961,69
962,69
963,69
964,69
965,69
966,69
967,69
968,69
969,69
970,69
971,69
972,69
973,69
974,70
975,70
976,70
977,70
978,70
979,70
980,70
981,70
982,70
983,70
984,70
985,70
986,70
987,70
988,70
989,70
990,70
991,70
992,70
993,70
994,71
995,71
996,71
997,72
998,72
999,72
1000,72
1001,72
1002,72
1003,72
1004,72
1005,72
1006,72
1007,72
1008,72
1009,72
1010,72
1011,72
1012,72
1013,72
1014,72
1015,72
1016,72
1017,73
1018,73
1019,73
1020,73
1021,73
1022,73
1023,73
1024,73
1025,73
1026,74
1027,74
1028,74
1029,74
1030,74
1031,74
1032,74
1033,74
1034,74
1035,74
1036,74
1037,74
1038,74
1039,74
1040,74
1041,74
1042,74
1043,74
1044,74
1045,74
1046,74
1047,75
1048,75
1049,75
1050,75
1051,75
1052,75
1053,75
1054,75
1055,75
1056,75
1057,75
1058,75
1059,75
1060,75
1061,75
1062,75
1063,75
1064,75
1065,75
1066,75
1067,75
1068,75
1069,75
1070,75
1071,76
1072,76
1073,76
1074,76
1075,76
1076,76
1077,76
1078,76
1079,76
1080,76
1081,76
1082,76
1083,76
1084,76
1085,76
1086,76
1087,76
1088,76
1089,76
1090,76
1091,76
1092,76
1093,76
1094,77
1095,77
1096,77
1097,77
1098,77
1099,77
1100,77
1101,77
1102,77
1103,77
1104,77
1105,77
1106,77
1107,77
1108,77
1109,77
1110,77
1111,77
1112,77
1113,77
1114,78
1115,78
1116,78
1117,79
1118,79
1119,79
1120,79
1121,79
1122,79
1123,80
1124,80
1125,80
1126,80
1127,80
1128,80
1129,80
1130,80
1131,80
1132,80
1133,80
1134,80
1135,80
1136,80
1137,80
1138,80
1139,80
1140,80
1141,80
1142,80
1143,80
1144,80
1145,80
1146,80
1147,81
1148,81
1149,81
1150,81
1151,81
1152,81
1153,81
1154,81
1155,81
1156,81
1157,81
1158,81
1159,81
1160,81
1161,81
1162,81
1163,81
1164,81
1165,81
1166,81
1167,82
1168,82
1169,82
1170,83
1171,83
1172,83
1173,83
1174,83
1175,83
1176,83
1177,83
1178,84
1179,84
1180,84
1181,84
1182,84
1183,84
1184,84
1185,84
1186,84
1187,84
1188,84
1189,84
1190,84
1191,84
1192,84
1193,84
1194,84
1195,84
1196,84
1197,84
1198,84
1199,84
1200,84
1201,84
1202,85
1203,85
1204,85
1205,86
1206,86
1207,86
1208,86
1209,86
1210,86
1211,86
1212,86
1213,86
1214,86
1215,86
1216,87
1217,87
1218,87
1219,87
1220,87
1221,87
1222,87
1223,87
1224,87
1225,87
1226,87
1227,87
1228,87
1229,87
1230,87
1231,87
1232,87
1233,87
1234,87
1235,87
1236,88
1237,88
1238,88
1239,88
1240,88
1241,88
1242,88
1243,88
1244,88
1245,88
1246,88
1247,88
1248,88
1249,88
1250,88
1251,88
1252,88
1253,88
1254,88
1255,88
1256,89
1257,89
1258,89
1259,89
1260,89
1261,89
1262,89
1263,89
1264,90
1265,90
1266,90
1267,90
1268,90
1269,90
1270,90
1271,90
1272,90
1273,90
1274,90
1275,90
1276,90
1277,90
1278,90
1279,90
1280,90
1281,90
1282,90
1283,90
1284,91
1285,91
1286,91
1287,91
1288,91
1289,91
1290,91
1291,91
1292,91
1293,92
1294,92
1295,92
1296,92
1297,92
1298,92
1299,92
1300,92
1301,92
1302,92
1303,92
1304,92
1305,92
1306,92
1307,92
1308,92
1309,92
1310,92
1311,92
1312,92
1313,92
1314,92
1315,92
1316,93
1317,93
1318,93
1319,93
1320,93
1321,93
1322,93
1323,93
1324,93
1325,93
1326,93
1327,93
1328,93
1329,93
1330,93
1331,93
1332,93
1333,93
1334,93
1335,93
1336,93
1337,93
1338,93
1339,93
1340,94
1341,94
1342,94
1343,94
1344,94
1345,94
1346,94
1347,94
1348,94
1349,94
1350,94
1351,95
1352,95
1353,95
1354,95
1355,95
1356,95
1357,95
1358,95
1359,95
1360,95
1361,95
1362,95
1363,95
1364,95
1365,95
1366,95
1367,95
1368,95
1369,95
1370,95
1371,96
1372,96
1373,97
1374,97
1375,98
1376,98
1377,98
1378,98
1379,98
1380,98
1381,98
1382,98
1383,98
1384,98
1385,98
1386,98
1387,98
1388,98
1389,98
1390,98
1391,98
1392,98
1393,98
1394,98
1395,98
1396,98
1397,98
1398,98
1399,99
1400,99
1401,99
1402,99
1403,99
1404,99
1405,99
1406,99
1407,99
1408,99
1409,99
1410,99
1411,99
1412,99
1413,99
1414,99
1415,99
1416,99
1417,99
1418,99
1419,99
1420,99
1421,99
1422,99
1423,100
1424,100
1425,100
1426,100
1427,100
1428,100
1429,101
1430,101
1431,101
1432,101
1433,101
1434,101
1435,101
1436,101
1437,101
1438,101
1439,101
1440,101
1441,102
1442,102
1443,102
1444,102
1445,102
1446,102
1447,102
1448,102
1449,102
1450,102
1451,102
1452,102
1453,103
1454,103
1455,103
1456,103
1457,103
1458,103
1459,104
1460,104
1461,104
1462,104
1463,104
1464,104
1465,104
1466,104
1467,104
1468,104
1469,104
1470,104
1471,104
1472,104
1473,104
1474,104
1475,104
1476,104
1477,104
1478,104
1479,104
1480,104
1481,105
1482,105
1483,106
1484,106
1485,106
1486,106
1487,106
1488,106
1489,106
1490,106
1491,106
1492,106
1493,106
1494,106
1495,106
1496,106
1497,106
1498,106
1499,106
1500,106
1501,106
1502,106
1503,107
1504,107
1505,107
1506,107
1507,107
1508,107
1509,107
1510,107
1511,107
1512,107
1513,107
1514,107
1515,107
1516,107
1517,107
1518,107
1519,107
1520,107
1521,107
1522,107
1523,107
1524,108
1525,108
1526,108
1527,108
1528,108
1529,108
1530,109
1531,109
1532,110
1533,110
1534,110
1535,110
1536,110
1537,110
1538,110
1539,110
1540,110
1541,110
1542,110
1543,110
1544,111
1545,111
1546,111
1547,111
1548,111
1549,111
1550,111
1551,111
1552,111
1553,111
1554,111
1555,111
1556,112
1557,112
1558,112
1559,112
1560,112
1561,112
1562,112
1563,112
1564,112
1565,112
1566,112
1567,112
1568,112
1569,112
1570,112
1571,112
1572,112
1573,112
1574,113
1575,113
1576,114
1577,114
1578,114
1579,114
1580,114
1581,114
1582,114
1583,114
1584,114
1585,114
1586,114
1587,114
1588,115
1589,115
1590,115
1591,115
1592,115
1593,115
1594,115
1595,115
1596,115
1597,115
1598,115
1599,115
1600,115
1601,115
1602,115
1603,115
1604,115
1605,115
1606,115
1607,115
1608,115
1609,115
1610,115
1611,115
1612,116
1613,116
1614,116
1615,116
1616,116
1617,116
1618,116
1619,116
1620,116
1621,116
1622,116
1623,116
1624,117
1625,117
1626,117
1627,117
1628,117
1629,117
1630,117
1631,117
1632,117
1633,117
1634,117
1635,117
1636,117
1637,117
1638,117
1639,117
1640,117
1641,117
1642,117
1643,117
1644,117
1645,117
1646,117
1647,117
1648,118
1649,118
1650,118
1651,118
1652,118
1653,118
1654,118
1655,118
1656,118
1657,118
1658,118
1659,118
1660,118
1661,118
1662,118
1663,118
1664,118
1665,118
1666,118
1667,118
1668,118
1669,118
1670,118
1671,118
1672,119
1673,119
1674,119
1675,119
1676,119
1677,119
1678,119
1679,119
1680,119
1681,119
1682,119
1683,119
1684,120
1685,120
1686,120
1687,120
1688,120
1689,120
1690,120
1691,120
1692,120
1693,120
1694,120
1695,120
1696,121
1697,121
1698,121
1699,121
1700,121
1701,121
1702,121
1703,121
1704,121
1705,121
1706,121
1707,121
1708,122
1709,122
1710,122
1711,122
1712,122
1713,122
1714,122
1715,122
1716,122
1717,122
1718,122
1719,122
1720,123
1721,123
1722,124
1723,124
1724,124
1725,124
1726,124
1727,124
1728,124
1729,124
1730,124
1731,124
1732,124
1733,124
1734,124
1735,124
1736,124
1737,124
1738,124
1739,124
1740,124
1741,124
1742,124
1743,124
1744,124
1745,124
1746,125
1747,125
1748,125
1749,125
1750,125
1751,125
1752,125
1753,125
1754,125
1755,125
1756,125
1757,125
1758,125
1759,125
1760,125
1761,125
1762,125
1763,125
1764,125
1765,125
1766,126
1767,126
1768,126
1769,127
1770,127
1771,127
1772,127
1773,127
1774,127
1775,127
1776,127
1777,127
1778,127
1779,127
1780,127
1781,127
1782,127
1783,127
1784,127
1785,127
1786,127
1787,127
1788,127
1789,127
1790,127
1791,127
1792,127
1793,128
1794,128
1795,128
1796,129
1797,129
1798,129
1799,129
1800,129
1801,129
1802,129
1803,129
1804,129
1805,129
1806,129
1807,130
1808,130
1809,130
1810,130
1811,130
1812,130
1813,130
1814,130
1815,130
1816,130
1817,130
1818,130
1819,130
1820,130
1821,130
1822,130
1823,130
1824,130
1825,130
1826,130
1827,131
1828,131
1829,132
1830,132
1831,132
1832,132
1833,132
1834,132
1835,132
1836,132
1837,132
1838,132
1839,132
1840,133
1841,133
1842,133
1843,133
1844,133
1845,133
1846,133
1847,133
1848,133
1849,133
1850,133
1851,133
1852,133
1853,133
1854,133
1855,133
1856,133
1857,133
1858,133
1859,133
1860,133
1861,134
1862,134
1863,134
1864,134
1865,134
1866,134
1867,134
1868,134
1869,134
1870,134
1871,134
1872,134
1873,134
1874,134
1875,134
1876,134
1877,134
1878,134
1879,134
1880,134
1881,134
1882,134
1883,134
1884,135
1885,135
1886,135
1887,135
1888,135
1889,135
1890,135
1891,135
1892,135
1893,135
1894,135
1895,135
1896,135
1897,135
1898,135
1899,135
1900,135
1901,135
1902,135
1903,135
1904,135
1905,135
1906,135
1907,135
1908,136
1909,136
1910,136
1911,136
1912,136
1913,136
1914,136
1915,136
1916,136
1917,136
1918,136
1919,136
1920,136
1921,136
1922,136
1923,136
1924,136
1925,136
1926,136
1927,136
1928,136
1929,136
1930,137
1931,137
1932,137
1933,137
1934,137
1935,137
1936,137
1937,137
1938,137
1939,137
1940,137
1941,137
1942,137
1943,137
1944,137
1945,137
1946,137
1947,137
1948,137
1949,137
1950,138
1951,138
1952,139
1953,139
1954,140
1955,140
1956,140
1957,140
1958,140
1959,140
1960,140
1961,140
1962,140
1963,140
1964,140
1965,140
1966,140
1967,140
1968,140
1969,140
1970,140
1971,140
1972,140
1973,140
1974,141
1975,141
1976,141
1977,141
1978,141
1979,141
1980,141
1981,141
1982,141
1983,141
1984,141
1985,141
1986,141
1987,141
1988,141
1989,141
1990,141
1991,141
1992,141
1993,141
1994,141
1995,141
1996,141
1997,142
1998,142
1999,142
2000,142
2001,142
2002,142
2003,142
2004,142
2005,142
2006,142
2007,142
2008,142
2009,142
2010,142
2011,142
2012,142
2013,142
2014,142
2015,142
2016,142
2017,142
2018,142
2019,142
2020,142
2021,143
2022,143
2023,143
2024,143
2025,143
2026,143
2027,143
2028,143
2029,143
2030,143
2031,143
2032,143
2033,143
2034,143
2035,143
2036,143
2037,143
2038,143
2039,143
2040,143
2041,144
2042,144
2043,144
2044,144
2045,144
2046,144
2047,144
2048,144
2049,144
2050,144
2051,144
2052,144
2053,144
2054,144
2055,144
2056,144
2057,144
2058,144
2059,144
2060,144
2061,144
2062,144
2063,144
2064,144
2065,145
2066,145
2067,145
2068,145
2069,145
2070,145
2071,145
2072,145
2073,145
2074,145
2075,145
2076,146
2077,146
2078,147
2079,147
2080,147
2081,147
2082,147
2083,147
2084,147
2085,147
2086,147
2087,147
2088,147
2089,147
2090,147
2091,147
2092,147
2093,147
2094,147
2095,147
2096,147
2097,147
2098,147
2099,147
2100,147
2101,148
2102,148
2103,148
2104,148
2105,148
2106,148
2107,148
2108,148
2109,148
2110,148
2111,148
2112,149
2113,149
2114,150
2115,150
2116,150
2117,150
2118,150
2119,150
2120,150
2121,150
2122,150
2123,150
2124,150
2125,150
2126,151
2127,151
2128,151
2129,151
2130,151
2131,151
2132,151
2133,151
2134,151
2135,151
2136,151
2137,151
2138,151
2139,151
2140,151
2141,151
2142,151
2143,151
2144,151
2145,151
2146,151
2147,151
2148,152
2149,152
2150,152
2151,152
2152,152
2153,152
2154,152
2155,152
2156,152
2157,153
2158,153
2159,153
2160,153
2161,153
2162,153
2163,153
2164,153
2165,153
2166,153
2167,153
2168,153
2169,153
2170,153
2171,153
2172,153
2173,153
2174,153
2175,153
2176,153
2177,153
2178,153
2179,153
2180,154
2181,154
2182,154
2183,154
2184,154
2185,154
2186,154
2187,154
2188,154
2189,154
2190,154
2191,154
2192,154
2193,154
2194,154
2195,154
2196,154
2197,154
2198,154
2199,154
2200,154
2201,154
2202,154
2203,154
2204,155
2205,155
2206,155
2207,155
2208,155
2209,155
2210,155
2211,155
2212,155
2213,155
2214,155
2215,155
2216,155
2217,155
2218,155
2219,155
2220,155
2221,155
2222,155
2223,155
2224,155
2225,155
2226,155
2227,155
2228,156
2229,156
2230,156
2231,156
2232,156
2233,156
2234,156
2235,156
2236,156
2237,157
2238,157
2239,157
2240,157
2241,157
2242,157
2243,157
2244,157
2245,157
2246,157
2247,157
2248,157
2249,157
2250,157
2251,157
2252,157
2253,157
2254,157
2255,157
2256,157
2257,157
2258,157
2259,157
2260,157
2261,158
2262,158
2263,158
2264,158
2265,158
2266,158
2267,158
2268,158
2269,158
2270,158
2271,158
2272,158
2273,159
2274,159
2275,159
2276,159
2277,159
2278,159
2279,159
2280,159
2281,159
2282,159
2283,159
2284,159
2285,159
2286,159
2287,159
2288,159
2289,159
2290,159
2291,159
2292,159
2293,159
2294,159
2295,159
2296,159
2297,160
2298,160
2299,160
2300,160
2301,160
2302,160
2303,160
2304,160
2305,160
2306,160
2307,160
2308,160
2309,161
2310,161
2311,161
2312,161
2313,161
2314,161
2315,161
2316,161
2317,161
2318,161
2319,161
2320,161
2321,162
2322,162
2323,162
2324,162
2325,162
2326,162
2327,162
2328,162
2329,162
2330,162
2331,162
2332,162
2333,162
2334,162
2335,162
2336,162
2337,162
2338,162
2339,162
2340,162
2341,162
2342,162
2343,162
2344,162
2345,163
2346,163
2347,163
2348,163
2349,163
2350,163
2351,163
2352,163
2353,163
2354,163
2355,163
2356,163
2357,163
2358,163
2359,163
2360,163
2361,163
2362,163
2363,163
2364,163
2365,163
2366,163
2367,163
2368,163
2369,164
2370,164
2371,164
2372,164
2373,164
2374,164
2375,164
2376,164
2377,164
2378,164
2379,164
2380,164
2381,164
2382,164
2383,164
2384,164
2385,164
2386,164
2387,164
2388,164
2389,164
2390,164
2391,164
2392,164
2393,165
2394,165
2395,165
2396,165
2397,165
2398,165
2399,165
2400,165
2401,165
2402,165
2403,165
2404,166
2405,166
2406,167
2407,167
2408,167
2409,167
2410,167
2411,167
2412,167
2413,167
2414,167
2415,167
2416,167
2417,167
2418,167
2419,167
2420,167
2421,167
2422,167
2423,167
2424,167
2425,167
2426,167
2427,167
2428,167
2429,167
2430,168
2431,168
2432,168
2433,168
2434,168
2435,168
2436,168
2437,168
2438,168
2439,168
2440,168
2441,168
2442,168
2443,168
2444,168
2445,168
2446,168
2447,168
2448,168
2449,168
2450,168
2451,168
2452,168
2453,168
2454,169
2455,169
2456,169
2457,169
2458,169
2459,169
2460,169
2461,169
2462,169
2463,169
2464,169
2465,170
2466,170
2467,170
2468,170
2469,170
2470,170
2471,170
2472,170
2473,170
2474,170
2475,170
2476,170
2477,170
2478,170
2479,171
2480,171
2481,171
2482,171
2483,171
2484,171
2485,171
2486,171
2487,171
2488,171
2489,171
2490,172
2491,173
2492,173
2493,173
2494,173
2495,173
2496,173
2497,173
2498,173
2499,173
2500,173
2501,173
2502,173
2503,173
2504,173
2505,173
2506,173
2507,173
2508,173
2509,173
2510,173
2511,173
2512,173
2513,173
2514,173
2515,174
2516,174
2517,174
2518,174
2519,174
2520,174
2521,174
2522,174
2523,174
2524,174
2525,174
2526,175
2527,175
2528,175
2529,175
2530,175
2531,175
2532,175
2533,175
2534,175
2535,175
2536,175
2537,175
2538,176
2539,176
2540,176
2541,176
2542,176
2543,176
2544,176
2545,176
2546,176
2547,177
2548,177
2549,177
2550,177
2551,177
2552,177
2553,177
2554,177
2555,177
2556,177
2557,177
2558,178
2559,178
2560,178
2561,178
2562,178
2563,178
2564,178
2565,178
2566,178
2567,178
2568,178
2569,178
2570,178
2571,178
2572,178
2573,178
2574,178
2575,178
2576,178
2577,178
2578,178
2579,178
2580,178
2581,178
2582,179
2583,179
2584,179
2585,179
2586,179
2587,179
2588,179
2589,179
2590,179
2591,179
2592,179
2593,179
2594,179
2595,179
2596,179
2597,179
2598,179
2599,179
2600,179
2601,179
2602,180
2603,180
2604,180
2605,181
2606,181
2607,182
2608,182
2609,182
2610,182
2611,182
2612,182
2613,182
2614,182
2615,182
2616,182
2617,182
2618,182
2619,182
2620,182
2621,182
2622,182
2623,182
2624,182
2625,182
2626,182
2627,182
2628,182
2629,182
2630,182
2631,183
2632,183
2633,183
2634,184
2635,184
2636,184
2637,184
2638,184
2639,184
2640,184
2641,184
2642,184
2643,184
2644,184
2645,185
2646,185
2647,185
2648,185
2649,185
2650,185
2651,185
2652,185
2653,185
2654,185
2655,185
2656,185
2657,185
2658,185
2659,185
2660,185
2661,185
2662,185
2663,185
2664,185
2665,186
2666,186
2667,186
2668,186
2669,186
2670,186
2671,186
2672,186
2673,186
2674,186
2675,186
2676,186
2677,186
2678,186
2679,186
2680,186
2681,186
2682,186
2683,186
2684,186
2685,187
2686,187
2687,188
2688,188
2689,188
2690,188
2691,188
2692,188
2693,188
2694,188
2695,188
2696,188
2697,188
2698,188
2699,188
2700,188
2701,188
2702,188
2703,188
2704,188
2705,188
2706,188
2707,189
2708,189
2709,189
2710,189
2711,189
2712,189
2713,189
2714,189
2715,189
2716,190
2717,190
2718,190
2719,190
2720,190
2721,190
2722,190
2723,190
2724,190
2725,190
2726,190
2727,190
2728,190
2729,190
2730,190
2731,190
2732,190
2733,190
2734,190
2735,190
2736,190
2737,191
2738,191
2739,191
2740,191
2741,191
2742,191
2743,191
2744,191
2745,191
2746,191
2747,191
2748,191
2749,191
2750,191
2751,191
2752,191
2753,191
2754,191
2755,191
2756,191
2757,191
2758,191
2759,191
2760,191
2761,192
2762,192
2763,192
2764,192
2765,192
2766,192
2767,192
2768,192
2769,192
2770,192
2771,192
2772,192
2773,192
2774,192
2775,192
2776,192
2777,192
2778,192
2779,192
2780,192
2781,192
2782,192
2783,192
2784,193
2785,193
2786,193
2787,193
2788,193
2789,193
2790,193
2791,193
2792,193
2793,193
2794,193
2795,193
2796,193
2797,193
2798,193
2799,193
2800,193
2801,193
2802,193
2803,193
2804,194
2805,194
2806,194
2807,194
2808,194
2809,194
2810,194
2811,194
2812,194
2813,194
2814,194
2815,194
2816,194
2817,194
2818,194
2819,194
2820,194
2821,194
2822,194
2823,194
2824,194
2825,194
2826,194
2827,195
2828,195
2829,195
2830,195
2831,195
2832,195
2833,195
2834,195
2835,195
2836,195
2837,195
2838,195
2839,195
2840,195
2841,195
2842,195
2843,195
2844,195
2845,195
2846,195
2847,195
2848,195
2849,195
2850,196
2851,196
2852,196
2853,196
2854,196
2855,196
2856,196
2857,196
2858,196
2859,196
2860,196
2861,196
2862,196
2863,196
2864,196
2865,196
2866,196
2867,196
2868,196
2869,196
2870,196
2871,196
2872,196
2873,197
2874,197
2875,197
2876,197
2877,197
2878,197
2879,197
2880,197
2881,197
2882,197
2883,197
2884,197
2885,197
2886,197
2887,197
2888,197
2889,197
2890,197
2891,197
2892,197
2893,197
2894,197
2895,197
2896,197
2897,198
2898,198
2899,198
2900,198
2901,198
2902,198
2903,198
2904,198
2905,198
2906,198
2907,198
2908,198
2909,198
2910,198
2911,198
2912,198
2913,198
2914,198
2915,198
2916,198
2917,198
2918,198
2919,198
2920,199
2921,199
2922,199
2923,199
2924,199
2925,199
2926,199
2927,199
2928,199
2929,199
2930,199
2931,199
2932,200
2933,200
2934,200
2935,200
2936,200
2937,200
2938,200
2939,200
2940,200
2941,200
2942,200
2943,200
2944,200
2945,200
2946,200
2947,200
2948,200
2949,200
2950,200
2951,200
2952,200
2953,200
2954,200
2955,201
2956,201
2957,201
2958,201
2959,201
2960,201
2961,201
2962,201
2963,201
2964,201
2965,201
2966,201
2967,201
2968,201
2969,201
2970,201
2971,201
2972,201
2973,201
2974,201
2975,201
2976,201
2977,201
2978,202
2979,202
2980,202
2981,202
2982,202
2983,202
2984,202
2985,202
2986,202
2987,202
2988,202
2989,202
2990,202
2991,202
2992,202
2993,202
2994,202
2995,202
