project_id,required_project_id
2762,3182
2761,3161
2761,3180
2761,3162
2761,3141
2761,3181
2760,3160
2760,3159
2760,3141
2760,3140
2760,3180
2759,3159
2759,3158
2759,3160
2759,3139
2759,3179
2758,3158
2758,3157
2758,3159
2758,3138
2758,3178
2757,3157
2757,3156
2757,3158
2757,3137
2757,3177
2756,3156
2756,3155
2756,3157
2756,3136
2756,3176
2755,3155
2755,3154
2755,3156
2755,3135
2755,3175
2754,3154
2754,3153
2754,3155
2754,3134
2754,3174
2753,3153
2753,3152
2753,3154
2753,3133
2753,3173
2752,3152
2752,3151
2752,3153
2752,3132
2752,3172
2751,3151
2751,3150
2751,3152
2751,3131
2751,3171
2750,3150
2750,3149
2750,3151
2750,3130
2750,3170
2749,3149
2749,3148
2749,3150
2749,3129
2749,3169
2748,3148
2748,3147
2748,3149
2748,3128
2748,3168
2747,3147
2747,3146
2747,3148
2747,3127
2747,3167
2746,3146
2746,3145
2746,3147
2746,3126
2746,3166
2745,3145
2745,3144
2745,3146
2745,3125
2745,3165
2744,3144
2744,3143
2744,3145
2744,3124
2744,3164
2743,3143
2743,3142
2743,3144
2743,3123
2743,3163
2742,3142
2742,3141
2742,3143
2742,3122
2742,3162
2741,3141
2741,3160
2741,3142
2741,3121
2741,3161
2740,3140
2740,3139
2740,3121
2740,3120
2740,3160
2739,3139
2739,3138
2739,3140
2739,3119
2739,3159
2738,3138
2738,3137
2738,3139
2738,3118
2738,3158
2737,3137
2737,3136
2737,3138
2737,3117
2737,3157
2736,3136
2736,3135
2736,3137
2736,3116
2736,3156
2735,3135
2735,3134
2735,3136
2735,3115
2735,3155
2734,3134
2734,3133
2734,3135
2734,3114
2734,3154
2733,3133
2733,3132
2733,3134
2733,3113
2733,3153
2732,3132
2732,3131
2732,3133
2732,3112
2732,3152
2731,3131
2731,3130
2731,3132
2731,3111
2731,3151
2730,3130
2730,3129
2730,3131
2730,3110
2730,3150
2729,3129
2729,3128
2729,3130
2729,3109
2729,3149
2728,3128
2728,3127
2728,3129
2728,3108
2728,3148
2727,3127
2727,3126
2727,3128
2727,3107
2727,3147
2726,3126
2726,3125
2726,3127
2726,3106
2726,3146
2725,3125
2725,3124
2725,3126
2725,3105
2725,3145
2724,3124
2724,3123
2724,3125
2724,3104
2724,3144
2723,3123
2723,3122
2723,3124
2723,3103
2723,3143
2722,3122
2722,3121
2722,3123
2722,3102
2722,3142
2721,3121
2721,3140
2721,3122
2721,3101
2721,3141
2720,3120
2720,3119
2720,3101
2720,3100
2720,3140
2719,3119
2719,3118
2719,3120
2719,3099
2719,3139
2718,3118
2718,3117
2718,3119
2718,3098
2718,3138
2717,3117
2717,3116
2717,3118
2717,3097
2717,3137
2716,3116
2716,3115
2716,3117
2716,3096
2716,3136
2715,3115
2715,3114
2715,3116
2715,3095
2715,3135
2714,3114
2714,3113
2714,3115
2714,3094
2714,3134
2713,3113
2713,3112
2713,3114
2713,3093
2713,3133
2712,3112
2712,3111
2712,3113
2712,3092
2712,3132
2711,3111
2711,3110
2711,3112
2711,3091
2711,3131
2710,3110
2710,3109
2710,3111
2710,3090
2710,3130
2709,3109
2709,3108
2709,3110
2709,3089
2709,3129
2708,3108
2708,3107
2708,3109
2708,3088
2708,3128
2707,3107
2707,3106
2707,3108
2707,3087
2707,3127
2706,3106
2706,3105
2706,3107
2706,3086
2706,3126
2705,3105
2705,3104
2705,3106
2705,3085
2705,3125
2704,3104
2704,3103
2704,3105
2704,3084
2704,3124
2703,3103
2703,3102
2703,3104
2703,3083
2703,3123
2702,3102
2702,3101
2702,3103
2702,3082
2702,3122
2701,3101
2701,3120
2701,3102
2701,3081
2701,3121
2700,3100
2700,3099
2700,3081
2700,3080
2700,3120
2699,3099
2699,3098
2699,3100
2699,3079
2699,3119
2698,3098
2698,3097
2698,3099
2698,3078
2698,3118
2697,3097
2697,3096
2697,3098
2697,3077
2697,3117
2696,3096
2696,3095
2696,3097
2696,3076
2696,3116
2695,3095
2695,3094
2695,3096
2695,3075
2695,3115
2694,3094
2694,3093
2694,3095
2694,3074
2694,3114
2693,3093
2693,3092
2693,3094
2693,3073
2693,3113
2692,3092
2692,3091
2692,3093
2692,3072
2692,3112
2691,3091
2691,3090
2691,3092
2691,3071
2691,3111
2690,3090
2690,3089
2690,3091
2690,3070
2690,3110
2689,3089
2689,3088
2689,3090
2689,3069
2689,3109
2688,3088
2688,3087
2688,3089
2688,3068
2688,3108
2687,3087
2687,3086
2687,3088
2687,3067
2687,3107
2686,3086
2686,3085
2686,3087
2686,3066
2686,3106
2685,3085
2685,3084
2685,3086
2685,3065
2685,3105
2684,3084
2684,3083
2684,3085
2684,3064
2684,3104
2683,3083
2683,3082
2683,3084
2683,3063
2683,3103
2682,3082
2682,3081
2682,3083
2682,3062
2682,3102
2681,3081
2681,3100
2681,3082
2681,3061
2681,3101
2680,3080
2680,3079
2680,3061
2680,3060
2680,3100
2679,3079
2679,3078
2679,3080
2679,3059
2679,3099
2678,3078
2678,3077
2678,3079
2678,3058
2678,3098
2677,3077
2677,3076
2677,3078
2677,3057
2677,3097
2676,3076
2676,3075
2676,3077
2676,3056
2676,3096
2675,3075
2675,3074
2675,3076
2675,3055
2675,3095
2674,3074
2674,3073
2674,3075
2674,3054
2674,3094
2673,3073
2673,3072
2673,3074
2673,3053
2673,3093
2672,3072
2672,3071
2672,3073
2672,3052
2672,3092
2671,3071
2671,3070
2671,3072
2671,3051
2671,3091
2670,3070
2670,3069
2670,3071
2670,3050
2670,3090
2669,3069
2669,3068
2669,3070
2669,3049
2669,3089
2668,3068
2668,3067
2668,3069
2668,3048
2668,3088
2667,3067
2667,3066
2667,3068
2667,3047
2667,3087
2666,3066
2666,3065
2666,3067
2666,3046
2666,3086
2665,3065
2665,3064
2665,3066
2665,3045
2665,3085
2664,3064
2664,3063
2664,3065
2664,3044
2664,3084
2663,3063
2663,3062
2663,3064
2663,3043
2663,3083
2662,3062
2662,3061
2662,3063
2662,3042
2662,3082
2661,3061
2661,3080
2661,3062
2661,3041
2661,3081
2660,3060
2660,3059
2660,3041
2660,3040
2660,3080
2659,3059
2659,3058
2659,3060
2659,3039
2659,3079
2658,3058
2658,3057
2658,3059
2658,3038
2658,3078
2657,3057
2657,3056
2657,3058
2657,3037
2657,3077
2656,3056
2656,3055
2656,3057
2656,3036
2656,3076
2655,3055
2655,3054
2655,3056
2655,3035
2655,3075
2654,3054
2654,3053
2654,3055
2654,3034
2654,3074
2653,3053
2653,3052
2653,3054
2653,3033
2653,3073
2652,3052
2652,3051
2652,3053
2652,3032
2652,3072
2651,3051
2651,3050
2651,3052
2651,3031
2651,3071
2650,3050
2650,3049
2650,3051
2650,3030
2650,3070
2649,3049
2649,3048
2649,3050
2649,3029
2649,3069
2648,3048
2648,3047
2648,3049
2648,3028
2648,3068
2647,3047
2647,3046
2647,3048
2647,3027
2647,3067
2646,3046
2646,3045
2646,3047
2646,3026
2646,3066
2645,3045
2645,3044
2645,3046
2645,3025
2645,3065
2644,3044
2644,3043
2644,3045
2644,3024
2644,3064
2643,3043
2643,3042
2643,3044
2643,3023
2643,3063
2642,3042
2642,3041
2642,3043
2642,3022
2642,3062
2641,3041
2641,3060
2641,3042
2641,3021
2641,3061
2640,3040
2640,3039
2640,3021
2640,3020
2640,3060
2639,3039
2639,3038
2639,3040
2639,3019
2639,3059
2638,3038
2638,3037
2638,3039
2638,3018
2638,3058
2637,3037
2637,3036
2637,3038
2637,3017
2637,3057
2636,3036
2636,3035
2636,3037
2636,3016
2636,3056
2635,3035
2635,3034
2635,3036
2635,3015
2635,3055
2634,3034
2634,3033
2634,3035
2634,3014
2634,3054
2633,3033
2633,3032
2633,3034
2633,3013
2633,3053
2632,3032
2632,3031
2632,3033
2632,3012
2632,3052
2631,3031
2631,3030
2631,3032
2631,3011
2631,3051
2630,3030
2630,3029
2630,3031
2630,3010
2630,3050
2629,3029
2629,3028
2629,3030
2629,3009
2629,3049
2628,3028
2628,3027
2628,3029
2628,3008
2628,3048
2627,3027
2627,3026
2627,3028
2627,3007
2627,3047
2626,3026
2626,3025
2626,3027
2626,3006
2626,3046
2625,3025
2625,3024
2625,3026
2625,3005
2625,3045
2624,3024
2624,3023
2624,3025
2624,3004
2624,3044
2623,3023
2623,3022
2623,3024
2623,3003
2623,3043
2622,3022
2622,3021
2622,3023
2622,3002
2622,3042
2621,3021
2621,3040
2621,3022
2621,3001
2621,3041
2620,3020
2620,3019
2620,3001
2620,3000
2620,3040
2619,3019
2619,3018
2619,3020
2619,2999
2619,3039
2618,3018
2618,3017
2618,3019
2618,2998
2618,3038
2617,3017
2617,3016
2617,3018
2617,2997
2617,3037
2616,3016
2616,3015
2616,3017
2616,2996
2616,3036
2615,3015
2615,3014
2615,3016
2615,2995
2615,3035
2614,3014
2614,3013
2614,3015
2614,2994
2614,3034
2613,3013
2613,3012
2613,3014
2613,2993
2613,3033
2612,3012
2612,3011
2612,3013
2612,2992
2612,3032
2611,3011
2611,3010
2611,3012
2611,2991
2611,3031
2610,3010
2610,3009
2610,3011
2610,2990
2610,3030
2609,3009
2609,3008
2609,3010
2609,2989
2609,3029
2608,3008
2608,3007
2608,3009
2608,2988
2608,3028
2607,3007
2607,3006
2607,3008
2607,2987
2607,3027
2606,3006
2606,3005
2606,3007
2606,2986
2606,3026
2605,3005
2605,3004
2605,3006
2605,2985
2605,3025
2604,3004
2604,3003
2604,3005
2604,2984
2604,3024
2603,3003
2603,3002
2603,3004
2603,2983
2603,3023
2602,3002
2602,3001
2602,3003
2602,2982
2602,3022
2601,3001
2601,3020
2601,3002
2601,2981
2601,3021
2600,3000
2600,2999
2600,2981
2600,2980
2600,3020
2599,2999
2599,2998
2599,3000
2599,2979
2599,3019
2598,2998
2598,2997
2598,2999
2598,2978
2598,3018
2597,2997
2597,2996
2597,2998
2597,2977
2597,3017
2596,2996
2596,2995
2596,2997
2596,2976
2596,3016
2595,2995
2595,2994
2595,2996
2595,2975
2595,3015
2594,2994
2594,2993
2594,2995
2594,2974
2594,3014
2593,2993
2593,2992
2593,2994
2593,2973
2593,3013
2592,2992
2592,2991
2592,2993
2592,2972
2592,3012
2591,2991
2591,2990
2591,2992
2591,2971
2591,3011
2590,2990
2590,2989
2590,2991
2590,2970
2590,3010
2589,2989
2589,2988
2589,2990
2589,2969
2589,3009
2588,2988
2588,2987
2588,2989
2588,2968
2588,3008
2587,2987
2587,2986
2587,2988
2587,2967
2587,3007
2586,2986
2586,2985
2586,2987
2586,2966
2586,3006
2585,2985
2585,2984
2585,2986
2585,2965
2585,3005
2584,2984
2584,2983
2584,2985
2584,2964
2584,3004
2583,2983
2583,2982
2583,2984
2583,2963
2583,3003
2582,2982
2582,2981
2582,2983
2582,2962
2582,3002
2581,2981
2581,3000
2581,2982
2581,2961
2581,3001
2580,2980
2580,2979
2580,2961
2580,2960
2580,3000
2579,2979
2579,2978
2579,2980
2579,2959
2579,2999
2578,2978
2578,2977
2578,2979
2578,2958
2578,2998
2577,2977
2577,2976
2577,2978
2577,2957
2577,2997
2576,2976
2576,2975
2576,2977
2576,2956
2576,2996
2575,2975
2575,2974
2575,2976
2575,2955
2575,2995
2574,2974
2574,2973
2574,2975
2574,2954
2574,2994
2573,2973
2573,2972
2573,2974
2573,2953
2573,2993
2572,2972
2572,2971
2572,2973
2572,2952
2572,2992
2571,2971
2571,2970
2571,2972
2571,2951
2571,2991
2570,2970
2570,2969
2570,2971
2570,2950
2570,2990
2569,2969
2569,2968
2569,2970
2569,2949
2569,2989
2568,2968
2568,2967
2568,2969
2568,2948
2568,2988
2567,2967
2567,2966
2567,2968
2567,2947
2567,2987
2566,2966
2566,2965
2566,2967
2566,2946
2566,2986
2565,2965
2565,2964
2565,2966
2565,2945
2565,2985
2564,2964
2564,2963
2564,2965
2564,2944
2564,2984
2563,2963
2563,2962
2563,2964
2563,2943
2563,2983
2562,2962
2562,2961
2562,2963
2562,2942
2562,2982
2561,2961
2561,2980
2561,2962
2561,2941
2561,2981
2560,2960
2560,2959
2560,2941
2560,2940
2560,2980
2559,2959
2559,2958
2559,2960
2559,2939
2559,2979
2558,2958
2558,2957
2558,2959
2558,2938
2558,2978
2557,2957
2557,2956
2557,2958
2557,2937
2557,2977
2556,2956
2556,2955
2556,2957
2556,2936
2556,2976
2555,2955
2555,2954
2555,2956
2555,2935
2555,2975
2554,2954
2554,2953
2554,2955
2554,2934
2554,2974
2553,2953
2553,2952
2553,2954
2553,2933
2553,2973
2552,2952
2552,2951
2552,2953
2552,2932
2552,2972
2551,2951
2551,2950
2551,2952
2551,2931
2551,2971
2550,2950
2550,2949
2550,2951
2550,2930
2550,2970
2549,2949
2549,2948
2549,2950
2549,2929
2549,2969
2548,2948
2548,2947
2548,2949
2548,2928
2548,2968
2547,2947
2547,2946
2547,2948
2547,2927
2547,2967
2546,2946
2546,2945
2546,2947
2546,2926
2546,2966
2545,2945
2545,2944
2545,2946
2545,2925
2545,2965
2544,2944
2544,2943
2544,2945
2544,2924
2544,2964
2543,2943
2543,2942
2543,2944
2543,2923
2543,2963
2542,2942
2542,2941
2542,2943
2542,2922
2542,2962
2541,2941
2541,2960
2541,2942
2541,2921
2541,2961
2540,2940
2540,2939
2540,2921
2540,2920
2540,2960
2539,2939
2539,2938
2539,2940
2539,2919
2539,2959
2538,2938
2538,2937
2538,2939
2538,2918
2538,2958
2537,2937
2537,2936
2537,2938
2537,2917
2537,2957
2536,2936
2536,2935
2536,2937
2536,2916
2536,2956
2535,2935
2535,2934
2535,2936
2535,2915
2535,2955
2534,2934
2534,2933
2534,2935
2534,2914
2534,2954
2533,2933
2533,2932
2533,2934
2533,2913
2533,2953
2532,2932
2532,2931
2532,2933
2532,2912
2532,2952
2531,2931
2531,2930
2531,2932
2531,2911
2531,2951
2530,2930
2530,2929
2530,2931
2530,2910
2530,2950
2529,2929
2529,2928
2529,2930
2529,2909
2529,2949
2528,2928
2528,2927
2528,2929
2528,2908
2528,2948
2527,2927
2527,2926
2527,2928
2527,2907
2527,2947
2526,2926
2526,2925
2526,2927
2526,2906
2526,2946
2525,2925
2525,2924
2525,2926
2525,2905
2525,2945
2524,2924
2524,2923
2524,2925
2524,2904
2524,2944
2523,2923
2523,2922
2523,2924
2523,2903
2523,2943
2522,2922
2522,2921
2522,2923
2522,2902
2522,2942
2521,2921
2521,2940
2521,2922
2521,2901
2521,2941
2520,2920
2520,2919
2520,2901
2520,2900
2520,2940
2519,2919
2519,2918
2519,2920
2519,2899
2519,2939
2518,2918
2518,2917
2518,2919
2518,2898
2518,2938
2517,2917
2517,2916
2517,2918
2517,2897
2517,2937
2516,2916
2516,2915
2516,2917
2516,2896
2516,2936
2515,2915
2515,2914
2515,2916
2515,2895
2515,2935
2514,2914
2514,2913
2514,2915
2514,2894
2514,2934
2513,2913
2513,2912
2513,2914
2513,2893
2513,2933
2512,2912
2512,2911
2512,2913
2512,2892
2512,2932
2511,2911
2511,2910
2511,2912
2511,2891
2511,2931
2510,2910
2510,2909
2510,2911
2510,2890
2510,2930
2509,2909
2509,2908
2509,2910
2509,2889
2509,2929
2508,2908
2508,2907
2508,2909
2508,2888
2508,2928
2507,2907
2507,2906
2507,2908
2507,2887
2507,2927
2506,2906
2506,2905
2506,2907
2506,2886
2506,2926
2505,2905
2505,2904
2505,2906
2505,2885
2505,2925
2504,2904
2504,2903
2504,2905
2504,2884
2504,2924
2503,2903
2503,2902
2503,2904
2503,2883
2503,2923
2502,2902
2502,2901
2502,2903
2502,2882
2502,2922
2501,2901
2501,2920
2501,2902
2501,2881
2501,2921
2500,2900
2500,2899
2500,2881
2500,2880
2500,2920
2499,2899
2499,2898
2499,2900
2499,2879
2499,2919
2498,2898
2498,2897
2498,2899
2498,2878
2498,2918
2497,2897
2497,2896
2497,2898
2497,2877
2497,2917
2496,2896
2496,2895
2496,2897
2496,2876
2496,2916
2495,2895
2495,2894
2495,2896
2495,2875
2495,2915
2494,2894
2494,2893
2494,2895
2494,2874
2494,2914
2493,2893
2493,2892
2493,2894
2493,2873
2493,2913
2492,2892
2492,2891
2492,2893
2492,2872
2492,2912
2491,2891
2491,2890
2491,2892
2491,2871
2491,2911
2490,2890
2490,2889
2490,2891
2490,2870
2490,2910
2489,2889
2489,2888
2489,2890
2489,2869
2489,2909
2488,2888
2488,2887
2488,2889
2488,2868
2488,2908
2487,2887
2487,2886
2487,2888
2487,2867
2487,2907
2486,2886
2486,2885
2486,2887
2486,2866
2486,2906
2485,2885
2485,2884
2485,2886
2485,2865
2485,2905
2484,2884
2484,2883
2484,2885
2484,2864
2484,2904
2483,2883
2483,2882
2483,2884
2483,2863
2483,2903
2482,2882
2482,2881
2482,2883
2482,2862
2482,2902
2481,2881
2481,2900
2481,2882
2481,2861
2481,2901
2480,2880
2480,2879
2480,2861
2480,2860
2480,2900
2479,2879
2479,2878
2479,2880
2479,2859
2479,2899
2478,2878
2478,2877
2478,2879
2478,2858
2478,2898
2477,2877
2477,2876
2477,2878
2477,2857
2477,2897
2476,2876
2476,2875
2476,2877
2476,2856
2476,2896
2475,2875
2475,2874
2475,2876
2475,2855
2475,2895
2474,2874
2474,2873
2474,2875
2474,2854
2474,2894
2473,2873
2473,2872
2473,2874
2473,2853
2473,2893
2472,2872
2472,2871
2472,2873
2472,2852
2472,2892
2471,2871
2471,2870
2471,2872
2471,2851
2471,2891
2470,2870
2470,2869
2470,2871
2470,2850
2470,2890
2469,2869
2469,2868
2469,2870
2469,2849
2469,2889
2468,2868
2468,2867
2468,2869
2468,2848
2468,2888
2467,2867
2467,2866
2467,2868
2467,2847
2467,2887
2466,2866
2466,2865
2466,2867
2466,2846
2466,2886
2465,2865
2465,2864
2465,2866
2465,2845
2465,2885
2464,2864
2464,2863
2464,2865
2464,2844
2464,2884
2463,2863
2463,2862
2463,2864
2463,2843
2463,2883
2462,2862
2462,2861
2462,2863
2462,2842
2462,2882
2461,2861
2461,2880
2461,2862
2461,2841
2461,2881
2460,2860
2460,2859
2460,2841
2460,2840
2460,2880
2459,2859
2459,2858
2459,2860
2459,2839
2459,2879
2458,2858
2458,2857
2458,2859
2458,2838
2458,2878
2457,2857
2457,2856
2457,2858
2457,2837
2457,2877
2456,2856
2456,2855
2456,2857
2456,2836
2456,2876
2455,2855
2455,2854
2455,2856
2455,2835
2455,2875
2454,2854
2454,2853
2454,2855
2454,2834
2454,2874
2453,2853
2453,2852
2453,2854
2453,2833
2453,2873
2452,2852
2452,2851
2452,2853
2452,2832
2452,2872
2451,2851
2451,2850
2451,2852
2451,2831
2451,2871
2450,2850
2450,2849
2450,2851
2450,2830
2450,2870
2449,2849
2449,2848
2449,2850
2449,2829
2449,2869
2448,2848
2448,2847
2448,2849
2448,2828
2448,2868
2447,2847
2447,2846
2447,2848
2447,2827
2447,2867
2446,2846
2446,2845
2446,2847
2446,2826
2446,2866
2445,2845
2445,2844
2445,2846
2445,2825
2445,2865
2444,2844
2444,2843
2444,2845
2444,2824
2444,2864
2443,2843
2443,2842
2443,2844
2443,2823
2443,2863
2442,2842
2442,2841
2442,2843
2442,2822
2442,2862
2441,2841
2441,2860
2441,2842
2441,2821
2441,2861
2440,2840
2440,2839
2440,2821
2440,2820
2440,2860
2439,2839
2439,2838
2439,2840
2439,2819
2439,2859
2438,2838
2438,2837
2438,2839
2438,2818
2438,2858
2437,2837
2437,2836
2437,2838
2437,2817
2437,2857
2436,2836
2436,2835
2436,2837
2436,2816
2436,2856
2435,2835
2435,2834
2435,2836
2435,2815
2435,2855
2434,2834
2434,2833
2434,2835
2434,2814
2434,2854
2433,2833
2433,2832
2433,2834
2433,2813
2433,2853
2432,2832
2432,2831
2432,2833
2432,2812
2432,2852
2431,2831
2431,2830
2431,2832
2431,2811
2431,2851
2430,2830
2430,2829
2430,2831
2430,2810
2430,2850
2429,2829
2429,2828
2429,2830
2429,2809
2429,2849
2428,2828
2428,2827
2428,2829
2428,2808
2428,2848
2427,2827
2427,2826
2427,2828
2427,2807
2427,2847
2426,2826
2426,2825
2426,2827
2426,2806
2426,2846
2425,2825
2425,2824
2425,2826
2425,2805
2425,2845
2424,2824
2424,2823
2424,2825
2424,2804
2424,2844
2423,2823
2423,2822
2423,2824
2423,2803
2423,2843
2422,2822
2422,2821
2422,2823
2422,2802
2422,2842
2421,2821
2421,2840
2421,2822
2421,2801
2421,2841
2420,2820
2420,2819
2420,2801
2420,3200
2420,2840
2419,2819
2419,2818
2419,2820
2419,3199
2419,2839
2418,2818
2418,2817
2418,2819
2418,3198
2418,2838
2417,2817
2417,2816
2417,2818
2417,3197
2417,2837
2416,2816
2416,2815
2416,2817
2416,3196
2416,2836
2415,2815
2415,2814
2415,2816
2415,3195
2415,2835
2414,2814
2414,2813
2414,2815
2414,3194
2414,2834
2413,2813
2413,2812
2413,2814
2413,3193
2413,2833
2412,2812
2412,2811
2412,2813
2412,3192
2412,2832
2411,2811
2411,2810
2411,2812
2411,3191
2411,2831
2410,2810
2410,2809
2410,2811
2410,3190
2410,2830
2409,2809
2409,2808
2409,2810
2409,3189
2409,2829
2408,2808
2408,2807
2408,2809
2408,3188
2408,2828
2407,2807
2407,2806
2407,2808
2407,3187
2407,2827
2406,2806
2406,2805
2406,2807
2406,3186
2406,2826
2405,2805
2405,2804
2405,2806
2405,3185
2405,2825
2404,2804
2404,2803
2404,2805
2404,3184
2404,2824
2403,2803
2403,2802
2403,2804
2403,3183
2403,2823
2402,2802
2402,2801
2402,2803
2402,3182
2402,2822
2401,2801
2401,2820
2401,2802
2401,3181
2401,2821
2400,2800
2400,2799
2400,2781
2400,2780
2400,2420
2399,2799
2399,2798
2399,2800
2399,2779
2399,2419
2398,2798
2398,2797
2398,2799
2398,2778
2398,2418
2397,2797
2397,2796
2397,2798
2397,2777
2397,2417
2396,2796
2396,2795
2396,2797
2396,2776
2396,2416
2395,2795
2395,2794
2395,2796
2395,2775
2395,2415
2394,2794
2394,2793
2394,2795
2394,2774
2394,2414
2393,2793
2393,2792
2393,2794
2393,2773
2393,2413
2392,2792
2392,2791
2392,2793
2392,2772
2392,2412
2391,2791
2391,2790
2391,2792
2391,2771
2391,2411
2390,2790
2390,2789
2390,2791
2390,2770
2390,2410
2389,2789
2389,2788
2389,2790
2389,2769
2389,2409
2388,2788
2388,2787
2388,2789
2388,2768
2388,2408
2387,2787
2387,2786
2387,2788
2387,2767
2387,2407
2386,2786
2386,2785
2386,2787
2386,2766
2386,2406
2385,2785
2385,2784
2385,2786
2385,2765
2385,2405
2384,2784
2384,2783
2384,2785
2384,2764
2384,2404
2383,2783
2383,2782
2383,2784
2383,2763
2383,2403
2382,2782
2382,2781
2382,2783
2382,2762
2382,2402
2381,2781
2381,2800
2381,2782
2381,2761
2381,2401
2380,2780
2380,2779
2380,2761
2380,2760
2380,2800
2379,2779
2379,2778
2379,2780
2379,2759
2379,2799
2378,2778
2378,2777
2378,2779
2378,2758
2378,2798
2377,2777
2377,2776
2377,2778
2377,2757
2377,2797
2376,2776
2376,2775
2376,2777
2376,2756
2376,2796
2375,2775
2375,2774
2375,2776
2375,2755
2375,2795
2374,2774
2374,2773
2374,2775
2374,2754
2374,2794
2373,2773
2373,2772
2373,2774
2373,2753
2373,2793
2372,2772
2372,2771
2372,2773
2372,2752
2372,2792
2371,2771
2371,2770
2371,2772
2371,2751
2371,2791
2370,2770
2370,2769
2370,2771
2370,2750
2370,2790
2369,2769
2369,2768
2369,2770
2369,2749
2369,2789
2368,2768
2368,2767
2368,2769
2368,2748
2368,2788
2367,2767
2367,2766
2367,2768
2367,2747
2367,2787
2366,2766
2366,2765
2366,2767
2366,2746
2366,2786
2365,2765
2365,2764
2365,2766
2365,2745
2365,2785
2364,2764
2364,2763
2364,2765
2364,2744
2364,2784
2363,2763
2363,2762
2363,2764
2363,2743
2363,2783
2362,2762
2362,2761
2362,2763
2362,2742
2362,2782
2361,2761
2361,2780
2361,2762
2361,2741
2361,2781
2360,2760
2360,2759
2360,2741
2360,2740
2360,2780
2359,2759
2359,2758
2359,2760
2359,2739
2359,2779
2358,2758
2358,2757
2358,2759
2358,2738
2358,2778
2357,2757
2357,2756
2357,2758
2357,2737
2357,2777
2356,2756
2356,2755
2356,2757
2356,2736
2356,2776
2355,2755
2355,2754
2355,2756
2355,2735
2355,2775
2354,2754
2354,2753
2354,2755
2354,2734
2354,2774
2353,2753
2353,2752
2353,2754
2353,2733
2353,2773
2352,2752
2352,2751
2352,2753
2352,2732
2352,2772
2351,2751
2351,2750
2351,2752
2351,2731
2351,2771
2350,2750
2350,2749
2350,2751
2350,2730
2350,2770
2349,2749
2349,2748
2349,2750
2349,2729
2349,2769
2348,2748
2348,2747
2348,2749
2348,2728
2348,2768
2347,2747
2347,2746
2347,2748
2347,2727
2347,2767
2346,2746
2346,2745
2346,2747
2346,2726
2346,2766
2345,2745
2345,2744
2345,2746
2345,2725
2345,2765
2344,2744
2344,2743
2344,2745
2344,2724
2344,2764
2343,2743
2343,2742
2343,2744
2343,2723
2343,2763
2342,2742
2342,2741
2342,2743
2342,2722
2342,2762
2341,2741
2341,2760
2341,2742
2341,2721
2341,2761
2340,2740
2340,2739
2340,2721
2340,2720
2340,2760
2339,2739
2339,2738
2339,2740
2339,2719
2339,2759
2338,2738
2338,2737
2338,2739
2338,2718
2338,2758
2337,2737
2337,2736
2337,2738
2337,2717
2337,2757
2336,2736
2336,2735
2336,2737
2336,2716
2336,2756
2335,2735
2335,2734
2335,2736
2335,2715
2335,2755
