Employee_ID,Salary
339,78.0
340,33.0
341,92.0
342,37.0
343,73.0
344,41.0
345,57.0
346,86.0
347,91.0
348,26.0
349,42.0
350,47.0
351,90.0
352,25.0
353,48.0
354,53.0
355,80.0
356,81.0
357,59.0
358,44.0
359,52.0
360,5.0
361,85.0
362,-5.0
363,91.0
364,50.0
365,20.0
366,13.0
367,54.0
368,11.0
369,83.0
370,48.0
371,74.0
372,-7.0
373,79.0
374,50.0
375,89.0
376,31.0
377,75.0
378,87.0
379,55.0
380,73.0
381,34.0
382,87.0
383,76.0
384,74.0
385,67.0
386,22.0
387,63.0
388,77.0
389,91.0
390,89.0
391,42.0
392,48.0
393,79.0
394,91.0
395,79.0
396,58.0
397,74.0
398,79.0
399,27.0
400,-7.0
401,-4.0
402,60.0
403,85.0
404,67.0
405,28.0
406,3.0
407,1.0
408,66.0
409,88.0
410,61.0
411,62.0
412,66.0
413,65.0
414,21.0
415,35.0
416,14.0
417,54.0
418,32.0
419,51.0
420,76.0
421,59.0
422,30.0
423,53.0
424,88.0
425,68.0
426,43.0
427,54.0
428,-4.0
429,82.0
430,92.0
431,70.0
432,-7.0
433,-4.0
434,78.0
435,46.0
436,72.0
437,46.0
438,29.0
439,32.0
440,64.0
441,38.0
442,54.0
443,91.0
444,95.0
445,81.0
446,52.0
447,94.0
448,81.0
449,67.0
450,91.0
451,47.0
452,24.0
453,12.0
454,57.0
455,67.0
456,95.0
457,51.0
458,16.0
459,37.0
460,38.0
461,32.0
462,46.0
463,58.0
464,64.0
465,58.0
466,64.0
467,85.0
468,73.0
469,11.0
470,63.0
471,42.0
472,67.0
473,30.0
474,79.0
475,71.0
476,42.0
477,45.0
478,35.0
479,67.0
480,64.0
481,81.0
482,29.0
483,78.0
484,77.0
485,4.0
486,81.0
487,25.0
488,66.0
489,71.0
490,29.0
491,60.0
492,60.0
493,77.0
494,3.0
495,91.0
496,14.0
497,64.0
498,70.0
499,63.0
500,74.0
501,64.0
502,92.0
503,60.0
504,91.0
505,65.0
506,55.0
507,7.0
508,78.0
509,12.0
510,9.0
511,33.0
512,54.0
513,49.0
514,88.0
515,33.0
516,44.0
517,58.0
518,75.0
519,82.0
520,45.0
521,55.0
522,74.0
523,87.0
524,71.0
525,90.0
526,88.0
527,72.0
528,30.0
529,61.0
530,46.0
531,83.0
532,4.0
533,26.0
534,64.0
535,25.0
536,94.0
537,66.0
538,72.0
539,59.0
540,38.0
541,72.0
542,86.0
543,92.0
544,49.0
545,72.0
546,68.0
547,88.0
548,69.0
549,94.0
550,-2.0
551,84.0
552,87.0
553,75.0
554,69.0
555,32.0
556,23.0
557,75.0
558,30.0
559,36.0
560,4.0
561,61.0
562,58.0
563,66.0
564,79.0
565,58.0
566,60.0
567,81.0
568,68.0
569,0.0
570,79.0
571,77.0
572,10.0
573,55.0
574,66.0
575,52.0
576,17.0
577,46.0
578,84.0
579,27.0
580,24.0
581,33.0
582,37.0
583,95.0
584,70.0
585,70.0
586,30.0
587,83.0
588,82.0
589,85.0
590,39.0
591,26.0
592,17.0
593,79.0
594,21.0
595,43.0
596,62.0
597,62.0
598,38.0
599,-2.0
600,79.0
601,88.0
602,72.0
603,80.0
604,43.0
605,-2.0
606,81.0
607,48.0
608,85.0
609,72.0
610,78.0
611,58.0
612,74.0
613,56.0
614,87.0
615,88.0
616,75.0
617,74.0
618,17.0
619,58.0
620,19.0
621,56.0
622,60.0
623,87.0
624,77.0
625,97.0
626,80.0
627,77.0
628,56.0
629,49.0
630,59.0
631,47.0
632,54.0
633,16.0
634,16.0
635,45.0
636,78.0
637,84.0
638,45.0
639,84.0
640,2.0
641,86.0
642,60.0
643,42.0
644,30.0
645,74.0
646,62.0
647,35.0
648,85.0
649,48.0
650,-5.0
651,92.0
652,68.0
653,63.0
654,75.0
655,17.0
656,57.0
657,72.0
658,83.0
659,68.0
660,8.0
661,9.0
662,83.0
663,5.0
664,56.0
665,12.0
666,35.0
667,72.0
668,94.0
669,85.0
670,13.0
671,20.0
672,78.0
673,95.0
674,44.0
675,10.0
676,59.0
677,22.0
678,89.0
679,56.0
680,38.0
681,13.0
682,31.0
683,1.0
684,56.0
685,75.0
686,-3.0
687,88.0
688,71.0
689,86.0
690,33.0
691,54.0
692,9.0
693,87.0
694,86.0
695,73.0
696,30.0
697,91.0
698,51.0
699,65.0
700,28.0
701,41.0
702,62.0
703,93.0
704,49.0
705,71.0
706,79.0
707,22.0
708,71.0
709,67.0
710,-10.0
711,83.0
712,22.0
713,78.0
714,72.0
715,19.0
716,33.0
717,2.0
718,9.0
719,63.0
720,36.0
721,58.0
722,53.0
723,91.0
724,74.0
725,34.0
726,22.0
727,10.0
728,50.0
729,68.0
730,44.0
731,46.0
732,23.0
733,72.0
734,74.0
735,88.0
736,73.0
737,83.0
738,68.0
739,72.0
740,91.0
741,23.0
742,-3.0
743,79.0
744,26.0
745,31.0
746,39.0
747,74.0
748,57.0
749,63.0
750,80.0
751,37.0
752,56.0
753,64.0
754,6.0
755,38.0
756,13.0
757,24.0
758,79.0
759,58.0
760,60.0
761,53.0
762,42.0
763,54.0
764,29.0
765,59.0
766,64.0
767,62.0
768,83.0
769,7.0
770,75.0
771,70.0
772,38.0
773,85.0
774,76.0
775,60.0
776,-2.0
777,86.0
778,-1.0
779,-4.0
780,47.0
781,61.0
782,56.0
783,-7.0
784,60.0
785,88.0
786,59.0
787,64.0
788,18.0
789,73.0
790,66.0
791,74.0
792,86.0
793,65.0
794,78.0
795,66.0
796,61.0
797,76.0
798,47.0
799,23.0
800,90.0
801,84.0
802,78.0
803,69.0
804,36.0
805,90.0
806,33.0
807,35.0
808,18.0
809,-10.0
810,37.0
811,17.0
812,77.0
813,83.0
814,37.0
815,1.0
816,60.0
817,48.0
818,82.0
819,79.0
820,48.0
821,75.0
822,83.0
823,71.0
824,46.0
825,73.0
826,76.0
827,73.0
828,64.0
829,48.0
830,27.0
831,84.0
832,-5.0
833,92.0
834,17.0
835,38.0
836,88.0
837,63.0
838,-11.0
839,73.0
840,66.0
841,52.0
842,93.0
843,93.0
844,27.0
845,54.0
846,39.0
847,23.0
848,-2.0
849,48.0
850,46.0
851,42.0
852,52.0
853,32.0
854,65.0
855,55.0
856,84.0
857,-1.0
858,68.0
859,49.0
860,41.0
861,24.0
862,14.0
863,50.0
864,64.0
865,52.0
866,49.0
867,66.0
868,27.0
869,59.0
870,8.0
871,35.0
872,89.0
873,27.0
874,82.0
875,61.0
876,15.0
877,49.0
878,77.0
879,35.0
880,87.0
881,61.0
882,90.0
883,74.0
884,23.0
885,58.0
886,80.0
887,69.0
888,82.0
889,70.0
890,79.0
891,35.0
892,17.0
893,48.0
894,89.0
895,42.0
896,75.0
897,90.0
898,24.0
899,64.0
900,83.0
901,62.0
902,64.0
903,68.0
904,82.0
905,44.0
906,74.0
907,13.0
908,76.0
909,63.0
910,85.0
911,51.0
912,85.0
913,91.0
914,82.0
915,42.0
916,85.0
917,86.0
918,91.0
919,87.0
920,48.0
921,85.0
922,86.0
923,14.0
924,34.0
925,17.0
926,41.0
927,68.0
928,73.0
929,43.0
930,87.0
931,78.0
932,74.0
933,83.0
934,74.0
935,61.0
936,60.0
937,46.0
938,2.0
939,55.0
940,27.0
941,76.0
942,88.0
943,35.0
944,-7.0
945,62.0
946,75.0
947,8.0
948,2.0
949,49.0
950,70.0
951,94.0
952,67.0
953,4.0
954,77.0
955,29.0
956,78.0
957,55.0
958,19.0
959,22.0
960,15.0
961,50.0
962,82.0
963,32.0
964,0.0
965,38.0
966,34.0
967,87.0
968,80.0
969,50.0
970,94.0
971,91.0
972,57.0
973,35.0
974,85.0
975,91.0
976,32.0
977,46.0
978,94.0
979,29.0
980,45.0
981,65.0
982,55.0
983,89.0
984,87.0
985,36.0
986,68.0
987,50.0
988,69.0
989,69.0
990,58.0
991,79.0
992,38.0
993,75.0
994,87.0
995,78.0
996,22.0
997,57.0
998,42.0
999,62.0
1000,-9.0
1001,94.0
1002,15.0
1003,19.0
1004,13.0
1005,84.0
1006,60.0
1007,78.0
1008,83.0
1009,69.0
1010,82.0
1011,72.0
1012,65.0
1013,50.0
1014,82.0
1015,70.0
1016,83.0
1017,90.0
1018,76.0
1019,15.0
1020,93.0
1021,0.0
1022,45.0
1023,69.0
1024,64.0
1025,89.0
1026,71.0
1027,42.0
1028,66.0
1029,49.0
1030,82.0
1031,58.0
1032,41.0
1033,23.0
1034,61.0
1035,19.0
1036,14.0
1037,30.0
1038,64.0
1039,95.0
1040,53.0
1041,23.0
1042,91.0
1043,32.0
1044,73.0
1045,41.0
1046,79.0
1047,55.0
1048,49.0
1049,77.0
1050,11.0
1051,43.0
1052,38.0
1053,74.0
1054,43.0
1055,72.0
1056,0.0
1057,13.0
1058,74.0
1059,42.0
1060,88.0
1061,93.0
1062,65.0
1063,43.0
1064,64.0
1065,13.0
1066,92.0
1067,95.0
1068,50.0
1069,19.0
1070,65.0
1071,64.0
1072,74.0
1073,90.0
1074,82.0
1075,-9.0
1076,26.0
1077,-7.0
1078,95.0
1079,89.0
1080,60.0
1081,51.0
1082,72.0
1083,75.0
1084,41.0
1085,84.0
1086,17.0
1087,55.0
1088,75.0
1089,76.0
1090,79.0
1091,91.0
1092,-1.0
1093,77.0
1094,52.0
1095,78.0
1096,55.0
1097,-7.0
1098,83.0
1099,78.0
1100,42.0
1101,-6.0
1102,-2.0
1103,53.0
1104,80.0
1105,23.0
1106,66.0
1107,60.0
1108,74.0
1109,69.0
1110,38.0
1111,54.0
1112,20.0
1113,29.0
1114,78.0
1115,87.0
1116,21.0
1117,10.0
1118,55.0
1119,59.0
1120,76.0
1121,55.0
1122,65.0
1123,55.0
1124,67.0
1125,20.0
1126,51.0
1127,25.0
1128,90.0
1129,19.0
1130,32.0
1131,13.0
1132,90.0
1133,22.0
1134,37.0
1135,3.0
1136,83.0
1137,41.0
1138,23.0
1139,13.0
1140,-3.0
1141,70.0
1142,18.0
1143,27.0
1144,64.0
1145,8.0
1146,38.0
1147,38.0
1148,71.0
1149,51.0
1150,4.0
1151,60.0
1152,70.0
1153,21.0
1154,81.0
1155,67.0
1156,36.0
1157,32.0
1158,48.0
1159,64.0
1160,-6.0
1161,11.0
1162,82.0
1163,47.0
1164,88.0
1165,13.0
1166,71.0
1167,69.0
1168,29.0
1169,44.0
1170,86.0
1171,27.0
1172,75.0
1173,86.0
1174,61.0
1175,47.0
1176,74.0
1177,68.0
1178,45.0
1179,48.0
1180,94.0
1181,67.0
1182,32.0
1183,32.0
1184,38.0
1185,83.0
1186,48.0
1187,4.0
1188,29.0
1189,85.0
1190,24.0
1191,37.0
1192,86.0
1193,46.0
1194,41.0
1195,9.0
1196,74.0
1197,29.0
1198,50.0
1199,-7.0
1200,92.0
1201,70.0
1202,18.0
1203,86.0
1204,6.0
1205,67.0
1206,25.0
1207,78.0
1208,14.0
1209,15.0
1210,94.0
1211,41.0
1212,12.0
1213,94.0
1214,42.0
1215,50.0
1216,67.0
1217,30.0
1218,78.0
1219,87.0
1220,71.0
1221,72.0
1222,84.0
1223,81.0
1224,75.0
1225,86.0
1226,75.0
1227,64.0
1228,81.0
1229,20.0
1230,76.0
1231,27.0
1232,29.0
1233,6.0
1234,50.0
1235,55.0
1236,80.0
1237,17.0
1238,33.0
1239,6.0
1240,-3.0
1241,86.0
1242,-2.0
1243,42.0
1244,76.0
1245,-3.0
1246,51.0
1247,69.0
1248,76.0
1249,15.0
1250,52.0
1251,12.0
1252,-6.0
1253,86.0
1254,23.0
1255,18.0
1256,38.0
1257,79.0
1258,64.0
1259,86.0
1260,52.0
1261,49.0
1262,73.0
1263,85.0
1264,90.0
1265,89.0
1266,63.0
1267,38.0
1268,90.0
1269,68.0
1270,18.0
1271,12.0
1272,64.0
1273,53.0
1274,88.0
1275,90.0
1276,87.0
1277,44.0
1278,73.0
1279,83.0
1280,59.0
1281,-8.0
1282,69.0
1283,57.0
1284,43.0
1285,63.0
1286,71.0
1287,74.0
1288,77.0
1289,48.0
1290,33.0
1291,24.0
1292,14.0
1293,56.0
1294,89.0
1295,52.0
1296,49.0
1297,89.0
1298,24.0
1299,53.0
1300,86.0
1301,32.0
1302,71.0
1303,25.0
1304,87.0
1305,3.0
1306,60.0
1307,89.0
1308,28.0
1309,31.0
1310,68.0
1311,50.0
1312,89.0
1313,85.0
1314,85.0
1315,12.0
1316,82.0
1317,78.0
1318,46.0
1319,58.0
1320,42.0
1321,89.0
1322,44.0
1323,80.0
1324,54.0
1325,-2.0
1326,35.0
1327,92.0
1328,55.0
1329,65.0
1330,65.0
1331,40.0
1332,28.0
1333,16.0
1334,93.0
1335,81.0
1336,46.0
1337,53.0
1338,91.0
1339,20.0
1340,72.0
1341,25.0
1342,29.0
1343,54.0
1344,45.0
1345,21.0
1346,7.0
1347,49.0
1348,90.0
1349,32.0
1350,75.0
1351,40.0
1352,86.0
1353,74.0
1354,94.0
1355,55.0
1356,87.0
1357,32.0
1358,93.0
1359,96.0
1360,90.0
1361,-5.0
1362,26.0
1363,32.0
1364,75.0
1365,71.0
1366,75.0
1367,62.0
1368,23.0
1369,54.0
1370,59.0
1371,-5.0
1372,-2.0
1373,95.0
1374,95.0
1375,48.0
1376,9.0
1377,63.0
1378,60.0
1379,85.0
1380,68.0
1381,28.0
1382,47.0
1383,59.0
1384,43.0
1385,56.0
1386,48.0
1387,84.0
1388,25.0
1389,73.0
1390,25.0
1391,59.0
1392,43.0
1393,20.0
1394,73.0
1395,16.0
1396,36.0
1397,90.0
1398,59.0
1399,17.0
1400,91.0
1401,16.0
1402,61.0
1403,22.0
1404,89.0
1405,-4.0
1406,3.0
1407,78.0
1408,0.0
1409,54.0
1410,78.0
1411,61.0
1412,39.0
1413,71.0
1414,79.0
1415,4.0
1416,74.0
1417,53.0
1418,86.0
1419,72.0
1420,72.0
1421,45.0
1422,92.0
1423,64.0
1424,51.0
1425,76.0
1426,29.0
1427,36.0
1428,8.0
1429,51.0
1430,47.0
1431,91.0
1432,79.0
1433,35.0
1434,10.0
1435,85.0
1436,92.0
1437,56.0
1438,69.0
1439,7.0
1440,30.0
1441,85.0
1442,48.0
1443,90.0
1444,53.0
1445,13.0
1446,77.0
1447,19.0
1448,64.0
1449,29.0
1450,91.0
1451,7.0
1452,33.0
1453,37.0
1454,70.0
1455,66.0
1456,57.0
1457,36.0
1458,72.0
1459,71.0
1460,85.0
1461,79.0
1462,23.0
1463,29.0
1464,28.0
1465,91.0
1466,79.0
1467,89.0
1468,87.0
1469,31.0
1470,91.0
1471,38.0
1472,36.0
1473,29.0
1474,39.0
1475,-8.0
1476,50.0
1477,64.0
1478,82.0
1479,12.0
1480,71.0
1481,37.0
1482,34.0
1483,75.0
1484,81.0
1485,28.0
1486,25.0
1487,20.0
1488,27.0
1489,57.0
1490,82.0
1491,68.0
1492,55.0
1493,30.0
1494,79.0
1495,10.0
1496,94.0
1497,21.0
1498,69.0
1499,89.0
1500,78.0
1501,90.0
1502,12.0
1503,81.0
1504,60.0
1505,5.0
1506,-9.0
1507,34.0
1508,55.0
1509,21.0
1510,64.0
1511,81.0
1512,70.0
1513,84.0
1514,68.0
1515,76.0
1516,80.0
1517,29.0
1518,40.0
1519,47.0
1520,87.0
1521,88.0
1522,36.0
1523,41.0
1524,66.0
1525,2.0
1526,59.0
1527,87.0
1528,69.0
1529,85.0
1530,45.0
1531,53.0
1532,34.0
1533,32.0
1534,87.0
1535,87.0
1536,96.0
1537,67.0
1538,35.0
1539,73.0
1540,77.0
1541,89.0
1542,85.0
1543,54.0
1544,38.0
1545,94.0
1546,76.0
1547,62.0
1548,88.0
1549,60.0
1550,-10.0
1551,13.0
1552,52.0
1553,93.0
1554,62.0
1555,87.0
1556,55.0
1557,89.0
1558,11.0
1559,86.0
1560,-5.0
1561,70.0
1562,14.0
1563,88.0
1564,87.0
1565,26.0
1566,10.0
1567,41.0
1568,70.0
1569,60.0
1570,41.0
1571,19.0
1572,85.0
1573,52.0
1574,14.0
1575,83.0
1576,57.0
1577,59.0
1578,45.0
1579,-5.0
1580,84.0
1581,71.0
1582,62.0
1583,55.0
1584,41.0
1585,59.0
1586,17.0
1587,81.0
1588,42.0
1589,80.0
1590,49.0
1591,27.0
1592,87.0
1593,42.0
1594,84.0
1595,12.0
1596,70.0
1597,36.0
1598,79.0
1599,39.0
