time_id,from_state,to_state,label
77,a2_2,a2_3,a2
77,a2_3,a2_4,a2
77,a2_4,a2_4,a2
77,a2_4,rs,off
77,rs,rs,off
78,a2_2,a2_3,a2
78,a2_3,a2_4,a2
78,a2_4,a2_4,a2
78,a2_4,rs,off
78,rs,rs,off
79,a2_3,a2_4,a2
79,a2_4,a2_4,a2
79,a2_4,rs,off
79,rs,rs,off
80,a2_4,rs,off
80,rs,rs,off
81,rs,rs,off
82,rs,rs,off
83,rs,rs,off
84,rs,rs,off
85,rs,rs,off
86,rs,rs,off
87,rs,rs,off
88,rs,rs,off
89,rs,rs,off
90,rs,rs,off
91,rs,rs,off
92,rs,rs,off
93,rs,rs,off
94,rs,rs,off
