employee_id,time_id,activity_code,cost
2,52,a2,2.262879
2,53,a1,0.853368
2,53,a2,2.262879
2,54,a1,0.853368
2,54,a2,2.262879
2,55,a1,0.853368
2,55,a2,2.262879
2,56,a1,0.716738
2,56,a2,2.146543
2,57,a1,0.716738
2,57,a2,2.146543
2,58,a1,0.716738
2,58,a2,2.146543
2,59,a1,0.716738
2,59,a2,2.146543
2,60,a1,0.698311
2,60,a2,2.450979
2,61,a1,0.698311
2,61,a2,2.450979
2,62,a1,0.698311
2,62,a2,2.450979
2,63,a1,0.698311
2,63,a2,2.450979
2,64,a2,2.917919
2,65,a2,2.917919
2,66,a2,2.917919
2,67,a2,2.917919
2,72,a2,2.201957
2,73,a2,2.201957
2,74,a2,2.201957
2,75,a2,2.201957
2,76,a2,2.206961
2,77,a2,2.206961
2,78,a2,2.206961
2,79,a2,2.206961
3,40,a2,5.599776
3,41,a2,5.599776
3,42,a2,5.599776
3,43,a2,5.599776
3,44,a1,0.994662
3,44,a2,2.926006
3,45,a1,0.994662
3,45,a2,2.926006
3,46,a1,0.994662
3,46,a2,2.926006
3,47,a1,0.994662
3,47,a2,2.926006
3,48,a1,0.804104
3,48,a2,1.73935
3,49,a1,0.804104
3,49,a2,1.73935
3,50,a1,0.804104
3,50,a2,1.73935
3,51,a1,0.804104
3,51,a2,1.73935
3,52,a1,0.853368
3,52,a2,2.262879
3,53,a1,0.853368
3,53,a2,2.262879
3,54,a1,0.853368
3,54,a2,2.262879
3,55,a1,0.853368
3,55,a2,2.262879
3,56,a1,0.716738
3,56,a2,2.146543
3,57,a1,0.716738
3,57,a2,2.146543
3,58,a1,0.716738
3,58,a2,2.146543
3,59,a1,0.716738
3,59,a2,2.146543
3,60,a1,0.698311
3,60,a2,2.450979
3,61,a1,0.698311
3,61,a2,2.450979
3,62,a1,0.698311
3,62,a2,2.450979
3,63,a1,0.698311
3,63,a2,2.450979
3,64,a2,2.917919
3,65,a2,2.917919
3,66,a2,2.917919
3,67,a2,2.917919
3,72,a2,2.201957
3,73,a2,2.201957
3,74,a2,2.201957
3,75,a2,2.201957
3,76,a2,2.206961
3,77,a2,2.206961
3,78,a2,2.206961
3,79,a2,2.206961
4,40,a2,5.599776
4,41,a2,5.599776
4,42,a2,5.599776
4,43,a2,5.599776
4,44,a1,0.994662
4,44,a2,2.926006
4,45,a1,0.994662
4,45,a2,2.926006
4,46,a1,0.994662
4,46,a2,2.926006
4,47,a1,0.994662
4,47,a2,2.926006
4,48,a1,0.804104
4,48,a2,1.73935
4,49,a1,0.804104
4,49,a2,1.73935
4,50,a1,0.804104
4,50,a2,1.73935
4,51,a1,0.804104
4,51,a2,1.73935
4,52,a1,0.853368
4,52,a2,2.262879
4,53,a1,0.853368
4,53,a2,2.262879
4,54,a1,0.853368
4,54,a2,2.262879
4,55,a1,0.853368
4,55,a2,2.262879
4,56,a1,0.716738
4,56,a2,2.146543
4,57,a1,0.716738
4,57,a2,2.146543
4,58,a1,0.716738
4,58,a2,2.146543
4,59,a1,0.716738
4,59,a2,2.146543
4,60,a1,0.698311
4,60,a2,2.450979
4,61,a1,0.698311
4,61,a2,2.450979
4,62,a1,0.698311
4,62,a2,2.450979
4,63,a1,0.698311
4,63,a2,2.450979
4,64,a2,2.917919
4,65,a2,2.917919
4,66,a2,2.917919
4,67,a2,2.917919
4,72,a2,2.201957
4,73,a2,2.201957
4,74,a2,2.201957
4,75,a2,2.201957
4,76,a2,2.206961
4,77,a2,2.206961
4,78,a2,2.206961
4,79,a2,2.206961
5,40,a2,5.599776
5,41,a2,5.599776
5,42,a2,5.599776
5,43,a2,5.599776
5,44,a1,0.994662
5,44,a2,2.926006
5,45,a1,0.994662
5,45,a2,2.926006
5,46,a1,0.994662
5,46,a2,2.926006
5,47,a1,0.994662
5,47,a2,2.926006
5,48,a1,0.804104
5,48,a2,1.73935
5,49,a1,0.804104
5,49,a2,1.73935
5,50,a1,0.804104
5,50,a2,1.73935
5,51,a1,0.804104
5,51,a2,1.73935
5,52,a1,0.853368
5,52,a2,2.262879
5,53,a1,0.853368
5,53,a2,2.262879
5,54,a1,0.853368
5,54,a2,2.262879
5,55,a1,0.853368
5,55,a2,2.262879
5,56,a1,0.716738
5,56,a2,2.146543
5,57,a1,0.716738
5,57,a2,2.146543
5,58,a1,0.716738
5,58,a2,2.146543
5,59,a1,0.716738
5,59,a2,2.146543
5,60,a1,0.698311
5,60,a2,2.450979
5,61,a1,0.698311
5,61,a2,2.450979
5,62,a1,0.698311
5,62,a2,2.450979
5,63,a1,0.698311
5,63,a2,2.450979
5,64,a2,2.917919
5,65,a2,2.917919
5,66,a2,2.917919
5,67,a2,2.917919
5,72,a2,2.201957
5,73,a2,2.201957
5,74,a2,2.201957
5,75,a2,2.201957
5,76,a2,2.206961
5,77,a2,2.206961
5,78,a2,2.206961
5,79,a2,2.206961
6,40,a2,5.599776
6,41,a2,5.599776
6,42,a2,5.599776
6,43,a2,5.599776
6,44,a1,0.994662
6,44,a2,2.926006
6,45,a1,0.994662
6,45,a2,2.926006
6,46,a1,0.994662
6,46,a2,2.926006
6,47,a1,0.994662
6,47,a2,2.926006
6,48,a1,0.804104
6,48,a2,1.73935
6,49,a1,0.804104
6,49,a2,1.73935
6,50,a1,0.804104
6,50,a2,1.73935
6,51,a1,0.804104
6,51,a2,1.73935
6,52,a1,0.853368
6,52,a2,2.262879
6,53,a1,0.853368
6,53,a2,2.262879
6,54,a1,0.853368
6,54,a2,2.262879
6,55,a1,0.853368
6,55,a2,2.262879
6,56,a1,0.716738
6,56,a2,2.146543
6,57,a1,0.716738
6,57,a2,2.146543
6,58,a1,0.716738
6,58,a2,2.146543
6,59,a1,0.716738
6,59,a2,2.146543
6,60,a1,0.698311
6,60,a2,2.450979
6,61,a1,0.698311
6,61,a2,2.450979
6,62,a1,0.698311
6,62,a2,2.450979
6,63,a1,0.698311
6,63,a2,2.450979
6,64,a2,2.917919
6,65,a2,2.917919
6,66,a2,2.917919
6,67,a2,2.917919
6,72,a2,2.201957
6,73,a2,2.201957
6,74,a2,2.201957
6,75,a2,2.201957
6,76,a2,2.206961
6,77,a2,2.206961
6,78,a2,2.206961
6,79,a2,2.206961
7,40,a2,5.599776
7,41,a2,5.599776
7,42,a2,5.599776
7,43,a2,5.599776
7,44,a1,0.994662
7,44,a2,2.926006
7,45,a1,0.994662
7,45,a2,2.926006
7,46,a1,0.994662
7,46,a2,2.926006
7,47,a1,0.994662
7,47,a2,2.926006
7,48,a1,0.804104
7,48,a2,1.73935
7,49,a1,0.804104
7,49,a2,1.73935
7,50,a1,0.804104
7,50,a2,1.73935
7,51,a1,0.804104
7,51,a2,1.73935
7,52,a1,0.853368
7,52,a2,2.262879
7,53,a1,0.853368
7,53,a2,2.262879
7,54,a1,0.853368
7,54,a2,2.262879
7,55,a1,0.853368
7,55,a2,2.262879
7,56,a1,0.716738
7,56,a2,2.146543
7,57,a1,0.716738
7,57,a2,2.146543
7,58,a1,0.716738
7,58,a2,2.146543
7,59,a1,0.716738
7,59,a2,2.146543
7,60,a1,0.698311
7,60,a2,2.450979
7,61,a1,0.698311
7,61,a2,2.450979
7,62,a1,0.698311
7,62,a2,2.450979
7,63,a1,0.698311
7,63,a2,2.450979
7,64,a2,2.917919
7,65,a2,2.917919
7,66,a2,2.917919
7,67,a2,2.917919
7,72,a2,2.201957
7,73,a2,2.201957
7,74,a2,2.201957
7,75,a2,2.201957
7,76,a2,2.206961
7,77,a2,2.206961
7,78,a2,2.206961
7,79,a2,2.206961
8,40,a2,5.599776
8,41,a2,5.599776
8,42,a2,5.599776
8,43,a2,5.599776
8,44,a1,0.994662
8,44,a2,2.926006
8,45,a1,0.994662
8,45,a2,2.926006
8,46,a1,0.994662
8,46,a2,2.926006
8,47,a1,0.994662
8,47,a2,2.926006
8,48,a1,0.804104
8,48,a2,1.73935
8,49,a1,0.804104
8,49,a2,1.73935
8,50,a1,0.804104
8,50,a2,1.73935
8,51,a1,0.804104
8,51,a2,1.73935
8,52,a1,0.853368
8,52,a2,2.262879
8,53,a1,0.853368
8,53,a2,2.262879
8,54,a1,0.853368
8,54,a2,2.262879
8,55,a1,0.853368
8,55,a2,2.262879
8,56,a1,0.716738
8,56,a2,2.146543
8,57,a1,0.716738
8,57,a2,2.146543
8,58,a1,0.716738
8,58,a2,2.146543
8,59,a1,0.716738
8,59,a2,2.146543
8,60,a1,0.698311
8,60,a2,2.450979
8,61,a1,0.698311
8,61,a2,2.450979
8,62,a1,0.698311
8,62,a2,2.450979
8,63,a1,0.698311
8,63,a2,2.450979
8,64,a2,2.917919
8,65,a2,2.917919
8,66,a2,2.917919
8,67,a2,2.917919
8,72,a2,2.201957
8,73,a2,2.201957
8,74,a2,2.201957
8,75,a2,2.201957
8,76,a2,2.206961
8,77,a2,2.206961
8,78,a2,2.206961
8,79,a2,2.206961
9,40,a2,5.599776
9,41,a2,5.599776
9,42,a2,5.599776
9,43,a2,5.599776
9,44,a1,0.994662
9,44,a2,2.926006
9,45,a1,0.994662
9,45,a2,2.926006
9,46,a1,0.994662
9,46,a2,2.926006
9,47,a1,0.994662
9,47,a2,2.926006
9,48,a1,0.804104
9,48,a2,1.73935
9,49,a1,0.804104
9,49,a2,1.73935
9,50,a1,0.804104
9,50,a2,1.73935
9,51,a1,0.804104
9,51,a2,1.73935
9,52,a1,0.853368
9,52,a2,2.262879
9,53,a1,0.853368
9,53,a2,2.262879
9,54,a1,0.853368
9,54,a2,2.262879
9,55,a1,0.853368
9,55,a2,2.262879
9,56,a1,0.716738
9,56,a2,2.146543
9,57,a1,0.716738
9,57,a2,2.146543
9,58,a1,0.716738
9,58,a2,2.146543
9,59,a1,0.716738
9,59,a2,2.146543
9,60,a1,0.698311
9,60,a2,2.450979
9,61,a1,0.698311
9,61,a2,2.450979
9,62,a1,0.698311
9,62,a2,2.450979
9,63,a1,0.698311
9,63,a2,2.450979
9,64,a2,2.917919
9,65,a2,2.917919
9,66,a2,2.917919
9,67,a2,2.917919
9,72,a2,2.201957
9,73,a2,2.201957
9,74,a2,2.201957
9,75,a2,2.201957
9,76,a2,2.206961
9,77,a2,2.206961
9,78,a2,2.206961
9,79,a2,2.206961
10,40,a2,5.599776
10,41,a2,5.599776
10,42,a2,5.599776
10,43,a2,5.599776
10,44,a1,0.994662
10,44,a2,2.926006
10,45,a1,0.994662
10,45,a2,2.926006
10,46,a1,0.994662
10,46,a2,2.926006
10,47,a1,0.994662
10,47,a2,2.926006
10,48,a1,0.804104
10,48,a2,1.73935
10,49,a1,0.804104
10,49,a2,1.73935
10,50,a1,0.804104
10,50,a2,1.73935
10,51,a1,0.804104
10,51,a2,1.73935
10,52,a1,0.853368
10,52,a2,2.262879
10,53,a1,0.853368
10,53,a2,2.262879
10,54,a1,0.853368
10,54,a2,2.262879
10,55,a1,0.853368
10,55,a2,2.262879
10,56,a1,0.716738
10,56,a2,2.146543
10,57,a1,0.716738
10,57,a2,2.146543
10,58,a1,0.716738
10,58,a2,2.146543
10,59,a1,0.716738
10,59,a2,2.146543
10,60,a1,0.698311
10,60,a2,2.450979
10,61,a1,0.698311
10,61,a2,2.450979
10,62,a1,0.698311
10,62,a2,2.450979
10,63,a1,0.698311
10,63,a2,2.450979
10,64,a2,2.917919
10,65,a2,2.917919
10,66,a2,2.917919
10,67,a2,2.917919
10,72,a2,2.201957
10,73,a2,2.201957
10,74,a2,2.201957
10,75,a2,2.201957
10,76,a2,2.206961
10,77,a2,2.206961
10,78,a2,2.206961
10,79,a2,2.206961
11,40,a2,5.599776
11,41,a2,5.599776
11,42,a2,5.599776
11,43,a2,5.599776
11,44,a1,0.994662
11,44,a2,2.926006
11,45,a1,0.994662
11,45,a2,2.926006
11,46,a1,0.994662
11,46,a2,2.926006
11,47,a1,0.994662
11,47,a2,2.926006
11,48,a1,0.804104
11,48,a2,1.73935
11,49,a1,0.804104
11,49,a2,1.73935
11,50,a1,0.804104
11,50,a2,1.73935
11,51,a1,0.804104
11,51,a2,1.73935
11,52,a1,0.853368
11,52,a2,2.262879
11,53,a1,0.853368
11,53,a2,2.262879
11,54,a1,0.853368
11,54,a2,2.262879
11,55,a1,0.853368
11,55,a2,2.262879
11,56,a1,0.716738
11,56,a2,2.146543
11,57,a1,0.716738
11,57,a2,2.146543
11,58,a1,0.716738
11,58,a2,2.146543
11,59,a1,0.716738
11,59,a2,2.146543
11,60,a1,0.698311
11,60,a2,2.450979
11,61,a1,0.698311
11,61,a2,2.450979
11,62,a1,0.698311
11,62,a2,2.450979
11,63,a1,0.698311
11,63,a2,2.450979
11,64,a2,2.917919
11,65,a2,2.917919
11,66,a2,2.917919
11,67,a2,2.917919
11,72,a2,2.201957
11,73,a2,2.201957
11,74,a2,2.201957
11,75,a2,2.201957
11,76,a2,2.206961
11,77,a2,2.206961
11,78,a2,2.206961
11,79,a2,2.206961
