item_id,constraint_id,value
8,9,1.0867328144
9,9,6.9251198629
10,9,1.9653160978
11,9,-0.1338128
12,9,0.2301776152
13,9,1.1458808877
14,9,1.8740931124
15,9,0.9953040212
16,9,3.5095594913
17,9,3.8249402637
18,9,4.0590904168
19,9,0.1858817496
20,9,1.6700507332
21,9,-0.34884924
22,9,2.9217743854
23,9,0.0655544443
24,9,6.670227301
25,9,1.8932073485
26,9,4.0091235831
27,9,0.4708464863
28,9,2.2752399568
29,9,0.8200572438
1,10,-0.22382964
2,10,2.4506654739
3,10,1.4053071015
4,10,3.1738376536
5,10,3.2362475743
6,10,3.9983269212
7,10,-0.82419219
8,10,0.1622386247
9,10,7.3420795721
10,10,1.667816437
11,10,0.025976369
12,10,1.6893529873
13,10,0.1739277002
14,10,1.8649699577
15,10,1.177442608
16,10,3.6591538591
17,10,4.1997157487
18,10,4.0774858034
19,10,0.8681111465
20,10,2.810518428
21,10,0.3603722269
22,10,4.5720550064
23,10,0.9231869939
24,10,6.371342332
25,10,2.2282496996
26,10,5.2257139545
27,10,1.3441706816
28,10,3.081462366
29,10,0.5335958821
1,11,1.4959759404
2,11,3.2983173725
3,11,1.5782628646
4,11,3.1020375944
5,11,2.8580770924
6,11,4.687649288
7,11,-0.18686435
8,11,-0.14626769
9,11,6.5965288877
10,11,2.6451840689
11,11,0.4645515127
12,11,1.2845915025
13,11,1.411951763
14,11,1.8405962471
15,11,1.4072669956
16,11,3.6217305803
17,11,4.7711531489
18,11,5.0149508356
19,11,0.4854789546
20,11,1.7577983322
21,11,1.4403635733
22,11,3.8432369623
23,11,0.3941554373
24,11,5.6434973721
25,11,3.3627137386
26,11,4.8103980232
27,11,2.3460098267
28,11,3.6298472293
29,11,1.2147365292
1,12,-0.44990856
2,12,2.706125991
3,12,0.2197475044
4,12,2.3071167854
5,12,1.8223292314
6,12,3.8331371466
7,12,-0.86939618
8,12,-0.78862727
9,12,6.2334025081
10,12,2.077783535
11,12,0.5910379518
12,12,0.174011351
13,12,-0.46128317
14,12,1.033388602
15,12,0.382242951
16,12,2.8936049648
17,12,3.9038100516
18,12,3.8353182883
19,12,1.1252656165
20,12,-0.27152946
21,12,-0.47881936
22,12,2.889653076
23,12,0.8831090086
24,12,6.2196673243
25,12,1.2802177546
26,12,3.9674362919
27,12,-0.079730959
28,12,2.4372221872
29,12,-0.49553852
1,13,-0.41081099
2,13,2.2029538161
3,13,0.3190110325
4,13,2.8885572148
5,13,2.2157855682
6,13,4.6711432144
7,13,-1.26611546
8,13,-0.003341585
9,13,7.7249844267
10,13,2.298777536
11,13,0.4565437678
12,13,1.5634318199
13,13,1.4987336613
14,13,1.9858728628
15,13,1.4757097366
16,13,4.8162348153
17,13,4.3923177373
18,13,4.2778299059
19,13,0.6292838992
20,13,1.3689559732
21,13,-0.24908292
22,13,4.4719539225
23,13,0.9746372866
24,13,5.1888249136
25,13,2.0274182629
26,13,5.0988315671
27,13,0.4614529489
28,13,1.9852292189
29,13,0.6401039051
1,14,0.173341379
2,14,2.51030341
3,14,1.6181682645
4,14,1.9547267816
5,14,3.4385140639
6,14,4.8483482499
7,14,-0.32126805
8,14,0.7963538264
9,14,6.8797921003
10,14,3.5284251396
11,14,1.763466998
12,14,1.1194371876
13,14,1.6001535717
14,14,1.5455534788
15,14,1.3216084535
16,14,3.7028253815
17,14,3.7372603015
18,14,3.2804786923
19,14,1.4521371884
20,14,1.823951467
21,14,0.0923918462
22,14,3.715408937
23,14,0.91800332
24,14,6.6909005049
25,14,3.1866502317
26,14,5.7209600791
27,14,0.436447509
28,14,3.9159257609
29,14,-0.25801475
1,15,0.3096151279
2,15,2.8918655757
3,15,1.088499946
4,15,2.3314396958
5,15,2.6552954533
6,15,4.0338502986
7,15,1.0187192238
8,15,0.1266711903
9,15,7.4246228475
10,15,3.3213936092
11,15,1.2306804988
12,15,1.7101205712
13,15,1.9673930243
14,15,0.9028408189
15,15,1.2261949656
16,15,4.0091196154
17,15,4.3796407393
18,15,4.6550328365
19,15,1.5383579351
20,15,0.9732998845
21,15,1.0047275909
22,15,3.9799537872
23,15,1.2842578262
24,15,7.2777480651
25,15,3.2807499863
26,15,5.1893595769
27,15,1.2790345071
28,15,3.3960637027
29,15,0.6244387365
1,16,0.9084335899
2,16,3.2601469875
3,16,1.7675647202
4,16,3.4417833668
5,16,2.7611100576
6,16,3.2657189201
7,16,0.3829414543
8,16,0.6591859795
9,16,7.284193522
10,16,2.9453977953
11,16,0.9388722399
12,16,1.6795205717
13,16,1.1913797114
14,16,1.0645236856
15,16,0.9707445405
16,16,4.5768948552
17,16,4.4909248005
18,16,4.5181892271
19,16,1.5030183778
20,16,3.4074675003
21,16,0.4903380426
22,16,4.3161583733
23,16,1.6191735533
24,16,7.362719471
25,16,3.053445968
26,16,3.9737606309
27,16,1.7619530749
28,16,4.3879736416
29,16,0.5894374706
1,17,1.6647588609
2,17,2.2489787757
3,17,1.6486920939
4,17,3.7822587125
5,17,3.5291859542
6,17,4.2521954971
7,17,0.055524156
8,17,0.9087585167
9,17,8.4981346968
10,17,3.8603456207
11,17,1.7441049322
12,17,2.643434664
13,17,1.244242578
14,17,2.0783348378
15,17,1.6537383582
16,17,5.3073816195
17,17,4.1688690429
18,17,4.6930335113
19,17,0.003552833
20,17,2.2992512411
21,17,0.5521100245
22,17,3.9971064142
23,17,2.5947300428
24,17,7.4722456651
25,17,2.7098035522
26,17,4.3619634938
27,17,0.8080347118
28,17,3.2301123231
29,17,0.6636410351
1,18,0.3099140301
2,18,2.6555719914
3,18,0.4263181714
4,18,3.0182966646
5,18,3.2037064936
6,18,3.6332213517
7,18,0.0449045978
8,18,1.3072217388
9,18,7.9372345487
10,18,3.4952253993
11,18,1.3420701206
12,18,1.0484174157
13,18,1.0789273426
14,18,0.7130991167
15,18,1.2635661966
16,18,3.9906102561
17,18,4.1750100406
18,18,4.6826921586
19,18,0.9817064618
20,18,0.9409182778
21,18,0.04559854
22,18,3.6792628711
23,18,2.455622476
24,18,7.0730720902
25,18,2.0319981332
26,18,4.6721537775
27,18,0.8432773852
28,18,3.0624496315
29,18,0.2763950407
1,19,-0.69114674
2,19,3.4291551933
3,19,1.7064273128
4,19,3.5830085593
5,19,3.3818451812
6,19,4.2800860179
7,19,-0.07897397
8,19,-0.13679225
9,19,7.6870343559
10,19,3.686974628
11,19,1.2782690107
12,19,2.2121076792
13,19,1.5825031028
14,19,0.6280520658
15,19,1.1581832605
16,19,4.4703809032
17,19,3.5596836208
18,19,5.2250998982
19,19,0.0090615628
20,19,1.2277469931
21,19,-0.068099962
22,19,4.0502442352
23,19,1.2610340453
24,19,6.2842983779
25,19,1.9609071696
26,19,5.2360418188
27,19,-0.19579306
28,19,2.1481078706
29,19,1.3077834323
1,20,0.4567131699
2,20,2.0101793926
3,20,1.8330122078
4,20,2.5672964672
5,20,2.8644889815
6,20,5.0871851719
7,20,0.2610447734
8,20,0.6764523152
9,20,6.8231904576
10,20,3.1651811483
11,20,1.0913296177
12,20,0.6460825145
13,20,1.2292979509
14,20,1.1753717128
15,20,1.3859219211
16,20,3.5150720081
17,20,3.5292043858
18,20,4.7983212969
19,20,0.2445410303
20,20,0.1310230951
21,20,-0.30670885
22,20,2.4450944938
23,20,0.7220711331
24,20,6.7960890393
25,20,2.3775474253
26,20,4.1445945999
27,20,0.8342649036
28,20,2.2225818164
29,20,1.1346906053
1,21,-0.007766356
2,21,3.8146057509
3,21,2.0396113278
4,21,3.3466982372
5,21,3.2549969878
6,21,4.2829051997
7,21,-0.73778076
8,21,0.7875282723
9,21,8.1244931343
10,21,3.0438154703
11,21,1.9674880843
12,21,1.109499161
13,21,1.0798412779
14,21,2.2770941752
15,21,2.394810307
16,21,4.4234734072
17,21,3.7235340752
18,21,5.7369626653
19,21,0.7650018835
20,21,1.5142038818
21,21,0.3242519825
22,21,4.3640911771
23,21,1.42169285
24,21,7.2977317956
25,21,2.6059930638
26,21,4.3463825842
27,21,2.2874148389
28,21,3.5621991488
29,21,0.8881705066
1,22,-0.61614027
2,22,0.6468621335
3,22,-1.40552418
4,22,2.3979890184
5,22,2.598577786
6,22,4.0054675651
7,22,-1.13682844
8,22,-0.85556327
9,22,5.571650383
10,22,1.7575519096
11,22,0.9079473304
12,22,0.0838121017
13,22,-0.92090109
14,22,0.2958906635
15,22,1.7159282368
16,22,3.1219085884
17,22,2.7977188237
18,22,3.2159271307
19,22,-0.1564119
20,22,-0.45224542
21,22,-0.6897698
22,22,3.9571941375
23,22,-0.40959061
24,22,5.2584899549
25,22,1.3248263701
26,22,3.7972813183
27,22,-0.30556166
28,22,1.8434302811
29,22,-0.057494447
1,23,1.1288801532
2,23,2.649900537
3,23,2.2311434376
4,23,2.5144443792
5,23,2.465282167
6,23,4.92760993
7,23,-0.87374321
8,23,0.5625081315
9,23,7.6153708536
10,23,3.0841486505
11,23,1.5662832349
12,23,1.4212352859
13,23,1.1173072447
14,23,1.0804106126
15,23,0.1138869254
16,23,4.3017187975
17,23,4.6262155824
18,23,3.5902202907
19,23,0.6322308949
20,23,1.037501975
21,23,-0.30701737
22,23,4.3324539676
23,23,1.1587052019
24,23,6.6209149494
25,23,2.0292288345
26,23,5.1626347261
27,23,0.2635758733
28,23,2.7830477667
29,23,1.1056312977
1,24,-0.85178017
2,24,3.0518051637
3,24,1.1916814138
4,24,2.2615848006
5,24,1.0281394578
6,24,4.0790070316
7,24,0.2926302602
8,24,1.1583654294
9,24,7.9779604355
10,24,2.016070848
11,24,-0.075789211
12,24,1.4531628157
13,24,-0.036917985
14,24,2.568066695
15,24,1.8964752194
16,24,3.7746441532
17,24,3.9158219635
18,24,5.4893819783
19,24,0.4331855329
20,24,2.3645138897
21,24,0.6938703454
22,24,4.7444652062
23,24,1.1195428521
24,24,7.081662623
25,24,2.79398019
26,24,5.5459762734
27,24,1.0519844174
28,24,2.9148450628
29,24,0.8183585656
1,25,0.2793785649
2,25,3.1935998577
3,25,1.783594204
4,25,2.4090253219
5,25,3.4351907108
6,25,3.9907503892
7,25,-0.033643816
8,25,0.4126141665
9,25,7.9012830235
10,25,2.866859527
11,25,1.7333417505
12,25,1.844960068
13,25,1.401576339
14,25,1.5230801587
15,25,2.3487980566
16,25,3.1552223533
17,25,4.2853931761
18,25,4.2423736881
19,25,0.427929655
20,25,1.8681000919
21,25,0.2251452689
22,25,3.46098224
23,25,0.1814684793
24,25,7.6125625146
25,25,2.0043939472
26,25,4.5330433886
27,25,0.3581690858
28,25,2.9226175521
29,25,1.1297760813
1,26,0.7486417479
2,26,3.0962190941
3,26,0.9995258178
4,26,2.1955054325
5,26,2.6674180782
6,26,4.7282773324
7,26,-0.18645204
8,26,0.4296703012
9,26,7.1218250407
10,26,3.2967999665
11,26,-0.009834004
12,26,1.0532911618
13,26,1.7413564314
14,26,2.4890158299
15,26,-0.027461915
16,26,4.7779598386
17,26,3.8716386573
18,26,3.4782059418
19,26,-0.19208732
20,26,1.7441166802
21,26,-0.068720879
22,26,3.2854813966
23,26,0.6124596412
24,26,6.2194890751
25,26,2.5573287057
26,26,5.3760921584
27,26,0.9005774803
28,26,2.7771145419
29,26,0.339466399
1,27,-0.014311595
2,27,2.5617878062
3,27,0.4772285688
4,27,1.9721311902
5,27,2.4135312952
6,27,3.889106669
7,27,-0.74956141
8,27,0.5739854414
9,27,7.7077486313
10,27,3.043474147
11,27,0.9843775755
12,27,0.9333878825
13,27,0.6150986992
14,27,1.7222566712
15,27,0.4610227535
16,27,3.4846012881
17,27,4.5096820001
18,27,3.1964789332
19,27,0.1737164369
20,27,1.7939444387
21,27,-0.45306157
22,27,3.6687842835
23,27,0.5982418074
24,27,6.6491871987
25,27,3.3391785117
26,27,4.8025099144
27,27,1.128054199
28,27,3.3055442698
29,27,0.0442170507
1,28,0.3183093323
2,28,2.9853655147
3,28,1.7150241513
4,28,3.1171267216
5,28,3.4832965454
6,28,3.7259447347
7,28,-1.07950111
8,28,-0.47509951
9,28,7.3514027678
10,28,2.9360434961
11,28,0.8769786903
12,28,2.0291526061
13,28,-0.18555981
14,28,1.4494516904
15,28,0.6123162019
16,28,3.5474630504
17,28,3.1948226873
18,28,3.9232235036
19,28,0.2310957363
20,28,0.2492021793
21,28,0.9226329823
22,28,3.6106372883
23,28,0.9785803644
24,28,6.8137345553
25,28,2.2932135666
26,28,5.2330495082
27,28,0.5261150599
28,28,2.5809769052
29,28,0.829222451
1,29,-0.80895715
2,29,3.6726183658
3,29,2.157612608
4,29,3.2826200338
5,29,2.1994335602
6,29,4.2077608983
7,29,-0.88475324
8,29,0.3161090062
9,29,7.3980999874
10,29,2.8432098936
11,29,1.0080118814
12,29,0.7063860622
13,29,1.2266959015
14,29,1.8650618476
15,29,0.874427831
16,29,2.9908074192
17,29,5.0154715979
18,29,3.9411682405
19,29,-0.97579735
20,29,1.2062146044
21,29,0.1457526723
22,29,4.6537911247
23,29,0.5984880747
24,29,6.7004208073
25,29,2.9687674826
26,29,4.9364465621
27,29,-0.14797773
28,29,3.2045678719
29,29,1.2612284649
1,30,1.4258027161
2,30,3.0329714896
3,30,2.1119025014
4,30,2.993754355
5,30,2.7430017901
6,30,4.9226909941
7,30,-0.38533801
8,30,0.5147639986
9,30,8.3939704421
10,30,2.7347912867
11,30,1.187820083
12,30,1.6586111895
13,30,1.3557158287
14,30,2.2840576719
15,30,1.2437823618
16,30,3.5654672581
17,30,4.3227105359
18,30,3.6501245639
19,30,0.6875215743
20,30,1.2959634135
21,30,-0.16390794
22,30,4.7951196238
23,30,0.969858788
24,30,6.7734461223
25,30,3.20274741
26,30,5.0710089253
27,30,1.3808281478
28,30,2.1748333469
29,30,1.1032541235
1,31,-0.13273488
2,31,2.0623390151
3,31,1.9041967139
4,31,3.3022578524
5,31,1.9030608111
6,31,3.8384455046
7,31,-0.78782423
8,31,-0.98165409
9,31,7.2418965702
10,31,1.3751663835
11,31,0.085109853
12,31,0.3631790776
13,31,0.003968365
14,31,1.7969931921
15,31,0.9674391155
16,31,2.6675707126
17,31,3.0620085574
18,31,3.1520798086
19,31,-0.3988644
20,31,0.0796509045
21,31,-0.40345701
22,31,3.5691894237
23,31,-0.037086996
24,31,5.9428662549
25,31,2.7122179657
26,31,4.9921304426
27,31,0.633089509
28,31,2.3924348038
29,31,0.2318961715
1,32,0.4772200335
2,32,2.7717833491
3,32,-0.1855193
4,32,3.4557092285
5,32,3.38588033
6,32,4.4369457235
7,32,-0.24417938
8,32,-0.14311359
9,32,7.434744153
10,32,2.3643391111
11,32,1.3445258333
12,32,1.7188773082
13,32,0.6728044154
14,32,1.2403245874
15,32,0.9709137596
16,32,4.908696297
17,32,5.1938228897
18,32,4.7695297501
19,32,0.2158228303
20,32,1.0437812038
21,32,-0.16309449
22,32,4.2187460756
23,32,0.8549772701
24,32,7.506813696
25,32,2.4792519155
26,32,5.2213129736
27,32,-0.05364845
28,32,3.1567497783
29,32,0.953543243
1,33,0.9749407106
2,33,2.9407591064
3,33,0.7335356779
4,33,2.7336383359
5,33,2.5023668067
6,33,3.7421632218
7,33,0.5444379366
8,33,1.1827050454
9,33,9.073297148
10,33,4.0040295801
11,33,0.2573958615
12,33,2.1886348256
13,33,1.358640194
14,33,1.4659025252
15,33,1.8037585021
16,33,5.0675967713
17,33,4.3402170049
18,33,3.9872644497
19,33,0.5503760553
20,33,1.2219659368
21,33,0.2577128105
22,33,4.4313980299
23,33,0.54768966
24,33,6.8311705289
25,33,1.9679809909
26,33,5.9092603168
27,33,0.7288763869
28,33,4.405504624
29,33,1.6702174817
1,34,-0.18503739
2,34,2.515037871
3,34,0.9079502649
4,34,3.6360353453
5,34,1.5207263178
6,34,2.8131763372
7,34,-0.7607692
8,34,0.7976943393
9,34,7.4426913421
10,34,3.3771983289
11,34,-0.696311
12,34,0.0674818313
13,34,0.5975451464
14,34,0.9393733627
15,34,0.9219852311
16,34,3.3570122872
17,34,3.5846450862
18,34,4.9848297928
19,34,-1.0376324
20,34,0.6491836695
21,34,-0.22300754
22,34,4.3647566466
23,34,0.1512958042
24,34,5.7530005744
25,34,2.3012593211
26,34,4.5712567695
27,34,1.5493341939
28,34,2.5139047932
29,34,0.2807071856
1,35,-1.00761424
2,35,1.5129628079
3,35,-0.25863303
4,35,1.3184589184
5,35,2.4333224546
6,35,2.7047344606
7,35,-1.84826138
8,35,-0.66081033
9,35,6.0869804832
10,35,1.2982112075
11,35,-1.55286012
12,35,0.4078550494
13,35,-0.27709593
14,35,0.1721720204
15,35,-0.32632975
16,35,3.6009521127
17,35,2.1866457919
18,35,3.1250323381
19,35,-2.60815733
20,35,0.8578654571
21,35,-0.81253945
22,35,2.2851076264
23,35,-0.25483677
24,35,5.9987913756
25,35,1.7277766768
26,35,2.5144713498
27,35,0.1716976987
28,35,2.160578585
29,35,-0.62691451
1,36,0.580917355
2,36,2.5299688829
3,36,0.50240698
4,36,1.9587479496
5,36,3.7990539253
6,36,3.1961128023
7,36,0.7867949361
8,36,0.9099034446
9,36,7.943322605
10,36,3.335721947
11,36,0.8036722847
12,36,1.4444432872
13,36,1.5117110415
14,36,2.1662060877
15,36,1.4759550265
16,36,3.1595749647
17,36,3.5210711055
18,36,3.5344957646
19,36,0.7330165973
20,36,2.0851771895
21,36,-0.24803559
22,36,3.4937254404
23,36,0.3927009431
24,36,6.350637991
25,36,3.1903826178
26,36,4.8594792702
27,36,1.7259584438
28,36,3.4362352417
29,36,0.8360510203
1,37,-0.82070231
2,37,2.2774902988
3,37,2.0299729375
4,37,3.0620678532
5,37,3.231001716
6,37,4.8085289251
7,37,0.7218084464
8,37,0.0834051823
9,37,7.1442213997
10,37,3.3180436251
11,37,0.7485621989
12,37,1.8985600008
13,37,0.2774290844
14,37,2.0958280643
15,37,1.5353472299
16,37,4.0578369752
17,37,3.2749850873
18,37,3.6197455099
19,37,0.0420354682
20,37,0.6848296093
21,37,-0.65976006
22,37,4.4625563337
23,37,0.7043948346
24,37,6.2727414943
25,37,2.1166756546
26,37,4.8338993967
27,37,0.4888776593
28,37,2.2889702367
29,37,0.9425120964
1,38,0.0647712684
2,38,1.9935590618
3,38,1.9875797526
4,38,2.4043232268
5,38,3.1834055165
6,38,3.8949690156
7,38,-0.29331451
8,38,0.5430118427
9,38,7.4493364104
10,38,2.6952263032
11,38,1.8696766748
12,38,1.562990137
13,38,0.9784907166
14,38,1.7515407507
15,38,1.8695555428
16,38,3.6331478934
17,38,3.8785570724
18,38,5.6532775033
19,38,0.8945169107
20,38,2.2860876447
21,38,0.356909302
22,38,3.7598065585
23,38,1.1080913214
24,38,6.0451880762
25,38,3.1520646986
26,38,5.1959658904
27,38,0.6045919385
28,38,4.0796270248
29,38,0.527107431
1,39,0.4785632029
2,39,3.1082686588
3,39,1.3937708728
4,39,2.7385166617
5,39,3.9819453621
6,39,3.0008165638
7,39,0.8673230213
8,39,-0.49001688
9,39,6.9529587289
10,39,3.260925437
11,39,0.8241713273
12,39,0.9342350326
13,39,1.0172101356
14,39,1.5478035181
15,39,2.0768873494
16,39,3.4760998218
17,39,4.5513840227
18,39,4.8530496082
19,39,0.4686976209
20,39,1.5161202313
21,39,0.0369473782
22,39,4.3108745351
23,39,0.5608373885
24,39,7.1159972091
25,39,2.6277429436
26,39,3.5495703473
27,39,-0.09944679
28,39,3.6982854788
29,39,-0.029344551
1,40,-0.2583211
2,40,2.5502358636
3,40,1.8357020419
4,40,2.8875557949
5,40,2.7784616622
6,40,4.3583297889
7,40,-0.63953993
8,40,1.2100118181
9,40,7.2819768335
10,40,3.2628238065
11,40,1.2492553854
12,40,0.634032789
13,40,1.7452301804
14,40,2.3135529161
15,40,1.826095235
16,40,3.782420669
17,40,3.8489278737
18,40,5.3099316782
19,40,1.3469358957
20,40,1.5471963805
21,40,0.1282355731
22,40,4.4065395676
23,40,0.6991478279
24,40,6.912067026
25,40,1.5023039374
26,40,5.4560112669
27,40,0.6349785723
28,40,3.0908956793
29,40,1.3752229826
1,41,1.176659206
3,41,1.936442483
5,41,2.6727446834
7,41,0.0592927015
8,41,-0.83443648
10,41,3.8132661242
12,41,1.8670961171
13,41,2.0535939743
15,41,0.9431796585
16,41,3.8275669977
17,41,4.514599997
18,41,4.6746473292
19,41,0.951236691
21,41,0.2432967915
22,41,4.6249016452
23,41,2.204416834
25,41,1.6746333935
26,41,5.9562065026
28,41,2.6301798832
29,41,1.5174361324
1,42,-0.92027782
3,42,1.8684323439
4,42,2.9866939316
7,42,-1.3621756
8,42,0.1476212279
9,42,6.3558409608
10,42,2.5059152722
11,42,0.5860870867
15,42,0.0433588477
16,42,2.9336503523
18,42,4.5594271058
19,42,-1.1458243
20,42,0.3178297275
23,42,0.6901914683
24,42,6.3755466406
25,42,1.3116899144
26,42,4.8126697701
27,42,-0.011033356
28,42,2.9097739458
1,43,-1.38240295
2,43,2.1427124663
3,43,-0.23268997
4,43,1.9859907916
5,43,2.7431465362
6,43,1.6396362191
7,43,-1.51870815
8,43,-0.21883318
9,43,6.4953955121
10,43,1.5560009126
11,43,-0.30135232
12,43,-1.17273656
13,43,0.1724682232
14,43,0.0886804928
15,43,-0.92192733
16,43,3.2240506488
17,43,3.5105461833
18,43,3.0365869224
19,43,-0.94340434
20,43,0.6286696765
21,43,-1.94571895
22,43,1.7977152088
23,43,0.2747187604
24,43,4.6204717477
25,43,0.9290058659
26,43,3.3216570445
27,43,-0.31866262
28,43,1.6847890441
29,43,0.0034275521
1,44,-0.14612845
2,44,3.5705982558
3,44,0.3595447293
4,44,3.1161195536
5,44,3.0649317152
6,44,4.4653687584
7,44,0.3430119337
8,44,0.6185448864
9,44,7.4905672326
10,44,3.6172434788
11,44,1.6147446248
12,44,0.9339035143
13,44,1.7761273738
14,44,1.8753158669
15,44,1.4601330451
16,44,4.1437144146
17,44,3.4298485726
18,44,5.2527286839
19,44,-0.36873755
20,44,2.8111837586
21,44,0.7776373418
22,44,4.147029837
23,44,1.000986079
24,44,6.1440605617
25,44,1.4270596492
26,44,4.4687623328
27,44,0.2839105245
28,44,2.2959889499
29,44,0.858769978
1,45,0.3199525468
2,45,1.8099752444
3,45,0.916461758
4,45,4.0033706791
5,45,3.6251854472
6,45,5.8620744795
7,45,-0.33118371
8,45,1.3335281114
9,45,7.6603596638
10,45,2.5353423622
11,45,0.9617199444
12,45,0.6319726253
13,45,0.9056971577
14,45,1.3448766926
15,45,0.5089996859
16,45,3.4576418132
17,45,3.7568648786
18,45,5.0011395318
19,45,1.0142470878
20,45,0.6122216928
21,45,-0.31131136
22,45,3.9979942046
23,45,-5.0
24,45,6.9235931411
25,45,3.3533229334
26,45,4.0759749563
27,45,0.5380375258
28,45,3.5512755456
29,45,1.548882217
1,46,0.6600029348
2,46,3.5497261518
3,46,1.4976449445
5,46,2.8181594285
6,46,3.4725103617
7,46,0.8427284992
8,46,0.4124526081
