course_id,slot_label
12,D1P3
12,D1P4
12,D1P5
12,D4P2
12,D4P3
12,D4P4
12,D4P5
12,D5P0
12,D5P1
12,D5P2
12,D5P3
12,D5P4
12,D5P5
13,D0P0
13,D1P0
13,D2P0
13,D2P2
13,D2P3
13,D2P4
13,D2P5
13,D3P0
13,D3P1
13,D3P2
13,D3P3
13,D3P4
13,D3P5
13,D4P0
13,D4P1
13,D4P2
13,D4P3
13,D4P4
13,D4P5
13,D5P0
13,D5P1
13,D5P2
13,D5P3
13,D5P4
13,D5P5
14,D0P0
14,D1P0
14,D2P0
14,D2P2
14,D2P3
14,D2P4
14,D2P5
14,D3P0
14,D3P1
14,D3P2
14,D3P3
14,D3P4
14,D3P5
14,D4P0
14,D4P1
14,D4P2
14,D4P3
14,D4P4
14,D4P5
14,D5P0
14,D5P1
14,D5P2
14,D5P3
14,D5P4
14,D5P5
15,D5P2
15,D5P3
15,D5P4
15,D5P5
16,D0P0
16,D0P1
16,D0P2
16,D0P3
16,D0P4
16,D0P5
16,D1P0
16,D1P1
16,D1P2
16,D1P3
16,D1P4
16,D1P5
16,D2P0
16,D2P1
16,D2P2
16,D2P3
16,D2P4
16,D2P5
16,D3P0
16,D3P1
16,D3P2
16,D3P3
16,D3P4
16,D3P5
16,D4P0
16,D4P1
16,D4P2
16,D5P2
16,D5P3
16,D5P4
16,D5P5
17,D0P0
17,D0P1
17,D0P2
17,D0P3
17,D1P0
17,D1P1
17,D1P4
17,D1P5
17,D2P0
17,D2P1
17,D2P4
17,D2P5
17,D3P0
17,D3P1
17,D3P4
17,D3P5
17,D4P0
17,D4P1
17,D4P2
17,D4P3
17,D4P4
17,D4P5
17,D5P0
17,D5P1
17,D5P2
17,D5P3
17,D5P4
17,D5P5
18,D5P2
18,D5P3
18,D5P4
18,D5P5
19,D0P2
19,D0P3
19,D1P2
19,D1P3
19,D4P2
19,D4P3
19,D5P2
19,D5P3
19,D5P4
19,D5P5
20,D5P2
20,D5P3
20,D5P4
20,D5P5
21,D5P2
21,D5P3
21,D5P4
21,D5P5
22,D0P0
22,D0P1
22,D0P2
22,D0P3
22,D0P4
22,D0P5
22,D4P0
22,D4P1
22,D4P2
22,D5P0
22,D5P1
22,D5P2
22,D5P3
22,D5P4
22,D5P5
23,D5P2
23,D5P3
23,D5P4
23,D5P5
24,D5P2
24,D5P3
24,D5P4
24,D5P5
25,D5P2
25,D5P3
25,D5P4
25,D5P5
26,D5P2
26,D5P3
26,D5P4
26,D5P5
27,D0P0
27,D0P1
27,D0P2
27,D1P4
27,D1P5
27,D2P1
27,D2P2
27,D3P1
27,D3P2
27,D5P0
27,D5P1
27,D5P2
27,D5P3
27,D5P4
27,D5P5
28,D5P2
28,D5P3
28,D5P4
28,D5P5
29,D5P2
29,D5P3
29,D5P4
29,D5P5
30,D0P0
30,D0P1
30,D0P2
30,D1P0
30,D1P1
30,D1P2
30,D2P0
30,D2P1
30,D2P2
30,D3P0
30,D3P1
30,D3P2
30,D4P0
30,D4P1
30,D4P2
30,D5P0
30,D5P1
30,D5P2
30,D5P3
30,D5P4
30,D5P5
31,D0P0
31,D0P3
31,D0P4
31,D0P5
31,D1P0
31,D1P1
31,D1P2
31,D1P3
31,D1P4
31,D1P5
31,D2P0
31,D2P3
31,D2P4
31,D2P5
31,D3P0
31,D3P1
31,D3P2
31,D3P3
31,D3P4
31,D3P5
31,D4P0
31,D4P3
31,D4P4
31,D4P5
31,D5P0
31,D5P1
31,D5P2
31,D5P3
31,D5P4
31,D5P5
32,D5P2
32,D5P3
32,D5P4
32,D5P5
33,D5P2
33,D5P3
33,D5P4
33,D5P5
34,D0P0
34,D0P1
34,D0P2
34,D0P3
34,D0P4
34,D0P5
34,D1P0
34,D1P1
34,D1P2
34,D1P3
34,D1P4
34,D1P5
34,D2P0
34,D2P1
34,D4P4
34,D4P5
34,D5P0
34,D5P1
34,D5P2
34,D5P3
34,D5P4
34,D5P5
35,D5P2
35,D5P3
35,D5P4
35,D5P5
36,D5P2
36,D5P3
36,D5P4
36,D5P5
37,D0P0
37,D0P4
37,D0P5
37,D1P0
37,D1P4
37,D1P5
37,D2P0
37,D2P4
37,D2P5
37,D3P0
37,D3P4
37,D3P5
37,D4P0
37,D4P4
37,D4P5
37,D5P0
37,D5P1
37,D5P2
37,D5P3
37,D5P4
37,D5P5
38,D0P0
38,D0P1
38,D0P2
38,D0P3
38,D2P3
38,D2P4
38,D2P5
38,D3P0
38,D3P1
38,D3P2
38,D3P3
38,D3P4
38,D3P5
38,D4P0
38,D4P1
38,D4P2
38,D4P3
38,D4P4
38,D4P5
38,D5P0
38,D5P1
38,D5P2
38,D5P3
38,D5P4
38,D5P5
39,D0P0
39,D0P1
39,D0P2
39,D0P3
39,D2P3
39,D2P4
39,D2P5
39,D3P0
39,D3P1
39,D3P2
39,D3P3
39,D3P4
39,D3P5
39,D4P0
39,D4P1
39,D4P2
39,D4P3
39,D4P4
39,D4P5
39,D5P0
39,D5P1
39,D5P2
39,D5P3
39,D5P4
39,D5P5
40,D5P2
40,D5P3
40,D5P4
40,D5P5
41,D0P0
41,D0P1
41,D0P2
41,D2P3
41,D2P4
41,D2P5
41,D3P0
41,D3P1
41,D3P2
41,D3P3
41,D3P4
41,D3P5
41,D4P0
41,D4P1
41,D4P2
41,D4P3
41,D4P4
41,D4P5
41,D5P0
41,D5P1
41,D5P2
41,D5P3
41,D5P4
41,D5P5
42,D5P2
42,D5P3
42,D5P4
42,D5P5
43,D0P3
43,D0P4
43,D0P5
43,D1P3
43,D1P4
43,D1P5
43,D2P3
43,D2P4
43,D2P5
43,D3P0
43,D3P1
43,D3P2
43,D3P3
43,D3P4
43,D3P5
43,D4P0
43,D4P1
43,D4P2
43,D4P3
43,D4P4
43,D4P5
43,D5P0
43,D5P1
43,D5P2
43,D5P3
43,D5P4
43,D5P5
44,D0P0
44,D0P1
44,D0P2
44,D0P5
44,D1P0
44,D1P1
44,D1P2
44,D1P5
44,D2P0
44,D2P1
44,D2P2
44,D2P5
44,D3P0
44,D3P1
44,D3P2
44,D3P5
44,D4P0
44,D4P1
44,D4P2
44,D4P5
44,D5P0
44,D5P1
44,D5P2
44,D5P3
44,D5P4
44,D5P5
45,D0P0
45,D0P1
45,D0P2
45,D0P3
45,D0P4
45,D0P5
45,D1P0
45,D1P1
45,D1P2
45,D1P3
45,D1P4
45,D1P5
45,D2P0
45,D2P1
45,D2P2
45,D2P5
45,D3P0
45,D3P1
45,D3P2
45,D3P5
45,D4P0
45,D4P1
45,D4P2
45,D4P3
45,D4P4
45,D4P5
45,D5P0
45,D5P1
45,D5P2
45,D5P3
45,D5P4
45,D5P5
46,D0P0
46,D0P5
46,D1P0
46,D1P5
46,D2P0
46,D2P5
46,D3P0
46,D3P5
46,D4P0
46,D4P5
46,D5P0
46,D5P1
46,D5P2
46,D5P3
46,D5P4
46,D5P5
47,D0P0
47,D0P1
47,D0P2
47,D1P0
47,D1P1
47,D1P2
47,D2P3
47,D2P4
47,D2P5
47,D3P0
47,D3P1
47,D3P2
47,D3P3
47,D3P4
47,D3P5
47,D4P0
47,D4P1
47,D4P2
47,D4P3
47,D4P4
47,D4P5
47,D5P0
47,D5P1
47,D5P2
47,D5P3
47,D5P4
47,D5P5
48,D0P0
48,D0P1
48,D0P2
48,D0P3
48,D2P2
48,D2P3
48,D2P4
48,D2P5
48,D3P0
48,D3P1
48,D3P2
48,D3P3
48,D3P4
48,D3P5
48,D4P0
48,D4P1
48,D4P2
48,D4P3
48,D4P4
48,D4P5
48,D5P0
48,D5P1
48,D5P2
48,D5P3
48,D5P4
48,D5P5
49,D0P0
49,D0P3
49,D0P4
49,D0P5
49,D1P0
49,D1P3
49,D1P4
49,D1P5
49,D2P0
49,D2P3
49,D2P4
49,D2P5
49,D3P0
49,D3P3
49,D3P4
49,D3P5
49,D4P0
49,D4P3
49,D4P4
49,D4P5
49,D5P0
49,D5P1
49,D5P2
49,D5P3
49,D5P4
49,D5P5
50,D0P0
50,D0P1
50,D0P2
50,D0P3
50,D0P4
50,D0P5
50,D1P0
50,D2P0
50,D3P0
50,D4P0
50,D5P0
50,D5P1
50,D5P2
50,D5P3
50,D5P4
50,D5P5
51,D5P2
51,D5P3
51,D5P4
51,D5P5
52,D5P2
52,D5P3
52,D5P4
52,D5P5
53,D0P0
53,D0P1
53,D0P2
53,D2P3
53,D2P4
53,D2P5
53,D3P0
53,D3P1
53,D3P2
53,D3P3
53,D3P4
53,D3P5
53,D4P0
53,D4P1
53,D4P2
53,D4P3
53,D4P4
53,D4P5
53,D5P0
53,D5P1
53,D5P2
53,D5P3
53,D5P4
53,D5P5
54,D5P2
54,D5P3
54,D5P4
54,D5P5
55,D1P4
55,D1P5
55,D2P4
55,D2P5
55,D5P0
55,D5P1
55,D5P2
55,D5P3
55,D5P4
55,D5P5
56,D5P2
56,D5P3
56,D5P4
56,D5P5
57,D5P2
57,D5P3
57,D5P4
57,D5P5
58,D0P2
58,D0P3
58,D0P4
58,D0P5
58,D1P2
58,D1P3
58,D1P4
58,D1P5
58,D5P2
58,D5P3
58,D5P4
58,D5P5
59,D0P0
59,D0P1
59,D0P2
59,D0P3
59,D0P4
59,D0P5
59,D1P0
59,D1P1
59,D1P2
59,D1P3
59,D1P4
59,D1P5
59,D2P0
59,D2P1
59,D2P2
59,D4P3
59,D4P4
59,D4P5
59,D5P0
59,D5P1
59,D5P2
59,D5P3
59,D5P4
59,D5P5
60,D0P0
60,D0P1
60,D0P2
60,D0P3
60,D1P0
60,D1P1
60,D1P4
60,D1P5
60,D2P0
60,D2P1
60,D2P4
60,D2P5
60,D3P0
60,D3P1
60,D3P4
60,D3P5
60,D4P0
60,D4P1
60,D4P2
60,D4P3
60,D4P4
60,D4P5
60,D5P0
60,D5P1
60,D5P2
60,D5P3
60,D5P4
60,D5P5
61,D0P0
61,D0P5
61,D1P0
61,D1P5
61,D2P0
61,D2P5
61,D3P0
61,D3P1
61,D3P2
61,D3P3
61,D3P4
61,D3P5
61,D4P0
61,D4P1
61,D4P2
61,D4P3
61,D4P4
61,D4P5
61,D5P0
61,D5P1
61,D5P2
61,D5P3
61,D5P4
61,D5P5
62,D5P2
62,D5P3
62,D5P4
62,D5P5
63,D0P0
63,D0P1
63,D0P2
63,D0P3
63,D2P2
63,D2P3
63,D2P4
63,D2P5
63,D3P0
63,D3P1
63,D3P2
63,D3P3
63,D3P4
63,D3P5
63,D4P0
63,D4P1
63,D4P2
63,D4P3
63,D4P4
63,D4P5
63,D5P0
63,D5P1
63,D5P2
63,D5P3
63,D5P4
63,D5P5
64,D0P0
64,D0P1
64,D0P2
64,D0P3
64,D0P4
64,D0P5
64,D1P0
64,D1P1
64,D1P2
64,D1P3
64,D1P4
64,D1P5
64,D2P0
64,D2P1
64,D2P2
64,D2P3
64,D2P4
64,D2P5
64,D3P0
64,D3P1
64,D3P2
64,D3P3
64,D4P0
64,D4P1
64,D4P2
64,D5P2
64,D5P3
64,D5P4
64,D5P5
65,D0P0
65,D0P1
65,D0P2
65,D2P3
65,D2P4
65,D2P5
65,D3P0
65,D3P1
65,D3P2
65,D3P3
65,D3P4
65,D3P5
65,D4P0
65,D4P1
65,D4P2
65,D4P3
65,D4P4
65,D4P5
65,D5P0
65,D5P1
65,D5P2
65,D5P3
65,D5P4
65,D5P5
66,D0P0
66,D0P1
66,D0P2
66,D0P3
66,D2P3
66,D2P4
66,D2P5
66,D3P0
66,D3P1
66,D3P2
66,D3P3
66,D3P4
66,D3P5
66,D4P0
66,D4P1
66,D4P2
66,D4P3
66,D4P4
66,D4P5
66,D5P0
66,D5P1
66,D5P2
66,D5P3
66,D5P4
66,D5P5
67,D0P0
67,D0P1
67,D0P2
67,D0P3
67,D0P4
67,D0P5
67,D1P0
67,D1P1
67,D1P2
67,D1P3
67,D1P4
67,D1P5
67,D2P0
67,D2P1
67,D2P2
67,D4P3
67,D4P4
67,D4P5
67,D5P0
67,D5P1
67,D5P2
67,D5P3
67,D5P4
67,D5P5
68,D0P0
68,D0P1
68,D0P2
68,D0P3
68,D0P4
68,D0P5
68,D1P0
68,D1P1
68,D1P2
68,D1P3
68,D1P4
68,D1P5
68,D2P3
68,D2P4
68,D2P5
68,D3P3
68,D3P4
68,D3P5
68,D4P3
68,D4P4
68,D4P5
68,D5P0
68,D5P1
68,D5P2
68,D5P3
68,D5P4
68,D5P5
69,D0P2
69,D0P3
69,D0P4
69,D0P5
69,D1P2
69,D1P3
69,D1P4
69,D1P5
69,D2P2
69,D2P3
69,D2P4
69,D2P5
69,D3P0
69,D3P1
69,D3P2
69,D3P3
69,D3P4
69,D3P5
69,D4P0
69,D4P1
69,D4P2
69,D4P3
69,D4P4
69,D4P5
69,D5P0
69,D5P1
69,D5P2
69,D5P3
69,D5P4
69,D5P5
70,D0P0
70,D0P1
70,D0P2
70,D2P3
70,D2P4
70,D2P5
70,D3P0
70,D3P1
70,D3P2
70,D3P3
70,D3P4
70,D3P5
70,D4P0
70,D4P1
70,D4P2
70,D4P3
70,D4P4
70,D4P5
70,D5P0
70,D5P1
70,D5P2
70,D5P3
70,D5P4
70,D5P5
71,D5P2
71,D5P3
71,D5P4
71,D5P5
72,D5P2
72,D5P3
72,D5P4
72,D5P5
73,D0P0
73,D0P1
73,D0P2
73,D0P3
73,D0P4
73,D0P5
73,D1P0
73,D1P1
73,D1P2
73,D1P3
73,D1P4
73,D1P5
73,D2P0
73,D2P1
73,D4P4
73,D4P5
73,D5P0
73,D5P1
73,D5P2
73,D5P3
73,D5P4
73,D5P5
74,D5P2
74,D5P3
74,D5P4
74,D5P5
75,D0P0
75,D0P1
75,D0P2
75,D0P3
75,D0P4
75,D0P5
75,D1P0
75,D1P1
75,D1P2
75,D1P3
75,D1P4
75,D1P5
75,D2P3
75,D2P4
75,D2P5
75,D3P3
75,D3P4
75,D3P5
75,D4P3
75,D4P4
75,D4P5
75,D5P0
75,D5P1
75,D5P2
75,D5P3
75,D5P4
75,D5P5
76,D5P2
76,D5P3
76,D5P4
76,D5P5
77,D5P2
77,D5P3
77,D5P4
77,D5P5
78,D5P2
78,D5P3
78,D5P4
78,D5P5
79,D0P0
79,D0P1
79,D0P2
79,D0P3
79,D1P0
79,D1P1
79,D1P2
79,D1P3
79,D2P0
79,D2P1
79,D2P2
79,D2P3
79,D3P0
79,D3P1
79,D3P2
79,D3P3
79,D3P4
79,D3P5
79,D4P0
79,D4P1
79,D4P2
79,D4P3
79,D5P0
79,D5P1
79,D5P2
79,D5P3
79,D5P4
79,D5P5
80,D0P0
80,D0P1
80,D0P2
80,D0P3
80,D0P4
80,D0P5
80,D1P0
80,D1P1
80,D1P2
80,D1P3
80,D4P3
80,D4P4
80,D4P5
80,D5P2
80,D5P3
80,D5P4
80,D5P5
81,D0P0
81,D0P1
81,D0P2
81,D0P3
81,D0P4
81,D0P5
81,D1P0
81,D1P1
81,D1P2
81,D1P3
81,D2P0
81,D2P1
81,D2P2
81,D4P3
81,D4P4
81,D4P5
81,D5P2
81,D5P3
81,D5P4
81,D5P5
82,D5P2
82,D5P3
82,D5P4
82,D5P5
83,D5P0
83,D5P1
83,D5P2
83,D5P3
83,D5P4
83,D5P5
84,D0P1
84,D0P2
84,D0P3
84,D0P4
84,D0P5
84,D1P1
84,D1P2
84,D1P3
84,D1P4
84,D1P5
84,D2P1
84,D2P2
84,D2P3
84,D2P4
84,D2P5
84,D3P1
84,D3P2
84,D3P3
84,D3P4
84,D3P5
84,D4P0
84,D4P1
84,D4P2
84,D4P3
84,D4P4
84,D4P5
84,D5P0
84,D5P1
84,D5P2
84,D5P3
84,D5P4
84,D5P5
85,D0P0
85,D0P1
85,D0P2
85,D0P3
85,D1P0
85,D1P1
85,D1P2
85,D1P3
85,D2P0
85,D2P1
85,D2P2
85,D2P3
85,D3P0
85,D3P1
85,D3P2
85,D3P3
85,D4P0
85,D4P1
85,D4P2
85,D4P3
85,D5P0
85,D5P1
85,D5P2
85,D5P3
85,D5P4
85,D5P5
86,D5P2
86,D5P3
86,D5P4
86,D5P5
87,D0P0
87,D0P1
87,D0P2
87,D2P0
87,D2P1
87,D2P2
87,D2P3
87,D2P4
87,D2P5
87,D4P0
87,D4P1
87,D4P2
87,D4P3
87,D4P4
87,D4P5
87,D5P0
87,D5P1
87,D5P2
87,D5P3
87,D5P4
87,D5P5
