requirement_id,operation_id,station_id,coefficient
12,506,4,6.0
12,507,4,6.0
12,512,4,6.0
12,528,4,6.0
12,533,4,9.0
12,535,4,6.0
12,539,4,6.0
12,545,4,6.0
12,59,5,6.0
12,104,5,6.0
12,128,5,6.0
12,129,5,6.0
12,138,5,6.0
12,153,5,2.0
12,168,5,6.0
12,434,5,6.0
12,455,5,6.0
12,462,5,6.0
12,465,5,6.0
12,469,5,6.0
12,477,5,3.0
12,486,5,6.0
12,499,5,6.0
12,506,5,6.0
12,507,5,6.0
12,512,5,6.0
12,528,5,6.0
12,533,5,9.0
12,535,5,6.0
12,539,5,6.0
12,545,5,6.0
13,0,0,2.0
13,1,0,2.0
13,2,0,2.0
13,3,0,2.0
13,4,0,2.0
13,5,0,2.0
13,6,0,2.0
13,7,0,2.0
13,8,0,2.0
13,9,0,2.0
13,10,0,2.0
13,11,0,2.0
13,12,0,2.0
13,13,0,2.0
13,14,0,2.0
13,15,0,2.0
13,16,0,2.0
13,17,0,2.0
13,18,0,2.0
13,19,0,2.0
13,20,0,2.0
13,21,0,2.0
13,22,0,2.0
13,23,0,2.0
13,24,0,2.0
13,25,0,2.0
13,26,0,2.0
13,27,0,2.0
13,28,0,2.0
13,29,0,2.0
13,30,0,2.0
13,31,0,2.0
13,32,0,2.0
13,33,0,2.0
13,34,0,2.0
13,35,0,2.0
13,36,0,2.0
13,37,0,2.0
13,38,0,2.0
13,39,0,2.0
13,40,0,2.0
13,41,0,2.0
13,42,0,2.0
13,43,0,2.0
13,44,0,2.0
13,45,0,2.0
13,46,0,2.0
13,47,0,2.0
13,48,0,2.0
13,49,0,2.0
13,50,0,2.0
13,51,0,2.0
13,52,0,2.0
13,53,0,2.0
13,54,0,2.0
13,55,0,2.0
13,56,0,2.0
13,57,0,2.0
13,58,0,2.0
13,60,0,2.0
13,61,0,2.0
13,62,0,2.0
13,63,0,2.0
13,64,0,2.0
13,65,0,2.0
13,66,0,2.0
13,67,0,2.0
13,68,0,2.0
13,69,0,2.0
13,70,0,2.0
13,71,0,2.0
13,72,0,2.0
13,73,0,2.0
13,74,0,2.0
13,75,0,2.0
13,76,0,2.0
13,77,0,2.0
13,78,0,2.0
13,79,0,2.0
13,80,0,2.0
13,81,0,2.0
13,82,0,2.0
13,83,0,2.0
13,84,0,2.0
13,85,0,2.0
13,86,0,2.0
13,87,0,2.0
13,88,0,2.0
13,89,0,2.0
13,90,0,2.0
13,91,0,2.0
13,92,0,2.0
13,93,0,2.0
13,94,0,2.0
13,97,0,2.0
13,99,0,1.0
13,100,0,1.0
13,101,0,2.0
13,102,0,2.0
13,110,0,2.0
13,111,0,2.0
13,112,0,2.0
13,113,0,2.0
13,114,0,2.0
13,115,0,2.0
13,116,0,2.0
13,117,0,2.0
13,118,0,2.0
13,119,0,2.0
13,120,0,2.0
13,121,0,2.0
13,123,0,2.0
13,125,0,2.0
13,133,0,2.0
13,134,0,6.0
13,136,0,6.0
13,139,0,2.0
13,140,0,2.0
13,141,0,2.0
13,142,0,2.0
13,143,0,2.0
13,144,0,2.0
13,145,0,2.0
13,146,0,2.0
13,147,0,2.0
13,148,0,2.0
13,0,1,2.0
13,1,1,2.0
13,2,1,2.0
13,3,1,2.0
13,4,1,2.0
13,5,1,2.0
13,6,1,2.0
13,7,1,2.0
13,8,1,2.0
13,9,1,2.0
13,10,1,2.0
13,11,1,2.0
13,12,1,2.0
13,13,1,2.0
13,14,1,2.0
13,15,1,2.0
13,16,1,2.0
13,17,1,2.0
13,18,1,2.0
13,19,1,2.0
13,20,1,2.0
13,21,1,2.0
13,22,1,2.0
13,23,1,2.0
13,24,1,2.0
13,25,1,2.0
13,26,1,2.0
13,27,1,2.0
13,28,1,2.0
13,29,1,2.0
13,30,1,2.0
13,31,1,2.0
13,32,1,2.0
13,33,1,2.0
13,34,1,2.0
13,35,1,2.0
13,36,1,2.0
13,37,1,2.0
13,38,1,2.0
13,39,1,2.0
13,40,1,2.0
13,41,1,2.0
13,42,1,2.0
13,43,1,2.0
13,44,1,2.0
13,45,1,2.0
13,46,1,2.0
13,47,1,2.0
13,48,1,2.0
13,49,1,2.0
13,50,1,2.0
13,51,1,2.0
13,52,1,2.0
13,53,1,2.0
13,54,1,2.0
13,55,1,2.0
13,56,1,2.0
13,57,1,2.0
13,58,1,2.0
13,60,1,2.0
13,61,1,2.0
13,62,1,2.0
13,63,1,2.0
13,64,1,2.0
13,65,1,2.0
13,66,1,2.0
13,67,1,2.0
13,68,1,2.0
13,69,1,2.0
13,70,1,2.0
13,71,1,2.0
13,72,1,2.0
13,73,1,2.0
13,74,1,2.0
13,75,1,2.0
13,76,1,2.0
13,77,1,2.0
13,78,1,2.0
13,79,1,2.0
13,80,1,2.0
13,81,1,2.0
13,82,1,2.0
13,83,1,2.0
13,84,1,2.0
13,85,1,2.0
13,86,1,2.0
13,87,1,2.0
13,88,1,2.0
13,89,1,2.0
13,90,1,2.0
13,91,1,2.0
13,92,1,2.0
13,93,1,2.0
13,94,1,2.0
13,97,1,2.0
13,99,1,1.0
13,100,1,1.0
13,101,1,2.0
13,102,1,2.0
13,110,1,2.0
13,111,1,2.0
13,112,1,2.0
13,113,1,2.0
13,114,1,2.0
13,115,1,2.0
13,116,1,2.0
13,117,1,2.0
13,118,1,2.0
13,119,1,2.0
13,120,1,2.0
13,121,1,2.0
13,123,1,2.0
13,125,1,2.0
13,133,1,2.0
13,134,1,6.0
13,136,1,6.0
13,139,1,2.0
13,140,1,2.0
13,141,1,2.0
13,142,1,2.0
13,143,1,2.0
13,144,1,2.0
13,145,1,2.0
13,146,1,2.0
13,147,1,2.0
13,148,1,2.0
13,0,2,2.0
13,1,2,2.0
13,2,2,2.0
13,3,2,2.0
13,4,2,2.0
13,5,2,2.0
13,6,2,2.0
13,7,2,2.0
13,8,2,2.0
13,9,2,2.0
13,10,2,2.0
13,11,2,2.0
13,12,2,2.0
13,13,2,2.0
13,14,2,2.0
13,15,2,2.0
13,16,2,2.0
13,17,2,2.0
13,18,2,2.0
13,19,2,2.0
13,20,2,2.0
13,21,2,2.0
13,22,2,2.0
13,23,2,2.0
13,24,2,2.0
13,25,2,2.0
13,26,2,2.0
13,27,2,2.0
13,28,2,2.0
13,29,2,2.0
13,30,2,2.0
13,31,2,2.0
13,32,2,2.0
13,33,2,2.0
13,34,2,2.0
13,35,2,2.0
13,36,2,2.0
13,37,2,2.0
13,38,2,2.0
13,39,2,2.0
13,40,2,2.0
13,41,2,2.0
13,42,2,2.0
13,43,2,2.0
13,44,2,2.0
13,45,2,2.0
13,46,2,2.0
13,47,2,2.0
13,48,2,2.0
13,49,2,2.0
13,50,2,2.0
13,51,2,2.0
13,52,2,2.0
13,53,2,2.0
13,54,2,2.0
13,55,2,2.0
13,56,2,2.0
13,57,2,2.0
13,58,2,2.0
13,60,2,2.0
13,61,2,2.0
13,62,2,2.0
13,63,2,2.0
13,64,2,2.0
13,65,2,2.0
13,66,2,2.0
13,67,2,2.0
13,68,2,2.0
13,69,2,2.0
13,70,2,2.0
13,71,2,2.0
13,72,2,2.0
13,73,2,2.0
13,74,2,2.0
13,75,2,2.0
13,76,2,2.0
13,77,2,2.0
13,78,2,2.0
13,79,2,2.0
13,80,2,2.0
13,81,2,2.0
13,82,2,2.0
13,83,2,2.0
13,84,2,2.0
13,85,2,2.0
13,86,2,2.0
13,87,2,2.0
13,88,2,2.0
13,89,2,2.0
13,90,2,2.0
13,91,2,2.0
13,92,2,2.0
13,93,2,2.0
13,94,2,2.0
13,97,2,2.0
13,99,2,1.0
13,100,2,1.0
13,101,2,2.0
13,102,2,2.0
13,110,2,2.0
13,111,2,2.0
13,112,2,2.0
13,113,2,2.0
13,114,2,2.0
13,115,2,2.0
13,116,2,2.0
13,117,2,2.0
13,118,2,2.0
13,119,2,2.0
13,120,2,2.0
13,121,2,2.0
13,123,2,2.0
13,125,2,2.0
13,133,2,2.0
13,134,2,6.0
13,136,2,6.0
13,139,2,2.0
13,140,2,2.0
13,141,2,2.0
13,142,2,2.0
13,143,2,2.0
13,144,2,2.0
13,145,2,2.0
13,146,2,2.0
13,147,2,2.0
13,148,2,2.0
13,0,3,2.0
13,1,3,2.0
13,2,3,2.0
13,3,3,2.0
13,4,3,2.0
13,5,3,2.0
13,6,3,2.0
13,7,3,2.0
13,8,3,2.0
13,9,3,2.0
13,10,3,2.0
13,11,3,2.0
13,12,3,2.0
13,13,3,2.0
13,14,3,2.0
13,15,3,2.0
13,16,3,2.0
13,17,3,2.0
13,18,3,2.0
13,19,3,2.0
13,20,3,2.0
13,21,3,2.0
13,22,3,2.0
13,23,3,2.0
13,24,3,2.0
13,25,3,2.0
13,26,3,2.0
13,27,3,2.0
13,28,3,2.0
13,29,3,2.0
13,30,3,2.0
13,31,3,2.0
13,32,3,2.0
13,33,3,2.0
13,34,3,2.0
13,35,3,2.0
13,36,3,2.0
