C0099,C0100,C0355,4.0,-2.3
C0100,C0101,C0367,4.0,-1.34
C0101,C0102,C0385,4.0,-1.39
C0102,C0103,C0392,4.0,-1.84
C0103,C0104,C0387,4.0,-1.28
C0104,C0105,C0363,4.0,-2.13
C0105,C0106,C0368,4.0,-2.48
C0106,C0107,C0399,4.0,-2.44
C0107,C0108,C0369,4.0,-1.63
C0108,C0109,C0409,4.0,-2.61
C0109,C0110,C0416,4.0,-2.6
C0111,C0112,0,0,2.06
C0112,C0113,C0380,4.0,-2.31
C0113,C0114,C0334,4.0,-1.98
C0114,C0115,C0374,4.0,-2.31
C0115,C0116,C0385,4.0,-1.34
C0116,C0117,C0367,4.0,-2.49
C0117,C0118,C0362,4.0,-2.63
C0118,C0119,C0399,4.0,-2.49
C0119,C0120,C0353,4.0,-1.07
C0120,C0121,C0336,4.0,-2.64
C0121,C0122,C0366,4.0,-2.39
C0122,C0123,C0365,4.0,-1.94
C0123,C0124,C0398,4.0,-2.71
C0124,C0125,C0364,4.0,-1.34
C0126,C0127,0,0,1.19
C0127,C0128,C0413,4.0,-1.59
C0128,C0129,C0408,4.0,-2.46
C0129,C0130,C0346,4.0,-2.36
C0130,C0131,C0344,4.0,-2.15
C0131,C0132,C0374,4.0,-1.43
C0132,C0133,C0399,4.0,-2.83
C0133,C0134,C0407,4.0,-1.63
C0134,C0135,C0372,4.0,-1.0
C0135,C0136,C0418,4.0,-1.43
C0136,C0137,C0337,4.0,-2.71
C0137,C0138,C0379,4.0,-2.6
C0138,C0139,0,0,2.36
C0139,C0140,C0354,4.0,-1.9
C0140,C0141,C0373,4.0,-1.63
C0141,C0142,C0387,4.0,-1.3
C0142,C0143,C0384,4.0,-1.84
C0144,C0145,0,0,2.87
C0145,C0146,C0363,4.0,-2.03
C0146,C0147,C0393,4.0,-2.81
C0147,C0148,C0350,4.0,-1.41
C0148,C0149,C0400,4.0,-1.21
C0149,C0150,C0398,4.0,-2.43
C0150,C0151,C0375,4.0,-1.34
C0151,C0152,C0369,4.0,-2.92
C0152,C0153,C0342,4.0,-2.02
C0153,C0154,C0378,4.0,-1.19
C0154,C0155,C0389,4.0,-1.48
C0155,C0156,C0408,4.0,-2.36
C0156,C0157,C0382,4.0,-1.09
C0157,C0158,C0361,4.0,-1.43
C0158,C0159,0,0,1.66
C0159,C0160,C0337,4.0,-2.4
C0160,C0161,C0356,4.0,-2.23
C0163,C0162,0,0,2.47
C0164,C0163,C0345,4.0,-2.51
C0165,C0164,C0384,4.0,-1.45
C0166,C0165,C0392,4.0,-2.62
C0167,C0166,C0365,4.0,-2.16
C0168,C0167,C0364,4.0,-2.04
C0169,C0168,C0337,4.0,-2.58
C0170,C0169,C0382,4.0,-2.88
C0171,C0170,C0402,4.0,-1.7
C0172,C0171,C0366,4.0,-2.88
C0173,C0172,C0351,4.0,-1.18
C0174,C0173,C0418,4.0,-2.97
C0175,C0174,C0343,4.0,-2.55
C0176,C0175,C0385,4.0,-2.54
C0177,C0176,C0417,4.0,-2.82
C0179,C0178,C0336,4.0,-1.43
C0180,C0179,C0397,4.0,-1.01
C0181,C0180,C0346,4.0,-1.78
C0182,C0181,0,0,2.15
C0183,C0182,C0371,4.0,-2.72
C0184,C0183,C0351,4.0,-2.13
C0185,C0184,C0358,4.0,-2.96
C0186,C0185,0,0,2.59
C0187,C0186,C0380,4.0,-1.16
C0188,C0187,C0335,4.0,-2.72
C0189,C0188,C0389,4.0,-1.18
C0190,C0189,C0418,4.0,-2.86
C0191,C0190,C0391,4.0,-2.73
C0192,C0191,C0377,4.0,-2.86
C0194,C0193,C0381,4.0,-1.13
C0195,C0194,C0401,4.0,-1.91
C0196,C0195,C0343,4.0,-2.77
C0197,C0196,C0413,4.0,-1.66
C0198,C0197,C0335,4.0,-1.73
C0199,C0198,C0365,4.0,-1.21
C0200,C0199,C0341,4.0,-1.28
C0201,C0200,C0384,4.0,-2.09
C0202,C0201,C0414,4.0,-2.36
C0203,C0202,0,0,1.81
C0204,C0203,C0350,4.0,-1.31
C0205,C0204,C0392,4.0,-1.85
C0206,C0205,0,0,2.23
C0207,C0206,C0370,4.0,-2.26
C0209,C0208,C0373,4.0,-1.71
C0210,C0209,C0336,4.0,-1.32
C0211,C0210,C0347,4.0,-1.37
C0212,C0211,C0407,4.0,-2.89
C0213,C0212,0,0,2.83
C0214,C0213,C0405,4.0,-1.73
C0215,C0214,C0366,4.0,-1.04
C0216,C0215,C0362,4.0,-2.1
C0217,C0216,C0418,4.0,-2.87
C0218,C0217,C0394,4.0,-1.01
C0219,C0218,C0359,4.0,-1.1
C0220,C0219,C0408,4.0,-2.46
C0221,C0220,C0341,4.0,-1.54
C0222,C0221,C0399,4.0,-1.06
C0223,C0222,C0371,4.0,-2.59
C0225,C0224,C0411,4.0,-1.06
C0226,C0225,C0409,4.0,-1.55
C0227,C0226,0,0,2.01
C0228,C0227,C0359,4.0,-1.14
C0229,C0228,C0339,4.0,-1.75
C0230,C0229,C0349,4.0,-1.76
C0231,C0230,C0421,4.0,-1.01
C0232,C0231,C0412,4.0,-2.34
C0233,C0232,C0405,4.0,-1.42
C0234,C0233,C0367,4.0,-1.63
C0235,C0234,C0343,4.0,-2.22
C0236,C0235,C0389,4.0,-2.4
C0237,C0236,C0362,4.0,-2.7
C0238,C0237,C0391,4.0,-1.93
C0239,C0238,C0399,4.0,-1.04
C0241,C0240,C0404,4.0,-1.06
C0242,C0241,C0371,4.0,-1.35
C0243,C0242,C0416,4.0,-1.25
C0244,C0243,C0344,4.0,-1.5
C0245,C0244,C0405,4.0,-1.66
C0246,C0245,C0337,4.0,-2.04
C0247,C0246,C0397,4.0,-2.27
C0248,C0247,C0339,4.0,-1.26
C0249,C0248,0,0,1.95
C0250,C0249,0,0,1.1
C0251,C0250,C0410,4.0,-2.37
C0252,C0251,C0382,4.0,-1.29
C0253,C0252,C0353,4.0,-2.52
C0254,C0253,C0381,4.0,-1.5
C0255,C0254,C0386,4.0,-2.08
C0256,C0255,C0362,4.0,-1.46
C0257,C0256,C0399,4.0,-2.63
C0258,C0257,C0334,4.0,-2.53
C0259,C0258,C0403,4.0,-1.19
C0260,C0259,C0350,4.0,-1.09
C0261,C0260,0,0,2.87
C0263,C0262,0,0,1.35
C0264,C0263,C0371,4.0,-1.42
C0265,C0264,C0421,4.0,-1.42
C0266,C0265,C0374,4.0,-1.22
C0267,C0266,C0355,4.0,-1.13
C0268,C0267,C0367,4.0,-2.3
C0269,C0268,C0385,4.0,-1.34
C0270,C0269,C0392,4.0,-1.39
C0271,C0270,C0387,4.0,-1.84
C0272,C0271,C0363,4.0,-1.28
C0273,C0272,C0368,4.0,-2.13
C0274,C0273,C0399,4.0,-2.48
C0275,C0274,C0369,4.0,-2.44
C0276,C0275,C0409,4.0,-1.63
C0277,C0276,C0416,4.0,-2.61
C0278,C0277,C0339,4.0,-2.6
C0280,C0279,0,0,1.46
C0281,C0280,C0380,4.0,-1.94
C0282,C0281,C0334,4.0,-2.31
C0283,C0282,C0374,4.0,-1.98
C0284,C0283,C0385,4.0,-2.31
C0285,C0284,C0367,4.0,-1.34
C0286,C0285,C0362,4.0,-2.49
C0287,C0286,C0399,4.0,-2.63
C0288,C0287,C0353,4.0,-2.49
C0289,C0288,C0336,4.0,-1.07
C0290,C0289,C0366,4.0,-2.64
C0291,C0290,C0365,4.0,-2.39
C0292,C0291,C0398,4.0,-1.94
C0293,C0292,C0364,4.0,-2.71
C0294,C0293,C0408,4.0,-1.34
C0296,C0295,0,0,1.29
C0297,C0296,C0413,4.0,-2.81
C0298,C0297,C0408,4.0,-1.59
C0299,C0298,C0346,4.0,-2.46
C0300,C0299,C0344,4.0,-2.36
C0301,C0300,C0374,4.0,-2.15
C0302,C0301,C0399,4.0,-1.43
C0303,C0302,C0407,4.0,-2.83
C0304,C0303,C0372,4.0,-1.63
C0305,C0304,C0418,4.0,-1.0
C0306,C0305,C0337,4.0,-1.43
C0307,C0306,C0379,4.0,-2.71
C0308,C0307,0,0,1.4
C0309,C0308,C0354,4.0,-1.64
C0310,C0309,C0373,4.0,-1.9
C0311,C0310,C0387,4.0,-1.63
C0312,C0311,C0384,4.0,-1.3
C0313,C0312,C0347,4.0,-1.84
C0315,C0314,0,0,1.46
C0316,C0315,C0363,4.0,-1.13
C0317,C0316,C0393,4.0,-2.03
C0318,C0317,C0350,4.0,-2.81
C0319,C0318,C0400,4.0,-1.41
C0320,C0319,C0398,4.0,-1.21
C0321,C0320,C0375,4.0,-2.43
C0322,C0321,C0369,4.0,-1.34
C0323,C0322,C0342,4.0,-2.92
C0324,C0323,C0378,4.0,-2.02
C0325,C0324,C0389,4.0,-1.19
C0326,C0325,C0408,4.0,-1.48
C0327,C0326,C0382,4.0,-2.36
C0328,C0327,C0361,4.0,-1.09
C0329,C0328,0,0,2.57
C0330,C0329,C0337,4.0,-2.34
C0331,C0330,C0356,4.0,-2.4
C0332,C0331,C0345,4.0,-2.23
