C0000010,6.4048556367,0.0857222917,2.960256071,0.1538160144,0.200533125,5.3954408934,1.5846075758,1.6976756411,0.6022651457,2.8422171563,0.0716445864,3.6953078115,1.9712233153,1.74689016,3.8029414733,4.1027877466,2.2833402202,3.8930943623,4.1468937442,4.2011557658,5.3184712584,2.6993571136,-1.27671958,3.6595379676
C0000011,3.7178551156,2.5203370653,2.9259671548,2.89742203,1.8783552281,3.7139455758,3.807367183,-0.66054801,5.2633546084,4.6625174065,-2.50454439,-1.42422911,0.9473145413,3.2455451305,0.6619239277,3.7469205113,3.1555534313,1.4205380735,0.5436085036,5.7900309276,1.9302011016,4.9087973941,0.0,7.6005854652
C0000012,8.134396889,0.7937633603,0.6307986759,4.8625362183,2.824335258,5.5962824095,4.8914447725,2.8155043212,5.0480806864,2.5266316592,4.0854140824,5.6376905808,4.9360036612,2.8415874677,4.8946396564,5.6235805996,1.4376367768,5.9583631779,1.9613777047,7.4764223737,2.2404516061,3.9189332564,8.0230556599,3.4541547138
C0000013,2.6857781816,-2.18124212,0.0,3.5103971016,1.366475252,0.4115786953,4.117595024,0.966242985,1.5679103739,0.2563390141,-0.85560958,0.1401639324,-0.38684503,-1.46776806,-1.28452088,1.9971228108,-1.11882925,-0.42049776,0.6816429984,-1.64436009,-2.04877704,2.507740154,-0.8509782,1.1540653468
C0000014,0.9182715103,0.3587196356,0.0,2.4789808154,0.0,0.0,3.5867239396,0.0,3.4981634604,-0.45119205,1.0243997645,0.0,0.0,0.0,2.1045739393,6.2686233491,0.0,2.7910713868,0.0,0.5160452569,0.0,3.6291945767,0.0,-1.54843937
C0000015,4.3041066624,1.8747138638,-1.21091552,-0.14589467,1.1925978755,2.3537946266,0.3222870256,2.2260516149,2.7339616622,1.469253849,-0.88142917,0.3220982226,2.2288513666,-1.8120888,2.9502597579,4.8429516254,2.7670891839,0.4948764633,2.9023789398,0.9398735455,1.6437544336,0.7018205763,-0.97477001,4.1667613593
C0000016,4.517634622,0.3719262862,1.3461866369,1.8430477017,3.9964053747,4.4616066481,5.9896157908,-1.52767135,3.6319464156,3.2693292208,6.1020163291,4.9633551888,4.1104919066,6.4405892631,1.1507392245,6.0788702198,1.0935421287,4.9901682861,4.2301407663,2.7763276174,3.0093736541,1.62188437,2.0047542334,-0.01885359
C0000017,2.4478785148,1.2899828344,-1.06612044,1.4306042309,2.4055786951,3.1137822054,4.7062593583,0.1308037258,3.9206824574,-1.43059838,0.0032113497,1.3861482685,2.5417362631,0.8116960595,2.4325428899,4.4869960656,6.1756217161,2.6541996416,1.7340454289,-0.21209284,0.18600392,2.4895590871,0.0,-1.00512727
C0000018,-1.05393211,0.5342801361,0.0,-3.08094998,0.6921274076,2.6068867541,3.1899116379,-0.93056287,1.4889824358,1.5418166013,2.02178436,-1.140422,-0.58061658,-2.82907126,2.2049575392,1.7679220297,5.9838936097,4.1746522337,4.3187146586,2.5814878777,3.2260093621,-2.19955154,0.0,0.0
C0000019,5.0210005636,1.621509189,3.4051596673,5.1019365999,3.0219689388,4.1113105261,2.1375148312,-1.26493276,4.5746749505,0.2100925909,2.1317922753,1.2629199283,-1.41245533,5.7448938102,0.965852037,2.6076376483,10.636698286,1.4946473074,0.4863428955,1.2533907296,5.5051707577,3.0291344166,0.2720242499,3.2120301039
C0000020,2.705902923,-0.11487007,0.3902458577,2.4154772074,1.8326655208,0.1882392409,2.5525422177,1.3944207082,0.2006591119,-4.56891639,0.5758464078,0.5394248037,1.0260893289,0.0,-1.03450334,11.829517216,1.992729392,3.9824859999,4.2086464115,1.3268907998,1.936289929,2.283578101,0.0,0.3507824662
C0000021,4.8920296901,6.0736149634,0.0,4.5527287134,1.6972617464,4.7941280047,2.3831348431,1.8619071305,4.7440020017,-4.03314918,2.2721470516,4.3644864821,0.2120353245,2.9877341036,7.3558324284,3.3734124182,5.1468039986,2.7935936908,1.7614760943,3.8087429209,-1.47534308,3.0725753485,0.1210112534,0.1188454898
C0000022,0.2563712582,-0.60215426,2.1152877317,-0.40290556,0.5805419897,-0.96384372,3.9430203293,-0.8511872,3.6794972185,0.5334119135,0.6562449124,-2.94676335,4.0818789197,-1.52032845,4.8327590365,3.162720174,0.5075549129,0.6405137707,0.6971335734,2.0675556492,2.7677393,3.5039118503,-1.95060353,-0.54483479
C0000023,1.0419995879,-0.76969774,0.0,1.1291768002,-0.24970496,0.6600478062,-0.19998282,-2.36222267,2.6785012061,-6.28345526,-0.35335401,-0.62070267,-4.85527059,0.8703369462,-5.21309244,2.981397522,3.2243981942,-0.88839718,-0.49907706,-2.91063635,-2.49555343,-0.94439912,0.0,2.8578818841
C0000024,0.9135795624,-4.3996384,1.8585663688,-1.48076205,2.6914904688,1.4507634475,4.6224102531,3.6802348473,2.0536933098,-1.67081579,1.996933804,1.3190780171,1.0786743666,-1.31448829,2.3977211953,5.5454946486,4.0679252452,0.9782650631,1.950555156,-1.93720262,-1.19115859,1.7988583884,1.067417769,-2.19098508
C0000025,4.3304112375,5.1741412546,4.681582132,5.6466053162,3.739538247,1.3582821551,4.3161587057,8.098649217,6.0310582554,3.1712781713,8.2312793523,2.7605947757,2.6051846073,4.8400352461,2.8880815432,7.3678563356,8.2866285908,4.2544383843,1.3485530015,5.4935007038,2.6139375574,3.1209153371,7.7075298043,4.6027531209
C0000026,-0.57379742,-2.29737403,0.0,4.0436504097,-0.86505218,5.6310150971,-1.91048203,2.9577532633,4.5895897054,2.6570062644,4.3113873287,0.0,0.3534692069,3.0954509892,3.8767346235,1.3043598274,2.0503918986,-1.24791683,-0.86719417,-1.68757324,1.815467033,-4.28101787,0.0,-0.86593206
C0000027,14.37873627,10.979021988,0.0,5.9302080368,0.0,17.917531341,6.6230462501,0.0,0.0,13.77909837,8.8621300541,7.5888775329,0.0,8.257738206,7.3146741668,17.444531099,15.180851004,9.5436560022,9.2976713271,5.9780824096,10.225668353,12.493232713,12.05037822,0.0
C0000028,-0.43892721,2.7407025562,4.7198388086,2.275120662,1.1182129274,0.550366416,1.0015740325,0.4779136476,-0.081921269,4.8274410781,0.8402026935,0.0,0.1790366829,3.9498514375,3.1829690775,8.0693540913,3.3990805207,2.6589958921,1.1031911247,4.8211014107,0.1545442629,-2.17897474,6.5380421654,0.4608638857
C0000029,10.757407488,6.7632104185,8.0980874695,14.631380951,1.876369906,13.870313126,5.9064337626,3.8489117125,9.2826354751,5.101372712,10.994997643,0.0,7.5787558985,0.0,8.5694205417,11.005390109,10.751100512,6.7900995217,7.5794971128,9.793267882,6.4588696449,6.2278458723,8.0160726985,3.8682729814
C0000030,6.9442020016,7.3548789542,1.5985602994,6.6730400045,2.2452404573,2.8571049376,5.3358008409,5.8261961603,1.9452775268,5.2341863206,5.2487927377,0.0,3.1705418303,2.676356431,7.611330484,9.8531059654,6.9257747083,1.7162481543,-0.076003714,6.1073146636,4.1632653512,2.4527560422,4.8460685202,3.0602587393
C0000031,1.211486482,-0.70319815,0.7843179856,1.6827955518,2.9027420935,1.1455989871,-1.28622059,0.449969817,-1.41046178,0.8800211706,1.585250493,0.0,0.1067358246,1.7178999995,1.7055060737,1.3859783864,4.9362945049,-2.27659482,-2.41747851,-1.83295487,-0.71013236,0.6618516281,0.0,2.7680058658
C0000032,2.0535788873,5.7392797712,4.7509819994,4.4691322433,2.155269536,1.3276790144,4.39283976,4.9867720607,2.2520218049,2.9325909324,2.4524241132,5.3833150875,4.2957454977,2.2991907058,2.9525524369,6.5829592654,5.6606616944,4.7090200136,7.6204547647,2.3163490749,1.3996556134,0.0726574837,4.6934089296,5.0720006419
C0000033,3.9164659631,2.5568696113,0.0,6.2023629697,0.7109489232,4.6923879882,-0.66461945,-1.68430195,1.5777336125,-0.42243904,0.3076945987,-1.08476863,-2.22637857,-2.46758827,-1.12203484,-0.50177351,3.444100412,1.0474420512,0.4570735627,-1.68043778,0.0122539214,-2.5231893,2.1917930167,-1.78508568
C0000034,7.7144492164,-0.13504198,4.432643717,-0.015660615,-0.37902865,-0.028965658,-0.11953512,-1.900745,-2.35546262,-2.40646241,3.9356513248,-0.11047695,1.1849112923,3.9982189242,-0.086694544,2.8415807711,4.222778496,-0.2422864,1.1977275561,-0.42510235,1.5120099041,-1.21978588,0.0,3.4709768848
C0000035,4.8146090539,4.4090059667,5.4191761616,3.6055808951,4.3610815782,1.0239098165,-0.45022692,3.7335939819,0.6998703593,2.6614986447,2.2508325199,-1.07329097,-0.11410616,2.0035191369,2.3508181408,7.2975222468,2.8293661477,0.712190169,2.7112626794,0.26008756,0.7197217625,0.2651853194,0.0,1.3599171676
C0000036,4.9791560736,4.8217895592,0.0,0.3077390874,0.7620142203,6.1291881153,3.6803585189,0.9894247773,3.1787576116,5.4998581362,3.8967791988,-0.6832001,6.0329101464,2.1808003418,1.8480613629,6.2844192677,2.8931007319,3.156347494,5.7417110324,0.4626759992,4.7297277076,4.7046201534,4.507995096,-1.01210059
C0000037,-1.32186368,-2.23491972,0.4879422342,-0.77037326,0.773967388,6.3249871135,-3.05749993,1.5963214797,-0.23510923,1.6450750315,3.7676590915,-3.39417439,-3.00830481,2.7199539639,-0.27854187,2.7773435168,1.2749048149,1.0780093538,-1.09330615,5.5407236897,0.6345685786,2.0530557059,-2.03897369,5.3004493226
C0000038,7.173390042,4.8606778331,0.0,-2.15885965,-0.52161631,2.6152229559,2.8936583068,3.5674015845,1.7694490811,3.6790205908,-0.44425909,1.1593949842,-1.49327178,2.3430200062,3.3885389979,2.2484107947,5.0415910733,0.4889372272,2.3781445995,-2.50497145,2.8632426853,-3.6946979,0.0,0.8402813224
C0000039,0.0,2.4042574795,0.0,1.3492171783,1.4358272664,7.3864232506,0.0,4.5727687911,1.4434264775,2.5512993748,4.7364200538,1.9690374814,-3.75853295,-2.95378905,2.2556625452,0.0,7.02869522,1.5089741865,0.0128970118,0.0,0.0,-0.3960024,2.3675639009,-0.66377958
C0000040,1.2447732011,1.5827570389,1.6517799654,1.6645172672,-1.50905342,-2.40656148,5.7807950923,4.8263471154,3.1773526733,2.6970010164,0.2386884167,0.0,0.2203756819,2.8771732729,6.2261150985,3.28039107,4.0360373713,0.6884035497,0.8108879302,7.0708158383,2.7169170839,-0.37475694,-1.48917759,1.8945278171
