Candidate_Route_ID,Cost
C0262,1525.339966
C0263,1465.98999
C0264,1515.839966
C0265,1174.719971
C0266,747.22998
C0267,765.848022
C0268,1197.660034
C0269,766.752014
C0270,786.469971
C0271,647.442017
C0272,1150.77002
C0273,1341.939941
C0274,1163.25
C0275,1173.800049
C0276,1156.030029
C0277,1361.660034
C0278,1222.630005
C0279,1163.280029
C0280,1213.130005
C0281,778.820984
C0282,767.828979
C0283,789.703979
C0284,738.515991
C0285,944.862
C0286,850.682983
C0287,791.335999
C0288,841.184021
C0289,752.448975
C0290,771.844971
C0291,756.375977
C0292,748.374023
C0293,820.237
C0294,760.888977
C0295,789.119995
C0296,701.237976
C0297,643.215027
C0298,691.739014
C0299,758.096008
C0300,782.379028
C0301,790.086975
C0302,1594.709961
C0303,700.854004
C0304,716.814026
C0305,1292.0
C0306,920.05603
C0307,726.757019
C0308,721.169006
C0309,684.440002
C0310,958.338989
C0311,798.327026
C0312,770.611023
C0313,788.827026
C0314,1465.77002
C0315,1163.670044
C0316,790.914978
C0317,827.414001
C0318,677.715027
C0319,1344.52002
C0320,1204.140015
C0321,779.289001
C0322,835.122009
C0323,685.422974
C0324,626.075989
C0325,1418.180054
C0326,1290.310059
C0327,1306.97998
C0328,1882.170044
C0329,1440.619995
C0330,1401.880005
C0331,1347.910034
C0332,1263.089966
C0333,1639.73999
C0334,1490.040039
C0335,1430.699951
C0336,1480.550049
C0337,1139.430054
C0338,711.937988
C0339,745.888977
C0340,596.190979
C0341,1162.369995
C0342,731.460999
C0343,761.848999
C0344,612.151001
C0345,1115.47998
C0346,1306.650024
C0347,1127.959961
C0348,1138.51001
C0349,1119.719971
C0350,1337.040039
C0351,1187.339966
C0352,1127.98999
C0353,1177.839966
C0354,743.530029
C0355,732.538025
C0356,749.588013
C0357,695.10498
C0358,965.091003
C0359,815.392029
C0360,756.044983
C0361,805.892029
C0362,771.791992
C0363,766.203979
C0364,729.474976
C0365,803.130981
C0366,874.992981
C0367,815.645996
C0368,865.494019
C0369,665.947021
C0370,653.916016
C0371,656.447021
C0372,784.695007
C0373,827.775024
C0374,1632.540039
C0375,739.291016
C0376,755.250977
C0377,1330.439941
C0378,957.68103
C0379,753.356018
C0380,795.656006
C0381,763.838013
C0382,978.356018
C0383,824.926025
C0384,797.210022
C0385,815.426025
C0386,780.327026
C0387,1511.290039
C0388,774.408997
C0389,795.713989
C0390,1370.900024
C0391,946.054993
C0392,780.018005
C0393,806.788025
C0394,786.554016
C0395,1001.890015
C0396,848.70697
C0397,792.84198
C0398,839.20697
C0399,1584.949951
C0400,1457.069946
C0401,1473.75
C0402,1607.390015
C0403,1578.359985
C0404,1612.040039
C0405,1596.22998
C0406,1806.51001
C0407,1649.930054
C0408,1597.459961
C0409,1640.430054
C0410,691.094971
C0411,731.007019
C0412,1306.199951
C0413,878.705017
C0414,701.208984
C0415,718.375
C0416,701.0
C0417,912.656006
C0418,762.242004
C0419,703.609985
C0420,752.742981
C0421,707.054993
C0422,1329.130005
C0423,898.22699
C0424,719.541016
C0425,730.090027
C0426,715.015015
C0427,928.616028
C0428,778.916992
C0429,719.570007
C0430,769.416992
C0431,1282.23999
C0432,1473.420044
C0433,1294.72998
C0434,1305.280029
C0435,1290.199951
C0436,1503.810059
C0437,1354.109985
C0438,1294.76001
C0439,1344.609985
C0440,910.296021
C0441,899.304016
C0442,936.939026
C0443,917.028015
C0444,1131.859985
C0445,982.158997
C0446,922.810974
C0447,972.658997
C0448,716.997009
C0449,744.060974
C0450,727.357971
C0451,938.557983
C0452,788.140015
C0453,729.512024
C0454,778.640991
C0455,770.140991
C0456,764.807007
C0457,934.846008
C0458,797.159973
C0459,745.552979
C0460,788.61499
C0461,737.145996
C0462,901.734985
C0463,773.84198
C0464,708.421997
C0465,767.778992
C0466,948.578979
C0467,1010.130005
C0468,961.093994
C0469,1000.630005
C0470,788.567017
C0471,801.08197
C0472,789.651978
C0473,760.851013
C0474,791.583008
C0475,779.067017
C0476,1382.209961
C0477,1241.819946
C0478,816.914001
C0479,872.809998
C0480,1456.01001
C0481,1328.140015
C0482,1344.810059
C0483,1920.0
C0484,1478.25
C0485,1449.420044
C0486,1483.01001
C0487,1467.410034
C0488,1677.569946
C0489,1527.869995
C0490,1468.530029
C0491,1518.369995
C0492,1177.869995
C0493,784.325989
C0494,1200.800049
C0495,769.085999
C0496,800.286011
C0497,1153.910034
C0498,1344.280029
C0499,1166.400024
C0500,1176.949951
C0501,1161.869995
C0502,1375.469971
C0503,1225.780029
C0504,1166.430054
C0505,1216.280029
C0506,1002.719971
C0507,853.017029
C0508,793.669983
C0509,843.518005
C0510,791.809998
C0511,810.177979
C0512,774.79303
C0513,821.377014
C0514,893.239014
C0515,833.892029
C0516,883.739014
C0517,692.546021
C0518,1334.76001
C0519,1341.859985
C0520,1363.170044
C0521,1938.359985
C0522,1505.930054
C0523,1342.52002
C0524,1358.030029
C0525,1343.920044
C0526,1556.319946
C0527,1406.619995
C0528,1347.280029
C0529,1397.119995
C0530,1218.329956
C0531,788.531006
C0532,819.445007
C0533,1241.27002
C0534,809.835022
C0535,840.749023
C0536,691.049988
C0537,1194.380005
C0538,1385.02002
C0539,1206.859985
C0540,1217.410034
C0541,1202.339966
C0542,1415.939941
C0543,1266.23999
C0544,1206.890015
C0545,1256.73999
C0546,769.528992
C0547,777.291016
C0548,792.429016
C0549,777.731995
C0550,991.090027
C0551,841.392029
C0552,782.044006
C0553,831.892029
C0554,825.054016
C0555,848.085022
C0556,807.906006
C0557,825.362
C0558,897.223999
C0559,837.877014
C0560,887.724976
C0561,688.177979
C0562,676.747986
C0563,1408.420044
C0564,1280.550049
C0565,1321.180054
C0566,1896.369995
C0567,1438.579956
C0568,1291.380005
C0569,1304.359985
C0570,1290.189941
C0571,1502.109985
C0572,1352.410034
C0573,1293.060059
C0574,1342.910034
C0575,1297.22998
C0576,1919.300049
C0577,1458.099976
C0578,1309.709961
C0579,1320.26001
C0580,1305.189941
C0581,1518.790039
C0582,1369.089966
C0583,1309.73999
C0584,1359.589966
C0585,1872.410034
C0586,1884.900024
C0587,1895.449951
C0588,1880.369995
C0589,1944.280029
C0590,1884.930054
C0591,1934.780029
C0592,1430.859985
C0593,1432.949951
C0594,1454.119995
C0595,1440.050049
C0596,1652.420044
C0597,1502.72998
C0598,1443.380005
C0599,1493.22998
C0600,1401.829956
C0601,1428.459961
C0602,1412.189941
C0603,1623.390015
C0604,1473.699951
C0605,1414.349976
C0606,1464.199951
C0607,1435.52002
C0608,1421.920044
C0609,1569.689941
C0610,1473.569946
C0611,1389.689941
C0612,1464.069946
C0613,1419.819946
C0614,1489.849976
C0615,1392.400024
C0616,1311.810059
C0617,1389.75
C0618,1629.97998
C0619,1701.849976
C0620,1642.5
C0621,1692.349976
C0622,1480.290039
C0623,1492.800049
C0624,1481.369995
C0625,1420.939941
C0626,1483.300049
C0627,1470.790039
C0628,1176.560059
C0629,776.041992
C0630,1129.670044
C0631,1320.839966
C0632,1142.160034
C0633,1152.709961
C0634,1137.630005
C0635,1351.22998
C0636,1201.530029
C0637,1142.189941
C0638,1192.030029
C0639,923.73999
C0640,774.041016
C0641,714.69397
C0642,764.541016
C0643,746.244019
C0644,760.185974
C0645,738.281982
C0646,736.130005
C0647,807.992004
C0648,748.64502
C0649,798.492004
C0650,598.945984
C0651,1152.609985
C0652,1343.780029
C0653,1165.089966
C0654,1175.640015
C0655,1160.569946
C0656,1374.170044
C0657,1224.469971
C0658,1165.119995
C0659,1214.969971
C0660,943.263
C0661,793.564026
C0662,734.216003
C0663,784.064026
C0664,764.575989
C0665,775.125
C0666,757.346985
C0667,752.090027
C0668,823.952026
C0669,764.60498
C0670,814.452026
C0671,614.906006
C0672,1105.719971
C0673,1296.890015
C0674,1309.380005
C0675,1319.930054
C0676,1304.849976
C0677,1518.449951
C0678,1368.75
C0679,1309.410034
C0680,1359.25
C0681,1118.199951
C0682,1141.23999
C0683,1126.160034
C0684,1339.77002
C0685,1190.069946
C0686,1130.719971
C0687,1180.569946
C0688,1128.75
C0689,1136.709961
C0690,1350.310059
C0691,1200.619995
C0692,1141.27002
C0693,1191.119995
C0694,1113.680054
C0695,1332.540039
C0696,1185.540039
C0697,1126.189941
C0698,1176.040039
C0699,1327.280029
C0700,1399.140015
C0701,1339.790039
C0702,1389.640015
C0703,1177.579956
C0704,1190.099976
C0705,1178.660034
C0706,1118.22998
C0707,1180.599976
C0708,1168.079956
C0709,944.340027
C0710,794.640991
C0711,735.29303
C0712,966.215027
C0713,830.429016
C0714,764.655029
C0715,915.026978
C0716,779.127014
C0717,713.083984
C0718,955.330994
C0719,1027.189941
C0720,967.846985
C0721,1017.690002
C0722,805.632019
C0723,818.14801
C0724,806.71698
C0725,746.284973
C0726,808.64801
C0727,747.828979
C0728,725.892029
C0729,762.031982
C0730,833.89502
C0731,774.546997
C0732,824.39502
C0733,748.567993
C0734,761.103027
C0735,832.966003
C0736,773.617981
C0737,823.466003
C0738,725.648987
C0739,797.512024
C0740,738.164978
C0741,788.012024
C0742,793.370972
C0743,865.234009
C0744,877.749023
C0745,819.726013
C0746,805.885986
C0747,868.249023
C0748,855.734009
C0749,657.271973
C0750,514.849976
C0751,1165.140015
C0752,960.369995
C0753,551.197021
C0754,479.55899
C0755,1129.849976
C0756,925.078979
C0757,524.593994
C0758,578.908997
C0759,1296.619995
C0760,1091.849976
C0761,692.301025
C0762,691.359985
C0763,493.72699
C0764,482.313995
C0765,1167.680054
C0766,963.515991
C0767,563.947021
C0768,1151.699951
C0769,1014.820007
C0770,623.94397
C0771,1120.089966
C0772,1102.97998
C0773,1123.01001
C0774,1698.199951
C0775,1245.300049
C0776,1133.0
C0777,1143.920044
C0778,1128.819946
C0779,1341.650024
C0780,1144.02002
C0781,1132.599976
C0782,1182.449951
C0783,939.271973
C0784,541.661987
C0785,962.210022
C0786,561.692017
C0787,915.320007
C0788,1121.48999
C0789,927.80603
C0790,938.35498
C0791,923.280029
C0792,1136.880005
C0793,939.247009
C0794,927.835022
C0795,977.682007
C0796,737.335999
C0797,527.749023
C0798,538.661011
C0799,523.562988
C0800,514.833984
C0801,538.762024
C0802,527.349976
C0803,546.892029
C0804,411.894989
C0805,1169.459961
C0806,844.268982
C0807,443.856995
C0808,1329.339966
C0809,1011.039978
C0810,654.086975
C0811,610.622986
C0812,426.062988
C0813,414.651001
C0814,1207.290039
C0815,882.705017
C0816,483.161011
C0817,1079.72998
C0818,934.01001
C0819,530.849976
C0820,1159.699951
C0821,1025.52002
C0822,1042.199951
C0823,1617.390015
C0824,1175.829956
C0825,1152.040039
C0826,1093.099976
C0827,1013.26001
C0828,1197.98999
C0829,1107.609985
C0830,1172.209961
C0831,1115.73999
C0832,858.461975
C0833,451.571014
C0834,881.398987
C0835,472.192993
C0836,834.508972
C0837,1040.680054
C0838,846.995972
C0839,857.544006
C0840,842.468994
C0841,1047.380005
C0842,858.435974
C0843,847.023987
C0844,866.565979
C0845,634.914001
C0846,438.171997
C0847,457.567993
C0848,442.098999
C0849,434.096985
C0850,466.712006
C0851,446.612
C0852,474.84201
C0853,481.187012
C0854,1294.050049
C0855,975.744019
C0856,618.796021
C0857,588.406006
C0858,390.772003
C0859,379.359009
C0860,1172.0
C0861,847.414001
C0862,492.178009
C0863,1044.439941
C0864,898.718994
C0865,516.427002
C0866,1124.410034
C0867,990.229004
C0868,1006.909973
C0869,1582.089966
C0870,1140.540039
C0871,1101.800049
C0872,1047.829956
C0873,963.008972
C0874,1345.969971
C0875,1148.339966
C0876,1136.920044
C0877,1123.410034
C0878,823.169983
C0879,427.597992
C0880,846.107971
C0881,445.589996
C0882,799.218018
C0883,1005.390015
C0884,811.703979
C0885,822.252991
C0886,807.177979
C0887,1020.780029
C0888,823.14502
C0889,811.732971
C0890,798.215027
C0891,636.60498
C0892,412.171997
C0893,448.470001
C0894,415.686005
C0895,593.018982
C0896,439.108002
C0897,610.099976
C0898,414.178009
C0899,1331.880005
C0900,1014.179993
C0901,656.421021
C0902,632.851013
C0903,1211.209961
C0904,1065.48999
C0905,644.794983
C0906,692.987976
C0907,495.354004
C0908,483.941986
C0909,1284.290039
C0910,1157.0
C0911,1173.670044
C0912,1748.859985
C0913,1307.310059
C0914,1283.869995
C0915,1271.27002
C0916,1196.75
C0917,1505.849976
C0918,1308.219971
C0919,1296.810059
C0920,1319.060059
C0921,989.937012
C0922,577.445007
C0923,595.682007
C0924,1012.869995
C0925,596.96698
C0926,612.356995
C0927,965.984009
C0928,1172.160034
C0929,978.471008
C0930,989.02002
C0931,973.945007
C0932,1187.550049
C0933,989.911987
C0934,978.5
C0935,1000.75
C0936,597.325012
C0937,633.833008
C0938,830.596985
C0939,632.911987
C0940,621.551025
C0941,643.754028
C0942,578.218994
C0943,605.98999
C0944,587.809021
C0945,578.645996
C0946,602.572998
C0947,591.161011
C0948,610.703003
C0949,393.527008
C0950,1082.130005
C0951,936.406982
C0952,567.393005
C0953,1162.23999
C0954,1028.060059
C0955,1044.72998
C0956,1619.920044
C0957,1178.170044
C0958,1155.650024
C0959,1149.219971
C0960,1074.890015
C0961,1383.800049
C0962,1186.160034
C0963,1174.75
C0964,1224.599976
C0965,861.606995
C0966,468.06601
C0967,884.544983
C0968,484.026001
C0969,837.653992
C0970,1043.02002
C0971,850.140991
C0972,860.689026
C0973,845.614014
C0974,1059.219971
C0975,861.58197
C0976,850.169006
C0977,900.017029
C0978,701.455994
C0979,456.281006
C0980,491.63501
C0981,461.237
C0982,486.184998
C0983,482.515015
C0984,498.700012
C0985,490.644989
C0986,1034.680054
C0987,1041.780029
C0988,1063.089966
C0989,1638.280029
C0990,1205.849976
C0991,1042.439941
C0992,1057.949951
C0993,1036.130005
C0994,1256.23999
C0995,1058.609985
C0996,1047.199951
C0997,1097.040039
C0998,912.911987
C0999,514.026978
C1000,935.849976
C10000,1182.640015
C10001,1080.859985
C10002,1001.840027
C10003,1071.359985
C10004,1221.829956
C10005,1293.689941
C10006,1234.339966
C10007,1284.189941
C10008,1072.130005
C10009,1084.640015
C1001,535.33197
C10010,1073.209961
C10011,1012.780029
C10012,1075.140015
C10013,1062.630005
C10014,866.97998
C10015,466.462006
C10016,820.088989
C10017,1025.449951
C10018,834.051025
C10019,843.125
C1002,888.960022
C10020,828.049011
C10021,1041.650024
C10022,891.952026
C10023,832.60498
C10024,882.452026
C10025,627.840027
C10026,436.44101
C10027,446.304993
C10028,430.971008
C10029,422.479004
C1003,1083.76001
C10030,494.341003
C10031,434.993988
C10032,484.84201
C10033,843.026978
C10034,1048.390015
C10035,856.989014
C10036,866.062988
C10037,850.987
C10038,1064.589966
C10039,914.890015
C1004,901.445984
C10040,855.54303
C10041,905.390015
C10042,647.869995
C10043,456.471008
C10044,465.544006
C10045,450.468994
C10046,442.509003
C10047,514.370972
C10048,455.023987
C10049,504.872009
C1005,911.994995
C10050,796.137024
C10051,1001.5
C10052,1015.460022
C10053,1024.530029
C10054,1009.460022
C10055,1223.060059
C10056,1073.359985
C10057,1014.01001
C10058,1063.859985
C10059,810.098999
C1006,896.919983
C10060,833.133972
C10061,818.059021
C10062,1031.660034
C10063,881.960999
C10064,822.614014
C10065,872.460999
C10066,819.171997
C10067,827.132019
C10068,1040.72998
C10069,891.034973
C1007,1110.52002
C10070,831.687012
C10071,881.534973
C10072,804.096985
C10073,1025.660034
C10074,875.958984
C10075,816.612
C10076,866.460022
C10077,1017.700012
C10078,1089.560059
C10079,1030.209961
C1008,912.887024
C10080,1080.060059
C10081,867.999023
C10082,880.513977
C10083,869.083984
C10084,808.651978
C10085,871.015015
C10086,858.5
C10087,631.731995
C10088,640.784973
C10089,608.254028
C1009,901.474976
C10090,617.309021
C10091,689.171997
C10092,629.825012
C10093,679.671997
C10094,434.746002
C10095,419.687012
C10096,410.958008
C10097,482.820007
C10098,423.472992
C10099,473.321014
C1010,951.322021
C10100,428.739014
C10101,420.322998
C10102,492.186005
C10103,432.838989
C10104,482.686005
C10105,405.264008
C10106,477.127014
C10107,417.778992
C10108,467.627014
C10109,396.535004
C1011,689.830017
C10110,468.39801
C10111,480.912994
C10112,469.483002
C10113,409.050995
C10114,471.412994
C10115,458.89801
C10116,984.289001
C10117,1000.27002
C10118,1045.52002
C10119,1620.709961
C1012,519.635986
C10120,1183.329956
C10121,1014.22998
C10122,1023.530029
C10123,1008.380005
C10124,1221.829956
C10125,1072.130005
C10126,1012.780029
C10127,1062.630005
C10128,1021.570007
C10129,1643.650024
C1013,542.666992
C10130,1204.640015
C10131,1035.530029
C10132,1044.609985
C10133,1029.530029
C10134,1243.130005
C10135,1093.430054
C10136,1034.089966
C10137,1083.930054
C10138,1596.76001
C10139,1779.829956
C1014,502.489014
C10140,1610.719971
C10141,1619.800049
C10142,1604.719971
C10143,1668.619995
C10144,1609.280029
C10145,1659.119995
C10146,1158.810059
C10147,1173.22998
C10148,1181.709961
C10149,1167.01001
C1015,519.945007
C10150,1380.369995
C10151,1230.670044
C10152,1171.329956
C10153,1221.170044
C10154,998.710999
C10155,1021.97998
C10156,1007.440002
C10157,1220.27002
C10158,1070.569946
C10159,1011.22998
C1016,530.508972
C10160,1061.069946
C10161,1007.549988
C10162,1016.280029
C10163,1229.109985
C10164,1079.420044
C10165,1020.070007
C10166,1069.920044
C10167,993.018005
C10168,1204.77002
C10169,1060.959961
C1017,532.460022
C10170,998.177979
C10171,1051.459961
C10172,1205.849976
C10173,1277.709961
C10174,1218.369995
C10175,1268.209961
C10176,1056.150024
C10177,1068.670044
C10178,1057.23999
C10179,996.804016
C1018,538.638977
C10180,1059.170044
C10181,1046.650024
C10182,918.284973
C10183,517.767029
C10184,871.39502
C10185,1066.199951
C10186,885.356018
C10187,894.429993
C10188,879.35498
C10189,1092.959961
C1019,1114.650024
C10190,943.257019
C10191,883.909973
C10192,933.757019
C10193,667.314026
C10194,486.471985
C10195,495.959991
C10196,480.511993
C10197,472.51001
C10198,544.372009
C10199,485.024994
C1020,980.468994
C10200,534.872986
C10201,894.333008
C10202,1089.140015
C10203,908.294006
C10204,917.367981
C10205,902.29303
C10206,1115.890015
C10207,966.195007
C10208,906.848022
C10209,956.695007
C1021,1021.099976
C10210,688.619019
C10211,507.776001
C10212,516.849976
C10213,501.774994
C10214,493.813995
C10215,565.677002
C10216,506.329987
C10217,556.177002
C10218,847.442017
C10219,1042.25
C1022,1596.290039
C10220,1056.209961
C10221,1065.150024
C10222,1050.209961
C10223,1263.810059
C10224,1114.109985
C10225,1054.76001
C10226,1104.609985
C10227,861.403992
C10228,884.439026
C10229,869.364014
C1023,1138.5
C10230,1082.969971
C10231,933.265991
C10232,873.919006
C10233,923.767029
C10234,870.47699
C10235,878.437988
C10236,1092.040039
C10237,942.340027
C10238,882.992981
C10239,932.840027
C1024,991.299988
C10240,855.401978
C10241,1076.959961
C10242,927.265015
C10243,867.91803
C10244,917.765015
C10245,1069.0
C10246,1140.869995
C10247,1081.52002
C10248,1131.369995
C10249,919.304993
C1025,1004.280029
C10250,931.820007
C10251,920.390015
C10252,859.95697
C10253,922.320007
C10254,909.804993
C10255,657.211975
C10256,665.689026
C10257,650.252991
C10258,642.789978
C10259,714.651978
C1026,987.221985
C10260,655.304993
C10261,705.151978
C10262,505.605988
C10263,494.467987
C10264,469.871002
C10265,470.954987
C10266,542.817017
C10267,483.470001
C10268,533.317017
C10269,478.962006
C1027,1202.030029
C10270,480.045013
C10271,551.90802
C10272,492.559998
C10273,542.40802
C10274,455.449005
C10275,527.310974
C10276,467.963989
C10277,517.810974
C10278,456.532013
C10279,528.393982
C1028,1004.400024
C10280,540.909973
C10281,529.479004
C10282,469.046997
C10283,531.409973
C10284,518.89502
C10285,952.677979
C10286,935.598022
C10287,979.580994
C10288,1601.660034
C10289,1140.459961
C1029,992.984009
C10290,993.541992
C10291,1002.619995
C10292,987.541016
C10293,1201.140015
C10294,1051.439941
C10295,992.096008
C10296,1041.939941
C10297,1554.77002
C10298,1715.650024
C10299,1568.72998
C1030,1042.829956
C10300,1577.810059
C10301,1562.72998
C10302,1626.630005
C10303,1567.290039
C10304,1617.130005
C10305,1096.47998
C10306,1110.439941
C10307,1119.72998
C10308,1105.170044
C10309,1318.040039
C1031,997.145996
C10310,1168.339966
C10311,1108.98999
C10312,1158.839966
C10313,949.559998
C10314,973.367004
C10315,958.289001
C10316,1171.119995
C10317,1021.419983
C10318,962.075012
C10319,1011.919983
C1032,1619.22998
C10320,959.405029
C10321,968.133972
C10322,1180.849976
C10323,1031.27002
C10324,971.921021
C10325,1021.77002
C10326,944.327026
C10327,1161.670044
C10328,1016.190002
C10329,956.786987
C1033,1158.02002
C10330,1006.690002
C10331,1157.160034
C10332,1229.02002
C10333,1169.670044
C10334,1219.52002
C10335,1007.460022
C10336,1019.97998
C10337,1008.549988
C10338,948.112976
C10339,1010.47998
C1034,1009.630005
C10340,997.960999
C10341,955.627991
C10342,1577.709961
C10343,1738.579956
C10344,1591.670044
C10345,1600.73999
C10346,1585.670044
C10347,1649.569946
C10348,1590.219971
C10349,1640.069946
C1035,1020.179993
C10350,1116.51001
C10351,1130.469971
C10352,1139.540039
C10353,1124.469971
C10354,1338.069946
C10355,1188.369995
C10356,1129.02002
C10357,1178.869995
C10358,969.590027
C10359,992.625
C1036,1005.109985
C10360,977.549988
C10361,1191.150024
C10362,1041.449951
C10363,982.10498
C10364,1031.949951
C10365,978.663025
C10366,986.624023
C10367,1200.219971
C10368,1050.530029
C10369,991.179016
C1037,1218.709961
C10370,1041.030029
C10371,963.588013
C10372,1181.170044
C10373,1035.449951
C10374,976.104004
C10375,1025.949951
C10376,1177.189941
C10377,1249.050049
C10378,1189.699951
C10379,1239.550049
C1038,1021.070007
C10380,1027.48999
C10381,1040.01001
C10382,1028.579956
C10383,968.143005
C10384,1030.51001
C10385,1017.98999
C10386,1530.819946
C10387,1691.689941
C10388,1705.660034
C10389,1714.72998
C1039,1009.659973
C10390,1699.650024
C10391,1763.560059
C10392,1704.209961
C10393,1754.060059
C10394,1544.780029
C10395,1567.810059
C10396,1552.73999
C10397,1616.640015
C10398,1557.290039
C10399,1607.140015
C1040,1059.51001
C10400,1553.849976
C10401,1561.810059
C10402,1625.719971
C10403,1566.369995
C10404,1616.219971
C10405,1538.780029
C10406,1610.640015
C10407,1551.290039
C10408,1601.140015
C10409,1602.680054
C1041,1572.329956
C10410,1615.189941
C10411,1603.76001
C10412,1543.329956
C10413,1605.699951
C10414,1593.180054
C10415,1077.890015
C10416,1092.310059
C10417,1115.569946
C10418,1101.040039
C10419,1313.869995
C1042,1733.209961
C10420,1164.170044
C10421,1104.819946
C10422,1154.670044
C10423,1101.140015
C10424,1109.869995
C10425,1322.699951
C10426,1173.01001
C10427,1113.660034
C10428,1163.51001
C10429,1086.609985
C1043,1584.819946
C10430,1298.449951
C10431,1158.47998
C10432,1096.48999
C10433,1148.97998
C10434,1299.449951
C10435,1371.310059
