id,gene_id,value
9,15,2.099303
9,16,-1.00649
9,17,-1.822949
9,18,-5.123554
9,19,-8.078378
9,20,-4.93793
9,21,-2.472699
9,22,-8.809431
9,23,-3.64531
9,24,-2.193777
9,25,-3.085321
9,26,-1.009718
9,27,-6.767527
9,28,-5.976981
9,29,6.298129
9,30,2.53974
9,31,-8.171277
9,32,0.789027
9,33,1.672072
9,34,1.795803
9,35,0.670882
9,36,-2.913137
9,37,-10.348866
9,38,-2.848461
9,39,-7.108814
9,40,1.933716
9,41,-2.550556
9,42,-8.391188
9,43,-3.296302
9,44,0.489734
9,45,-9.951666
9,46,-10.19394
9,47,-8.610389
9,48,-4.616668
9,49,-10.068043
9,50,-2.586054
9,51,3.09649
9,52,-6.769369
9,53,-11.162003
9,54,-3.338671
9,55,30.034614
9,56,29.66607
9,57,29.29195
9,58,30.190945
9,59,30.542154
9,60,29.939823
10,1,-1.243535
10,2,-0.321598
10,3,-1.221302
10,4,-1.788012
10,5,-2.083482
10,6,-2.137357
10,7,-2.203451
10,8,1.66998
10,9,-2.815138
10,10,5.006306
10,11,-2.119183
10,12,-0.529657
10,13,-3.788539
10,14,2.368633
10,15,-0.3988
10,16,-0.703584
10,17,0.624432
10,18,-0.721667
10,19,1.182209
10,20,-3.957499
10,21,0.503993
10,22,-0.231501
10,23,-1.323276
10,24,-3.803897
10,25,2.966475
10,26,0.331368
10,27,-2.628925
10,28,-0.185842
10,29,1.599822
10,30,0.432496
10,31,-4.207319
10,32,1.646528
10,33,-1.086216
10,34,-4.401181
10,35,-0.415207
10,36,1.129285
10,37,-3.509593
10,38,2.615387
10,39,-2.165291
10,40,0.371756
10,41,-2.491078
10,42,-2.759794
10,43,-1.454478
10,44,-0.612273
10,45,-6.268654
10,46,2.091844
10,47,-3.978915
10,48,-1.412068
10,49,-1.943365
10,50,0.921809
10,51,2.063247
10,52,0.528708
10,53,-4.679155
10,54,-0.392421
10,55,7.845345
10,56,7.628056
10,57,7.345253
10,58,7.362745
10,59,7.494395
10,60,7.774066
11,1,-2.079549
11,2,0.654137
11,3,3.83349
11,4,6.887863
11,5,1.942325
11,6,4.456117
11,7,0.24552
11,8,3.614298
11,9,4.128714
11,10,-2.119183
11,11,9.922325
11,12,-1.449342
11,13,2.84141
11,14,-1.32281
11,15,-1.6537
11,16,4.625835
11,17,-3.163386
11,18,-0.94095
11,19,-0.176481
11,20,4.544115
11,21,3.396958
11,22,1.388224
11,23,3.313706
11,24,0.25361
11,25,-2.438914
11,26,1.355518
11,27,3.929055
11,28,-2.208192
11,29,-3.535069
11,30,-1.257364
11,31,-4.434167
11,32,-3.175241
11,33,-10.14749
11,34,-3.96893
11,35,0.827622
11,36,-0.184114
11,37,1.947067
11,38,-5.455646
11,39,4.038933
11,40,-0.299669
11,41,2.460488
11,42,4.558627
11,43,-0.093505
11,44,7.856568
11,45,8.001582
11,46,-4.199264
11,47,-4.975132
11,48,3.238655
11,49,-3.724191
11,50,-0.505915
11,51,-4.791119
11,52,-1.617608
11,53,3.638074
11,54,-3.769691
11,55,-5.078497
11,56,-4.594594
11,57,-4.231688
11,58,-4.963247
11,59,-4.783186
11,60,-5.195951
12,1,5.593184
12,2,0.523456
12,3,-0.274014
12,4,2.447371
12,5,1.381898
12,6,-2.35966
12,7,4.189607
12,8,0.378581
12,9,1.186395
12,10,-0.529657
12,11,-1.449342
12,12,4.159708
12,13,1.479412
12,14,1.579959
12,15,0.088794
12,16,-2.388218
12,17,2.942691
12,18,2.371587
12,19,-0.941058
12,20,-0.39121
12,21,0.729182
12,22,1.780911
12,23,0.244267
12,24,-0.648299
12,25,2.270643
12,26,0.30875
12,27,-0.248401
12,28,3.217981
12,29,-1.234927
12,30,2.726371
12,31,2.489831
12,32,-0.151708
12,33,6.340573
12,34,2.863808
12,35,-4.352263
12,36,0.40753
12,37,6.125581
12,38,0.442643
12,39,2.55255
12,40,-3.644533
12,41,-0.741379
12,42,1.9082
12,43,3.854228
12,44,0.888097
12,45,-1.509377
12,46,1.758243
12,47,6.234277
12,48,0.79926
12,49,5.630228
12,50,1.763156
12,51,0.937474
12,52,2.84666
12,53,2.595643
12,54,4.685389
12,55,-7.808662
12,56,-7.553485
12,57,-7.558176
12,58,-7.734898
12,59,-7.431334
12,60,-7.301332
13,1,-4.289636
13,2,-0.562221
13,3,-6.688449
13,4,-13.374342
13,5,-9.9568
13,6,-8.428295
13,7,-2.549508
13,8,-3.171896
13,9,-8.032929
13,10,3.788539
13,11,-2.84141
13,12,-1.479412
13,13,-15.081308
13,14,6.653191
13,15,2.679013
13,16,-0.062388
13,17,-7.373409
13,18,-2.987398
13,19,-8.914606
13,20,-6.184546
13,21,-3.740163
13,22,-11.165169
13,23,2.060451
13,24,-7.466133
13,25,1.523569
13,26,-0.96386
13,27,-10.667994
13,28,-2.798134
13,29,7.380843
13,30,-0.715181
13,31,-4.591726
13,32,5.513991
13,33,1.477617
13,34,-2.778322
13,35,1.911448
13,36,-0.822754
13,37,-8.002783
13,38,-0.599659
13,39,-7.888258
13,40,-0.885231
13,41,-2.105329
13,42,-4.754041
13,43,-5.02532
13,44,-4.121982
13,45,-7.316653
13,46,-4.535911
13,47,-8.259651
13,48,-6.640748
13,49,-5.985565
13,50,0.809148
13,51,3.106143
13,52,-1.98038
13,53,-8.964764
13,54,-1.824577
13,55,24.167815
13,56,23.204679
13,57,23.939008
13,58,23.816532
13,59,23.922997
13,60,24.178326
14,1,0.966941
14,2,-0.381978
14,3,-4.942647
14,4,-1.702248
14,5,-4.094954
14,6,-12.674535
14,7,6.914311
14,8,-0.552402
14,9,-3.38647
14,10,2.368633
14,11,-1.32281
14,12,1.579959
14,13,-6.653191
14,14,12.316301
14,15,-2.72176
14,16,1.169341
14,17,1.195078
14,18,-3.933081
14,19,-4.869943
14,20,-4.587875
14,21,-3.800438
14,22,-3.935663
14,23,3.243978
14,24,-8.119743
14,25,1.905603
14,26,2.457425
14,27,-4.609326
14,28,5.290308
14,29,5.153083
14,30,-0.119379
14,31,-1.067991
14,32,4.557565
14,33,1.467693
14,34,0.539364
14,35,0.994984
14,36,0.19527
14,37,-0.54417
14,38,10.032134
14,39,-5.525742
14,40,0.852744
14,41,-3.311817
14,42,-1.749612
14,43,-1.407374
14,44,-0.245973
14,45,-4.887163
14,46,-0.924559
14,47,5.322126
14,48,1.37788
14,49,-2.782905
14,50,2.434891
14,51,1.661312
14,52,-0.489925
14,53,-5.854595
14,54,1.542633
14,55,1.1826
14,56,1.3121
14,57,1.422487
14,58,1.05914
14,59,1.393902
14,60,1.47659
15,1,-3.83929
15,2,-1.967891
15,3,-3.463826
15,4,-6.772891
15,5,0.670697
15,6,-1.394411
15,7,-2.699963
15,8,-4.751429
15,9,-2.099303
15,10,-0.3988
15,11,-1.6537
15,12,0.088794
15,13,-2.679013
15,14,-2.72176
15,15,9.309509
15,16,-4.24403
15,17,-0.371056
15,18,5.017765
15,19,-0.237267
15,20,-1.734409
15,21,-0.734092
15,22,0.227192
15,23,-2.953078
15,24,5.194033
15,25,0.124449
15,26,-4.245363
15,27,-4.385904
15,28,-1.110676
15,29,3.435619
15,30,-0.897715
15,31,3.314261
15,32,-4.225893
15,33,7.20342
15,34,-1.746801
15,35,0.238311
15,36,0.893867
15,37,-2.722459
15,38,-6.728649
15,39,-1.563701
15,40,-6.180446
15,41,5.545816
15,42,-0.587881
15,43,3.689396
15,44,-2.6788
15,45,-0.424992
15,46,-3.554483
15,47,-2.12439
15,48,-5.078384
15,49,-0.690609
15,50,1.465035
15,51,-0.106007
15,52,1.77969
15,53,0.717613
15,54,1.767041
15,55,1.909385
15,56,1.776808
15,57,2.012358
15,58,1.983306
15,59,2.569567
15,60,2.105664
16,1,-1.897051
16,2,1.624867
16,3,-0.677521
16,4,2.018969
16,5,-2.727702
16,6,0.762964
16,7,-1.924267
16,8,-0.701809
16,9,1.00649
16,10,-0.703584
16,11,4.625835
16,12,-2.388218
16,13,0.062388
16,14,1.169341
16,15,-4.24403
16,16,6.772645
16,17,-4.568702
16,18,-5.445996
16,19,-2.179503
16,20,-1.013639
16,21,1.352538
16,22,-1.825651
16,23,1.691446
16,24,-3.299553
16,25,-3.01149
16,26,0.599664
16,27,-0.239668
16,28,-2.395301
16,29,-1.724933
16,30,-2.080704
16,31,-4.240065
16,32,0.890929
16,33,-10.275018
16,34,0.523638
16,35,3.46745
16,36,-1.854974
16,37,-2.312204
16,38,2.384599
16,39,-0.201744
16,40,3.166319
16,41,-2.728101
16,42,-0.722845
16,43,-3.585955
16,44,2.869894
16,45,3.541228
16,46,-2.592832
16,47,-1.474409
16,48,2.682627
16,49,-6.072653
16,50,0.610124
16,51,-3.268349
16,52,-1.534813
16,53,-2.491249
16,54,-4.55369
16,55,4.373972
16,56,4.330161
16,57,4.585502
16,58,4.529989
16,59,4.08482
16,60,4.08057
17,1,-4.765457
17,2,2.840937
17,3,-1.859845
17,4,-4.914652
17,5,-10.053526
17,6,0.889775
17,7,-6.262718
17,8,-2.873889
17,9,-1.822949
17,10,-0.624432
17,11,3.163386
17,12,-2.942691
17,13,-7.373409
17,14,-1.195078
17,15,0.371056
17,16,4.568702
17,17,-14.260832
17,18,-3.240074
17,19,-9.864314
17,20,-0.606316
17,21,0.443866
17,22,-11.087141
17,23,2.898307
17,24,-4.371809
17,25,-1.357438
17,26,-2.030556
17,27,-7.27082
17,28,-7.807524
17,29,-2.495904
17,30,-4.202917
17,31,-4.963551
17,32,2.731574
17,33,-5.769081
17,34,0.014601
17,35,2.608678
17,36,-2.730825
17,37,-8.454624
17,38,-6.354883
17,39,-5.162293
17,40,-2.023813
17,41,-0.644972
17,42,-0.438411
17,43,-4.640472
17,44,-0.093516
17,45,1.782439
17,46,-5.136173
17,47,-11.425283
17,48,-7.073928
17,49,-4.09512
17,50,-0.669503
17,51,-3.462253
17,52,-4.195168
17,53,-5.124248
17,54,-9.216283
17,55,22.374656
17,56,21.66954
17,57,22.820094
17,58,22.909307
17,59,22.121447
17,60,22.02302
18,1,-1.495061
18,2,-1.658624
18,3,-2.404938
18,4,-3.32186
18,5,-7.306635
18,6,-3.269019
18,7,-2.290069
18,8,-2.504049
18,9,-5.123554
18,10,0.721667
18,11,0.94095
18,12,-2.371587
18,13,-2.987398
18,14,3.933081
18,15,-5.017765
18,16,5.445996
18,17,-3.240074
18,18,-8.266982
18,19,-5.622295
18,20,-2.748994
18,21,-1.155501
18,22,-5.909597
18,23,0.123473
18,24,-4.810871
18,25,-3.51894
18,26,0.870276
18,27,-2.298309
18,28,-3.710322
18,29,1.213388
18,30,-0.185608
18,31,-7.531866
18,32,2.907961
18,33,-8.062249
18,34,2.894843
18,35,3.545663
18,36,-2.863157
18,37,-6.444939
18,38,3.393632
18,39,-3.125842
18,40,5.976448
18,41,-4.733085
18,42,-4.381092
18,43,-5.001189
18,44,2.270424
18,45,-2.391444
18,46,-5.286477
18,47,-3.762617
18,48,1.355178
18,49,-8.862198
18,50,-1.18705
18,51,-0.55265
18,52,-5.496285
18,53,-7.747878
18,54,-4.887152
18,55,16.451295
18,56,16.271063
18,57,16.069981
18,58,16.576562
18,59,16.18018
18,60,16.075936
19,1,-0.135879
19,2,-3.99854
19,3,-4.195426
19,4,-9.431577
19,5,-14.180792
19,6,-6.316047
19,7,-2.275144
19,8,-7.758414
19,9,-8.078378
19,10,-1.182209
19,11,0.176481
19,12,0.941058
19,13,-8.914606
19,14,4.869943
19,15,0.237267
19,16,2.179503
19,17,-9.864314
19,18,-5.622295
19,19,-17.751266
19,20,-2.775226
19,21,-2.618001
19,22,-15.035871
19,23,1.166365
19,24,-5.911094
19,25,-0.986919
19,26,-2.965872
19,27,-10.825043
19,28,-7.005579
19,29,-0.366175
19,30,0.087011
19,31,-8.699248
19,32,3.490217
19,33,1.017713
19,34,7.321474
19,35,0.426782
19,36,-3.770077
19,37,-9.105276
19,38,-7.011259
19,39,-4.492986
19,40,-2.275628
19,41,-1.761298
19,42,-1.36023
19,43,-0.481827
19,44,3.019468
19,45,-4.483263
19,46,-10.620317
19,47,-9.174865
19,48,-7.089934
19,49,-5.047085
19,50,-0.273004
19,51,-1.598974
19,52,-8.621265
19,53,-9.214709
19,54,-5.507935
19,55,28.645781
19,56,28.292693
19,57,28.760759
19,58,29.311094
19,59,29.020053
19,60,28.605564
20,1,0.877655
20,2,0.568178
20,3,7.920006
20,4,7.636776
20,5,4.895787
20,6,7.114799
20,7,3.243457
20,8,6.099134
20,9,4.93793
20,10,-3.957499
20,11,4.544115
20,12,-0.39121
20,13,6.184546
20,14,-4.587875
20,15,-1.734409
20,16,-1.013639
20,17,0.606316
20,18,2.748994
20,19,2.775226
20,20,10.195391
20,21,0.550052
20,22,1.847328
20,23,3.287439
20,24,4.67261
20,25,-1.439094
20,26,2.873629
20,27,8.767021
20,28,-0.080454
20,29,-4.120738
20,30,-0.187375
20,31,2.444884
20,32,-1.649169
20,33,-1.502441
20,34,-1.027129
20,35,-1.423044
20,36,0.515094
20,37,4.760833
20,38,-5.353212
20,39,3.438767
20,40,1.507781
20,41,4.248516
20,42,5.874028
20,43,0.438274
20,44,3.182458
20,45,7.511382
20,46,0.816688
20,47,-1.981464
20,48,1.79884
20,49,4.995856
20,50,-4.805785
20,51,-1.43386
20,52,-2.937581
20,53,7.700505
20,54,-1.865158
20,55,-11.089568
20,56,-10.605081
20,57,-10.52839
20,58,-10.804483
20,59,-10.922649
20,60,-11.231215
21,1,-1.743027
21,2,-2.538251
21,3,-1.71245
21,4,-5.495603
21,5,-1.536795
21,6,-3.940621
21,7,2.029575
21,8,-3.116526
21,9,-2.472699
21,10,-0.503993
21,11,-3.396958
21,12,-0.729182
21,13,-3.740163
21,14,3.800438
21,15,0.734092
21,16,-1.352538
21,17,0.443866
21,18,-1.155501
21,19,-2.618001
21,20,-0.550052
21,21,-5.139475
21,22,-3.987279
21,23,0.725611
21,24,-0.507724
21,25,0.229575
21,26,-0.461693
21,27,-2.347143
21,28,1.671955
21,29,4.001564
21,30,-1.344357
21,31,2.301119
21,32,3.015029
21,33,3.734068
21,34,2.312327
21,35,2.942226
21,36,0.17664
21,37,-3.451298
21,38,3.258157
21,39,-3.86736
21,40,2.308597
21,41,0.919664
21,42,-1.026847
21,43,-0.963666
21,44,-4.235304
21,45,-1.655731
21,46,-0.268248
21,47,1.147668
21,48,-1.671774
21,49,-0.505737
21,50,-0.642751
21,51,1.704544
21,52,-2.583367
21,53,-2.574239
21,54,0.532686
21,55,2.725983
21,56,2.521152
21,57,2.466152
21,58,2.691576
21,59,2.558283
21,60,2.590138
22,1,-3.210641
22,2,-2.557336
22,3,-3.509222
22,4,-11.37565
22,5,-14.46169
22,6,-5.16807
22,7,-3.949068
22,8,-5.414096
22,9,-8.809431
22,10,0.231501
22,11,-1.388224
22,12,-1.780911
22,13,-11.165169
22,14,3.935663
22,15,-0.227192
22,16,1.825651
22,17,-11.087141
22,18,-5.909597
22,19,-15.035871
22,20,-1.847328
22,21,-3.987279
22,22,-16.18821
22,23,1.880135
22,24,-6.048785
22,25,-1.170615
22,26,-1.637702
22,27,-9.651634
22,28,-7.582051
22,29,1.680269
22,30,-1.44228
22,31,-7.76534
22,32,5.525003
22,33,-0.57704
22,34,3.983719
22,35,2.330885
22,36,-3.392965
22,37,-11.852953
22,38,-5.107391
22,39,-7.858528
22,40,0.902366
22,41,-1.933635
22,42,-3.219196
22,43,-4.695649
22,44,-0.646556
22,45,-5.064915
22,46,-8.390707
22,47,-12.337695
22,48,-8.284396
22,49,-5.827154
22,50,-2.562295
22,51,0.149992
22,52,-9.316248
22,53,-10.296353
22,54,-7.677958
22,55,32.757978
22,56,32.033266
22,57,32.590736
22,58,33.220483
22,59,32.650338
22,60,32.421744
23,1,-0.97255
23,2,-3.770962
23,3,-1.681087
23,4,-3.751668
23,5,-0.685296
23,6,1.086251
23,7,-5.09494
23,8,-4.488067
23,9,-3.64531
23,10,1.323276
23,11,-3.313706
23,12,-0.244267
23,13,2.060451
23,14,-3.243978
23,15,2.953078
23,16,-1.691446
23,17,2.898307
23,18,0.123473
23,19,1.166365
23,20,-3.287439
23,21,0.725611
23,22,1.880135
23,23,-6.143558
23,24,3.575315
23,25,-0.630543
23,26,-3.346373
23,27,-1.814174
23,28,-2.706958
23,29,0.193537
23,30,1.112993
23,31,-2.311957
23,32,-3.052326
23,33,1.901939
23,34,1.729754
23,35,0.311716
23,36,-0.269778
23,37,-4.677044
23,38,-2.17475
23,39,0.588926
23,40,-0.311217
23,41,0.172519
23,42,-3.426052
23,43,2.441579
23,44,-0.208307
23,45,-4.150097
23,46,-1.771745
23,47,-1.91266
23,48,-1.519313
23,49,-2.776583
23,50,0.506159
23,51,0.356585
23,52,-0.805868
23,53,-3.080688
23,54,0.362734
23,55,7.001345
23,56,7.000926
23,57,6.24299
23,58,6.994193
23,59,7.115636
23,60,6.864706
24,1,-1.500732
24,2,-2.24181
24,3,2.659126
24,4,0.849949
24,5,6.834708
24,6,6.348042
24,7,-1.532024
24,8,-1.536695
24,9,2.193777
24,10,-3.803897
24,11,0.25361
24,12,-0.648299
24,13,7.466133
24,14,-8.119743
24,15,5.194033
24,16,-3.299553
24,17,4.371809
24,18,4.810871
24,19,5.911094
24,20,4.67261
24,21,0.507724
24,22,6.048785
24,23,-3.575315
24,24,10.699609
24,25,-3.062582
24,26,-2.160468
24,27,5.417233
24,28,-0.679579
24,29,-0.594738
24,30,0.038623
24,31,5.452406
24,32,-6.386722
24,33,3.478427
24,34,0.787275
24,35,0.337861
24,36,0.569427
24,37,1.803002
24,38,-6.321075
24,39,3.626287
24,40,-0.939262
24,41,6.225844
24,42,1.592282
24,43,3.884909
24,44,-0.434051
24,45,5.308569
24,46,-1.257343
24,47,1.393739
24,48,0.575439
24,49,1.678549
24,50,-1.976431
24,51,-1.094247
24,52,0.414317
24,53,6.543076
24,54,1.693154
24,55,-10.66138
24,56,-10.314226
24,57,-10.688149
24,58,-10.419742
24,59,-10.160654
24,60,-10.730786
25,1,2.041808
25,2,-0.242089
25,3,2.051536
25,4,1.891405
25,5,2.295089
25,6,1.096956
25,7,1.513965
25,8,1.749209
25,9,3.085321
25,10,2.966475
25,11,-2.438914
25,12,2.270643
25,13,-1.523569
25,14,1.905603
25,15,0.124449
25,16,-3.01149
25,17,1.357438
25,18,3.51894
