unit,batch_0,batch_1,batch_2,batch_3,batch_4,batch_5
133,0.0,0.0,0.0,0.0,56527.9246,41463.5753
134,0.0,0.0,0.0,27063.3006,20757.6458,15495.131
135,0.0,0.0,0.0,0.0,52678.6461,39801.7895
136,0.0,0.0,0.0,0.0,33309.3743,24846.242
137,0.0,0.0,89293.0587,68135.536,50690.5004,37035.6186
138,0.0,0.0,0.0,0.0,97266.2696,73049.1212
139,0.0,0.0,118163.1753,90039.0438,66919.6666,48855.9137
140,0.0,0.0,71274.7345,54422.3696,40505.1709,29604.8115
141,0.0,0.0,0.0,0.0,76687.9262,58126.1188
142,0.0,0.0,76446.0121,58370.9382,43443.989,31752.7633
143,0.0,0.0,0.0,0.0,51452.8585,38590.7059
144,0.0,0.0,0.0,0.0,49225.7514,36313.5181
145,0.0,0.0,0.0,0.0,29331.4493,21726.1315
146,0.0,0.0,0.0,26291.6653,20165.7988,15053.3301
147,0.0,0.0,133154.3487,101462.1536,75409.6578,55054.1855
148,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,34665.7067,26194.3395,19352.1933
150,0.0,0.0,0.0,39038.9056,29868.1182,22259.3418
151,0.0,0.0,0.0,62622.4581,47228.9821,34845.4941
152,0.0,0.0,38743.4114,29101.2477,21410.5251,15513.9443
153,0.0,0.0,0.0,52899.0456,40391.4716,30062.3342
154,0.0,0.0,0.0,0.0,30027.2597,22927.5442
155,0.0,0.0,0.0,48052.7059,36387.3562,26924.4999
156,0.0,0.0,72414.4756,55179.0363,41010.6833,29940.5916
157,0.0,0.0,128376.876,97821.7717,72704.019,53078.8849
158,0.0,0.0,0.0,0.0,35117.0632,26367.7992
159,0.0,0.0,0.0,0.0,39997.8685,30000.4571
160,0.0,0.0,0.0,0.0,75354.662,57364.8762
161,0.0,0.0,83400.0354,63408.3559,47052.4974,34313.9497
162,0.0,0.0,0.0,0.0,33393.4756,24663.618
163,0.0,0.0,0.0,30701.5231,23473.3168,17485.7617
164,0.0,0.0,83821.2944,63957.5285,47580.9167,34762.856
165,0.0,0.0,0.0,63174.8921,47396.5144,34837.6764
166,0.0,0.0,0.0,0.0,19165.1376,14622.2523
167,0.0,0.0,0.0,70716.8888,53003.858,38932.18
168,0.0,0.0,112306.669,85276.449,63228.8677,46077.3907
169,0.0,0.0,0.0,0.0,48882.3604,36015.6907
170,0.0,0.0,0.0,0.0,43095.6138,32496.0271
171,0.0,0.0,0.0,0.0,52738.0917,39147.9288
172,0.0,0.0,0.0,0.0,42819.1927,32227.3576
173,0.0,0.0,76103.8893,58037.5331,43162.015,31524.8802
174,0.0,0.0,0.0,0.0,52985.5044,39331.2368
175,0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0,38913.5546,29042.6214
177,0.0,0.0,69248.6357,52830.4633,39299.3281,28709.9283
178,0.0,0.0,0.0,54129.681,41331.1327,30761.6997
179,0.0,0.0,115186.1088,87828.7442,65311.2634,47698.3455
180,0.0,0.0,0.0,0.0,59421.7087,43853.9409
181,0.0,0.0,0.0,0.0,25568.3168,18944.2902
182,0.0,0.0,0.0,0.0,31821.3647,23851.9304
183,0.0,0.0,71201.6419,54366.5591,40463.6327,29574.4517
184,0.0,0.0,0.0,0.0,33237.0874,24910.8677
185,0.0,0.0,0.0,58739.758,44137.4114,32481.6002
186,0.0,0.0,0.0,0.0,33224.4624,24989.2637
187,0.0,0.0,87656.3906,66614.8152,49416.5036,36029.5987
188,0.0,0.0,54447.0922,41573.4943,30942.0834,22615.2495
189,0.0,0.0,51647.5025,39119.9528,28952.7842,21072.8773
190,0.0,0.0,0.0,0.0,51255.3526,38459.896
191,0.0,0.0,0.0,0.0,33363.8641,25475.234
192,0.0,0.0,52390.5442,39687.308,29375.0521,21381.5086
193,0.0,0.0,84182.2293,64277.9861,47840.4531,34966.0936
194,0.0,0.0,0.0,54830.0657,41865.9167,31159.7258
195,0.0,0.0,0.0,0.0,50869.5791,38792.5891
196,0.0,0.0,123401.5705,94065.3395,69935.9474,51067.4943
197,0.0,0.0,0.0,0.0,44354.9061,33018.6968
198,0.0,0.0,0.0,48885.2313,36719.479,27012.742
199,0.0,0.0,119830.8883,91343.5149,67912.318,49589.8324
