rule_id,target,sense,channel_id,start_period,step,length,rhs
163,B,LE,3,10,2,3,2
164,B,LE,3,12,2,3,2
165,B,LE,3,14,2,3,2
166,B,LE,4,2,2,3,2
167,B,LE,4,4,2,3,2
168,B,LE,4,6,2,3,2
169,B,LE,4,8,2,3,2
170,B,LE,4,10,2,3,2
171,B,LE,4,12,2,3,2
172,B,LE,4,14,2,3,2
173,B,LE,5,2,2,3,2
174,B,LE,5,4,2,3,2
175,B,LE,5,6,2,3,2
176,B,LE,5,8,2,3,2
177,B,LE,5,10,2,3,2
178,B,LE,5,12,2,3,2
179,B,LE,5,14,2,3,2
180,B,LE,6,2,2,3,2
181,B,LE,6,4,2,3,2
182,B,LE,6,6,2,3,2
183,B,LE,6,8,2,3,2
184,B,LE,6,10,2,3,2
185,B,LE,6,12,2,3,2
186,B,LE,6,14,2,3,2
187,B,LE,7,2,2,3,2
188,B,LE,7,4,2,3,2
189,B,LE,7,6,2,3,2
190,B,LE,7,8,2,3,2
191,B,LE,7,10,2,3,2
192,B,LE,7,12,2,3,2
193,B,LE,7,14,2,3,2
194,B,LE,8,2,2,3,2
195,B,LE,8,4,2,3,2
196,B,LE,8,6,2,3,2
197,B,LE,8,8,2,3,2
198,B,LE,8,10,2,3,2
199,B,LE,8,12,2,3,2
200,B,LE,8,14,2,3,2
201,B,LE,9,2,2,3,2
202,B,LE,9,4,2,3,2
203,B,LE,9,6,2,3,2
204,B,LE,9,8,2,3,2
205,B,LE,9,10,2,3,2
206,B,LE,9,12,2,3,2
207,B,LE,9,14,2,3,2
208,B,GE,1,1,1,4,1
209,B,GE,1,2,1,4,1
210,B,GE,1,3,1,4,1
211,B,GE,1,4,1,4,1
212,B,GE,1,5,1,4,1
213,B,GE,1,6,1,4,1
214,B,GE,1,7,1,4,1
215,B,GE,1,8,1,4,1
216,B,GE,1,9,1,4,1
217,B,GE,1,10,1,4,1
218,B,GE,1,11,1,4,1
219,B,GE,1,12,1,4,1
220,B,GE,1,13,1,4,1
221,B,GE,1,14,1,4,1
222,B,GE,1,15,1,4,1
223,B,GE,2,1,1,4,1
224,B,GE,2,2,1,4,1
225,B,GE,2,3,1,4,1
226,B,GE,2,4,1,4,1
227,B,GE,2,5,1,4,1
228,B,GE,2,6,1,4,1
229,B,GE,2,7,1,4,1
230,B,GE,2,8,1,4,1
231,B,GE,2,9,1,4,1
232,B,GE,2,10,1,4,1
233,B,GE,2,11,1,4,1
234,B,GE,2,12,1,4,1
235,B,GE,2,13,1,4,1
236,B,GE,2,14,1,4,1
237,B,GE,2,15,1,4,1
238,B,GE,3,1,1,4,1
239,B,GE,3,2,1,4,1
240,B,GE,3,3,1,4,1
241,B,GE,3,4,1,4,1
242,B,GE,3,5,1,4,1
243,B,GE,3,6,1,4,1
244,B,GE,3,7,1,4,1
245,B,GE,3,8,1,4,1
246,B,GE,3,9,1,4,1
247,B,GE,3,10,1,4,1
248,B,GE,3,11,1,4,1
249,B,GE,3,12,1,4,1
250,B,GE,3,13,1,4,1
251,B,GE,3,14,1,4,1
252,B,GE,3,15,1,4,1
253,B,GE,4,1,1,4,1
254,B,GE,4,2,1,4,1
255,B,GE,4,3,1,4,1
256,B,GE,4,4,1,4,1
257,B,GE,4,5,1,4,1
258,B,GE,4,6,1,4,1
259,B,GE,4,7,1,4,1
260,B,GE,4,8,1,4,1
261,B,GE,4,9,1,4,1
262,B,GE,4,10,1,4,1
263,B,GE,4,11,1,4,1
264,B,GE,4,12,1,4,1
265,B,GE,4,13,1,4,1
266,B,GE,4,14,1,4,1
267,B,GE,4,15,1,4,1
268,B,GE,5,1,1,4,1
269,B,GE,5,2,1,4,1
270,B,GE,5,3,1,4,1
271,B,GE,5,4,1,4,1
272,B,GE,5,5,1,4,1
273,B,GE,5,6,1,4,1
274,B,GE,5,7,1,4,1
275,B,GE,5,8,1,4,1
276,B,GE,5,9,1,4,1
277,B,GE,5,10,1,4,1
278,B,GE,5,11,1,4,1
279,B,GE,5,12,1,4,1
280,B,GE,5,13,1,4,1
281,B,GE,5,14,1,4,1
282,B,GE,5,15,1,4,1
283,B,GE,6,1,1,4,1
284,B,GE,6,2,1,4,1
285,B,GE,6,3,1,4,1
286,B,GE,6,4,1,4,1
287,B,GE,6,5,1,4,1
288,B,GE,6,6,1,4,1
289,B,GE,6,7,1,4,1
290,B,GE,6,8,1,4,1
291,B,GE,6,9,1,4,1
292,B,GE,6,10,1,4,1
293,B,GE,6,11,1,4,1
294,B,GE,6,12,1,4,1
295,B,GE,6,13,1,4,1
296,B,GE,6,14,1,4,1
297,B,GE,6,15,1,4,1
298,B,GE,7,1,1,4,1
299,B,GE,7,2,1,4,1
300,B,GE,7,3,1,4,1
301,B,GE,7,4,1,4,1
302,B,GE,7,5,1,4,1
303,B,GE,7,6,1,4,1
304,B,GE,7,7,1,4,1
305,B,GE,7,8,1,4,1
306,B,GE,7,9,1,4,1
307,B,GE,7,10,1,4,1
308,B,GE,7,11,1,4,1
309,B,GE,7,12,1,4,1
310,B,GE,7,13,1,4,1
311,B,GE,7,14,1,4,1
312,B,GE,7,15,1,4,1
313,B,GE,8,1,1,4,1
314,B,GE,8,2,1,4,1
315,B,GE,8,3,1,4,1
316,B,GE,8,4,1,4,1
317,B,GE,8,5,1,4,1
318,B,GE,8,6,1,4,1
319,B,GE,8,7,1,4,1
320,B,GE,8,8,1,4,1
321,B,GE,8,9,1,4,1
322,B,GE,8,10,1,4,1
323,B,GE,8,11,1,4,1
324,B,GE,8,12,1,4,1
325,B,GE,8,13,1,4,1
326,B,GE,8,14,1,4,1
327,B,GE,8,15,1,4,1
328,B,GE,9,1,1,4,1
329,B,GE,9,2,1,4,1
330,B,GE,9,3,1,4,1
331,B,GE,9,4,1,4,1
332,B,GE,9,5,1,4,1
333,B,GE,9,6,1,4,1
334,B,GE,9,7,1,4,1
335,B,GE,9,8,1,4,1
336,B,GE,9,9,1,4,1
337,B,GE,9,10,1,4,1
338,B,GE,9,11,1,4,1
339,B,GE,9,12,1,4,1
340,B,GE,9,13,1,4,1
341,B,GE,9,14,1,4,1
342,B,GE,9,15,1,4,1
343,B,GE,1,2,2,4,1
344,B,GE,1,4,2,4,1
345,B,GE,1,6,2,4,1
346,B,GE,1,8,2,4,1
347,B,GE,1,10,2,4,1
348,B,GE,1,12,2,4,1
349,B,GE,2,2,2,4,1
350,B,GE,2,4,2,4,1
351,B,GE,2,6,2,4,1
352,B,GE,2,8,2,4,1
353,B,GE,2,10,2,4,1
354,B,GE,2,12,2,4,1
355,B,GE,3,2,2,4,1
356,B,GE,3,4,2,4,1
357,B,GE,3,6,2,4,1
358,B,GE,3,8,2,4,1
359,B,GE,3,10,2,4,1
360,B,GE,3,12,2,4,1
361,B,GE,4,2,2,4,1
362,B,GE,4,4,2,4,1
363,B,GE,4,6,2,4,1
364,B,GE,4,8,2,4,1
365,B,GE,4,10,2,4,1
366,B,GE,4,12,2,4,1
367,B,GE,5,2,2,4,1
368,B,GE,5,4,2,4,1
369,B,GE,5,6,2,4,1
370,B,GE,5,8,2,4,1
371,B,GE,5,10,2,4,1
372,B,GE,5,12,2,4,1
373,B,GE,6,2,2,4,1
374,B,GE,6,4,2,4,1
375,B,GE,6,6,2,4,1
376,B,GE,6,8,2,4,1
377,B,GE,6,10,2,4,1
378,B,GE,6,12,2,4,1
379,B,GE,7,2,2,4,1
380,B,GE,7,4,2,4,1
381,B,GE,7,6,2,4,1
382,B,GE,7,8,2,4,1
383,B,GE,7,10,2,4,1
384,B,GE,7,12,2,4,1
385,B,GE,8,2,2,4,1
386,B,GE,8,4,2,4,1
387,B,GE,8,6,2,4,1
388,B,GE,8,8,2,4,1
389,B,GE,8,10,2,4,1
390,B,GE,8,12,2,4,1
391,B,GE,9,2,2,4,1
392,B,GE,9,4,2,4,1
393,B,GE,9,6,2,4,1
394,B,GE,9,8,2,4,1
395,B,GE,9,10,2,4,1
396,B,GE,9,12,2,4,1
397,Csum,LE,1,1,1,3,2
398,Csum,LE,1,2,1,3,2
399,Csum,LE,1,3,1,3,2
400,Csum,LE,1,4,1,3,2
401,Csum,LE,1,5,1,3,2
402,Csum,LE,1,6,1,3,2
403,Csum,LE,1,7,1,3,2
404,Csum,LE,1,8,1,3,2
405,Csum,LE,1,9,1,3,2
406,Csum,LE,1,10,1,3,2
407,Csum,LE,1,11,1,3,2
408,Csum,LE,1,12,1,3,2
409,Csum,LE,1,13,1,3,2
410,Csum,LE,1,14,1,3,2
411,Csum,LE,1,15,1,3,2
412,Csum,LE,1,16,1,3,2
413,Csum,LE,2,1,1,3,2
414,Csum,LE,2,2,1,3,2
415,Csum,LE,2,3,1,3,2
416,Csum,LE,2,4,1,3,2
417,Csum,LE,2,5,1,3,2
418,Csum,LE,2,6,1,3,2
419,Csum,LE,2,7,1,3,2
420,Csum,LE,2,8,1,3,2
421,Csum,LE,2,9,1,3,2
422,Csum,LE,2,10,1,3,2
423,Csum,LE,2,11,1,3,2
424,Csum,LE,2,12,1,3,2
425,Csum,LE,2,13,1,3,2
426,Csum,LE,2,14,1,3,2
427,Csum,LE,2,15,1,3,2
428,Csum,LE,2,16,1,3,2
429,Csum,LE,3,1,1,3,2
430,Csum,LE,3,2,1,3,2
431,Csum,LE,3,3,1,3,2
432,Csum,LE,3,4,1,3,2
433,Csum,LE,3,5,1,3,2
434,Csum,LE,3,6,1,3,2
435,Csum,LE,3,7,1,3,2
436,Csum,LE,3,8,1,3,2
437,Csum,LE,3,9,1,3,2
438,Csum,LE,3,10,1,3,2
439,Csum,LE,3,11,1,3,2
440,Csum,LE,3,12,1,3,2
441,Csum,LE,3,13,1,3,2
442,Csum,LE,3,14,1,3,2
443,Csum,LE,3,15,1,3,2
444,Csum,LE,3,16,1,3,2
445,Csum,LE,4,1,1,3,2
446,Csum,LE,4,2,1,3,2
447,Csum,LE,4,3,1,3,2
448,Csum,LE,4,4,1,3,2
449,Csum,LE,4,5,1,3,2
450,Csum,LE,4,6,1,3,2
451,Csum,LE,4,7,1,3,2
452,Csum,LE,4,8,1,3,2
453,Csum,LE,4,9,1,3,2
454,Csum,LE,4,10,1,3,2
455,Csum,LE,4,11,1,3,2
456,Csum,LE,4,12,1,3,2
457,Csum,LE,4,13,1,3,2
458,Csum,LE,4,14,1,3,2
459,Csum,LE,4,15,1,3,2
460,Csum,LE,4,16,1,3,2
461,Csum,LE,5,1,1,3,2
462,Csum,LE,5,2,1,3,2
463,Csum,LE,5,3,1,3,2
464,Csum,LE,5,4,1,3,2
465,Csum,LE,5,5,1,3,2
466,Csum,LE,5,6,1,3,2
467,Csum,LE,5,7,1,3,2
468,Csum,LE,5,8,1,3,2
469,Csum,LE,5,9,1,3,2
470,Csum,LE,5,10,1,3,2
471,Csum,LE,5,11,1,3,2
472,Csum,LE,5,12,1,3,2
473,Csum,LE,5,13,1,3,2
474,Csum,LE,5,14,1,3,2
475,Csum,LE,5,15,1,3,2
476,Csum,LE,5,16,1,3,2
477,Csum,LE,6,1,1,3,2
478,Csum,LE,6,2,1,3,2
479,Csum,LE,6,3,1,3,2
480,Csum,LE,6,4,1,3,2
481,Csum,LE,6,5,1,3,2
482,Csum,LE,6,6,1,3,2
483,Csum,LE,6,7,1,3,2
484,Csum,LE,6,8,1,3,2
485,Csum,LE,6,9,1,3,2
486,Csum,LE,6,10,1,3,2
487,Csum,LE,6,11,1,3,2
488,Csum,LE,6,12,1,3,2
489,Csum,LE,6,13,1,3,2
490,Csum,LE,6,14,1,3,2
491,Csum,LE,6,15,1,3,2
492,Csum,LE,6,16,1,3,2
493,Csum,LE,7,1,1,3,2
494,Csum,LE,7,2,1,3,2
495,Csum,LE,7,3,1,3,2
496,Csum,LE,7,4,1,3,2
497,Csum,LE,7,5,1,3,2
498,Csum,LE,7,6,1,3,2
499,Csum,LE,7,7,1,3,2
500,Csum,LE,7,8,1,3,2
501,Csum,LE,7,9,1,3,2
502,Csum,LE,7,10,1,3,2
503,Csum,LE,7,11,1,3,2
504,Csum,LE,7,12,1,3,2
505,Csum,LE,7,13,1,3,2
506,Csum,LE,7,14,1,3,2
507,Csum,LE,7,15,1,3,2
508,Csum,LE,7,16,1,3,2
509,Csum,LE,8,1,1,3,2
510,Csum,LE,8,2,1,3,2
511,Csum,LE,8,3,1,3,2
512,Csum,LE,8,4,1,3,2
513,Csum,LE,8,5,1,3,2
514,Csum,LE,8,6,1,3,2
515,Csum,LE,8,7,1,3,2
516,Csum,LE,8,8,1,3,2
517,Csum,LE,8,9,1,3,2
518,Csum,LE,8,10,1,3,2
519,Csum,LE,8,11,1,3,2
520,Csum,LE,8,12,1,3,2
521,Csum,LE,8,13,1,3,2
522,Csum,LE,8,14,1,3,2
523,Csum,LE,8,15,1,3,2
524,Csum,LE,8,16,1,3,2
525,Csum,LE,9,1,1,3,2
526,Csum,LE,9,2,1,3,2
527,Csum,LE,9,3,1,3,2
528,Csum,LE,9,4,1,3,2
529,Csum,LE,9,5,1,3,2
530,Csum,LE,9,6,1,3,2
531,Csum,LE,9,7,1,3,2
532,Csum,LE,9,8,1,3,2
533,Csum,LE,9,9,1,3,2
534,Csum,LE,9,10,1,3,2
535,Csum,LE,9,11,1,3,2
536,Csum,LE,9,12,1,3,2
537,Csum,LE,9,13,1,3,2
538,Csum,LE,9,14,1,3,2
539,Csum,LE,9,15,1,3,2
540,Csum,LE,9,16,1,3,2
541,Csum,LE,1,2,2,3,2
542,Csum,LE,1,4,2,3,2
543,Csum,LE,1,6,2,3,2
544,Csum,LE,1,8,2,3,2
545,Csum,LE,1,10,2,3,2
546,Csum,LE,1,12,2,3,2
547,Csum,LE,1,14,2,3,2
548,Csum,LE,2,2,2,3,2
549,Csum,LE,2,4,2,3,2
550,Csum,LE,2,6,2,3,2
551,Csum,LE,2,8,2,3,2
552,Csum,LE,2,10,2,3,2
553,Csum,LE,2,12,2,3,2
554,Csum,LE,2,14,2,3,2
555,Csum,LE,3,2,2,3,2
556,Csum,LE,3,4,2,3,2
557,Csum,LE,3,6,2,3,2
558,Csum,LE,3,8,2,3,2
559,Csum,LE,3,10,2,3,2
560,Csum,LE,3,12,2,3,2
561,Csum,LE,3,14,2,3,2
562,Csum,LE,4,2,2,3,2
563,Csum,LE,4,4,2,3,2
564,Csum,LE,4,6,2,3,2
565,Csum,LE,4,8,2,3,2
566,Csum,LE,4,10,2,3,2
567,Csum,LE,4,12,2,3,2
568,Csum,LE,4,14,2,3,2
569,Csum,LE,5,2,2,3,2
570,Csum,LE,5,4,2,3,2
571,Csum,LE,5,6,2,3,2
572,Csum,LE,5,8,2,3,2
573,Csum,LE,5,10,2,3,2
574,Csum,LE,5,12,2,3,2
575,Csum,LE,5,14,2,3,2
576,Csum,LE,6,2,2,3,2
577,Csum,LE,6,4,2,3,2
578,Csum,LE,6,6,2,3,2
579,Csum,LE,6,8,2,3,2
580,Csum,LE,6,10,2,3,2
581,Csum,LE,6,12,2,3,2
582,Csum,LE,6,14,2,3,2
583,Csum,LE,7,2,2,3,2
584,Csum,LE,7,4,2,3,2
585,Csum,LE,7,6,2,3,2
586,Csum,LE,7,8,2,3,2
587,Csum,LE,7,10,2,3,2
588,Csum,LE,7,12,2,3,2
589,Csum,LE,7,14,2,3,2
590,Csum,LE,8,2,2,3,2
591,Csum,LE,8,4,2,3,2
592,Csum,LE,8,6,2,3,2
593,Csum,LE,8,8,2,3,2
594,Csum,LE,8,10,2,3,2
595,Csum,LE,8,12,2,3,2
596,Csum,LE,8,14,2,3,2
597,Csum,LE,9,2,2,3,2
598,Csum,LE,9,4,2,3,2
599,Csum,LE,9,6,2,3,2
600,Csum,LE,9,8,2,3,2
601,Csum,LE,9,10,2,3,2
602,Csum,LE,9,12,2,3,2
603,Csum,LE,9,14,2,3,2
604,AB,LE,1,1,1,5,4
605,AB,LE,1,2,1,5,4
606,AB,LE,1,3,1,5,4
607,AB,LE,1,4,1,5,4
608,AB,LE,1,5,1,5,4
609,AB,LE,1,6,1,5,4
610,AB,LE,1,7,1,5,4
611,AB,LE,1,8,1,5,4
612,AB,LE,1,9,1,5,4
613,AB,LE,1,10,1,5,4
614,AB,LE,1,11,1,5,4
615,AB,LE,1,12,1,5,4
616,AB,LE,1,13,1,5,4
617,AB,LE,1,14,1,5,4
618,AB,LE,2,1,1,5,4
619,AB,LE,2,2,1,5,4
620,AB,LE,2,3,1,5,4
621,AB,LE,2,4,1,5,4
622,AB,LE,2,5,1,5,4
623,AB,LE,2,6,1,5,4
624,AB,LE,2,7,1,5,4
625,AB,LE,2,8,1,5,4
626,AB,LE,2,9,1,5,4
627,AB,LE,2,10,1,5,4
628,AB,LE,2,11,1,5,4
629,AB,LE,2,12,1,5,4
630,AB,LE,2,13,1,5,4
631,AB,LE,2,14,1,5,4
632,AB,LE,3,1,1,5,4
633,AB,LE,3,2,1,5,4
634,AB,LE,3,3,1,5,4
635,AB,LE,3,4,1,5,4
636,AB,LE,3,5,1,5,4
637,AB,LE,3,6,1,5,4
638,AB,LE,3,7,1,5,4
639,AB,LE,3,8,1,5,4
640,AB,LE,3,9,1,5,4
641,AB,LE,3,10,1,5,4
642,AB,LE,3,11,1,5,4
643,AB,LE,3,12,1,5,4
644,AB,LE,3,13,1,5,4
645,AB,LE,3,14,1,5,4
646,AB,LE,4,1,1,5,4
647,AB,LE,4,2,1,5,4
648,AB,LE,4,3,1,5,4
649,AB,LE,4,4,1,5,4
650,AB,LE,4,5,1,5,4
651,AB,LE,4,6,1,5,4
652,AB,LE,4,7,1,5,4
653,AB,LE,4,8,1,5,4
654,AB,LE,4,9,1,5,4
655,AB,LE,4,10,1,5,4
656,AB,LE,4,11,1,5,4
657,AB,LE,4,12,1,5,4
658,AB,LE,4,13,1,5,4
659,AB,LE,4,14,1,5,4
660,AB,LE,5,1,1,5,4
661,AB,LE,5,2,1,5,4
662,AB,LE,5,3,1,5,4
663,AB,LE,5,4,1,5,4
664,AB,LE,5,5,1,5,4
665,AB,LE,5,6,1,5,4
666,AB,LE,5,7,1,5,4
667,AB,LE,5,8,1,5,4
668,AB,LE,5,9,1,5,4
669,AB,LE,5,10,1,5,4
670,AB,LE,5,11,1,5,4
671,AB,LE,5,12,1,5,4
672,AB,LE,5,13,1,5,4
673,AB,LE,5,14,1,5,4
674,AB,LE,6,1,1,5,4
675,AB,LE,6,2,1,5,4
676,AB,LE,6,3,1,5,4
677,AB,LE,6,4,1,5,4
678,AB,LE,6,5,1,5,4
679,AB,LE,6,6,1,5,4
680,AB,LE,6,7,1,5,4
681,AB,LE,6,8,1,5,4
682,AB,LE,6,9,1,5,4
683,AB,LE,6,10,1,5,4
684,AB,LE,6,11,1,5,4
685,AB,LE,6,12,1,5,4
686,AB,LE,6,13,1,5,4
687,AB,LE,6,14,1,5,4
688,AB,LE,7,1,1,5,4
689,AB,LE,7,2,1,5,4
690,AB,LE,7,3,1,5,4
691,AB,LE,7,4,1,5,4
692,AB,LE,7,5,1,5,4
693,AB,LE,7,6,1,5,4
694,AB,LE,7,7,1,5,4
695,AB,LE,7,8,1,5,4
696,AB,LE,7,9,1,5,4
697,AB,LE,7,10,1,5,4
698,AB,LE,7,11,1,5,4
699,AB,LE,7,12,1,5,4
700,AB,LE,7,13,1,5,4
701,AB,LE,7,14,1,5,4
702,AB,LE,8,1,1,5,4
703,AB,LE,8,2,1,5,4
704,AB,LE,8,3,1,5,4
705,AB,LE,8,4,1,5,4
706,AB,LE,8,5,1,5,4
707,AB,LE,8,6,1,5,4
708,AB,LE,8,7,1,5,4
709,AB,LE,8,8,1,5,4
710,AB,LE,8,9,1,5,4
711,AB,LE,8,10,1,5,4
712,AB,LE,8,11,1,5,4
713,AB,LE,8,12,1,5,4
714,AB,LE,8,13,1,5,4
715,AB,LE,8,14,1,5,4
716,AB,LE,9,1,1,5,4
717,AB,LE,9,2,1,5,4
718,AB,LE,9,3,1,5,4
719,AB,LE,9,4,1,5,4
720,AB,LE,9,5,1,5,4
721,AB,LE,9,6,1,5,4
722,AB,LE,9,7,1,5,4
723,AB,LE,9,8,1,5,4
724,AB,LE,9,9,1,5,4
725,AB,LE,9,10,1,5,4
726,AB,LE,9,11,1,5,4
727,AB,LE,9,12,1,5,4
728,AB,LE,9,13,1,5,4
729,AB,LE,9,14,1,5,4
730,AB,LE,1,2,2,4,3
731,AB,LE,1,4,2,4,3
732,AB,LE,1,6,2,4,3
733,AB,LE,1,8,2,4,3
734,AB,LE,1,10,2,4,3
735,AB,LE,1,12,2,4,3
736,AB,LE,2,2,2,4,3
737,AB,LE,2,4,2,4,3
738,AB,LE,2,6,2,4,3
739,AB,LE,2,8,2,4,3
740,AB,LE,2,10,2,4,3
741,AB,LE,2,12,2,4,3
742,AB,LE,3,2,2,4,3
743,AB,LE,3,4,2,4,3
744,AB,LE,3,6,2,4,3
745,AB,LE,3,8,2,4,3
746,AB,LE,3,10,2,4,3
747,AB,LE,3,12,2,4,3
748,AB,LE,4,2,2,4,3
749,AB,LE,4,4,2,4,3
750,AB,LE,4,6,2,4,3
751,AB,LE,4,8,2,4,3
752,AB,LE,4,10,2,4,3
753,AB,LE,4,12,2,4,3
754,AB,LE,5,2,2,4,3
755,AB,LE,5,4,2,4,3
756,AB,LE,5,6,2,4,3
757,AB,LE,5,8,2,4,3
758,AB,LE,5,10,2,4,3
759,AB,LE,5,12,2,4,3
760,AB,LE,6,2,2,4,3
761,AB,LE,6,4,2,4,3
762,AB,LE,6,6,2,4,3
763,AB,LE,6,8,2,4,3
764,AB,LE,6,10,2,4,3
765,AB,LE,6,12,2,4,3
766,AB,LE,7,2,2,4,3
767,AB,LE,7,4,2,4,3
768,AB,LE,7,6,2,4,3
769,AB,LE,7,8,2,4,3
770,AB,LE,7,10,2,4,3
771,AB,LE,7,12,2,4,3
772,AB,LE,8,2,2,4,3
773,AB,LE,8,4,2,4,3
774,AB,LE,8,6,2,4,3
775,AB,LE,8,8,2,4,3
776,AB,LE,8,10,2,4,3
777,AB,LE,8,12,2,4,3
778,AB,LE,9,2,2,4,3
779,AB,LE,9,4,2,4,3
780,AB,LE,9,6,2,4,3
781,AB,LE,9,8,2,4,3
782,AB,LE,9,10,2,4,3
783,AB,LE,9,12,2,4,3
