eq_id,rhs
EQ03dbef75a497,0.0
EQd1082ee3f600,0.0
EQ0b1d2905097e,0.0
EQ7b2b5c795a52,0.0
EQc413451c6ab3,0.0
EQd84a6030a6b9,0.0
EQc85c54796943,0.0
EQ5d39a2c4a0b2,0.0
EQ294b0f7b3085,0.0
EQee1cc2f3b66f,0.0
EQ933839b3684e,0.0
EQec5187b99ebf,0.0
EQf59b0aed669c,0.0
EQ4c1ca5503b3a,0.0
EQ0027836b48e2,0.0
EQb8b8c597d5f6,0.0
EQ2c51b54fadea,0.0
EQ42e9879817db,0.0
EQ2a5e79491e49,0.0
EQeebe68361e4f,0.0
EQ2c8b8b1fa13e,0.0
EQedf608b33b32,0.0
EQ5ecbe7f67df5,0.0
EQe66331faa42b,0.0
EQa3658d807702,0.0
EQc6cdb7e663f8,0.0
EQ37ddffb0aad1,0.0
EQ80b242af0d66,0.0
EQ1c8f3cfa2a97,0.0
EQ66c959fb45f0,0.0
EQ596aa595ad9c,0.0
EQ2149c6acc03d,0.0
EQ7c5ae6a20279,0.0
EQe6291049d7ce,0.0
EQd7ab46611379,0.0
EQ29c64e0cf118,0.0
EQ00533f465b0b,0.0
EQabad49b4abd0,-1.0
EQ7bde9d3a94fd,0.0
EQcace8dd0066e,0.0
EQ8e4c88c38714,0.0
EQ054f88de82c2,0.0
EQ481af7740571,0.0
EQ88ca98a7a322,0.0
EQ583bae8523ce,0.0
EQf95399bbe59e,0.0
EQ939a6f6148a3,0.0
EQf076167d8c31,0.0
EQe67a5cca307a,0.0
EQ22a238d265b4,0.0
EQbe3f26204e03,0.0
EQ0498a8bda7f3,0.0
EQ3e7029c36f5e,0.0
EQ90fe48333572,0.0
EQe1f0d2158236,0.0
EQ47af56577f45,0.0
EQ04e72d2d592e,0.0
EQ7293ebdf1ae7,0.0
EQbee4e3017a72,0.0
EQ992df99b2b1c,0.0
EQde3857374ebd,0.0
EQdb50c410de92,0.0
EQ058c2494ef98,0.0
EQ45dff0d71f38,0.0
EQ8ff44f9e5519,0.0
EQffdbf2a0a4f7,0.0
EQ6445bae4c425,0.0
EQ1b33405daa71,0.0
EQ477def2a09d6,0.0
EQa9e7134f3c02,0.0
EQ39c3338dffd9,0.0
EQ6e58522aad37,0.0
EQ34d8fc891c77,0.0
EQdc5f60857fdc,0.0
EQd19bd497be01,0.0
EQ0d2dcfbb34fd,0.0
EQdd31aafd4656,0.0
EQbdccfc342368,0.0
EQ7c225ef2abb8,0.0
EQe0a434ef99cc,0.0
EQb02740fb151a,0.0
EQd514f25e604a,0.0
EQbc38388523fb,0.0
EQ017ecf28fde8,0.0
EQ1a23fdc252c6,0.0
EQc61e7eeee992,0.0
EQa9303a236a6c,0.0
EQ3e97809d9924,0.0
EQeec31534ee19,0.0
EQb87fb1c23ea2,0.0
EQd9a9dd96ebb7,0.0
EQe0a2092d5b31,0.0
EQ11b93ca96295,0.0
EQ7455d4c0e666,0.0
EQ1d543e1aed6f,0.0
EQ9d41abe87400,0.0
EQ39a4b4819448,0.0
EQ6a09a19a6c6f,0.0
EQ3e57760cea7a,0.0
EQ64970f47d1a2,0.0
EQ3c6b3d5c211b,0.0
EQ92a7efb15dd0,0.0
EQ7e7bfec6ef91,0.0
EQa59e1cea24d4,0.0
EQ52b078192651,0.0
EQ6776ab2f64ab,0.0
EQ601ae46c50cb,0.0
EQ9d9c05c77cd8,0.0
EQ98997078a756,0.0
EQ96bd014f1cea,0.0
EQ8f9a3fe8e04f,0.0
EQ08be11ef7b04,0.0
EQ74f6a9357d3d,0.0
EQ82aec28703dd,0.0
EQb8e01fb43bba,0.0
EQd9a022916841,0.0
EQ054cbbcc8dc3,0.0
EQ5e168e4deacd,0.0
EQ77fefe21adaf,0.0
EQ007aa1c3ce79,0.0
EQ171f7c1ac258,0.0
EQ038af4f061ef,0.0
EQ708830a93d16,0.0
EQ077531b07851,0.0
EQfe4112a50c0b,0.0
EQ151911f1e5cf,0.0
EQ0f6c99a286db,0.0
EQb4575b717501,0.0
EQ48319fcf07ea,0.0
EQ1e60a25b91cc,0.0
EQ266e59e4592d,0.0
EQd06fccd9fc4e,0.0
EQe73652866c24,0.0
EQbcaa43c687ac,0.0
EQ9d25a6b2a4dd,0.0
EQ682fb181ed3c,0.0
EQ1ab7740708f8,0.0
EQ342a4c5f01b7,0.0
EQ610e7f575bf8,0.0
EQ88c3faa7b283,0.0
EQaebbc5df2777,0.0
EQ401387de93c3,0.0
EQdbc97c6d4912,0.0
EQef6f7507273f,1.0
EQe7023477a909,0.0
EQ76f857c57c97,0.0
EQ59b9efa9bc66,0.0
EQ517f5d81313e,0.0
EQ702011466195,0.0
EQ901a0c8bbb71,0.0
EQbbe5d9085056,0.0
EQ0b7cc0279a39,0.0
EQ9dcd96140631,0.0
EQ4b225580cb08,0.0
EQ95eb9ef435b4,0.0
EQba11229af1d4,0.0
EQ5a7b86879b9f,0.0
EQ43937dfeceaf,0.0
EQ01604aac3757,0.0
EQ01696c34cc32,0.0
EQe7b4f41ea75d,0.0
EQ8c8a9bfff388,0.0
EQ16d51ff7a0be,0.0
EQ18a35fdc429b,0.0
EQ25109db12910,0.0
EQ4650e6ecd48b,0.0
EQ31df0acffe38,0.0
EQbc3954770026,0.0
EQ2b9585177765,0.0
EQaf22439b8f9d,0.0
EQa478566e4cfd,0.0
EQ9169226b8543,0.0
EQ6b893536770a,0.0
EQf5d13d8ac899,0.0
EQ69039522acf1,0.0
EQbae3e1e4955d,0.0
EQe6646d9c135b,0.0
EQd7e17da9dfd7,0.0
EQ8182992d1f85,0.0
EQc19ac61f3749,0.0
EQ6ff86a3f8a83,0.0
EQaf737a7f89fd,0.0
EQ7e29031c271d,0.0
EQ5239b0686e7b,0.0
EQdf5a8300d714,0.0
EQb553ff4a3a1b,0.0
EQ2fe1fd216fdd,0.0
EQ60ff5eeb6e69,0.0
EQac828903f442,0.0
EQ032ef10b84cc,0.0
EQc7836bec6bb7,0.0
EQdef4660bb3d4,0.0
EQdb7a06b0742f,0.0
EQ67533a1e75b2,0.0
EQ6c9a7995102f,0.0
EQ3eb4becff7da,0.0
EQd71782918bad,0.0
EQ817e0e24edac,0.0
EQdb06e919d636,0.0
EQ3e02bcc0b0b3,0.0
EQfc76a099f36d,0.0
EQ9a2136d5c400,0.0
EQ0a69dca4921b,0.0
EQ97b1cc01ddff,0.0
EQ646f56370be0,0.0
EQ063ca14aa235,0.0
EQef842f5ec61a,0.0
EQa8524885c45e,0.0
EQ3254d7fe7c64,0.0
EQbeaffa145bd5,0.0
EQ49f1531f1072,0.0
EQaf606a93c9ed,0.0
EQ6dfd60ebfc36,0.0
EQ283d92529b47,0.0
EQe2f04f159c2f,0.0
EQe4eed65e1b98,0.0
EQ24a46dd8fefd,0.0
EQe4e49b3ca555,0.0
EQd9cd2e8eb00f,0.0
EQ84c9bd3e0741,0.0
EQc6d6f28ab873,0.0
EQfc7669ddec00,0.0
EQ217adef4f12b,0.0
EQ59959a4f9a32,0.0
EQ06926d280015,0.0
EQdeac5d8c80e1,0.0
EQcb2ff17e8550,0.0
EQ2e45734d17a7,0.0
EQ95db0f8fbe2b,0.0
EQd74dc43d9730,0.0
EQ72addfff26e3,0.0
EQ9adff9493027,0.0
EQ2f88546b6ce6,0.0
EQ6fa7f318a441,0.0
EQb8277750efde,0.0
EQde89e9ddcdd3,0.0
EQ92c55b7fe9d5,0.0
EQ8deb3618a2a5,0.0
EQf0c14bdec1c9,0.0
EQ8eb159628ac5,0.0
EQ46a95388490d,0.0
EQ1ae2d3518f80,0.0
EQe87feafb2fcd,0.0
EQ8fbc236e9771,0.0
EQdf7488565168,0.0
EQe6065451d63d,0.0
EQ5d9bebf179aa,0.0
EQ4301d342b76b,0.0
EQ35cb8791b092,0.0
EQ98e02b0822fb,0.0
EQ19b12134b5a5,0.0
EQ31916a55be6b,1.0
EQ5ae6f50daa70,0.0
EQ9ebfeb5591ba,0.0
EQ6e7d4f03c36c,0.0
EQ9d006acf3c36,0.0
EQb734f3505c95,0.0
EQ9f3c7dc5d286,0.0
EQ59c5e4423d83,0.0
EQaf76bd324754,0.0
EQd9f92bba8e8e,0.0
EQ1221be5bc8c0,0.0
EQ89939a6fda90,0.0
EQc472ff95fc62,0.0
EQ99461c58808e,0.0
EQd0d2d8a26fe3,0.0
EQ5d23dd38548c,0.0
EQ42f80371b9de,0.0
EQ00192873128e,0.0
EQ732b9f605362,0.0
EQdcc073e776bd,0.0
EQ14082d8939f7,0.0
EQ7e86e8fe6ccc,0.0
EQaa1b235b2ab8,0.0
EQf925ad863b96,0.0
EQ7c5b1fd8e3f6,0.0
EQbdb29ee9b852,0.0
EQ9a8ce4c88254,0.0
EQ80727d3b4648,0.0
EQa492fa27c166,0.0
EQ1dff230b1742,0.0
EQ0c98c02b145e,0.0
EQ1b7770853167,0.0
EQ84d1084bb6af,0.0
EQ12e19a1993f4,0.0
EQbc3a41cdae93,0.0
EQb86b289e4aad,0.0
EQc76e0af0a594,0.0
EQ591f781ece79,0.0
EQ873ee2aac59e,0.0
EQ5ebff31682c9,0.0
EQd7fd9557298d,0.0
EQ9694341f45ce,0.0
EQ483cbb70435a,0.0
EQb55dd56c94ee,0.0
EQ30bbeacbd8fc,0.0
EQ15d77cb0ddcd,0.0
EQdf6c7f0e0b7f,0.0
EQ05260de010b2,0.0
EQ98dbcb058f97,0.0
EQ05305d83c46e,0.0
EQaaa03c3481bb,0.0
EQfdd490ebb8e7,0.0
EQ41f3ddbdbb0a,0.0
EQ26c2338408d4,0.0
EQb9d56d339805,0.0
EQf523da112c5d,0.0
EQ65bcf48b5c61,0.0
EQ1726840b1e01,0.0
EQ52813443666f,0.0
EQa9108cb384b9,0.0
EQ1125e25d7382,0.0
EQ7913a8198249,0.0
EQ3e718a951d55,0.0
EQ42e759f19039,0.0
EQ72508fada0c7,0.0
EQadc3a55a5ff0,0.0
EQ2f216c4b7328,0.0
EQ1ee708106071,0.0
EQa0c80f0d2b53,0.0
EQ42f8bcda67de,0.0
EQ857d4f8138fa,0.0
EQ29bdcdd98082,0.0
EQ74a8689bb8ab,0.0
EQ1499b2c488aa,0.0
EQf514c4e9977a,0.0
EQ38daff5d0498,0.0
EQc0666bb80dab,0.0
EQ260ff6c7539e,0.0
EQ923213caafff,0.0
EQ13bb9a741fb5,0.0
EQ78f7bd6468ac,0.0
EQf7616f09e8e3,0.0
EQ7af942176c48,1.0
EQ91b45b4c3f0a,0.0
EQ315bf681f30f,0.0
EQab9492cb05e8,0.0
EQ759dcb6ebb8e,0.0
EQba1834866288,0.0
EQ6bbe8ef35ceb,0.0
EQ87faae2ebf20,0.0
EQa26247d5f162,0.0
EQ9d47d0844ca4,0.0
EQ59d9d8090c72,0.0
EQa289cd5e81dc,0.0
EQeb21f826f00f,0.0
EQ9db79b550901,0.0
EQ195a7a192ea9,0.0
EQe011eddf792c,0.0
EQef85ab31fba0,0.0
EQ6452b4ffe63e,0.0
EQ1c21129e77f7,0.0
EQfb0e72692712,0.0
EQ183e09b8afac,0.0
EQ04a1b9c8e9fc,0.0
EQ25e0f6ae7e55,0.0
EQa92c692d318f,0.0
EQ8011e4b2347c,0.0
EQcac740e8024d,0.0
EQ66580d6679c3,0.0
EQ125f634c88f9,0.0
EQ75d8cb6ac89b,0.0
EQ0d6b79915f46,0.0
EQ383ac6a3648c,0.0
EQ24a0f2eef328,0.0
EQe63f03a27326,0.0
EQb79ad0b4bead,0.0
EQcce253cdcb73,0.0
EQ1ac9a6566eeb,0.0
EQdf1975194c38,0.0
EQe8dfdaab3d44,0.0
EQf88c3d776b8c,0.0
EQ5d0a8abb91ea,0.0
EQ2b0cd2ae0c2a,0.0
EQfcb6082d6d72,0.0
EQ655b49781697,0.0
EQ414595b82862,0.0
EQ6599bffd1eb5,0.0
EQfa4c7088e2c4,0.0
EQ08a7056a2af9,0.0
EQa0d99b93a0c2,0.0
EQ24b4b60a3345,0.0
EQc1c3e2c7dfe6,0.0
EQbc238ae3490d,0.0
EQ30e850ccaf98,0.0
EQde1eeb5ddd0c,0.0
EQ096df5ec52f6,0.0
EQ05550fa15f37,0.0
EQf06eb928b6e6,0.0
EQ8cb45b44db34,0.0
EQ4b51acb422bb,0.0
EQb42a7b452bcb,0.0
EQ0f3cc0ed648f,0.0
EQ721efcdd5bc1,0.0
EQ0279c8dd738d,0.0
EQ5d1974ba9bf9,0.0
EQ70b113612454,0.0
EQb7339ad53401,0.0
EQ6a66d4a0ef4b,0.0
EQ6e49e8af2492,0.0
EQcd6ff6176b4c,0.0
EQ6039c76f09a5,0.0
EQ3d1783b4d192,0.0
EQafbcaa009a29,0.0
EQc785cc0acaf1,0.0
EQdc3d94ebc781,0.0
EQ64e4e2204d58,0.0
EQ840d63dfb16d,0.0
EQ2b8577a2b7b6,0.0
EQc344397a832b,0.0
EQ2877c88c523f,0.0
EQa2c15b3f68ec,0.0
EQ4e773f03abd2,0.0
EQ3abdf0a6fcec,0.0
EQ0b1405d7ec4b,0.0
EQ286967379ce4,0.0
EQ4f21d65fdf1a,0.0
EQecc6fbb03889,0.0
EQe9310c699482,0.0
EQ67f23ed23271,0.0
EQf5ecbf3e5ca9,0.0
EQb9fb04017465,0.0
EQb680da56575e,0.0
EQ871727c12937,0.0
EQ3582947cf2f1,0.0
EQ0ff58af8c8ec,0.0
EQ3276a38457e6,0.0
EQa29dc8916a6a,0.0
EQ0a6f7e3d8165,0.0
EQ848c2e83e4be,0.0
EQ7758afe39ab7,0.0
EQ7d02aaa15e55,0.0
EQ26e87593bd84,0.0
EQ0b47e426808a,0.0
EQ64ea5e02a35e,0.0
EQ3603a19866f5,0.0
EQ0998e6db0a27,0.0
EQ2cc1ea30d9c1,0.0
EQ146a8073ac47,0.0
EQ3d8abb7d23a6,0.0
EQ770927a80fd9,0.0
EQ264e30e83a11,0.0
EQ1a3bc7248874,0.0
EQb4a4ef0388f7,0.0
EQ8bbfcc1a4343,0.0
EQ063674c1f43c,0.0
EQ13d63a646001,0.0
EQ77030f3664a3,0.0
EQ709d8e269b20,0.0
EQcedc7ae9a907,0.0
EQe9fb0416b158,0.0
EQ9c5d3768ba6f,0.0
EQ62041bdca842,0.0
EQ10b796c3c49e,0.0
EQ760660cab547,0.0
EQ2cc948027ec6,0.0
EQ645d7df216ce,0.0
EQc1ab4167942d,0.0
EQ111d63451131,0.0
EQ4958048dff2f,0.0
EQc0f2fedf06c7,0.0
EQ1462b1342041,0.0
EQ625834366a16,0.0
EQe069769156d6,0.0
EQf2cdb29a995b,0.0
EQ892058469b53,0.0
EQ003a7d12bdaa,0.0
EQc2025efdac33,0.0
EQ51c1cd9ee975,0.0
EQ69aa7130c633,0.0
EQacb9da0fdf00,0.0
EQe84d93501571,0.0
EQ35e0b850156d,0.0
EQ6b1388036e2d,0.0
EQc2a1d18ed3be,0.0
EQ98e95f6e11fc,0.0
EQdc8750a8418f,0.0
EQf4951da8b027,0.0
EQ95240a7e508c,0.0
EQb5d11cead3c3,0.0
EQeb5b2e9b7841,0.0
EQb8fba22a3ef7,0.0
EQ6f197194235d,0.0
EQ0feb0bdc5a67,0.0
EQf17038023b8b,0.0
EQ88e668e90b5b,0.0
EQb7d4ebcd2eb8,0.0
EQ4d0f2fb6c01d,0.0
EQ584d77690793,0.0
EQ3b92809efe29,0.0
EQf6265783ee18,0.0
EQb22ef61ec354,0.0
EQ3f0e9e760353,0.0
EQ8265e25e78a4,0.0
EQa8d32140071c,0.0
EQ7aca870149ab,0.0
EQe13594530878,0.0
EQ4215978e467c,0.0
EQ826bc2814b58,0.0
EQb9c5b8c99ca2,0.0
EQ3e370b589a20,0.0
EQ5fbc92054aaa,0.0
EQ82239928b582,1.0
EQ0efe349bd4fa,0.0
EQ343e78b37aa6,0.0
EQ7dfbe643e33d,0.0
EQ101ef1dec7fb,0.0
EQ1aac98ad8db8,0.0
EQefae3423d43f,0.0
EQe6f8f61601dc,0.0
EQ0aa8acd52b1a,0.0
EQb6f57a22ea8a,0.0
EQ3f55f0fc9614,0.0
EQ8c04e33feda5,0.0
EQ669b151737e6,0.0
EQea49777edc56,0.0
EQca62a70335fb,0.0
EQ85d98ae41682,0.0
EQ100190afbdb9,0.0
EQ662c8425ebc3,0.0
EQaf9be48abcdf,0.0
EQc1fa9ef0ad56,0.0
EQ34b2f1cd8819,0.0
EQ0997df5eb148,0.0
EQ8bec5d75dc03,0.0
EQ0a3f3041423c,0.0
EQaa2f5f7f14e2,0.0
EQ9b843c01096d,0.0
EQb8cc2f6c6438,0.0
EQ11d3a807e708,0.0
EQ36f30dfe0738,0.0
EQfea6d7d6913b,0.0
EQ20e4bae48bdf,0.0
EQ7125d403f126,0.0
EQ1a3c033de58f,0.0
EQ485be1f496dd,0.0
EQe85cfa446230,0.0
EQ8b06456c57b5,0.0
EQ6abba6202c31,0.0
EQeda4d4918994,0.0
EQacf0f0132450,0.0
EQf7f82ba5426d,0.0
EQabe24b69adf4,0.0
EQ6acafb9741e6,0.0
EQ47005685bbda,0.0
EQ249a0504bcf3,0.0
EQ99676b9c60ce,0.0
EQ07560128d31e,0.0
EQ85ec95bb38ca,0.0
EQe06951ed4701,0.0
EQbed8d2dd1bbd,0.0
EQ31bd66b53dbc,0.0
EQed9b38211e25,0.0
EQ006337d297f0,0.0
EQ10b5dee2d267,0.0
EQ867793b2eec8,0.0
EQf6b898685957,0.0
EQca3fee466e85,0.0
EQcffb9d506577,0.0
EQbf3c982328d5,0.0
EQe656806918dc,0.0
EQ0b7bda1ce5ac,0.0
EQa7c37ca2c6cc,0.0
EQ21dc5ee60349,0.0
EQ225557e04dbf,0.0
EQ5d70b3088249,0.0
EQ81c3d0fe1b6a,0.0
EQa76b1a9a4827,0.0
EQ40d34df78d6d,0.0
EQa71494994c03,0.0
EQd2e41715600d,0.0
EQ372d960e7c02,0.0
EQf1230e0a1b98,0.0
EQec81e555ce0e,0.0
EQc0e6cbb2dc5a,0.0
EQc9e4e93902ca,0.0
EQ9586c86a58b8,0.0
EQd618bc0d3174,0.0
EQ16c3a74b53f8,0.0
EQf3867fd8cbca,0.0
EQ85cece7a55fa,0.0
EQddabec318284,0.0
EQ5cc9961243eb,0.0
EQ7cd703d77a7e,0.0
EQ96ce6407eff7,0.0
EQe029dd1a816f,0.0
EQ51b21124af3a,0.0
EQ66a4ca95eb6d,0.0
EQ966b2d3a1246,0.0
EQ4109d91dfe1d,0.0
EQe5f463f44267,0.0
EQ821bccf9b109,0.0
EQ57ff6340abd9,0.0
EQ99b85e39d2a1,0.0
EQa6fc7a922426,0.0
EQ0da1aa8d2428,0.0
EQdffac5a1b7b5,0.0
EQ5adf604624db,0.0
EQ16431c460475,0.0
EQa9894eb771c4,0.0
EQ87d9a2233af7,0.0
EQ54c566da82b3,0.0
EQ2c74d2ad5fb3,0.0
EQ14b55eb4bcf6,0.0
EQae08dc3f3720,0.0
EQ94078ea4b0f8,0.0
EQcedf32bcb2df,0.0
EQf6c5481b8de7,0.0
EQ1d8beffea8d9,0.0
EQ2f215d90ccc4,0.0
EQ285f9be5dcba,0.0
EQa333860b34cc,0.0
EQdb841b9f046f,0.0
EQade56a86512d,0.0
EQ530d842e642a,0.0
EQb5a59c407aaf,0.0
EQd827da04228f,0.0
EQ7b874bf04e0d,0.0
EQe0c557b6a366,0.0
EQ4533cb06a8c3,0.0
